černych	τσερνίχ
slávu	δόξα
theodor	τεοντόρ
využívanie	εκμετάλλευση
ahoj	γεια
ahoj	γειά
učiť	δίδαξε
učiť	διδάσκουν
učiť	μάθε
učiť	μάθετε
učiť	μάθεις
astronauti	αστροναύτες
kôra	κρούστα
kôra	φλοιού
kôra	φλοιός
kôra	φλοιό
kôra	φλοιός
kôra	φλοιό
kôra	φλούδα
náročné	δύσκολο
náročné	δύσκολη
náročné	δύσκολα
náročné	δύσκολος
fakty	γεγονότα
fakty	γεγονοτα
costa	costa
costa	κώστα
costa	κόστα
darwin	δαρβίνου
darwin	δαρβίνος
uzavreté	κλειστό
uzavreté	κλειστο
uzavreté	κλειστή
uzavreté	κλειστά
rozhovory	συνομιλίες
rozhovory	συνεντεύξεις
rozhovory	συνομιλίες
tlači	press
tlači	τύπου
tlači	πατήστε
tlači	τύπος
tlači	πάτα
spolupracovala	συνεργάστηκε
spolupracovala	συνεργάστηκαν
spolupracovala	συνεργάστηκε
spolupracovala	συνεργάστηκαν
liečbu	κέρασμα
liečbu	θεραπεία
zabili	σκότωσε
zabili	σκοτώθηκε
zabili	σκοτώθηκαν
gréckom	ελληνική
gréckom	ελληνικά
gréckom	ελληνίδα
gréckom	ελληνικό
gréckom	ελληνικα
sfondo	sfondo
osudu	μοίρα
osudu	πεπρωμένο
štýly	στυλ
štýly	στάιλς
staviteľ	κατασκευαστής
hlboký	βαθύς
hlboký	βαθιά
hlboký	βαθύ
hlboký	βαθειά
hlboký	βαθύ
využívaná	χρησιμοποιούμενη
zaujíma	ενδιαφέρεται
zaujíma	ενδιαφέρομαι
zaujíma	ενδιαφέρονται
zaujíma	ενδιαφερόμενα
viaže	δένει
cape	ακρωτήρι
cape	κέιπ
cape	ακρωτήριο
cape	κάπα
rekreačné	αναψυχής
vyrobená	παραγόμενα
vyrobená	παρήχθησαν
vyrobená	παράγεται
vyrobená	κατασκευάζεται
vyrobená	κατασκευασμένα
vyrobená	κατασκευασμένο
vyrobená	παρασκευάζεται
vyrobená	κατασκευάστηκαν
vyrobená	κατασκευάζονται
vyrobená	φτιαγμένο
vyrobená	φτιαγμένα
vyrobená	φτιαγμένη
vyrobená	έκανε
kalendára	ημερολόγιο
kalendára	ημερολογιακό
flotily	στόλου
flotily	στόλο
flotily	στόλος
flotily	στόλους
flotily	στόλων
menším	μικρότερος
menším	μικρότερο
menším	μικρότερες
menším	μικρότερα
menším	μικρότερη
sektor	τομέας
sektor	τομέα
école	école
búrka	καταιγίδα
búrka	στορμ
búrka	θύελλα
guillaume	γκιγιόμ
domácu	σπιτική
domácu	σπιτικά
domácu	σπιτικό
stavia	χτίζει
keith	κηθ
keith	keith
keith	κιθ
spáchal	δεσμεύτηκε
spáchal	διαπράξει
pablo	πάμπλο
slonoviny	ελεφαντοστού
zdanlivo	φαινομενικά
zdanlivo	φαινομενικά
tvrdý	σκληροί
tvrdý	σκληρός
tvrdý	σκληρό
tvrdý	σκληρή
súrodencov	αδέλφια
súrodencov	αδέρφια
éra	εποχή
stredoveké	μεσαιωνικό
stredoveké	μεσαιωνική
presvedčený	αυτοπεποίθηση
presvedčený	πιστέψτε
presvedčený	πίστεψε
presvedčený	έπεισε
presvedčený	πεπεισμένος
zranenie	τραύμα
zranenie	ζημία
zranenie	τραυματισμός
zranenie	ζημίας
zranenie	κακώσεις
zranenie	πληγή
zranenie	τραύμα
labuť	σουάν
labuť	κύκνος
labuť	κύκνο
zachytáva	συλλαμβάνει
hitlera	χίτλερ
mrakodrap	ουρανοξύστη
reštaurácia	εστιατόρια
reštaurácia	εστιατόριο
brad	μπράντ
brad	μπραντ
doplnené	συμπληρώθηκε
doplnené	αναπληρωθεί
calgary	κάλγκαρι
kostra	σκελετός
kostra	σκελετό
zastávky	σταματάει
zastávky	σταματά
zastávky	στάσεις
ukončiť	έξοδος
ukončiť	έξοδο
ukončiť	τέλος
ukončiť	λήξη
ukončiť	τερματίσει
ukončiť	τερματισμός
udelené	απονέμεται
gregory	γκρέγκορι
gregory	γκρέγκορυ
predpisy	κανονισμοί
predpisy	κανονισμούς
predpisy	κανόνες
lars	λαρς
pokrok	progress
pokrok	πρόοδος
pokrok	πρόοδο
ostrý	κοφτερό
ostrý	αιχμηρό
ostrý	σαρπ
marko	μάρκο
ponuky	προσφορά
ponuky	προσφορές
ponuky	προσφορών
ponuky	προσφέρει
ponuky	προσφορές
univerzít	πανεπιστημίων
univerzít	πανεπιστήμια
vlaku	αμαξοστοιχίας
vlaku	τρένο
vlaku	αμαξοστοιχία
vlaku	τραίνο
susedné	γείτονες
susedné	γειτονική
susedné	γειτονικές
susedné	γειτονικό
susedné	δίπλα
budúce	μελλοντικός
budúce	μέλλον
budúce	μελλον
plemien	φυλών
poskytol	παρεχόμενες
poskytol	παρεχόμενη
dean	ντιν
dean	ντην
zabitý	σκότωσε
zabitý	σκοτώθηκε
zabitý	σκοτώθηκαν
nepriateľom	εχθρός
nepriateľom	εχθρό
nepriateľom	εχθροί
nepriateľom	εχθρούς
výnimky	εξαίρεση
výnimky	εξαιρέσεις
výnimky	εξαίρεση
výnimky	εξαιρέσεις
výnimky	εξαιρέσεις
výnimky	απαλλαγές
bin	μπιν
expozície	έκθεση
expozície	εκθεση
expozície	ανοίγματα
ruka	μπράτσο
ruka	χέρι
ruka	βραχίονα
ruka	χέρι
bohužiaľ	δυστυχώς
bohužiaľ	δυστυχώς
drevených	ξύλινα
drevených	ξύλινο
drevených	ξύλινες
drevených	ξύλινη
strieborný	ασημί
strieborný	ασημένια
strieborný	σίλβερ
strieborný	ασήμι
strieborný	silver
kapacity	χωρητικότητα
kapacity	ικανότητα
kapacity	δυναμικότητα
luigi	λουίτζι
android	android
android	ανδροειδές
rozprávanie	μιλώντας
voličov	ψηφοφόρων
voličov	ψηφοφόρους
voličov	ψηφοφόροι
lom	διάθλαση
lov	κυνήγι
lov	hunt
lov	χαντ
lov	λαβ
lov	κυνήγι
sady	περιβόλια
sady	σύνολα
sady	σετ
kanála	κανάλι
kanála	κανάλι
kanála	channel
jeruzalema	ιερουσαλήμ
červenú	κόκκινη
červenú	κόκκινα
červenú	κόκκινος
červenú	κόκκινο
červenú	κοκκινο
piano	πιάνο
hrobka	τάφος
hrobka	τάφο
nosí	φοράει
china	κίνα
flash	φλας
flash	λάμψη
flash	flash
flash	αναλαμπή
pacific	ειρηνικός
pacific	ειρηνικού
pacific	πασίφικ
pacific	ειρηνικό
prítomný	παρών
prítomný	δώρο
prítomný	παρόντες
prítomný	παρούσα
prítomný	παρόν
tón	τόνο
tón	τόνος
povrchové	επιφανειακές
povrchové	επιφανειακή
povrchové	επιφανειακό
povrchové	επιφανειακά
pomocné	βοηθητικά
pomocné	βοηθητικό
pomocné	βοηθητική
rozhoduje	αποφασίζει
pracujúcich	εργαζόμενοι
pracujúcich	εργαζομένων
pracujúcich	εργάτες
pláne	πλάνο
pláne	σχέδιο
ouest	ouest
uplatňuje	ισχύει
nissan	nissan
kanálov	κανάλια
dres	τζέρσεϋ
dres	τζέρσεϊ
dres	τζέρσι
dres	jersey
dres	φανέλα
baník	ανθρακωρύχος
cassini	cassini
vysielať	μετάδοση
vysielať	εκπομπή
vysielať	μετάδοση
vodnár	υδροχόος
lietadlom	αεροπλάνο
lietadlom	αεροπλάνο
churchill	τσόρτσιλ
churchill	τσώρτσιλ
kenneth	κένεθ
larry	λάρρυ
larry	larry
larry	λάρυ
larry	λάρι
mitchell	mitchell
mitchell	μίτσελ
viet	ποινές
gibson	γκίμπσον
absolútna	απόλυτες
absolútna	απόλυτος
absolútna	απόλυτη
absolútna	απόλυτο
lyžiar	σκιέρ
ball	μπαλάκι
ball	μπάλα
ann	ann
ann	ανν
siedmy	έβδομη
siedmy	έβδομο
tepelná	θερμική
tepelná	θερμικές
patent	ευρεσιτεχνίας
patent	πατέντα
odpovede	απαντήσεις
odpovede	απαντήσεις
odpovede	απαντήσεις
dievčatá	κορίτσια
prijíma	δέχεται
prijíma	αποδέχεται
prijíma	λαμβάνει
prijíma	παραλαμβάνει
prijíma	αποδοχή
prijíma	υιοθετεί
bielkovín	πρωτεΐνη
bielkovín	πρωτεΐνες
kat	δήμιος
kat	εκτελεστής
kat	δήμιος
kat	κρεμάλα
kat	kat
novinárov	δημοσιογράφοι
novinárov	δημοσιογράφους
ukázala	έδειξε
pokusov	δίκες
pokusov	δοκιμασίες
pokusov	δοκιμές
pokusov	απόπειρες
pokusov	προσπάθειες
rieši	λύνει
čaká	περιμένω
čaká	περιμένοντας
čaká	περιμένει
čaká	αναμονή
čaká	εκκρεμεί
písomné	γραπτές
písomné	γραπτή
písomné	γράφτηκε
písomné	γραμμένα
písomné	γράψει
písomné	γραμμένο
chemici	χημικούς
huby	μανιτάρια
huby	μύκητες
huby	μύκητα
huby	μανιτάρι
huby	μανιτάρια
huby	μύκητες
pomohli	βοήθησα
pomohli	βοήθησε
orbiter	orbiter
role	ρόλος
role	ρόλο
role	ρόλων
role	ρόλους
role	ρόλοι
prispeli	συνέβαλε
prispeli	δωρεά
automatické	αυτόματο
automatické	auto
automatické	αυτόματη
automatické	αυτόματο
automatické	αυτόματη
automatické	αυτόματος
automatické	αυτόματες
automatické	αυτόματα
volal	ονομάζεται
asistenti	βοηθοί
asistenti	βοηθούς
detský	τέκνο
detský	παιδι
detský	παιδί
vystavené	εκτεθεί
vystavené	εκτεθειμένοι
vystavené	εκτεθειμένη
vystavené	εκτεθειμένα
vystavené	εκτεθειμένος
vystavené	εκτεθειμένο
čestné	έντιμος
čestné	έντιμο
čestné	ειλικρινής
čestné	τίμιος
čestné	τίμια
čestné	τίμιο
upravil	επεξεργάστηκε
čínskych	κινέζος
čínskych	κινεζική
čínskych	κινέζικο
čínskych	κινέζικα
čínskych	κινέζοι
zranenia	τραυματισμούς
zranenia	κακώσεις
zranenia	τραυματισμοί
zranenia	τραύματα
popularita	δημοτικότητα
zvony	κουδούνια
zvony	καμπάνες
čelo	μέτωπο
čelo	φρύδι
čelo	τσέλο
dverí	πορτα
dverí	πόρτα
dverí	πόρτες
dverí	θύρες
zlý	bad
zlý	κακός
zlý	κακό
zlý	κακή
ovplyvnili	επηρεάστηκαν
ovplyvnili	επηρεάσει
ovplyvnili	επηρεάζεται
ovplyvnili	επηρεάστηκε
kusy	τεμάχια
kusy	κομμάτια
kusy	τεμάχια
kusy	περικοπές
kusy	κοψίματα
strela	βολή
strela	πυροβόλησε
strela	σουτ
strela	πυροβολήθηκε
strela	πυροβολισμός
strela	σφαίρα
strela	πυραύλων
strela	πύραυλος
podzemných	υπογείως
podzemných	υπόγειο
podzemných	υπόγεια
norma	νόρμα
norma	νορμ
norma	στάνταρ
norma	πρότυπο
norma	standard
početných	πολυάριθμες
početných	πολυάριθμα
alpy	άλπεις
paolo	πάολο
aer	aer
rosa	ρόζα
rosa	rosa
rosa	δροσιά
zvuky	ακούγεται
zvuky	ήχους
zvuky	ήχοι
zvuky	θορύβους
zvuky	θόρυβοι
canaveral	κανάβεραλ
uznané	αναγνωρίζεται
uznané	αναγνωρισμένο
uznané	αναγνωρισμένος
uznané	αναγνωρισμένη
uznané	αναγνωρισμένα
uznané	αναγνωρίστηκε
uznané	αναγνώρισε
uznané	αναγνωρισμένο
uznané	αναγνωρίζεται
uznané	αναγνωρίστηκε
uznané	αναγνωρισμένη
recenzie	κριτικές
valcov	κύλινδροι
valcov	κυλίνδρους
chvíle	moments
chvíle	στιγμές
bankovky	τραπεζογραμμάτια
bankovky	τραπεζογραμματίων
bankovky	χαρτονομίσματα
eugene	γιουτζίν
úpadok	αποσύνθεση
úpadok	πτώχευση
úpadok	χρεοκοπία
palestíny	παλαιστίνη
palestíny	παλαιστινιακό
palestíny	παλαιστίνης
minimum	ελάχιστη
minimum	ελάχιστα
minimum	ελάχιστες
minimum	ελάχιστο
minimum	ελάχιστος
zmenený	τροποποιημένο
zmenený	τροποποιημένα
zmenený	τροποποιήθηκε
zmenený	τροποποιημένη
zmenený	τροποποιημένος
zmiešané	μεικτή
zmiešané	μεικτό
zmiešané	μικτή
zmiešané	μεικτά
zmiešané	μεικτές
julia	τζούλια
julia	χούλια
julia	julia
laboratórium	εργαστήριο
laboratórium	εργαστηριακά
laboratórium	εργαστήριο
cover	κάλυμμα
cover	κάλυψη
cover	εξώφυλλο
dospelosti	ενηλικίωση
miguel	μιγκέλ
miguel	miguel
limit	όριο
limit	όρια
che	τσε
obnova	ανανέωση
obnova	αποκατάσταση
míľ	μίλια
míľ	χιλιόμετρα
míľ	μάιλς
base	φυλακή
fyzicky	σωματικά
misií	αποστολές
guvernér	κυβερνήτης
guvernér	κυβερνήτη
kolá	γύρους
kolá	γύροι
kolá	γύρους
kolá	γύροι
vnímanie	αντίληψη
vnímanie	αντιλήψεις
full	full
full	πλήρη
full	πλήρες
full	πλήρης
plášť	ακρωτήρι
plášť	κέιπ
plášť	ακρωτήριο
plášť	κάπα
plášť	μανδύα
stewart	στιούαρτ
stewart	στούαρτ
stewart	stewart
clark	κλαρκ
clark	κλαρκ
clark	κλάρκ
lane	lane
lane	λέιν
lane	λωρίδα
fyzické	σωματική
fyzické	φυσική
fyzické	σωματικό
harrison	χάρισον
harrison	harrison
turíne	τορίνο
laura	laura
laura	λώρα
laura	λάουρα
laura	λόρα
fauny	πανίδα
morských	πεζοναύτης
morských	θαλάσσια
morských	μαρίν
morských	πεζοναύτη
čitateľov	αναγνώστες
čitateľov	αναγνώστης
autobusov	λεωφορεία
pascal	πασκάλ
baran	μπαράν
baran	aries
znamenie	σημάδι
znamenie	υπόγραψε
copa	κόπα
stepanovič	στεπάνοβιτς
wagner	βάγκνερ
javu	φαινόμενο
vzorky	δείγμα
vzorky	δείγματα
meraní	μετρήσεις
poradca	σύμβουλος
poradca	σύμβουλος
dobrovoľne	πρόθυμα
dobrovoľne	εθελοντικά
dobrovoľne	οικειοθελώς
dobrovoľne	εθελοντικά
činy	πράξεις
činy	δράσεις
činy	ενέργειες
rozpočtu	προϋπολογισμού
rozpočtu	προϋπολογισμός
katastrofy	καταστροφές
zločiny	εγκλήματα
koncentrácia	συγκεντρώσεις
koncentrácia	συγκέντρωση
čiernu	μαύρη
čiernu	μαύρα
čiernu	μαύρος
čiernu	μαυρο
čiernu	μαύρο
koleso	τιμόνι
koleso	τροχό
koleso	τροχού
koleso	ρόδα
koleso	τροχός
kant	καντ
aus	aus
diera	οπή
diera	τρύπα
porušenie	παράβαση
porušenie	παραβίαση
porušenie	παραβάσεις
porušenie	ρήγμα
porušenie	παραβίαση
elektronika	ηλεκτρονική
elektronika	ηλεκτρονικά
jedlo	τροφή
jedlo	τροφές
jedlo	τρόφιμα
jedlo	φαγητό
jedlo	γεύμα
infekcie	μολύνσεις
infekcie	λοιμώξεις
infekcie	μόλυνση
infekcie	λοίμωξη
optické	οπτικές
optické	οπτικά
summer	καλοκαιρι
summer	καλοκαίρι
summer	σάμμερ
summer	σάμερ
edmonton	edmonton
spomenúť	αναφέρω
nižší	κατώτερη
nižší	κατώτερο
potvrdené	επιβεβαιώθηκε
potvrdené	επιβεβαιώνεται
potvrdené	επιβεβαίωση
potvrdené	επιβεβαίωσε
komerčné	εμπορίου
komerčné	εμπόριο
komerčné	εμπορική
techno	τέκνο
spôsobov	τρόποι
spôsobov	τρόπους
obnovený	ανανεωμένη
obnovený	αποκαταστάθηκε
obnovený	αποκατασταθεί
obnovený	επαναφορά
obnovený	ανανεωμένη
vietnam	βιετνάμ
dodatočne	επιπρόσθετα
dodatočne	επιπροσθέτως
fasáda	προσωπείο
fasáda	πρόσοψη
fasáda	πρόσοψη
cudzie	ξένος
cudzie	ξένο
cudzie	ξένη
cudzie	ξένα
stratégie	στρατηγικές
stratégie	στρατηγική
výrobné	μεταποίηση
jednotlivca	ατομική
jednotlivca	ατομικό
jednotlivca	μεμονωμένα
jednotlivca	ατομικά
jednotlivca	επιμέρους
gravitácia	βαρύτητας
gravitácia	βαρύτητα
hotela	hotel
hotela	ξενοδοχείο
charakterizuje	χαρακτηρίζει
jazykovej	γλωσσική
lexikón	λεξικό
zátvorkách	παρένθεση
zátvorkách	παρένθεση
tag	ετικέτα
tag	ταγκ
tag	tag
bella	μπέλα
bella	bella
bella	μπέλλα
gen	gen
konflikty	συγκρούσεις
konflikty	συγκρούσεις
konflikty	σύγκρουση
konflikty	σύρραξη
oto	ότο
oto	otto
oto	όττο
joachim	joachim
pokračovalo	συνεχίζεται
pokračovalo	συνέχεια
stretla	κοα
stretla	γνωρίσει
ukážka	δείγμα
ukážka	προεπισκόπηση
ukážka	διαδήλωση
ukážka	επίδειξη
fasády	προσόψεις
zla	σατανικό
zla	κακό
tatiana	τατιάνα
švédske	σουηδός
švédske	σουηδικά
švédske	σουηδική
švédske	σουηδικό
hnedý	καφέ
hnedý	brown
hnedý	μπράουν
emeritný	ομότιμος
stôl	πίνακας
stôl	πινακας
stôl	τραπέζι
stôl	θρανίο
stôl	γραφείο
príspevkov	εισφορές
príspevkov	συνεισφορές
príspevkov	θέσεις
príspevkov	δημοσιεύσεις
ring	δακτύλιο
ring	ρινγκ
ring	δακτύλιος
ring	δαχτυλίδι
ron	ρον
ron	ron
taiwan	ταϊβάν
nacisti	ναζί
sfarbenie	χρώση
sfarbenie	χρωματισμό
spravodlivosť	δικαιοσύνη
spravodlivosť	δικαιοσύνης
naživo	ζήσε
naživo	ζω
naživo	ζωντανά
naživo	live
naživo	ζήσω
nájdený	βρέθηκαν
nájdený	βρεθηκε
nájdený	βρήκα
nájdený	βρήκε
nájdený	βρέθηκε
miro	μίρο
cpu	επεξεργαστής
cpu	cpu
sprievodné	συνοδευτικά
sprievodné	συνοδευτικό
regionálna	περιφερειακή
regionálna	περιφερειακά
gule	μπάλες
gule	μπαλάκια
svätec	αγία
svätec	αγιος
svätec	άγιος
slobodná	single
slobodná	ενιαία
stoviek	hundred
stoviek	εκατό
stoviek	εκατοντάδες
osvetlenie	φωτισμός
osvetlenie	φωτισμού
osvetlenie	φωτίζει
osvetlenie	φωτισμός
osvetlenie	φωτισμού
osvetlenie	φωτισμό
ein	ein
vyvinutá	αναπτύχθηκαν
vyvinutá	αναπτύχθηκε
vyvinutá	αναπτυχθεί
alpách	άλπεις
odstúpil	παραιτήθηκε
fish	ιχθείς
fish	ψάρι
fish	ψάρια
štandardné	προκαθορισμένα
štandardné	αθέτηση
štandardné	προκαθορισμένη
štandardné	προκαθορισμένο
štandardné	προεπιλογή
štandardné	προκαθορισμένα
štandardné	στάνταρ
štandardné	πρότυπο
štandardné	standard
sobáš	γάμο
sobáš	γάμος
sobáš	γάμο
sobáš	γάμος
tance	χοροί
tance	χορούς
johanna	τζοάννα
johanna	ιωάννα
johanna	τζοάνα
abraham	αβραάμ
temple	τεμπλ
temple	ναός
temple	ναό
objaviť	ανακάλυψη
objaviť	ανακαλύψτε
oslo	όσλο
užívateľov	χρήστες
mladšieho	νεότερη
mladšieho	νεώτερος
mladšieho	νεότεροι
mladšieho	νεότερος
budhizmus	βουδισμό
dlhodobé	μακροχρόνια
dlhodobé	μακροπρόθεσμες
dlhodobé	μακροπρόθεσμη
reggae	ρέγκε
greg	γκρεγκ
greg	γκρέγκ
greg	greg
pasažierov	επιβατών
pasažierov	επιβάτες
saľut	σαλιούτ
príjmy	έσοδα
príjmy	εισόδημα
príjmy	έσοδα
príjmy	εισοδήματα
príjmy	εισοδήματος
príjmy	έσοδα
príjmy	εισπράξεις
príjmy	αποδείξεις
vírus	ιού
vírus	ιός
vírus	ιό
objaví	ανακαλύπτει
partner	συνεργάτης
partner	σύντροφος
partner	συνεργάτη
partner	εταίρος
partner	συνέταιρος
zasiahol	παρενέβη
dokončené	ολοκληρώθηκαν
dokončené	ολοκληρωθεί
dokončené	ολοκληρώθηκε
dokončené	ολοκληρωμένα
dokončené	τελειώσει
dokončené	τελείωσα
obnovené	ανανεωμένη
obnovené	αποκαταστάθηκε
obnovené	αποκατασταθεί
obnovené	επαναφορά
sociálno	κοινωνικο
závislé	εξαρτημένος
závislé	εξαρτημένη
závislé	εξαρτήσεις
italia	italia
turecké	τουρκικό
turecké	τουρκικά
turecké	τούρκος
turecké	τουρκική
ilustrátor	εικονογράφος
oblečenie	ενδύματα
oblečenie	ένδυση
oblečenie	ντύσιμο
oblečenie	στολή
oblečenie	ρούχα
oblečenie	ενδύματα
oblečenie	ένδυση
oblečenie	ρούχα
zima	ψυχρή
zima	κρύος
zima	κρύο
zima	κρύα
zima	χειμώνα
zima	χειμώνας
zima	γουίντερ
dennis	ντένις
dennis	dennis
java	java
mpeg	mpeg
nomináciu	υποψηφιότητα
nomináciu	διορισμός
povstalcov	αντάρτες
kresťania	χριστιανούς
kresťania	χριστιανοί
columbus	κολόμβος
columbus	κολόμπους
jednotné	ενοποιημένο
jednotné	ενιαία
jednotné	ενοποιημένη
jednotné	single
jednotné	ενιαία
jednotné	στολή
jednotné	ομοιόμορφη
spôsobená	προκλήθηκαν
spôsobená	προκλήθηκε
spôsobená	προκάλεσε
parsons	πάρσονς
železné	σιδηρούχα
železné	σίδηρος
železné	σίδηρο
železné	σιδήρου
železné	σίδερο
pen	πεν
pen	pen
pen	πένα
pen	στυλό
jadrá	πυρήνες
podľahol	υπέκυψε
campo	κάμπο
atlantic	atlantic
atlantic	ατλαντικού
atlantic	ατλάντικ
atlantic	ατλαντικός
atlantic	ατλαντικό
suché	ξηρή
suché	στεγνά
suché	ξηρά
suché	στεγνό
suché	ξηρό
opraviť	επιδιόρθωση
opraviť	επισκευή
opraviť	επισκευές
opraviť	φτιάξε
opraviť	φτιάξω
opraviť	σωστή
opraviť	σωστό
opraviť	σωστά
opraviť	σωστός
snehu	χιόνι
snehu	σνόου
gaga	gaga
známu	γνωστή
známu	γνωστός
známu	γνωστό
známu	γνωστοί
známu	γνωστές
url	url
url	url
závody	ιπποδρομίες
závody	φυλές
závody	κούρσες
zbory	χορωδίες
sovieti	σοβιετικοί
bruseli	βρυξέλλες
bruseli	βρυξελλών
predpoklady	προϋποθέσεις
predpoklady	παραδοχές
zimy	χειμώνες
zimy	γουίντερς
stratu	απώλειες
stratu	απώλεια
stratu	ζημία
montana	μοντάνα
blake	μπλέηκ
blake	blake
blake	μπλέικ
tunela	στοά
tunela	σήραγγα
tunela	τούνελ
teoretický	θεωρητικές
teoretický	θεωρητικά
teoretický	θεωρητικό
teoretický	θεωρητική
trofej	τρόπαιο
jeruzaleme	ιερουσαλήμ
kultúr	πολιτισμοί
kultúr	κουλτούρες
kultúr	καλλιέργειες
kultúr	πολιτισμούς
plná	full
plná	πλήρη
plná	πλήρες
plná	πλήρης
stavali	κατασκευάστηκε
stavali	έχτισε
stavali	χτίστηκε
stavali	χτισμένο
námorníctvo	ναυτικό
riadiť	διαχείριση
mladšie	νεότερη
mladšie	νεώτερος
mladšie	νεότεροι
mladšie	νεότερος
učiteľka	δάσκαλος
učiteľka	δασκάλα
učiteľka	καθηγήτρια
učiteľka	καθηγητής
pivo	μπύρα
pivo	μπίρα
pivo	μπύρες
pivo	ale
jednotný	ενοποιημένο
jednotný	ενιαία
jednotný	ενοποιημένη
jednotný	στολή
jednotný	ομοιόμορφη
jednotný	single
jednotný	ενιαία
pripojený	επισυνάπτεται
pripojený	συνημμένο
pripojený	συνδεδεμένο
pripojený	συνδεδεμένη
pripojený	συνδεδεμένοι
pripojený	συνδέονται
pripojený	συνδεδεμένος
pripojený	συνδέθηκε
pripojený	διαδικτυακή
pripojený	διαδικτυακά
pripojený	online
münchen	münchen
stiahnuť	κατέβασμα
stiahnuť	λήψη
stiahnuť	κατεβάστε
obľúbený	αγαπημένο
obľúbený	αγαπημένος
obľúbený	αγαπημένα
obľúbený	αγαπημένη
obľúbený	αγαπημένος
obľúbený	αγαπημένο
obľúbený	αγαπημένες
biskupský	επισκοπική
evanjelium	ευαγγέλιο
craig	craig
craig	κρεγκ
kvalitné	ποιότητας
kvalitné	ποιότητα
korisť	λεία
korisť	λάφυρα
korisť	λάφυρα
korisť	θηράματα
korisť	θήραμα
korisť	λεία
pozemky	συνωμοσίες
pozemky	οικόπεδα
pozemky	ξηρά
pozemky	land
pozemky	γη
pozemky	στεριά
pozemky	δέματα
pozemky	αγροτεμαχίων
male	μαλέ
stály	σταθερό
stály	σταθερή
stály	σταθερά
stály	σταθερός
rna	rna
prototypy	πρωτότυπα
jadrové	πυρηνικός
jadrové	πυρηνικά
jadrové	πυρηνική
kov	μεταλλικό
kov	μέταλλο
kov	μέταλλα
kov	metal
kov	μεταλλικά
rola	ρόλος
rola	ρόλο
písania	δακτυλογράφηση
pečene	ηπατική
pečene	ήπαρ
pečene	συκώτι
pete	pete
pete	πητ
pete	πιτ
pozorovaná	παρατηρήθηκαν
pozorovaná	παρατηρήθηκε
pozorovaná	παρατηρηθεί
stupnice	κλίμακες
fsm	fsm
brať	λαμβάνοντας
brať	πάρτε
brať	λήψη
brať	πάρε
kvalifikáciu	προσόντα
ušiel	δραπέτευσε
ušiel	δραπέτης
ušiel	απέδρασε
reforiem	μεταρρυθμίσεις
vstúpiť	εισάγετε
kazateľ	ιεροκήρυκας
kazateľ	παπά
klein	κλάιν
priechod	πέρασμα
telefóny	τηλέφωνα
telefóny	τηλέφωνα
vonkajšia	υπαίθρια
vonkajšia	εξωτερική
vonkajšia	εξωτερικά
vonkajšia	εξωτερικό
vonkajšia	εξωτερικός
cruz	cruz
cruz	κρουζ
dobytok	ζώα
dobytok	βόδια
dobytok	βοοειδή
muzikál	μιούζικαλ
muzikál	μουσικές
strachu	φόβος
strachu	φόβο
zostavy	συγκροτήματα
zostavy	συνελεύσεις
zostavy	σύνολα
zostavy	σετ
zostavy	παράταξη
fanúšikovia	ανεμιστήρες
fanúšikovia	θαυμαστές
fanúšikovia	οπαδοί
plyny	αέρια
ryba	ιχθείς
ryba	ψάρι
ryba	ψάρια
vlákien	ίνες
aktivista	ακτιβιστής
nádoby	δοχεία
nádoby	εμπορευματοκιβώτια
nádoby	κοντέινερ
nádoby	περιέκτες
jung	γιουνγκ
jung	τζουνγκ
ľavé	αριστερά
ľavé	αριστερό
ľavé	αριστερή
ľavé	αριστερα
väzni	αιχμάλωτοι
väzni	κρατούμενοι
väzni	φυλακισμένοι
väzni	τρόφιμοι
väzni	κρατούμενοι
prebehol	αυτομόλησε
priehrada	dam
priehrada	φράγμα
priehrada	δεξαμενή
kongrese	κογκρέσο
money	χρήμα
money	χρήματα
money	λεφτά
zranení	τραυματισμένος
zranení	τραυματίες
zranení	τραυματίστηκε
zranení	τραυματίας
zranení	πληγωμένος
zranení	τραυματισμούς
zranení	κακώσεις
zranení	τραυματισμοί
zranení	τραύματα
zachovať	διατηρήστε
zachovať	διατηρήσει
zachovať	κρατήστε
zachovať	κράτα
ministri	υπουργών
ministri	υπουργοί
ministri	υπουργούς
mayer	μάγιερ
mayer	mayer
vedeli	ήξερε
výskumné	έρευνα
výskumné	ερευνα
výskumné	έρευνες
tajomníka	γραμματέα
platforma	πλατφόρμα
platforma	εξέδρα
platforma	αποβάθρα
car	αυτοκίνητο
car	αμάξι
car	car
car	τσάρος
príslušné	σχετικές
príslušné	σχετική
príslušné	σχετικοί
príslušné	σχετικό
anti	αντι
platformy	εξέδρες
platformy	πλατφόρμες
platformy	πλατφόρμα
platformy	εξέδρα
platformy	αποβάθρα
brankára	τερματοφύλακας
preč	έφυγε
preč	εφυγε
preč	μακριά
hľadal	αναζήτησε
islamu	ισλάμ
esperanto	εσπεράντο
hrobu	τάφος
hrobu	τάφο
dátumu	ημερομηνία
dátumu	ραντεβού
dátumu	ημερομηνια
christoph	κριστόφ
christoph	christoph
hĺbku	βάθος
hercov	ηθοποιοί
hercov	ηθοποιούς
ohrozený	απειλείται
ohrozený	απείλησε
ohrozený	απειλούνται
poéziu	ποίηση
