ligue	ligue
kronikë	chronicle
arra	oříšky
arra	nuts
arra	matice
arra	ořechy
prilli	duben
prilli	dubna
lepuri	králíček
lepuri	zajíc
lepuri	králík
deux	deux
karta	karet
karta	karty
karta	vizitky
karta	listina
karta	charty
karta	charta
karta	karta
karta	vizitka
karta	kartu
gruri	pšenice
stadiumit	tribunou
komedian	komik
pafajshëm	nevinná
pafajshëm	nevinní
pafajshëm	nevinný
liberal	liberální
flori	zlato
flori	zlatá
flori	zlatý
flori	gold
flori	zlaté
mushkërive	plíce
mushkërive	plic
mushkërive	plicní
buffon	buffon
zvogëlohet	snížené
zvogëlohet	snížený
zvogëlohet	snížen
zvogëlohet	snížená
komision	provize
komision	komise
kilmister	kilmister
talenti	talenty
talenti	talent
talenti	nadání
talenti	talentu
talenti	talent
talenti	nadání
oskar	oscar
oskar	oskar
oskar	oskar
oskar	oskara
lëmuar	leštěné
pluhur	prach
pluhur	prášek
pluhur	pudr
pluhur	prachu
pluhur	prach
hamza	hamza
vrasjet	vražd
vrasjet	vraždy
vrasjet	zabíjení
konfirmuar	potvrzené
konfirmuar	potvrzen
konfirmuar	potvrzena
konfirmuar	potvrzeno
mbushura	plněné
rrushi	hrozny
rrushi	hroznové
rrushi	vinice
rrushi	hrozny
strategjik	strategické
strategjik	strategický
strategjik	strategická
argjentinas	argentinské
argjentinas	argentinské
kushtetutë	ústava
kushtetutë	ústavy
xml	xml
pacientët	pacienti
pacientët	pacientů
pacientët	pacienty
zyrtarët	činitelé
zyrtarët	úředníků
zyrtarët	představitelé
zyrtarët	úředníci
kontaktet	kontakty
kurrizore	páteře
kurrizore	hřbet
kurrizore	páteř
stalin	stalin
dizajnuar	navrženo
dizajnuar	navržený
dizajnuar	konstruované
dizajnuar	navrhl
dizajnuar	navržené
domate	rajče
domate	rajčata
domate	rajčata
zhdukjen	vyhynutí
zhdukjen	zánik
zhdukjen	zmizení
pronari	majitel
pronari	vlastník
pronari	majitelka
papua	papui
pjes	part
pjes	část
performanca	představení
performanca	výkony
performanca	výkon
performanca	výkonnost
performanca	výkonnosti
performanca	vystoupení
vizitohet	navštívil
vizitohet	navštívila
vizitohet	navštívili
zhvillimeve	vývoj
catherine	kateřina
catherine	catherine
kristian	křesťanské
kristian	christian
kristian	křesťanská
kristian	křesťan
kristian	kristian
nilit	nilu
troje	trojský
fra	fra
binar	binární
gaudi	gaudí
destinacion	cíl
destinacion	destinace
detyrimeve	závazky
detyrimeve	povinnosti
kapituj	kapitol
kapituj	kapitoly
përafërt	přibližné
përveq	vyjma
përveq	kromě
anglo	anglo
steven	steven
bursa	bursa
bursa	stipendia
sundues	vládci
heshtur	tichá
heshtur	tichý
mbeturina	odpad
mbeturina	odpadky
mbeturina	smetí
mbeturina	odpadky
mbeturina	smetí
komik	komiks
komik	comic
komik	komické
rituale	rituály
qershori	červen
qershori	června
vasa	vasa
zëvendësohet	nahrazen
zëvendësohet	nahrazeno
zëvendësohet	nahrazena
salm	salm
ieee	ieee
adresën	adresu
adresën	adresa
armiq	nepřátele
armiq	nepřátel
armiq	nepřátelé
namaz	modlitbu
namaz	modlitba
limousin	limousin
provoi	prokázal
provoi	dokázal
roje	dozorci
roje	strážní
roje	stráže
roje	stráž
roje	strážný
roje	hlídač
ujku	vlčí
ujku	vlk
ujku	wolf
odiseu	odysseus
blerjen	nákupu
blerjen	koupě
blerjen	nákup
blerjen	zakoupit
deklaratën	prohlášení
deklaratën	deklarace
got	mám
got	dostal
toma	toma
walker	walker
walker	walkerová
qelizë	buňky
qelizë	buňka
qelizë	cela
qelizë	cely
jahja	yahya
unix	unix
njoftuar	oznámeno
njoftuar	oznámil
njoftuar	oznámila
njoftuar	oznámili
njoftuar	oznámeno
prerje	řez
prerje	střih
prerje	škrty
prerje	řezy
transportin	přeprava
transportin	přepravy
transportin	doprava
nice	pěkný
nice	hezky
nice	hezký
nice	pěkné
nice	nice
atmosfera	atmosféru
atmosfera	ovzduší
atmosfera	atmosféry
atmosfera	atmosféra
pranimin	přijetí
pranimin	vstupné
pranimin	přijetí
pranimin	přijímá
pranimin	přijetí
macedonia	makedonie
nigeria	nigérie
nigeria	niger
aksionet	zásoby
aksionet	akcie
aksionet	zásoba
aksionet	stavy
aksionet	akcie
aksionet	podíly
aksionet	sdílení
nguyễn	nguyễn
telegram	telegram
hija	stínu
hija	shadow
hija	stín
ngjitet	vylézt
ngjitet	stoupání
ngjitet	šplhat
kolonia	kolonií
kolonia	kolonie
rrënja	root
rrënja	kořen
rrënja	kořeny
rrënja	kořenů
calvados	calvados
rroba	oděv
rroba	šaty
rroba	oděvy
rroba	oblečení
gas	gus
gas	guse
gas	benzín
gas	plynové
gas	plyn
gas	plyny
harku	arch
harku	oblouk
harku	příď
harku	luk
virtuale	virtuální
gjuhëtar	lingvista
mistike	mystické
mistike	mystic
përmbledh	shrnuje
klasifikuar	utajované
klasifikuar	tajné
bankë	banku
bankë	banka
bankë	bankovní
bankë	banky
bankë	bank
bandat	gangy
harqe	luky
mbrenda	dovnitř
mbrenda	uvnitř
mbrenda	vevnitř
nënshkrimi	podepsání
nënshkrimi	podpisu
nënshkrimi	podpis
internacionale	international
internacionale	mezinárodní
dominuese	mistrovský
dominuese	mistrovská
dominuese	mistrovské
bishti	tail
bishti	ocásek
bishti	nb
bishti	ocas
denimin	tresty
diskut	diskem
vezët	vejce
vezët	vajec
vezët	vajíčka
mio	mio
shtrirjes	sladění
charlie	charlieho
charlie	charlie
çaji	čaje
çaji	čaj
çaji	tea
ambient	prostředí
murcia	murcie
duhani	tabáku
duhani	tabák
duhani	kouří
duhani	kouření
dhomat	chambers
dhomat	komnaty
dhomat	komory
dhomat	místnosti
dhomat	pokoje
mjeti	nástroj
mjeti	nářadí
mjeti	vozidlo
mjeti	vozidla
duheshin	potřebná
duheshin	potřeba
duheshin	potřebné
duheshin	potřebný
duheshin	potřeboval
pragë	praha
pranimi	vstupné
pranimi	přijetí
pranimi	přijetí
pranimi	přistoupení
rekordi	záznam
rekordi	nahrát
rekordi	zaznamenat
rekordi	deska
dikë	nekdo
dikë	někoho
dikë	někdo
xhepa	kapes
xhepa	kapsy
krenari	pýcha
krenari	hrdost
limit	omezit
limit	limit
limit	mez
efektiv	účinná
efektiv	účinné
efektiv	efektivní
efektiv	účinný
ulje	slevy
ulje	sleva
ulje	pokles
ulje	snížit
ulje	snížení
ulje	přístaviště
ulje	přistání
doc	doc
substancë	látka
substancë	substance
bisedime	vyjednávání
bisedime	rozhovory
matt	matt
matt	matta
lehtësuar	ulevilo
lehtësuar	usnadňovat
lehtësuar	usnadnění
lehtësuar	usnadnit
baltë	bahno
baltë	bahna
baltë	bláto
baltë	špína
baltë	hlína
baltë	špínu
ndjekësit	sledující
ndjekësit	následovníci
manastiret	kláštery
tur	tur
tur	tour
tur	turné
tur	prohlídka
investime	investice
investime	investice
investime	investování
sofje	sofii
sofje	sofia
sofje	sofie
zall	písek
zall	písku
sferat	koule
sferat	sféry
maliq	malik
hrsg	hrsg
alberta	alberta
alberta	alberto
virus	vir
virus	viru
virus	virus
virus	viry
kuptuarit	porozumění
kuptuarit	pochopení
kuptuarit	chápání
çek	česká
çek	české
çek	česky
çek	český
çek	česko
fond	fond
fond	fondu
organizmat	organismů
organizmat	organismy
territorial	teritoriální
territorial	územní
portokalli	oranžová
portokalli	pomeranč
portokalli	orange
portokalli	oranžový
portokalli	oranžové
sarthe	sarthe
antigua	antigua
utype	utype
margarita	sedmikrásky
margarita	margarita
rrotullimi	otáčení
rrotullimi	střídání
rrotullimi	rotace
luc	luc
luc	luca
bisedë	konverzaci
bisedë	rozhovor
bisedë	konverzace
bisedë	povídání
bisedë	chatu
bisedë	chat
lezha	lezhë
dekorata	dekorace
dekorata	výzdoba
dekorata	ocenění
xhon	jan
xhon	john
xhon	honza
detajet	podrobnosti
detajet	detaily
djathë	sýr
djathë	sýry
mëkatet	hříchy
angazhimin	závazek
angazhimin	odhodlání
përgatitet	připravuje
balkan	balkán
balkan	balkánu
nderime	vyznamenání
nderime	pocty
nderime	pocty
protesta	protest
protesta	protestovat
protesta	protesty
protesta	protesty
qeramikës	keramiky
dobishëm	užitečná
dobishëm	užitečný
dobishëm	užitečné
oferta	nabídka
oferta	nabízí
oferta	nabídky
oferta	nabídku
oferta	nabídnout
oferta	nabídka
konfirmoi	potvrzené
konfirmoi	potvrzen
konfirmoi	potvrzena
konfirmoi	potvrzeno
level	level
level	úrovně
level	úroveň
level	hladina
level	úrovni
hekurudha	železnice
hekurudha	železniční
hekurudha	železnice
hekurudha	kolejnice
hekurudha	železnice
hekurudha	železnic
hekurudha	železniční
hekurudha	železnice
hekurudha	železnice
hekurudha	železnici
host	moderátor
host	hostitel
host	hostitele
host	hostitelský
operacion	provoz
operacion	operace
operacion	chirurgie
operacion	operace
shkretëtira	pouště
shkretëtira	poušti
shkretëtira	poušť
shkretëtira	pouštní
shkretëtira	pouště
faisal	faisal
salihu	saleh
kujtesa	vzpomínka
kujtesa	vzpomínky
kujtesa	paměti
kujtesa	paměť
biografinë	životopis
thüringen	thüringen
vuante	trpěli
vuante	trpěla
vuante	trpěl
argjend	stříbrná
argjend	stříbrné
argjend	stříbro
argjend	silver
giulio	giulio
gabimisht	chybně
robinson	robinson
transformimi	proměna
transformimi	přeměna
transformimi	transformace
transformimi	proměny
përmbi	výše
përmbi	nad
krim	zločin
krim	zločin
krim	kriminalita
psikologjia	psychologie
psikologjia	psychologii
plotësojnë	doplňují
plotësojnë	doplněk
plotësojnë	doplňovat
rrobat	prádlo
rrobat	prádelna
rrobat	prádelny
rrobat	oděv
rrobat	šaty
rrobat	oděvy
rrobat	oblečení
gëzimi	joy
gëzimi	radosti
gëzimi	radost
shkurtimisht	stručně
shkurtimisht	krátce
katolikët	katolíci
informuar	informovaný
informuar	informoval
informuar	informováni
informuar	informován
bibliotekë	knihovna
bibliotekë	knihovny
bibliotekë	knihovně
bibliotekë	knihovnu
idea	myšlenka
idea	idea
idea	nápad
portet	přístavů
portet	přístavy
analizuar	analyzovány
analizuar	analyzovat
kalorësit	rytíře
kalorësit	rytíři
kalorësit	jezdci
kalorësit	jezdce
kalorësit	jezdci
miti	mýtus
zbulime	zveřejnění
zbulime	objevy
ice	ledu
ice	led
ice	ice
tvsh	dph
identiteti	identitu
identiteti	totožnost
identiteti	identity
identiteti	identita
padukshme	neviditelné
padukshme	neviditelná
padukshme	neviditelní
padukshme	neviditelný
kurorën	korunu
kurorën	koruny
kurorën	crown
kurorën	koruna
tragjedi	tragédie
botticelli	botticelli
donatello	donatello
udhëtime	cestovat
udhëtime	cestování
udhëtime	cestovní
udhëtime	výlety
udhëtime	cestování
antarë	členové
antarë	členy
antarë	poslanci
antarë	členů
minnesota	minnesotě
zbulim	průzkum
zbulim	nález
zbulim	objevování
zbulim	objev
zbulim	discovery
simboleve	symbolů
simboleve	symboly
përfaqësohet	představoval
uria	hladomor
uria	hlad
nëntëmbëdhjetë	devatenáct
primar	primární
saud	saúd
gard	gard
përmendin	citovat
gjueti	hon
gjueti	lov
gjueti	hunt
gjueti	lovu
gjueti	lovit
gjueti	lovecké
gjueti	lov
gjueti	lovu
gjueti	lovení
vartësi	závislosti
vartësi	závislost
nokia	nokia
carrara	carrara
mallra	zboží
mallra	dobroty
dëshmorë	mučedníky
përshtatet	sedí
luna	luna
fokusuar	soustředěný
fokusuar	zaměřeno
fokusuar	soustředěná
shpërthim	exploze
shpërthim	výbuch
shpërthim	výbuch
dele	ovečky
dele	ovčí
dele	ovce
pyetja	otázka
pyetja	dotaz
efikase	účinné
efikase	efektivní
shpërthimi	výbuch
shpërthimi	exploze
shpërthimi	výbuch
angelo	angelo
hebrenj	židům
hebrenj	židé
hebrenj	židů
ngjeshur	stlačený
ngjeshur	přetížené
ftohet	studené
ftohet	studený
ftohet	studená
ftohet	zima
ftohet	chlad
ndershëm	upřímná
ndershëm	čestný
ndershëm	upřímný
ming	ming
armene	arménské
alejandro	alejandro
ekzistues	existující
ekzistues	stávající
lidhi	propojené
ekologjike	ekologické
ekologjike	ekologický
ekologjike	ekologická
rërë	písek
rërë	písku
lutjet	prosby
lutjet	modlitba
lutjet	modliteb
lutjet	modlitby
bello	bello
mençur	chytrá
mençur	chytré
mençur	smart
mençur	chytrý
vullnet	will
vullnet	vůle
vullnet	bude
funksional	funkční
benito	benito
sinqertë	upřímné
sinqertë	upřímná
sinqertë	upřímný
sinqertë	upřímná
sinqertë	čestný
sinqertë	upřímný
matje	měření
trans	trans
demografike	demografické
gjalle	živá
gjalle	živý
podgoricës	podgorica
mposht	porážka
mposht	porazit
peshkimi	rybolov
peshkimi	rybolovu
peshkimi	rybaření
kushton	nákladů
kushton	náklady
kompetencat	způsobilost
kompetencat	kompetence
kompetencat	kompetence
kompetencat	kompetence
kompetencat	pravomoci
ala	ala
sarah	sarah
sarah	sára
tokyo	tokiu
tokyo	tokio
rrënuar	trápila
utah	utahu
