antropología	ανθρωπολογία
húmedo	υγρασία
húmedo	υγρή
húmedo	υγρός
húmedo	υγρό
embajadores	πρεσβευτές
embajadores	πρέσβεις
embajadores	πρέσβεων
hospitales	νοσοκομείο
hospitales	νοσοκομείων
hospitales	νοσοκομεία
morelos	μορέλος
astronomía	αστρονομία
leal	πιστοί
leal	πιστός
leal	πιστό
leal	πιστή
terroristas	τρομοκρατική
terroristas	τρομοκράτης
terroristas	τρομοκράτη
terroristas	τρομοκράτες
visuales	οπτικά
visuales	οπτική
guido	γκουίντο
comisiones	επιτροπές
comisiones	προμήθειες
comisiones	επιτροπές
detención	σύλληψη
detención	κράτησης
detención	τιμωρία
detención	κράτηση
algoritmo	αλγόριθμο
algoritmo	αλγόριθμος
inversiones	επενδύσεις
inversiones	επένδυση
inversiones	επενδύσεις
inversiones	επενδύσεων
criaturas	πλάσματα
lloyd	λόυντ
lloyd	λόιντ
lloyd	lloyd
mercancías	εμπορεύματα
mercancías	αγαθά
mercancías	εμπορευμάτων
mercancías	εμπορεύματα
mercancías	εμπόρευμα
construye	χτίζει
construye	κατασκευάσματα
ten	ten
ten	δεκα
ten	δέκα
jennifer	τζένιφερ
jennifer	jennifer
agregar	πρόσθεση
agregar	προσθέτοντας
agregar	προσθήκη
agregar	προσθέστε
marinas	πεζοναύτης
marinas	θαλάσσια
marinas	μαρίν
marinas	πεζοναύτη
marinas	μαρίνες
tela	πανί
tela	ύφασμα
tela	ύφασμα
ataca	επιθέσεις
ataca	επιθεση
ataca	επίθεση
lorca	λόρκα
serra	serra
refugiados	πρόσφυγας
refugiados	πρόσφυγα
refugiados	πρόσφυγες
cantera	λατομείο
marcel	marcel
marcel	μαρσέλ
mancomunidad	κοινοπολιτείας
mancomunidad	κοινοπολιτεία
dylan	dylan
dylan	ντίλαν
dylan	ντύλαν
harold	harold
harold	χάρολντ
énfasis	έμφαση
combinado	συνδυασμένα
combinado	συνδυασμένες
combinado	συνδυασμένη
combinado	συνδυασμένης
combinado	συνδυασμένο
almagro	αλμάγρο
revisar	επανεξέταση
revisar	αναθεώρηση
revisar	ανασκόπηση
brothers	αδέλφια
brothers	αδέρφια
brothers	αδελφοί
potter	πότερ
circo	cirque
circo	τσίρκο
robo	κλοπές
robo	κλοπή
robo	κλεψιά
robo	ληστεία
robo	διάρρηξη
robo	κλέψει
robo	κλέβουν
vecina	γείτονας
vecina	γείτονα
vecina	γειτόνισσα
vecina	γείτονας
vecina	γείτονα
vecina	γειτόνισσα
modificado	τροποποιημένο
modificado	τροποποιημένα
modificado	τροποποιήθηκε
modificado	τροποποιημένη
modificado	τροποποιημένος
radial	ακτινική
angola	αγκόλα
contactos	επικοινωνήστε
contactos	επαφη
contactos	επαφή
contactos	επικοινωνία
contactos	επαφές
conservado	διατηρηθεί
conservado	διατηρήθηκαν
conservado	διατηρημένο
conservado	διατηρημένα
conservado	διατηρήθηκαν
exploradores	ανιχνευτές
exploradores	εξερευνητές
hudson	χάντσον
pampa	πάμπας
pampa	pampa
flauta	φλάουτο
hormigón	τσιμέντο
hormigón	σκυροδέματος
hormigón	σκυρόδεμα
pinto	πίντο
jugaron	έπαιζε
jugaron	έπαιζα
jugaron	έπαιξε
jugaron	παίχτηκε
jugaron	έπαιξα
odio	μίσος
odio	μίσος
odio	μισώ
nocturno	νυχτερινό
nocturno	νύχτα
nocturno	βραδιά
nocturno	νυχτα
celta	κέλτικο
celta	κέλτες
consultas	διαβουλεύσεις
consultas	έρευνες
consultas	διαβούλευση
consultas	διαβουλεύσεις
consultas	έρευνες
comprobar	ελέγξτε
comprobar	επιταγή
comprobar	έλεγχος
comprobar	check
comprobar	τσεκ
prosa	πρόζα
radicales	ριζοσπάστες
radicales	ριζοσπαστικό
radicales	ριζοσπαστική
radicales	ριζική
condena	καταδίκη
condena	καταδικάζει
connecticut	κονέκτικατ
saboya	σαβόι
juzgado	κορτ
religiones	θρησκείες
religiones	θρησκευτικά
religiones	θρησκεία
lealtad	πίστη
lealtad	αφοσίωση
compañera	συγκάτοικος
compañera	συντροφιά
compañera	σύντροφος
morris	μόρις
morris	morris
morris	μόρρις
paolo	πάολο
start	αρχή
start	ξεκινήστε
start	ξεκίνα
start	εκκίνηση
start	έναρξη
funcional	λειτουργικός
funcional	λειτουργικές
funcional	λειτουργικά
funcional	λειτουργικό
funcional	λειτουργική
guevara	γκεβάρα
compostela	compostela
disparos	πυροβολισμούς
disparos	πυροβολισμοί
disparos	σκοποβολή
disparos	πυροβολισμοί
disparos	γυρίσματα
disparos	πυροβολισμός
disparos	πυροβολισμό
disparos	πυροβολισμοί
melbourne	μελβούρνη
máscara	μάσκα
activista	ακτιβιστής
michelle	michelle
michelle	μισέλ
galardonado	απονέμεται
avanzar	προκαταβολή
puro	πούρο
puro	καθαρή
puro	αγνή
puro	αγνό
tomas	τομάς
tomas	τόμας
tomas	thomas
tomas	θωμάς
tomas	θωμά
separada	χωρισμένοι
separada	χωρισμένος
separada	χωριστή
separada	ξεχωριστά
separada	χωριστά
comprensión	κατανόηση
comprensión	κατανόηση
dándole	δίνοντας
blake	μπλέηκ
blake	blake
blake	μπλέικ
mónaco	μονακό
rodeada	περικυκλωμένος
rodeada	περικυκλωμένοι
compleja	σύνθετο
compleja	σύνθετη
compleja	πολύπλοκος
compleja	συγκρότημα
compleja	σύνθετα
ontario	οντάριο
trilogía	τριλογία
chocolate	σοκολάτα
terminada	τελειώσει
terminada	τελείωσα
tumbas	τάφους
tumbas	τάφοι
tumbas	τάφους
tumbas	τάφοι
tumbas	γκρέιβς
conservar	κρατήστε
conservar	κράτα
berkeley	μπέρκλεϊ
inmediata	άμεσο
inmediata	αμεσα
inmediata	άμεση
riego	άρδευση
riego	πότισμα
jacobo	jacob
jacobo	τζέικομπ
jacobo	τζέιμς
jacobo	james
jacobo	τζέημς
piernas	πόδια
típicamente	τυπικά
dramático	δράμα
dramático	δραματικά
dramático	δραματικός
dramático	δραματικό
dramático	δραματική
músculo	μυς
músculo	μύες
músculo	μυς
músculo	μυ
músculo	μύες
sul	sul
atleta	αθλήτρια
atleta	αθλητής
atleta	αθλητή
val	βαλ
val	val
bonus	bonus
bonus	μπόνους
croata	κροάτης
croata	κροατικό
croata	κροατική
croata	κροάτης
perdón	συγγνώμη
perdón	συγνώμη
paquete	δέμα
paquete	πακέτο
paquete	συσκευασία
paquete	δέσμη
paquete	πακέτο
paquete	αγέλη
paquete	συσκευασία
públicamente	δημοσίως
desconocida	άγνωστη
desconocida	άγνωστα
desconocida	άγνωστος
desconocida	άγνωστο
especialistas	ειδικοί
especialistas	ειδικούς
especialistas	ειδικός
opuesto	αντίθετο
opuesto	απέναντι
mono	mono
mono	μαϊμού
mono	πίθηκος
trastornos	διαταραχές
afectados	επηρεάστηκαν
afectados	επηρεάζεται
afectados	επηρέασε
rehabilitación	αποτοξίνωση
rehabilitación	αναμόρφωση
rehabilitación	επανένταξη
rehabilitación	αποκατάσταση
revelación	αποκάλυψη
revelación	γνωστοποίηση
aluminio	αργίλιο
aluminio	αλουμίνιο
aluminio	αλουμινίου
aluminio	αργιλίου
aluminio	αλουμίνιο
satélites	δορυφόροι
satélites	δορυφόρους
satélites	δορυφόρος
satélites	δορυφόρο
satélites	δορυφορική
zero	μηδενικό
zero	μηδέν
infección	μολύνσεις
infección	λοιμώξεις
infección	μόλυνση
infección	λοίμωξη
navales	ναυτική
largometraje	χαρακτηριστικό
noveno	ένατη
noveno	ένατο
mezquita	τζαμί
mezquita	τέμενος
kurt	κουρτ
kurt	κερτ
contratos	συμβόλαια
contratos	συμβάσεις
guardias	φρουροί
guardias	φύλακες
definida	ορίζεται
definida	καθορισμένα
definida	καθορισμένη
definida	καθορισμένο
regente	αντιβασιλέας
regente	αντιβασιλέα
terrorista	τρομοκρατική
terrorista	τρομοκράτης
terrorista	τρομοκράτη
terrorista	τρομοκράτες
superficial	επιφανειακές
superficial	επιφανειακή
superficial	επιφανειακό
superficial	επιφανειακά
superficial	ρηχά
superficial	ρηχή
superficial	ρηχό
superficial	επιφάνεια
abundancia	αφθονία
procesamiento	μεταποίηση
procesamiento	επεξεργασία
marfil	ελεφαντοστού
test	τεστ
test	δοκιμασία
test	δοκιμή
redactor	συντάκτης
redactor	εκδότη
redactor	επεξεργαστής
redactor	εκδότης
gaspar	kaspar
gaspar	κάσπαρ
conspiración	συνωμοσία
conspiración	συνομωσία
institut	institut
estratégica	στρατηγικό
secundarias	δευτερεύον
secundarias	δευτεροβάθμια
secundarias	δευτερεύουσα
verbo	ρήμα
excelencia	αριστείας
funcionario	επίσημο
funcionario	αξιωματούχος
funcionario	επίσημη
explorador	ανιχνευτής
explorador	εξερευνητής
explorador	browser
cumpleaños	γενέθλια
cumpleaños	γενέθλια
kate	κέιτ
kate	kate
útiles	χρήσιμο
útiles	χρήσιμες
útiles	χρήσιμα
útiles	χρήσιμη
útiles	χρήσιμος
útiles	χρήσιμο
útiles	χρήσιμη
mixto	μεικτή
mixto	μεικτό
mixto	μικτή
mixto	μεικτά
mixto	μεικτές
interino	προσωρινός
interino	ενδιάμεσες
interino	ενδιάμεση
melodía	μελωδία
melodía	μελωδία
estimación	εκτίμηση
estimación	εκτιμώμενη
estimación	εκτιμώμενο
luigi	λουίτζι
afc	εκα
afc	afc
albania	αλβανία
area	έκταση
area	εμβαδόν
area	περιοχή
area	περιοχη
estrechamente	στενά
comunicado	ανακοινωθέν
comunicado	δήλωση
dieciséis	sixteen
dieciséis	δεκαέξι
dieciséis	δεκάξι
ucraniano	ουκρανίας
detenidos	κρατούμενοι
detenidos	κρατουμένων
detenidos	συλλάβουν
detenidos	συνελήφθη
detenidos	συνελήφθησαν
detenidos	συλλαμβάνεται
detenidos	κρατείται
seúl	σεούλ
conversaciones	συνομιλίες
conversaciones	συνομιλίες
percepción	αντίληψη
percepción	αντιλήψεις
fijo	σταθερό
fijo	σταθερή
fijo	σταθερά
subespecies	υποείδος
descripciones	περιγραφές
fundar	ιδρυτικό
fundar	ίδρυση
bachillerato	απολυτήριο
cuadrada	τετράγωνο
cuadrada	πλατεία
artísticos	καλλιτεχνική
artísticos	καλλιτεχνικό
artísticos	καλλιτεχνικές
artísticos	καλλιτεχνικά
full	full
full	πλήρη
full	πλήρες
full	πλήρης
introduce	εισαγάγει
introduce	εισάγει
excavaciones	ανασκαφές
excavaciones	ανασκαφή
excavaciones	ανασκαφές
excavaciones	ανασκαφές
excavaciones	σκάβει
wii	wii
pila	μπαταρίας
pila	μπαταρία
pila	στοίβα
pila	σωρός
pila	στοίβα
pila	στακ
regularmente	τακτικά
caos	χαμός
caos	χάος
módulo	ενότητα
eslovenia	σλοβενία
eslovenia	σλοβενική
soccerway	soccerway
turcos	τούρκους
turcos	τούρκοι
turcos	τουρκικό
turcos	τουρκικά
turcos	τούρκος
turcos	τουρκική
sedes	αρχηγείο
sedes	έδρα
garganta	λαιμό
garganta	λαιμός
garganta	φαράγγι
eficiencia	αποτελεσματικότητα
eficiencia	αποδοτικότητα
eficiencia	απόδοση
prohibido	απαγορεύεται
prohibido	απαγορευμένα
prohibido	απαγορευμένη
prohibido	απαγορευμένο
prohibido	απαγορεύονται
prohibido	απαγορευμένο
prohibido	απαγορευμένη
prohibido	απαγορεύεται
prohibido	απαγορευτεί
prohibido	απαγορευμένο
prohibido	απαγορεύτηκε
noruego	νορβηγική
noruego	νορβηγικό
noruego	νορβηγικές
noruego	νορβηγικά
consistente	συνεπής
rítmica	ρυθμική
rítmica	ρυθμός
rítmica	ρυθμό
dulces	καραμέλες
dulces	γλυκά
dulces	γλυκά
dulces	καραμέλες
dulces	καραμέλα
dulces	κάντυ
dulces	γλυκό
dulces	γλυκά
dulces	γλυκιά
dulces	γλυκός
permanencia	μονιμότητα
watson	γουάτσον
watson	γουότσον
watson	watson
cantó	σανγκ
euskera	βάσκων
anglo	anglo
historietas	κόμικς
historietas	κόμικ
philadelphia	φιλαδέλφεια
grueso	χύδην
grueso	χύμα
grueso	παχύ
grueso	παχιά
exceso	υπέρβαση
exceso	υπερβολή
triángulo	τρίγωνο
bart	μπαρτ
clero	κλήρου
habsburgo	habsburg
relativo	συγγενής
relativo	σχετικός
relativo	σχετική
relativo	σχετικό
cama	κρεβάτι
cama	κρεββάτι
eficaz	αποτελεσματική
eficaz	αποτελεσματικό
eficaz	αποδοτικό
eficaz	αποδοτική
eficaz	αποτελεσματική
eficaz	αποτελεσματικός
eficaz	αποτελεσματικό
eficaz	αποτελεσματικά
comenta	comment
comenta	σχόλιο
comenta	σχολια
comenta	σχόλια
comenta	παρατηρήσεις
terminando	τελείωμα
terminando	φινίρισμα
piedad	κρίμα
piedad	οίκτο
piedad	έλεος
piedad	ευσέβεια
camilo	καμίλο
camilo	καμίλο
ram	ραμ
ram	ram
realismo	ρεαλισμό
espinosa	αγκαθωτές
espinosa	ακανθώδες
espinosa	εσπινόζα
subespecie	υποείδος
conversación	συζήτηση
conversación	συνομιλία
dante	δάντη
dante	ντάντε
pionero	πρωτοπόρος
clasificar	κατηγοριοποιήσεις
emisoras	σταθμούς
emisoras	σταθμοί
espinas	αγκάθια
espinas	αγκάθι
espinas	θορν
cretácico	κρητιδική
ted	τεντ
ted	ted
habitaciones	υπνοδωμάτια
habitaciones	αίθουσες
habitaciones	δωμάτια
myspace	myspace
ambientales	περιβαλλοντικά
ambientales	περιβαλλοντικές
ambientales	περιβαλλοντικών
ambientales	περιβαλλοντική
arbustos	θάμνους
arbustos	θάμνοι
arbustos	θάμνος
consecutivas	συνεχόμενες
consecutivas	διαδοχικά
aeropuertos	αεροδρόμιο
aeropuertos	αερολιμένας
aeropuertos	αερολιμένες
aeropuertos	αεροδρόμια
urbanización	αστικοποίησης
urbanización	αστικοποίηση
utc+	utc+
adjunto	αναπληρωτής
adjunto	βοηθός
adjunto	αναπληρωτή
adjunto	επισυνάπτεται
adjunto	συνημμένο
adjunto	συνημμένο
supervivencia	επιβίωση
cómics	κόμικς
cómics	κόμικ
pistola	πιστόλι
pistola	όπλο
pistola	πιστόλι
ascensión	ανάβαση
ascensión	ανύψωση
ascensión	αναλήψεως
ascensión	ανάβαση
cover	κάλυμμα
cover	κάλυψη
cover	εξώφυλλο
constancia	κόνστανς
constancia	επιμονή
dennis	ντένις
dennis	dennis
migración	μεταναστευτικά
migración	μεταναστευτικών
migración	μετανάστευση
migración	μετανάστευσης
migración	μεταναστεύσεις
editora	συντάκτης
editora	εκδότη
editora	επεξεργαστής
editora	εκδότης
hunter	χάντερ
hunter	κυνηγός
hunter	hunter
box	κουτί
box	box
box	κιβώτιο
box	κουτι
noventa	ninety
noventa	ενενήντα
conveniente	βολικό
conveniente	βολική
conveniente	βολικά
ola	ola
ola	κύμα
ilustre	επιφανή
martha	μάρθα
adición	πρόσθεση
adición	προσθέτοντας
adición	πρόσθεση
adición	προσθήκη
dialecto	διάλεκτο
gramática	γραμματική
limpieza	καθαριότητα
limpieza	καθαρισμός
limpieza	καθαρισμού
limpieza	καθάρισμα
limpieza	καθαριότητα
limpieza	καθαρή
limpieza	καθαρό
limpieza	καθαρά
limpieza	καθαρός
limpieza	καθαροί
limpieza	νοικοκυριό
limpieza	καθαριότητα
explorer	εξερευνητής
marcar	μαρκ
marcar	μάρκ
marcar	mark
teatrales	θεατρική
teatrales	θεατρικό
oceanía	ωκεανία
cáucaso	καύκασο
solicitar	παράκληση
solicitar	αίτηση
solicitar	αίτημα
after	μετα
after	μετά
varela	varela
wang	wang
wang	γουάνγκ
revolucionaria	επαναστάτης
revolucionaria	επαναστατική
revolucionaria	επαναστατικό
enamorado	ερωμένη
enamorado	εραστής
enamorado	εραστή
policías	μπάτσοι
policías	αστυνομικοί
policías	αστυνομικοί
policías	αστυνομία
arcade	arcade
púrpura	μοβ
púrpura	πορφυρό
púrpura	μωβ
eclesiástica	εκκλησιαστικά
tecnológica	τεχνολογία
expresar	εξπρές
expresar	express
expresar	εκφράσω
qui	qui
minoría	μειοψηφία
minoría	μειονότητα
minoría	μειονοτήτων
minoría	μειονότητες
medicamentos	ναρκωτικά
medicamentos	φάρμακα
crean	δημιουργήστε
crean	δημιουργία
bebida	ποτό
bebida	πίνω
bebida	πίνουμε
bebida	πίνοντας
bebida	ποτό
bebida	ποτά
bebida	αναψυκτικό
bebida	ποτό
bebida	ρόφημα
mitchell	mitchell
mitchell	μίτσελ
rascacielos	ουρανοξύστη
rascacielos	ουρανοξύστες
aceptada	αποδοχή
aceptada	δεκτό
aceptada	αποδεκτή
aceptada	δεκτή
aceptada	δεκτός
favorito	αγαπημένο
favorito	αγαπημένος
favorito	αγαπημένα
favorito	αγαπημένη
favorito	αγαπημένος
favorito	αγαπημένο
favorito	αγαπημένες
tiende	τείνει
conjunta	άρθρωση
apoya	υποστηρίζει
apoya	στηρίγματα
transforma	μετατρέψει
transforma	μεταμόρφωση
transforma	μεταμορφώνει
élite	ελίτ
futuros	μέλλοντα
pagina	σελίδα
pagina	page
pagina	σελιδα
contreras	κοντρέρας
ncaa	ncaa
negativo	αρνητικά
negativo	αρνητικός
negativo	αρνητικό
negativo	αρνητική
cordero	αρνάκι
cordero	αρνί
cordero	λαμπ
cordero	αρνί
andaluz	ανδαλουσίας
amparo	αμπάρο
provocar	προκαλώντας
leonard	λέοναρντ
leonard	leonard
ibm	ibm
austral	austral
coma	κώμα
coma	κόμμα
coma	φάτε
coma	φάε
oscuridad	dark
oscuridad	σκοτεινά
oscuridad	σκοτάδι
oscuridad	σκούρο
oscuridad	σκοτεινό
oscuridad	σκοτάδι
oscuridad	σκότος
oscuridad	αφάνεια
caracol	σαλιγκάρι
estatuas	αγάλματα
days	ημέρες
days	ημερες
days	μέρες
malos	bad
malos	κακός
malos	κακό
malos	κακή
cazadores	κυνηγούς
cazadores	κυνηγοί
cazadores	χάντερ
cazadores	κυνηγός
cazadores	hunter
temple	τεμπλ
temple	ναός
temple	ναό
tokyo	τόκυο
tokyo	τόκιο
vendidos	πωλείται
vendidos	πούλησε
vendidos	πουλήθηκε
vendidos	πωλήθηκε
vendidos	πωλούνται
doctores	γιατροί
doctores	γιατρούς
doctores	ιατροί
hércules	ηρακλής
hércules	ηρακλή
trastorno	διαταραχή
trastorno	αταξία
restricciones	περιορισμούς
restricciones	περιορισμοί
restricciones	περιορισμός
restricciones	περιορισμό
restricciones	περιορισμοί
capillas	παρεκκλήσια
traición	προδοσία
traición	προδοσία
traición	προδοσία
amenazas	απειλές
suministro	εφοδιασμού
suministro	εφοδιασμός
rumores	φήμες
rumores	φήμες
heredia	heredia
sandra	σάντρα
sombrero	σομπρέρο
sombrero	καπέλο
sentir	νιώθω
sentir	νιώσε
mit	μιτ
mit	mit
mit	μιτ
mit	mit
territoriales	εδαφική
herzegovina	ερζεγοβίνη
abel	έιμπελ
armonía	αρμονία
amo	δάσκαλε
amo	αφέντη
cadáver	σωμα
cadáver	πτώμα
cadáver	κορμί
cadáver	σώμα
cadáver	πτώμα
distingue	διακρίνει
obligación	υποχρέωση
soccer	ποδόσφαιρο
sweet	γλυκό
sweet	γλυκά
sweet	γλυκιά
sweet	γλυκός
distancias	αποστάσεις
distancias	απόσταση
pensó	σκέψη
bordes	σύνορα
bordes	συνορα
bordes	άκρες
fracción	κλάσμα
cintas	κορδέλες
cintas	κασέτες
cintas	κασέτες
kenia	κένυα
kenia	κένυας
homosexualidad	λοατ
homosexualidad	ομοφυλοφιλία
homosexualidad	ομοφυλόφιλος
allende	αλιέντε
picos	καρφιά
picos	κορυφές
picos	ράμφη
aníbal	χάνιμπαλ
defensas	άμυνα
defensas	υπεράσπιση
defensas	άμυνες
defensas	άμυνες
orquídeas	ορχιδέα
orquídeas	ορχιδέες
agrega	προσθήκη
agrega	προσθέστε
agrega	προσθήκες
agrega	προσθέτει
invitación	πρόσκληση
invitación	πρόσκληση
patagonia	παταγονία
terra	terra
presentando	παρουσιάζοντας
mágico	μαγική
mágico	μαγεία
mágico	μαγικά
mágico	μαγικό
mágico	μαγική
mágico	μαγικός
mágico	μαγικό
mágico	μαγικά
transmitir	εκπέμπει
transmitir	διαβιβάζει
richter	ρίχτερ
ritual	τελετουργικό
ritual	τελετουργία
ritual	ιεροτελεστία
corpus	corpus
exclusivo	αποκλειστική
exclusivo	αποκλειστικός
exclusivo	αποκλειστικό
exclusivo	αποκλειστικά
exclusivo	αποκλειστικότητα
príncipes	πρίγκιπες
round	στρογγυλό
round	γύρο
round	στρογγυλά
round	στρογγυλή
round	γύρος
pete	pete
pete	πητ
pete	πιτ
muerta	νεκροί
muerta	νεκρή
muerta	νεκρός
muerta	νεκρό
ritmos	χτυπάει
ritmos	ρυθμοί
ritmos	ρυθμούς
adicionalmente	επιπρόσθετα
adicionalmente	επιπροσθέτως
bebidas	ποτά
bebidas	ποτών
bebidas	αναψυκτικό
bebidas	ποτό
bebidas	ρόφημα
bebidas	ποτά
llanos	πεδιάδες
stanford	στάνφορντ
tallo	κοτσάνι
newton	νιούτον
newton	newton
dell	ντελ
dell	dell
expuesto	παρουσίασαν
expuesto	εκτεθεί
expuesto	εκτεθειμένοι
expuesto	εκτεθειμένη
expuesto	εκτεθειμένα
expuesto	εκτεθειμένος
expuesto	εκτεθειμένο
ion	ιόντα
ion	ιόντων
incapaz	ανίκανος
aparatos	συσκευές
aparatos	συσκευή
aparatos	συσκευές
aparatos	συσκευές
leon	λέων
leon	λεόν
leon	leon
leon	λίον
greg	γκρεγκ
greg	γκρέγκ
greg	greg
arañas	αράχνες
arañas	σπάιντερ
arañas	αράχνη
bush	bush
bush	μπους
bush	θάμνος
bush	θάμνο
automática	αυτόματο
automática	αυτόματη
automática	αυτόματος
automática	αυτόματες
automática	αυτόματα
consciente	συνειδητή
lola	λόλα
honores	τιμά
monje	μοναχός
monje	μονκ
monje	μοναχούς
monje	μοναχοί
esencialmente	ουσιαστικά
fragmento	θραύσμα
fragmento	απόσπασμα
fragmento	θραύσμα
nombra	διορίζει
químicas	χημικό
químicas	χημική
químicas	χημικά
anales	πρωκτικό
choque	σοκ
choque	συντριβή
choque	κρας
azerbaiyán	αζερμπαϊτζάν
sierras	πριόνια
comprender	κατάλαβε
comprender	καταλάβετε
comprender	κατανόηση
exacta	ακριβής
exacta	ακριβές
exacta	ακριβή
exacta	ακριβείς
exacta	ακριβής
exacta	ακριβές
legislativa	νομοθετικά
legislativa	νομοθετική
legislativa	νομοθετικό
romeo	ρομέο
romeo	ρωμαίος
romeo	ρωμαίο
auditorio	κοινό
auditorio	ακροατήριο
auditorio	κοινο
auditorio	αμφιθέατρο
transmitido	διαβιβάζονται
transmitido	διαβιβάζεται
eslovaquia	σλοβακία
eslovaquia	σλοβακίας
afectado	επηρεάστηκαν
afectado	επηρεάζεται
afectado	επηρέασε
círculos	κύκλοι
círculos	κύκλους
entierro	ταφή
entierro	κηδεία
trayecto	ταξιδι
trayecto	ταξίδι
interesado	ενδιαφέρεται
interesado	ενδιαφέρομαι
interesado	ενδιαφέρονται
interesado	ενδιαφερόμενα
claves	πλήκτρα
claves	κλειδιά
claves	κλειδί
claves	πλήκτρο
claves	κλείδα
fragata	φρεγάτα
narrador	παραμυθάς
unir	ενωθείτε
unir	ενώσει
intermedio	διάλειμμα
intermedio	ενδιάμεσα
intermedio	ενδιάμεσος
intermedio	ενδιάμεση
intermedio	ενδιάμεσες
intermedio	ενδιάμεσο
luke	luke
luke	λουκ
luke	λούκ
hermann	χέρμαν
mayormente	κυρίως
mayormente	κυριως
colocado	τοποθετημένο
colocado	τοποθετημένα
colocado	τοποθετημένη
remo	κωπηλασία
remo	κουπί
remo	κουπί
remo	ρέμο
computadoras	κομπιούτερ
computadoras	υπολογιστές
computadoras	υπολογιστής
computadoras	υπολογιστή
computadoras	κομπιούτερ
computadoras	υπολογιστές
sacrificio	θυσίες
sacrificio	θυσία
intenciones	προθέσεις
intenciones	πρόθεση
promesa	υπόσχομαι
promesa	υπόσχεση
promesa	ενέχυρο
promesa	υπόσχεση
ejecutados	εκτελέστηκαν
ejecutados	εκτελέστηκε
ejecutados	εκτελείται
ejecutados	εκτελεστεί
todd	τοντ
consultar	συμβουλευτείτε
consultar	συμβουλεύεται
consultar	ερώτημα
cilindros	κύλινδρο
cilindros	κύλινδροι
cilindros	κυλίνδρους
walt	γουόλτ
belgrado	βελιγράδι
belgrado	βελιγραδίου
raro	σπάνιος
raro	σπάνιο
raro	σπάνια
raro	σπάνιες
raro	παράξενο
raro	περίεργα
raro	περίεργο
baterías	μπαταρίας
baterías	μπαταρία
baterías	μπαταρίες
baterías	συσσωρευτές
abuso	κατάχρηση
abuso	καταχρήσεις
abuso	κακοποίηση
receptores	δικαιούχοι
receptores	αποδέκτες
receptores	παραλήπτες
receptores	δέκτες
estrategias	στρατηγικές
intersección	τομή
intersección	διασταύρωση
intersección	διακομιστής
aumentando	αυξανόμενος
aumentando	αυξανόμενη
aumentando	αυξάνονται
aumentando	αυξάνεται
conquistar	κατακτήσει
conquistar	κατάκτηση
almas	ψυχές
stuart	στιούαρτ
stuart	στούαρτ
superficies	επιφάνειες
fila	σειρά
fila	κουπί
fila	ρόου
natalia	νατάσα
natalia	νάταλι
natalia	νατάλια
natalia	νατάλια
toque	άγγιγμα
toque	αφή
deseos	επιθυμίες
deseos	ευχές
deseos	επιθυμίες
brujas	μάγισσες
brujas	μάγοι
brujas	bruges
continentales	ηπειρωτική
causado	προκλήθηκαν
causado	προκλήθηκε
causado	προκάλεσε
match	αντιστοιχία
match	ματς
match	αγώνα
match	ταίριασμα
match	αγώνας
transmite	διαβιβάζει
transmite	μεταδίδει
incorporado	ενσωματώθηκε
incorporado	ενσωματωθεί
fiables	αξιόπιστο
fiables	αξιόπιστα
fiables	αξιόπιστη
fiables	αξιόπιστος
fiables	αξιόπιστος
enfermo	άρρωστος
enfermo	άρρωστος
enfermo	άρρωστοι
enfermo	άρρωστη
enfermo	άρρωστο
polar	πολική
polar	πολικές
avanzado	προηγμένη
avanzado	προχωρημένο
avanzado	προχωρημένη
avanzado	προηγμένο
llamas	φλόγες
llamas	φλόγα
llamas	φλόγες
ortografía	ορθογραφία
away	μακριά
poniente	γουέστερος
caro	caro
caro	ακριβά
caro	ακριβή
caro	ακριβός
caro	ακριβό
esgrima	ξιφασκία
equipamiento	εξοπλισμού
equipamiento	εξοπλισμός
óptica	οπτικές
óptica	οπτικά
óptica	οπτική
ingredientes	συστατικά
párrafo	παράγραφο
párrafo	παράγραφος
pizarro	πιζάρο
reconocen	αναγνωρίσει
mago	μάγο
mago	μάγος
mago	μάγος
sustituir	αντικατάσταση
sustituir	αναπληρωματικό
sustituir	υποκατάστατο
sustituir	αντικατάσταση
sustituir	αντικαταστήσει
sustituir	αντικατέστησε
montero	μοντέρο
topónimo	τοπωνύμιο
eliminados	διαγραφεί
eliminados	διαγράφεται
eliminados	διαγράφηκε
eliminados	διαγράφονται
eliminados	εξαλειφθεί
eliminados	αφαιρέθηκαν
eliminados	αφαιρέθηκε
eliminados	αφαιρεθεί
extraña	ξένος
extraña	ξένο
extraña	παράξενος
extraña	παράξενο
extraña	περίεργο
suicidio	αυτοκτονία
wolfgang	βόλφγκανγκ
enormes	τεράστια
enormes	τεράστιες
enormes	τεράστιος
enormes	τεράστιο
enormes	τεράστια
enormes	τεράστιος
enormes	τεράστιο
amarillas	κίτρινα
amarillas	κίτρινος
amarillas	κίτρινη
amarillas	κίτρινο
rompió	απένταρος
rompió	έσπασε
asiento	καθίσματα
asiento	κάθισμα
asiento	έδρα
presos	αιχμάλωτοι
presos	κρατούμενοι
presos	φυλακισμένοι
presos	τρόφιμοι
presos	κρατούμενοι
vice	ηθών
liderado	led
slam	slam
quebrada	απένταρος
quebrada	έσπασε
alerta	ειδοποίηση
alerta	συναγερμός
levantar	ανύψωση
levantar	ασανσέρ
