παναμά	панами
ισλαμική	ісламський
εχθροί	ворогів
εχθροί	вороги
γυρισμάτων	зйомки
γυρισμάτων	знімати
γυρισμάτων	доходить
γυρισμάτων	знімаю
κλάσμα	частка
κλάσμα	дріб
κλάσμα	точність
κλάσμα	дробів
αναψυχής	розважальний
αναψυχής	дозвілля
αναψυχής	відпочинку
νεα	нові
νεα	нове
νεα	нова
νεα	новий
νεα	створити
νεα	новини
νεα	новина
καινοτομίες	нововведення
καινοτομίες	інновації
απαγορεύτηκε	заборонили
απαγορεύτηκε	заборонене
σταματά	припиняється
σταματά	зупинки
σταματά	припиняє
σταματά	зупиняє
σταματά	зупинок
νόρμαν	норман
επιπροσθέτως	додатково
βαλουά	валуа
μετοχές	акціями
μετοχές	акції
μετοχές	поширення
επαναστάσεις	революцій
νύμφες	німфи
κάλπες	опитування
περιμένω	очікування
περιμένω	чекаю
κάθεται	сидить
στέκεται	стоїть
στέκεται	стоячи
στέκεται	стоять
στέκεται	стоїть
κλάους	клаус
αριστοκρατία	аристократія
αριστοκρατία	знать
υπηρετεί	подають
υπηρετεί	служить
υπηρετεί	обслуговує
περίληψη	резюме
περίληψη	зведення
περίληψη	підсумок
αμφιβολίες	сумніви
ευριπίδης	евріпід
πυκνή	щільна
ατυχήματα	нещасні
μάγια	мая
μάγια	майя
μάγια	мая
μάγια	майя
μάγια	мая
θανάτους	померли
θανάτους	смертей
εργαζόμενοι	робітників
εργαζόμενοι	працівників
εργαζόμενοι	працівники
εργαζόμενοι	робітники
εργαζόμενοι	співробітників
εργαζόμενοι	працівників
εργαζόμενοι	працівники
εργαζόμενοι	службовців
επανέλαβε	повторювати
επανέλαβε	повторити
επανέλαβε	повторюю
επανέλαβε	повторення
επιμονή	наполегливість
λούκα	лука
λούκα	лукка
λούκα	лука
καμβά	полотно
καμβά	полотна
φρέντερικ	фредерік
μανία	лють
μανία	люті
μανία	mania
μανία	манія
λιμνοθάλασσα	лагуна
ακολουθίες	послідовності
ψυχολογική	душевний
ψυχολογική	психологічний
ψυχολογική	психологічна
ρόζα	роза
ρόζα	роса
ρόζα	rosa
οσμάν	осман
επιδιώκει	шукає
λεπτομερή	докладні
λεπτομερή	детальний
λεπτομερή	детальні
τυρί	сир
τυρί	сиру
τυρί	сири
κίτρινη	жовте
κίτρινη	жовтого
κίτρινη	жовті
κίτρινη	жовтий
γρήγορο	швидко
γρήγορο	швидкі
γρήγορο	швидке
γρήγορο	швидка
γρήγορο	фаст
γρήγορο	швидкий
συντομογραφίες	скорочення
ανοχή	толерантність
αποδέχεται	приймає
αποδέχεται	підтвердити
μπατίστα	батисти
ισχυρότερο	найсильніша
ισχυρότερο	найсильніший
ισχυρότερο	найсильніші
ερωτικό	erotic
καταχώρηση	запис
καταχώρηση	реєстрація
μέλι	сонечко
μέλι	мед
μέλι	голубе
τόλκιν	толкін
βίνσεντ	вінсент
βίνσεντ	венсан
ναρκωτικά	наркотики
ναρκωτικά	наркотиків
ναρκωτικά	ліків
διάβρωση	корозія
διάβρωση	ерозія
αρμένιοι	вірмени
τζόρτζια	грузія
τζόρτζια	грузії
τζόρτζια	грузію
αυξάνονται	зростати
αυξάνονται	збільшення
άλας	сіль
άλας	солі
κατάρα	прокляття
καταδρομικό	крейсер
ενέδρα	засідку
μετανάστευσαν	здійснено
σπόροι	насіння
σπόροι	насіння
σπόροι	потомство
ονομαστική	номінальна
υποδοχής	гостинно
υποδοχής	вузол
υποδοχής	ведуча
βαθμιαία	поступово
σκύλος	собака
σκύλος	собачка
σκύλος	пес
θεραπείες	процедур
ομολογία	сповідь
ομολογία	визнання
καθολικοί	католики
καθολικοί	католицька
ισοδύναμο	еквівалент
χόρχε	хорхе
σώθηκε	збережені
σώθηκε	збережених
σώθηκε	збережено
σώθηκε	збережений
σώθηκε	врятований
ειδικότητα	специфічність
ειδικότητα	specialty
κοσμική	вікова
κοσμική	вікові
κοσμική	космічні
σο	шоу
σο	шо
τύραννος	тиран
μάργκαρετ	маргарет
μάργκαρετ	маргарита
δοχείο	судно
δοχείο	судна
δοχείο	контейнер
νίγηρα	нігер
θωρηκτό	морський
θωρηκτό	лінкор
σηματοδότησε	помічено
συμπλήρωμα	добавки
καθοριστική	рішучий
αγιος	святий
αγιος	saint
αγιος	сен
χρήμα	гроші
φέγενορντ	феєнорд
μόδα	мода
μόδα	fashion
τουρκμενιστάν	туркменістану
γράψω	записати
γράψω	напишіть
γράψω	пишіть
γράψω	виписати
γράψω	написати
μετς	мец
δολοφόνος	убивця
δολοφόνος	вбивця
δολοφόνος	убивця
δολοφόνος	вбивця
δολοφόνος	скоєні
ωραίο	гарно
μπάρμπαρα	барбара
λίτρα	літри
λίτρα	літрів
λίτρα	літри
λίτρα	літрів
φωτισμό	освітлення
αργό	аргон
αργό	повільно
αργό	повільні
αργό	повільний
εκπαιδευτικός	педагог
παραμύθι	казка
παραμύθι	казка
απασχόλησης	працевлаштування
λιμένας	пор
λιμένας	порт
διαθεσιμότητα	доступність
διαθεσιμότητα	наявність
τροπικό	тропічний
τροπικό	тропічні
θειικό	сірчана
φθορά	носи
φθορά	ношу
φθορά	носити
φθορά	псування
καταλύτη	каталізатор
βόλφγκανγκ	вольфганг
ηλικίες	віки
συναίσθημα	емоція
συναίσθημα	почуття
συναίσθημα	відчуття
συναίσθημα	передчуття
γουιάνα	гаяни
φυσιολογία	фізіологія
αλβανικά	албанська
αποκλεισμού	відчуження
συγκομιδή	жнива
συγκομιδή	урожай
συγκομιδή	врожай
συγκομιδή	збирають
βελτιωθεί	покращений
βελτιωθεί	покращена
μπέλα	белла
προοδευτικό	прогресивна
προοδευτικό	прогресивний
προοδευτικό	прогресивні
προοδευτικό	тривалий
ύπνο	сон
ύπνο	спати
συντηρητική	консервативна
κόρδοβα	кордоба
κόρδοβα	cordoba
προβλέψεις	проекцій
προβλέψεις	прогнозів
προβλέψεις	прогнози
υποχώρησε	відступили
διαλέκτους	діалектів
βούλγαρος	болгарський
βούλγαρος	болгарська
αναπνοή	подих
αναπνοή	дихає
αναπνοή	дихання
θρίαμβος	тріумф
πειραματική	експериментальна
πειραματική	експериментальний
κοιλότητα	лопатки
ανασκαφή	копати
ανασκαφή	dig
καρποί	фрукт
καρποί	фрукти
καρποί	плід
καρποί	плоди
καρποί	фруктові
καρποί	маячня
καρποί	горішків
καρποί	фрукти
καρποί	плоди
άνεμοι	вітри
ρωμαίο	ромео
στοκ	акція
στοκ	капітал
διαμονή	проживання
θανάσιμα	смертельна
θανάσιμα	смертельно
ανταποκρίνεται	адаптивний
ανταποκρίνεται	відповідає
ανταποκρίνεται	реагує
πάθη	любові
κεραίες	антени
κεραίες	акробатика
κεραίες	вусиками
παρτίδα	пакетного
παρτίδα	лот
ανταγωνισμός	змагання
συμφέρον	відсотки
συμφέρον	зацікавлення
συμφέρον	відсоткова
συμφέρον	інтерес
συμφέρον	вигода
οδήγηση	драйв
οδήγηση	пристрій
οδήγηση	привід
οδήγηση	drive
οδήγηση	їхали
οδήγηση	водіння
διαγωνισμούς	конкурсів
διαγωνισμούς	змагань
διαγωνισμούς	змагання
ορμή	імпульсу
δημοκρατίες	республік
αναβίωση	відродження
περιορισμοί	обмеження
περιορισμοί	обмежень
περιορισμοί	обмеження
περιορισμοί	обмеження
δυσαρέσκεια	обурення
λουτρό	ванна
λουτρό	ванни
ουγγρική	угорська
ουγγρική	угорський
εξάμηνο	семестр
διόδωρος	діодор
καστ	зіграла
θεωρητικό	теоретична
σενεγάλη	сенегалу
σκοράρει	рахунку
οργανωμένο	організований
οργανωμένο	організованого
οργανωμένο	організована
οργανωμένο	організовані
νίκολας	миколай
νίκολας	ніколас
νίκολας	миколая
αντιληπτό	сприйняти
αποκλεισμός	відчуження
αποκλεισμός	заборонити
αποκλεισμός	заборону
αποκλεισμός	заблокувати
αποκλεισμός	бан
φάντασμα	примара
φάντασμα	привид
φάντασμα	phantom
κράματα	сплави
κυριάρχησε	домінують
μιλώντας	говорячи
μιλώντας	speaking
μπέρναρντ	бернард
μπέρναρντ	бернар
παρομοίως	взаємно
παρομοίως	аналогічно
εγκυκλοπαιδική	енциклопедичний
νάνοι	гноми
νάνοι	гномів
νάνοι	карликів
αιτήματα	запити
αιτήματα	запитів
αιτήματα	запит
αιτήματα	вимагає
φανταστική	фантастика
φανταστική	фантастичні
φανταστική	фантастична
φανταστική	фантастичний
φανταστική	фантастично
αφαιρεί	вилучає
απόσυρση	зняття
σιδηρόδρομος	залізниця
σιδηρόδρομος	залізниці
σιδηρόδρομος	залізнична
σιδηρόδρομος	залізниця
σιδηρόδρομος	залізничний
σιδηρόδρομος	трамвая
χλώριο	хлор
ασβέστιο	кальцій
ασβέστιο	кальцію
προγραμματιστεί	запрограмовані
φορούσε	носив
φορούσε	одягнений
μαυσωλείο	мавзолей
ράλλης	ралліс
χθες	вчора
χθες	учора
ποικίλει	різною
ποικίλει	змінюється
κροατών	хорвати
ατμοσφαιρική	атмосферні
ατμοσφαιρική	атмосферний
βροχοπτώσεις	опадами
γνωρίσματα	заохочував
εγκυκλοπαίδειες	енциклопедій
διπλός	дабл
διπλός	двічі
διπλός	дубль
διπλός	подвійна
διπλός	подвійний
διπλός	подвійне
χοροί	танці
ύπατος	консул
ραντ	ренд
ραντ	радд
δέκατη	десяту
δέκατη	десятий
επιθυμητή	бажану
επιθυμητή	бажаного
επιθυμητή	бажано
σίδηρο	залізний
σίδηρο	залізо
σίδηρο	залізна
σίδηρο	заліза
βιολογική	біологічних
βιολογική	біологічна
ιδανική	ідеал
τσάι	tea
τσάι	чаю
τσάι	чай
περιφερειών	регіони
περιφερειών	регіонів
περιφερειών	регіонах
περιφερειών	областях
πειραματικά	експериментальна
πειραματικά	експериментальний
όγδοο	восьмий
πρωτοβουλίες	ініціатив
πρωτοβουλίες	ініціативи
ασυνήθιστα	надзвичайно
ασυνήθιστα	незвичні
ασυνήθιστα	незвичайний
ασυνήθιστα	незвичайні
ασυνήθιστα	незвичний
αφίσες	постери
πρέσβη	посол
νάπολι	наполі
σοπράνο	сопрано
δάνεια	кредити
νετρονίων	нейтронна
πρωτεΐνη	білок
πρωτεΐνη	білки
ερμιόνη	герміона
συλλογικά	колектив
εκτεταμένο	масштабний
εκτεταμένο	масштабна
εκτεταμένο	розширені
εκτεταμένο	розширена
εκτεταμένο	розширений
γενοκτονία	геноцид
γραφές	writings
γραφές	писання
γραφές	письма
γραφές	писання
πρωτεύοντα	примати
πόροι	виконавців
πόροι	виконавці
πόροι	ресурси
χουσεΐν	хусейн
σλαβική	slav
σίλβα	сілва
στιλ	стиль
συνθετικό	synthetic
συνθετικό	синтезатор
εισαγγελέα	прокурор
εισαγγελέα	прокурора
παράμετροι	параметри
εναλλακτικό	альтернатива
εναλλακτικό	варіант
εναλλακτικό	альтернативне
εναλλακτικό	альтернативні
εναλλακτικό	альтернативна
εναλλακτικό	альтернативний
εναλλακτικό	альтернативне
εναλλακτικό	альтернативний
αλάσκα	аляска
απίθανο	малоймовірно
τεχνίτες	архітектори
τεχνίτες	будівельники
τεχνίτες	ремісники
ρίμαν	ріман
έτοιμη	готовий
έτοιμη	напоготові
έτοιμη	готові
έτοιμη	готове
έτοιμη	готовність
έτοιμη	готова
καταγράφηκε	записано
καταγράφηκε	записав
καταλονία	каталонії
απότομη	круті
δόκτωρ	лікар
δόκτωρ	лікаря
δόκτωρ	доктор
δόκτωρ	лікарю
σάλας	салас
πολλαπλά	декілька
πάρου	парос
ντένις	деніс
ντένις	денис
ντένις	денніс
ντένις	деніс
ντένις	денис
μποντ	бонд
όουεν	оуен
συναγερμό	нагадування
συναγερμό	тривогу
ότο	отто
καραϊσκάκης	караїскакіс
βομβαρδιστικά	бомбардувальники
γκυ	гай
γκυ	гі
γκυ	хлопець
βίντσι	лебідка
βίντσι	вінчі
αναζητά	шукає
σάββα	сава
γκαρσία	гарсія
ροές	стрічки
ροές	подачі
ροές	подач
ροές	потоки
ροές	потоків
ροές	протікає
ροές	тече
έρνεστ	ернест
μουσουλμανική	мусульмани
μουσουλμανική	мусульманин
ακτιβιστές	активістів
ακτιβιστές	активісти
σύνηθες	звичний
σύνηθες	звичайні
συλληφθεί	полон
συλληφθεί	спіймав
συλληφθεί	захопили
συλληφθεί	захоплені
πολύτιμο	дорогоцінний
πολύτιμο	дорогоцінні
πολύτιμο	цінні
πολύτιμο	корисна
πολύτιμο	цінний
οργανικά	органічні
οργανικά	органічне
λοιμώξεις	infections
φανταστικό	фантастика
φανταστικό	фантастичні
φανταστικό	фантастична
φανταστικό	фантастичний
φανταστικό	фантастично
επιθεωρητής	ревізор
επιθεωρητής	інспектор
στρατηγικές	стратегії
καθημερινές	щоденне
καθημερινές	щоденно
καθημερινές	щодня
καθημερινές	щоденні
ραντεβού	зустріч
ραντεβού	кондратюка
ραντεβού	дату
ραντεβού	дата
ραντεβού	датою
ελικόπτερο	гелікоптер
ελικόπτερο	вертоліт
πολυπλοκότητα	складність
ακέραιο	ціла
ακέραιο	ціле
ιβ	єва
ιβ	єву
ιβ	переддень
ιβ	ів
ιβ	єви
απειλεί	загрожує
απειλεί	лякає
απειλεί	погрожує
κριθεί	засудили
κριθεί	судом
όττο	отто
βράχος	скеля
βράχος	рок
βράχος	кручі
βράχος	rock
στάσεις	припиняється
στάσεις	зупинки
στάσεις	припиняє
στάσεις	зупиняє
στάσεις	зупинок
προϋπολογισμού	бюджет
κατασκευαστής	будівельник
κατασκευαστής	виробник
καντάφι	каддафі
σουρινάμ	суринаму
ρότερνταμ	роттердам
ρέμα	потік
ρέμα	струмок
χορν	ріг
χορν	горн
δάνειο	борг
δάνειο	кредитні
δάνειο	кредит
δάνειο	кредиту
βέλη	стріли
βέλη	стрілки
γκράχαμ	грем
δοκιμασία	перевірка
δοκιμασία	перевірити
δοκιμασία	test
δοκιμασία	тест
δικαιολογία	виправдання
πρόστιμο	файно
πρόστιμο	добре
νύχια	нігтями
νύχια	nails
νύχια	кігті
προτεστάντες	протестантська
αναμενόμενο	очікується
αναμενόμενο	очікували
αναμενόμενο	очікувана
αναμενόμενο	очікувані
αναμενόμενο	очікувалося
τζιοβάνι	джованні
γιούτα	юта
κλίμακες	машинок
λουίτζι	луїджі
γκριν	грін
αλληλεπιδράσεις	взаємодію
αλληλεπιδράσεις	взаємодії
τροχούς	колеса
αποκλειστική	ексклюзивний
αποκλειστική	ексклюзив
αποκλειστική	ексклюзивні
ερωτικά	erotic
τερματίστηκε	завершилась
διάδρομο	проході
διάδρομο	смугу
διάδρομο	коридор
διάδρομο	коридору
διάδρομο	адаптація
χλωριούχο	хлорид
αρμενίων	вірменська
μεταβατική	перехідний
σωτήρα	спас
σωτήρα	спаситель
αρχοντικό	маєток
φοίνιξ	фенікс
βρω	пошук
βρω	знайти
βρω	знайдіть
βρω	find
άποικοι	колоністів
άποικοι	settlers
θυσίες	жертви
θυσίες	жертва
θυσίες	будівельників
πιστή	вірний
πιστή	вірний
πιστή	вірним
παραγγελίες	замовлення
τραγουδάει	співає
τραγουδάει	спів
τραγουδάει	співати
τραγουδάει	співає
υπερασπιστεί	захищатися
υπερασπιστεί	захищають
υπερασπιστεί	захисти
στατιστικές	статистика
στατιστικές	статистикою
στατιστικές	статистику
στατιστικές	статистики
ασφαλές	сейф
ασφαλές	безпечний
ασφαλές	безпечно
ασφαλές	захищений
ασφαλές	безпечне
ασφαλές	безпечний
ασφαλές	безпечна
σέφιλντ	sheffield
φριτς	фріц
δάπεδο	підлога
δάπεδο	поверх
πετάει	мухи
πετάει	летить
καταστροφική	трагічний
καταστροφική	руйнівну
καταστροφική	згубним
καταστροφική	бідою
μετατρέπει	перетворює
ανακτήσει	отриману
ανακτήσει	отримано
ανακτήσει	відновлення
ανακτήσει	відновити
ανακτήσει	отримати
ανακτήσει	отримання
ανακτήσει	претендувати
αρπακτικά	репторз
αρπακτικά	хижаків
αρπακτικά	хижаки
πενσυλβάνια	pennsylvania
έντγκαρ	едгар
φιλοξενία	гостинності
φιλοξενία	гостинність
φιλοξενία	приймати
βαλκανική	балканський
προωθήθηκε	рекламні
προωθήθηκε	підвищили
προωθήθηκε	рекламний
προωθήθηκε	рекламний
προβληματική	проблемних
βαλτικής	балтійське
ρομαντική	романтик
ρομαντική	романтична
ρομαντική	романтичний
ρομαντική	романтичні
κόμβοι	вузлів
κόμβοι	вузлів
κόμβοι	вузли
κοιλάδες	долини
ολλανδικό	нідерландська
ολλανδικό	голландська
ενεργητικό	активи
τυπικές	типові
τυπικές	типова
τυπικές	типовий
χαρτ	гарт
φορτηγό	вантажівка
λιν	лінн
λιν	лінь
απομεινάρια	залишки
απομεινάρια	крихти
μαραθώνιο	марафон
αποτελεσματικό	ефективна
αποτελεσματικό	ефективний
αποτελεσματικό	ефективна
αποτελεσματικό	ефективно
αναφέροντας	цитують
ποτό	пили
ποτό	пити
ποτό	пиття
ποτό	алкогольні
ποτό	напої
ποτό	пити
ποτό	напій
ποτό	напої
πλούτος	багатства
πλούτος	багатство
ζωντανός	живий
ζωντανός	жива
ζωντανός	живим
ζωντανός	alive
δημοκρατικός	республіканська
δημοκρατικός	демократичний
δημοκρατικός	демократичні
δημοκρατικός	демократичний
δημοκρατικός	демократична
κεντ	кент
ρίβερ	річка
ρίβερ	ріка
επαναστάτης	революційний
επαναστάτης	rebel
μπετόβεν	бетховен
κρόνος	сатурн
κρόνος	кронос
χαρτιά	карт
χαρτιά	карти
χαρτιά	карток
χαρτιά	картки
χαρτιά	папери
σκοτάδι	темні
σκοτάδι	темна
σκοτάδι	темний
σκοτάδι	темне
σκοτάδι	темно
σκοτάδι	темряву
σκοτάδι	темрява
σκοτάδι	темряви
ετικέτα	мітка
ετικέτα	позначити
ετικέτα	позначка
ετικέτα	квач
ετικέτα	надпис
ετικέτα	мітку
ετικέτα	напис
ετικέτα	мітка
ίχνος	траса
ίχνος	траси
ίχνος	трасування
λυθεί	вирішено
λυθεί	вирішили
συμμορία	банда
συμμορία	gang
συμμορία	банди
διαγράφηκε	вилучено
διαγράφηκε	вилучені
εξελικτική	еволюційна
πλατιά	широкий
πλατιά	широка
μίσος	ненависть
μίσος	ненавиджу
μίσος	ненависть
μίσος	ненависті
ανακοίνωσαν	оголосили
πείτε	say
πείτε	скажуть
πείτε	кажу
πείτε	сказати
πείτε	кажеш
τρώει	їли
τρώει	їм
τρώει	їсти
τρώει	їсть
προφορική	оральний
ιατρικά	медичних
ιατρικά	медичний
ιατρικά	medical
ιατρικά	медична
ιατρικά	медичні
ομέρ	омер
επικίνδυνα	небезпечні
επικίνδυνα	небезпечна
επικίνδυνα	небезпечний
επικίνδυνα	небезпечно
προγραμματιστές	програмісти
προγραμματιστές	програмістів
προγραμματιστές	розробникам
προγραμματιστές	розробники
ανέτρεψε	перекинувся
άνεμο	вітер
βαθμολόγησης	оцінок
βαθμολόγησης	оцінювання
νόβγκοροντ	новгород
εμβόλιο	вакцина
εμβόλιο	вакцини
βολή	постріл
βολή	застрелив
άνεση	комфорт
άνεση	затишок
ιούδα	юда
ιούδα	юдеї
κέλι	келлі
λεσότο	лесото
ειδοποίηση	помічав
ειδοποίηση	помічати
ειδοποίηση	зауваження
ειδοποίηση	помітити
ειδοποίηση	сповіщення
ειδοποίηση	інформує
ειδοποίηση	тривога
ειδοποίηση	попередження
ειδοποίηση	попередити
προνόμιο	привілей
προνόμιο	прерогатива
όσλο	осло
κόνραντ	конрад
βινυλίου	вініл
βινυλίου	vinyl
επαγγέλματα	професії
επαγγέλματα	професій
αντιπαλότητα	суперництво
ινών	fibre
τόμσον	томпсон
τόμσον	томсон
μωρό	немовля
μωρό	малятко
μωρό	дитина
μωρό	кохана
μωρό	дітки
συμπόσιο	symposium
συμπόσιο	бенкет
συμπόσιο	банкет
συμπόσιο	славне
συμπόσιο	бенкет
οντότητες	сутності
εξάλειψη	ліквідацію
εξάλειψη	усунення
εξάλειψη	боротьби
κινέζικα	китайською
κινέζικα	китайські
κινέζικα	китайська
κινέζικα	китайці
κινέζικα	китайський
αδριανού	адріан
γουατεμάλα	гватемали
ορατά	видима
ορατά	видимий
ορατά	видно
ορατά	видимі
εκπροσώπηση	представлення
αφαιρέθηκαν	вилучено
αφαιρέθηκαν	видалили
αφαιρέθηκαν	вилучені
αφαιρέθηκαν	видалено
αποχρώσεις	відтінки
αποχρώσεις	тони
αποχρώσεις	відтінків
χειρότερα	найгірші
χειρότερα	найгірше
χειρότερα	найгірша
χειρότερα	найстрашніше
χειρότερα	гірше
χειρότερα	гірші
βελγική	бельгійські
βελγική	бельгійський
εφαρμόζει	реалізація
αναγνωριστικό	ідентифікатор
σαμαρά	самарас
κενή	порожнім
κενή	порожнє
κενή	порожня
κενή	порожні
κενή	порожній
κενή	бланк
κενή	порожній
ενισχύει	поліпшує
ενισχύει	зміцнює
προκατόχου	попередник
απεικόνισης	візуалізація
απεικόνισης	imaging
βανκούβερ	ванкувер
επιθετικό	агресивний
επιθετικό	агресивні
αντέδρασε	відреагував
αντέδρασε	відреагували
μήλο	яблуко
μήλο	apple
μήλο	яблучко
πρεσβείας	посольства
πρεσβείας	посольство
λογαριασμούς	рахунки
λογαριασμούς	рахунки
μαϊάμι	miami
μαϊάμι	маямі
έλξη	тяга
έλξη	привабливості
έλξη	атракціон
έλξη	притягнення
μπουλ	бик
μπουλ	бул
μπουλ	бика
μπουλ	булл
ευθύνες	повноваження
ευθύνες	відповідальності
φορολογία	оподаткування
ακέραιος	ціла
ακέραιος	ціле
κρανίο	череп
κρανίο	черепа
αφθονία	достаток
αφθονία	достатку
δεξιότητες	навички
δεξιότητες	уміння
δεξιότητες	навики
δεξιότητες	майстерність
δεξιότητες	уміння
πρωτόκολλα	протоколи
πρωτόκολλα	протоколів
νηλ	ніл
συνοδεύει	супроводжувати
υπάλληλοι	співробітників
υπάλληλοι	працівників
υπάλληλοι	працівники
υπάλληλοι	службовців
υπάλληλοι	чиновники
υπάλληλοι	чиновників
ιορδανία	йорданії
ιορδανία	джордан
