les	os
représenté	representados
représenté	representadas
représenté	representou
représenté	retratado
expositions	exibições
expositions	feiras
expositions	exposições
expositions	exposições
expositions	exibição
expositions	exposição
expositions	exposições
rappelle	relembra
rappelle	recorda
naples	nápoles
naples	napoli
naples	nápoles
lion	leão
peur	medo
peur	assustado
peur	assustados
peur	medo
peur	assustada
peur	fear
peur	temer
peur	medo
actives	ativo
actives	activo
actives	ativa
actives	activa
actives	ativos
prague	praga
administratif	administrativa
administratif	administrativos
administratif	administrativas
administratif	administrativo
lausanne	lausanne
peuples	povos
nomination	nomeação
nomination	nomeação
nomination	marcação
crime	crime
crime	criminalidade
crime	delito
crime	crime
chrétienne	christian
chrétienne	cristã
chrétienne	cristiano
chrétienne	cristão
chrétienne	cristãos
américaines	americano
américaines	americanos
américaines	american
américaines	americana
respect	respeitar
respect	respeitem
respect	respeite
respect	respeito
respect	cumprimento
respect	conformidade
respect	observância
mobile	móvel
mobile	telemóvel
mobile	celular
mobile	móveis
chiffres	figuras
chiffres	números
chiffres	numeros
chiffres	números
sœurs	manas
sœurs	irmãs
bientôt	logo
bientôt	brevemente
vendredi	sexta
spéciale	especial
spéciale	special
spéciale	especiais
commentaire	comentem
commentaire	comente
commentaire	comentar
commentaire	comenta
commentaire	comentário
commentaire	comentário
commentaire	comentários
véhicule	veículo
véhicule	veiculo
départemental	departamental
della	della
irlandais	irlandeses
irlandais	irish
irlandais	irlandesa
irlandais	irlandês
densité	densidade
catholiques	católico
catholiques	católicas
catholiques	católicos
catholiques	catolicismo
catholiques	católica
catholiques	católicos
apparaissent	aparecer
apparaissent	aparecem
rare	raros
rare	rara
rare	raras
rare	raro
rare	incomum
transfert	transfer
transfert	transferência
transfert	transferir
transfert	transferências
blessé	feridos
blessé	ferida
blessé	lesionado
blessé	ferido
blessé	ferido
blessé	ferida
blessé	feridos
blessé	ferido
blessé	magoar
blessé	doeu
blessé	machucar
annoncé	anunciou
annoncé	anunciado
annoncé	anunciada
annoncé	anunciados
annoncé	anunciado
annoncé	anunciados
aile	asa
aile	wing
aile	aile
carré	carré
carré	quadrada
carré	praça
carré	square
carré	quadrado
carré	quadrados
carré	quadrado
dimension	dimensões
dimension	dimensão
juive	judaica
juive	judeus
juive	judia
juive	judeu
juive	judaico
juive	juive
var	var
lit	cama
floride	flórida
floride	florida
fera	will
fera	vontade
servi	servi
servi	servidos
servi	servia
servi	serviu
servi	servido
situés	localizada
situés	localizado
situés	localizados
seuil	limiar
milliers	milhares
milliers	mil
milliers	milhares
dirigeant	governante
dirigeant	régua
loup	loup
loup	loba
loup	lobo
loup	wolf
détroit	estreito
détroit	detroit
mémoires	memórias
mémoires	lembranças
mémoires	memórias
mémoires	recordações
préparation	preparo
préparation	preparação
préparation	preparativos
préparation	preparações
chronologie	cronologia
chronologie	timeline
chronologie	cronograma
chronologie	cronologia
classiques	clássicos
classiques	clássica
classiques	clássicos
classiques	clássicas
classiques	clássico
classiques	clássica
classiques	clássicos
classiques	classic
classiques	clássico
minimum	mínimos
minimum	mínimo
minimum	mínima
minimum	minimo
minimum	mínimo
minimum	mínimos
minimum	mínima
révolutionnaire	revolucionária
révolutionnaire	revolucionários
révolutionnaire	revolucionárias
révolutionnaire	revolucionário
nécessaires	precisei
nécessaires	necessário
nécessaires	necessária
nécessaires	precisava
nécessaires	necessários
nécessaires	necessário
nécessaires	necessária
nécessaires	necessario
bibliographie	bibliografia
grave	sério
grave	séria
grave	serio
grave	grave
grave	severo
grave	severas
grave	severa
grave	grave
grave	sepultura
grave	cova
grave	túmulo
grave	grave
grave	campa
lord	senhor
tourne	vire
tourne	turn
tourne	vira
tourne	virar
tourne	spin
tourne	girar
faute	falha
faute	falta
brunswick	brunswick
million	milhões
million	milhão
poème	poema
poème	poesia
extrait	excerto
extrait	trecho
extrait	extraído
extrait	extraídos
extrait	extraída
extrait	extrair
extrait	extracto
extrait	extrato
contribution	contributo
contribution	contribuição
hill	colina
hill	hill
rivières	rios
directe	directa
directe	direta
directe	diretos
directe	direct
directe	direto
inférieure	lower
inférieure	inferior
inférieure	inferiores
inférieure	inferior
renommé	renomeada
renommé	renomeado
renommé	renomado
gris	gray
gris	cinzento
gris	cinza
gris	cinzenta
gris	cinzento
gris	cinza
gris	grey
gris	cinzentos
aquitaine	aquitânia
clément	clément
clément	clemente
clément	clement
barbara	bárbara
barbara	barbara
notoriété	notoriedade
notoriété	sensibilização
notoriété	consciência
notoriété	reputação
euro	euros
euro	euros
euro	euro
léger	light
léger	luz
léger	leve
léger	leves
léger	leve
disponibles	disponível
disponibles	disponíveis
disponibles	disponivel
danger	perigos
danger	hazard
danger	perigo
danger	perigos
danger	perigo
désigné	designados
désigné	designada
désigné	designado
désigné	designadas
désigné	nomeados
désigné	nomeado
wilson	wilson
plate	plataforma
similaire	semelhante
similaire	similar
similaire	semelhantes
similaire	similares
travaillé	trabalhou
travaillé	trabalhava
travaillé	funcionou
travaillé	trabalhadas
travaillé	trabalhados
travaillé	trabalhado
municipalités	municípios
cordes	string
cordes	cordas
cordes	cordes
cordes	cordas
cordes	strings
golden	dourada
golden	dourados
golden	golden
golden	ouro
golden	dourado
détail	varejo
détail	retalho
détail	detalhe
détail	detalhes
détail	pormenor
détail	pormenores
détail	detalhes
dan	dan
accompagné	acompanhadas
accompagné	acompanhada
accompagné	acompanhado
accompagné	acompanhados
accompagné	acompanhou
hypothèse	suposição
hypothèse	pressuposto
hypothèse	assunção
hypothèse	hipóteses
hypothèse	hipótese
matériaux	materiais
matériaux	material
matériaux	materiais
risques	perigos
risques	riscos
risques	risco
risques	riscos
confluence	confluência
charlotte	charlotte
charlotte	carlota
jury	jurado
jury	juri
jury	jurados
jury	júri
anglo	anglo
révolte	revolta
révolte	revolta
révolte	revolta
révolte	rebeldia
révolte	rebelião
monnaie	dinheiro
monnaie	money
monnaie	grana
monnaie	divisa
monnaie	moeda
enseigne	alferes
renommée	renomado
renommée	renomeada
renommée	renomeado
renommée	renome
renommée	fama
renommée	fame
renommée	reputação
franc	franco
franc	francos
révèle	revela
didier	didier
mac	mac
variété	variedade
variété	variety
ascension	ascensão
ascension	subida
ascension	ascensão
vendu	vendida
vendu	vendido
vendu	vendidos
vendu	vendidas
vendu	vendeu
dirigeants	governantes
dirigeants	gerentes
dirigeants	gestores
dirigeants	lideres
dirigeants	dirigentes
dirigeants	líderes
dirigeants	executivos
ford	ford
jane	jane
jane	joana
frontières	fronteiras
frontières	limites
frontières	fronteiras
frontières	bordas
frontières	fronteiras
frontières	borda
frontières	fronteira
frontières	contorno
observatoire	observatório
ailes	alas
ailes	asas
ailes	wings
ailes	asa
ailes	wing
machines	maquinaria
machines	máquinas
machines	máquinas
machines	maquinas
julie	julie
institution	instituição
donna	donna
caen	caen
organisations	organizações
organisations	organizações
varsovie	varsóvia
déclaré	declaradas
déclaré	declarada
déclaré	declarado
déclaré	declarou
déclaré	declarados
déclaré	afirmou
présidentielle	presidenciais
présidentielle	presidencial
compter	conde
compter	conte
compter	count
compter	contagem
compter	contagem
compter	contando
compter	contar
normale	normais
normale	normal
résolution	resolução
pilotes	drivers
pilotes	motoristas
pilotes	controladores
pilotes	condutores
pilotes	pilotos
pilotes	pilotos
pilotes	pilot
pilotes	piloto
conquête	conquête
conquête	conquista
conquête	conquistar
conquête	conquista
conquête	conquiste
rowspan	rowspan
colonie	colônia
colonie	colónia
hélène	hélène
hélène	helena
hélène	ellen
hélène	helene
hélène	helena
hélène	helen
besoins	need
besoins	preciso
besoins	precisa
besoins	necessidade
besoins	precisa
besoins	necessidades
besoins	necessita
genres	género
genres	gênero
genres	gêneros
genres	géneros
genres	gêneros
genres	géneros
bref	breves
bref	breve
inférieur	lower
inférieur	inferior
inférieur	inferiores
inférieur	inferior
tenir	segure
tenir	hold
tenir	segurar
tenir	segura
cannes	cannes
neige	neve
neige	snow
postes	postagens
postes	posts
postes	publicações
discussions	discussões
discussions	chats
discussions	papos
discussions	conversas
discussions	discussão
discussions	discussões
installer	instalando
installer	instala
installer	instalação
installer	instalar
installer	instale
défaut	padrão
défaut	omissão
défaut	predefinição
défaut	falha
défaut	defeito
défaut	defeito
défaut	defeitos
discipline	disciplina
responsabilité	passivo
responsabilité	responsabilidade
responsabilité	responsabilidade
responsabilité	responsabilização
responsabilité	responsabilidade
paysage	paisagens
paysage	paisagem
paysage	cenário
paysage	paisagens
paysage	paisagem
succède	sucede
poissons	poissons
poissons	peixes
poissons	peixes
poissons	peixe
poissons	peixes
couvent	convento
violence	violencia
violence	violência
coût	custo
coût	cost
coût	custos
bains	banhos
bains	banheiras
bains	termas
bains	banheira
bains	banho
bains	bath
espoirs	esperanças
espoirs	esperança
espoirs	hope
espoirs	esperanças
comics	quadrinhos
comics	comics
comics	gibis
africain	africain
africain	africana
africain	africanos
africain	africano
bandes	bandas
bandes	tiras
bandes	fitas
bandes	cassetes
cellules	cell
cellules	célula
cellules	cela
cellules	células
cellules	celas
fosse	fossa
fosse	trincheira
fosse	pit
fosse	fosse
fosse	fosses
costumes	ternos
costumes	fatos
costumes	figurino
costumes	trajes
costumes	fatos
costumes	figurinos
johnny	johnny
précisément	precisamente
précisément	justamente
précisément	especificamente
espoir	esperança
espoir	hope
espoir	esperanças
actuels	correntes
actuels	atual
actuels	atuais
actuels	actual
actuels	corrente
jardins	jardins
jardins	gardens
jardins	jardim
jardins	horta
destinée	destino
destinée	destiny
médailles	medalha
médailles	medalhas
angers	angers
détails	pormenores
détails	detalhes
détails	detalhe
détails	detalhes
détails	pormenor
déclaration	declaração
déclaration	afirmação
déclaration	extrato
déclaration	declaração
extrémité	extremidade
colonne	colunas
colonne	coluna
populaires	popular
populaires	populares
populaires	populares
effectuer	realizar
monaco	mónaco
monaco	mônaco
monaco	monaco
mises	apostas
mises	aposta
mises	mises
fêtes	festas
fêtes	festividades
fêtes	festas
fêtes	festivais
gagner	ganhe
gagner	ganhar
gagner	merecer
gagner	win
gagner	ganhe
gagner	ganhar
gagner	vencer
gagner	vitória
gagner	vencendo
gagner	ganhando
gagner	ganhar
gagner	ganhando
dijon	dijon
invité	convidou
invité	convidadas
invité	convidados
invité	convidada
invité	convidado
invité	convidado
invité	hóspede
invité	convidados
invité	guest
invité	convidada
affiche	cartaz
affiche	pôster
affiche	poster
affiche	visualização
affiche	exibição
affiche	exibir
outil	ferramenta
orientales	orientais
orientales	oriental
prêt	pronto
prêt	preparados
prêt	pronta
prêt	prontos
prêt	preparado
prêt	empréstimo
publiés	publicados
publiés	publicou
publiés	publicadas
publiés	publicada
publiés	publicado
mauvaise	ruim
mauvaise	bad
mauvaise	mau
mauvaise	má
inventaire	estoque
inventaire	inventário
seigneurs	lordes
seigneurs	senhores
violon	violino
violon	violon
effectué	realizada
effectué	realizado
élevée	alto
élevée	high
élevée	altos
élevée	altas
élevée	alta
élevée	elevado
élevée	elevada
élevée	elevados
élevage	reprodutores
élevage	procriação
élevage	reprodução
traditionnelle	tradicional
traditionnelle	tradicionais
remplacement	substituir
remplacement	substitui
remplacement	substitua
remplacement	substituição
remplacement	substituto
remplacement	substituição
islam	islam
islam	islã
islam	islamismo
islam	islão
battu	beat
battu	batida
battu	bater
battu	espancado
battu	vencido
battu	batido
battu	derrotou
battu	derrotado
battu	vencido
battu	derrotada
battu	derrotados
envoie	envia
envoie	manda
envoie	envie
envoie	mandem
envoie	enviar
envoie	envia
réduit	reduz
réduit	reduzida
réduit	reduzidos
réduit	reduzidas
réduit	reduzido
traces	traces
traces	traços
traces	vestígios
traces	traço
traces	vestígios
traces	trace
war	guerra
war	war
war	guerras
égalité	igualdade
égalité	equidade
égalité	participações
créateur	desenhador
créateur	designer
créateur	desenhista
créateur	estilista
créateur	criador
créateur	criadora
expliquer	explicar
expliquer	explicando
expliquer	expliquem
expliquer	explicar
expliquer	explica
expliquer	explique
environs	envolvente
environs	arredores
juridique	jurídica
juridique	jurídico
juridique	legal
juridique	legais
coalition	coligação
coalition	coalizão
intérêts	interesses
intérêts	juros
intérêts	interesse
fox	fox
fox	raposa
municipale	municipal
inspecteur	detective
inspecteur	detetive
inspecteur	inspector
inspecteur	inspetor
due	devido
due	devida
due	devidas
marais	pântano
marais	marais
marais	pântano
marais	marsh
moines	moines
moines	monges
kong	kong
chimie	químicos
chimie	química
prenant	levando
prenant	tomando
poisson	peixes
poisson	peixes
poisson	peixe
poisson	poisson
inter	inter
fruits	fruto
fruits	frutos
fruits	frutas
fruits	fruta
fruits	frutas
fruits	frutos
passion	paixão
chercheurs	investigadores
chercheurs	pesquisadores
secours	alívio
secours	relevo
secours	salvamento
secours	resgate
chat	papo
chat	conversar
chat	chat
chat	conversa
chat	gato
chat	gata
stratégie	estratégia
johann	johann
tirs	tiroteio
tirs	atirando
tirs	tiro
sarah	sarah
sarah	sara
interprété	interpretados
interprété	interpretadas
interprété	interpretado
interprété	interpretada
retrait	encolhimento
retrait	retirada
retrait	abstinência
coopération	cooperação
archipel	arquipélago
compagnies	companhias
compagnies	empresas
cités	citado
cités	citadas
cités	citada
cités	citados
géorgie	georgiano
géorgie	georgianos
géorgie	georgiana
géorgie	georgia
géorgie	geórgia
âme	alma
âme	soul
gothique	gótica
gothique	gótico
gothique	gótica
gothique	gótico
bloc	bloco
bloc	bloqueio
bloc	bloco
bloc	bloquear
bloc	block
méditerranée	mediterrânico
méditerranée	mediterrâneo
méditerranée	mediterrânica
méditerranée	méditerranée
visiteurs	visitantes
clan	clã
capital	capitais
capital	capital
caractérisée	caracterizada
caractérisée	caracterizado
caractérisée	caracterizou
caractérisée	caracterizados
surnom	apelido
surnom	alcunha
express	express
express	expresso
express	expressar
express	expressa
veux	quer
veux	queres
veux	quero
anciennement	anteriormente
anciennement	antigamente
électricité	eletricidade
électricité	electricidade
mit	mit
facile	facil
facile	fácil
facile	easy
facile	calma
davantage	mais
davantage	more
différent	diferente
différent	diferentes
découvrir	descobrindo
découvrir	descobrir
découvrir	explorar
découvrir	explore
découvrir	explora
découvrir	descubra
découvrir	descobre
découvrir	descobrir
découvrir	descubram
changements	mudanças
changements	alterações
changements	modificações
changements	mudar
changements	mudança
changements	mudanças
changements	troco
fred	fred
chrétien	christian
chrétien	cristã
chrétien	cristiano
chrétien	cristão
chrétien	cristãos
chrétien	chrétien
oxford	oxford
croatie	croácia
ange	ange
ange	anjinho
ange	ángel
ange	anjo
ange	angel
chasseurs	caçadores
gaston	gaston
robin	robin
opinion	opinião
opinion	parecer
agricoles	agrícola
bonnes	boa
bonnes	bom
classements	ranking
classements	rankings
classements	classificações
classements	classificações
classements	classificações
récompenses	recompensas
récompenses	recompensa
récompenses	prémios
récompenses	premiação
récompenses	awards
récompenses	prêmios
xiv	xiv
conflits	conflitos
conflits	diferendos
conflits	litígios
conflits	disputas
conflits	conflito
conflits	conflitos
transformation	processamento
transformation	transformação
transformation	processando
transformation	transformações
transformation	transformação
transformation	transforme
transformation	transformada
transformation	transformar
transformation	transforma
remplace	substitui
remplace	substituir
remplace	substitui
remplace	substitua
remplace	substituição
cultures	culturas
cultures	colheitas
cultures	culturas
étudier	estudando
étudier	estudar
étudier	estudo
étudier	estuda
étudier	estude
étudier	estudar
consacrée	consagrado
consacrée	consagradas
consacrée	consagrados
consacrée	consagrada
lundi	segundas
lundi	segunda
viii	viii
limitée	limitado
limitée	limitados
limitée	limitadas
limitée	limited
limitée	limitada
andrea	andreia
andrea	andrea
accessible	acessível
accessible	acessíveis
universités	universidades
virginie	virginie
virginie	virgínia
virginie	virginia
avantage	benefícios
avantage	benefício
avantage	beneficiar
avantage	vantagem
monts	montanhas
monts	monts
appui	apoio
appui	suporte
appui	apoios
engagé	contratados
engagé	contratou
engagé	contratado
engagé	contratada
engagé	noiva
engagé	noivos
engagé	noivo
engagé	alistado
engagé	alistou
engagé	cometeu
engagé	empenhado
engagé	comprometida
engagé	comprometido
engagé	cometido
objectifs	objectivos
objectifs	objetivos
objectifs	objectivos
objectifs	gols
objectifs	metas
objectifs	golos
objectifs	objetivos
objectifs	objectivos
ann	ann
écossais	escoceses
écossais	escócia
écossais	escocês
écossais	escoceses
écossais	escocesa
écossais	scottish
métier	profissão
soirée	partido
soirée	party
soirée	festa
soirée	noite
soirée	noite
soirée	night
mélange	mistura
mélange	mistura
mélange	mix
mélange	mixagem
mélange	misture
mélange	misturar
mélange	mistura
mélange	misturando
mélange	mixagem
mélange	misturar
mélange	mistura
mélange	misturar
mine	meu
mine	mina
mine	minha
montée	montadas
montée	montada
montée	montados
montée	montado
montée	subida
montée	ascensão
costa	costa
alphonse	alphonse
alphonse	afonso
alphonse	alfonso
acquis	adquirida
acquis	adquiridos
acquis	adquiridas
acquis	adquirido
lucien	luciano
lucien	lucien
disques	discos
disques	discos
disques	disquetes
représentent	representem
représentent	representar
représentent	represente
représentent	representam
sydney	sidney
sydney	sydney
qualifié	habilidoso
qualifié	qualificadas
qualifié	qualificada
qualifié	qualificado
qualifié	qualificados
introduit	introduzida
introduit	introduziu
introduit	introduzidas
introduit	introduzidos
introduit	introduzido
introduit	introduz
caractéristique	característicos
caractéristique	característica
caractéristique	característico
caractéristique	característica
caractéristique	funcionalidade
nba	nba
howard	howard
charlie	charlie
communautaire	comunidade
guitariste	guitarrista
évêques	bispos
évêques	bispo
défendre	defender
défendre	defenda
défendre	defendam
défendre	defende
défendre	defender
défendre	defendendo
conséquences	implicações
conséquences	conseqüências
conséquences	consequências
maires	prefeitos
maires	prefeito
maires	mayor
elizabeth	isabel
elizabeth	elizabeth
recevoir	receber
recevoir	recebe
recevoir	recebem
recevoir	receba
recevoir	recebendo
recevoir	recebimento
recevoir	receber
performances	performance
performances	atuação
performances	desempenho
performances	atuações
performances	performances
performances	desempenhos
performances	actuações
autrichien	austríaca
autrichien	austrian
autrichien	áustria
autrichien	austríacos
autrichien	austríaco
brest	brest
pianiste	pianista
étrangère	estrangeiro
étrangère	estrangeira
étrangère	estrangeiras
étrangère	estrangeiros
friedrich	frederico
friedrich	friedrich
occupé	ocupados
occupé	ocupado
occupé	ocupada
occupé	ocupados
occupé	ocupado
occupé	ocupada
occupé	ocupadas
archéologique	arqueológico
archéologique	archéologique
archéologique	arqueológica
archéologique	arqueológico
archéologique	arqueológicos
archéologique	arqueológicas
archéologique	arqueologia
musées	museus
musées	museus
musées	museu
traversée	cruzando
traversée	cruzamento
traversée	travessia
réussi	sucesso
réussi	sucedeu
armand	armand
antiquité	antiguidade
antiquité	antiga
antiquité	antigo
antiquité	antigos
antiquité	antiguidade
antiquité	ancião
antiquité	antiguidades
antiquité	antiguidade
antiquité	antiquité
brésilien	brasileiros
brésilien	brasileiras
brésilien	brasileiro
brésilien	brasileira
produite	produzidos
produite	produziu
produite	produzida
produite	produzidas
produite	produzido
doctorat	doutoramento
doctorat	doutorado
doctorat	doutoramento
doctorat	doutoramento
doctorat	doutorado
doctorat	phd
centaines	centenas
réédition	relançado
réédition	reedição
vestiges	relíquias
vestiges	vestígios
calcul	cálculo
calcul	cálculos
calcul	cálculo
calcul	computação
rêve	sonhar
rêve	dream
rêve	sonho
rêve	sonha
rêve	sonhos
rêve	dreams
mathieu	matthew
mathieu	mateus
mathieu	mathieu
camille	camille
dérivés	derivados
dérivés	derivado
dérivés	derivada
aspects	aspetos
aspects	aspectos
simples	simple
simples	simples
simples	singles
simples	individuais
simples	solteiros
plaque	placa
plaque	prato
plaque	chapa
plaque	placa
fondateurs	fundadores
ffffff	ffffff
nez	nez
nez	nariz
nez	narizes
quai	cais
quai	cais
quai	doca
quai	plataforma
démocratie	democracia
meurtre	assassinato
meurtre	assassínio
meurtre	homicídio
barre	helm
barre	leme
barre	elmo
barre	barra
barre	bar
barre	barre
meilleures	melhor
meilleures	melhores
meilleures	melhor
meilleures	melhores
meilleures	best
métropole	métropole
métropole	metrópole
métropole	metropolis
métropole	metrópolis
vigueur	vigor
vigueur	vigor
neuvième	nono
neuvième	nona
minute	minuto
minute	minute
élite	elite
élite	elites
applications	aplicativos
applications	aplicações
applications	pedidos
applications	apps
applications	aplicativos
applications	aplicações
aîné	elder
aîné	ancião
aîné	seniores
aîné	senior
aîné	finalista
aîné	sênior
aîné	sénior
verre	vidro
verre	copo
verre	vidros
verre	bebe
verre	beber
verre	bebida
verre	beba
équipement	equipamentos
équipement	equipamento
abandon	abandone
abandon	abandonem
abandon	abandono
abandon	abandona
abandon	abandonar
abandon	abandono
queue	fila
queue	pila
queue	galo
queue	tail
queue	cauda
queue	rabo
queue	coroa
queue	caudas
ivoire	marfim
hong	hong
ivan	ivan
partisans	partidários
partisans	guerrilheiros
partisans	partidários
partisans	apoiantes
partisans	apoiadores
partisans	adeptos
design	concepção
design	desenho
design	design
pistes	encostas
pistes	pistas
pistes	trilhas
pistes	trilhos
pistes	faixas
exécutif	executivo
exécutif	executivos
exécutif	executiva
jonathan	jonathan
tenue	roupa
jacob	jacob
jacob	jacó
mythologie	mitologia
belgrade	belgrado
revenu	receita
revenu	receitas
revenu	renda
revenu	rendimento
revenu	receitas
revenu	proveitos
revenu	rendimentos
guinée	guiné
gamme	cordilheira
gamme	alcance
gamme	intervalo
gamme	gama
basilique	basílica
confédération	confederação
dessinateur	gaveta
dessinateur	desenhador
dessinateur	designer
dessinateur	desenhista
dessinateur	estilista
dessinateur	cartunista
jimmy	jimmy
arrêter	desistir
arrêter	parar
arrêter	pára
regard	olhar
rallye	comício
rallye	rally
rallye	rali
rallye	rallye
valence	valencia
valence	valência
valence	valência
amitié	amizades
amitié	amizade
colspan	colspan
dossier	dossier
dossier	dossiê
dossier	pasta
dossier	arquivo
dossier	ficheiro
diego	diego
diego	diogo
maladies	doenças
maladies	doenças
maladies	doença
oiseau	oiseau
oiseau	ave
oiseau	bird
oiseau	passarinho
oiseau	pássaro
oiseau	aves
ump	ump
maximale	máximo
maximale	máxima
verte	verde
verte	green
verte	verdes
citer	citar
citer	citação
citer	citar
citer	cita
citer	cite
constructeur	construtor
constructeur	construtor
constructeur	fabricante
péninsule	península
péninsule	peninsular
francesco	francesco
campagnes	campanhas
compilation	compilar
compilation	coletânea
compilation	compilação
compilation	compilar
connaissances	conhecidos
connaissances	conhecimento
connaissances	conhecimentos
copié	copiado
copié	copiou
copié	copiei
terrestre	terrestre
terrestre	terrestres
terrestre	terrena
budapest	budapeste
représentations	representações
représentations	atuações
représentations	performances
représentations	desempenhos
représentations	actuações
noble	noble
noble	nobres
noble	nobre
ambassadeur	embaixadora
ambassadeur	embaixador
inverse	inverso
inverse	inversa
inverse	inverter
inverse	reverter
inverse	inverso
opérateur	operador
opérateur	operadora
opérateur	operadores
opérateur	mercador
opérateur	comerciante
possession	posse
possession	possessão
souvenir	lembrança
souvenir	recordação
souvenir	memória
souvenir	lembrança
souvenir	memoria
forteresse	reduto
forteresse	fortaleza
ennemis	inimigo
ennemis	inimigas
ennemis	inimiga
ennemis	inimigos
ennemis	inimigos
ennemis	inimigas
sections	secções
sections	seções
viens	vem
viens	venham
viens	venha
positions	posições
engagement	noivado
engagement	interação
engagement	envolvimento
engagement	empenho
engagement	compromisso
engagement	empenhamento
engagement	comprometimento
languedoc	languedoc
localités	localidades
localités	resorts
localités	estâncias
inscrits	registrada
inscrits	registada
inscrits	registrado
inscrits	registado
inscrits	registados
inscrits	inscrito
inscrits	inscritos
quarante	forty
quarante	quarenta
hectares	hectares
hectares	hectares
hectares	acres
golfe	golfo
seigneurie	senhoria
italiens	italianos
italiens	italiana
italiens	italianos
italiens	italiano
navy	navy
navy	marinha
commandeur	commandeur
commandeur	comandante
supprimé	excluído
supprimé	excluída
supprimé	suprimido
supprimé	eliminados
supprimé	eliminado
supprimé	excluídos
supprimé	removida
supprimé	removidos
supprimé	removidas
supprimé	eliminado
supprimé	removido
douglas	douglas
listes	lista
listes	listar
listes	lista
listes	listas
boy	garoto
boy	boy
boy	moço
boy	rapaz
boy	menino
arbitrage	arbitragem
lecteur	player
lecteur	reprodutor
lecteur	jogador
lecteur	conduzir
lecteur	conduza
lecteur	conduz
lecteur	drive
lecteur	leitora
lecteur	leitor
idem	idem
idem	idem
remise	descontos
remise	desconto
établie	estabelecida
établie	estabelecido
tire	atire
tire	atirar
hop	lúpulo
hop	hop
christopher	cristóvão
christopher	christopher
maintenir	manter
maintenir	mantendo
maintenir	mantenha
maintenir	continue
maintenir	continuem
maintenir	manter
réduire	minimizar
réduire	diminuição
réduire	diminuir
réduire	redução
réduire	redutores
réduire	reduzir
réduire	reduzindo
réduire	redutor
réduire	reduzir
réduire	reduza
anderson	anderson
christine	cristina
christine	christine
goût	sabor
goût	gosto
goût	sabor
goût	provar
goût	prove
morceaux	morceaux
morceaux	pedaços
morceaux	peças
morceaux	trilhas
morceaux	trilhos
morceaux	faixas
majeures	majors
sélectionné	seleccionado
sélectionné	selecionadas
sélectionné	selecionado
sélectionné	selecionada
sélectionné	selecionados
venus	venus
venus	vênus
venus	vénus
miller	miller
dédié	dedicada
dédié	dedicados
dédié	dedicado
exil	exil
exil	exílio
terminé	terminei
terminé	terminou
terminé	acabado
terminé	concluído
terminé	terminado
terminé	terminada
terminé	completou
terminé	concluída
terminé	concluído
terminé	concluídas
terminé	concluídos
cambridge	cambridge
construits	construída
construits	construídos
construits	construídas
construits	construído
construits	construída
construits	construídos
construits	construído
fixe	fixo
fixe	fixas
fixe	fixos
fixe	corrigido
fixe	fixa
fixe	fixo
sncf	sncf
ventes	sales
ventes	vendas
relative	parente
relative	relativa
relative	relativo
instruction	instruções
instruction	instrução
cancer	câncer
cancer	cancro
cancer	cancer
remis	rendeu
remis	rendido
remis	devolvidas
donald	donald
agents	agentes
observation	observação
parallèlement	paralelo
parallèlement	paralelas
parallèlement	paralelos
parallèlement	paralela
fréquence	periodicidade
fréquence	frequências
fréquence	freqüência
fréquence	frequência
dure	dura
dure	duro
dure	hard
dure	difícil
dure	dura
dure	dura
scrutin	enquete
scrutin	sondagem
scrutin	escrutínio
sortant	cessante
sortant	saindo
vins	vinho
vins	vinhos
vins	vinhos
employés	trabalhadores
employés	assalariados
employés	funcionários
employés	empregados
out	fora
out	out
forum	fórum
forum	foro
forum	forum
lanceur	lançador
lanceur	iniciador
lanceur	lançador
lanceur	arremessador
lanceur	jarro
administrativement	administrativamente
solaire	solares
solaire	solar
alimentation	alimentação
alimentation	alimentos
alimentation	alimento
alimentation	comida
alimentation	alimentação
alimentation	nutrição
neutre	neutral
neutre	neutro
neutre	neutra
neutre	neutralidade
neutre	neutros
tués	morto
tués	matou
empêcher	prevenir
empêcher	evitar
empêcher	prevenir
empêcher	impedir
orthodoxe	ortodoxo
orthodoxe	ortodoxos
orthodoxe	ortodoxa
citoyens	cidadãos
vladimir	vladimir
stadium	estádio
stadium	stadium
ouvriers	trabalhadores
ouvriers	operários
ouvriers	trabalhadoras
pseudonyme	alias
pseudonyme	pseudónimo
pseudonyme	apelido
pseudonyme	alcunha
pseudonyme	pseudônimo
pseudonyme	pseudónimo
humanité	humanidade
clé	chave
clé	tecla
clé	chaves
clé	key
manuscrit	manuscrit
manuscrit	manuscrito
manuscrit	pergaminho
manuscrit	rolar
manuscrit	role
manuscrit	deslocar
déterminer	determinando
déterminer	determinar
déterminer	determinar
déterminer	determina
déterminer	determinam
déterminer	determine
défaites	derrotas
défaites	derrotar
défaites	derrota
défaites	derrotas
colline	colina
colline	hill
colline	colline
who	oms
who	who
who	quem
divisions	divisões
dédiée	dedicada
dédiée	dedicados
dédiée	dedicado
gustave	gustav
gustave	gustavo
gustave	gustave
longues	longa
longues	longos
longues	longo
longues	comprido
longues	long
régionales	regionais
régionales	regional
continent	continente
naturelles	naturais
naturelles	natural
trésor	tesouros
trésor	tesouro
trésor	tesouro
trésor	tesouraria
ruines	ruínas
technologies	tecnologias
technologies	tecnologia
technologies	tecnologias
fais	fais
précis	precisos
précis	exato
précis	exatas
existent	existem
