το	the
άμμου	pesak
άμμου	pijeska
αναχώρηση	odlazak
πολλαπλή	snabdjevanje
κατασκευασμένα	proizvedena
δείπνο	večera
δείπνο	večeru
δείπνο	večere
σύνθετα	složeni
σύνθετα	kompleksan
σύνθετα	kompleks
σύνθετα	kompleksna
μόρισον	morrison
ειρηνική	miran
ειρηνική	mirne
ειρηνική	mirni
μάξγουελ	maxwell
διάλεξη	predavanje
ζεστό	hot
ζεστό	vrelo
ζεστό	toplim
ζεστό	toplom
ζεστό	tople
δίκαια	fer
δίκαια	sajam
δολοφόνησε	ubila
δολοφόνησε	ubio
δολοφόνησε	ubijena
δολοφόνησε	ubijen
πρίσμα	prism
συρακούσες	syracuse
αποφεύγοντας	izbjegavanje
αποφεύγοντας	izbjegava
ψέματα	leži
ψέματα	lazi
ψέματα	laži
σοσιαλισμού	socijalizam
τηλέφωνα	telefona
κεν	ken
κέιτ	kate
μίλλερ	miller
γκούσταβ	gustav
καρχαρίες	ajkule
σκλάβοι	robovi
σκλάβοι	robova
χάντμπολ	rukomet
λογαριασμός	račun
λογαριασμός	obzir
λογαριασμός	računa
τρέχον	trenutna
δημοσίως	javno
ευαγγελική	evangelical
γκρέι	gray
γκρέι	siva
γκρέι	sive
γκρέι	sivi
γκρέι	siva
επισκευή	popravke
σωλήνες	cevi
λιβερία	liberija
μίλτον	milton
αναλογικά	proporcionalnih
αναλογικά	analogni
βέλγος	belgijski
θλίψη	žalost
θλίψη	tuge
θλίψη	tuga
θλίψη	tuge
συμβατικά	konvencionalna
ένατη	deveti
καταργηθεί	ukinut
καταργηθεί	ukinuo
βασίλι	vasilije
βασίλι	vasilij
βασίλι	vassili
βόλτα	prevoz
βόλτα	hod
εύλογη	vjerodostojnih
τροφές	hrana
δραστικά	drastične
δραστικά	drastično
σαββατοκύριακο	vikend
κουρασάο	curaçao
αποδεκτές	prihvatljivo
μήδεια	medea
καναδική	kanadski
ποικίλλουν	variraju
καλώδια	žice
καλώδια	kablovi
καλώδια	kabla
συνεδριάσεις	sastanke
συνεδριάσεις	sastancima
συνεδριάσεις	sastanci
συνεδριάσεις	sastanaka
αδύνατον	nemoguća
αδύνατον	nemoguće
αγαπά	voli
μύες	mišići
μύες	mišićima
μύες	mišiće
μύες	mišić
εστάλη	poslata
εστάλη	poslali
εστάλη	poslao
εστάλη	poslan
ζοζέ	josé
κάθοδο	spuštanje
κάθοδο	katoda
αντίστοιχος	odgovarajući
αντίστοιχος	odgovarajućeg
χορδές	konce
χορδές	chords
ματιών	mesh
υδρογονάνθρακες	ugljikovodici
τόνυ	tony
νέβις	nevisa
πριγκίπισσες	princeze
τζόρτζιο	giorgio
ιστ	istok
εκμάθηση	učenje
παρόντες	prisutan
κομήτες	komete
δίαιτα	ishrana
σταθεί	stand
ουρανίου	uranij
επιζώντες	preživeli
τεχνητά	vještačko
τεχνητά	vještačka
αποβολή	protjerivanje
αποβολή	izbacivanja
αποβολή	eliminacijska
προϋπολογισμός	budžet
σκηνικά	props
σίντνεϊ	sidney
σίντνεϊ	sydney
εργαζόμενος	radnik
εργαζόμενος	radnik
ψυχικό	psihičke
εμβλήματα	simboli
διάλειμμα	brejk
βοτανική	botanical
μινεσότα	minnesota
ορίζοντας	horizont
κινούμενα	animirani
κάλτσες	čarape
κάλτσες	čarape
αδριατικής	jadransko
αδριατικής	jadrana
αδριατικής	jadran
αδριατικής	jadranska
επιτυχημένος	uspješan
επιτυχημένος	uspješnu
επιτυχημένος	uspješne
επιτυχημένος	uspješna
επιτυχημένος	uspješni
μοιραία	fatalno
μοιραία	kobna
σταυρούς	prelazi
αλιείας	ribolovu
αλιείας	ribolov
χορευτές	plesači
ομίχλη	magla
ομίχλη	magla
αλουμίνιο	aluminij
αλουμίνιο	aluminijum
αλουμίνιο	aluminijuma
εκκίνηση	početak
εκκίνηση	start
εκκίνηση	početka
εκκίνηση	startup
εκκίνηση	pokretanju
εκκίνηση	počevši
εκκίνηση	polazna
εκκίνηση	počev
εκκίνηση	počinje
εκκίνηση	počinju
αφοσίωση	posvećenost
αφοσίωση	odanost
αφοσίωση	lojalnost
αφοσίωση	odanost
αφοσίωση	odanosti
ανώνυμο	anonimno
ζυγό	vaga
αλκοόλη	alkohol
απογοήτευση	razočaranje
υιοθετεί	usvaja
τρολ	trol
εξέδρα	platforma
εξέδρα	platformi
εξέδρα	platformu
εξέδρα	platforme
πλανκ	planckova
έλα	dođu
έλα	dolaze
έλα	dolazi
έλα	doći
εκρηκτικά	eksplozivnih
εκρηκτικά	eksploziva
ασιατικό	azijsko
ασιατικό	azijski
ασιατικό	azijske
ασιατικό	azijska
έκτακτη	izuzetne
έκτακτη	izvanredan
έκτακτη	neuobičajena
έκτακτη	izuzetnim
έκτακτη	izuzetne
έκτακτη	izuzetno
έκτακτη	izuzetan
υδροξείδιο	hidroksid
ρόι	roy
ρόι	roj
βιβλική	biblijsku
σπίλμπεργκ	spielberg
κρύσταλλοι	kristali
έπιπλα	namještaj
σπλιτ	splitsko
σπλιτ	split
σπλιτ	splitska
γλυκόζης	glukoza
λώρενς	lawrence
ποντίκια	miševi
ποντίκια	pacova
βεστφαλίας	vestfalija
ελαφριά	svjetlost
ελαφριά	lagan
πατ	pat
σουηδοί	šveđani
βροχές	kiša
καλώδιο	žica
καλώδιο	kabla
απεσταλμένος	izaslanik
περάσματα	prolazi
περάσματα	prođe
μοντέρνο	moderna
μοντέρνο	savremena
μοντέρνο	savremen
φρεγάτα	fregata
συμβάντα	incidenata
συμβάντα	incidente
συμβάντα	događaja
συμβάντα	događaji
συμβάντα	dešavanja
κάπνισμα	pušenje
τίρανα	tirana
έμμεση	indirektni
έμμεση	indirektna
μπράβο	bravo
γουίλ	will
γουίλ	će
γουίλ	ce
γαλατία	galija
χέντριξ	hendrix
αναμενόταν	očekivao
αναμενόταν	očekivali
αναμενόταν	očekivano
διεύρυνση	proširenje
πάγος	led
απελευθερώνεται	objavljeni
απελευθερώνεται	pušten
απελευθερώνεται	pušteni
ψαρά	ribarsko
τραπεζίτης	bankar
συνιδρυτής	suosnivač
ψυχιατρική	psihijatrija
ψυχιατρική	psihijatrijske
εικονική	virtualna
εικονική	virtuelna
εικονική	virtualni
καταδικάζεται	osuđen
καταδικάζεται	osudio
σλοβένων	slovenaca
αμφιλεγόμενη	kontroverzni
αμφιλεγόμενη	sporni
δικαστή	kadiluk
γόνατο	knee
αναμονή	čekanje
αναμονή	čekajući
αναμονή	čeka
αναμονή	čekaju
αναμονή	čekanja
γκάντι	gandhi
προβολές	projekcija
προβολές	projekcije
προβολές	pogledi
προβολές	poglede
σλάβοι	slaveni
άρτεμις	artemida
διαιρέσεις	podjele
διαιρέσεις	podjela
λάρι	larry
μάγισσα	vještica
γκίλμπερτ	gilbert
βοηθητικό	pomoćna
δηλητηρίαση	trovanja
μηχανισμοί	mehanizmi
μηχανισμοί	mehanizama
απλούστερη	najjednostavniji
απλούστερη	jednostavnija
καταγεγραμμένη	snimila
καταγεγραμμένη	snimljene
καταγεγραμμένη	snimljen
καταγεγραμμένη	snimio
πρόβατα	ovca
πρόβατα	ovce
τοπ	top
εμβέλεια	domet
εμβέλεια	dometa
καμπάνια	kampanje
καμπάνια	kampanji
καμπάνια	kampanja
καμπάνια	kampanju
συμπάθεια	simpatija
ιατρείο	praksu
ιατρείο	praksi
ιατρείο	praksom
ιατρείο	praksa
παραβιάσεις	kršenja
εξηγείται	objašnjava
μαγαζί	radnja
μαγαζί	shop
μαγαζί	radnja
μαγαζί	prodavnica
μαγαζί	store
στεριά	land
στεριά	kopnena
στεριά	zemlja
κίτρινα	žuta
ακρόαση	audiciji
ακρόαση	sluh
φωτεινό	bright
φωτεινό	bistra
ηλεκτρικές	električne
ηλεκτρικές	električna
ηλεκτρικές	električni
ρουμάνοι	rumuni
ρουμάνοι	rumunski
νιώθει	osjeća
σκίτσα	skice
σκίτσα	crtežima
σκίτσα	crteži
δάκρυα	suze
μαγιόρκα	mallorca
ναυσιπλοΐα	navigaciju
ναυσιπλοΐα	plovidbe
τεντ	ted
μάρκα	marka
κλασσικό	klasični
κλασσικό	classic
κλασσικό	klasik
νεο	neo
σίδηρος	željezo
περιορισμένα	ograničene
περιορισμένα	ograničena
περιορισμένα	ograničen
σαμουράι	samuraj
παράσημα	medalje
παράσημα	medalja
ακτιβιστής	aktiviste
ακτιβιστής	aktivistkinja
κατάλληλος	pogodan
κατάλληλος	pogodna
αλφαβητικά	alphabetical
εγγύηση	garancija
δημοσθένη	demosten
πνεύμονες	pluća
αφεντικό	boss
αφεντικό	šef
ανάμιξη	miješanje
ντίσελντορφ	düsseldorf
κινητή	mobilni
κινητή	mobilne
πηγάδια	vels
πηγάδια	wells
εξαφανίζεται	nestane
πληρώματα	ekipe
εχθροπραξίες	neprijateljstva
αμπντουλάχ	abdullah
τελεία	tačka
αρπαγή	rapture
αρπαγή	grab
αξιώσεις	tvrdnje
αξιώσεις	tvrdi
οριζόντιες	horizontalna
οριζόντιες	horizontalni
σύντομες	kratko
αλβανών	albanci
τρομοκρατική	terorističkog
τρομοκρατική	terorističke
τρομοκρατική	teroristički
ξέρξη	xerxes
ψυχαγωγία	rekreativnih
ψυχαγωγία	zabava
προγραμματισμένη	zakazana
προγραμματισμένη	programirana
προγραμματισμένη	programiran
προγραμματισμένη	planirani
προγραμματισμένη	planirano
προγραμματισμένη	planirana
προγραμματισμένη	planirane
έλαια	ulja
γένεση	osnivanje
γένεση	geneza
χάρντι	hardy
κονέκτικατ	connecticut
συνώνυμο	synonym
γυμνή	gol
γυμνή	gola
γυμνή	akt
σαντορίνη	santorini
ηρωίδα	heroine
κέμπριτζ	cambridge
σπανίως	rijetko
αντιβιοτικά	antibiotik
περιμένοντας	čekanje
περιμένοντας	čekajući
περιμένοντας	čeka
περιμένοντας	čekaju
περιμένοντας	čekanja
έντμουντ	edmund
ανατροφή	njeguje
ανατροφή	odgoj
ανατροφή	odgoja
ανατροφή	odgoj
σιωπή	tišina
φτιαγμένο	made
φτιαγμένο	napravio
φτιαγμένο	napravljena
φτιαγμένο	napravljen
φτιαγμένο	napravila
επισκέπτη	posjetilac
ευκολότερη	lakši
ευκολότερη	lakše
θεμελιώδες	temeljnih
θεμελιώδες	fundamentalne
θεμελιώδες	temeljni
αντιβασιλέας	namjesnika
μωρίς	maurice
κάρμεν	carmen
ευελιξία	fleksibilnost
αδένες	žlijezde
αγγείο	brod
εγχώριο	domaće
εγχώριο	domaćem
εγχώριο	domaća
εγχώριο	domaći
ακόλουθοι	sljedbenici
ακόλουθοι	sljedbenika
γρανάδα	granada
τρίχωμα	krzno
ρόμπινσον	robinson
κέιμαν	kajmanska
κέιμαν	caiman
πρόγνωση	prognoze
πρόγνωση	prognoza
πρόγνωση	predviđen
ούγγροι	mađari
ούγγροι	mađarski
μηχάνημα	mašina
μίλα	pričaj
μίλα	razgovara
μίλα	talk
μίλα	govoriti
μίλα	govori
αυξημένο	povećan
αυξημένο	povećana
αυξημένο	povećane
αυξημένο	povećanu
αυξημένο	povećanog
μενέλαος	menelaj
φλόγες	plamen
φλόγες	flames
σπινόζα	spinoza
προσκυνητές	doseljenici
κάτοχοι	vlasnici
κάτοχοι	vlasnike
κάτοχοι	nosioci
νόβα	nova
μαύροι	crnci
πλάσματος	plazma
πλάσματος	plazme
μαρτίν	martine
μαρτίν	martín
αλληλουχία	sekvenciranjem
αλληλουχία	niz
χαραλάμπους	charalambous
φουτεμπόλ	futebol
ασήμι	srebro
μάθιου	matthew
ενεργοί	aktivna
ενεργοί	aktivni
ενεργοί	aktivan
γιοχάνεσμπουργκ	johannesburgu
αρχιμήδη	arhimed
σφόρτσα	sforza
καταργείται	ukinut
καταργείται	ukinuo
γρενάδα	grenada
υπερ	hyper
υπερ	super
άνθρακας	anthrax
άνθρακας	ugalj
άνθρακας	ugljik
διορισμός	termin
διορισμός	termina
διορισμός	imenovanje
διορισμός	nominaciju
διορισμός	nominacija
γενετικά	genetski
γενετικά	genetički
συνδιάσκεψη	konferencija
ανασυγκρότηση	rekonstrukcije
ανασυγκρότηση	rekonstrukcija
ανασυγκρότηση	obnova
ανασυγκρότηση	rekonstrukciju
ανασυγκρότηση	reconstruction
αντιδραστήρα	reaktor
αμερικάνος	američki
αμερικάνος	amerikanac
ερυθραία	eritreja
φωτογραφική	kamera
κροατική	hrvatski
γκέτο	geta
γκέτο	geto
σεξουαλικά	seksualnu
σεξουαλικά	spolno
σεξουαλικά	spolni
σεξουαλικά	seksualna
σεξουαλικά	spolno
δραπέτευσε	pobjegla
δραπέτευσε	pobjegao
πλατφόρμες	platformi
προσελκύει	privlači
προτεκτοράτο	protektorat
μίλος	miloš
διακεκριμένος	istaknuti
εφοδιασμού	snabdijevanje
επιβολής	sprovođenje
επιβολής	provođenje
μελβούρνη	melbourne
υποστηρίχθηκε	podržao
υποστηρίχθηκε	podržali
σκάλες	stepenica
σκάλες	stepenice
στομάχι	želudac
επίκληση	invoking
επίκληση	invoked
καρναβάλι	karneval
μοντάνα	montana
θησαυρό	blago
τότεναμ	tottenham
ορλάντο	orlando
τοξικό	otrovni
οταν	kada
απαιτούμενη	potrebnih
βαρώνος	baron
καθολικούς	katolici
συνεργάζονται	sarađivao
συνεργάζονται	sarađuje
τιβέριος	tiberije
αποσύρει	povuče
άγκυρας	ankara
επιθυμίες	želje
επιθυμίες	želi
επιθυμίες	strastima
επιθυμίες	želje
ψυχολογικό	psihološki
πρακτορείο	agencija
άγγελοι	meleki
άγγελοι	anđeli
άγγελοι	meleka
εξετάσει	smatraju
δουβλίνο	dablinu
λήγει	završava
λήγει	ističe
πιάτα	ploče
πιάτα	jela
ομοφυλοφιλία	homoseksualnost
μπαλέτο	balet
κυρώσεις	kazne
κυρώσεις	sankcija
κυρώσεις	sankcije
μαρίκα	marika
επιτρέπονται	dozvoljena
επιτρέπονται	dozvoljeno
επιτρέπονται	dozvoljen
επιτρέπονται	dozvolio
επιτρέπονται	dozvoljena
νουάρ	noir
πρωτίστως	primarno
πρωτίστως	prevashodno
περιεχόμενα	sadržaj
απουσιάζει	odsutan
κόμισσα	grofica
πιστοποιητικό	certifikat
πυρηνικά	nuklearno
πυρηνικά	nuklearni
πυρηνικά	nuklearna
εγγεγραμμένοι	pretplatnika
οικόπεδο	zavjera
φόρμες	forme
φόρμες	formama
φόρμες	oblici
φόρμες	oblike
κλάσεις	časovi
ποτά	pića
ποτά	pije
δρέσδη	drezden
τζος	josh
σκελετό	kostur
μπαλάντα	balada
εξερευνητές	istraživači
εξερευνητές	istraživača
ρυθμίζει	regulira
ήπιο	blaga
ήπιο	blagi
ήπιο	blaži
ήπιο	blage
πιστά	vjerno
φλοιός	kora
φλοιός	korteks
πολλαπλασιασμός	množenje
αποσύνθεση	propadanja
βιολογικά	biološke
βιολογικά	biološku
βιολογικά	biološki
βιολογικά	biološka
βιολογικά	biološki
βιολογικά	organska
αιτήσεις	aplikacije
αιτήσεις	prijave
αιτήσεις	zahtjevi
αιτήσεις	zahtjeva
περιηγητές	browsers
σλαβικές	slavenska
σλαβικές	slavenskih
σοσιαλιστές	socijaliste
σοσιαλιστές	socijalista
σοσιαλιστές	socijalistima
παπική	papinska
εμμονή	opsesivno
εμμονή	opsesija
εμμονή	opsesije
εμμονή	obsessed
λέστερ	leicester
λέστερ	lestera
λέστερ	lester
κλοπή	krađe
κλοπή	krađa
κλοπή	krade
έμμυ	emi
φιλαρμονική	filharmonija
περίσταση	povod
περίσταση	okolnosti
ρουμάνος	rumunski
δημητριακά	žitarice
κουαρτέτο	kvarteta
κουαρτέτο	kvartet
έλαιο	ulje
πόρο	resurs
μειονότητες	manjine
καρπό	zgloba
ηρεμία	serenity
δεκαεπτά	sedamnaest
τρόπαια	trofeji
θρόνος	prijesto
θρόνος	arš
θρόνος	tronu
θρόνος	tron
θρόνος	trona
κομμουνισμού	komunizam
γκολφ	golf
σωτήριος	sotirios
φλέβες	vene
πρόσθετες	dodatne
πρόσθετες	dodatnih
τάι	tigh
τάι	tai
κατώτερη	donjem
κατώτερη	niže
κατώτερη	niži
λαμπρότητα	briljantnost
αδυναμίες	slabost
αδυναμίες	slabosti
νεύρα	nerava
σώζει	spašava
επα	psc
βαρυτική	gravitaciono
οργανωμένες	organizovana
οργανωμένες	organizovane
οργανωμένες	organizovani
οργανωμένες	organizovano
οργανωμένες	organizovan
λουίζ	louise
λεπτομερείς	detaljan
λεπτομερείς	detaljne
χαμάς	hamas
ετήσιες	godišnjim
ετήσιες	godišnji
ετήσιες	godišnjem
ετήσιες	godišnja
αίρεση	kult
αίρεση	hereza
φερμά	fermat
κυτταρική	ćelijske
κυτταρική	ćelijski
κυτταρική	ćelijska
κυτταρική	ćelijskog
κέρατα	rogova
πληρούν	ispuniti
πωλείται	prodala
πωλείται	prodat
πωλείται	prodao
ανν	anne
ανν	ann
εισαγωγές	uvoz
πατριωτικό	patriotska
εγχειρίδια	udžbenika
εγχειρίδια	udžbenici
ζωγραφίζει	crta
πατινάζ	klizanje
πατινάζ	klizanja
παράδεισος	nebo
παράδεισος	raj
εσπεράντο	esperanto
ελεγχόμενη	kontrolira
ελεγχόμενη	kontrolom
εγγονό	unuk
καμπότζη	kambodža
λαβή	grip
λαβή	drškom
ακεραιότητα	integritet
άφθονο	obilne
γούνα	krzno
δικτάτορας	diktator
συνταγή	recept
παθητική	pasivne
παθητική	pasivno
παθητική	pasivna
μηχανισμών	mehanizmi
μηχανισμών	mehanizama
μεταμόσχευση	transplantacije
μεταμόσχευση	transplantaciju
τέρι	teri
τέρι	terry
καντ	kant
λονγκ	dugi
λονγκ	dug
λονγκ	dugu
λονγκ	long
λονγκ	dugo
ήθος	ethos
ήθος	moral
αγωνία	agonije
αγωνία	anksioznost
αγωνία	napetost
νορβηγικά	norveški
τατιάνα	tatiana
καράβια	brodove
καράβια	brodovi
καράβια	brodovi
καράβια	brodove
καράβια	brodovima
πολιτισμοί	kultura
κόλαση	pakao
κόλαση	pakao
μετάθεση	transfer
μετάθεση	prijenos
πιόνι	pješak
ωκεανία	okeanija
αναστροφή	reverse
αναστροφή	poništenje
γενικευμένη	generalizirani
μπας	bas
σωματίδιο	čestice
σωματίδιο	čestica
αλβανούς	albanci
άνα	ana
έγκυρη	važeći
φρεντερίκ	frederic
φρεντερίκ	frédéric
δούλοι	robovi
δούλοι	robova
βερενίκη	berenice
σερί	ogreb
σερί	cherie
νήμα	nit
πάρις	pariz
πάρις	parrish
πολύβιος	polibije
ουτρέχτη	utrecht
υπεγράφη	potpisan
σαλαντίν	saladin
πεύκα	pines
οικολογική	ekološka
γεωγράφος	geograf
εχθρικό	neprijateljski
εχθρικό	neprijateljskog
μάλαγα	malagi
πόρτσμουθ	portsmouth
μήτρα	materica
μήτρα	matrica
μήτρα	materice
μήτρα	maternici
πηνελόπη	penelope
ρητή	eksplicitni
γιοί	sinovi
γιοί	sinova
αλληλεγγύη	solidarnost
αλληλεγγύη	solidarnosti
αβινιόν	avignonu
θόλος	nišana
θόλος	kupola
αποβλήτων	otpad
επιδόσεων	nastup
κριτές	sudaca
κριτές	sudije
κριτές	suci
μυς	mišići
μυς	mišićima
μυς	mišiće
μυς	mišić
σχηματισμούς	formacija
σχηματισμούς	formacije
τονίζοντας	naglašavajući
μέκκα	mekka
πράκτορα	agens
πράκτορα	agent
περιήγηση	pregledanje
περιήγηση	turneja
περιήγηση	tour
λένα	lena
φορτ	utvrđenje
φορτ	fort
έπιασε	uhvaćen
έπιασε	uhvaćeni
πελάτης	mušterija
πελάτης	klijent
αναγνωρισμένο	priznat
αναγνωρισμένο	priznala
αναγνωρισμένο	priznata
καφενείο	cafe
συμπατριώτες	zemljaka
εξοπλισμένο	opremljen
εξοπλισμένο	opremljena
εξοπλισμένο	opremljeni
βέρνης	berne
ρόνι	ronnie
ρόνι	ronny
δεσπότης	despot
ευκλείδεια	euklidska
φαρμακευτικά	farmaceutska
φαρμακευτικά	pharmaceuticals
λόιντ	lloyd
παίχτες	igrači
μιλ	mlin
μιλ	mill
σεούλ	seulu
κόλιν	colin
κόλιν	kolin
συζύγους	muževima
συζύγους	supružnika
γεωλογική	geološka
προσφορές	promocije
προσφορές	ponude
προσφορές	sporazumi
προσφορές	bavi
προσφορές	dila
προσφορές	ugovori
προσφορές	sporazume
προσφορές	ponude
προσφορές	nudi
κιθ	keith
ικανοποιητική	zadovoljavajući
ικανοποιητική	zadovoljavajuće
πέτροβιτς	petrović
πέτροβιτς	petrović
υπόδειγμα	model
υπόδειγμα	modela
μεταβίβαση	transfer
μεταβίβαση	prijenos
νιάτα	omladina
γκεβάρα	guevara
αγωγιμότητα	provodljivost
ικανοποιητικά	zadovoljavajući
ικανοποιητικά	zadovoljavajuće
ρητό	moto
εσωτερικός	unutrašnje
εσωτερικός	unutrašnja
εσωτερικός	unutrašnji
μόνιμες	trajni
μόνιμες	trajnim
μόνιμες	stalna
μόνιμες	stalne
ρου	rue
ρου	roux
ρου	ru
προσελκύσει	privlače
προσελκύσει	privlačenje
προσελκύσει	privući
αντιθέσεις	kontradikcije
εισόδους	ulaze
δαλματίας	dalmacije
δαλματίας	dalmatinac
χαλίφη	halifa
χέντρικ	hendrik
πεζά	lowercase
ισοδύναμη	ekvivalentni
ισοδύναμη	ekvivalent
αρμονική	harmonijski
ρόμπιν	robin
ρόμπιν	robyn
σωματικά	fizički
συνδεδεμένος	povezani
συνδεδεμένος	povezana
χαμπλ	hubble
πρόλογος	foreword
διείσδυση	infiltracija
εικασίες	špekulacije
εικασίες	špekulacija
εικασίες	špekulacije
προσφέρονται	ponudio
προσφέρονται	ponudila
καταγγελία	tužba
καταγγελία	tužbi
καταγγελία	tužbe
άρρωστος	oboljele
χίμλερ	himmler
τραύματα	povrede
τραύματα	povredama
τραύματα	rane
τραύματα	rana
οργανωτική	organizacioni
οργανωτική	organizacionih
ρύγχος	njuška
σοβαρότητα	ozbiljnost
τοντ	tod
τοντ	toda
αναλογική	proporcionalnih
αναλογική	analogni
περίπτερο	kiosk
έκτος	šesti
έκτος	šestom
λευχαιμία	leukemija
περίγραμμα	contour
εραστής	ljubavnik
εραστής	ljubavnici
εραστής	lover
νήματα	threads
φύλακας	čuvar
φύλακας	guardian
φύλακας	garda
ενωση	savez
ενωση	unija
ενωση	union
ηλεκτρισμού	elektricitet
ηριδανός	eridan
σέπαρντ	šepard
ντέμο	demo
παραρτήματα	aneksa
σύρραξη	sukob
σύρραξη	konflikt
απέσυρε	povukle
απέσυρε	povukla
νικέλιο	nikl
δοε	iea
δοε	ilo
φλοιού	kora
δαρβίνος	darwin
κεραία	vazdušna
κεραία	antenna
φλαμανδική	flamanski
συσσώρευση	napetosti
πάνθεον	pantheon
προγόνων	preci
προγόνων	predak
μαθαίνοντας	učenje
καμπάνα	bell
αυτοκινητόδρομο	autoceste
αυτοκινητόδρομο	freeway
αυτοκινητόδρομο	autoput
σουηδικό	švedski
βοηθητικά	pomoćna
εκπροσωπείται	zastupljena
εκπροσωπείται	predstavljao
εκπροσωπείται	predstavljena
επισκευές	popravke
αναζητήσεις	pretresa
κυνηγοί	lovci
θεωρητικές	teoretski
θεωρητικές	teorijska
γκέτεμποργκ	göteborg
γκέτεμποργκ	göteborg
ίππος	konj
τραγουδώντας	pjevanje
αντικαταστάτης	zamjena
φιλικός	prijateljski
φιλικός	prijateljske
εχθρική	neprijateljski
εχθρική	neprijateljskog
καρέκλα	stolac
καρέκλα	stolica
σωστός	pravilna
εφηβεία	puberteta
εφηβεία	adolescencija
ρίου	ryu
διαθέσιμος	dostupan
διαθέσιμος	dostupno
διαθέσιμος	dostupni
διαθέσιμος	dostupna
διαθέσιμος	raspolaganju
συμβατική	konvencionalna
τιτσιάνο	tizian
κορσικής	korzika
κατάδυση	ronjenju
κατάδυση	dive
τζέρεμι	jeremy
έφεση	žalbi
αστρολογία	znak
ξυλεία	drva
ξυλεία	drvo
χόπκινς	hopkins
βιόλα	viola
αναπόσπαστο	integral
κουρσκ	kurska
τεργέστη	trst
τροποποιήθηκε	modificirana
τροποποιήθηκε	modifikovan
διακόπτεται	prekinuto
θεσμοί	institucije
θεσμοί	institucija
τσακ	chuck
ελέφαντες	slon
ελέφαντες	slonovi
δεκαδικό	decimalna
σεμπαστιάν	sebastian
διπλωματία	diplomatija
σαξόφωνο	sax
σαξόφωνο	saksofon
κεφαλαίο	kapital
δημοκρατικοί	demokrata
δημοκρατικοί	demokrati
δημοκρατικοί	demokrata
μήνυση	tužbu
είδωλο	idol
είδωλο	ikona
χάνα	hannah
χάνα	hana
χάνα	hana
χάνα	hanna
δόρυ	koplje
ανισότητα	nejednakost
γκάμπια	gambia
πολεμώντας	bori
μπαχάμες	bahamas
μπαχάμες	bahama
αυτομάτως	automatski
νταμ	dum
συναγερμός	alarm
όρεξη	apetita
σταθερότητας	stabilnost
στέγαση	stanovanje
στέγαση	stambeni
στέγαση	smještaja
σοκ	šok
θεραπευτικές	terapeutske
σαρτρ	sartre
τέλειο	savršen
τέλειο	savršena
βικιθήκη	wikisource
σύγκλιση	konvergencija
σύγκλιση	konvergencije
σύγκλιση	približavanja
μπέργκμαν	bergman
κέικος	caicos
πρίνστον	princeton
περιοδική	periodnog
αντιμετωπίζοντας	suočava
μελάνι	ink
λιμπερταδόρες	libertadores
τρελός	ludi
τρελός	lude
τρελός	lud
τρελός	ludo
τρελός	mad
μποτ	abbott
μποτ	bot
αλεπού	lisica
αλεπού	fox
τρίο	trio
γιατρούς	doktori
γιατρούς	ljekari
υπονοεί	implicira
υπονοεί	podrazumijeva
αυγό	jaje
αναλήψεως	uzdizanje
δραματικό	dramatičnog
δραματικό	dramatična
δραματικό	dramatičnim
δραματικό	dramatičnu
δραματικό	dramatičan
λινκ	veza
λινκ	link
μόλυνσης	kontaminacija
ρίγα	rigi
εβραίος	jevrejska
εβραίος	jevrejsko
εβραίος	jevrej
εβραίος	jevrejski
εβραίος	jevrej
εβραίος	jevrejka
κεφαλές	glava
μητρώο	registar
μητρώο	registar
απόκρυψη	kriti
προαιρετική	log
εξόριστος	prognan
ημιτελικούς	polufinale
πυραύλους	rakete
πυραύλους	projektila
πυραύλους	projektile
αργιλίου	aluminij
λόχος	kompanija
πιπέρι	biber
μυστικός	tajna
ρονάλντο	ronaldo
γκαμπριέλ	gabrielle
αξιόπιστο	vjerodostojnim
αξιόπιστο	vjerodostojan
αξιόπιστο	pouzdani
αξιόπιστο	pouzdanih
αξιόπιστο	pouzdano
ανακούφιση	olakšanje
καφές	kahva
γουέιν	wayne
εξειδικευμένες	specijalizirane
ακύρωση	otkazivanja
ακύρωση	poništenje
χιου	hugh
εξειδικευμένη	specijalizovani
απόστολοι	poslanike
απόστολοι	poslanici
προμήθεια	komisija
καταθέσει	svjedočiti
καταθέσει	svjedočim
μέρφι	murphy
αληθινά	real
αληθινά	pravi
αληθινά	istinski
γάμοι	brakova
υπόδειξη	tooltip
υδρογονανθράκων	ugljikovodici
επαρκής	adekvatnih
επαρκής	adekvatno
επαρκής	dovoljan
κάννες	kanu
κάννες	kanski
κοπή	rezanje
ταύρο	bik
κυβικά	kubni
κυβικά	kubna
κυβικά	kubični
ψηφοδέλτια	glasačkih
απολαμβάνει	uživa
στρατηγικό	strateške
στρατηγικό	strateška
στρατηγικό	strateški
αλογόνου	halogen
ειρηνικά	mirno
ειρηνικά	miran
ειρηνικά	mirne
ειρηνικά	mirni
γείτονες	susjedima
γείτονες	susjeda
γείτονες	susjedi
γείτονες	susjedima
χάρισον	harrison
παραγωγών	proizvođača
καθαρισμού	čišćenje
βυθίζεται	potonulo
ιώδιο	jod
ιγκόρ	igor
ανδαλουσία	andaluzija
μαρ	mar
ακριβά	skup
ζητείται	zatražio
ζητείται	zatražila
ζητείται	tražio
ανακοινώθηκαν	najavljeno
