ve	and
uşak	servant
uşak	footman
uşak	uşak
uşak	valet
seyahat	travel
seyahat	journey
seyahat	travelling
seyahat	traveling
eric	eric
kod	code
lazım	need
görülebilir	visible
bahşı	district
adnan	adnan
özgürlük	freedom
özgürlük	liberty
müzikal	musical
müzikal	musically
müzikal	musicals
andrew	andrew
kadir	kadir
kadir	qadir
kadir	able
kazakistan	kazakhstan
açıkça	explicitly
açıkça	clearly
hizmetleri	services
stephen	stephen
küre	sphere
küre	globe
küre	orb
kapısı	gate
ton	tonne
ton	tone
ton	tons
ton	ton
bad	bad
kaç	run
şikayet	report
şikayet	complaints
şikayet	complaint
şikayet	reporting
şikayet	complaining
karşılıklı	mutually
karşılıklı	mutual
karşılıklı	reciprocal
öğrenciler	students
viki	viki
herkese	everybody
herkese	everyone
ruh	mood
ruh	soul
ruh	spirit
suç	felony
suç	criminal
suç	crime
kaydetti	listed
kaydetti	noted
kevin	kevin
caddesi	avenue
tepki	react
tepki	reaction
galibiyet	win
galibiyet	wins
elektron	electron
elektron	electronic
planı	plan
küme	cluster
river	river
müze	museum
kökeni	origin
kökeni	origins
bağ	link
bağ	connection
bağ	bond
mars	mars
fabrikası	factory
hill	hill
kullanmak	using
kullanmak	use
kullanmak	redeem
swift	swift
ümit	hope
yazarlar	writers
yazarlar	authors
açılış	opening
liberal	liberal
numarası	number
yunus	dolphin
yunus	porpoise
yunus	yunus
yunus	jonah
yunus	dolphins
kalabalık	crowds
kalabalık	crowd
kalabalık	crowded
kadro	squad
kadro	staff
kablo	wires
kablo	wire
kablo	cables
kablo	cable
beyin	brain
beyin	brains
hikmet	hikmet
hikmet	wisdom
kuzeyde	north
manuel	manuel
manuel	manual
farkı	difference
são	são
bağdat	baghdad
france	france
işık	light
işık	lighting
işık	lights
suudi	saudi
korumak	protecting
korumak	protect
resmen	formally
resmen	officially
geliyor	coming
meydan	challenge
meydan	square
makale	article
makale	articles
politikası	policy
panzer	panzer
maliye	irs
maliye	finance
maliye	treasury
terimi	term
lenin	lenin
bundesliga	bundesliga
örneği	example
yöntem	methodology
yöntem	method
bulunmuş	found
kapsamlı	comprehensive
kapsamlı	extensive
hollywood	hollywood
tarafsız	unbiased
tarafsız	neutral
tarafsız	impartial
yedinci	seventh
college	college
bulmak	finding
bulmak	find
yazıları	writings
sınırı	limit
malzeme	ingredients
malzeme	material
malzeme	materials
malzeme	supplies
malzeme	ingredient
isyan	riot
isyan	uprising
isyan	revolt
isyan	rebellion
isyan	rebel
isyan	mutiny
galip	victorious
galip	winner
galip	victor
aksu	aksu
belirtilen	specified
değişim	transformation
değişim	change
değişim	alteration
hayvanlar	beasts
hayvanlar	animals
hayvanlar	pets
üstü	top
üstü	above
mesafe	distance
mesafe	range
alfred	alfred
acı	pain
acı	bitter
portekizce	portuguese
roger	roger
kıyı	shore
kıyı	coastal
kıyı	coast
mezarlığı	cemetery
mezarlığı	graveyard
asla	never
iptal	cancel
iptal	canceled
iptal	cancelled
iptal	abort
iptal	cancellation
ülkeleri	countries
lady	lady
yasa	law
vol	vol
bireysel	individual
bireysel	individualistic
radio	radio
umut	hopes
umut	hope
ikna	persuasion
ikna	convince
tabanlı	based
kurban	sacrifice
kurban	victim
heinrich	heinrich
dava	case
dava	sue
dava	lawsuit
elazığ	elazığ
önemlidir	important
tayyip	tayyip
gelin	bride
gelin	come
mekanik	mechanics
mekanik	mechanic
mekanik	mechanical
dj	djs
köpek	doggy
köpek	dog
köpek	dogs
koleji	collège
gözden	review
francis	francis
fırat	euphrates
litvanya	lithuania
merhaba	hello
şiddetli	fierce
şiddetli	severe
şiddetli	violent
şiddetli	intense
alex	alex
yazın	write
turan	turan
parçaları	pieces
parçaları	parts
parçaları	bits
ihtiyacı	needs
golden	golden
dişi	feminine
dişi	females
dişi	female
kenan	kenan
pilot	aviator
pilot	pilot
amaç	goal
amaç	purpose
amaç	objective
data	data
ziya	ziya
kurulması	establishment
inceleme	inspection
inceleme	review
inceleme	examination
jim	jim
intihar	suicide
intihar	suicidal
intihar	suicides
tablo	table
tablo	painting
korku	awe
korku	fear
korku	fears
korku	horror
içişleri	interior
kredi	credit
kredi	loan
kredi	credits
nesil	generation
kapı	gate
kapı	door
kapı	doors
rengi	color
rengi	colour
güven	confidence
güven	trust
ikincisi	second
çıkarılan	extracted
ağırlığı	weigh
ağırlığı	weight
kuralları	rules
kuralları	guidelines
sahil	beach
sahil	coast
diller	languages
kafkasya	caucasus
vladimir	vladimir
optik	optical
optik	optics
optik	optic
köken	origin
köken	origins
afyonkarahisar	afyonkarahisar
koyun	sheep
anthony	anthony
karadağ	montenegro
sadık	loyal
sadık	faithful
channel	chanel
channel	channel
part	part
vücut	body
deri	leather
deri	skin
önemi	importance
önemi	significance
düzenlendi	edited
town	town
engin	vast
bursaspor	bursaspor
sandalye	chairs
sandalye	chair
liman	harbor
liman	liman
liman	port
liman	harbour
sağlam	solid
sağlam	robust
sağlam	sturdy
çetin	çetin
diğeri	other
pınar	springs
pınar	fountain
pınar	pinar
anonim	anonymous
kapsayan	covering
tunus	tunisia
tunus	tunisian
tunus	tunis
toplanan	collected
taraflı	biased
mach	mach
sun	sun
rio	rio
süvari	cavalry
süvari	rider
süvari	horseman
sürüm	release
sürüm	version
sürüm	revision
gelişen	thriving
moğol	mongol
moğol	mongolian
atlas	atlas
enerjisi	energy
sokak	street
sokak	streets
sokak	alley
biçimi	format
salih	salih
salih	righteous
salih	sallah
salih	saleh
klibi	clip
karayolu	roadway
karayolu	road
karayolu	highway
sezar	caesar
rose	rose
kraliçe	queen
yahudiler	jews
parlamento	parliamentary
parlamento	parliament
victoria	victoria
yetersiz	insufficient
yetersiz	inconclusive
yetersiz	incompetent
yetersiz	inadequate
artvin	artvin
seni	you
heykel	sculpture
heykel	statue
ivan	ivan
konular	topics
konular	subjects
konular	threads
america	america
süreç	process
süreç	processes
wiki	wiki
kongre	congresses
kongre	congress
kongre	convention
matematiksel	mathematical
down	down
herpetolog	herpetologist
kalite	quality
verilmesi	granting
verilmesi	awarding
bölgeleri	regions
disk	discs
disk	disc
disk	disk
yarımadası	peninsula
yakıt	fuel
fikri	idea
karışık	mixed
karışık	mix
karışık	complex
karışık	complicated
karışık	confused
atletizm	athletics
pkk	pkk
taşı	carry
taşı	move
philadelphia	philly
philadelphia	philadelphia
basınç	pressure
sinir	anger
sinir	nerves
sorunlar	troubles
sorunlar	problems
sorunlar	issues
arkasında	behind
ismet	ismet
referans	references
referans	testimonial
referans	reference
programları	programmes
programları	programs
ulus	nation
karşıya	cross
kitaplar	books
alınır	taken
stratejik	strategically
stratejik	strategic
askerler	troops
askerler	soldiers
fonksiyonu	function
erol	erol
düşer	falls
karşıyaka	karşıyaka
belgrad	beograd
belgrad	belgrade
daire	flat
daire	circle
daire	apartment
daire	apartments
ilişkisi	relationship
taşıma	transportation
taşıma	transporting
taşıma	transport
zonguldak	zonguldak
animasyon	animation
animasyon	animated
cam	glass
cam	cam
old	old
görünür	visible
sicilya	sicily
sicilya	sicilian
haritası	map
makine	machine
makine	machinery
makine	machines
sonsuz	infinite
sonsuz	eternal
sonsuz	endless
napoli	neapolitan
napoli	naples
napoli	napoli
boğazı	strait
boğazı	straits
yağış	rainfall
yağış	precipitation
milano	milan
milano	milano
yazma	write
yazma	typing
yazma	writing
gereksiz	superfluous
gereksiz	unnecessary
gereksiz	redundant
gereksiz	useless
icin	for
fas	morocco
fas	moroccan
hâlâ	still
scorea	scorea
görmek	seeing
görmek	see
grammy	grammy
grammy	grammys
evde	home
ilhan	ilhan
yumurta	eggs
yumurta	egg
network	network
dark	dark
sessiz	muted
sessiz	quiet
sessiz	silence
sessiz	silent
nasa	nasa
antrenör	trainer
antrenör	coach
batıda	west
kare	frame
kare	square
eğlence	fun
eğlence	recreation
eğlence	entertainment
hidrojen	hydrogen
yapay	synthetic
yapay	artificial
sporcu	athlete
sporcu	sportsman
veda	farewell
bakır	copper
jersey	jersey
commons	commons
efes	efes
teksas	tex
teksas	texas
hapis	imprisonment
hapis	jail
hapis	prison
bağlantılı	related
bağlantılı	connected
bağlantılı	linked
long	long
volkan	volcano
volkan	volcanic
sunucu	presenter
sunucu	host
sunucu	server
power	power
gönüllü	volunteers
gönüllü	voluntary
gönüllü	volunteering
gönüllü	volunteer
miktarı	amount
miktarı	quantity
ekip	crew
ekip	squad
ekip	team
maçlar	matches
maçlar	games
brezilyalı	brazilian
topçu	artillery
topçu	gunner
mahkeme	court
mahkeme	courtroom
mahkeme	courts
kolayca	easily
michel	michel
parçalar	chunks
parçalar	parts
parçalar	components
yoğunluğu	intensity
yoğunluğu	density
tuna	tuna
tuna	danube
serie	serie
görüldü	spotted
görüldü	sighting
görüldü	seen
vii	vii
wilson	wilson
hoca	teacher
hıristiyan	christian
hıristiyan	christians
disney	disney
dik	sew
dik	steep
yapılar	structures
vize	visas
vize	visa
müdür	director
müdür	manager
müdür	warden
müdür	principal
doğuda	east
günleri	days
kahire	cairo
peru	peruvian
peru	peru
gaga	beaks
gaga	gaga
prusya	prussia
prusya	prussian
kart	cards
kart	kart
kart	card
sayıları	numbering
mükemmel	perfect
mükemmel	excellent
karşıtı	anti
samuel	samuel
varlık	presence
varlık	assets
varlık	asset
varlık	entity
çoban	shepherd
çoban	shepherds
selanik	thessaloniki
arkadaş	friends
arkadaş	friend
band	band
frankfurt	frankfurt
portal	portals
portal	portal
kural	rules
kural	rule
gürcü	georgian
ansiklopedi	encyclopedia
felsefesi	philosophy
görünümü	appearance
görünümü	view
gerilim	tension
gerilim	suspense
gerilim	voltage
gerilim	thriller
trafik	traffic
hikâye	story
dance	dance
kafkas	caucasian
jan	jan
konuşan	talking
konuşan	speaking
einstein	einstein
bebek	baby
bebek	babe
bebek	doll
radikal	radical
ipek	silk
ipek	silks
dinamo	dynamo
luis	luis
ittifak	alliance
günler	days
hong	hong
bölgeler	regions
bölgeler	districts
bölgeler	zones
bölgeler	areas
muharebe	battle
muharebe	combat
halep	aleppo
euro	eur
euro	euros
euro	euro
dere	creek
dere	stream
deneysel	experimental
duran	duran
rahatsız	uncomfortable
rahatsız	annoyed
rahatsız	disturbed
miller	miller
samsunspor	samsunspor
haftalık	week
haftalık	weekly
halife	caliph
halife	khalifa
grafik	graph
grafik	graphic
grafik	chart
grafik	graphics
turnuvası	tournament
bit	bit
bit	lice
hayal	daydreaming
hayal	imagination
hayal	imagine
hayal	dream
inci	pearl
inci	pearly
inci	pearls
negatif	negative
negatif	negatives
yıldızlar	stars
turnuva	tournament
turnuva	tournaments
okudu	studied
stalin	stalin
hasta	patient
hasta	patients
hasta	sick
takma	nickname
evrensel	universality
evrensel	universal
evrensel	global
evrensel	cosmic
konstantin	constantine
taarruz	assault
rick	rick
sıfır	zero
sıfır	null
emek	labour
emek	effort
emek	labor
yazılar	articles
yazılar	writings
sulama	irrigation
sulama	watering
amsterdam	amsterdam
avni	avni
açan	blossoming
açan	blooming
klavye	keyboards
klavye	keyboard
cuma	friday
cuma	fridays
usta	master
sanal	virtual
post	post
kerem	kerem
ilham	inspirations
ilham	inspire
ilham	inspired
ilham	muse
ilham	inspiration
division	division
arsenal	arsenal
kukla	dummy
kukla	puppets
kukla	puppet
bahar	spring
bahar	bahar
bahar	springtime
bahar	spice
düzeni	formation
düzeni	layout
sıkı	tight
hürriyet	freedom
hürriyet	liberty
newton	newtons
newton	newton
yarısı	half
yerleşik	resident
yerleşik	established
yerleşik	sedentary
vatan	motherland
vatan	vatan
vatan	fatherland
vatan	homeland
vatan	country
sergi	exhibit
sergi	exhibition
faydalı	useful
faydalı	helpful
kazan	win
kazan	earn
kazan	boiler
kazan	kazan
uygulamaları	applications
uygulamaları	practices
uygulamaları	apps
korsanlık	piracy
gri	gray
gri	greys
gri	grey
yedek	spare
yedek	reserve
yedek	backup
linux	linux
ilaç	medicine
ilaç	pharmaceutical
ilaç	medicines
ilaç	drug
ilaç	pharmaceuticals
playstation	playstation
christopher	christopher
ürünler	items
ürünler	goods
ürünler	products
kong	kong
olağanüstü	extraordinary
olağanüstü	exceptional
olağanüstü	phenomenal
olağanüstü	outstanding
euroleague	euroleague
yaralı	injured
yaralı	wounded
sözcük	word
gray	gray
gene	again
gene	gene
yay	spring
yay	spread
yay	arc
yay	sagittarius
yay	bow
patrick	patrick
hop	hop
light	light
geliştirilmiş	improved
geliştirilmiş	enhanced
geliştirilmiş	developed
kardeşler	sisters
kardeşler	siblings
kardeşler	brothers
evren	universe
evren	cosmos
ücretsiz	free
muhtar	mukhtar
oluşturmak	create
girls	girls
family	family
hasar	damaged
hasar	damage
hasar	damages
bisiklet	bikes
bisiklet	cycling
bisiklet	bicycles
bisiklet	bike
bisiklet	bicycle
özellik	feature
özellik	property
organik	organic
kriterleri	criteria
fizikçi	physicist
deli	insane
deli	crazy
deli	nuts
deli	mad
bilinmeyen	unknown
güreş	wrestling
mezar	tomb
mezar	graves
mezar	grave
said	saeed
said	saïd
said	sayid
super	super
limanı	harbour
dave	dave
faaliyetleri	activities
karaman	karaman
apple	apple
ok	arrow
potter	potter
av	hunt
av	prey
av	hunting
koca	husband
bank	bank
bank	bench
yayıncılık	publishing
yayıncılık	publication
valiliği	governorship
kopya	copied
kopya	copy
keşif	exploring
keşif	recon
keşif	explore
keşif	exploration
keşif	reconnaissance
keşif	discovery
araba	car
araba	cart
araba	cars
tenis	tennis
hal	hal
müdahale	interference
müdahale	intervention
politikacı	politicians
politikacı	politician
elbette	sure
hip	hip
protein	protein
protein	proteins
ryan	ryan
mutlak	absolute
değiştirme	changing
değiştirme	replacement
değiştirme	change
değiştirme	replace
henri	henri
kuramı	theory
soru	question
soru	questions
kurak	arid
sözleşmesi	contract
ren	wren
ren	ren
ren	rhine
açıklandı	announced
yararlı	useful
yararlı	helpful
gönderdi	sent
jon	jon
değişir	depends
değişir	varies
veli	parent
veli	veli
saadet	bliss
cezası	penalty
cezası	punishment
sayfaları	pages
jane	jane
sudan	sudan
sudan	sudanese
jason	jason
lake	lake
konum	position
konum	location
akıl	mind
columbia	columbia
indiana	indiana
yön	direction
tavsiye	advice
tavsiye	recommend
tavsiye	recommendation
tavsiye	recommended
örnekler	examples
örnekler	samples
yöneticisi	admin
yöneticisi	manager
mac	mac
free	free
görünüm	outlook
görünüm	appearance
görünüm	display
görünüm	view
faruk	faruk
detaylı	detailed
detaylı	detail
görünen	appearing
ahşap	wooden
ahşap	woodwork
ahşap	wood
ahşap	timber
tekirdağ	tekirdağ
chelsea	chelsea
osmanlılar	ottomans
köşe	column
köşe	corner
köşe	corners
motoru	engine
oğulları	sons
bayern	bayern
emniyet	safety
perde	curtain
perde	veil
perde	curtains
vandalizm	vandalism
caz	caz
caz	jazz
yeraltı	underground
yeraltı	subterranean
yeraltı	underworld
resimler	images
resimler	pictures
resimler	paintings
resimler	photos
leo	leo
çekilmiş	drawn
çekilmiş	withdrawn
timur	timur
yapılabilir	doable
otto	otto
teorik	theoretical
müttefik	allied
müttefik	allies
müttefik	ally
diego	diego
yakınında	near
yakınında	nearby
yüzü	face
gelişim	development
gelişim	progress
gelişim	improvement
şiddet	violence
şiddet	violent
rica	request
rica	rica
endonezya	indonesian
endonezya	indonesia
jay	jay
journal	journal
bulut	clouds
bulut	cloud
horasan	khorasan
çoklu	multi
çoklu	multiple
belirtir	specifies
sürgün	exile
sürgün	deportation
sürgün	exiled
sürgün	banished
sürgün	banishment
ekmek	bread
franz	franz
allen	allen
feat	feat
yüzlerce	hundreds
devamlı	continuous
yayınlanmış	published
yazları	summers
kadıköy	kadıköy
houston	houston
personel	personnel
personel	staff
tehlikeli	dangerous
las	las
ortam	atmosphere
ortam	medium
ortam	media
ortam	environment
ortam	ambient
saf	naive
saf	sheer
saf	pure
elemeleri	qualification
kaza	accident
kaza	crash
kaza	accidental
kaza	accidents
kalıcı	permanent
kalıcı	permanently
kalıcı	persistent
kalıcı	lasting
kimlik	identification
kimlik	identity
paulo	paulo
paulo	paolo
görevleri	duties
görevleri	roles
görevleri	quests
şube	branch
rap	raps
rap	rapper
rap	rapping
rap	rap
isyanı	revolt
isyanı	rebellion
eleştiriler	criticism
eleştiriler	criticisms
eleştiriler	critics
phoenix	phoenix
sait	sait
ikincil	secondary
bruce	bruce
shakespeare	shakespeare
duvar	wall
duvar	walls
libya	libyan
libya	libya
tuz	saline
tuz	salt
açar	opens
çankırı	çankırı
ayrılmış	separated
ayrılmış	reserved
kolombiya	columbia
kolombiya	colombia
formula	formula
sayılar	digits
sayılar	numerals
sayılar	figures
sayılar	numbers
deprem	earthquake
deprem	quake
deprem	earthquakes
kullanılmış	used
filozof	philosopher
çekim	shoot
çekim	attraction
çekim	shooting
çekim	filming
inc	inc
kavram	concept
kavram	notion
kuvvetler	forces
davis	davis
jimmy	jimmy
köylü	villager
köylü	peasant
köylü	peasants
party	party
yelken	sail
yelken	sails
yelken	sailing
divan	diwan
gönderilen	submitted
gönderilen	sent
zemin	ground
zemin	floors
zemin	floor
kurgusal	fictional
kurgusal	fiction
önder	leader
değerleri	values
mektup	letters
mektup	letter
tim	tim
mil	mile
mil	miles
mil	mil
mil	mileage
senin	yours
senin	your
kamera	camera
kamera	camcorder
albay	colonel
köln	cologne
uzman	specialist
uzman	experts
uzman	expert
anderson	anderson
doctor	doctor
das	das
yazmaya	writing
imha	annihilation
imha	destruct
imha	destroyed
imha	extermination
imha	destruction
muş	moose
muş	mus
donanma	navy
donanma	armada
donanma	naval
but	thigh
mini	mini
mini	minis
metro	subway
metro	metro
değişiklikleri	changes
kaldırıldı	removed
istatistik	statistics
istatistik	stats
istatistik	statistic
bütçe	budgeting
bütçe	budget
baz	base
baz	baz
konuşulan	spoken
uruguay	uruguay
sibirya	siberian
sibirya	siberia
cok	very
petersburg	petersburg
fernando	fernando
ayakta	outpatient
örnekleri	examples
örnekleri	samples
eren	eren
cephe	front
cephe	facade
cephe	façade
cephe	facades
sıkça	frequently
sıkça	often
boks	boxing
kamil	kamil
programlama	programming
tarımsal	agricultural
tarımsal	agriculture
yaprak	sheet
yaprak	leaves
yaprak	leaf
ifadesi	expression
ifadesi	testimony
kırsal	countryside
kırsal	rural
akın	akin
sevgili	dear
sevgili	lovers
sevgili	beloved
sevgili	lover
parlamentosu	parliament
tahmini	estimate
tahmini	estimated
tahmini	prediction
tahmini	estimation
twitter	twitter
diplomatik	diplomatic
üzüm	grape
üzüm	vines
üzüm	grapes
maksimum	max
maksimum	maximum
hatalı	incorrect
hatalı	erroneous
hatalı	inaccurate
terfi	promotion
elektromanyetik	electromagnetic
analiz	analytics
analiz	analysis
portakal	orange
portakal	oranges
izlanda	iceland
beste	compose
guy	guy
gövde	hull
gövde	torso
gövde	trunk
galler	welsh
galler	wales
ekran	screen
ekran	monitor
ekran	display
harris	harris
biyolojik	biological
ata	assign
ata	ata
karbon	carbon
biçim	style
biçim	form
biçim	format
biçim	shape
esc	esc
baraj	dam
baraj	dams
mühendis	engineer
kaynaklı	welded
gen	gene
gen	gen
gen	genes
parçacık	snippet
parçacık	widget
parçacık	particle
editör	editor
editör	editorial
johnny	johnny
rakibi	competitor
rakibi	rival
rakibi	opponent
malta	maltese
malta	malta
open	open
arif	arif
moda	fashion
ikamet	resident
ikamet	residence
ikamet	residential
yangın	fire
yangın	fires
çince	chinese
sanatçılar	performers
sanatçılar	artists
napolyon	napoleonic
napolyon	napoleon
murad	murad
tıbbi	medicinal
tıbbi	medical
çekirdek	core
çekirdek	nucleus
çekirdek	kernel
problem	problem
op	kiss
dışarı	outside
dışarı	out
kanlı	gory
kanlı	bloody
howard	howard
sözlük	glossary
sözlük	dictionaries
sözlük	vocabulary
sözlük	dictionary
yolculuk	traveling
yolculuk	travel
yolculuk	journey
yolculuk	ride
yolculuk	trip
virginia	virginia
saldırıya	attacked
havaalanı	airport
havaalanı	aerodrome
katkıları	contributions
psikolojik	psychological
sony	sony
alayı	regiment
alayı	procession
billy	billy
kanadalı	canadian
ilgisi	relevance
queen	queen
kol	column
kol	arm
kol	sleeve
sayısal	computational
sayısal	numerical
sayısal	numeric
sayısal	digital
andré	andre
andré	andré
sebze	vegetable
sebze	vegetables
potansiyel	potential
potansiyel	potentially
douglas	douglas
nick	nick
detroit	detroit
saniye	seconds
saniye	sec
teklifi	proposal
teklifi	offer
direkt	direct
direkt	directly
dream	dream
şekil	shapes
şekil	shape
kapasitesi	capacity
kapasite	capacity
kalıntıları	remains
kalıntıları	remnants
victor	victor
claude	claude
pro	pro
oyu	adv
eşcinsel	homosexual
eşcinsel	gay
gordon	gordon
sevgi	love
sevgi	affection
hit	hits
hit	hit
kolej	college
stade	stade
gold	gold
kelly	kelly
alevi	flame
şehirleri	cities
gösteri	showcase
gösteri	show
gösteri	exhibition
gösteri	performance
gösteri	demonstration
artış	increase
yumuşak	smooth
yumuşak	soft
yumuşak	squishy
alfabesi	alphabet
alfabesi	alphabets
dinsel	religious
sıralaması	ranking
örgüt	organisation
örgüt	organization
kedi	cats
kedi	kitty
kedi	feline
kedi	cat
jandarma	gendarmerie
çekoslovakya	czechoslovakia
çekoslovakya	czechoslovak
uyarı	warning
uyarı	alerts
uyarı	alert
mühendisi	engineer
çekici	tow
çekici	hammer
çekici	attractive
çekici	charming
ankaragücü	ankaragücü
baskın	dominant
baskın	raid
baskın	raids
hazar	caspian
miami	miami
egemen	sovereign
nil	nil
nil	nile
güvenli	safe
güvenli	secure
kuzeybatı	northwestern
kuzeybatı	northwest
benjamin	benjamin
konuları	topics
acil	urgent
acil	emergency
orkestrası	orchestra
ernst	ernst
august	august
subay	officer
subay	officers
estadio	estadio
konferans	conference
konferans	lecture
konferans	conferences
lawrence	lawrence
atlético	atlético
viii	viii
steven	steven
pdf	pdf
alp	alps
alp	alpine
kömür	coal
kömür	coals
kömür	charcoal
arkadaşlar	friends
ramazan	ramadan
tanıtım	introduction
tanıtım	promotion
tanıtım	promote
tanıtım	presentation
okyanus	oceanic
okyanus	ocean
eliptik	elliptical
duyurdu	announces
duyurdu	announced
melek	angelic
melek	angel
melek	melek
rahat	cozy
rahat	relaxed
rahat	comfy
rahat	comfortable
mario	mario
ah	ouch
moore	moore
ihlali	violation
ihlali	breach
ihlali	infringement
endüstri	industries
endüstri	industry
endüstri	industrial
giovanni	giovanni
rakip	competitor
rakip	rival
rakip	competition
rakip	rivals
rakip	competitors
rakip	opponent
protesto	protesting
protesto	protest
protesto	protests
değiştirildi	changed
değiştirildi	modified
platform	platform
ini	lair
ini	ini
just	just
utc+	utc+
anahtar	keys
anahtar	key
japonca	japanese
seviye	levels
seviye	level
gönül	heart
uluslar	nations
johann	johann
arkeolojik	archeological
arkeolojik	archaeological
bayanlar	ladies
harf	letters
harf	letter
başrol	leading
başrol	starring
robin	robin
keman	violinist
keman	violin
keman	fiddle
vakit	time
osaka	osaka
yollar	paths
yollar	ways
yollar	roads
hollandalı	dutchman
hollandalı	dutch
gündüz	day
gündüz	daytime
say	count
iso	iso
diş	dental
diş	tooth
diş	dis
blok	bloc
blok	blocks
blok	block
seven	seven
seven	loving
şehit	martyrs
şehit	martyr
şehit	martyrdom
şehit	shaheed
ilave	addition
ilave	additional
gemileri	ships
merceksi	lenticular
bernard	bernard
prag	prague
arpa	barley
kongo	congo
hesap	calculation
hesap	account
hesap	accounts
hesap	math
andy	andy
menon	menon
köle	slave
köle	slaves
sekizinci	eighth
havacılık	aeronautical
havacılık	aviation
havacılık	aerospace
havacılık	aeronautics
iskoç	scots
iskoç	scotch
iskoç	scottish
firma	firm
firma	company
sundu	presented
alıyor	taking
maliyeti	cost
maliyeti	costs
değişken	variable
değişken	variables
değişken	changeable
sayfalar	pages
borussia	borussia
cat	cat
mod	mode
mod	mod
yorumlar	reviews
yorumlar	comments
kızılderili	indian
yüklü	installed
yüklü	loaded
izleyen	watching
kayıtları	records
kayıtları	logs
kayıtları	registrations
reis	earl
reis	chief
reis	chieftain
reis	reis
komuta	command
komuta	conn
slovenya	slovenia
sıralama	ranking
sıralama	sorting
sıralama	rankings
sıralama	rank
sıralama	ranked
gelişmeler	advances
gelişmeler	improvements
gelişmeler	developments
estonya	estonia
senato	senate
kuşlar	birds
alçak	despicable
alçak	scoundrel
alçak	low
monte	monte
isveçli	swedish
isveçli	swede
illinois	illinois
yaralandı	injured
yaralandı	wounded
michigan	michigan
tl	usd
maya	maya
maya	yeast
soyadı	surname
toronto	toronto
heykeli	statue
fındık	snowy
fındık	nut
fındık	hazelnuts
fındık	nuts
fındık	hazelnut
avukat	counselor
avukat	attorney
avukat	advocate
avukat	lawyer
avukat	solicitor
arşivi	archive
boyut	dimension
boyut	size
islami	islamic
islami	islami
sayfaya	page
önlemek	preventing
önlemek	prevent
önlemek	prevention
mahkûm	inmate
mahkûm	prisoner
mahkûm	convict
gezegen	planet
şerif	sharif
şerif	marshal
şerif	sheriff
üçlü	threesome
üçlü	trio
üçlü	triple
üçlü	triad
getirmek	bringing
işleme	processing
işleme	machining
notlar	notes
notlar	grades
ilkokul	elementary
nerede	where
aux	aux
filme	filmed
earth	earth
inanç	faith
inanç	belief
ekleme	adding
ekleme	adds
ekleme	add
ekleme	insertion
konfederasyon	confederation
konfederasyon	confederate
garip	awkward
garip	strange
garip	weirdo
garip	weird
garip	odd
garip	bizarre
minnesota	minnesota
heyeti	delegation
mit	mit
mit	myth
mit	mlt
kişiliği	personality
uygulamaya	implement
çalışmak	studying
çalışmak	work
çalışmak	working
gitmek	going
gitmek	leaving
alay	sarcasm
alay	regiment
alay	regimental
alay	mock
alay	tease
lara	lara
düet	duet
kum	sand
kum	kum
ist	ist
empire	empire
cüce	midget
cüce	dwarf
cüce	gnome
edit	edit
özbekistan	uzbekistan
ham	raw
ham	ham
köylüler	villagers
köylüler	peasants
belge	document
belge	documentation
ruslar	russians
tapınağı	temple
three	three
elma	apple
elma	apples
nur	light
nur	nur
nur	noor
çıkarıldı	removed
gitarist	guitarist
gezi	trip
gezi	excursions
gezi	excursion
gezi	sightseeing
kaplı	covered
kaplı	coated
temiz	clear
temiz	clean
muhteşem	awesome
muhteşem	amazing
muhteşem	gorgeous
başlattı	launches
başlattı	launched
töreni	ceremony
güneybatı	southwestern
güneybatı	southwest
marc	marc
bitlis	bitlis
yaban	wild
boya	paint
boya	dye
burdur	burdur
yemen	yemen
yemen	yemeni
gümrük	customs
doğrusal	linear
doğrusal	linearly
türler	genres
türler	species
türler	types
başarılar	achievements
başarılar	successes
başarılar	accomplishments
başarılar	success
uyuşturucu	drugs
uyuşturucu	dope
uyuşturucu	drug
uyuşturucu	narcotic
politikaları	policies
emri	edict
besin	nutrient
besin	nutrition
marcus	marcus
floransa	florence
uyumlu	compatible
demirel	demirel
yönetilen	moderated
yönetilen	managed
digital	digital
antalyaspor	antalyaspor
şeytan	demon
şeytan	devil
şeytan	satan
şeytan	evil
tatar	tatar
type	type
unesco	unesco
aksi	grumpy
başarıyla	successfully
başlıklı	titled
başlıklı	hood
öteki	other
tesisleri	facilities
lincoln	lincoln
lakers	laker
lakers	lakers
vakıf	foundation
russell	russell
katliamı	massacre
eleştiri	criticism
eleştiri	critic
kiev	kiev
nijerya	nigeria
nijerya	niger
gine	guinea
terör	terror
terör	terrorism
terör	terrorist
corporation	corporation
araçlar	vehicles
araçlar	tools
bakım	maintenance
bakım	care
ani	ani
otel	motel
otel	hotel
otel	hotels
tanımı	definition
massachusetts	massachusetts
anıt	memorial
anıt	monument
talk	talk
talk	talc
rekabet	competitiveness
rekabet	rivalry
rekabet	competitive
rekabet	competition
harika	great
harika	awesome
harika	amazing
harika	wonderful
balina	whales
balina	whale
balina	orca
prince	prince
bürokrat	bureaucrat
wayne	wayne
box	box
matt	matt
gerçekleştirdi	performed
askerlik	military
sahipleri	owners
çıplak	naked
çıplak	nude
philip	philip
hamburg	hamburg
sağlıklı	healthy
