лед	קרח
едмунд	אדמונד
астрологија	אסטרולוגיה
допира	נוגע
допира	נגיעות
конечна	סופית
конечна	סופי
конечна	סופיות
конечна	גמר
решен	פתור
решен	נפתר
решен	נפתרה
решен	פתרתי
решен	פתור
решен	פתר
решен	נפתר
решен	נפתרה
решен	נקבע
решен	שנקבע
решен	נחוש
градината	הגינה
градината	גן
градината	הגן
градината	גינה
кембел	קמבל
кембел	קמפבל
сопствено	משל
сопствено	מנהג
блага	מתון
пијанист	פסנתרן
слушнал	שמעתי
слушнал	שמע
слушнал	שמעה
рај	עדן
рај	הייבן
лови	האנט
мина	מינה
комбинира	משלב
комбинира	לשלב
полнење	מילוי
полнење	להטעין
апостолски	האפוסטולית
предизвици	אתגרים
грип	שפעת
грип	שפעת
кражба	גניבה
кражба	גניבה
цитати	ציטוטים
цитати	ציטוטים
дрвен	מעץ
петко	פטקו
примарно	ראשוני
примарно	עיקרי
примарно	ראשי
примарно	העיקרי
наеднаш	לפתע
наеднаш	פתאום
нло	עב
партиите	מפלגות
партиите	מסיבות
муса	מוסא
фрост	כפור
фрост	פרוסט
робертс	רוברטס
добивајќи	מקבל
добивајќи	מקבלת
добивајќи	קבלת
декрет	צו
фати	לתפוס
фати	תפוס
фати	תפיסה
фати	מלכוד
индустри	תעשיות
твен	טווין
полицаец	שוטר
полицаец	שוטרת
полицаец	קצינה
полицаец	שוטר
полицаец	קצין
полицаец	שוטרת
полицаец	שוטר
плејофот	הפלייאוף
кант	קאנט
бременост	היריון
бременост	הריון
точност	הסדירות
точност	הדיוק
точност	דיוק
процедура	נוהל
процедура	הליך
агресија	התוקפנות
агресија	תוקפנות
заштитена	מוגן
заштитена	מוגנים
заштитена	מוגנת
заштитена	המוגן
оцени	הציונים
оцени	ציונים
необично	חריגה
необично	חריג
погреб	קבורה
погреб	לוויה
погреб	הלוויה
течна	נוזלי
течна	נוזל
авив	aviv
авив	אביב
намери	כוונות
намери	כוונה
намери	כוונת
трајан	טראיאן
кош	סל
олимпијадата	האולימפיים
хајзенберг	הייזנברג
замисла	רעיון
замисла	מושג
позајмица	הלוואה
позајмица	לווה
леоне	לאונה
леоне	ליאונה
дозволувајќи	המאפשרת
крос	צלב
крос	קרוס
крос	הצלב
атила	אטילה
минесота	מינסוטה
зајакнување	לחיזוק
зајакнување	לחזק
зајакнување	הגדל
зајакнување	חיזוק
зајакнување	קדמי
зајакнување	שיפור
изминатите	העבר
изминатите	עבר
татари	טטרים
белизе	בליז
марков	מרקוב
алгоритми	אלגוריתם
алгоритми	אלגוריתמים
трагедија	טרגדיה
заштитува	להגן
посветено	מסורה
посветено	מסור
посветено	הקדיש
посветено	מוקדש
посветено	מסורה
посветено	ייעודי
шефилд	שפילד
опит	ניסוי
претставено	ייצג
претставено	הוצג
преден	קדמי
преден	החזית
преден	חזית
преден	לחזית
корисен	שימושית
корисен	מועיל
корисен	שימושיות
корисен	שימושיים
корисен	שימושי
внатрешност	פנים
картагина	קרתגו
клара	קלרה
клара	קלרה
образовна	חינוכית
образовна	חינוכי
парфеми	בשמים
сокол	פאלקון
сокол	פלקון
сокол	בז
сокол	הנץ
сокол	הוק
сокол	נץ
вермонт	ורמונט
доналд	דונלד
остаток	משקעים
остаток	שארית
остаток	משקע
остаток	שאריות
остаток	שריד
одбила	סירבה
одбила	סרבו
одбила	סירבו
одбила	סרב
одбила	סירב
сида	איידס
нео	ניאו
нео	ניו
нео	נאו
матрица	מטריקס
матрица	מטריצה
амам	חמאם
состави	הידור
данило	דנילו
копнени	ארצי
поетска	פיוטי
поетска	פואטי
атлетичар	אתלט
атлетичар	ספורטאי
пожари	שריפות
марфи	מרפי
марфи	מורפי
отстранет	הוסר
отстранет	הוסרה
отстранет	הוסרו
трска	ריד
фонтана	מזרקה
фонтана	מעיין
лира	לירה
очекувањата	ציפיות
очекувањата	תקוות
очекувањата	הציפיות
дефицит	גירעון
објаснувања	הסברים
лековити	רפואי
координација	תיאום
фарма	חוות
фарма	חווה
мускул	שרירים
мускул	שריר
шестото	שישי
шестото	שישית
шестото	השישית
шестото	השישי
марта	מרטה
марта	מרתה
марта	מרתה
милијарда	ביליון
милијарда	מליארד
милијарда	מיליארד
отпад	גרוטאות
отпад	פסולת
отпад	לבזבז
отпад	בזבוז
лили	לילי
лили	לילי
сенат	הסנאט
глен	גלן
глен	גלן
додели	להקצות
додели	הקצאת
провери	בדוק
абрахам	אברהם
комерцијално	מסחרית
комерцијално	מסחרי
комерцијално	פרסומת
датотеки	קבצים
датотеки	תיקים
повреден	נפצעו
повреден	פצוע
повреден	פצועים
повреден	נפצע
повреден	פצועה
повреден	נפגע
повреден	לפגוע
пијалак	שתייה
пијалак	משקה
пијалак	שתה
суштински	ליבה
суштински	ליבת
суштински	הליבה
суштински	הכרחי
суштински	חיוניות
суштински	חיונית
суштински	חיוני
трошок	הוצאות
трошок	הוצאה
потенцијално	פוטנציאלית
потенцијално	פוטנציאלי
поттикнување	הסתה
поттикнување	ההסתה
граѓанско	אזרחי
граѓанско	אזרחית
граѓанско	סיוויק
вертикално	אנכי
вертикално	אנכית
вертикално	אנכי
вертикално	אנכית
јоркшир	יורקשייר
холидеј	הולידיי
субјект	נושא
неопходна	הכרחית
неопходна	נחוץ
неопходна	הכרחית
неопходна	הכרחי
неопходна	נחוצה
неопходна	צורך
облечени	לבוש
облечени	לבושה
печати	הדפס
печати	הדפסה
печати	חותמות
раул	ראול
раул	ראול
раул	ראול
тапанарот	המתופף
тапанарот	מתופף
алги	אצות
алги	אצות
заклучува	מסכם
хектор	הקטור
искористена	משומש
искористена	בשימוש
добротворни	צדקה
тера	טארה
тера	טרה
георгиј	גאורגי
шпекулации	הספקולציות
прст	האצבע
прст	אצבע
форт	מבצר
форт	פורט
темел	הקרן
темел	קרן
прибор	ערכה
прибор	קיט
забрани	האיסור
забрани	איסור
забрани	באן
забрани	אסר
забрани	נאסר
прекрасен	נפלאים
прекрасен	נפלא
прекрасен	לתפארת
прекрасен	נפלאה
харолд	הארולד
харолд	הרולד
хаваи	הוואי
декорација	קישוט
техничар	טכנאי
техничар	טק
