ofiarą	áldozat
zawarty	tartalmazta
zawarty	tartalmazott
wymagane	igényelt
wymagane	kérte
wymagane	kért
wymagane	szükséges
metry	méter
metry	méter
bit	bites
bit	kicsit
toma	toma
bomba	bomba
tunelu	alagút
ekspertów	szakértők
ekspertów	szakember
ekspertów	szakértő
sparta	spárta
misjonarz	misszionárius
dorosłe	felnőtt
dorosłe	felnőtteknek
dorosłe	felnőttek
ściana	wall
ściana	fali
ściana	falat
ściana	fal
newton	newton
pzl	pzl
pliki	akták
pliki	fájlok
personelu	személyzet
personelu	alkalmazottak
personelu	személyzet
personelu	munkatársak
con	átverés
con	con
tylny	hátsó
wiązanie	kötés
wiązanie	kötelező
wiązanie	kötés
wiązanie	kötvény
wiązanie	kötelék
wiązanie	bond
liverpool	liverpool
emanuel	emanuel
dublin	dublini
dublin	dublin
przeglądu	felülvizsgálat
przeglądu	kritika
teoretyk	teoretikus
andre	andre
andre	andré
andre	andre
andre	andré
tymczasowego	ideiglenes
niebie	mennyben
niebie	mennyország
niebie	menny
niebie	égbolt
niebie	sky
niebie	ég
nocny	éjszakai
nocny	éjjeli
nocny	éj
nocny	este
nocny	éjjel
nocny	éjszaka
gleb	talaj
umysłu	elme
josh	josh
gwatemali	guatemala
gwatemali	guatemalai
zastrzeżenia	fenntartások
zastrzeżenia	ellenvetés
zastrzeżenia	kifogások
sądy	igazságszolgáltatás
sądy	bíróságok
jasności	egyértelműség
jasności	fényerő
traktowane	kezelt
sobota	szombati
sobota	szombaton
sobota	szombat
zajęte	elfoglalt
zajęte	megszállt
zajęte	foglalt
zajęte	elfoglalt
wrogów	ellenségek
wrogów	ellenségei
wrogów	ellenség
zaleca	ajánl
zaleca	ajánlja
chirurgii	műtét
chirurgii	sebészet
chirurgii	sebészi
chirurgii	sebészeti
uczucia	érzéseit
uczucia	érzések
uczucia	érzelmek
rolnej	agrár
elektronów	elektron
nintendo	nintendo
filozoficzne	filozófiai
armstrong	armstrong
cezar	cézár
cezar	caesar
klasycznego	klasszikus
podłogi	padlót
podłogi	padló
podłogi	padló
komety	üstökös
komety	üstökösök
lahti	lahti
boca	boca
piasku	homok
oznaczone	megjelöltek
oznaczone	megjelölt
oznaczone	jelölt
oznaczone	megjelöltek
oznaczone	megjelölt
oznaczone	megjelölve
kota	kota
nestor	nestor
sodu	nátrium
leśnictwa	erdészeti
tempo	lépést
tempo	tempó
językowej	nyelvi
konfrontacji	konfrontáció
konfrontacji	összecsapás
konfrontacji	konfrontáció
volkswagen	volkswagen
zrozumienia	megértés
zrozumienia	egyetértés
zrozumienia	megértő
zrozumienia	megértést
ronnie	ronnie
przeznaczenie	rendeltetési
przeznaczenie	cél
przeznaczenie	végzet
przeznaczenie	sors
przeznaczenie	végzet
przeznaczenie	sors
przeznaczenie	cél
biblia	biblia
biblia	bibliát
naród	nemzet
soczi	szocsi
liderów	vezetői
liderów	vezetők
sonda	szonda
warta	érdemes
warta	megéri
warta	worth
zmienione	átdolgozott
zmienione	módosított
zmienione	felülvizsgált
zmienione	megváltozott
zmienione	változott
zmienione	módosult
zmienione	módosult
zmienione	átalakított
zmienione	módosított
zmienione	módosítva
zmienione	módosított
zmienione	módosítva
sin	bűn
sin	sin
paryskiej	párizsi
meyer	meyer
postawa	magatartás
postawa	hozzáállás
postawa	testtartás
postawa	tartás
rozpoznanie	felderítés
rozpoznanie	felderítő
rozpoznanie	felderítés
rozpoznanie	felderítő
rozpoznanie	megjelenítés
rozpoznanie	elismerés
rozpoznanie	felismerés
rozpoznanie	diagnózis
ciekawy	különös
ciekawy	kiváncsi
ciekawy	kíváncsi
dale	dale
potrzebuje	kell
potrzebuje	szükséges
potrzebuje	kell
potrzebuje	szükséglet
potrzebuje	szükségletei
potrzebuje	szükségletek
chronologia	kronológia
forever	örökre
forever	forever
forever	mindörökké
forever	örökké
cat	cica
cat	macska
zwykłych	közönséges
zwykłych	hétköznapi
wydawcy	kiadók
wydawcy	kiadó
biuletyn	hírlevél
freedom	szabadság
delegatów	küldöttek
yang	yang
fabrykę	gyár
fabrykę	gyári
fabrykę	üzem
fabrykę	gyárban
ekran	képernyőn
ekran	képernyő
burbon	bourbon
dołączyła	csatlakozott
sal	sal
lucy	lucy
sebastiana	sebastian
allan	allan
walczyli	harcolt
walczyli	küzdött
ostry	sharp
ostry	éles
ostry	akut
berger	berger
równoległy	párhuzamos
równoległy	párhuzamosan
edytuj	edit
edytuj	módosítás
edytuj	szerkesztés
edytuj	szerkesztése
bronić	megvédeni
wells	wells
organizacyjnych	szervezési
fizyczna	fizikai
możliwy	lehetséges
oświetlenie	megvilágítás
oświetlenie	megvilágosodás
oświetlenie	világító
oświetlenie	világítás
ekspozycja	exposition
ekspozycja	expozíciós
ekspozycja	kitettség
ekspozycja	expozíció
konsul	konzul
rebelianci	felkelők
rebelianci	lázadók
clarke	clarke
ograniczeń	korlátozások
ograniczeń	korlátozás
ograniczeń	megszorítások
protokół	protokoll
protokół	jegyzőkönyv
krążek	korong
krążek	puck
zabezpieczenie	fedezet
zabezpieczenie	biztosíték
alain	alain
astronomii	csillagászat
astronomii	csillagászati
protesty	tiltakozás
protesty	tüntetés
protesty	tiltakozás
protesty	tiltakozások
protesty	tüntetések
siedliska	élőhelyek
siedliska	élőhelyek
siedliska	élőhely
ciemności	sötétség
ahmed	ahmed
ahmed	ahmed
ahmed	ahmad
anatolij	anatolij
płótnie	vászon
gerhard	gerhard
generacja	nemzedék
generacja	generáció
modyfikacji	módosítás
modyfikacji	módosítást
modyfikacji	módosítások
współautorem	társszerző
karate	karate
przybyła	megérkezett
przybyła	megérkeztek
kapitału	főváros
kapitału	tőke
foster	foster
harvey	harvey
płatki	szirmok
płatki	gabona
krytykę	kritika
krytykę	kritikát
krytykę	kritika
krytykę	kritikát
eugene	eugene
wspomniany	említett
druk	ujjlenyomat
druk	nyomtatás
druk	nyomda
druk	nyomtatás
burza	vihar
burza	vihar
przedstawiają	ábrázolni
najbliższych	legközelebbi
tragedii	tragédiák
tragedii	tragédia
wystawę	kiállítás
wystawę	bemutató
wystawę	kiállítása
edwards	edwards
nowoczesny	modern
nowoczesny	korszerű
nowoczesny	kortárs
posterunek	állomás
posterunek	pályaudvar
grobie	sír
grobie	sírba
grobie	sír
louisa	louisa
utah	utah
guillermo	guillermo
dochody	bevételek
dochody	jövedelem
dochody	bevétel
dochody	jövedelmek
dochody	bevételek
dochody	jövedelme
dochody	jövedelem
dochody	kereset
dochody	bevétel
dochody	bevételek
ruth	ruth
piętra	padlót
piętra	padló
tango	tangó
tango	tango
zorganizowane	szervezett
zorganizowane	rendezett
zorganizowane	szervezett
szerzej	szélesebb
szerzej	tágabb
szerzej	átfogóbb
szerzej	szélesebb
szerzej	tágabb
towarowy	rakomány
bukareszcie	bukarest
przyjaźń	barátság
gotowy	kész
cywilów	civilek
med	med
body	test
body	testem
body	holttest
higgins	higgins
archeologii	régészet
archeologii	régészet
zarejestrowane	bejegyzett
zarejestrowane	regisztrált
zarejestrowane	nyilvántartott
zarejestrowane	rögzített
zarejestrowane	rögzítve
zarejestrowane	regisztrált
zarejestrowane	nyilvántartott
crystal	kristályos
crystal	crystal
crystal	kristály
dzwon	csengő
dzwon	bell
dzwon	harang
rozmowa	interjú
rozmowa	társalgás
rozmowa	beszélgetés
rozmowa	beszélgetést
marcelo	marcelo
uzupełnienia	kiegészítik
uzupełnienia	kiegészítés
toro	toro
lampy	lámpa
lampy	lámpák
lampy	lámpa
dzwony	harang
dzwony	harangok
wad	hibák
wad	bűnök
zakup	beszerzés
zakup	vásárlás
zakup	vétel
zakup	beszerzési
zakup	beszerzés
zakup	vásárlások
zakup	vásárlás
curtis	curtis
spirit	szellem
spirit	lélek
leicester	leicester
zorganizowany	szervezett
zorganizowany	rendezett
zorganizowany	szervezett
gazet	lapok
gazet	újság
gazet	újságok
arabski	arab
arabski	arab
arabski	arabul
arabski	arab
kocha	imád
kocha	szereti
kocha	szeret
lin	lin
lin	kötelek
lin	kötél
leslie	leslie
lima	lima
singles	egyéni
generałowie	tábornokok
naprzeciw	szemben
naprzeciw	ellentétes
procesor	feldolgozó
procesor	cpu
garcia	garcia
garcia	garcía
cmentarze	temetők
cmentarze	temetők
zimbabwe	zimbabwei
zimbabwe	zimbabwe
bach	bach
wzajemnie	kölcsönösen
rhein	rhein
bird	madár
pokolenie	nemzedék
pokolenie	generáció
pokolenie	nemzedékek
pokolenie	generációk
uzbrojony	felfegyverkezve
uzbrojony	fegyveres
gun	fegyver
gun	pisztoly
przybywa	megérkezik
przybywa	érkezik
przybywa	érkezem
przybywa	érkezik
przybywa	jön
botanik	botanikus
samantha	samantha
wydać	tölteni
brody	brody
spożywczy	zöldséges
palma	palma
zimy	tél
zimy	téli
zimy	télen
zimy	winters
six	hat
najdalej	legtávolabbi
poziomy	vízszintesen
poziomy	horizontális
poziomy	vízszintes
poziomy	szintek
poziomy	szint
wyrażenie	mondat
wyrażenie	kifejezés
wyrażenie	kifejezés
legion	légió
męczennika	mártír
ustalenie	meghatározás
ustalenie	meghatározása
ustalenie	megállapítani
wyjazd	elmegy
wyjazd	kilépés
wyjazd	kilépő
wyjazd	kijárat
wyjazd	indulási
wyjazd	távozás
wyjazd	indulás
wyjazd	kirándulás
wyjazd	utazás
wyjazd	trip
wyjazd	kiruccanás
chana	chan
discovery	felfedezés
discovery	discovery
rozdzielczości	állásfoglalás
rozdzielczości	határozat
rozdzielczości	felbontás
dekady	évtizedek
dekady	évtized
dekady	évtizedben
dekady	évtizede
zmniejszenia	csökkentése
zmniejszenia	csökkentik
zmniejszenia	csökkenteni
zmniejszenia	csökkentse
pełen	full
pełen	teljes
wodoru	hidrogén
weekend	hétvégén
weekend	hétvégi
weekend	hétvégére
weekend	hétvége
mika	mike
mika	mica
mika	mika
niebezpieczne	veszélyes
niebezpieczne	veszélyes
zorganizowana	szervezett
zorganizowana	rendezett
zorganizowana	szervezett
otoczenie	környezet
otoczenie	környezetvédelem
otoczenie	környezet
otoczenie	környék
otoczenie	környezeti
restauracja	vendéglő
restauracja	étterem
wizji	látomás
wizji	látomások
wizji	látomás
wizji	elképzelés
wizji	látás
bojowników	harcosok
bojowników	vadászok
bojowników	aktivisták
przechowywany	tárolt
afganistanie	afganisztán
afganistanie	afganisztáni
owen	owen
odznakę	jelvény
odznakę	jelvényt
southern	dél
southern	déli
pedersen	pedersen
luksemburg	luxemburgi
luksemburg	luxemburgban
luksemburg	luxemburg
luksemburg	luxembourg
zmieniony	megváltozott
zmieniony	változott
zmieniony	módosult
zmieniony	módosult
zmieniony	átalakított
zmieniony	módosított
zmieniony	módosítva
zmieniony	módosított
zmieniony	módosítva
fisher	fisher
nachylenie	lejtő
zbawiciela	megváltó
zbawiciela	megmentő
zbawiciela	megváltó
zbawiciela	megmentő
galerie	galériák
beat	legyőzni
kończyny	végtag
kończyny	végtagok
kończyny	végtagok
bonn	bonn
mile	mérföld
mile	miles
mile	mérföld
obywatela	polgár
obywatela	állampolgár
obywatela	polgárok
wyraźne	kifejezett
pancernik	csatahajó
pancernik	hadihajó
pancernik	torpedó
komiks	képregények
komiks	képregény
komiks	képregényeket
komiks	komikus
komiks	képregény
mass	tömeges
mass	tömege
mass	mise
mass	tömeg
rozumie	megért
cząstki	részecskék
cząstki	részecske
cząstki	részecske
wystrój	dekoráció
wystrój	dekoráció
drogowy	út
drogowy	uton
drogowy	közúti
morderstwo	gyilkosság
otrzymaniu	nyugta
otrzymaniu	átvétel
hipoteza	hipotézis
hipoteza	feltevés
hipoteza	feltételezés
hipoteza	elmélet
rywala	rivális
zwykłe	közönséges
zwykłe	hétköznapi
ocr	ocr
libanu	libanon
libanu	libanoni
knowles	knowles
uznając	felismerés
uznając	felismerve
uznając	felismerése
zabójstwa	emberölés
zabójstwa	gyilkosság
zabójstwa	merénylet
zabójstwa	gyilkosságok
zabójstwa	gyilkosságok
wszechświata	univerzum
wszechświata	világegyetem
düsseldorf	düsseldorf
religijny	vallásos
religijny	vallás
religijny	vallási
dunaju	duna
przydział	juttatás
przydział	elosztás
przydział	megbízás
przydział	megbízatás
konstantin	konsztantyin
temple	templom
temple	szentély
temple	temploma
temple	temple
