hostince	herbergen
povstalci	rebellen
povstalci	rebels
křesťané	christenen
slonoviny	ivoor
vyvinut	ontwikkelden
vyvinut	ontwikkelde
vyvinut	ontwikkeld
výuka	lesgeven
výuka	onderwijzen
výuka	leren
výuka	learning
výuka	zelfstudie
výuka	tutorial
výuka	leerprogramma
fed	fed
fed	gevoed
miguel	miguel
vyrovnání	vereffening
vyrovnání	nederzetting
vyrovnání	schikking
vyrovnání	afwikkeling
vyrovnání	compenseren
vyrovnání	compensatie
vyrovnání	gecompenseerd
vyrovnání	verschuiving
pistole	pistolen
pistole	pistool
pistole	wapen
pistole	pistool
pistole	geweer
vzácný	zeldzame
vzácný	zelden
vzácný	zeldzaam
postupů	procedures
složený	gevouwen
složený	opgevouwen
sung	gezongen
sung	sung
kings	koningen
empire	keizerrijk
empire	rijk
empire	imperium
empire	empire
know	weten
know	weet
investice	investeren
investice	beleggingen
investice	investeringen
investice	investering
investice	investering
investice	investeringen
investice	investeren
flash	flits
flash	flitsen
flash	flash
flash	flitser
bližší	dichterbij
bližší	dichter
jemně	zachtjes
jemně	zachtjes
jemně	voorzichtig
collins	collins
navštívit	bezoek
navštívit	bezoeken
norem	normen
norem	normen
norem	standaarden
norem	standaards
soares	soares
dokázat	bewijzen
dokázat	bewijzen
slavnost	festival
titulární	titulair
děkanství	decanaat
účinnosti	doeltreffendheid
účinnosti	effectiviteit
účinnosti	werkzaamheid
ronald	ronald
cti	eren
cti	eer
cti	eren
cti	eer
hlasuje	stemmen
hlasuje	stemmingen
spojovací	koppeling
soundtrack	soundtrack
potřeboval	nodig
potřeboval	benodigd
marně	ijdel
marně	ijdele
justin	justin
rhône	rhône
rozděluje	verdeelt
čekal	verwachtte
čekal	verwacht
čekal	verwachte
čekal	wachtten
čekal	gewacht
čekal	wachtte
poručík	luitenant
chung	chung
bojovali	gevochten
bojovali	bevochten
bojovali	gestreden
ruka	arm
ruka	hand
kolekce	verzamelingen
kolekce	collecties
kolekce	verzamelen
kolekce	collectie
kolekce	inzameling
kolekce	verzameling
federaci	federatie
sólo	solo
vyvolává	verhoogt
křídy	krijt
jater	lever
dílčí	gedeeltelijk
dílčí	gedeeltelijke
dílčí	partiële
kritérií	criteria
schváleno	goedgekeurde
schváleno	goedgekeurd
vyřazení	uitschakeling
vyřazení	eliminatie
vyřazení	ontmanteling
odstavec	paragraaf
odstavec	alinea
tendenci	verzorgde
tendenci	verzorgd
tendenci	neiging
tendenci	tendens
nedávné	recente
nedávné	recent
sloučenin	verbindingen
kansas	kansas
povoleno	geautoriseerd
povoleno	toegestaan
povoleno	toegestane
povoleno	toegelaten
povoleno	ingeschakeld
povoleno	toegestaan
povoleno	toegelaten
povoleno	toegestane
povoleno	toegestaan
povoleno	toegelaten
povoleno	toegestane
flora	flora
luftwaffe	luftwaffe
mitsubishi	mitsubishi
ráj	paradijs
ráj	paradise
přeložit	vertaal
přeložit	vertalen
ložiska	lagers
polák	pools
polák	poolse
polák	hengel
polák	pole
polák	pool
polák	paal
esa	azen
esa	ese
esa	esr
esa	esa
fasády	gevels
nancy	nancy
protein	eiwitten
protein	proteïnen
protein	eiwit
protein	proteïne
nfl	nfl
moravec	moravec
kohout	lul
kohout	pik
kohout	haan
kohout	haan
vily	vakantiewoning
chemická	chemisch
létající	vliegend
létající	vliegen
důsledek	gevolg
důsledek	consequentie
účetnictví	boekhoudkundige
účetnictví	boekhouding
účetnictví	boekhouden
účetnictví	boekhouding
účetnictví	boekhouden
účetnictví	boekhoudkundige
účetnictví	boekhouding
účetnictví	boekhouden
anjou	anjou
čtenářů	lezers
čtenářů	lezer
působnost	draagwijdte
působnost	toepassingsgebied
působnost	reikwijdte
karen	karen
mare	mare
mare	merrie
sloučit	samenvoeging
sloučit	samenvoegen
sloučit	samengevoegd
sloučit	samengevoegde
reforma	hervormingen
reforma	hervorming
reforma	hervormen
zimonjić	zimonjić
odlišuje	onderscheidt
očekává	verwacht
žádoucí	gewenst
žádoucí	gewenste
žádoucí	gewenst
žádoucí	wenselijke
žádoucí	wenselijk
proteiny	eiwitten
proteiny	proteïnen
proteiny	eiwit
proteiny	proteïne
proteiny	proteïnen
proteiny	eiwitten
england	engeland
england	england
hlášení	verslag
hlášení	rapporteren
hlášení	rapport
hlášení	rapportage
hlášení	verslaglegging
hlášení	rapporteren
hlášení	rapporten
hlášení	verslagen
odstraňování	verwijdering
odstraňování	verwijdering
paralelní	parallel
paralelní	parallelle
raketoplán	shuttle
raketoplán	shuttle
raketoplán	shuttles
přesnost	nauwkeurigheid
přesnost	precisie
přesnost	nauwkeurigheid
přesnost	juistheid
kraus	kraus
vertikální	verticaal
vertikální	verticale
tatry	tatra
podnět	klachten
podnět	klacht
podnět	stimulans
podnět	stimulerend
podnět	prikkel
podnět	stimulans
podnět	initiatief
podnět	initiative
vytvořeno	aangemaakt
vytvořeno	gecreëerd
vytvořeno	gemaakt
vytvořeno	geschapen
ball	bal
ball	ball
popularitu	populariteit
dramatické	dramatische
dramatické	dramatisch
příslušný	competent
příslušný	competente
příslušný	bekwaam
železná	strijkijzer
železná	ijzer
eleonora	eleonora
zabití	moorden
zabití	doodslag
mont	mont
ilegální	onwettig
ilegální	illegaal
ilegální	illegale
deutschen	deutschen
čistá	schoon
čistá	proper
čistá	schoonmaken
čistá	clean
čistá	puur
čistá	zuiver
čistá	pure
čistá	zuivere
řekla	zei
řekla	gezegd
řekla	said
vydaný	afgegeven
vydaný	uitgegeven
toky	stroomt
toky	stromen
dialog	dialoog
dialog	dialoog
expanze	expansie
expanze	uitbreiden
expanze	uitbreiding
zkoumá	verkent
zkoumá	onderzoekt
istanbulu	istanboel
istanbulu	istanbul
derby	derby
příkop	loopgraaf
příkop	trog
příkop	geul
příkop	greppel
příkop	dump
příkop	gracht
tržní	markt
bas	bas
agresivní	agressieve
agresivní	agressief
dean	dean
dean	decaan
campbell	campbell
obnovy	herstel
ulrich	ulrich
životnost	looptijd
životnost	levensduur
životnost	duurzaamheid
ger	ger
radar	radar
alain	alain
kabiny	hutten
kabiny	cabines
pochopil	begrepen
mapování	mapping
expozici	belichting
expozici	blootstelling
tábory	kampen
mrtvý	dood
mrtvý	doods
mrtvý	dead
vysílat	uitzending
vysílat	uitgezonden
vysílat	uitzenden
týdnech	weeks
týdnech	weken
phoenix	feniks
phoenix	phoenix
nahrazuje	vervangt
konstantinopole	constantinopel
řez	knippen
řez	cut
řez	snijden
řez	incisie
vyhnanství	ballingschap
vyhnanství	verbanning
vyhnanství	verbanning
boulevard	boulevard
pořádek	orde
pořádek	bestellen
pořádek	order
pořádek	bestelling
cruz	cruz
turci	turks
turci	turken
nesprávně	incorrect
nesprávně	foutief
nesprávně	onjuiste
nesprávně	onjuist
tepelné	thermische
tepelné	thermisch
tanečnice	dansers
tanečnice	danseressen
tanečnice	dancer
tanečnice	danser
tanečnice	danseres
monografie	monografie
porušování	schending
porušování	overtreding
prodat	verkopen
prodat	verkoop
dennis	dennis
palais	palais
rumunské	roemeens
rumunské	roemeense
respekt	respecteer
respekt	respect
respekt	respecteren
pete	pete
cska	cska
objektivní	doelstelling
objektivní	objectief
kometa	comet
kometa	komeet
hodnotí	evalueert
optimální	optimaal
optimální	optimale
optimální	optimaal
optimální	optimale
různí	diverse
různí	verschillende
servery	servers
libanonu	libanon
překvapení	verrassing
překvapení	surprise
překvapení	verrassingen
minimum	minimaal
minimum	minimum
galaxií	sterrenstelsels
galaxií	sterrenstelsel
galaxií	melkwegstelsel
galaxií	galaxy
galaxií	melkweg
prach	stof
prach	kruit
prach	poeder
fotografka	fotografe
fotografka	fotograaf
blesk	bliksem
blesk	flits
blesk	flitsen
blesk	flash
blesk	flitser
blesk	bliksem
blesk	lightning
edgar	edgar
koni	paard
productions	produkties
productions	productions
productions	producties
chu	chu
mir	mir
lorenzo	lorenzo
maximum	maximale
maximum	maximaal
maximum	maximum
třináct	dertien
třináct	thirteen
těžší	zwaarder
těžší	zwaardere
těžší	moeilijker
těžší	harder
těžší	hardere
těžší	lastiger
melo	melo
ochoten	gewillig
ochoten	bereid
diskografie	discografie
tváře	wangen
tváře	gezichten
optické	optisch
optické	optische
úpadek	achteruitgang
úpadek	verval
úpadek	afwijzen
úpadek	bankroet
úpadek	faillissementen
úpadek	faillissement
úpadek	failliet
vystaven	belicht
vystaven	bloot
vystaven	blootgesteld
hollywood	hollywood
houston	houston
ovlivněna	beïnvloedde
ovlivněna	beïnvloed
jakob	jakob
molekulární	moleculair
molekulární	moleculaire
tvrdě	moeilijk
tvrdě	hard
tvrdě	harde
jámy	pits
jámy	put
jámy	pitstop
jámy	pit
jámy	kuil
gott	gott
vlasů	haar
vlasů	haren
vlasů	haartjes
vlasů	hair
izolace	isolatie
izolace	isolatie
izolace	afzondering
izolace	isolement
kyslík	zuurstof
kyslík	zuurstofgehalte
nápisy	opschriften
nápisy	inscripties
riga	riga
money	geld
colin	collin
colin	colin
skotské	scotch
skotské	whisky
skotské	schotse
skotské	scottish
skotské	schots
sochu	beeldje
sochu	standbeeld
modifikace	wijziging
modifikace	modificatie
modifikace	modificaties
modifikace	wijzigingen
indonésie	indonesië
synagogy	synagoge
synagogy	synagogen
umožnit	activeren
umožnit	inschakelen
umožnit	toestaan
kriminální	misdadiger
kriminální	misdadig
kriminální	crimineel
předávání	transmissie
předávání	doorsturen
slovinské	sloveens
slovinské	sloveense
slovinské	sloveens
slovinské	sloveense
loďstvo	vloot
loďstvo	wagenpark
koupit	kopen
koupit	koop
standardy	normen
standardy	standaarden
standardy	standaards
nečekaně	onverwachts
nečekaně	onverwacht
had	slangen
had	slang
had	snake
had	serpent
had	slang
štíty	schermen
štíty	schilden
využívané	uitgebuit
využívané	geëxploiteerd
eseje	essays
nemožné	onmogelijke
nemožné	onmogelijk
domény	domeinen
domény	domein
infrastruktury	infrastructuur
infrastruktury	infrastructuren
infrastruktury	infrastructuur
infrastruktury	infrastructuren
zřetelně	duidelijk
šedá	gray
šedá	grijze
šedá	grijs
šedá	grijze
šedá	grijs
šedá	grey
glasgow	glasgow
muslimové	moslims
učitelka	leraar
učitelka	onderwijzer
učitelka	docent
učitelka	leerkracht
učitelka	lerares
vzdálená	afstandelijk
vzdálená	verre
vzdálená	remote
vzdálená	afstandsbediening
vzdálená	afgelegen
argo	argo
pont	pont
prototypy	prototypes
pochopit	begrijpen
pochopit	begrijp
bonus	bonus
ryba	vissen
rádio	radio
samantha	samantha
jeskyni	grot
tenor	tenor
eugen	eugen
polskem	polen
měny	munt
měny	munteenheid
měny	valuta
měny	valuta
měny	munteenheden
guillaume	guillaume
ich	ich
indiáni	indianen
indiáni	indiërs
verdasco	verdasco
maxe	max
modernizaci	modernisering
synonymum	synoniem
synonymum	synoniemen
geografické	geografisch
geografické	geografisch
