gloria	глория
dumas	дюма
meele	ума
meele	ум
hare	заек
hare	хеър
ülalpool	над
ülalpool	отгоре
pre	пре
pre	предварително
tõestus	доказателство
tõestus	доказателството
tõestus	доказване
tõestus	доказателства
riigipööre	преврат
tor	тор
kokkupuude	излагане
kokkupuude	облъчване
kokkupuude	експозиция
kasutuselevõtt	разполагане
kasutuselevõtt	разгръщане
kasutuselevõtt	разполагането
kasutuselevõtt	внедряване
stress	стрес
stress	стресът
kahn	kahn
kahn	кан
putnam	пътнам
jalakäijate	пешеходец
jalakäijate	пешеходци
detaili	подробност
detaili	детайл
hoiak	нагласа
hoiak	отношение
hoiak	поведение
hoiak	поза
hoiak	стойка
hoiak	стойката
spektroskoopia	спектроскопия
karp	box
karp	клетка
karp	кутия
karp	картон
gay	обратен
gay	гей
pausi	пауза
hoidmine	водене
hoidmine	държане
hoidmine	стопанство
hoidmine	задържане
hoidmine	холдинг
koostisosa	съставка
tõmbab	обръща
tõmbab	тегли
tõmbab	рисува
tõmbab	дърпа
stern	стърн
stern	строг
stern	кърма
tõusev	изгряваща
erosiooni	ерозия
merkel	меркел
kuulsus	знаменитости
kuulsus	знаменитост
kuulsus	славата
kuulsus	слава
elise	елис
elise	елиза
elise	елиз
kong	конг
attila	атила
duncan	дънкан
duncan	дънкън
braun	браун
issn	issn
tehingu	сделка
tehingu	транзакция
uuendused	иновация
uuendused	иновации
uuendused	нововъведения
uuendused	иновации
uuendused	актуализации
uuendused	подобрения
kasutegur	кпд
kasutegur	ефективност
kasutegur	ефикасност
horisontaalne	хоризонтални
horisontaalne	хоризонтално
horisontaalne	хоризонтален
horisontaalne	хоризонтална
kafka	кафка
seire	следене
seire	наблюдение
seire	мониторинг
mongolid	монголците
vabariiklaste	републиканец
vabariiklaste	републикански
vabariiklaste	републиканска
vabariiklaste	републиканци
terminid	термини
terminid	условия
regulatsioon	регламент
regulatsioon	регулация
regulatsioon	регулиране
spetsiifiline	конкретни
spetsiifiline	специфично
spetsiifiline	специфичен
spetsiifiline	специфична
spetsiifiline	специфични
sügavale	дълбока
sügavale	дълбок
sügavale	дълбоки
sügavale	дълбоко
dets	декември
dets	дек
antenni	антената
antenni	антена
ios	ios
castel	кастел
ohvreid	жертвите
ohvreid	жертви
keeruliseks	усложни
salzburgi	залцбург
stabiilsed	стабилни
stabiilsed	стабилен
stabiilsed	стабилно
stabiilsed	стабилна
murdoch	мърдок
iha	желание
iha	желанието
iha	похот
iha	похотта
tunded	чувствата
tunded	чувства
tunded	чуства
pantvangi	заложници
pantvangi	заложник
alvar	алвар
vaadeldud	наблюдаван
vaadeldud	наблюдавано
vaadeldud	наблюдавани
vaadeldud	наблюдавана
määramata	неопределена
määramata	неопределен
määramata	неопределено
määramata	неопределено
määramata	неопределен
määramata	неопределени
määramata	неопределено
määramata	неопределен
golf	голф
impulss	импулс
impulss	пулс
impulss	импулс
impulss	импулсна
jackie	джаки
käsud	команди
käsud	командите
käsud	нареждания
käsud	заповеди
käsud	поръчки
blake	блейк
transistor	транзистор
troopiline	тропическа
troopiline	тропически
alu	алу
hobuseid	кончета
hobuseid	коне
hobuseid	конете
lihased	мускулите
lihased	мускули
teenindab	служи
teenindab	сервира
trento	тренто
kahjustatud	повреден
kahjustatud	повредена
kahjustatud	повредени
kahjustatud	увреден
kahjustatud	повредено
côte	côte
ulla	ула
arvukuse	изобилието
arvukuse	изобилие
jurisdiktsiooni	компетентност
jurisdiktsiooni	юрисдикция
määratlus	дефиниция
määratlus	определение
rahvuste	националности
lugemist	чета
lugemist	четенето
lugemist	четене
alejandro	алехандро
bali	бали
theodosius	теодосий
paranes	излекува
paranes	излекуван
paranes	излекувана
hiinlased	китайци
hiinlased	китайска
hiinlased	китайско
hiinlased	китайски
hiinlased	китаец
bel	бел
suzanne	сузан
lepa	лепа
vastand	обръщане
vastand	задна
vastand	обратна
vastand	обратен
vastand	обратното
käive	оборот
saakašvili	саакашвили
katastroof	катастрофа
katastroof	бедствието
katastroof	бедствия
katastroof	бедствие
dwight	дуайт
rajad	писти
rajad	пътеки
rajad	следите
rajad	писти
rajad	следи
rajad	релси
rajad	пътеки
rajad	пътища
perugia	перуджа
andekas	надарен
andekas	надарени
andekas	надарена
andekas	талантливи
andekas	талантлив
andekas	талантлива
cruises	круизи
polo	поло
valss	валс
siil	таралеж
madison	мадисън
madison	медисън
süüdistused	заряди
süüdistused	обвинения
süüdistused	обвинения
cecilia	сесилия
põlve	коляно
põlve	коляното
