در	ドア
گنوم	ノーム
گنوم	gnome
نایجل	ナイジェル
زمزمه	囁き
زمزمه	ささやく
آفات	害虫
مشک	ジャコウ
لانکاشر	ランカシャー
اندرسن	アンダーソン
اندرسن	アンデルセン
یقه	首輪
مونو	モノ
مکنزی	マッケンジー
شادمانی	joy
شادمانی	ジョイ
شادمانی	喜び
الماسی	ダイヤモンド
الماسی	ダイアモンド
استین	シュタイン
تمپل	テンプル
تمپل	寺院
تمپل	神殿
برگر	バーガー
برگر	ハンバーガー
برگر	ベルガー
کومو	コモ
آزمودن	テスト
آشکارسازی	検知
آشکارسازی	検出
آشکارسازی	検出
آشکارسازی	検知
آشکارسازی	検出
کورتیس	カーティス
ازون	オゾン
دورست	ドーセット
مسینا	メッシーナ
دلفی	delphi
غرفه	ブース
پرورشی	育成
سبیل	口ひげ
سبیل	口髭
سبیل	口髭
سبیل	ひげ
کارولینا	カロライナ
حقیر	軽蔑
حقیر	謙虚
تامل	ためらう
تامل	優柔不断
آندرسون	アンダーソン
فاشیست	ファシズム
فاشیست	ファシズム
استعفاء	辞表
استعفاء	辞任
استعفاء	辞職
مارلون	マーロン
داف	ダフ
لیلیان	リリアン
چرخان	回転
چرخان	紡績
ویلارد	ウィラード
ویلفرد	ウィルフレッド
آروبا	アルバ
آپارتمانی	アパート
گرهارد	ゲルハルト
سنجاق	ピン
سنجاق	ピン
سنجاق	pin
کوست	海岸
ساره	サラ
توبی	トビー
ارد	ord
شورلت	シボレー
چیدن	せん断
چیدن	せん断
خالکوبی	入れ墨
خالکوبی	刺青
خالکوبی	タトゥー
خالکوبی	入れ墨
خالکوبی	刺青
خالکوبی	タトゥー
لژ	ロッジ
عقبه	アカバ
بلاگ	ブログ
ناامیدی	絶望
میازاکی	宮崎
اتا	イータ
انسانیت	人類
لیز	リズ
بیشاپ	ビショップ
مانچینی	マンチーニ
ماژلان	マゼラン
دوار	スピン
قوری	ポット
قوری	急須
قوری	ティーポット
بنکس	バンクス
شکیبایی	我慢
شکیبایی	忍耐
شکیبایی	根気
فشردن	パック
گلاسکو	グラスゴー
سفرها	旅行
عصبانیت	怒り
سرگیجه	めまい
سرگیجه	目眩
سرگیجه	フラフラ
سرگیجه	めまい
بارور	クマ
اتل	エセル
بارنی	バーニー
ماکرو	マクロ
جودیت	ジュディス
شیپور	トランペット
شیپور	クラクション
شیپور	ホルン
شیپور	ホーン
جیپ	ジープ
مودم	モデム
پلاسمای	プラズマ
آجیل	ナッツ
وزرا	大臣
وزرا	公使
اولاف	オラフ
هدایای	プレゼント
هدایای	ギフト
هدایای	贈り物
ویولا	ヴィオラ
ویولا	ビオラ
توقع	期待
لوسیوس	ルシウス
لوسیوس	ルキウス
پانل	パネル
وس	ウェス
وس	ves
مقلد	エミュレータ
بلغاری	ブルガリア
اطلاعیه	告知
اطلاعیه	アナウンス
اطلاعیه	発表
اطلاعیه	公表
اطلاعیه	お知らせ
اطلاعیه	通知
اطلاعیه	届出
اطلاعیه	お知らせ
رامسس	ラムセス
ضیافت	ごちそう
ضیافت	宴会
ناکس	ノックス
کازینو	カジノ
اشکنازی	アシュケナジム
آلما	アルマ
اسپرینگ	スプリング
مجوزهای	権限
مجوزهای	許可
اهرام	ピラミッド
اهرام	ピラミッド
گوشتخوار	肉食動物
شوپن	ショパン
پیگرد	訴追
پیگرد	公訴
پیگرد	検察官
پیگرد	検察官
پیگرد	検事
ابرنواختر	超新星
بنیتو	ベニート
ژرار	ジェラール
فره	オーブン
آلبا	アルバ
آدنوزین	アデノシン
فتوسنتز	光合成
اولیویا	オリヴィア
نشاسته	デンプン
پستاندار	哺乳類
پستاندار	哺乳動物
آنجل	エンジェル
آنجل	天使
انجماد	凍結
پسرها	boys
پسرها	男の子
معما	なぞなぞ
معما	パズル
کیفیتی	品質
کیفیتی	クオリティ
کیفیتی	画質
کیفیتی	quality
شینتو	神道
لمبرت	ランバート
کداک	コダック
استعاره	比喩
رایزنی	勧告
ارتوپدی	整形外科
ناهنجاری	アノマリー
بنزینی	ガソリン
آمپول	注射
آمپول	インジェクション
آمپول	注射
ثروتمندان	金持ち
ثروتمندان	リッチ
لوسیفر	ルシファー
میاگی	宮城
آذوقه	条文
آذوقه	規定
آنتیموان	アンチモン
گوارانی	グアラニー
لاستیکی	ラバー
لاستیکی	ゴム
وایلدر	ワイルダー
کاشیما	鹿島
رهگیری	インターセプト
رهگیری	ルーティング
ولدمورت	ヴォルデモート
فوکو	フーコー
کارناوال	カーニバル
اینا	これらの
اینا	これら
فیلدز	フィールド
فیلدز	フィールズ
بداهه	即興
مارکت	市場
مارکت	マーケット
کاستا	コスタ
لوسین	リュシアン
عدی	シャン
کارو	カロ
هایدن	ヘイデン
روانشناس	セラピスト
کرملین	クレムリン
شنل	ケープ
شنل	クローク
شنل	シャネル
ناسازگاری	紛争
ناسازگاری	コンフリクト
ناسازگاری	パラドックス
ناسازگاری	競合
ناسازگاری	紛争
ناسازگاری	対立
ناسازگاری	コンフリクト
اوراسیایی	ユーラシア
مصوت	母音
کوارتت	カルテット
جاودانگی	永遠
جاودانگی	不老不死
گندالف	ガンダルフ
مایو	マヨ
مارماهی	ウナギ
مارماهی	うなぎ
یهوه	エホバ
زنبورهای	ミツバチ
زنبورهای	ハチ
زنجیری	チェイン
زنجیری	チェーン
پراش	回折
بوز	ボーズ
راپسودی	ラプソディ
کپور	コイ
چرچ	チャーチ
چرچ	教会堂
چرچ	教会
کیث	キース
فورتالزا	フォルタレザ
گدانسک	グダニスク
استرداد	引渡し
فلینی	フェリーニ
ادمونتون	エドモントン
هوانگ	ホン
ویزا	visa
ویزا	ビザ
ویزا	査証
نینو	ニノ
نیازها	要件
اوباش	暴徒
اوباش	モブ
دنگ	トウ
منجی	救世主
احشام	家畜
دورانت	デュラント
رابینز	ロビンス
سوپاپ	バルブ
صادقانه	正直
صادقانه	正直
ترومپت	トランペット
ترومپت	トランペット
ایوانز	エヴァンス
ایوانز	エヴァンズ
ایوانز	エバンス
آونگ	ong
آونگ	振り子
پیشاور	ペシャワール
اکسیداز	オキシダーゼ
فول	いっぱい
فول	フル
دخترک	プッシー
دخترک	girly
ربودن	誘拐
ربودن	拉致
اشتون	アシュトン
چوی	シボレー
چوی	チェ
والس	ワルツ
سناریو	シナリオ
گرادیان	グラデーション
گرادیان	勾配
تلاوت	朗読
مدارا	許容
مدارا	寛容
لخته	血栓
هندرسون	ヘンダーソン
تراکیه	トラキア
کربی	カービー
پییر	ピエール
پیانوی	ピアノ
هوشمندانه	賢い
هوشمندانه	スマート
کانگ	カン
کورک	コルク
کورک	コーク
دندانی	歯科
مامان	ママ
وینی	ヴィニー
وینی	ヴィニー
خاقان	カガン
موسمی	モンスーン
روسری	スカーフ
مالمو	マルメ
سینماها	演劇
سینماها	劇場
حیثیت	プレステージ
پادوا	パドヴァ
فریدا	フリーダ
خطاها	エラー
کنجد	ゴマ
کنجد	胡麻
آزبورن	オズボーン
صبور	我慢
صبور	忍耐
صبور	根気
صبور	患者
کلت	コルト
نئون	ネオン
رونوشت	コピー
خدنگ	マングース
آرگومان	論証
آرگومان	引数
هاینتس	ハインツ
کنعان	カナン
بیهوش	無意識
نکسوس	ネクサス
اولریش	ウルリッヒ
بوتیمار	にがり
دوین	デヴィン
شستن	洗う
شستن	ウォッシュ
شستن	洗濯
شستن	洗浄
سلنا	セレーナ
ناهار	昼食
ناهار	ランチ
مولکولهای	分子
توریست	ツーリスト
توریست	観光
توریست	ツーリスト
منا	メナ
بلوند	金髪
بلوند	金髪
بلوند	ブロンド
عبدل	アブドゥル
بنر	バナー
بنر	横断幕
نبات	キャンディ
نبات	キャンディー
صاعقه	ライトニング
سلولز	セルロース
استالونه	スタローン
بوف	フクロウ
بوف	ふくろう
پند	お知らせ
پند	訓戒
پند	助言
پند	アドバイス
ناتاشا	ナターシャ
سرکش	ローグ
پاسو	パソ
سخنگو	スピーカー
سخنگو	話し手
سخنگو	議長
وویجر	ボイジャー
لحظاتی	moments
لحظاتی	モーメント
فروتن	謙虚
فروتن	謙遜
دای	ダイ
بیو	bello
بیو	ベロ
نواخت	リズム
دبستانی	幼稚園
کیتون	キートン
پاشیده	分割
بازیها	ゲーム
آویز	ペンダント
هاردینگ	ハーディング
نخبه	エリート
نارگیل	ココナツ
نارگیل	ココナッツ
نارگیل	ココナッツ
فراست	フロスト
کاهو	レタス
کاهو	嘉穂
حرفهای	プロフェッショナル
حرفهای	プロ
حرفهای	pro
دریانورد	ナビゲータ
کیتو	キト
صنف	ギルド
نسا	nesa
گرسنه	飢え
گرسنه	空腹
کولر	クーラー
جزوه	パンフレット
جزوه	小冊子
انزو	エンツォ
ادیسه	オデッセイ
قرینه	反転
قرینه	フリップ
هندوانه	スイカ
پلت	プラット
پلت	プラット
فریتز	フリッツ
دانشگاهها	大学
ریج	尾根
تندر	サンダー
نتایجی	結果
بپیوندید	参加
تحلیلگر	アナリスト
مالایی	マレー
کلسیت	方解石
درها	ドア
ناخوشایند	不快
پورن	ポルノ
دالایی	ダライ
برگها	葉っぱ
همجنسگرا	ゲイ
سوسمار	トカゲ
پگی	ペギー
پگی	ピギー
مخاطبین	観客
مخاطبین	オーディエンス
مگ	メグ
سیمانی	セメント
ربا	利子
ربا	利息
ربا	高利
پاکی	純度
پاکی	無垢
داک	doc
داک	ドク
داک	カモ
داک	アヒル
داک	ダック
دوگانگی	双対
هیولاها	モンスターズ
چیپ	チップ
وارویک	ワーウィック
کوهنورد	ハイカー
پیشبینی	予言
پیشبینی	予測
هاک	ホーク
هاک	タカ
پاملا	パメラ
شپرد	シェパード
دخترها	ガールズ
اشتفان	シュテファン
اشتفان	ステファン
کریستیانو	クリスティアーノ
ساختمانها	建物
ساختمانها	建築物
بانگ	アナウンサー
دورهام	ダラム
هربار	毎回
صلوات	祝福
بادبان	船出
کولن	クーロン
بیچاره	かわいそう
کلوچه	cookie
کلوچه	クッキー
لزنر	レスナー
رزین	樹脂
دردی	痛み
دردی	疼痛
دردی	ペイン
کومودو	コモド
وبی	web
وبی	ウェブ
ویلر	ウィーラー
کاوازاکی	川崎
شوت	シュート
شوت	キック
فواره	噴水
نخودی	ベージュ
لال	ラール
لال	ミュート
رابسون	ロブソン
دیتا	dita
دیتا	ディタ
اکتسابی	後天性
انیشتین	アインシュタイン
اکستر	エクセター
مندل	マンデル
گیره	クリップ
نشیمن	パーラー
کلاک	クロック
کلاک	時計
روتنیم	ルテニウム
اشتر	キャメル
اشتر	ラクダ
اسن	エッセン
ترول	トロール
مرید	弟子
خلا	バキューム
خلا	真空
افسوس	哀れみ
کلدپلی	コールドプレイ
بوید	ボイド
گال	ギャル
گال	ガル
برهنگی	ヌード
برهنگی	全裸
هویج	にんじん
هویج	ニンジン
هویج	ニンジン
هویج	人参
هویج	にんじん
دیالکتیک	弁証法
اتان	イーサン
همنشین	同志
همنشین	仲間
همنشین	コンパニオン
سایش	消耗
دستبرد	強盗
فریولی	フリウーリ
سیندرلا	シンデレラ
مرثیه	レクイエム
اینستاگرام	インスタグラム
اینستاگرام	instagram
مندوزا	メンドーサ
جراحت	怪我
جراحت	外傷
جراحت	傷口
طحال	脾臓
پیستون	ピストン
کاباره	キャバレー
هروئین	ヘロイン
بوس	キス
بوس	キス
بوس	kiss
بوس	接吻
شمردن	カウント
خوری	食べる
ساکورای	桜井
خشنود	満足
کرول	キャロル
گلوبال	global
گلوبال	グローバル
ویلم	ウィレム
تریبون	トリブヌス
پیس	ペース
طاقی	散歩
التون	エルトン
همای	アンサンブル
صادره	送信
صادره	発信
بافتهای	ティッシュ
پرسرعت	購読
منچوری	満州
تابو	タブー
فوندا	フォンダ
حامله	妊娠
افسون	呪文
افسون	スペル
افسون	チャーム
افسون	魅力
موتورسواری	ライダー
نامربوط	無関係
پاپیروس	パピルス
گرانبها	尊い
گرانبها	precious
گرانبها	貴重
طعنه	皮肉
طعنه	皮肉
آراگورن	アラゴルン
بسازم	構築
کولا	コーラ
توره	トッレ
توره	トゥーレ
میلیونر	富豪
میلیونر	ミリオネア
بدنام	汚名
بدنام	infamous
جهل	無知
پلید	ファウル
پلید	ファール
ریگا	リガ
برنولی	ベルヌーイ
پالت	パレット
کلاهبرداری	詐欺
انی	アニ
جولیوس	ジュリアス
جولیوس	ユリウス
ریحان	バジル
ریحان	バジリコ
ویارئال	ビジャレアル
السا	エルザ
السا	エルサ
تنفر	憎悪
تنفر	嫌い
تنفر	憎しみ
روشها	手続
روشها	プロシージャ
روشها	手順
روشها	手続き
بوگاتی	ブガッティ
هاوکر	ヤンマ
کتابفروشی	本屋
کتابفروشی	書店
کتابفروشی	本屋
لون	leuven
لون	lun
کرامر	クレイマー
ضیا	ジア
آرواره	あご
پنل	パネル
کیج	ケージ
منیر	ムニル
شهود	直観
آلمیدا	アルメイダ
وینر	ウィーナー
آئینه	ミラー
کنترا	コントラ
پرستشگاه	シナゴーグ
پرستشگاه	テンプル
پرستشگاه	寺院
پرستشگاه	神殿
بخوان	読み
بخوان	読み込み
بخوان	読み取り
بخوان	読む
مخملی	ベルベット
الینا	エレナ
اربابان	マスターズ
برگزیدن	選択
برگزیدن	select
چایکوفسکی	チャイコフスキー
آردن	アーデン
طمع	バンズ
پارازیت	妨害
پارازیت	干渉
خوشبخت	ハッピー
خوشبخت	幸せ
روپیه	ルピー
روپیه	ルピー
متنفر	憎悪
متنفر	嫌い
متنفر	憎しみ
متنفر	憎悪
اوچ	uch
کلفت	厚い
کلفت	太い
بشکند	休憩
بشکند	ブレーク
بشکند	区切り
ناخالصی	穢れ
پگاسوس	ペガサス
ایرن	イレーネ
ایرن	アイリーン
قوش	ホーク
قوش	タカ
جاکارتا	コルカタ
جاکارتا	ジャカルタ
مونستر	ミュンスター
انباشت	集積
اسکادران	戦隊
اسکورت	エスコート
اسکورت	護送
باستانشناسی	考古学
اشتاین	シュタイン
بتل	バトル
بتل	戦闘
بتل	戦い
کلنگ	固定された
مبلمان	家具
آرایشگر	理容師
آرایشگر	床屋
آرایشگر	スタイリスト
آرایشگر	美容師
آیندگان	後世
آیندگان	後代
فولام	フラム
ایثار	奉仕
میخواهد	願いごと
زتا	ゼータ
کاور	表紙
کاور	被覆
کاور	カバー
کاور	cover
کاگوشیما	鹿児島
کاپا	カッパ
کاپا	キャパ
آلبالو	サクランボ
آلبالو	チェリー
هوبرت	ホバート
هوبرت	ヒューバート
میشیما	三島
لکسوس	レクサス
تونلی	トンネル
بوخوم	ボーフム
اوپل	オペル
موازنه	残高
موازنه	バランス
دربارۀ	について
اثربخشی	実効
اثربخشی	効能
قلدری	いじめ
ثواب	やりがい
آلخاندرو	アレハンドロ
سنگها	ストーンズ
سنگها	岩石
سنگها	ロックス
تروی	トロイ
تروی	イリオス
تکنو	テクノ
بدخیم	悪性
رقابتها	競技
رقابتها	コンペ
رقابتها	競争
رقابتها	コンペティション
رقابتها	コンテスト
چتری	前髪
چتری	アンブレラ
تاور	タワー
ژاکلین	ジャクリーヌ
چمنی	grass
اختتامیه	フィナーレ
اختتامیه	エンディング
المر	エルマー
آلپاین	高山
استوکس	ストークス
نایروبی	ナイロビ
ماتیو	マシュー
ماتیو	マチュー
کنکورد	コンコルド
برگمن	ベルイマン
مکش	吸引
کاراکاس	カラカス
جرثقیل	クレーン
جرثقیل	ツル
کوشا	勤勉
کوشا	勤勉
سروری	プロテクター
مارکی	侯爵
تاری	不透明
لیتری	ビーカー
نسبتی	関係
ژل	ジェル
ژل	ゲル
خیاطی	裁縫
خیاطی	縫製
تقلبی	フェイク
نیرنگ	プロット
یادی	言及
پایی	フィート
پایی	両足
شلوغی	群衆
شلوغی	群集
شلوغی	人混み
کلودیو	クラウディオ
هارالد	ハーラル
کارپنتر	大工
فلو	flo
تلگرام	電報
گدازه	溶岩
یدک	けん引
یدک	トレーラー
یدک	予告編
لیورنو	リヴォルノ
نارا	奈良
انیکس	エニックス
کارآموزی	インターン
کارآموزی	インターンシップ
کارآموزی	修業
چپل	チャペル
شاهدی	証人
فلیکر	flickr
درختچه	低木
لئونیداس	レオニダス
تیزی	シャープ
تیزی	鋭い
عربها	アラブ
مرکل	メルケル
تهدیدهای	脅威
تهدیدهای	威嚇
تهدیدهای	脅迫
یبوست	便秘
گوادالاخارا	グアダラハラ
پالادیم	パラジウム
تلخی	苦い
تلخی	ビター
تلخی	苦味
کارتریج	カートリッジ
کارتریج	実包
کارتریج	カートリッジ
آگیلرا	アギレラ
ضامن	トグル
ضامن	切り替え
ضامن	保証
ضامن	保証書
ضامن	保障
شنوندگان	リスナー
مزد	賃金
مزد	手数料
مزد	料金
سرکشی	反乱
مقید	束縛
مقید	バウンド
معجون	カクテル
تال	タル
کشمش	レーズン
کشمش	レーズン
جهنده	ジャンパー
سوپرنچرال	超自然
سوبارو	スバル
شپش	シラミ
شپش	シラミ
شیمیزو	清水
آسیموف	アシモフ
آدریانو	アドリアーノ
طوفانی	吹く
طوفانی	ストーミー
صنعتگران	職人
صنعتگران	職人
پیشفرض	デフォルト
ملویل	メルヴィル
گروهان	会社
گوشواره	イヤリング
گوشواره	イヤリング
آرنج	ひじ
پاندا	パンダ
تاندون	天丼
داکا	ダッカ
دلبر	野獣
دلبر	ビースト
بحثهای	ディスカッション
خزنده	爬虫類
داستین	ダスティン
الرشید	仏教徒
قطرات	ビーズ
کاندیداهای	候補者
گنکور	ゴンクール
اتاقهای	部屋
اتاقهای	ルーム
انزوا	隔離
انزوا	孤立
انزوا	隠棲
لچه	レッチェ
ریکو	リコ
ریکو	リコー
اولگا	オルガ
فست	fest
استرن	スターン
استرن	船尾
مسافرین	乗客
جویدن	かむ
جویدن	チューインガム
فورتونا	フォルトゥーナ
گالیم	ガリウム
تاکاشی	たけし
مرسین	メルスィン
مریض	病気
تاجران	商人
افتادگی	障害
افتادگی	直腸
کروماتوگرافی	クロマトグラフィー
جیجاق	ジェイ
جیجاق	カケス
دورنمای	見通し
کفتار	ハイエナ
مارکوف	マルコフ
تضمینی	保証
تضمینی	保証
تضمینی	保証書
تضمینی	保障
ایباراکی	茨城
غذاخوری	ダイナー
زون	ゾーン
زون	zone
دیکسی	ディキシー
ارتعاش	振動
تدی	テディ
برنی	バーニー
رگبار	シャワー
رگبار	にわか
رگبار	シャワー
فیش	魚類
فیش	フィッシュ
بازپرداخت	返済
بازپرداخت	借主
برزخ	煉獄
رکاب	ペダル
پلازا	プラザ
پرشین	ペルシャ
استریل	無菌
اپسیلون	イプシロン
شوره	ふけ
شوره	塩辛い
سالواتوره	サルヴァトーレ
استیونس	スティーヴンス
هاگ	胞子
هاگ	胞子
نائورو	ナウル
سحرگاه	明け方
سحرگاه	夜明け
سحرگاه	ドーン
بالیوود	ボリウッド
کروات	引き分け
کروات	ネクタイ
ساترلند	サザーランド
کلودیا	クラウディア
پرکینز	パーキンス
تماشاخانه	opera
تماشاخانه	オペラ
راینر	ライナー
والرین	ヴァレリアン
تناسخ	転生
کوکائین	コカイン
کاکی	カキ
دوپامین	ドーパミン
مساوات	平等
چاقوی	ナイフ
کتابچه	冊子
کلارینت	クラリネット
جنگیدن	ファイティング
تراس	テラス
تراس	棚田
هپبورن	ヘプバーン
پیمودن	トラバース
گوژپشت	humpback
وزغ	キノピオ
وزغ	ヒキガエル
زیگفرید	ジークフリート
گیگاهرتز	ghz
آبراه	水路
ملزومات	essentials
ملزومات	必需品
کانگوروی	カンガルー
گلاسترشر	グロスタシャー
عمداً	故意
آمبولانس	救急車
زراعتی	農業
مانا	マナ
دلسوز	テンダー
دلسوز	柔らかい
گناهکار	有罪
گناهکار	guilty
گناهکار	罪人
نویی	nuit
ارضا	オーガズム
فالکون	ファルコン
مورنو	モレノ
گورکی	ゴーリキー
تایگر	トラ
تایگر	タイガー
کارد	刃物
کارد	ナイフ
مجسم	描写
میگوئل	ミゲル
آبرنگ	水彩
آبرنگ	水彩画
تیرگی	暗闇
تیرگی	ぼかし
جس	ジェシカ
جس	ジェス
فروزان	ブレイズ
لوند	コケット
لوند	ルンド
کارتهای	カード
سطل	バケット
سطل	バケツ
ترافیکی	トラフィック
ترافیکی	交通
دیکشنری	辞書
دیکشنری	辞典
باتلاق	沼地
باتلاق	ボグ
نمسیس	ネメシス
کویل	コイル
مژگان	まつげ
پاچه	恥ずかしい
تکفیر	破門
بلشویک	ボリシェヴィキ
تاس	ダイス
تاس	サイコロ
کلمبیایی	コロンビア
ولش	ウェルシュ
سیروز	肝硬変
شیدایی	マニア
مزدوران	傭兵
ونگ	ウォン
یاماگوچی	山口
ساتو	佐藤
باریم	バリウム
هنک	ハンク
لثه	歯茎
رنجر	レインジャー
آبرسانی	水道
دلال	ブローカー
سمیر	サミル
خبرنامه	ニュースレター
خبرنامه	会報
گوریل	ゴリラ
اسپایک	スパイク
آپارات	プロジェクター
کانالهای	チャネル
کانالهای	チャンネル
میریام	ミリアム
مرمره	マルマラ
مکاشفه	啓示
مکاشفه	黙示録
گونزالس	ゴンサレス
گونزالس	ゴンザレス
آدریانا	アドリアーナ
انیگما	エニグマ
دایم	パーマネント
لوزون	ルソン島
کوماموتو	熊本
پلاتا	plata
شئ	オブジェクト
گرفتاری	関与
ستونهای	カラム
دامان	ダマン
سوئیت	スイート
سلتیکس	セルティックス
خردل	マスタード
زاغی	カササギ
گناهی	シン
گناهی	sin
استورم	ストーム
فرورفتگی	うつ病
فرورفتگی	デント
چمدان	荷物
چمدان	スーツケース
چمدان	荷物
چمدان	スーツケース
کالوین	カルヴィン
افرا	メープル
افرا	カエデ
گرترود	ゲルトルート
لنا	レナ
مارادونا	マラドーナ
احساساتی	センチメンタル
احساساتی	気持ち
احساساتی	感情
موعظه	説教
موعظه	説教
موعظه	説教
کادمیم	カドミウム
آلبرشت	アルブレヒト
ضربت	swat
ضربت	スワット
متقاضی	申請者
لینا	レナ
لینا	リナ
بویر	ボイヤー
ویوین	ヴィヴィアン
پوتسدام	ポツダム
آنتونیوس	アントニウス
کانر	コナー
هیپنوتیزم	催眠
هیپنوتیزم	睡眠薬
هکر	ハッカー
گریفیث	グリフィス
اجدادی	伝承
کاتالیزور	触媒
راکول	ロックウェル
دویسبورگ	デュースブルク
نارنجک	手榴弾
حصاری	フェンス
وتر	斜辺
آشپز	シェフ
آشپز	コック
آشپز	クック
اگنس	アグネス
فلامنکو	フラメンコ
تابان	シャイニング
براندون	ブランドン
ملارد	マガモ
تفحص	ストレート
تفحص	きちんと
مود	mod
نووا	ノヴァ
نووا	新星
فاخر	カーペット
فاخر	絨毯
ارادی	故意
داندی	ダンディー
هانگول	ハングル
دودکش	煙突
دودکش	煙突
توتون	タバコ
توتون	たばこ
ویکرز	ヴィッカース
یواخیم	ヨアヒム
یواخیم	ヨアキム
مردمک	生徒
مردمک	瞳孔
مردمک	瞳孔
سیسکو	cisco
ماههای	ヶ月
ماههای	months
لوسیل	ルシール
آنفلوآنزا	インフルエンザ
ترند	トレンド
ترند	流行
کریشنا	クリシュナ
نجار	大工
خولیو	フリオ
وسلی	ウェズリー
فوجیان	福建省
هارلم	ハーレム
وینگ	ウイング
ویلای	ヴィッラ
ویلای	ヴィラ
آوار	破片
آوار	瓦礫
آوار	崩壊
آوار	たたむ
کسیدی	キャシディ
کرجی	スループ
کرجی	ヨット
نورت	ノルテ
جوردن	ヨルダン
جوردن	ジョーダン
یاسمین	ジャスミン
براتیسلاوا	ブラチスラヴァ
ماس	mas
ماس	コケ
سونیک	ソニック
فعالیتها	アクティビティ
فعالیتها	活動
فعالیتها	アクティビティ
کپک	カビ
کپک	カビ
کوچی	高知
پژواک	反響
پژواک	エコー
رعیت	農民
هاوکینز	ホーキンス
جیانگسو	江蘇省
ریا	レア
بلای	ベーラ
هالیوودی	ハリウッド
حضار	観客
حضار	オーディエンス
حضار	出席
حضار	傍聴
ویلنیوس	ヴィリニュス
ملتی	コミュニティ
ملتی	コミュニティー
ملتی	ネーション
ملتی	国民
آنجلیکا	アンジェリカ
دورن	デュラン
پیچک	ツタ
پیچک	アイビー
حیله	トリック
حیله	欺瞞
مشاجره	けんか
خفگی	絞殺
تلما	テルマ
دعایی	祈り
میندانائو	ミンダナオ島
عروج	アセンション
عروج	昇順
بمیرد	die
بمیرد	死ぬ
اسکالر	スカラー
غنچه	バド
اولسن	オルセン
پرخاشگری	侵略
هورنت	スズメバチ
بانکو	バンコ
دوده	スモーク
دوده	すす
دارت	ダーツ
کاستی	欠陥
رسولی	使徒
رسولی	メッセンジャー
رسولی	messenger
فرما	フェルマー
فیدل	フィデル
پوشه	フォルダ
کاتد	カソード
فرغانه	フェルガナ
نانجینگ	南京市
نانجینگ	南京
میسی	ミッシー
میسی	メイシー
آلساندریا	アレッサンドリア
نصیحت	助言
نصیحت	アドバイス
کرافورد	クロフォード
رنی	レネー
نانی	ナニ
نانی	ナニー
دهستانهای	市町村
دهستانهای	自治体
همدلی	共感
رزی	ロージー
میخک	クローブ
میخک	クローブ
ویلتشر	ウィルトシャー
باکینگهام	バッキンガム
کاو	コーブ
کاو	入り江
پیره	ピレウス
نمازخانه	チャペル
ویرا	ヴィエイラ
اساسا	主に
آراد	arad
تیرانا	ティラナ
بابونه	カモミール
اورلئان	オルレアン
اورلئان	オルレアン
مارو	まる
شاتر	シャッター
بوگوتا	ボゴタ
بوگوتا	ボゴタ
استروژن	エストロゲン
میگرن	偏頭痛
گراتس	グラーツ
بوکسور	ボクサー
موتورولا	motorola
آمون	アモン
سیفی	シス
بیسیم	ワイヤレス
بیسیم	ラジオ
بیسیم	コードレス
ژست	ポーズ
ژست	身振り
ژست	ジェスチャー
آنگلا	アンジェラ
رخنه	違反
بیسموت	ビスマス
ترامپولین	トランポリン
آیرین	イレーネ
آیرین	アイリーン
تکنیکهای	テクニック
فلچر	フレッチャー
اغاز	開始
کراسنویارسک	クラスノヤルスク
فداکاری	献身
فداکاری	奉納
فداکاری	犠牲
فداکاری	生贄
توسان	ツーソン
جاکوب	ジャコブ
لوقا	ルカ
روبل	ルーブル
روبل	ルーブル
تفریحات	レクリエーション
تفریحات	エンターテイメント
تفریحات	娯楽
تفریحات	エンターテインメント
کرامول	クロムウェル
بورژوازی	ブルジョア
پطرس	ペーター
پطرس	peter
پطرس	ピーター
ماریانا	マリアナ
دیتریش	ディートリヒ
حرا	マングローブ
سومریان	シュメール
توسکا	トスカ
پرتگاه	クリフ
ماسیمو	マッシモ
تووالو	ツバル
بُعد	ディメンション
بُعد	次元
بُعد	寸法
درنای	クレーン
درنای	ツル
مونث	女性
هریت	ハリエット
مهارتهای	スキル
کامپس	カンポス
استرانسیم	ストロンチウム
عتیقه	アンティーク
کچل	ハゲ
فاس	フェス
پوزیترون	陽電子
معیشت	生計
ویلیج	村落
ویلیج	ヴィレッジ
افشاگری	開示
ناآرامی	擾乱
ناآرامی	騒乱
پراویدنس	プロビデンス
داکتر	医師
داکتر	ドクター
داکتر	先生
داکتر	医者
چشمک	ウインク
چشمک	点滅
اونس	オンス
اونس	エヴァンス
اونس	エヴァンズ
اونس	エバンス
هیروشی	ひろし
سالونیک	テッサロニキ
تیانجین	天津市
تیانجین	天津
لاگوس	ラゴス
خجالت	恥ずかしい
خجالت	当惑
خجالت	恥ずかしい
پز	茹でる
مایکلز	マイケルズ
نظافت	清掃
نظافت	クリーニング
نظافت	洗浄
نظافت	清掃
نظافت	掃除
مزدور	傭兵
کوش	オタク
غیراخلاقی	不道徳
شورت	パンティー
شبهای	ナイツ
بینگ	ビング
پلنگی	ヒョウ
ناگازاکی	長崎市
ناگازاکی	長崎
سرآیند	ヘッダ
سرآیند	ヘッダー
آنت	アネット
شوکه	ショック
شوکه	衝撃
تاناکا	田中
مسلک	セクト
ایسوس	asus
گونگ	ゴング
پویش	スキャン
پویش	クエスト
پویش	スキャン
بسپار	高分子
خطابه	説教
آندو	安藤
گاراژ	ガレージ
