και	és
αμφιλεγόμενο	vitatott
μπρεχτ	brecht
παρέμβασης	beavatkozás
παρέμβασης	intervenciós
παρέμβασης	intervenció
κωδικοί	kódok
καταστροφικές	katasztrofális
καταστροφικές	katasztrofális
καταστροφικές	pusztító
καταστροφικές	megsemmisítő
εβδομαδιαίο	hetente
εβδομαδιαίο	heti
πανικό	pánik
μουσουλμάνος	muszlim
μουσουλμάνος	muzulmán
μουσουλμάνος	muszlimok
πλαστική	műanyag
πλαστική	műanyag
εκφράζοντας	kifejezni
νιούτον	newton
άξια	érdemes
άξια	méltó
χαβιέρ	javier
βοοειδή	marha
βοοειδή	szarvasmarha
βοοειδή	marhák
βοοειδή	szarvasmarhák
ταξίδευε	utazott
ταξίδευε	utazott
φυλάκιο	helyőrség
φυτείες	ültetvény
φυτείες	ültetvények
φωτογραφικές	fényképészeti
έκαστος	mindegyik
χειρισμός	kezelése
χειρισμός	kezelési
δημοκρατικά	demokratikusan
ντονέτσκ	doneck
τζέσικα	jessica
ανώνυμες	névtelen
μυελό	csontvelő
μυελό	medulla
γίγαντα	óriás
έλλειμμα	hiány
ντίνο	dino
μετοχή	részesedése
μετοχή	megosztás
μετοχή	részesedés
ψέμα	hazugság
ψέμα	hazudj
επαρκείς	elégséges
επαρκείς	elegendő
έναυσμα	ravaszt
πυροβολισμούς	lövések
πυροβολισμούς	lövéseket
φόστερ	foster
παρνασσού	parnassus
χρονολόγιο	idővonal
αμφισβήτησε	vitatta
αμφισβήτησε	vitatott
αμφισβήτησε	megkérdőjelezte
ραβδώσεις	barázdák
ραβδώσεις	bordázott
εισοδήματα	jövedelmek
εισοδήματα	jövedelem
εισοδήματα	bevétel
εισοδήματα	jövedelmek
εισοδήματα	bevételek
εισοδήματα	jövedelme
ορειβάτες	hegymászók
μέισον	mason
μέισον	kőműves
μέγιστος	legfeljebb
μέγιστος	maximum
μέγιστος	maximális
τούβλα	tégla
απαιτούμενο	szükséges
ανταγωνιστική	versenyképes
ανταγωνιστική	versengő
τρόμο	terror
τρόμο	rettegés
τρόμο	rémület
γραμματόσημο	bélyeg
γραμματόσημο	bélyegző
γραμματόσημο	pecsét
δασική	erdészeti
λιγότεροι	kevesebben
λιγότεροι	kevesebb
ελβετικό	svájc
ελβετικό	svájci
κάμερες	kamerák
βαλ	val
λέσβος	leszbosz
ομιλητής	szónok
ομιλητής	felszólaló
μπουργκάς	burgasz
προσχώρηση	csatlakozás
μοναξιά	magány
μοναξιά	magány
μοναξιά	magányos
μοναξιά	magányosan
μοναξιά	magány
ντάλτον	dalton
γενναίος	bátor
μεμβράνες	membránok
θησαυρού	tezaurusz
βιογράφος	életrajzírója
προηγούμενος	előző
προηγούμενος	korábbi
πέτα	repülni
πέτα	repülés
πέτα	repül
πέτα	repülj
πέτα	dob
πέτα	dobd
πέτα	dobás
περίπλοκο	komplikált
περίπλοκο	bonyolult
πιάτσα	piazza
αγριόγατα	hiúz
αναλυτικές	analitikai
πυραμίδες	piramisok
ικανοποιητικό	kielégítő
ικανοποιητικό	kielégítő
ένδεκα	tizenegy
τρωκτικά	rágcsáló
τρωκτικά	rágcsálók
τρωκτικά	rágcsálók
μπαντ	bud
μπαντ	budd
κυνηγάει	vadászik
κριθάρι	árpa
#αν	#ha
προφανή	nyilvánvaló
πρίν	előtte
πρίν	előtt
πρίν	mielőtt
σαμάρα	samara
βεγγάλης	bengáli
ασφαλείς	biztonságos
ασφαλείς	biztonságban
ασφαλείς	széf
ασφαλείς	biztonság
σκέτο	sima
καθορισμός	meghatározás
καθορισμός	meghatározása
μυκήνες	mükéné
πιέρο	piero
αχέροντα	acheron
κεραυνό	villám
κεραυνό	mennydörgés
ανιχνευτές	szenzorok
ανιχνευτές	érzékelők
ανιχνευτές	érzékelők
ανιχνευτές	szkennerek
ανιχνευτές	szkenner
ανιχνευτές	felderítők
ανιχνευτές	cserkészek
συμπληρωματικά	kiegészítő
δέκτη	fogadó
δέκτη	címzett
δέκτη	vevő
υπέροχη	csodás
υπέροχη	csodálatos
υπέροχη	bájos
υπέροχη	kedves
ζέστη	hőség
ζέστη	hő
ζέστη	fűtés
ζέστη	forró
ζέστη	hot
ζέστη	meleg
ζέστη	dögös
καλύβες	kabinok
καλύβες	kunyhókat
κληρονομήσει	örökölni
μούσες	múzsák
διαβήτης	diabétesz
διαβήτης	cukorbeteg
διαβήτης	cukorbetegség
διαβήτης	diabetes
κρακοβία	krakkó
πρόβες	próbák
πρόβες	próbálni
δυτικοί	nyugatiak
χειρουργός	sebész
εξέλσιορ	excelsior
αζτέκων	azték
ασταθή	instabil
ασταθή	labilis
ασταθή	bizonytalan
πάρτυ	party
πάρτυ	buli
πάρτυ	parti
φιούρι	fury
φιούρι	düh
πολυ	nagyon
πολυ	poli
θήκη	hüvely
εφηύρε	fantázia
λιβόρνο	livorno
ευνοϊκή	kedvező
ελλαδα	görögország
οικονομίες	megtakarítás
οικονομίες	megtakarítások
οικονομίες	gazdaságok
δράκο	sárkány
δράκο	dragon
ρόμπι	robbie
ρόμπι	robby
μικρόφωνο	mikrofon
μικρόφωνο	mikrofont
μικρόφωνο	mikrofon
βλήματα	rakéták
βλήματα	lövedékek
ανταλλαγές	cserék
σίμπα	szimba
σίμπα	sheba
προμηθέα	prometheus
φθίνουσα	csökkenő
φθίνουσα	csökkenő
φθίνουσα	csökken
φθίνουσα	csökkenő
πιθανός	lehetséges
καουτσούκ	gumi
ανενεργό	inaktív
πρωτοποριακή	úttörő
σύναξη	összegyűlt
σύναξη	gyülekező
σύναξη	összejövetel
γάντια	kesztyű
γάντια	kesztyűt
εξάσκηση	gyakorol
εξάσκηση	gyakorolni
εξάσκηση	gyakorlás
εξάσκηση	edzés
εξάσκηση	gyakorlat
εξάσκηση	gyakorlás
εξάσκηση	gyakorolni
δουλεύοντας	dolgozó
δουλεύοντας	dolgozik
δουλεύοντας	dolgozom
δουλεύοντας	dolgozok
ανώμαλη	rendellenes
ανώμαλη	abnormális
ανώμαλη	kóros
έντομο	rovarok
έντομο	rovar
έντομο	bogár
έντομο	poloska
έντομο	bug
κοινοβουλευτικές	parlamenti
βαλβίδα	szelep
βαλβίδα	billentyű
πορνοστάρ	pornósztár
αναισθησία	altatás
αναισθησία	érzéstelenítés
βάρκες	csónak
βάρκες	hajók
γουάιλντερ	wilder
φέρντιναντ	ferdinand
βαθύτερα	mélyebben
βαθύτερα	mélyebbre
βαθύτερα	mélyebb
κοίτα	nézd
θηλαστικό	emlősök
θηλαστικό	emlős
θηλαστικό	emlősök
θηλαστικό	emlős
χωρικοί	falusiak
χωρικοί	parasztok
υποβάλλει	benyújtja
ασκληπιού	aszklépiosz
ενισχυμένη	megerősített
ενισχυμένη	megerősített
ενισχυμένη	erősített
ισχυρισμοί	állítások
ισχυρισμοί	követelés
ισχυρισμοί	követelések
ισχυρισμοί	igények
ισχυρισμοί	állítások
ισχυρισμοί	állításokat
ίριδα	iris
γνωστική	kognitív
κολώνες	oszlopok
κολώνες	oszlop
κολώνες	oszlopok
σεπτ	szept
ροστόφ	rosztov
επιβίωσε	túlélni
επιβίωσε	túlélte
ζύμωση	erjesztett
ζύμωση	erjedés
πισίνα	medence
πισίνα	biliárd
βύθισμα	huzat
βύθισμα	merülés
νίνα	nina
δημοκρατικούς	demokraták
ρέιμοντ	raymond
σχεδιασμένα	tervezett
σχεδιασμένα	megtervezett
ύποπτος	feltételezett
ύποπτος	gyanúsított
ύποπτος	gyanús
πλευρική	oldalirányú
πλευρική	oldalsó
βέτο	vétó
φόρεμα	köntös
φόρεμα	ruha
μαλδίβες	maldív
λιουμπλιάνα	ljubljana
εταίρος	társ
εταίρος	partner
εταίρος	társa
εταίρος	társam
χιούζ	hughes
γέλιο	nevetés
γέλιο	nevetve
γέλιο	nevet
γέλιο	nevetés
γέλιο	nevess
γέλιο	nevetni
γέλιο	nevetés
συγκρούστηκαν	összecsaptak
φορολογίας	adóztatás
φορολογίας	adózás
ποκαχόντας	pocahontas
απόψε	este
τάφρο	várárok
τροφοδοσίας	vendéglátó
ενοχή	bűntudat
υποκείμενα	alanyok
υποκείμενα	témák
τεμάχια	darabok
τεμάχια	darabjai
τεμάχια	darab
τεμάχια	darabokban
τεμάχια	vágás
τεμάχια	vágások
γκλόρια	gloria
κροάτης	horvát
ερασιτέχνης	amatőrök
ερασιτέχνης	amatőr
υποκατάστασης	helyettesítő
βιώσιμη	fenntartható
βιώσιμη	életképes
ιπτάμενο	repül
ιπτάμενο	repülés
ιπτάμενο	repülő
οπές	lyukak
συγχωνεύσεις	egyesülés
συγχωνεύσεις	egyesülések
συντονισμός	koordináció
συντονισμός	koordinációs
μεταναστεύσει	emigrálni
γουόρεν	warren
οκταβιανού	octavianus
λίλιαν	lillian
λίλιαν	lilian
νικελίου	nikkel
άπειρες	végtelen
ανεπαρκή	elégtelen
ανεπαρκή	alkalmatlan
ανεπαρκή	elégtelen
κλάιν	cline
κλάιν	kline
κλάιν	klein
νότιγχαμ	nottingham
μετάξι	selyem
ταμίας	kincstárnok
ταμίας	pénztáros
ταμίας	pénztár
ευκολότερο	könnyebb
ευκολότερο	könnyebben
ευκολότερο	egyszerűbb
ομοιόμορφη	egységes
ομοιόμορφη	egyenruhás
ομοιόμορφη	egyenruha
γλωσσολόγος	nyelvész
κύκνος	hattyú
κύκνος	swan
υποχρεωτικό	kötelező
υποχρεωτικό	kötelező
υποχρεωτικό	kötelezően
υποχρεωτικό	kötelező
υποχρεωτικό	kötelezően
απαγορευμένη	tilos
απαγορευμένη	tiltott
απαγορευμένη	tilos
απαγορευμένη	tiltott
κοζάκοι	kozákok
γκεστάπο	gestapo
ιδού	íme
αεροπλάνου	repülőgép
απορρίπτεται	elutasított
απορρίπτεται	elutasítva
απορρίπτεται	elutasította
απορρίπτεται	megtagadva
απορρίπτεται	elutasítva
υδρόβια	vízi
εκτάρια	hektár
εκτάρια	hektár
μπι	méh
μπι	méhecske
χτυπάει	veri
άντζελα	angela
βρώμιο	bróm
σουαζιλάνδης	szváziföld
μορίς	maurice
ακίνητα	elhelyezés
ακίνητα	lakás
ακίνητα	lakhatás
ακίνητα	ingatlan
ακίνητα	tulajdon
ακίνητα	ingatlanok
ακίνητα	tulajdonság
ακίνητα	tulajdonság
ακίνητα	tulajdonságai
ακίνητα	ingatlanok
ακίνητα	tulajdonságok
ρηχά	sekélyes
ρηχά	felszínes
ρηχά	sekély
μπράντο	brando
πόε	poe
κολυμβητής	úszó
πτώχευση	csődbe
πτώχευση	csőd
μεταθανάτια	posztumusz
μεταθανάτια	posztumusz
ριάντ	rijád
περθ	perth
πόλους	lengyelek
θνησιμότητα	mortalitás
γενετικό	genetikai
γενετικό	genetikus
τυποποίηση	szabványügyi
τυποποίηση	szabványosítás
ντίτριχ	dietrich
εμπορεύματα	árucikkek
εμπορεύματα	árucikk
εμπορεύματα	áruk
εμπορεύματα	árucikkek
εμπορεύματα	áruk
εμπορεύματα	javak
εμπορεύματα	áru
γαλατά	tejesember
οπως	mint
οπως	like
οπως	tetszik
πήγασος	pegasus
νομιμότητα	legitimitását
νομιμότητα	jogszerűségét
νομιμότητα	jogszerűségét
χόμπιτ	hobbitok
χόμπιτ	hobbit
σπόρων	vetőmag
σπόρων	mag
λίο	leo
νίκολσον	nicholson
οντισιόν	meghallgatás
οντισιόν	meghallgatások
οντισιόν	meghallgatás
χαρτογράφηση	feltérképezése
παχυσαρκία	elhízás
ανίκανος	alkalmatlan
ανίκανος	képtelen
ανίκανος	impotens
άνθιση	virágzó
δόντι	fogat
δόντι	fog
δόντι	foga
ποτών	italok
γουίλι	willy
γουίλι	willie
καταρίνα	katharina
καταρίνα	katarina
συγκρούονται	ütközik
συγκρούονται	ütköznek
τζέφερσον	jefferson
συμπαγές	kompakt
συμπαγές	tömör
συμπαγές	tömör
συμπαγές	szilárd
κέρτις	curtis
υποψήφιες	jelöltek
υποψήφιες	jelentkezők
υποψήφιες	pályázók
πράις	pryce
κατακτητής	hódító
κεραμικής	kerámia
πορνεία	prostitúció
ανακρίβειες	pontatlanságokat
μειοψηφία	kisebbségi
μειοψηφία	kisebbség
σόμερσετ	somerset
μπόνους	prémium
μπόνους	bónusz
μπόνους	bónusz
μπόνους	bónuszok
απόκριση	reagálás
απόκριση	reakció
απόκριση	válasz
κατοικίδια	háziállat
κατοικίδια	háziállatok
ιξώδες	viszkozitás
τζίνι	dzsinn
τζίνι	ginny
τζίνι	jeannie
ρινόκερος	orrszarvú
ρινόκερος	orrszarvú
αιφνίδια	hirtelen
πράσινος	zöld
ορμόνες	hormonok
ορμόνες	hormon
γραμματοσειρά	font
γραμματοσειρά	betűtípus
φάρμα	farm
φάρμα	gazdaság
τρανσυλβανία	erdély
ερυθράς	rubeola
ατελής	tökéletlen
ατελής	hiányos
ατελής	befejezetlen
νίκολς	nichols
έμπειρος	tapasztalt
έμπειρος	tapasztaltak
έμπειρος	gyakorlott
κρυμμένο	elrejtve
κρυμμένο	rejtett
κρυμμένο	elrejtett
μαθήτρια	hallgató
μαθήτρια	tanítvány
μαθήτρια	diák
μαθήτρια	tanuló
σχετικός	relatív
σχετικός	viszonylagos
σχετικός	rokon
γενναία	bátor
γενναία	bátran
έρημος	sivatag
κόναν	conan
φαβορί	kedvezett
μάαστριχτ	maastrichti
ποσοτικά	mennyiségi
συνειδητά	tudatosan
δανικά	dán
συλλαβές	szótag
σκαλοπάτια	lépcsők
σκαλοπάτια	lépcső
σκαλοπάτια	lépcsőn
σκαλοπάτια	lépcső
σκαλοπάτια	lépcsők
σκαλοπάτια	lépések
σκαλοπάτια	lépés
σκαλοπάτια	lépéseket
πυλώνες	oszlopok
συμβολικό	szimbolikus
συμβολικό	jelképes
χορηγία	szponzorált
χορηγία	támogatott
χορηγία	szponzori
αγωγού	vezeték
αγωγού	csővezeték
βαφή	festés
βαφή	festés
βαφή	festék
βαφή	festék
τελετουργικά	rituálék
συνεχιζόμενη	folyamatos
συνεχιζόμενη	folyamatban
επιθετικά	agresszíven
επιθετικά	agresszív
ηχητικό	sonic
μπορ	bohr
μαγδαληνή	magdolna
δυσφορία	kellemetlen
καρχαρίας	cápa
παλλάδιο	palládium
τσιπ	csip
τσιπ	chip
σύζυγοι	férjek
σύζυγοι	házastársak
σύζυγοι	feleségek
κουίνς	queens
συντρίμμια	törmelék
συντρίμμια	roncs
συντρίμμια	roncsot
κατευθύνει	irányítja
σούμαν	schumann
επιβλέπει	felügyeli
επιβλέπει	felügyeli
επιβλέπει	felügyelt
επιβλέπει	felügyeli
γράψτε	írj
γράψτε	írni
γράψτε	írjon
κούρσα	faj
κούρσα	futam
κούρσα	verseny
επαλήθευση	ellenőrizve
επαλήθευση	hitelesített
επαλήθευση	ellenőrzött
επαλήθευση	ellenőrizni
επαλήθευση	hitelesítés
επαλήθευση	ellenőrzés
γιονγκ	yong
οικιακή	hazai
οικιακή	belföldi
εγκρίνεται	engedélyezett
εγκρίνεται	jóváhagyott
εγκρίνεται	elfogadva
εγκρίνεται	elfogadott
νοικοκυριά	háztartás
νοικοκυριά	háztartások
προθεσμία	határidőt
προθεσμία	határidő
προθεσμία	határidőre
μπερνίνι	bernini
ψυχολόγος	pszichológus
ψυχολόγος	terapeuta
ντακότα	dakota
ομοιομορφία	egységesség
φανταστικά	fantasztikus
ένσταση	ellenvetés
φιοντόρ	fjodor
μπέικον	szalonna
μπέικον	bacon
μπέικον	szalonnát
γεφυρών	hidak
γεφυρών	hidakat
κάφκα	kafka
πολεμοφόδια	lőszer
πολεμοφόδια	lőszerek
πολεμοφόδια	lőszert
πολεμοφόδια	lőszerek
πάρε	vedd
διμεθυλο	dimetil
κυκλωμάτων	áramkörök
κυκλωμάτων	áramkör
σεξουαλικότητα	szexualitás
σχοινιά	kötelek
σχοινιά	kötél
σκόρδο	fokhagyma
αυστραλοί	ausztrálok
απρίλη	april
απρίλη	április
απρίλη	áprilisi
απρίλη	áprilisban
ραβδί	bot
ραβδί	pálca
διακοσμητικό	dekoratív
διακοσμητικό	dekoráció
διακοσμητικό	díszítő
αιθέρα	éter
γκι	fagyöngy
στρογγυλή	kör
στρογγυλή	kerek
στρογγυλή	forduló
στρογγυλή	körbe
πιστοποίηση	hitelesítés
πιστοποίηση	igazolás
πιστοποίηση	tanúsítás
πιστοποίηση	tanúsítvány
αντωνία	antonia
μακάο	makaó
μακάο	makaó
μόλυβδος	ólom
μόλυβδος	vezet
υποδοχέα	receptor
σαρλότ	charlotte
λάουρα	laura
λάουρα	laurát
μπαμπά	apa
μπαμπά	apu
μπαμπά	apu
μπαμπά	papa
χαλαρά	nyugodt
χαλαρά	laza
χαλαρά	lazán
χαλαρά	laza
ψυχικά	szellemileg
ψυχικά	mentálisan
κασέτα	kazettát
κασέτα	kazetta
κασέτα	szalag
κασέτα	kazetta
μπάνιο	zápor
μπάνιο	zuhany
μπάνιο	fürdő
μπάνιο	mosdó
μπάνιο	fürdőszoba
μπάνιο	fürdő
μπάνιο	fürdés
αλλάχ	allah
πρωτο	proto
χάρβεϊ	harvey
βιολογικό	biológiai
απορροφάται	felszívódik
απορροφάται	felszívódott
πρωτοπόροι	úttörők
μωσαϊκό	mozaik
βοηθήματα	aids
επιφύλαξη	fenntartás
επιφύλαξη	foglalás
πειραματικές	kísérleti
βίλνιους	vilnius
εισαγωγικά	idézetek
εισαγωγικά	idéz
ογδόντα	nyolcvan
δυσλειτουργία	meghibásodás
δυσλειτουργία	diszfunkció
τένοντα	ín
πόθος	vágy
πόθος	vágy
άμεσος	közvetlen
άμεσος	direct
άμεσος	közvetlenül
άμεσος	egyenes
γνήσιο	őszinte
γνήσιο	valódi
υπαίθρια	szabadtéri
υπαίθρια	kültéri
υπαίθρια	szabadban
συνθετική	szintetikus
τσέχωφ	csehov
βοηθοί	asszisztensek
βοηθοί	segítők
επέτειος	évforduló
επέτειος	évfordulója
επέτειος	évfordulót
γκάλαχερ	gallagher
ντίλαν	dylan
δίκαιη	vásár
δίκαιη	korrekt
δίκαιη	tisztességes
δίκαιη	fair
δίκαιη	igazságos
χαλαρή	nyugodt
χαλαρή	laza
έρβιν	erwin
τριγωνικό	háromszög
μπέι	öböl
μπέι	bay
βέλτιστη	optimális
βέλτιστη	optimális
αστερίξ	asterix
αυτοβιογραφικό	önéletrajzi
προσαρμογές	kiigazítás
διασυνδέσεις	kapcsolatai
διασυνδέσεις	kapcsolatok
διασυνδέσεις	összeköttetések
σπονδυλωτά	gerincesek
ελαστικά	gumiabroncsok
ελαστικά	gumik
ελαστικά	gumiabroncs
τζέφρι	geoffrey
τζέφρι	jeffrey
συλλέγονται	beszedett
συλλέγονται	begyűjtött
συλλέγονται	összeszedett
συλλέγονται	összegyűjtött
συλλέγονται	gyűjtött
βοϊβοντίνα	vajdasági
αλλοίωση	lézió
αλλοίωση	romlás
ζημίες	veszteségek
ζημίες	veszteség
ζημίες	veszteségeket
ζημίες	károkozás
ζημίες	károk
ζημίες	kártérítés
ζημίες	kár
ζημίες	károsodás
ζημίες	kárt
ζημίες	sérülés
μαρτίνο	martino
κατεδάφιση	bontás
κατεδάφιση	bontási
αβεβαιότητα	bizonytalanság
καγιάκ	kajak
φάκελος	dosszié
φάκελος	boríték
φάκελος	borítékot
φάκελος	fájl
φάκελος	file
φάκελος	akta
φάκελος	könyvtár
φάκελος	dosszié
φάκελος	mappa
καζαμπλάνκα	casablanca
άγνωστοι	idegenek
οπλισμένο	felfegyverkezve
οπλισμένο	fegyveres
γερμάνιο	germánium
άβαταρ	avatár
ψευδή	hamis
γέρος	idős
γέρος	régit
γέρος	régi
γέρος	öreg
γέρος	régiek
αντέδρασαν	reagáltam
αντέδρασαν	reagált
αντέδρασαν	reagáltak
ορσίνι	orsini
κρους	crews
πίστεψε	hiszem
πίστεψε	higgy
εργάτης	dolgozó
εργάτης	munkavállaló
εργάτης	munkás
παραδόξως	meglepően
παραδόξως	meglepő
κεντρο	középre
κεντρο	központ
κεντρο	center
μπορν	bourne
προκατάληψη	elfogultság
προκατάληψη	elfogult
προκατάληψη	sérelme
προκατάληψη	előítélet
όστιν	austin
απομένει	megmarad
απομένει	megmaradt
απομένει	megmaradó
απομένει	fennmaradó
επίγνωση	tudatosság
αρωματικές	aromás
εκρηκτική	robbanóanyagok
εκρηκτική	robbanószer
εκρηκτική	robbanóanyag
εκρηκτική	robbanó
σάντσο	sancho
επιδείνωση	romló
επιδείνωση	romlás
γρηγορότερα	gyorsabban
γρηγορότερα	gyorsabb
σταρκ	stark
συνωμότες	összeesküvők
ιεροκήρυκας	prédikátor
ατμόπλοιο	gőzös
ατμόπλοιο	gőzös
διάβασμα	olvasok
διάβασμα	olvasni
διάβασμα	olvasás
αστρικό	asztrális
τεκμηριωμένες	dokumentált
σίνγκερ	énekesnő
σίνγκερ	énekes
σίνγκερ	singer
βέιλ	fátyol
έγραψες	írt
έγραψες	irtam
έγραψες	írta
έγραψες	írtam
ψηλός	magas
ρυθμίζεται	szabályozott
κλάσματα	törtek
τυπικός	jellemző
τυπικός	tipikus
τυπικός	jellegzetes
τεχεράνη	teherán
λάβα	láva
κηλίδα	folt
γέροντας	idősebb
διαφυγή	szökés
διαφυγή	menekülés
διαφυγή	megszökni
επική	epikus
ασήμαντο	jelentéktelen
ασήμαντο	lényegtelen
ασήμαντο	jelentéktelen
αποσύρεται	kivont
αποσύρεται	visszavont
αποσύρεται	visszavonják
συσκευασία	csomagolás
συσκευασία	csomagolása
συσκευασία	csomag
συσκευασία	csomagolás
συσκευασία	csomagot
συσκευασία	csomagban
συσκευασία	falka
συσκευασία	csomagolás
συσκευασία	csomag
συσκευασία	pack
πωλητής	értékesítő
πωλητής	árus
πωλητής	értékesítő
πιρς	pierce
χατ	kunyhó
ξυλογραφία	fametszet
διοργανωτές	szervezők
διοργανωτές	szervezők
βαθειά	mély
σωτήρας	megváltó
σωτήρας	megmentő
σωτήρας	megváltó
σωτήρας	megmentő
φρουροί	őrök
εκεχειρία	fegyverszünet
εκεχειρία	fegyverszünet
εκεχειρία	tűzszünet
εκεχειρία	fegyverszünet
κρεγκ	craig
κόκκινοι	vörösek
κόκκινοι	vörösök
βέιντερ	vader
σύγκληση	összehívása
ξηρασία	aszály
ξηρασία	szárazság
τεράστιος	hatalmas
τεράστιος	óriási
επιβεβαιώσει	megerősítés
επιβεβαιώσει	megerősítése
επιβεβαιώσει	megerősíteni
επιβεβαιώσει	megerősítve
ταλιμπάν	tálib
ταλιμπάν	tálibok
κοινωνιολόγος	szociológus
τυποποίησης	szabványügyi
τυποποίησης	szabványosítás
καταστείλει	elnyomni
ομολογίες	vallomások
ομολογίες	kötvényeket
ομολογίες	kötvény
ομολογίες	kötvények
ναυτία	hányinger
ναυτία	émelygés
μουν	hold
μουν	holdon
μουν	holdat
μουν	moon
ακατάλληλο	alkalmatlan
ακατάλληλο	alkalmatlan
ακατάλληλο	helytelen
φιλελευθερισμού	liberalizmus
νέον	neon
τσέχοι	csehek
έξυπνη	okos
έξυπνη	ügyes
έξυπνη	ötletes
έξυπνη	intelligens
έξυπνη	okos
έξυπνη	intelligens
έξυπνη	smart
συνδυάζουν	kombinálni
ραδιενεργό	radioaktív
κάηκαν	elégett
κάηκαν	égett
κάηκαν	megégett
κάηκαν	égetett
εσκεμμένα	szándékosan
αλγέρι	algír
ασβεστόλιθο	mészkő
αντισταθεί	ellenállni
συνηθισμένος	közönséges
συνηθισμένος	hétköznapi
ενήλικο	felnőtt
ενήλικο	nagykorú
καμπανία	campania
αιματηρή	véres
γκρενόμπλ	grenoble
γκάνταλφ	gandalf
τζόι	joey
φιλοδοξία	törekvés
φιλοδοξία	törekvés
φιλοδοξία	ambíció
άδειο	üresek
άδειο	üres
άδειο	üresen
πέπλο	fátyol
έκλεψε	ellopta
χρηματοδοτήθηκε	finanszírozott
χρηματοδοτήθηκε	finanszírozott
εκτελεστής	hóhér
εκτελεστής	orgyilkos
εκτελεστής	bérgyilkos
εκτελεστής	merénylő
εκτελεστής	bérgyilkos
εκτελεστής	vadász
εκτελεστής	lövész
μπόγκαρτ	bogart
αναμόρφωση	rehabilitáció
αναμόρφωση	rehabilitációs
αναμόρφωση	reformja
αναμόρφωση	reformok
αναμόρφωση	reform
διορίζονται	kijelölt
διορίζονται	kinevezett
έλσα	elsa
τρελή	őrült
απομονωμένη	félreeső
απομονωμένη	elkülönített
απομονωμένη	elszigetelt
ίψεν	ibsen
νικόλ	nicole
εδω	itt
στάχτη	hamu
στάχτη	hamu
στάχτη	ash
σκοτεινά	sötét
αύρα	szellő
αύρα	aura
μεταξόνιο	tengelytáv
κάντορ	cantor
λεν	len
περιττό	felesleges
περιττό	szükségtelen
περιττό	felesleges
τάιλερ	tyler
ενθάρρυνση	ösztönzése
ενθάρρυνση	biztató
ενθάρρυνση	ösztönzése
κατάσκοπος	kém
κανονικός	rendszeresen
κανονικός	rendszeres
κανονικός	normál
ενδιάμεσες	időközi
ενδιάμεσες	közbenső
ενδιάμεσες	köztes
δευτερεύον	középfokú
δευτερεύον	másodlagos
διαβάθμιση	gradiens
κασσάνδρα	cassandra
στοίχημα	fogadás
στοίχημα	tét
ανιόν	anion
ευχάριστο	kellemes
επιλεγμένες	kijelölt
επιλεγμένες	kiválasztva
επιλεγμένες	kiválasztott
ίζημα	csapadék
ίζημα	üledék
διαγράφει	törli
εντοπισμός	kimutatás
εντοπισμός	nyomkövető
εντοπισμός	követés
πιάστηκε	elkapott
πιάστηκε	fogott
πιάστηκε	kifogott
μπόλτον	bolton
σαμψών	samson
νταϊάνα	diana
γιατι	miért
ντόρα	dora
ενσωματώσει	beépíteni
φέι	faye
φέι	fay
κακοποίηση	bántalmazás
κακοποίηση	visszaélés
κακοποίηση	visszaélések
πρωτέα	proteus
επιτήρηση	felügyelet
επιτήρηση	felügyelet
επιτήρηση	megfigyelés
επιτήρηση	felügyeleti
διακριτική	diszkrét
διακριτική	különálló
διακριτική	diszkrét
θόρυβος	zaj
άπειρα	végtelen
τριφύλλι	lucerna
τριφύλλι	lóhere
τριφύλλι	shamrock
νατάλια	natalja
νατάλια	natalia
φιλανθρωπική	jótékonyság
φιλανθρωπική	jótékonysági
νίντζα	ninja
νίντζα	nindzsa
νίντζα	nindzsák
νατάσα	natasha
τόλμη	merész
τόλμη	vakmerő
εκπληρώσει	teljesíteni
καθολικές	katolikus
καθολικές	katolikusok
φανατικός	fanatikus
φανατικός	fanatikus
θύλακες	zseb
κέλτες	kelták
καθαρότητας	tisztaság
σύμβουλοι	tanácsadók
σύμβουλοι	tanácsadók
σύμβουλοι	tanácsadói
σύμβουλοι	tanácsadók
σύμβουλοι	tanácsadók
σύμβουλοι	tanácsadói
σύμβουλοι	tanácsadók
κυρίες	hölgyek
κυρίες	hölgyeim
μπαταρία	akkumulátor
μπαταρία	elem
μπαταρία	elemmel
υγιή	egészségesek
υγιή	egészségesen
υγιή	egészséges
νομάδες	nomádok
τερματικό	terminál
συνιστώσα	alkatrész
συνιστώσα	összetevő
συνιστώσα	komponens
συνιστώσα	alkotóelem
διαμεσολάβηση	közvetítés
διαμεσολάβηση	közvetítés
συμμαθητές	osztálytársak
αναβολή	halasztás
αναβολή	halasztás
αναβολή	halasztott
αναβολή	halasztás
τσίλι	chili
τσίλι	chili
οδήγησης	vezet
οδήγησης	vezetés
οδήγησης	vezetési
συμφιλίωση	megbékélés
συμφιλίωση	egyeztetés
τροποποιημένη	módosult
τροποποιημένη	átalakított
τροποποιημένη	módosított
τροποποιημένη	módosítva
αντλία	szivattyú
αντλία	pumpa
αδικήματα	bűncselekmények
αδικήματα	jogsértések
στίγματα	foltok
επικριτές	kritikusok
φυλακισμένος	rab
φυλακισμένος	fogoly
φυλακισμένος	elítélt
πικ	piknik
ανόργανα	szervetlen
μάγκι	maggie
σκουπίδια	kuka
