őrgróf	markgraf
erőteljesen	masiv
szemet	ochiul
szemet	ochi
szemet	eye
romeo	romeo
pak	pak
ibrahim	ibrahim
veszteség	pierderi
veszteség	pierderea
veszteség	pierdere
veszteség	pierderile
veszteség	pierderi
como	como
hajózási	expediere
hajózási	livrare
minősített	calificată
minősített	calificate
minősített	calificat
minősített	evaluat
minősített	nominală
minősített	certificată
minősített	certificat
minősített	certificate
benz	benz
rágcsálók	rozătoare
rágcsálók	rozătoare
operett	operetă
namíbia	namibia
tudatában	conștient
törekszik	endeavour
díjakat	premii
díjakat	premiile
évszak	anotimpul
évszak	sezonul
évszak	sezon
évszak	anotimp
évszak	anotimpurile
évszak	sezoane
évszak	anotimpuri
kincstár	trezorerie
kincstár	trezoreriei
kincstár	trezoreria
españa	españa
elvégzett	efectuat
rövidítés	abrevierea
rövidítés	acronim
rövidítés	abrevieri
rövidítés	scurtătura
rövidítés	scurtătură
szarvasmarha	bovină
szarvasmarha	bovine
szarvasmarha	vitele
szarvasmarha	vite
szarvasmarha	bovine
mesterségesen	artificial
xxiii	xxiii
változók	variabilele
változók	variabile
változók	variabilelor
rush	rush
bíbor	purpuriu
bíbor	mov
bíbor	violet
bíbor	purpuriu
bíbor	crimson
constantin	constantin
martha	martha
torre	torre
keszthely	keszthely
palesztin	palestina
palesztin	palestiniene
palesztin	palestiniană
palesztin	palestinieni
palesztin	palestinian
aviv	aviv
megőrzése	conservarea
megőrzése	conservare
cohen	cohen
képességek	abilitati
képességek	abilitate
képességek	capacitatea
képességek	abilitatea
képességek	capacitate
képességek	skills
képességek	aptitudini
képességek	competențe
képességek	capacități
képességek	capacitățile
haller	haller
hozó	aducător
federer	federer
patricia	patricia
mozgását	mișcări
mozgását	miscari
parkok	parcuri
parkok	parks
parkok	parcurile
gazdálkodás	gestionare
gazdálkodás	conducerea
gazdálkodás	managementul
gazdálkodás	gestionarea
gazdálkodás	management
gazdálkodás	agricultura
gazdálkodás	agricultură
pentium	pentium
berry	berry
újságok	ziarele
újságok	ziare
mir	mir
hannah	hannah
kalocsa	kalocsa
sportban	sport
sportban	sporturi
gil	gil
kölni	koln
kölni	köln
gerincesek	vertebrate
ace	ace
ace	asul
megyek	mergând
foix	foix
chicagói	chicago
kétnyelvű	bilingv
létrehozva	crearea
létrehozva	creez
létrehozva	creare
létrehozva	creând
létrehozva	create
létrehozva	creată
létrehozva	creata
létrehozva	creat
zero	zero
karibi	caraibe
praktikus	practice
praktikus	practică
praktikus	practic
praktikus	handy
hepburn	hepburn
ellentétek	opuse
következetesen	consistent
következetesen	consecvent
következetesen	consistentă
következetesen	consistent
következetesen	consecvent
következetesen	consecventă
megölni	ucide
megölni	kill
megölni	omoară
gérard	gérard
bennszülött	indigene
bennszülött	nativ
bennszülött	nativă
bennszülött	nativi
bennszülött	native
fenntartható	sustenabil
fenntartható	durabilă
fenntartható	durabil
fenntartható	durabile
vonzó	atractiv
vonzó	atrăgătoare
vonzó	atractivă
vonzó	atractive
vonzó	atrăgător
homoszexuális	homosexual
kombinált	combinat
kombinált	combinată
kombinált	combinate
aromás	aromatice
foglyok	prizonierii
foglyok	prizonieri
hatékonyan	eficiente
hatékonyan	eficienta
hatékonyan	eficient
hatékonyan	eficientă
hatékonyan	efectiv
elméletileg	ipotetic
elméletileg	teoretic
énekli	cântă
granada	granada
védők	apărători
védők	apărătorii
védők	apărătorilor
terhesség	sarcină
terhesség	sarcina
vezeték	conducta
vezeték	conductă
vezeték	conducte
vezeték	fir
vezeték	sârmă
vezeték	sarma
richardson	richardson
ruha	îmbrăcăminte
ruha	tinuta
ruha	rochie
ruha	haine
ruha	hainele
terek	spatii
terek	spațiile
terek	spații
woody	woody
vie	vie
gyűrűt	ring
gyűrűt	inelul
gyűrűt	inel
tartósan	persistente
tartósan	persistentă
tartósan	insistent
tartósan	persistent
tartósan	permanent
tanítani	predau
tanítani	predare
tanítani	predau
tanítani	preda
kíséri	însoțește
kifejezett	pronuntat
kifejezett	pronunțat
kifejezett	explicite
kifejezett	explicit
kifejezett	explicită
kifejezett	exprimat
kifejezett	exprimată
kifejezett	exprimate
adók	impozite
adók	taxa
adók	tax
adók	taxă
adók	impozit
adók	impozitele
adók	impozite
adók	taxe
adók	taxele
österreich	österreich
húsvét	paste
húsvét	paște
rabszolga	sclavă
rabszolga	sclava
rabszolga	sclav
termesztett	cultivat
termesztett	cultivată
termesztett	cultivate
látszólagos	aparentă
látszólagos	aparenta
látszólagos	aparente
lily	crin
lily	lily
jogilag	legal
utókor	posteritate
genfi	geneva
zár	blocare
zár	lacăt
zár	lock
zár	blocare
lépcső	pas
lépcső	pasul
lépcső	pașii
lépcső	trepte
lépcső	pași
lépcső	pasi
lépcső	scări
szárnyai	aripile
szárnyai	aripi
szárnyai	aripioare
zeitung	zeitung
carol	carol
vitorlázás	navigatie
éjjeli	nocturnă
éjjeli	nocturne
éjjeli	nocturn
éjjeli	nite
vedd	ia
vedd	luati
koronás	încoronat
rab	prizonierul
rab	prizonier
rab	detinut
rab	deținut
rab	rab
szárazföld	teren
szárazföld	terenuri
szárazföld	land
szárazföld	pământ
szárazföld	continent
szárazföld	continentală
pleisztocén	pleistocen
cserék	schimburi
cserék	schimburile
kint	afara
kint	afară
felügyelet	supravegheate
felügyelet	supravegheat
felügyelet	supravegheată
felügyelet	supervizare
felügyelet	supraveghere
felügyelet	supravegherea
felügyelet	supraveghere
felügyelet	supravegherea
javak	bunuri
javak	marfuri
javak	mărfuri
baskír	bașchiră
thomson	thomson
alejandro	alejandro
salamanca	salamanca
messier	messier
bárhol	oriunde
bárhol	oriunde
sarthe	sarthe
hungaria	hungaria
terápia	terapie
terápia	terapia
gorkij	gorky
egészség	sanatate
egészség	sănătatea
egészség	sănătate
testőr	bodyguard
gilles	gilles
burke	burke
sebészeti	chirurgical
sebészeti	chirurgicale
sebészeti	chirurgicală
köztes	intermediare
köztes	intermediar
köztes	intermediară
henderson	henderson
elképzelt	imaginară
elképzelt	imaginari
elképzelt	imaginare
elképzelt	imaginar
elképzelt	imaginat
martín	martín
érdeklődő	piste
érdeklődő	interesate
érdeklődő	interesat
érdeklődő	interesați
érdeklődő	interesată
darabjai	bucăți
ívelt	curbat
tengerész	sailor
tengerész	marinar
tengerész	marin
tengerész	marină
tengerész	marine
tengerész	marinar
tengerész	seamăn
ütközik	ciocnesc
disco	discotecă
disco	discoteca
disco	disco
márki	marchiz
márki	marchizul
wells	fântâni
wells	wells
valentin	valentin
valentin	valentin
valentin	valentine
fehérjék	proteinele
fehérjék	proteine
fehérjék	proteină
fehérjék	proteina
fehérjék	proteinele
fehérjék	proteine
táblázatok	tabelele
táblázatok	tabele
táblázatok	mese
gépesített	mecanizate
találkoztam	met
támadásokat	atacuri
támadásokat	atacurile
emlékezés	amintindu
cirkusz	circ
cirkusz	circus
cirkusz	circul
januári	ianuarie
veleszületett	congenitală
erőforrások	resursele
erőforrások	resurse
hozzájárul	consimte
hozzájárul	contribuie
melléknév	adjectiv
rituális	ritualul
rituális	ritual
rituális	ritualic
fiziológiai	fiziologic
fiziológiai	fiziologice
fiziológiai	fiziologia
labor	labs
labor	laboratoare
labor	laboratorul
labor	laborator
feketék	negri
feketék	negrii
meztelen	gol
meztelen	goala
meztelen	dezbrăcată
meztelen	goală
meztelen	dezbrăcat
meztelen	nud
inn	inn
inn	hanul
valladolid	valladolid
tallinn	tallinn
tavi	lacul
tavi	lake
tavi	lac
elhagyni	abandonează
fölötte	deasupra
csíkos	dungi
csíkos	dungile
értelem	inteligenta
értelem	intelect
értelem	intelectul
értelem	simț
értelem	sens
papa	papa
földek	terenuri
földek	pământurile
földek	meleaguri
földek	pământuri
földek	domenii
földek	câmpuri
földek	câmpurile
legfrissebb	ultimele
hasonlóak	asemanator
hasonlóak	similar
hasonlóak	asemănător
hasonlóak	asemănătoare
hasonlóak	similară
hasonlóak	similare
árnyék	umbrele
árnyék	umbre
árnyék	shadow
árnyék	umbră
árnyék	umbra
árnyék	umbră
árnyék	umbra
klinika	clinică
klinika	clinica
wing	aripă
wing	wing
wing	aripa
belize	belize
márciusi	martie
falat	peretele
falat	wall
falat	zid
falat	zidul
falat	perete
ellis	ellis
bergman	bergman
oldalakon	paginile
oldalakon	pagini
érd	dobânzi
érd	interese
érd	interes
érd	dobânda
érd	dobândă
érd	interesul
invázió	invazia
invázió	invazie
tojást	ouă
tojást	oua
tojást	ouăle
tojást	ou
tojást	oul
támogatói	suporterii
támogatói	suporteri
flavius	flavius
kifejező	expresiv
koszovó	kosovo
kifutó	pasarelă
nyaka	gât
nyaka	gat
nyaka	gâtul
earl	earl
legelő	pășuni
legelő	pășunat
cselekvés	acţiune
cselekvés	actiune
cselekvés	acțiune
mechanizmus	mecanismele
mechanizmus	mecanisme
mechanizmus	mecanismului
mechanizmus	mecanism
mechanizmus	mecanismul
eszik	alimentatie
eszik	mănânc
eszik	mâncând
őrző	gardian
őrző	tutore
őrző	păzitor
őrző	guardian
mozaik	mozaic
alto	alto
stevens	stevens
savas	acidul
savas	acid
súly	greutate
súly	greutatea
thriller	thriller
ericsson	ericsson
fennmaradó	rămase
parancsnokság	comanda
parancsnokság	comandă
gerard	gerard
lionel	lionel
rovat	căsuța
rovat	cutie
rovat	cutia
norma	norma
norma	norma
norma	norm
megkülönböztető	distinct
megkülönböztető	distinctiv
megkülönböztető	discriminatorii
megkülönböztető	distinctive
rubin	rubin
rubin	ruby
szálak	fibre
szálak	fibrele
szálak	fibrelor
szálak	fire
szálak	fibre
szálak	fibrele
feudális	feudal
puglia	puglia
betty	betty
hiphop	hiphop
bejegyzés	intrarea
bejegyzés	intrare
bejegyzés	postează
bejegyzés	post
bejegyzés	postare
bejegyzés	postarea
mad	mad
jeffrey	jeffrey
mariah	mariah
kiskorú	minorilor
kiskorú	minori
kiskorú	minore
kiskorú	minoră
kiskorú	minora
kiskorú	minor
mozambik	mozambic
mítosz	mituri
mítosz	mitul
mítosz	mit
portsmouth	portsmouth
andre	andre
andre	andré
andre	andré
nyomozás	investigatii
nyomozás	investigații
nyomozás	anchete
nyomozás	anchetă
nyomozás	ancheta
nyomozás	investigație
nyomozás	investigarea
nyomozás	investighez
burrows	burrows
ljubljana	ljubljana
jótékony	caritabilă
jótékony	caritabil
jótékony	caritabile
jótékony	benefică
jótékony	benefice
jótékony	benefic
strand	plajă
strand	plaja
strand	beach
strand	strand
