את	te
גרגורי	gregory
גרגורי	gergely
התוקפים	támadók
הנריק	henrik
יקירי	kedves
יקירי	drága
יקירי	drágám
מכילות	tartalmaznak
היינץ	heinz
מסיבי	masszív
מסיבי	hatalmas
אדוארדס	edwards
בוהמיה	csehország
הבל	abel
נדרים	esküt
נדרים	eskü
נדרים	fogadalom
נדרים	fogadalmat
נדרים	eskü
גתה	goethe
ניטור	monitoring
ניטור	megfigyelés
ניטור	ellenőrzés
מכות	verés
מכות	fúj
מכות	verés
מכות	ver
קירק	kirk
הצרכים	kell
הצרכים	szükséglet
הצרכים	szükségletei
הצרכים	szükségletek
אגוז	dió
אגוז	diós
אגוז	dió
קיימא	fenntartható
קיימא	életképes
קפלר	kepler
ניטשה	nietzsche
סבתא	nagymama
סבתא	nagyi
סבתא	nagyi
סבתא	nagymama
גלגלי	kerekek
גלגלי	kerekes
גלגלי	kerék
טריטוריה	terület
טריטוריה	területe
המבוקש	igényelt
המבוקש	kérte
המבוקש	kért
מיוצרים	gyártottak
מיוצרים	előállított
מיוצרים	gyártott
הביעה	kifejezett
הביעה	kifejezésre
הביעה	kifejtett
רכה	puha
רכה	lágy
אמינו	amino
פקידי	hivatalnokok
פקידי	tisztviselők
פקידי	tisztviselői
צומח	növekszik
צומח	növekvő
צומח	növekszik
אלימים	erőszakos
תנו	engedd
מגבלה	határ
מגבלה	korlátozás
מגבלה	határérték
מגבלה	limit
מגבלה	korlát
מלגה	ösztöndíj
מלגה	ösztöndíjat
מלגה	malaga
מלגה	ösztöndíj
מלגה	ösztöndíjas
מלגה	ösztöndíjat
מצטט	idézni
הצבעתי	szavaztam
הצבעתי	szavazott
מתנשא	leereszkedő
מתנשא	arrogáns
מתנשא	öntelt
מתנשא	leereszkedő
בולי	zsarnok
אנטוני	anthony
אנטוני	antal
אנטוני	antonius
בעירה	égésű
בעירה	égés
לגיטימית	jogszerű
לגיטימית	törvényes
לגיטימית	jogos
מסמלת	szimbolizálja
גאגא	gaga
הגשרים	hidak
הגשרים	hidakat
צבעוניים	színes
צבעוניים	színes
צבעוניים	színezett
פשיטת	razzia
פשיטת	rajtaütés
סוללה	akkumulátor
סוללה	elem
סוללה	elemmel
קונצנזוס	egyetértés
קונצנזוס	konszenzus
אנכית	függőlegesen
אנכית	vertikális
אנכית	függőleges
אנכית	függőlegesen
איברהים	ibrahim
טהורה	tisztán
טהורה	tiszta
פושע	bűnöző
פושע	bűnözői
שרדה	túlélte
חשודים	gyanúsított
חשודים	gyanúsítottak
תקיפות	támadások
תקיפות	támad
תקיפות	támadásokat
לווין	műholdas
לווין	műhold
שאריות	maradvány
שאריות	maradék
שאריות	maradékot
שאריות	maradékok
שאריות	maradékot
שאריות	maradék
פארו	feröer
פארו	farrow
פארו	faro
אחיזה	fogást
הוכחת	bebizonyosodott
הוכחת	bizonyított
הוכחת	bizonyult
הפשיטה	razzia
הפשיטה	rajtaütés
פורבס	forbes
קק	keck
מגילות	tekercsek
נוסחאות	képletek
מפקדה	parancsnokság
מפקדה	parancs
מפקדה	főhadiszállás
מפקדה	székhely
עיוור	vakon
עיוור	vak
עיוור	vakok
קפקא	kafka
הסולם	létra
נטשה	natasha
אינטגרציה	integráció
אינטגרציה	beilleszkedés
פקטו	facto
אוגוסטה	augusta
הטיה	elfogultság
הטיה	elfogult
ניקוז	vízelvezető
ביונסה	beyoncé
חוזק	erőt
חוזק	erő
וינר	virsli
וינר	wiener
וינר	weiner
הדומיניקנית	dominikai
היהלום	gyémánt
היהלום	diamond
אופטית	optikai
דרמטית	drámai
חליפת	öltöny
אברי	avery
מפלצות	szörnyek
בעייה	gond
בעייה	probléma
בעייה	baj
ביבר	hód
ביבר	bieber
לרוחב	oldalirányú
לרוחב	oldalsó
לרוחב	táj
רינה	rina
פרת	perth
פרת	eufrátesz
פרת	tehenet
פרת	tehén
תפוז	orange
תפוז	narancssárga
תפוז	narancs
תפוז	narancsot
תפוז	narancs
תהודה	rezonancia
ברנס	barnes
ברנס	égés
ברנס	burns
המפשייר	hampshire
מינימלית	minimális
מינימלית	minimálisan
שלוחה	meghosszabbítás
שלוחה	kiterjesztés
שלוחה	kiterjesztése
שלוחה	bővítés
קומוניסטית	kommunisták
קומוניסטית	kommunista
הנינג	henning
להעיר	felébred
צהובה	sárgák
צהובה	sárga
ביט	bites
ביט	kicsit
סרטונים	videók
נחטף	elraboltak
נחטף	elrabolták
נחטף	elrabolt
נחטף	elrabolta
נחטף	elraboltak
נחטף	eltérített
אתלט	atléta
אתלט	sportoló
מתנדב	önkéntesek
מתנדב	önkéntes
מתנדב	önkéntesség
מתנדב	önkéntes
מטפלים	terapeuták
המגפה	járvány
המגפה	pestis
מחוברת	kapcsolódott
מחוברת	kapcsolt
מחוברת	összekapcsolt
מחוברת	kapcsolatban
שדים	démonok
שדים	ördögök
מיותרים	felesleges
מיותרים	szükségtelen
חלליות	űrhajók
נים	kapilláris
נים	nim
חיכוך	súrlódás
אקוסטית	akusztikus
המורכבות	összetettsége
קוונטית	kvantum
נתמך	támogatott
זיכיון	franchise
זיכיון	koncessziós
זיכיון	koncesszió
כתמים	foltok
כתמים	kond
כתמים	foltok
מפלצת	szörnyeteg
מפלצת	szörny
לברקוזן	leverkusen
אולימפיה	olimpia
אולימפיה	olympia
סוכרת	cukorbeteg
סוכרת	diabétesz
סוכרת	cukorbeteg
סוכרת	cukorbetegség
סוכרת	diabetes
התחנות	állomások
הגיון	érzék
הגיון	értelem
הגיון	értelme
הגיון	logika
הגיון	logikai
הותקף	bántalmazott
הותקף	megtámadott
הותקף	megtámadott
הותקף	megtámadta
הותקף	megtámadtak
הנתיב	utat
הנתיב	ösvény
הנתיב	útvonal
הנתיב	út
מיץ	juice
מיץ	gyümölcslé
מיץ	lé
מיץ	mitch
קארן	karen
מעודכן	frissítés
מעודכן	frissített
מעודכן	tájékoztatta
מעודכן	tájékoztatott
מעודכן	tájékozott
תדר	frekvencia
תדר	gyakoriság
תדר	gyakorisága
ונקובר	vancouver
מזור	balzsam
כריסטוף	christophe
כריסטוף	christoph
ביבליוגרפיה	bibliográfia
מצחיק	vicces
מצחיק	fergeteges
מצחיק	vicces
לטקס	latex
איזבלה	izabella
איזבלה	isabella
נוגדנים	ellenanyag
נוגדנים	antitestek
נוגדנים	antitest
הצטיינות	kiválóság
הצטיינות	érdem
מקסימום	max
מקסימום	legfeljebb
מקסימום	maximum
מקסימום	maximális
בשקט	csendben
בשקט	csendesen
בשקט	csendben
בשקט	csendesen
התקנות	telepítések
התקנות	szabályzat
התקנות	rendeletek
התקנות	szabályozások
התקנות	szabályozás
התקנות	berendezések
התקנות	létesítmények
ניקו	nico
ניקו	niko
שאיפה	törekvés
שאיפה	belégzés
שאיפה	törekvés
שאיפה	ambíció
מורנו	moreno
לווה	kölcsön
לווה	kísérje
לווה	kísérő
לווה	kíséret
הקפלה	kápolna
פאבל	pavel
משי	selymes
משי	selyem
תבע	beperelte
מאמינה	hívő
מולקולרית	molekula
מולקולרית	molekuláris
גיהנום	pokol
לאהוב	szerető
לקיחת	szed
פגמים	hibái
פגמים	hibáit
פגמים	hibák
תלמה	thelma
מחליפים	utánpótlás
מחליפים	helyettesítő
הורדה	letöltés
הורדה	letöltése
הורדה	letöltöttem
הורדה	letöltött
הורדה	letöltés
הורדה	letöltése
משקולות	súlyokat
רודף	kísért
רודף	kísérteni
רודף	üldöz
הריאה	tüdő
האנה	hannah
האנה	hanna
האנה	hanna
גוטפריד	gottfried
עיט	sas
עיט	eagle
עיט	eagles
עיט	sasok
בהמה	szörnyeteg
בהמה	bestia
בהמה	vadállat
בהמה	fenevad
בהמה	állati
בהמה	állatok
בהמה	állat
מטעה	megtévesztő
מטעה	félrevezető
מטעה	megtévesztő
מטעה	megtévesztő
תשוקה	vágy
תשוקה	vágy
תשוקה	szenvedélyes
תשוקה	szenvedélyesen
תשוקה	szenvedély
מתאם	koordinátor
מתאם	megfelelési
נבי	nabi
קריטי	kritikus
להתרכז	koncentrálni
סובלנות	tolerancia
בעצמאות	független
בעצמאות	önálló
בעצמאות	függetlenek
מדהים	király
מדהים	szuper
תכשיטים	ékszereket
תכשיטים	ékszerek
תכשיטים	ékszer
תכשיטים	ékszerek
תכשיטים	ékszer
תכשיטים	ékszerek
פרודיה	paródia
הגיס	haggis
כד	korsó
קלאו	szarvascsőrű
קלאו	karom
אקסבייר	xavier
נחסם	letiltott
הפריחה	kiütések
הפריחה	kiütés
חנקן	nitrogén
פנטום	fantom
כותנה	gyapot
כותנה	pamut
התחייבות	elkötelezettség
לקוי	hiányos
לקוי	károsodott
לקוי	diszfunkció
לקוי	diszfunkcionális
מרקם	textúra
בריאה	egészségesek
בריאה	egészségesen
בריאה	egészséges
גלישה	szörf
גלישה	szörf
גלישה	böngészés
כבידה	gravitáció
מחזורים	ciklus
מחזורים	ciklusok
מחזורים	időszakok
מזיקים	ártalmas
מזיקים	káros
מזיקים	pest
מזיקים	kártevők
פלט	kimeneti
פלט	kibocsátás
פלט	kimenő
פלט	pelt
גרש	aposztróf
פוליצר	pulitzer
פשיטות	rajtaütések
רוזנפלד	rosenfeld
גלקסיות	galaxisok
היידי	heidi
ניקולאס	nicolas
ניקולאס	nicholas
ניקולאס	miklós
המינימום	minimum
המינימום	minimális
המינימום	legkisebb
המינימום	minimálisan
מלגות	ösztöndíj
מלגות	ösztöndíjat
חיסון	vakcinák
חיסון	védőoltás
חיסון	oltóanyag
חיסון	vakcina
חיסון	oltás
קונטיקט	connecticut
פורמן	foreman
פורמן	csoportvezető
פורמן	forman
תרנגול	kakas
תרנגול	tyúk
תרנגול	csirke
קומדיות	vígjátékokat
כמרים	papok
סהר	félhold
בחורים	pasik
בחורים	srácok
בחורים	legények
איסט	keletre
איסט	keleti
איסט	kelet
גרניט	gránit
גולש	szörf
גולש	gulyás
גולש	szörfös
מתקרב	közeledik
השקיע	befektetett
גמא	gamma
לגיטימציה	legitimitását
שביתה	sztrájk
שביתה	csapás
סורים	szírek
מדריכים	oktatók
מדריכים	útmutatók
כיסאות	székek
כיסאות	székeket
כיסאות	szék
אינטראקציה	kölcsönhatás
אינטראקציה	kölcsönhatások
אינטראקציה	kölcsönhatás
זקוקה	kell
זקוקה	szükséges
אונטריו	ontario
סדרתי	soros
סדרתי	sorozat
שהתקבלו	kapott
שהתקבלו	fogadott
שהתקבלו	beérkezett
שהתקבלו	elfogadva
שהתקבלו	elfogadott
שהתקבלו	elfogadta
שובל	ösvény
פרסית	fárszi
התקוממות	felkelés
הסגר	blokád
הסגר	karantén
הסגר	lezárás
הסגר	zárlat
שוגר	cukor
שוגר	cukrot
שוגר	cukorral
הורמון	hormon
מדוייק	pontos
מדוייק	precíz
מדוייק	pontos
לפענח	dekódolni
לפענח	megfejteni
לפענח	dekódolni
עתירה	petíciót
דרוזים	drúz
הקריביים	karibi
פרבר	farber
פרבר	külvárosában
קרייג	craig
הצטברות	felhalmozódása
עשירי	tizedik
היכרות	bevezetés
היכרות	bevezetése
היכרות	bevezető
היכרות	bemutatkozás
הבטחה	ígéret
הבטחה	biztosítékot
הבטחה	bizonyosság
קוסובו	koszovó
קוסובו	koszovói
נפלא	csodás
נפלא	csodálatos
אדמדם	vöröses
כלה	menyasszony
התחשבות	megfontolás
התחשבות	figyelembe
התחשבות	figyelmes
התחשבות	tapintatos
לחבל	szabotázs
מכנית	mechanikai
מכנית	mechanikus
טירה	kastélyok
טירה	vár
טירה	várban
טירה	castle
טירה	kastély
שברי	töredékek
התפשט	terjed
האפרטהייד	apartheid
הרפובליקנים	republikánusok
קרטיס	curtis
לחגוג	ünneplés
לחגוג	ünnepelni
כריש	cápa
חלף	elhunyt
מעבירה	átadó
הוטספר	hotspur
עלון	szórólap
עלון	hírlevél
נשרף	elégett
נשרף	égett
נשרף	megégett
נשרף	égetett
לחות	párás
לחות	nedvesség
לחות	nedvesség
לחות	páratartalom
לחות	pára
מירה	mira
הל	kardamom
הל	hel
הל	hal
הייז	hays
הייז	hayes
הריאות	tüdő
כפיים	taps
כפיים	taps
צבוע	festett
צבוע	festette
צבוע	festve
צבוע	álszent
צבוע	képmutató
צבוע	álszent
צבוע	képmutató
צבוע	hiéna
הארקטי	sarkvidéki
דמוקרטים	demokraták
הלייקרס	lakers
אופטי	optikai
לחתוך	vágás
התעמלות	edzőterem
התעמלות	tornász
התעמלות	torna
התעמלות	gyakorlás
התעמלות	testmozgás
התעמלות	gyakorlat
קליני	klinikai
הרגלי	szokások
הרגלי	szokásai
אלפבית	ábécé
אלפבית	abc
נודדים	vándorolnak
נודדים	vándorló
ריינולדס	reynolds
בריטני	brittany
בריטני	britney
קונצרט	koncert
קונצרט	koncerten
מחנך	oktató
אלגוריתמים	algoritmusok
יבשות	kontinens
לתחייה	feltámadt
בולגרים	bolgárok
כישורים	készségek
כישורים	képességek
כישורים	készség
כישורים	végzettség
כישורים	képesítés
האוטונומית	autonóm
האוטונומית	önálló
רימונים	gránát
רימונים	gránátok
חבלים	kötelek
חבלים	kötél
מזוהים	azonosított
מזוהים	azonosítva
תיבה	box
תיבה	rovat
תיבה	láda
תיבה	doboz
תיבה	mellkasi
תיבה	láda
תיבה	mell
תיבה	mellkas
תיבה	ark
תיבה	bárka
תמצית	kivonat
הגס	vastagbél
יואכים	joachim
מסומנת	jelölt
מסומנת	megjelöltek
מסומנת	megjelölt
מסומנת	megjelölve
הוסרו	eltávolították
הוסרו	eltávolított
הוסרו	eltávolította
אוירבך	auerbach
מוטו	mottója
מוטו	moto
עיוות	görbületi
עיוות	torzulás
לנתח	elemezni
טורס	torres
מחשבת	kiszámítása
מחשבת	számító
מחשבת	számítás
גזעים	races
גזעים	versenyek
גברי	férfias
גברי	férfias
קלמנס	clemens
אינטל	intel
בירושה	örökölt
בירושה	örökölte
גבישי	kristályok
סימטרי	szimmetrikus
סימטרי	szimmetrikus
כרתים	kréta
דואט	duett
פריצה	betörést
פריצה	betörés
חתום	aláírva
חתום	aláírás
חתום	aláírt
ניס	szep
ניס	szép
אוליבייה	olivier
הקפדה	hullamerevség
צמר	gyapjú
פרוזה	próza
עסוק	elfoglalt
הפיך	reverzibilis
העמוק	legmélyebb
הפרוטוקול	protokoll
הפרוטוקול	jegyzőkönyv
נינו	nino
בריבוע	négyzet
המפיקים	gyártói
המפיקים	gyártók
המפיקים	producerek
המפיקים	termelők
המחבל	bombázók
המחבל	bombázó
זוהו	foltos
זוהו	feltárt
זוהו	észlelt
זוהו	azonosított
זוהו	azonosítva
התריס	pajzsmirigy
ערש	bölcső
חייזרים	földönkívüliek
חייזרים	idegenek
הנאשמים	vádlottak
תקרת	mennyezet
תקרת	plafon
פרנסה	élni
פרנסה	élő
פרנסה	megélhetését
חולשה	gyengeség
הפליגה	hajózott
דבורים	méhek
חולצה	blúz
חולצה	póló
חולצה	ing
כריסטי	christie
כריסטי	christy
רלוונטיות	relevánsak
רלוונטיות	jelentősége
רלוונטיות	vonatkozó
רלוונטיות	releváns
רלוונטיות	relevánsak
רלוונטיות	lényeges
פסאודו	pszeudo
אלדר	idősebb
אלדר	éger
ביצועי	előadás
ביצועי	teljesítmény
הפרוסי	porosz
ספירה	gróf
ספירה	gömb
ספירה	számolom
ספירה	számol
ספירה	számít
ספירה	visszaszámlálás
גנדי	gandhi
איסר	isar
הטרדה	zaklatás
הטרדה	zaklatás
טנור	tenor
נקייה	tiszta
נקייה	clean
מעברים	átmenet
מעברים	átjárókat
קרוליין	caroline
מגי	maggie
שיף	schiff
רציחות	gyilkosságok
רציחות	gyilkosságok
רציחות	gyilkosságok
איריס	iris
דלפק	pult
דלפק	számláló
טורבו	turbo
טורבו	turbó
המגינים	védők
דוק	doki
סוחרי	kereskedők
פקידים	eladók
פקידים	hivatalnokok
פקידים	hivatalnokok
פקידים	tisztviselők
פקידים	tisztviselői
מסבירה	megmagyarázza
דגימות	egyedek
דגימות	példányok
דגימות	minták
דגימות	mintákat
קרחון	gleccser
קרחון	jéghegy
ריקודים	táncol
ריקודים	tánc
ריקודים	táncolni
ריקודים	táncol
טרויה	troy
אלכסנדרו	alexandru
אופקי	vízszintesen
אופקי	vízszintesen
אופקי	horizontális
אופקי	vízszintes
אנגולה	angola
חסינות	mentesség
חסינות	mentességet
צוין	kijelölt
צוין	megadott
צוין	meghatározott
צוין	megadva
צוין	megjegyzendő
צוין	megjegyeztem
קורדובה	córdoba
קורדובה	cordoba
ההשתתפות	részvétel
טנזניה	tanzánia
עקיפה	körforgalom
מוקדי	csomópontok
בדק	ellenőrizve
בדק	ellenőriztem
בדק	ellenőrzött
בדק	ellenőrizte
הומוסקסואליות	homoszexualitás
הומוסקסואליות	homoszexuális
דיבוב	szinkronizálás
גופן	font
גופן	betűtípus
מוסיפה	növeli
דומיניק	dominic
דומיניק	dominique
התאמת	egyező
התאמת	mérkőzés
התאמת	egyezés
התאמת	találat
התאמת	meccs
התאמת	gyufa
התאמת	egyezik
דאבל	kettős
דאבל	dupla
דאבל	duplán
יקרות	értékes
יקרות	drága
יקרות	drágák
יקרות	drága
בנקס	banks
בנקס	bankokkal
בנקס	bankok
סקרים	felmérés
סקרים	felmérések
סקרים	felmérések
כתף	vállán
כתף	válla
כתף	váll
שיוך	hovatartozás
לטפס	mászni
הותקפה	bántalmazott
הותקפה	megtámadott
הותקפה	megtámadott
הותקפה	megtámadta
הותקפה	megtámadtak
היישום	app
היישום	alkalmazás
השמרנים	konzervatívok
התגרש	elvált
נוגעת	megható
נוגעת	érintés
מאר	mar
מאר	marr
חקלאים	farmerek
חקלאים	gazdálkodók
חקלאים	gazdák
מוטיבציה	hajtott
מוטיבציה	vezérelt
מוטיבציה	motiváció
מוטיבציה	motivált
מונחה	orientált
מונחה	vezérelt
מונחה	irányított
הכליה	vesét
הכליה	vese
שולל	becsapott
שולל	becsapta
משלם	fizető
משלם	fizet
משלם	fizeti
משלם	fizet
המפץ	bumm
מלומדים	tudósok
האסיר	rab
האסיר	fogoly
האסיר	elítélt
נפטון	neptune
רודי	rudy
רודי	roddy
יעילים	hatékony
יעילים	hatékonyan
יעילים	eredményes
אנדרואיד	android
דרושים	kellett
דרושים	szükséges
דרושים	szükséges
נופלים	esés
נופלים	zuhanás
נופלים	zuhan
קיבולת	kapacitások
קיבולת	kapacitás
לרקוד	dance
לרקוד	tánc
לרקוד	táncolj
לרקוד	táncolni
בנזין	benzol
בנזין	benzin
בנזין	benzin
בנזין	gázolaj
באטלר	butler
באטלר	inas
באטלר	komornyik
שבח	dicséret
שבח	dicsőség
שבח	dicséretet
כובש	hódító
כובש	uralkodj
בייסבול	baseball
מרמז	töltetű
מנצל	kiaknázása
מאורע	alkalom
הכרם	szőlőültetvény
קלטת	szalag
קלטת	kazetta
בראונינג	browning
תהום	szakadék
תהום	öböl
תהום	szakadék
ביר	bir
מונופול	monopólium
בראד	brad
התרשם	nyűgözve
המנהלת	igazgatónő
בולים	bélyeg
בולים	bélyegző
בולים	bélyegeket
בולים	bélyeget
קאי	kai
יפת	jáfet
זי	zee
מרווח	intervallum
מרווח	tágas
לני	leni
לני	lenny
ותק	rangidős
החיצון	külső
ריאן	ryan
ההגדרות	beállítások
מסי	messi
מרשם	felírt
מרשם	előírt
מרשם	receptre
מרשם	recept
מרשם	receptet
רקס	rex
קופים	majmok
קופים	majmokat
קופים	majmok
ניקולה	nikola
ניקולה	nicola
קארו	caro
מסומנים	jelölt
מסומנים	megjelöltek
מסומנים	megjelölt
מסומנים	megjelölve
גודמן	goodman
לוט	sok
לוט	tétel
הילוכים	fogaskerekek
אנזים	enzim
הארבור	harbor
בראדלי	bradley
טיוב	youtube
מלאכותיים	mesterséges
תאגידים	társaságok
תאגידים	vállalatok
תאגידים	cégek
הרגש	érzelmek
הרגש	érzelem
הרגש	érezd
הרגש	érzem
אטיין	etienne
וירטואלית	virtuális
טלפונים	telefonok
טלפונים	telefonok
מעודדת	ösztönzése
מעודדת	biztató
שכנים	szomszédok
שכנים	szomszédokkal
שכנים	szomszédok
אחלה	nagyszerű
אחלה	király
אחלה	menő
דחו	elutasított
דחו	elutasítva
דחו	elutasította
פליטה	kipufogó
פליטה	kipufogógáz
פליטה	menekült
פליטה	kibocsátási
פליטה	kibocsátás
הודים	indiánok
הודים	indiaiak
ההכנה	előkészületek
ההכנה	elkészítése
ההכנה	előkészítés
ההכנה	felkészülés
ההכנה	készítmény
סדאם	szaddám
שמכיל	tartalmazó
נמנעת	tartózkodás
גרון	torka
גרון	torok
גרון	torkát
גרון	gége
מרדף	törekvés
מרדף	üldözés
מרדף	hajsza
מרדף	üldözés
מרדף	chase
ספקטור	spector
הקלות	könnyedség
וירטואלי	virtuális
התקין	telepítve
התקין	beépített
התקין	telepített
ראות	láthatóság
קיד	kidd
קיד	kölyök
קיד	gyerek
אסטרונומיה	csillagászat
אסטרונומיה	csillagászati
סטנדרטי	normál
סטנדרטי	szabványos
סטנדרטי	szabvány
סטנדרטי	standard
תרכובת	összetett
תרכובת	vegyület
בילבאו	bilbao
לזר	lazar
לזר	lázár
דיאז	diaz
ההצהרה	nyilatkozat
ההצהרה	nyilatkozata
ההצהרה	kimutatás
ההצהרה	állítás
ההצהרה	kijelentés
הריח	szag
הריח	illat
נודד	vándorló
מסקנה	következtetés
מסקנה	következtetések
פלפל	pepper
פלפל	bors
פלפל	paprika
מילימטרים	milliméter
פסגות	csúcsok
שיין	shane
הצרכן	fogyasztó
הצרכן	fogyasztói
הצרכן	fogyasztók
אדווין	edwin
המצבה	sírkő
המודרניות	modernitás
פולט	paulette
אינסופית	végtelen
פשטו	rajtaütött
פשטו	pastu
השגרירות	nagykövetség
השגרירות	követség
לילית	lilith
דרורי	drury
שחלה	petefészek
צוותים	csapatok
חלוקים	köntös
הכנות	előkészületek
הכנות	elkészítése
הכנות	előkészítés
הכנות	felkészülés
הכנות	készítmény
הכנות	őszinteség
הכנות	előkészületek
הכנות	felkészülés
הכנות	készítmények
מתקשר	hívó
מתקשר	hívás
מתקשר	hív
תכלית	cél
ברוז	bruges
מאמנים	edzők
מאמנים	oktatók
סנטוס	santos
דוגמניות	modellek
דוגמניות	modelleket
כינס	összehívott
נכנעה	leadott
בראבו	bravo
פעימות	veri
התפתחויות	fejlemények
התפתחויות	fejlesztések
ראפ	raf
ראפ	rap
נהרגה	megölt
נהרגה	megölte
המאפיה	maffia
המאפיה	csőcselék
אופנהיימר	oppenheimer
שיירות	konvojok
שלווה	béke
שלווה	serenity
שלווה	békés
לעכב	késedelem
לעכב	késlekedés
לעכב	késés
מוד	mód
מוד	mode
מוד	üzemmód
מוד	maud
זקנה	idős
זקנה	régit
זקנה	régi
זקנה	öreg
זקנה	régiek
אוסטיה	oszétia
זלצבורג	salzburg
היט	hőség
היט	hő
היט	fűtés
חושי	szenzoros
אמנית	művész
אמנית	előadó
התבוננות	megfigyelési
התבוננות	megfigyelés
התבוננות	megfigyelni
התבוננות	elmélkedés
התבוננות	észrevétel
התבוננות	megfigyelés
התנגשויות	ütközések
דרק	derek
התגברות	leküzdése
פולשים	támadók
לשמצה	hírhedt
לשמצה	hírhedt
הוריקן	hurrikán
הוריקן	hurrikánok
דיאן	diane
פלאנק	plank
ביקורתי	ítélkező
ביקורתי	kritikus
יסמין	jázmin
יסמין	jasmine
יסמין	yasmin
מפורסמות	híres
מפורסמות	híresség
עדינה	gyengéd
עדינה	pályázati
עדינה	pályázat
עדינה	gyengéd
עדינה	szelíd
עדינה	kényes
סומליה	szomália
סומליה	szomáliai
זאק	zack
זאק	zach
זאק	zak
נהדר	nagyszerű
גביעים	trófeák
להפריע	megszakítás
מוזרה	fura
מוזרה	furcsa
מוזרה	különös
מוזרה	furcsa
מוזרה	páratlan
מוזרה	furcsa
הדדי	kölcsönösen
הדדי	kölcsönös
פתאומי	hirtelen
וולדמורט	voldemort
סדן	üllő
עוגן	horgony
סוגריים	zárójel
סוגריים	zárójelben
אלברכט	albrecht
קריין	crane
קריין	daru
הניחו	feltételezem
נופלת	esés
נופלת	zuhanás
נופלת	zuhan
האצבע	ujja
האצבע	ujját
האצבע	ujj
האצבע	uj
צעצוע	játék
צעצוע	játékszer
פשיטה	razzia
פשיטה	rajtaütés
מסופוטמיה	mezopotámia
סימפוניה	szimfonikus
הסמכה	hitelesítés
הסמכה	igazolás
הסמכה	tanúsítás
הסמכה	tanúsítvány
גולף	golf
תחיית	feltámadás
נד	ned
שיתפו	közös
שיתפו	osztott
שיתפו	megosztotta
שיתפו	megosztott
שיתפו	megosztva
טעמים	ízek
טעמים	ízek
טעמים	íze
טעמים	ízek
אנדראה	andrea
החטא	bűn
החטא	sin
האבטלה	munkanélküliségi
האבטלה	munkanélküli
האבטלה	munkanélküliség
פייסל	faisal
היבט	szempont
הרודוטוס	hérodotosz
נכנעו	leadott
קט	cica
קט	macska
הפירמידה	piramis
פינקל	pinnacle
קייסי	casey
גאי	fickó
גאי	guy
גאי	pasi
גאי	srác
מובנת	érthető
סילבר	silver
סילבר	ezüst
רענן	frissítés
רענן	frissen
רענן	friss
תגבורת	erősítés
תגבורת	erősítést
תגבורת	utánpótlás
תגבורת	tartalék
תגבורת	erősítés
הסרבים	szerbek
צימרמן	zimmerman
חניה	parkolóhely
חניה	parkolás
חניה	parkoló
הופר	hooper
הופר	hopper
סגורות	bezárt
סגורות	zárva
סגורות	zárt
איב	éva
איב	eve
הדמיה	képalkotó
שץ	schatz
אבירות	lovagi
לחקות	utánozni
לחקות	utánozni
לחקות	utánzó
לחקות	utánozza
תחביר	szintaxis
פליטת	kibocsátás
טראומה	trauma
סודית	titok
סודית	titkos
שטיינר	steiner
מוטות	rudak
מוטות	lengyelek
לידת	születés
לידת	születési
לידת	szülés
דיפלומטית	diplomáciai
דיפלומטית	diplomata
אוליביה	olivia
מתופף	dobos
אוקיאניה	óceánia
גואטמלה	guatemala
גואטמלה	guatemalai
כווית	kuvait
פייפר	piper
המכסה	fedelét
המכסה	fedő
המכסה	fedél
בידוד	szigetelés
בידוד	elszigeteltség
בידוד	karantén
מתחרות	versengő
המצאה	találmány
לונה	luna
פוקלנד	falkland
מרשימים	lenyűgöző
פאלאס	pallas
הסטטוס	állapot
הסטטוס	státusz
מוני	mooney
מוני	moni
עוגת	tortát
עוגת	sütemény
עוגת	torta
עוגת	süti
תמותה	mortalitás
תמותה	halandó
פחת	értékcsökkenés
יריד	vásár
יריד	korrekt
יריד	tisztességes
יריד	fair
יריד	igazságos
בקי	becky
מעצבת	tervező
טאו	tau
טאו	tao
אבודים	vesztett
אבודים	elveszett
אבודים	lost
גרעינים	vetőmag
גרעינים	magvak
גרעינים	mag
גרעינים	magok
נשמות	lelkek
נשמות	lelkünk
נשמות	lelkeket
נשמות	lelkük
נשמות	lelkek
נשמות	szesz
נשמות	szellemek
קורנליוס	cornelius
חזותי	vizuális
התרחב	bővült
התרחב	kiterjesztett
התרחב	kibővített
סרדיניה	szardínia
משיב	válaszok
המזכירה	titkárnő
המזכירה	titkár
בהזדמנות	valamikor
מכללה	kollégium
מכללה	főiskola
מכללה	egyetem
מכשול	akadály
מכשול	visszaesés
חצו	keresztbe
התכנסות	konvergencia
התכנסות	összegyűlt
התכנסות	gyülekező
התכנסות	összejövetel
קונור	connor
ריקרדו	riccardo
ריקרדו	ricardo
ניקיון	tisztaság
ניקיון	tisztítás
ניקיון	takarítás
טיב	tib
בחריין	bahrein
להיט	ütés
להיט	találat
כלכלן	közgazdász
פינטו	pinto
להיאבק	birkózni
סטייה	eltérés
סטייה	anomália
סטייה	rendellenesség
סטייה	aberráció
עסקאות	foglalkozik
עסקאות	tranzakció
עסקאות	ügyletek
עסקאות	tranzakciók
שבורים	megtört
שבורים	törött
שבורים	törve
נרקיס	narcissus
נרקיס	nárcisz
דרושה	szükséges
הפחתה	csökkentést
הפחתה	csökkentése
