obliczu	αντιμετωπίζοντας
spektakl	θέαμα
przekształcenia	μεταμορφώσεις
dłoni	παλμ
dłoni	παλάμη
dłoni	palm
wiara	πίστη
wiara	φέιθ
wiara	πεποίθηση
jesień	φθινόπωρο
jesień	φθινόπωρο
jesień	πτώση
walczących	αντιμαχόμενες
rejestracji	εγγραφές
rejestracji	καταχωρίσεις
rejestracji	καταχώριση
rejestracji	καταχώρηση
rejestracji	καταχώρισης
rejestracji	καταγραφή
rejestracji	εγγραφή
myślenia	σκέψης
myślenia	σκέψη
zmiennych	μεταβλητές
prześladowań	δίωξη
prześladowań	διώξεις
pułków	συντάγματα
kolorado	κολοράντο
mks	mks
bezpośredni	άμεσο
bezpośredni	απευθείας
bezpośredni	direct
bezpośredni	άμεση
bezpośredni	άμεσος
błony	μεμβράνες
derby	ντέρμπι
głębokie	βαθύς
głębokie	βαθιά
głębokie	βαθύ
głębokie	βαθειά
głębokie	βαθύ
przejęcie	εξαγορά
przejęcie	κατάληψη
przejęcie	εξαγορά
przejęcie	απόκτηση
pieszych	πεζός
pieszych	πεζό
pieszych	πεζών
pieszych	πεζοί
pieszych	πεζών
laurent	laurent
przedstawiona	παρουσιάστηκαν
przedstawiona	παρουσίασε
przedstawiona	παρουσιάζεται
przedstawiona	παρουσιάστηκε
plakat	αφίσα
plakat	πόστερ
inicjatywa	πρωτοβουλία
bohaterka	ηρωίδα
palermo	παλέρμο
wdowa	χήρα
cole	cole
cole	κόουλ
kulturowe	πολιτιστικός
kulturowe	πολιτιστικά
kulturowe	πολιτιστικό
kulturowe	πολιτιστική
mma	μμα
prywatny	ιδιωτικά
prywatny	ιδιωτική
prywatny	ιδιωτικό
prywatny	ιδιωτικός
usuwania	απόρριψη
gil	gil
gil	γκιλ
boliwii	βολιβίας
boliwii	βολιβία
wyrażenia	φράσεις
wyrażenia	εκφράσεις
wyrażenia	έκφραση
gazy	αέρια
gazy	γάζα
edu	edu
nasion	σπόρους
nasion	σπέρματα
nasion	σπόροι
nasion	σπόροι
nasion	σπόρων
nasion	σπόρο
nasion	σπόρος
flora	φλόρα
flora	χλωρίδας
flora	χλωρίδα
flora	φλώρα
śródziemnego	μεσογειακή
śródziemnego	μεσογείου
śródziemnego	μεσόγειο
śródziemnego	μεσόγειος
siódme	έβδομη
siódme	έβδομο
starsza	πρεσβύτερος
starsza	γέροντας
starsza	γέροντα
starsza	μεγαλύτερος
starsza	μεγαλύτερη
starsza	μεγαλύτερο
starsza	παλαιότερη
esp	esp
porównania	σύγκριση
porównania	συγκρίσεις
phillips	φίλιπς
jiří	jiří
seine	σηκουάνα
antwerpii	αμβέρσα
münchen	münchen
chaos	χαμός
chaos	χάος
zarzut	ισχυρισμός
dziób	ράμφος
ustaw	σετ
dialog	διάλογο
dialog	διάλογος
palace	ανάκτορα
palace	palace
palace	παλάτι
sztuczne	τεχνητή
sztuczne	τεχνητά
sztuczne	τεχνητό
sztuczne	τεχνητές
baltimore	βαλτιμόρη
uwięziony	φυλακίστηκε
uwięziony	φυλακισμένος
uwięziony	φυλακισμένη
uwięziony	παγιδευμένοι
uwięziony	παγιδευμένος
uwięziony	παγιδευμένο
uwięziony	παγιδευμένη
ogrodzie	κήπος
ogrodzie	κήπο
ogrodzie	garden
robertson	ρόμπερτσον
apple	μήλο
apple	apple
iwona	υβόν
ogranicza	περιορίζει
galaktyk	γαλαξίες
wiosna	ελατήριο
wiosna	ανοιξιάτικες
wiosna	άνοιξη
wiosna	ανοιξη
rządowe	κυβερνηση
rządowe	κυβέρνηση
śpiewa	τραγουδάει
śpiewa	τραγουδά
śpiewa	τραγουδάει
śpiewa	τραγουδάμε
śpiewa	τραγούδι
śpiewa	τραγουδώντας
śpiewa	τραγουδούν
przekonany	έπεισε
przekonany	πεπεισμένος
kaliber	διαμετρήματος
kaliber	διαμετρήματος
jessica	τζέσικα
jessica	jessica
bibliotekę	βιβλιοθήκη
moritz	μόριτζ
din	din
din	ντίν
wyjaśnić	εξηγήσω
wyjaśnić	εξηγήστε
wyjaśnić	εξήγησε
orbitę	τροχιά
mohamed	μοχάμεντ
mohamed	mohamed
osobowość	προσωπικότητα
ciężki	βαρύς
ciężki	βαρύ
ciężki	βαριά
zarejestrowany	εγγεγραμμένος
zarejestrowany	καταχωρημένο
zarejestrowany	καταγράφονται
zarejestrowany	καταγράφεται
zarejestrowany	καταγεγραμμένη
zarejestrowany	καταγράφηκε
zależność	εξάρτησης
zależność	εξάρτηση
zależność	εξάρτηση
child	τέκνο
child	παιδι
child	παιδί
oddanie	αφοσίωση
oddanie	αφιέρωση
oddanie	αφοσίωση
podejścia	προσεγγίσεις
podejścia	προσέγγιση
okładki	κάλυμμα
okładki	κάλυψη
okładki	εξώφυλλο
okładki	καλύμματα
okładki	εξώφυλλα
okładki	καλύπτει
podmiot	υποκείμενο
podmiot	θέμα
podmiot	οντότητα
volley	volley
url	url
rzymian	ρωμαίους
rzymian	ρωμαίοι
zaproszony	προσκληθεί
zaproszony	προσκεκλημένος
zbiorowe	συλλογική
zbiorowe	συλλογικό
zbiorowe	συλλογικά
zbiorowe	συλλογικές
wież	πύργοι
wież	πύργους
ostro	τραχύ
kość	οστό
kość	κόκαλα
kość	οστά
kość	κόκαλο
kość	κόκκαλο
sucha	ξηρή
sucha	στεγνά
sucha	ξηρά
sucha	στεγνό
sucha	ξηρό
współpracownik	συνάδελφος
współpracownik	συνάδελφο
współpracownik	συνεργάτης
współpracownik	συνεργάτης
lokomotywy	ατμομηχανή
zagrzeb	ζάγκρεμπ
bibliotek	βιβλιοθήκες
tomáš	tomáš
stawy	αρθρώσεων
stawy	αρθρώσεις
skamieniałości	απολιθώματα
księżniczki	πριγκίπισσα
księżniczki	πριγκήπισσα
księżniczki	πριγκίπισσες
kopiowania	αντιγραφή
techniczna	τεχνικό
techniczna	τεχνική
techniczna	τεχνικά
świadomość	συνείδηση
świadomość	επίγνωση
świadomość	συνειδητοποίηση
miles	μίλια
miles	χιλιόμετρα
miles	μάιλς
piechota	πεζικό
mongolii	μογγολία
smak	γεύση
smak	γούστο
smak	γεύση
smak	γεύση
utrata	χάνω
utrata	χάνοντας
utrata	χάνει
utrata	απώλειες
utrata	απώλεια
utrata	ζημία
weber	γουέμπερ
weber	weber
zatwierdzony	επικυρώθηκε
zatwierdzony	επικυρωμένη
zatwierdzony	ενέκρινε
zatwierdzony	εγκρίνεται
zatwierdzony	εγκεκριμένο
zatwierdzony	εγκρίθηκε
michelle	michelle
michelle	μισέλ
baden	baden
przestępstwa	αδικήματα
przestępstwa	εγκλήματα
przestępstwa	εγκλημα
przestępstwa	έγκλημα
przestępstwa	εγκληματικότητα
alma	άλμα
jutro	αύριο
jutro	αυριο
ostre	κοφτερό
ostre	αιχμηρό
ostre	σαρπ
ostre	πικάντικο
ostre	πικάντικη
ostre	οξεία
luftwaffe	λουφτβάφε
szybkość	ταχύτητα
szybkość	στροφές
podgatunki	υποείδος
zrozumieć	κατάλαβε
zrozumieć	καταλάβετε
pytań	ερωτήματα
pytań	ερωτήσεις
pytań	απορίες
software	λογισμικό
zatopiony	βυθίστηκε
zatopiony	βυθισμένο
wiktorii	βικτώρια
wiktorii	βικτόρια
wiktorii	victoria
giorgio	τζόρτζιο
alejandro	αλεχάντρο
sandra	σάντρα
wallace	wallace
wallace	γουάλας
wellington	γουέλινγκτον
regionalny	περιφερειακή
regionalny	περιφερειακά
zakonnica	μοναχή
zakonnica	καλόγρια
następna	επόμενος
następna	επόμενη
następna	επόμενο
wyroby	άρθρα
wyroby	τεχνουργήματα
wyroby	αρθρα
wyroby	προϊόντα
strategii	στρατηγικές
strategii	στρατηγική
świeckich	κοσμικό
świeckich	κοσμική
emmy	έμι
emmy	έμμυ
nadzoru	επίβλεψη
nadzoru	επιτήρηση
nadzoru	εποπτεία
nadzoru	παρακολούθηση
nadzoru	επιτήρηση
nadzoru	επίβλεψη
nadzoru	εποπτεία
satelitarne	δορυφόρος
satelitarne	δορυφόρο
satelitarne	δορυφορική
zabawy	πλάκα
zabawy	διασκέδαση
zabawy	διασκεδαστικό
tajemnicy	μυστικότητα
operatora	φορέα
operatora	χειριστή
operatora	χειριστής
ćwiczeń	ασκήσεων
ćwiczeń	ασκήσεις
nico	νίκο
wymiana	αντικατάσταση
wymiana	αντικαταστάτης
wymiana	ανταλλαγή
przeznaczenia	πεπρωμένο
przeznaczenia	μοίρα
przeznaczenia	μοίρα
przeznaczenia	πεπρωμένο
łuk	τόξο
łuk	arc
łuk	εκα
łuk	τόξου
łuk	αψίδα
łuk	τόξο
łuk	υπόκλιση
lucie	lucie
atlancie	ατλάντα
regionalna	περιφερειακή
regionalna	περιφερειακά
smoka	δράκο
smoka	δράκος
opisano	περιγράφεται
opisano	περιγράφηκε
kwatera	τρίμηνα
kwatera	τέταρτα
tajne	μυστικός
tajne	μυστικό
tajne	μυστική
tajne	απόρρητα
tajne	απόρρητο
julius	τζούλιους
ciepło	ζέστη
ciepło	θερμότητα
ciepło	θέρμανση
ciepło	θερμότητας
ciepło	ζεστή
ciepło	ζεστό
ciepło	ζεστός
ciepło	ζεστά
ciepło	ζεστασιά
ciepło	θέρμη
alexandre	αλεξάντρ
rozwiązać	αποφασιστικότητα
rozwiązać	επίλυση
rozwiązać	λύσει
rozwiązać	επίλυση
ilustracje	απεικονίσεις
ilustracje	εικονογραφήσεις
aniołów	άγγελοι
aniołów	αγγέλους
wycofanie	αναλήψεις
wycofanie	απόσυρση
wycofanie	ανάκληση
wycofanie	αποχώρηση
gość	επισκέπτης
gość	επισκέπτη
gość	γκάι
gość	guy
gość	γκυ
gość	επισκέπτης
gość	φιλοξενούμενος
gość	καλεσμένος
fale	κύμα
fale	κύματα
statut	καταστατικό
statut	καταστατικά
statut	καταστατικό
dochodów	εισόδημα
dochodów	έσοδα
dochodów	εισοδήματα
dochodów	εισοδήματος
strażnik	κηδεμόνας
strażnik	φύλακας
strażnik	φύλακα
strażnik	φύλακα
strażnik	φρουρός
strażnik	φρουρά
strażnik	φύλακας
szerokiej	ευρεία
dyplomatyczne	διπλωματική
dyplomatyczne	διπλωματικά
dyplomatyczne	διπλωματικό
częstotliwość	συχνότητα
matematyka	μαθηματικά
matematyka	μαθηματικά
matematyka	μαθηματική
matematyka	μαθηματικό
matematyka	μαθηματικά
wbc	wbc
berkeley	μπέρκλεϊ
rydze	ρίγα
poznaje	αναγνωρίσει
wiarę	πίστη
wiarę	φέιθ
kostki	αστράγαλο
kostki	αστραγάλους
kostki	κύβους
kostki	αρθρώσεις
rozbudowa	επέκταση
rozbudowa	παράταση
rozbudowa	επέκταση
nowoczesne	μοντέρνο
nowoczesne	μοντέρνα
nowoczesne	σύγχρονο
nowoczesne	σύγχρονη
nowoczesne	μοντέρνος
analogicznie	ομοίως
analogicznie	παρομοίως
emily	έμιλυ
emily	έμιλι
emily	emily
ostateczny	τελικός
ostateczny	τελικό
ostateczny	τελικο
ostateczny	τελική
ostateczny	οριστικές
ostateczny	οριστικά
ostateczny	οριστική
ostateczny	οριστικός
ostateczny	οριστικό
fin	πτερύγιο
fin	fin
fin	φιν
clinton	κλίντον
clinton	clinton
czwartek	πέμπτη
eduard	εντουάρ
ukraińców	ουκρανοί
nauczanie	διδασκαλία
socjolog	κοινωνιολόγος
rejestr	μητρώο
rejestr	μητρώο
holowania	ρυμούλκησης
karpaty	καρπάθια
koch	κοκ
koch	koch
koch	κοχ
rzadkie	σπάνιος
rzadkie	σπάνιο
rzadkie	σπάνια
rzadkie	σπάνιες
syntezy	σύνθεση
replika	αντίγραφο
przemysłowy	βιομηχανική
przemysłowy	βιομηχανικό
przemysłowy	βιομηχανικός
słup	καλάμι
słup	πόλο
słup	κοντάρι
słup	κολόνα
słup	πυλώνας
słup	πυλώνα
doradca	σύμβουλος
doradca	σύμβουλος
uderzył	χτύπησε
uderzył	χτύπημα
uderzył	χτύπα
cokolwiek	οτιδήποτε
audi	audi
nsdap	nsdap
oskarżenia	ισχυρισμούς
oskarżenia	ισχυρισμοί
rejs	κρουαζιέρα
arabii	αραβία
panie	άρχοντα
panie	άρχοντας
panie	κυρίες
kong	κόνγκ
kong	κονγκ
kong	kong
tradycję	παράδοση
cali	κάλι
cali	εκατοστά
cali	ίντσες
edgar	έντγκαρ
dominuje	κυριαρχεί
clausura	κλαουσούρα
jensen	τζένσεν
jensen	jensen
chrzest	βάφτιση
chrzest	βάπτιση
chrzest	βάφτιση
chrzest	βάπτιση
fia	fia
przegrana	ήττα
przegrana	χάνω
przegrana	χάνοντας
przegrana	χάνει
potomków	απόγονοι
england	αγγλία
dee	ντι
sprzeczne	αντικρουόμενες
sprzeczne	αντιφατικές
sprzeczne	αντιφατικό
renata	ρενάτα
zasadnicza	θεμελιώδη
zasadnicza	θεμελιώδεις
zasadnicza	θεμελιωδών
zasadnicza	θεμελιώδης
zasadnicza	θεμελιώδες
asystenta	βοηθός
rheinland	rheinland
podkategorii	υποκατηγορίες
podkategorii	υποκατηγορία
wagon	βαγόνι
wagon	άμαξα
rodzeństwa	αδέλφια
rodzeństwa	αδέρφια
zniszczyć	καταστρέψει
traktuje	φέρεται
traktuje	λιχουδιές
dialogu	διάλογο
dialogu	διάλογος
odkrywa	αποκαλύπτει
odkrywa	αποκαλύπτεται
odkrywa	ανακαλύπτει
missisipi	μισισιπή
powodując	προκαλώντας
historycznie	ιστορικά
christine	χριστίνα
christine	christine
christine	κριστίν
marynarka	ναυτικό
marynarka	τζάκετ
marynarka	σακάκι
marynarka	μπουφάν
marynarka	ζακέτα
stężenia	συγκεντρώσεις
stężenia	συγκέντρωση
wyjaśnienie	επεξήγηση
wyjaśnienie	εξήγηση
wyjaśnienie	αποσαφήνιση
wyjaśnienie	διευκρίνιση
polo	πόλο
czynne	ενεργοί
czynne	ενεργά
czynne	δραστική
czynne	ενεργός
czynne	ενεργή
czynne	ενεργό
odbiór	over
odbiór	απόδειξη
odbiór	παραλαβή
odbiór	παραλαβή
odbiór	δεξίωση
odbiór	υποδοχή
odbiór	παραλαβή
represji	καταπίεση
represji	καταστολή
wicehrabia	υποκόμη
czeskie	τσεχική
ashley	άσλεϊ
ashley	ashley
obywatele	πολίτες
obywatele	υπηκόων
obywatele	εθνικοί
obywatele	υπήκοοι
obywatele	πολίτη
obywatele	πολίτης
piętro	δάπεδο
piętro	όροφο
piętro	πάτωμα
piętro	όροφος
salon	lounge
salon	σαλόνι
salon	σαλόνι
salon	κομμωτήριο
ekspozycji	ανοίγματα
mięsa	κρέατα
mięsa	κρέας
mięsa	κρέατα
czynnik	παράγοντας
czynnik	παράγοντα
czynnik	παράγων
czynnik	συντελεστής
mechaniczne	μηχανικά
mechaniczne	μηχανικό
nbc	nbc
wasilij	βασίλι
podłoże	υπόστρωμα
podłoże	έδαφος
mauzoleum	μαυσωλείο
butler	μπάτλερ
zlewni	απορροής
liczebności	αφθονία
obserwuje	παρατηρώντας
obserwuje	παρακολουθώ
obserwuje	παρακολουθεί
obserwuje	βλέποντας
obserwuje	παρακολουθώντας
tunezji	τυνησίας
samuela	σάμουελ
samuela	σάμιουελ
paliwo	καυσίμων
paliwo	καύσιμα
paliwo	καύσιμο
paliwo	βενζίνη
paliwo	πετρέλαιο
piłsudski	πιλσούντσκι
skuteczności	αποτελεσματικότητα
skuteczności	αποτελεσματικότητα
zatrudnienia	απασχόληση
zatrudnienia	απασχόλησης
ren	ρεν
ren	ρήνου
ren	ρήνο
grey	γκρίζο
grey	γκρέι
grey	γκρι
grey	γκρίζα
grey	grey
tokyo	τόκυο
tokyo	τόκιο
okno	παράθυρο
odzyskać	ανακτήσει
odzyskać	ανακτήσει
kolumbia	κολούμπια
kolumbia	κολομβίας
kolumbia	κολομβία
cameron	κάμερον
piw	μπύρες
motorsport	motorsport
germain	germain
glenn	γκλεν
treningi	προπονήσεις
treningi	επιμόρφωση
treningi	εκπαίδευση
treningi	κατάρτισης
treningi	κατάρτιση
treningi	προπόνηση
prosi	ρωτά
prosi	ρωτάει
leeds	λιντς
kwiat	ανθίσει
kwiat	άνθος
kwiat	άνθος
kwiat	λουλούδι
wieki	ηλικίες
wieki	αιώνες
aaron	ααρών
aaron	aaron
aaron	άαρον
operacyjnych	λειτουργίας
operacyjnych	λειτουργικό
operacyjnych	επιχειρησιακό
operacyjnych	λειτουργική
operacyjnych	επιχειρησιακή
operacyjnych	λειτουργικό
operacyjnych	λειτουργικά
council	συμβούλιο
camp	καμπ
camp	κατασκήνωση
camp	καταυλισμός
camp	στρατόπεδο
fabio	φάμπιο
fabio	φάμπιο
ręczny	χειρόφρενο
ręczny	χειρός
komiksów	κόμικς
komiksów	κόμικ
mann	μαν
mann	mann
zwykły	τακτικά
zwykły	τακτική
zwykły	κανονική
zwykły	κανονικός
zwykły	κανονικό
zwykły	συνηθισμένο
zwykły	συνηθισμένος
misje	αποστολές
misje	αποστολή
wytwarza	παράγει
trzyma	κρατά
rycerzy	ιππότες
demokratów	δημοκράτες
demokratów	δημοκρατικούς
demokratów	δημοκρατών
demokratów	δημοκρατικοί
demokratów	δημοκράτης
demokratów	δημοκρατικός
demokratów	δημοκρατικοί
pokonany	χτυπημένο
pokonany	χτυπημένος
pokonany	ηττήθηκε
pokonany	νίκησε
charków	χάρκιβ
norm	πρότυπα
norm	νορμ
peugeot	πεζό
peugeot	peugeot
standardy	πρότυπα
poprosił	ρώτησε
poprosił	ζήτησε
węgiel	κάρβουνο
węgiel	άνθρακας
węgiel	άνθρακα
węgiel	κάρβουνο
węgiel	κάρβουνα
węgiel	άνθρακας
węgiel	άνθρακα
bass	μπας
bass	μπάσο
automatyczna	αυτόματο
automatyczna	αυτόματη
automatyczna	αυτόματος
automatyczna	αυτόματες
automatyczna	αυτόματα
aspekty	πτυχές
aspekty	πτυχή
prosto	ευθεία
prosto	ίσια
prosto	στρέιτ
prosto	κατευθείαν
prezentacji	προσκόμιση
prezentacji	παρουσίαση
prezentacji	παρουσιάσεις
stefano	στέφανο
domeny	domain
pracujący	δουλεύοντας
wzory	μοντέλα
wzory	υποδείγματα
wzory	μοτίβα
wzory	σχέδια
wzory	φόρμουλες
zatonął	βυθίστηκε
zatonął	βούλιαξε
zatonął	βυθίστηκε
strunowce	χορδωτά
joel	τζόελ
porównanie	σύγκριση
porównanie	συγκρίνετε
porównanie	συγκρίνουμε
dell	ντελ
dell	dell
ewy	ιβ
ewy	εύα
ewy	ηβ
ewy	παραμονή
fra	fra
osobisty	προσωπική
osobisty	προσωπικός
osobisty	προσωπικό
osobisty	προσωπικά
prezydenckie	προεδρική
prezydenckie	προεδρικό
prezydenckie	προεδρικές
carmen	κάρμεν
montgomery	μοντγκόμερι
kompozytorów	συνθέτες
jądro	πυρήνας
jądro	πυρήνα
jądro	πυρήνας
jądro	όρχι
jądro	πυρήνας
jądro	πυρήνα
następcę	διάδοχος
następcę	διάδοχο
salomona	σόλομον
salomona	σολομώντα
pearl	περλ
pearl	μαργαριτάρι
wywołało	ενεργοποιήθηκε
wiktoria	βικτώρια
wiktoria	βικτόρια
wiktoria	victoria
przodków	πρόγονοι
przodków	προγόνων
przodków	προγόνους
przodków	προγόνων
chińskie	κινέζος
chińskie	κινεζική
chińskie	κινέζικο
chińskie	κινέζικα
chińskie	κινέζοι
kielicha	δισκοπότηρο
lodu	πάγος
lodu	πάγο
lodu	ice
liber	liber
przydatne	χρήσιμο
przydatne	χρήσιμες
przydatne	χρήσιμα
przydatne	χρήσιμη
przydatne	χρήσιμος
jowisza	δία
jowisza	δίας
zaangażowanie	εμπλοκή
zaangażowanie	αρραβώνας
zaangażowanie	αλληλεπίδραση
zaangażowanie	αρραβώνων
zaangażowanie	συμμετοχή
zaangażowanie	συμμετοχη
zaangażowanie	εμπλοκή
zaangażowanie	προσήλωση
zaangażowanie	δέσμευση
wer	wer
rzemiosła	βιοτεχνίας
kompetencji	ικανότητας
kompetencji	επάρκεια
kompetencji	αρμοδιότητα
kompetencji	επάρκεια
kompetencji	αρμοδιότητες
zapach	μυρωδιά
zapach	άρωμα
zapach	οσμή
zapach	όσφρηση
zapach	μυρωδιά
zapach	οσμή
zapach	άρωμα
żyjący	ζώντας
rozszerzenie	διεύρυνσης
rozszerzenie	διεύρυνση
rozszerzenie	επέκταση
rozszerzenie	επέκταση
rozszerzenie	παράταση
mercury	υδράργυρο
mercury	υδραργύρου
mercury	υδράργυρος
mercury	ερμής
konsulat	προξενείο
turków	τούρκους
turków	τούρκοι
prezentowane	προτεινόμενα
prezentowane	παρουσιάστηκαν
prezentowane	παρουσίασε
prezentowane	παρουσιάζεται
prezentowane	παρουσιάστηκε
kazań	κηρύγματα
kazań	καζάν
uroczyste	πανηγυρική
uroczyste	εορταστική
uroczyste	εορταστικό
greckie	ελληνική
greckie	ελληνικά
greckie	ελληνίδα
greckie	ελληνικό
greckie	ελληνικα
venus	αφροδίτη
armata	κανόνια
armata	κανόνι
homo	χόμο
herbie	χέρμπι
wien	wien
bergen	μπέργκεν
produkuje	παράγει
estádio	estádio
ciemne	dark
ciemne	σκοτεινά
ciemne	σκοτάδι
ciemne	σκούρο
ciemne	σκοτεινό
lokalnie	τοπικά
wymagane	ζήτησε
wymagane	ζητείται
wymagane	ζητήθηκε
wymagane	ζητούνται
wymagane	απαιτούμενη
wymagane	απαιτούμενα
wymagane	απαιτούμενος
wymagane	απαιτείται
wymagane	απαιτούμενο
metry	μετρητές
bit	bit
toma	τόμα
bomba	βόμβα
tunelu	στοά
tunelu	σήραγγα
tunelu	τούνελ
ekspertów	ειδικοί
ekspertów	εμπειρογνώμονες
ekspertów	ειδικός
ekspertów	εμπειρογνώμονας
sparta	σπάρτη
misjonarz	ιεραπόστολος
dorosłe	ενηλίκων
dorosłe	ενήλικοι
dorosłe	ενήλικες
ściana	wall
ściana	τοίχος
ściana	τοίχο
ściana	τείχος
ściana	γουόλ
konstytucyjnego	συνταγματικά
konstytucyjnego	συνταγματικό
konstytucyjnego	συνταγματική
newton	νιούτον
newton	newton
pzl	pzl
pliki	αρχεία
pliki	φάκελοι
personelu	προσωπικό
personelu	προσωπικού
personelu	προσωπικό
con	κον
con	con
kandydaturę	υποψηφιότητα
tylny	οπίσθια
tylny	οπίσθια
wiązanie	συνδετικό
wiązanie	δεσμευτική
wiązanie	δεσμευτικός
wiązanie	δεσμευτικό
wiązanie	δεσμός
wiązanie	μποντ
wiązanie	bond
liverpool	λίβερπουλ
emanuel	εμάνουελ
dublin	δουβλίνο
przeglądu	επανεξέταση
przeglądu	αναθεώρηση
przeglądu	ανασκόπηση
teoretyk	θεωρητικός
andre	αντρέ
andre	άντρε
andre	andre
andre	αντρέ
andre	andré
andre	andre
tymczasowego	προσωρινά
tymczasowego	προσωρινό
tymczasowego	προσωρινή
tymczasowego	προσωρινός
tymczasowego	προσωρινού
niebie	παράδεισος
niebie	παράδεισο
niebie	ουρανού
niebie	ουρανός
niebie	ουρανό
niebie	sky
niebie	σκάι
nocny	νυχτερινό
nocny	νύχτα
nocny	βραδιά
nocny	νυχτα
gleb	εδάφη
umysłu	νου
umysłu	μυαλό
josh	josh
josh	τζος
gwatemali	γουατεμάλα
gwatemali	γουατεμάλας
odpowiadał	αντιστοιχούσε
zastrzeżenia	κρατήσεις
zastrzeżenia	επιφυλάξεις
zastrzeżenia	ενστάσεις
zastrzeżenia	αντιρρήσεις
sądy	δικαστήρια
jasności	σαφήνεια
jasności	διαύγεια
jasności	φωτεινότητα
traktowane	επεξεργασμένο
sobota	σάββατο
zajęte	πολυάσχολος
zajęte	απασχολημένη
zajęte	απασχολημένος
zajęte	απασχολημένοι
zajęte	κατεχόμενα
wrogów	εχθροί
wrogów	εχθρούς
zaleca	συστήνει
zaleca	συνιστά
zaleca	προτείνει
chirurgii	χειρουργική
chirurgii	εγχείρηση
chirurgii	χειρουργείο
chirurgii	χειρουργική
chirurgii	χειρουργικό
chirurgii	χειρουργικά
chirurgii	χειρουργικές
uczucia	αισθήματα
uczucia	συναισθήματα
elektronów	ηλεκτρονίων
nintendo	nintendo
filozoficzne	φιλοσοφική
armstrong	άρμστρονγκ
cezar	καίσαρας
cezar	σίζαρ
cezar	καίσαρ
cezar	καίσαρα
zainteresowań	ενδιαφέροντα
zainteresowań	συμφέροντα
klasycznego	κλασσική
klasycznego	κλασικά
klasycznego	κλασική
podłogi	όροφοι
podłogi	πατώματα
podłogi	ορόφους
podłogi	δάπεδο
komety	κομήτης
komety	κομήτη
komety	κομήτες
otoczona	περικυκλωμένος
otoczona	περικυκλωμένοι
lahti	λάχτι
boca	μπόκα
piasku	άμμου
piasku	σαντ
piasku	άμμος
piasku	άμμο
prowadzące	οδηγώντας
prowadzące	οδηγεί
oznaczone	σημαδεμένος
oznaczone	σηματοδότησε
nestor	νέστορ
sodu	νάτριο
sodu	νατρίου
leśnictwa	δάση
leśnictwa	δασικές
leśnictwa	δασική
leśnictwa	δασοκομία
tempo	ρυθμός
tempo	ρυθμό
tempo	ρυθμός
tempo	ρυθμό
językowej	γλωσσική
konfrontacji	αντιπαράθεση
volkswagen	volkswagen
zrozumienia	κατανόηση
ronnie	ρόνι
przeznaczenie	προορισμός
przeznaczenie	προορισμό
przeznaczenie	πεπρωμένο
przeznaczenie	μοίρα
przeznaczenie	μοίρα
przeznaczenie	πεπρωμένο
przeznaczenie	σκοπός
przeznaczenie	σκοπό
biblia	βίβλος
biblia	βίβλο
naród	έθνος
soczi	σότσι
trwało	διήρκεσε
liderów	αρχηγοί
liderów	ηγέτες
sonda	καθετήρα
warta	γουόρθ
warta	αξίζει
zmienione	αναθεωρήθηκε
zmienione	αναθεωρημένο
zmienione	αναθεωρημένη
zmienione	άλλαξα
zmienione	αλλάξει
zmienione	άλλαξε
zmienione	τροποποιημένο
zmienione	τροποποιημένα
zmienione	τροποποιήθηκε
zmienione	τροποποιημένη
zmienione	τροποποιημένος
zmienione	τροποποιηθεί
zmienione	τροποποιημένο
zmienione	τροποποιείται
zmienione	τροποποιημένα
zmienione	τροποποιήθηκε
sin	αμάρτημα
sin	αμαρτία
sin	σιν
meyer	μάγιερ
postawa	συμπεριφορά
postawa	στάση
postawa	στάση
rozpoznanie	αναγνωριστική
rozpoznanie	αναγνωριστική
rozpoznanie	αναγνώριση
rozpoznanie	διάγνωση
uzasadnienia	αιτιολογήσεις
scalemajor	scalemajor
timeaxis	timeaxis
ciekawy	περίεργοι
ciekawy	περίεργος
ciekawy	περιέργεια
ciekawy	περίεργη
dale	ντέιλ
potrzebuje	αναγκη
potrzebuje	ανάγκη
potrzebuje	χρειαζεται
potrzebuje	χρειάζεται
potrzebuje	ανάγκες
chronologia	χρονολογία
forever	forever
cat	κατ
cat	γάτα
cat	γάτος
cat	cat
zwykłych	συνηθισμένο
zwykłych	συνηθισμένος
wydawcy	εκδότες
wydawcy	εκδοτών
wydawcy	εκδότες
wydawcy	συντάκτες
wydawcy	εκδότη
wydawcy	εκδότης
biuletyn	newsletter
biuletyn	δελτίο
episkopatu	επισκοπική
freedom	ελευθερια
freedom	ελευθερία
adaptacji	προσαρμογές
delegatów	εκπρόσωποι
delegatów	αντιπρόσωποι
imagesize	imagesize
yang	yang
yang	γιάνγκ
yang	γιανγκ
fabrykę	εργοστάσιο
ekran	οθόνη
sal	σαλ
plotarea	plotarea
lucy	λούση
lucy	λούσυ
lucy	λούσι
sebastiana	σεμπάστιαν
sebastiana	σεμπαστιάν
allan	άλαν
walczyli	αγωνίστηκε
ostry	κοφτερό
ostry	αιχμηρό
ostry	σαρπ
ostry	οξεία
berger	μπέργκερ
równoległy	παράλληλη
równoległy	παράλληλο
równoległy	παράλληλα
równoległy	παράλληλες
edytuj	επεξεργασία
bronić	υπερασπιστεί
wells	γουέλς
wells	πηγάδια
organizacyjnych	οργανωτική
organizacyjnych	οργανωτικά
