から	od
疑問	pitanje
キャンパス	kampus
ゲート	kapije
ゲート	gate
ゲート	kapiji
ゲート	kapija
ゲート	kapiju
恋人	ljubavnici
恋人	lovers
恋人	ljubavnik
恋人	ljubavnici
恋人	lover
ノース	sjever
ロング	dugi
ロング	dug
ロング	dugu
ロング	long
ロング	dugo
ナショナル	nacionalni
ナショナル	nacionalna
それら	oni
それら	one
高田	takada
日立	hitachi
話題	tema
水曜	srijeda
本体	tijela
本体	tijelo
本体	tijelu
本体	telo
怪獣	čudovište
怪獣	monster
テキサス	texas
反乱	ustanak
反乱	pobunu
反乱	pobuna
反乱	pobunu
反乱	pobuni
反乱	pobune
消費	potrošnja
消費	potrošnju
不可能	nemoguća
不可能	nemoguće
ジャズ	džez
利益	profit
利益	dobit
利益	korist
爆弾	bomba
抵抗	otpor
文芸	književnost
側面	aspekata
側面	aspektima
側面	aspekti
側面	aspektu
側面	aspekt
リチャード	ričard
リチャード	richard
日産	nissan
患者	pacijenti
患者	pacijentima
患者	pacijenata
患者	pacijente
患者	pacijent
カット	rez
カット	smanjila
離脱	povlačenje
メタル	metal
プラス	plus
学年	razreda
岡崎	okazaki
相互	međusobna
相互	međusobno
相互	međusobne
業界	industrija
白い	bijela
白い	bijeli
株主	dioničar
場面	scene
場面	scena
リック	rick
書く	pisu
書く	napiši
書く	pišu
ジム	gym
ジム	jim
メッセージ	poruka
メッセージ	poruke
詩人	pjesnik
詩人	pjesnika
詩人	pjesnici
顧問	savjetnik
オンライン	online
脱退	povlačenje
三浦	miura
記号	simboli
記号	simbola
記号	simbol
記号	znak
アク	aku
変換	transformacija
変換	transformacije
変換	transformaciju
変換	realizuju
変換	transformacije
変換	transformacija
変換	transformiše
変換	pretvaranje
過程	proces
オーバー	preko
襲撃	napali
襲撃	napao
ヘッド	glava
ヘッド	glava
資産	imovina
資産	sredstva
マリ	mari
マリ	mali
手紙	pisma
手紙	slova
手紙	pismo
手紙	slovo
アイテム	predmeta
アイテム	predmete
アイテム	stavke
アイテム	predmeti
爆撃	bombardovanje
単に	prosto
単に	jednostavno
ジン	jin
ジン	džin
小田	oda
ダブル	dvostruki
ダブル	dupla
ダブル	dvostruko
ダブル	dvostruke
交響曲	simfonija
入力	doprinos
入力	ulazni
公表	hadis
公表	objavljivanja
公表	objavljivanje
大島	oshima
任意	dobrovoljnoj
任意	dobrovoljnu
任意	dobrovoljne
任意	dobrovoljnog
黄金	zlatna
短い	kratko
ハム	hamm
ハム	ham
発達	razvoj
神経	nervni
ボード	odbor
姿勢	stav
姿勢	stava
姿勢	držanje
議長	predsjedavajući
議長	predsjedavajućeg
議長	predsjedavajući
スポンサー	sponzorira
スポンサー	sponzor
スポンサー	sponzori
ドイツ語	njemački
気象	vremenska
メトロ	metro
有限	konačni
ボディ	tijela
ボディ	tijelo
ボディ	tijelu
ボディ	telo
ポケット	džepu
ポケット	džepa
ピーター	peter
ピーター	petar
福山	fukuyama
ヒーロー	hero
ヒーロー	heroj
フロント	ispred
フロント	front
再建	rekonstrukcije
再建	rekonstrukcija
再建	obnova
再建	rekonstrukciju
再建	reconstruction
再建	obnovljena
ドーム	kupola
ブラウン	brown
ブラウン	braun
ブラウン	browne
オス	mužjaci
オス	mužjak
国境	granica
リニューアル	obnavljanje
リニューアル	obnova
リニューアル	obnove
リニューアル	obnovu
織田	oda
ドライブ	drive
ドライブ	vozi
不動産	naselju
不動産	imanju
不動産	posjed
イスラエル	izrael
試み	pokušaj
クリス	kris
暗殺	ubica
暗殺	atentat
チャン	chang
チャン	chan
斎藤	saito
立候補	kandidaturu
立候補	kandidaturi
漢字	kanji
手段	znači
措置	mjerama
措置	mjere
措置	mere
クール	kul
クール	cool
約束	obećanje
リオ	rio
ラウンド	rundu
リス	vjeverica
リス	rhys
ベルギー	belgija
ベルギー	belgijski
循環	tiraž
循環	opticaju
西村	nishimura
感染	infekcija
地獄	pakao
現実	realnosti
現実	stvarnost
幼稚園	vrtić
幼稚園	predškolskog
若い	mlađi
若い	mladi
若い	mlada
若い	young
若い	mladić
ブルース	blues
最強	najjači
最強	najjača
承認	prihvatanje
承認	prihvatiti
承認	prihvate
承認	prihvati
承認	odobravanje
承認	odobrenje
承認	odobriti
承認	odobri
フライ	mušica
フライ	lete
フライ	fry
極めて	izuzetno
学ぶ	uče
学ぶ	nauči
学ぶ	uči
学ぶ	learn
スピード	brzina
プレス	press
プレス	štampa
キハ	kiha
水戸	mito
阿部	abe
アシスタント	pomoćnik
アシスタント	asistenta
アシスタント	asistent
半分	polovina
半分	polovinu
半分	pola
指示	nastavu
指示	nastava
指示	uputstvu
指示	uputstva
指示	upute
指示	instrukcije
答え	odgovor
イカ	sipa
定員	kapacitet
定員	kapaciteti
財政	finansije
研究者	istraživač
研究者	istraživači
カス	cus
カス	cass
意図	namjere
ケーブル	kablovi
ケーブル	kabla
トランス	trance
トランス	trans
十字	krst
ハード	hard
ハード	teško
さいたま	saitama
教皇	papa
任命	termin
任命	termina
任命	imenovanje
ドラム	dram
ドラム	bubanj
ドラム	drums
ガラス	staklo
悪い	loše
悪い	bad
悪い	loš
ヤード	dvorišta
教員	nastavnik
教員	učitelj
教員	nastavnike
教員	nastavnika
教員	nastavnici
教員	profesori
キャリア	karijeru
キャリア	karijere
キャリア	karijera
キャリア	nosača
キャリア	nosač
キャリア	karijere
月曜日	ponedjeljak
マラソン	maraton
恐れ	strah
自宅	dom
自宅	home
出発	odlazak
単純	jednostavna
単純	jednostavne
単純	jednostavan
単純	jednostavni
単純	jednostavnih
単純	jednostavno
インターナショナル	međunarodno
インターナショナル	međunarodni
インターナショナル	international
コンテ	conte
合唱	hor
進む	napred
進む	naprijed
タル	tal
タル	talj
パック	packs
パック	pak
パック	pakovanje
パック	pack
脱出	bijeg
脱出	pobjegne
ターミナル	terminal
サウス	jug
ウェスト	zapadu
ウェスト	zapad
輸入	uvoz
輸入	uvoz
体育館	gym
体育館	gimnazija
ガイド	vodič
ガイド	vodiča
ガイド	upućuje
混乱	mess
混乱	konfuzije
ファースト	prvo
ファースト	prvi
タワー	toranj
聖書	biblija
絵画	slikarstvo
予算	budžet
予算	budžetima
ジョー	joe
ボクシング	boks
スコットランド	škotska
フィリピン	filipini
フィリピン	filipinsko
コート	sud
両方	oboje
災害	katastrofe
災害	katastrofa
イヤー	godina
マリー	marie
マリー	mari
経歴	karijeru
経歴	karijere
経歴	karijera
プール	bazen
社団	udruženje
社団	asocijacija
ショップ	radnja
ショップ	shop
ショップ	prodavnice
仮面	maska
タクシー	taksi
相談	konsultacije
相談	konsultacija
相談	konsultacije
相談	konsultacija
ウルトラ	ultra
シナリオ	scenarija
シナリオ	scenarij
シナリオ	scenariju
シナリオ	scenario
楽章	pokret
ヒロイン	heroine
モンゴル	mongolsko
モンゴル	mongolija
辞任	ostavku
辞任	ostavke
辞任	ostavku
辞任	ostavka
辞任	ostavku
誘導	indukcija
ウッド	drva
ウッド	drvo
離婚	razvod
スミス	smith
デンマーク	danska
ペン	pen
ペン	pero
ペン	hemijsku
ペン	pera
ボーナス	bonus
豊田	toyoda
豊田	toyota
オフィス	kancelarije
オフィス	urede
オフィス	ured
オフィス	office
オフィス	kancelarija
キャンペーン	kampanje
キャンペーン	kampanji
キャンペーン	kampanja
キャンペーン	kampanju
弟子	učenik
走る	vođenje
走る	run
助手	pomoćnik
助手	asistenta
助手	asistent
バラエティ	raznovrsnost
バラエティ	različitih
編纂	compilation
最低	minimalno
最低	minimum
最低	minimalna
ラス	russ
ラス	ras
ラス	las
権限	autoritet
権限	dozvole
クリスマス	božić
取扱	rukovanje
ラグビー	ragbi
ラグビー	rugby
マックス	max
退職	penzionisanja
退職	penzionisanje
退職	penzionisan
退職	penzionisani
署名	potpisivanje
署名	znak
署名	potpis
コーラス	hor
ホールディングス	holdings
北西	sjeverozapad
師範	shihan
ナンバー	broj
小野	ono
黒い	crni
黒い	crna
集落	naselje
印刷	štampanje
印刷	štampanje
クレジット	kredita
クレジット	krediti
クレジット	kredit
発音	pronunciation
上部	top
ショッピング	kupovinu
戻る	nazad
戻る	back
戻る	vrati
送信	slanje
送信	odlazeći
送信	dostaviti
送信	poslati
送信	šalju
送信	send
和田	wada
パートナー	partnera
パートナー	partner
パートナー	partneri
ポスト	post
防止	sprječavanje
防止	prevenciju
防止	prevenciji
ナイ	nye
しかしながら	međutim
保障	garancija
回答	odgovore
回答	odgovori
回答	odgovor
ダイヤモンド	dijamant
ダイヤモンド	dijamanata
松田	matsuda
デモ	demonstracije
デモ	demonstracija
デモ	demonstracije
デモ	demonstracijama
デモ	demo
主体	subjekat
主体	subjekt
小さい	male
小さい	mali
小さい	malu
小さい	malo
小さい	mali
小さい	mala
小さい	manji
小さい	manja
司令部	sjedište
ユーロ	euro
三島	mishima
コール	cole
コール	kol
コール	call
コール	poziv
ヘル	hel
ヘル	pakao
平野	ravnica
平野	hirano
養子	usvojen
養子	usvojena
楽器	instrument
アリス	alice
ラテン	latinski
ツール	alat
ツール	alat
同期	sinhronizacija
司法	pravosudne
司法	pravosudni
司法	pravosuđa
司法	pravosuđe
司法	pravosuđu
文明	civilizacija
選考	selekcija
選考	izbor
選考	prikazivanje
屋根	krovu
屋根	krov
屋根	krovu
ファンタジー	fantastika
合戦	bitaka
エドワード	edvard
エドワード	edward
本文	tijela
本文	tijelo
本文	tijelu
本文	telo
座席	mjesta
騎手	jockey
連携	koordinacija
連携	koordinaciju
レストラン	restorana
レストラン	restoran
クイーン	queen
クイーン	kraljica
信仰	vjera
信仰	vjerovanje
信仰	vjerovanja
ポー	poe
難しい	hard
難しい	teško
難しい	teškom
難しい	teški
難しい	težak
難しい	teško
難しい	teška
アマチュア	amateri
アマチュア	amatere
アマチュア	amaterski
アルゼンチン	argentina
アルゼンチン	argentinac
シンガポール	singapur
コンテスト	takmičenje
コンテスト	konkurs
コンテスト	takmičenje
ジェット	jet
故障	neuspjeh
旅団	brigada
研修	obuke
研修	trening
研修	obuka
研修	treninga
研修	obuku
研修	polaznik
みどり	midori
テロ	terorizam
流行	trend
流行	fad
起源	porijekla
起源	porijeklo
起源	porijeklu
起源	poreklo
直径	prečnik
りん	rin
パッケージ	paketi
パッケージ	paket
浦和	urawa
原田	harada
評論家	kritičari
評論家	kritičara
評論家	kritičar
明日	sutra
マイク	mike
火災	vatra
測定	mjerenje
測定	mjera
測定	mjeri
測定	mjeri
測定	merenje
測定	mjerenja
測定	mjerenje
フェスティバル	festival
人工	vještačko
人工	vještačka
ファッション	moda
キーボード	tastatura
滞在	ostala
滞在	ostao
滞在	boravio
滞在	ostala
滞在	ostati
滞在	ostanu
滞在	boravka
セブン	sedam
フィンランド	finska
酵素	enzim
ガル	gal
容量	kapacitet
容量	kapaciteti
解消	rješavanjem
解消	rješavanja
著者	autori
著者	autor
ノルウェー	norveški
ノルウェー	norveška
温度	temperatura
認可	ovlaštena
認可	odobren
サム	sam
サム	samom
サム	same
続編	nastavak
ライバル	rival
ライバル	rivala
ライバル	rivala
コル	kor
台風	typhoon
アナログ	analogni
マリオ	mario
保守	konzervativizam
保守	konzervativne
カレッジ	koledža
カレッジ	fakultete
カレッジ	fakultet
カレッジ	koledž
フィリップ	philip
フィリップ	filip
レオ	lav
レオ	leo
読む	čita
閉店	zatvorena
閉店	zatvoreno
閉店	zatvorio
奴隷	rob
奴隷	robovi
奴隷	robova
トーマス	thomas
モール	centar
ワークス	radovi
ワークス	funkcioniše
ワークス	radi
事例	slučajevi
フリードリヒ	friedrich
フリードリヒ	fridrik
フリードリヒ	frederick
フリードリヒ	frederik
マイクロ	mikro
評論	kritika
評論	kritike
ハワイ	havaji
レコーディング	snimanje
レコーディング	snimci
祖父	djed
祖父	dedo
解体	rušenje
解体	rušenja
ラスト	last
ラスト	poslednji
ラスト	poslednja
ラスト	posljednja
ラスト	zadnja
ラスト	posljednji
ヒル	brdo
異常	abnormalnosti
異常	abnormalni
異常	abnormalnost
異常	abnormalnosti
信長	nobunaga
プレミア	premijeru
プレミア	premijerno
プレミア	premier
プレミア	premijer
ハンター	lovac
ハンター	hunter
ハンター	lovca
早川	hayakawa
期限	rok
負担	teret
五郎	goro
セルビア	srbija
セルビア	srpski
分子	molekularni
分子	molekularnom
分子	molekularne
分子	molekulska
分子	molekularnu
分子	molekula
分子	molekula
分子	molekuli
分子	molekule
東芝	toshiba
開館	otvorene
開館	otvorena
開館	otvoren
開館	otvoreno
開館	open
経路	put
経路	ruta
経路	rute
進化	evolucija
データベース	bazama
特許	patent
特許	patenti
特許	patents
りゅう	draco
イラン	iran
イラン	iranska
イラン	iranski
方言	dijalekt
方言	dialects
構築	izgradnji
構築	gradi
構築	grade
構築	graditi
構築	sagraditi
複合	složeni
プロモーション	promocije
プロモーション	promocija
プロモーション	promotivni
アール	earl
受け入れ	prihvatiti
受け入れ	prihvate
受け入れ	prihvati
ヴァイオリン	violinist
ヴァイオリン	violina
モーニング	jutro
外交	diplomatija
もっと	više
川口	kawaguchi
松井	matsui
射撃	streljaštvu
木造	drvena
木造	drveni
木造	drvene
木造	drvenih
木造	drvenim
遠藤	endō
遠藤	endo
鹿島	kashima
メモリ	sjećanje
メモリ	uspomena
メモリ	pamćenje
メモリ	memorija
メモリ	memorije
メモリ	memorijski
時計	sahat
時計	sat
メイク	make
メイク	načiniti
それでも	ipak
少佐	major
パターン	šema
パターン	obrazac
複雑	kompleksan
複雑	kompleks
複雑	kompleksna
遠征	ekspedicija
自殺	samoubistva
自殺	samoubistvo
ハル	hull
チャレンジ	izazovi
チャレンジ	izazove
チャレンジ	izazov
チャレンジ	challenge
マイナー	manja
シングルス	singl
プリンス	princ
プリンス	prince
レーダー	radar
ボストン	boston
監視	praćenje
監視	monitoring
監視	nadzor
部品	dijela
部品	dijelovi
部品	delovi
部品	dijelove
フィート	stopala
フィート	stopa
フィート	foot
オーケストラ	orkestar
風景	krajolike
風景	pejzaž
オーディション	audiciji
オーディション	audicije
戦時	ratni
南西	jugozapadnom
南西	jugozapad
南西	jugozapadne
南西	jugozapadna
ペア	pair
ペア	par
ペア	pari
深い	duboka
深い	duboke
深い	duboko
深い	dubok
深い	deep
いつも	uvijek
いつも	uvek
インディ	indy
魚雷	torpedo
出資	doprinos
読者	čitaocima
読者	reader
モバイル	mobilni
モバイル	mobilne
遺伝子	gen
遺伝子	geni
簡単	jednostavna
簡単	jednostavne
簡単	jednostavan
簡単	jednostavni
簡単	jednostavnih
簡単	jednostavno
簡単	lak
簡単	lako
簡単	lahko
簡単	polahko
輸出	izvoz
輸出	izvoza
輸出	izvoz
来る	dolazi
ボーイ	boy
ボーイ	dječak
ボーイ	dečak
資源	resurs
資源	resursi
資源	resurse
材料	sastojak
材料	materijal
材料	material
材料	materijale
材料	materijalima
材料	materijala
材料	materijali
材料	sastojci
徐々に	postepeno
感情	emocija
感情	emocije
感情	emocija
感情	osećanja
感情	osjećanja
流通	distribuciji
流通	distribucija
流通	distribuciju
ベルト	pojasi
ベルト	pojas
航路	prolaz
斉藤	saito
ファイター	borac
ポンド	funta
ポンド	funti
相続	nasljednik
相続	naslednika
タンク	tenk
態度	stav
態度	stava
態度	stavovi
コンテンツ	sadržaj
コンテンツ	sadržaja
三木	miki
なぜ	zašto
メダル	medalja
メダル	medalju
メダル	medalje
メダル	medalja
ジャイアンツ	džinova
発明	izum
発明	izmislili
発明	izumio
発明	izmislio
発明	pronalazaka
代替	alternativna
代替	alternativa
構内	prostorije
構内	prostorija
関与	učešće
関与	učešće
確率	šanse
確率	vjerovatnoća
頭部	glava
病気	bolest
病気	oboljenja
病気	bolest
病気	oboljele
次に	drugo
栽培	rastući
栽培	rastuća
栽培	raste
栽培	rastuće
栽培	kultivacije
感謝	zahvalnosti
感謝	zahvalnost
感謝	grateful
住居	boravka
住居	stanovanje
住居	stambeni
住居	stambenih
ヘビー	heavy
ヘビー	teški
ヘビー	težak
ヘビー	teška
ヘビー	teške
不定期	neodređenost
不定期	nepravilna
隠し	skriven
隠し	skriveni
隠し	skrivena
手術	hirurgija
手術	operacije
援助	aid
援助	pomoć
魔女	vještica
上場	naveden
ディズニー	disney
官僚	funkcioner
費用	košta
費用	troškovi
費用	trošak
費用	izdataka
費用	troškovi
ソース	izvor
ソース	sos
ソース	izvori
ソース	izvora
フレーム	kadrova
フレーム	okvir
ディーゼル	dizel
解析	analiza
ゲル	gel
既存	postojeće
既存	postojećim
既存	postojećih
既存	postojeći
青い	plava
休日	praznik
休日	praznici
休日	praznike
休日	praznika
表紙	pokriti
表紙	pokrivaju
表紙	pokriće
成田	narita
タイガース	tigers
王朝	dinastija
タイヤ	gume
タイヤ	guma
再編	restrukturiranje
プラザ	plaza
イラク	irački
イラク	irak
ゾーン	zona
ゾーン	zonu
鉱山	rudniku
鉱山	moje
鉱山	rudnik
加工	obrade
加工	obradu
加工	obradi
ラム	janje
ラム	lam
ラム	ram
ラム	rum
激しい	žestoki
激しい	intenzivne
激しい	intenzivan
サル	majmun
サル	majmune
サル	majmuni
サル	sal
収集	prikupljanje
郊外	predgrađu
郊外	periferiji
郊外	predgrađa
修理	popravke
ポリ	poli
相対	relativna
オート	auto
盛岡	morioka
高木	takagi
先輩	stariji
先輩	visoki
相撲	sumo
イブ	hava
いつ	kada
後方	zaostali
南東	jugoistočna
南東	jugoistočna
ビート	pobijedio
ビート	pobedi
効率	efikasno
効率	efikasnom
効率	efikasan
効率	efikasna
効率	efikasnost
会計	računovodstvo
真実	istina
佐野	sano
オレンジ	orange
オレンジ	narandžasta
派生	dobijeni
派生	derivation
半島	poluostrvo
無視	ignore
テッド	ted
ウイルス	virus
ウイルス	virusi
歌う	pjevaju
歌う	sing
歌う	pjevanje
エリザベス	elizabeta
エリザベス	elizabeth
原子	atoma
原子	atomi
原子	atomskih
原子	atomski
原子	atomska
原子	atom
修道院	samostan
修道院	manastir
修道院	opatija
修道院	manastire
同上	ditto
スマート	smart
スマート	pametan
カトリック	katolici
カトリック	katolički
カトリック	katolička
カトリック	katolik
協奏曲	concerto
推測	pogodi
推測	guess
天才	genije
配備	raspoređen
配備	raspoređivanje
配備	raspoređivanje
パイ	pita
フロリダ	florida
ロイヤル	royal
ロイヤル	kraljevska
ロイヤル	kraljevsko
ロイヤル	kraljevski
サウンドトラック	soundtrack
サウンドトラック	soundtracks
課題	izazovi
課題	izazove
歌舞伎	kabuki
高原	platou
高原	plato
ショート	kratko
出席	prisustvovali
出席	pohađa
出席	prisustvo
ポップ	pop
例外	iznimke
例外	izuzetaka
例外	izuzeci
例外	izuzetak
コンセプト	pojam
コンセプト	koncepti
気候	klima
宮本	miyamoto
中華民国	tajvan
出会い	datiraju
出会い	susret
抗議	protest
ワイン	vino
キャンプ	logor
キャンプ	camp
キャンプ	kamp
キャンプ	kampu
ベルク	berg
バージニア	virginia
講演	predavanje
講演	predavanja
ラリー	skupu
ラリー	skup
ラリー	larry
デザイナー	dizajnera
デザイナー	dizajner
天国	nebo
乗客	putnik
乗客	putnici
乗客	putnika
乗客	putnike
応用	primjenjuju
応用	primijenjena
タグ	tag
タグ	tags
直線	linija
ダーク	tamne
ダーク	dark
ダーク	mraku
ダーク	tamna
ダーク	mračna
まる	maru
権力	power
権力	vlast
ダウンロード	preuzimanje
ダウンロード	preuzeta
ダウンロード	preuzeto
ダウンロード	preuzet
ダウンロード	downloads
ダウンロード	preuzimanje
論理	logično
論理	logičan
論理	logika
打者	batter
水素	vodik
発掘	iskopavanja
発掘	iskopavanja
男爵	baron
事前	plasirao
共有	dijele
共有	dijeljenje
共有	podijeli
タカ	taka
タカ	soko
タカ	hawk
女神	božica
アラン	allan
アラン	alan
アラン	alan
季節	sezonski
季節	sezonske
季節	sezona
季節	sezona
ウェア	ware
ダメージ	štetu
ダメージ	oštećenja
ダメージ	štete
ダメージ	oštećenje
ギア	opremu
衛生	higijenskih
請求	zahtjev
要約	sažetak
ドキュメンタリー	dokumentarac
ドキュメンタリー	dokumentaraca
家康	iejasu
ライダー	ryder
恐怖	strah
マジック	sihr
気温	temperatura
授与	dodjele
フェア	fer
フェア	sajam
船団	konvoj
要塞	tvrđava
要塞	utvrđenje
要塞	fort
総裁	predsjedništvo
証言	svjedočiti
証言	svjedočim
証言	svjedočenje
有料	platila
有料	platili
ダービー	derbi
子孫	potomak
子孫	potomaka
子孫	potomci
コミュニケーション	komunikacija
コミュニケーション	komunikaciju
コミュニケーション	komunikacija
ステップ	korak
ステップ	koraka
ステップ	koraci
高山	alpskom
高山	alpsko
内田	uchida
インドネシア	indonezija
義務	dužnosti
義務	dužnost
義務	obaveza
義務	obaveza
義務	dužnosti
周波数	frekvencije
周波数	frekvencija
ユナイテッド	ujedinjene
ユナイテッド	united
ユナイテッド	ujedinjena
ユナイテッド	ujedinjeni
レンズ	objektiv
レンズ	leće
移民	imigranti
移民	imigracija
移民	imigranata
移民	imigrant
一日	dan
電化	elektrifikacija
バイエルン	bavarska
船舶	brod
船舶	brod
船舶	brodovi
船舶	brodove
船舶	brodovima
安藤	ando
キャッチ	uhvati
証拠	dokaz
証拠	dokazi
コロンビア	columbia
コロンビア	kolumbija
コロンビア	kolumbijski
コロンビア	kolumbija
イースト	istok
メガ	mega
数値	broj
数値	brojevi
変遷	tranziciji
変遷	prelazni
変遷	tranzicija
口径	kalibar
訴え	tužbu
シネマ	kino
シネマ	kinematografija
シネマ	cinema
山脈	planine
山脈	planina
カフェ	cafe
カフェ	cafe
北方	sjeverna
北方	sjeverni
ママ	mama
満州	mandžurija
降伏	predaju
降伏	>>
降伏	predaja
木曜日	četvrtak
上級	stariji
上級	visoki
上級	naprednim
上級	napredna
プラン	plan
プラン	planova
プラン	planove
プラン	planovi
プラン	planira
差別	diskriminaciju
差別	diskriminacije
差別	diskriminacija
トラブル	nevolje
石原	ishihara
出口	izlaz
出口	exit
火山	vulkan
比例	proporcionalnih
チェック	pogledajte
チェック	check
ヒト	ljudi
ヒト	čovjek
ベラ	bella
灯台	svjetionik
灯台	beacon
実装	implementaciju
実装	provedbi
グレード	razreda
アラブ	arab
アラブ	arapsko
アラブ	arapskih
アラブ	arapska
カラオケ	karaoke
ライオン	lav
ライオン	lavovi
探検	istraživanje
探検	istraživanja
探検	istraživanje
探検	istraživanja
探検	istražuju
探検	istraživači
探検	istraživača
探検	ekspedicija
突然	odjednom
突然	iznenada
定数	konstanta
定数	konstantama
ビーム	zrak
ビーム	zracima
正義	pravda
正義	pravde
少数	par
少数	nekoliko
少数	manjina
少数	manjinska
少数	manjinu
アプリ	app
アプリ	aplikacija
アプリ	aplikaciju
アプリ	apps
ピンク	ružičasta
ジャクソン	jackson
中国語	kineski
ランプ	cijev
ジョンソン	johnson
運命	destiny
運命	sudbina
運命	sudbinu
運命	sudbinu
運命	sudbina
竹内	takeuchi
海賊	pirat
海賊	pirati
海賊	pirata
タッチ	dodir
概要	overview
概要	sažetak
成分	sastojci
サラ	sarah
サラ	sara
小島	kojima
ソル	sol
訴訟	tužbe
訴訟	tužbu
サンタ	santa
キャプテン	kapiten
キャプテン	kapetan
初演	premijeru
初演	premijerno
ユニバーサル	universal
ユニバーサル	univerzalno
ユニバーサル	univerzalnih
ユニバーサル	univerzalni
ユニバーサル	univerzalne
ユニバーサル	univerzalna
紛争	sukobi
紛争	sporova
紛争	sukob
紛争	konflikt
ジャーナリスト	novinar
ジャーナリスト	novinara
ジャーナリスト	novinari
リズム	ritam
シャン	adi
美しい	lijepe
美しい	lijepa
オムニバス	omnibus
ポリス	policija
フェリー	trajekt
皇后	carica
フットボール	nogomet
フットボール	fudbala
フットボール	fudbalu
フットボール	football
フットボール	fudbal
ベースボール	bejzbol
地形	topografija
地形	terenu
財産	imovine
財産	vlasništvo
財産	imovina
財産	imovinu
財産	imovinska
創造	stvaranje
スー	tužiti
スー	soo
功績	dostignuća
功績	postignuća
功績	postignuće
功績	dostignuće
コスト	trošak
コスト	košta
コスト	troškovi
シリア	sirija
シリア	sirijski
シリア	sirijskoj
ジョーンズ	jones
ミドル	srednji
特性	specifičnosti
特性	karakterističnim
雇用	zaposlenje
本田	honda
財務	finansije
変形	transformacija
変形	transformiše
トニー	tony
スコット	scott
診断	dijagnostika
診断	dijagnostika
想定	pretpostavka
パネル	tijela
パネル	ploča
パネル	panel
馬場	baba
マンガ	manga
キャップ	kap
キック	kick
正しい	pravilna
通貨	valuta
通貨	valute
庭園	bašti
庭園	bašte
庭園	bašta
庭園	džennet
庭園	bašče
庭園	bašti
リトル	malu
リトル	malo
リトル	mali
リトル	mala
クエスト	potraga
モーター	motor
圧縮	compress
月間	mjesečna
月間	mjesečni
月間	mjesec
夕方	večeri
夕方	veče
観察	posmatranje
肖像	portret
キム	kim
役員	oficiri
役員	službenici
役員	oficire
役員	oficire
役員	oficir
役員	oficirom
セントラル	central
セントラル	centralni
セントラル	centralna
勉強	proučava
勉強	proučavaju
勉強	proučiti
勉強	studija
勉強	proučavanja
式典	ceremoniji
式典	ceremonija
式典	svečanosti
式典	svečano
演技	postupajući
奇跡	čuda
奇跡	čudo
奇跡	miracle
ストーン	stone
ストーン	kamen
ストーン	kameno
ストーン	kameni
受信	primaju
受信	primio
受信	dobio
受信	dobila
受信	prima
受信	primanje
農林	šumarstva
事務局	ured
事務局	office
事務局	kancelarija
事務局	sekretarijat
ムービー	film
オプション	log
オプション	opcije
オプション	opcija
業績	dostignuća
業績	postignuća
依存	zavisna
依存	zavisnosti
依存	zavisnost
依存	zavisnosti
アプリケーション	primjenu
アプリケーション	aplikacija
アプリケーション	prijavu
アプリケーション	prijavi
アプリケーション	aplikativni
アプリケーション	prijave
アプリケーション	aplikacije
アプリケーション	prijave
高架	povišene
ミラー	miller
ミラー	ogledalo
バレエ	balet
広い	širi
広い	širih
広い	širem
広い	šire
広い	široj
広い	široka
広い	široki
広い	širokog
広い	široku
広い	široke
モノ	stvari
モノ	mono
打ち上げ	pokretanje
打ち上げ	pokrenuti
決める	odlučuje
決める	odlučiti
決める	odluče
撤去	otklanjanje
撤去	uklanjanje
それから	potom
それから	onda
それから	tada
それから	zatim
支社	ogranak
支社	grana
オスマン	osman
省略	omit
省略	emitujući
サークル	krugovi
サークル	krugova
サークル	krugovima
サークル	kružnica
犠牲	žrtvuje
パフォーマンス	nastup
ファイト	borba
移植	transplantacije
移植	transplantaciju
おそらく	vjerovatno
ショット	strijelaca
黄色	žuta
ヴィルヘルム	wilhelm
若者	omladina
若者	mladunca
ラヴ	ljubav
兵隊	vojnik
入場	upis
入場	prijem
間隔	intervalima
間隔	interval
間隔	spacing
生きる	live
ヤマト	yamato
二重	dvostruki
二重	dupla
二重	dvostruko
二重	dvostruke
全般	general
リスク	rizik
リスク	rizika
割合	proporcija
割合	postotak
割合	posto
割合	procenata
プリンセス	princeza
プリンセス	princeze
プリンセス	princeze
チェス	šah
ナポレオン	napoleona
ナポレオン	napoleon
正解	pravilna
気持ち	osećanja
気持ち	osjećanja
むしろ	umjesto
むしろ	radije
軍隊	vojska
軍隊	vojska
軍隊	armija
みなみ	minami
無効	disabled
無効	praznina
無効	praznine
無効	disable
無効	nevažeće
無効	nevažeći
行事	događaja
行事	događaji
行事	dešavanja
行事	manifestacija
行事	događaj
提唱	zagovarao
薩摩	satsuma
前者	bivši
シドニー	sidney
シドニー	sydney
競争	takmičenje
医薬品	pharmaceuticals
双子	blizanac
双子	blizanci
ビジョン	vid
疾患	bolest
疾患	oboljenja
疾患	poremećaji
パーツ	dijela
パーツ	dijelovi
パーツ	delovi
パーツ	dijelove
ローン	kredit
ローン	pozajmice
ローン	krediti
ローン	kredita
損傷	štetu
損傷	oštećenja
損傷	štete
損傷	oštećenje
トイレ	toaleta
グッド	dobro
グッド	dobar
グッド	dobre
バルセロナ	barcelona
グラウンド	terenu
グラウンド	tlo
グラウンド	kopnena
グラウンド	tlu
