the	az
combat	harci
combat	küzdelem
combat	harc
palace	palota
palace	palace
card	kártya
ordered	rendelt
ordered	elrendelt
opposition	ellenzéki
opposition	ellenzék
attempts	kísérletek
understanding	megértés
understanding	egyetértés
understanding	megértő
understanding	megértést
wrestling	birkózás
wrestling	birkózó
critics	kritikusok
growing	növekszik
growing	növekvő
establish	megállapítani
hands	kéz
hands	kezek
poetry	vers
poetry	költészet
materials	alapanyagok
materials	anyagok
turkish	török
paid	fizetve
paid	fizetett
paid	kifizetett
promotion	kinevezés
promotion	előléptetés
promotion	előmozdítása
promotion	kiemelés
promotion	promóciós
apparently	látszólag
battalion	zászlóalj
mobile	mobilos
mobile	mobile
mobile	mobil
row	sort
row	sor
merged	egyesített
metropolitan	fővárosi
metropolitan	metropolitan
figures	számadatok
figures	számok
figures	figurák
existence	lét
existence	létezése
existence	létezés
eye	szemet
eye	szeme
eye	eye
eye	szem
louisiana	louisiana
lewis	lewis
melbourne	melbourne
austria	ausztria
brigade	brigád
screen	képernyőn
screen	képernyő
risk	kockázat
risk	kockázatos
lats	lat
ban	tilalom
legislative	jogalkotási
definition	meghatározás
definition	meghatározása
indeed	valóban
draw	rajzolni
draw	sorsolás
draw	rajzol
draw	döntetlen
application	kérelem
application	alkalmazás
application	jelentkezés
steel	steel
steel	acél
presence	jelenlét
presence	jelenléte
expansion	terjeszkedés
expansion	bővítés
earl	earl
max	max
wild	wild
wild	vadon
wild	vadak
wild	vad
planning	tervezés
comic	komikus
comic	képregény
adopted	elfogadva
adopted	elfogadott
easy	könnyű
plus	plus
plus	plussz
plus	plusz
happy	boldogság
happy	boldog
acts	cselekmények
acts	aktusok
classes	órák
classes	osztályok
iowa	iowa
grew	megnőtt
grew	nőtt
save	mentés
save	megmenteni
save	mentése
wins	győz
wins	nyert
theater	színház
exists	létezik
roles	szerepei
chance	esélyt
chance	chance
chance	esély
prevent	megelőzni
prevent	megelőzése
candidates	jelöltek
candidates	jelentkezők
candidates	pályázók
object	objektum
object	tárgy
felt	éreztem
felt	érezte
powers	powers
powers	hatáskörök
powers	hatáskör
birds	madarak
spread	terjed
defeat	vereség
defeat	legyőzni
cape	cape
cape	fok
cape	köpeny
identified	azonosított
identified	azonosítva
regions	régiói
regions	régiók
mine	enyém
jul	jul
teaching	tanít
teaching	tanítani
teaching	tanítás
guidelines	iránymutatás
guidelines	irányelvek
simon	simon
depth	mélység
lyrics	szöveget
lyrics	szöveg
lyrics	szövegek
christmas	karácsonykor
christmas	karácsonyi
christmas	karácsony
declined	elutasított
declined	elutasítva
greece	görögország
express	express
express	expressz
federation	föderáció
federation	szövetség
voivodeship	vajdaság
journalist	újságíró
intelligence	értelem
intelligence	hírszerzés
intelligence	intelligencia
connection	kapcsolat
connection	kapcsolódás
connection	csatlakozás
displayed	megjelenített
portuguese	portugália
portuguese	portugál
declared	bejelentett
constitution	alkotmány
presidential	elnöki
sons	fiaim
sons	fiai
plot	cselekmény
dates	dátumok
dates	időpontok
firm	cég
firm	határozott
pilot	pilóta
pilot	pilot
relatively	viszonylag
receive	kapni
educated	tanult
educated	művelt
manchester	manchester
queensland	queensland
americans	amerikaiak
introduction	bevezetés
introduction	bevezetése
introduction	bevezető
directors	igazgatók
vehicle	járművel
vehicle	jármű
vehicle	gépjármű
vehicle	járművek
stock	részvény
vehicles	járművek
israeli	izraeli
israeli	izraeliek
frequently	gyakran
hills	dombok
hills	hills
performing	teljesítő
northwest	északnyugat
drug	kábítószer
drug	gyógyszer
drug	drogok
drug	drog
visit	látogatás
residence	tartózkodási
residence	lakóhely
walter	walter
pov	pov
interesting	érdekes
moon	hold
moon	holdon
moon	holdat
moon	moon
limit	határ
limit	korlátozás
limit	határérték
limit	limit
limit	korlát
minute	perc
bell	csengő
bell	bell
bell	harang
athletics	atlétika
reduced	csökkent
reduced	csökkentett
wind	szél
wind	szelet
oklahoma	oklahoma
architect	építész
ideas	eszmék
ideas	ötletek
electronic	elektronikusan
electronic	elektronikus
crown	koronát
crown	crown
crown	korona
younger	fiatalabbnak
younger	fiatalabb
younger	fiatalabbak
anderson	anderson
step	lépés
step	lépcső
weapons	fegyver
weapons	fegyverek
neutral	semleges
connected	kapcsolódott
connected	kapcsolt
connected	összekapcsolt
connected	kapcsolatban
switzerland	svájc
armed	felfegyverkezve
armed	fegyveres
weekly	hetente
weekly	heti
rating	besorolás
rating	minősítés
rating	minősítési
programme	program
squad	brigád
squad	osztag
multi	multi
dynasty	dinasztia
cold	hidegen
cold	hideg
granted	nyújtott
alliance	szövetség
methods	módszer
methods	módszerek
sam	samu
sam	sam
alabama	alabama
albert	albert
tropical	trópusi
vietnam	vietnam
vietnam	vietnami
dvd	dvd
refers	utal
refers	hivatkozik
heat	hőség
heat	hő
heat	fűtés
fans	rajongók
fans	rajongói
fans	szurkolók
surrounding	körülvevő
surrounding	környező
credit	hitel
credit	kredit
commons	commons
boat	csónak
boat	hajó
boat	hajós
boxes	dobozok
boxes	dobozokat
boxes	ládák
ethnic	etnikai
speaking	beszél
speaking	beszélő
fell	leesett
fell	fell
fell	esett
fell	elesett
arena	aréna
roads	utakon
roads	utak
core	mag
dog	kutyus
dog	kutya
kill	megölni
kill	ölj
athletic	sportos
athletic	atlétikai
negative	negatív
confirmed	megerősített
confirmed	megerősítve
confirmed	megerősítette
confirmed	igazolt
sixth	hatodik
edge	edge
jesus	jézus
tools	eszközök
tools	szerszám
tools	szerszámok
colonel	ezredes
weak	gyenge
weak	gyengék
chosen	választott
chosen	kiválasztottak
chosen	kiválasztott
brand	brand
brand	márka
resulting	eredő
resulting	létrejövő
nfl	nfl
rise	emelkedés
supply	ellátási
supply	utánpótlás
supply	ellátás
supply	kínálat
tradition	tradíció
tradition	hagyomány
household	háztartás
household	háztartásban
household	háztartások
household	háztartási
spirit	szellem
spirit	lélek
task	feladat
slightly	enyhén
slightly	kissé
slightly	kevéssé
howard	howard
incident	incidens
southeast	délkelet
sunday	vasárnap
sunday	vasárnapi
stats	statisztika
stats	statisztikák
climate	éghajlat
climate	klíma
topics	témák
purchased	megvásárolt
purchased	vásárolt
purchased	beszerzett
communications	kommunikáció
communications	távközlés
communications	kommunikációs
chapter	fejezet
broken	megtört
broken	törött
broken	törve
singapore	szingapúr
license	engedély
license	jogosítvány
license	jogosítványt
haven	haven
deaths	halálesetek
deaths	haláleset
passing	tompított
passing	múló
citizens	állampolgárok
citizens	polgárok
guns	fegyvereket
guns	ágyúk
guns	fegyverek
trees	fákon
trees	fák
trees	fákat
gone	elment
gone	eltűnt
greatest	legnagyobb
improved	javult
improved	javított
visual	vizuális
pope	pápa
pope	pope
officials	hivatalnokok
officials	tisztviselők
officials	tisztviselői
sat	ültem
sat	ült
glass	glass
glass	üveg
glass	pohár
miller	molnár
miller	miller
resulted	eredményezett
resulted	eredményezte
posted	közzétette
posted	kiküldött
posted	közzétett
estimated	becsült
contain	tartalmaznak
brazilian	brazil
brazilian	brazília
sexual	szexualitás
sexual	szexuális
defence	védelem
defence	védekezés
defence	védelmi
rich	gazdag
rich	gazdagok
rich	rich
fast	gyorsan
fast	gyors
properties	tulajdonság
properties	tulajdonságai
properties	ingatlanok
properties	tulajdonságok
taught	tanított
extensive	kiterjedt
exhibition	kiállítás
exhibition	bemutató
exhibition	kiállítása
speech	beszéde
speech	beszéd
les	les
proposal	pályázat
proposal	javaslat
straight	egyenesen
straight	egyenes
internal	belső
effective	hatékony
effective	hatásos
effective	effektív
effective	eredményes
solution	megoldást
solution	megoldás
solution	oldat
fashion	divat
foot	gyalog
foot	láb
orange	orange
orange	narancssárga
orange	narancs
argentina	argentína
brief	rövid
performances	előadások
adult	felnőtt
adult	nagykorú
newly	újonnan
identity	személyazonosság
identity	személyazonosságát
identity	identitás
singers	énekesek
inspired	inspirált
transfer	átvitel
transfer	áthelyezés
transfer	transzfer
egypt	egyiptom
cells	sejtek
cells	cellák
patrick	patrik
patrick	patrick
quebec	quebec
connecticut	connecticut
anthony	anthony
anthony	antal
permanent	állandó
permanent	végleges
permanent	tartós
permanent	maradandó
phase	szakasz
phase	fázis
audience	célközönség
audience	közönség
motion	mozgás
motion	indítvány
blues	blues
hungarian	magyarul
hungarian	magyarok
hungarian	magyar
hungarian	hungarian
arab	arab
trains	vonatok
sets	díszlet
sets	készletek
sets	készlet
eyes	szemed
eyes	szeme
eyes	szem
eyes	szemek
studios	studios
criminal	bűnöző
criminal	bűnözői
finish	befejezés
communication	kommunikáció
communication	közlemény
communication	kommunikációs
scope	hatálya
scope	hatály
accused	vádlott
accused	megvádolt
divisions	körzetek
divisions	osztályok
accept	elfogadni
accept	elfogadom
warning	figyelmeztetés
alan	alan
objects	tárgyak
objects	objektumok
diego	diego
contest	pályázat
contest	verseny
fighter	harcos
fighter	bunyós
finds	talál
finds	megtalálja
coaches	edzők
beat	legyőzni
extremely	rendkívül
ford	ford
swiss	svájc
swiss	svájci
sorry	sajnálom
houston	houston
houston	houstonban
worldwide	világszintű
worldwide	világszerte
worldwide	világméretű
showed	mutatta
showed	mutatott
showed	megmutatta
holds	tartja
cathedral	katedrális
losing	elveszíteni
losing	veszíteni
advance	előleg
advance	előre
reality	valóság
broadcasting	műsorszolgáltatás
adam	ádám
adam	adam
vandalism	vandalizmus
enemy	ellenség
youtube	youtube
assessed	értékelt
billion	milliárd
billion	egymilliárd
buried	eltemetve
belgium	belgium
respect	tiszteletet
respect	tisztelet
rare	ritka
detroit	detroiti
detroit	detroitban
detroit	detroit
graduate	diplomás
graduate	végzős
colleges	főiskolák
authorities	hatóságok
killing	gyilkol
killing	gyilkolás
maximum	legfeljebb
maximum	maximum
maximum	maximális
fan	ventilátor
fan	rajongó
fan	fan
fan	fanni
notify	értesíti
painter	festő
hamilton	hamilton
universe	univerzum
universe	világegyetem
obvious	nyilvánvaló
suffered	szenvedett
pieces	darabok
pieces	darabjai
pieces	darab
pieces	darabokban
apply	alkalmazni
apply	jelentkezz
actresses	színésznők
competitions	versenyek
aid	támogatás
aid	segély
aid	támogatások
driver	sofőr
driver	vezető
driver	meghajtó
driver	kocsis
driver	járművezető
dan	dan
khan	kahn
khan	khan
khan	kán
baby	baba
baby	bébi
denmark	dániában
denmark	dánia
tokyo	tokió
tokyo	tokiói
tokyo	tokyo
calling	hívás
calling	hív
anne	anne
happened	megtörtént
happened	történt
danish	dán
wants	akarja
wants	akar
formula	képlet
formula	formula
interior	belső
interior	belseje
kevin	kevin
weather	időjárás
powerful	erőteljes
powerful	erős
muslim	muszlim
muslim	muzulmán
muslim	muszlimok
registered	bejegyzett
registered	regisztrált
registered	nyilvántartott
publisher	kiadó
preceding	megelőző
sounds	hangok
sounds	hangzik
eric	eric
eric	erik
approved	engedélyezett
approved	jóváhagyott
achieved	teljesült
achieved	megvalósult
achieved	elért
douglas	douglas
provincial	tartományi
fund	alap
portugal	portugália
athletes	sportolók
bird	madár
bands	bandák
audio	audio
audio	hang
cat	cica
cat	macska
bureau	elnökség
centuries	évszázadok
centuries	évszázadokkal
valid	érvényes
chemical	kémiai
items	tárgyak
items	tételek
items	elemek
lane	lane
lane	sáv
holding	holding
counties	megyék
update	frissítés
update	frissítése
ncaa	ncaa
speak	beszélj
finding	megtalálni
finding	megállapítás
domestic	hazai
domestic	belföldi
ali	ali
false	hamis
equivalent	egyenértékű
equivalent	megfelelője
caught	elkapott
caught	fogott
caught	kifogott
christ	krisztus
ending	befejezés
toward	felé
puerto	puerto
partner	társ
partner	partner
partner	társa
partner	társam
romania	románia
aviation	repülés
aviation	légiközlekedés
aviation	légiközlekedési
failure	meghibásodás
failure	bukás
failure	kudarc
ward	ward
strength	erőt
strength	erő
knight	lovag
nominations	jelölések
nominations	jelöléseket
hungary	hungary
hungary	magyarország
concern	aggodalmát
concern	aggodalom
keeping	megtartása
keeping	tartása
recordings	felvételeket
recordings	felvételek
functions	funkciók
functions	feladatok
mississippi	mississippi
calls	hív
calls	hívások
criticism	kritika
criticism	kritikát
involving	bevonása
magic	varázs
magic	magic
magic	varázslat
magic	mágia
gordon	gordon
treaty	szerződéssel
treaty	szerződés
antonio	antonio
selection	kiválasztási
selection	válogatás
selection	kiválasztás
selection	kijelölés
rear	hátsó
colonial	gyarmati
motor	motor
circuit	áramkör
wish	kívánom
wish	kívánság
wish	bárcsak
compilation	válogatás
compilation	összeállítás
harvard	harvard
islamic	iszlám
determined	eltökélt
determined	határozott
determined	meghatározott
determined	meghatározva
geography	földrajz
arkansas	arkansas
fuel	tüzelőanyag
fuel	üzemanyag
artillery	tüzérség
medieval	középkori
locations	helyszínek
locations	helyek
inclusion	befogadás
recognition	megjelenítés
recognition	elismerés
recognition	felismerés
northeast	északkelet
chamber	kamra
chamber	kamrában
moment	pillanat
succeeded	sikerült
historian	történész
condition	állapota
condition	feltétel
condition	állapot
physics	fizika
newspapers	lapok
newspapers	újság
newspapers	újságok
represent	képviselni
represent	képviseli
allen	allen
watch	óra
watch	vigyázz
kitt	kitt
protect	megvédeni
grey	ősz
grey	grey
grey	szürke
launch	kilövés
launch	indítás
dave	dave
philip	fülöp
philip	philip
iraq	irak
iraq	iraki
changing	változik
ukraine	ukrajna
municipalities	önkormányzatok
municipalities	települések
mix	mix
mix	keverék
tamil	tamil
shift	műszak
shift	váltás
shared	közös
shared	osztott
shared	megosztotta
shared	megosztott
shared	megosztva
austrian	osztrák
austrian	ausztria
door	ajtó
investigation	vizsgálat
investigation	nyomozás
investigation	kivizsgálás
institution	intézmény
institution	intézmények
princess	királylány
princess	hercegnő
trail	ösvény
parks	parkok
parks	parks
applications	alkalmazások
applications	kérelmek
hundred	száz
requirements	követelmény
requirements	előírások
requirements	követelmények
talking	beszél
talking	beszélő
kim	kim
ltd	kft
metres	méter
gray	ősz
gray	gray
gray	szürke
sector	ágazat
sector	szektor
dean	dean
dean	dékán
agricultural	mezőgazdasági
agricultural	mezőgazdaság
escape	szökés
escape	menekülés
escape	megszökni
orders	parancsok
orders	megrendelések
orders	parancs
orders	parancsot
corner	sarkon
corner	kanyar
corner	sarok
commissioned	megrendelt
founding	alapító
mill	mill
mill	malom
subjects	alanyok
subjects	témák
temperature	hőmérséklet
settled	letelepedett
miami	miami
miami	miamiban
promote	előmozdítása
values	érték
values	értékek
spot	folt
spot	foltos
progress	előrehaladás
progress	előrelépés
progress	fejlődés
progress	haladás
learn	tanulni
learn	tanuljon
learn	tanul
planet	planet
planet	bolygónak
planet	bolygónk
planet	bolygó
occupied	megszállt
occupied	foglalt
occupied	elfoglalt
usage	használat
southwest	délnyugat
refused	elutasított
truth	igazság
clark	clark
sufficient	elégséges
sufficient	elegendő
equal	egyenlők
equal	egyenlőek
equal	egyenlő
administrator	adminisztrátor
administrator	ügyvezető
administrator	ügyintéző
administrator	tisztviselő
persons	személyek
factory	gyár
factory	gyári
factory	üzem
factory	gyárban
fought	harcolt
fought	küzdött
derived	származtatott
outstanding	kiváló
outstanding	kiemelkedő
outstanding	kimagasló
magazines	magazinok
magazines	magazinokat
flow	flow
flow	áramlás
attacked	megtámadott
attacked	megtámadta
attacked	megtámadtak
generate	generálni
shape	alakja
shape	forma
shape	formát
shape	alakzat
creator	alkotó
creator	teremtő
requires	igényli
requires	megköveteli
option	opció
option	lehetőség
lincoln	lincoln
starts	kezdődik
stands	áll
carry	vinni
establishment	telephely
establishment	létesítmény
establishment	létrehozása
establishment	letelepedés
selling	eladási
selling	eladás
selling	eladni
causes	okok
causes	okozza
causes	okoz
budget	költségvetés
battles	csaták
sky	égbolt
sky	sky
sky	ég
legend	legendák
legend	legendája
legend	legenda
arrested	letartóztatott
arrested	letartóztatták
forum	fórum
forum	fórumon
metro	metró
metro	metro
broke	tört
broke	eltört
broke	összetört
broke	eltörte
strike	sztrájk
strike	csapás
injury	sérülés
injury	károkozás
injury	kár
ryan	ryan
zero	nulla
zero	zéró
zero	zero
converted	átalakított
violence	erőszak
violence	erőszakos
significantly	jelentősen
statements	kimutatások
statements	állítások
statements	nyilatkozatok
controlled	ellenőrzött
welsh	wales
welsh	walesi
roger	roger
pdf	pdf
samuel	samuel
translated	lefordított
papers	papírokat
papers	papírok
detail	részlet
detail	részletes
chapel	kápolna
frederick	frederick
thousands	ezrek
thousands	ezer
banks	banks
banks	bankokkal
banks	bankok
offensive	sértő
offensive	támadó
kings	királyok
factor	faktor
factor	tényező
replace	helyettesíteni
museums	múzeumok
museums	múzeum
resistance	ellenálló
resistance	rezisztencia
resistance	ellenállás
junction	csomópont
junction	junction
tries	próbálkozik
tim	tim
engines	hajtóművek
engines	hajtómű
engines	motorok
contributed	hozzájárult
medium	közepes
device	berendezés
device	szerkezet
device	eszköz
device	készülék
profit	profit
profit	haszon
profit	nyereség
dream	álmodj
dream	álma
dream	álom
twelve	twelve
twelve	tizenkettő
universal	univerzális
universal	egyetemes
typical	jellemző
typical	tipikus
typical	jellegzetes
seeing	látni
seeing	látván
seeing	látva
skills	készségek
skills	képességek
skills	készség
bought	megvásárolt
bought	vásárolt
bought	vett
bought	vettem
passenger	utas
cleveland	cleveland
funding	finanszírozás
agriculture	mezőgazdasági
agriculture	mezőgazdaság
parent	anyavállalat
parent	szülői
parent	szülő
decades	évtizedek
receiving	átvevő
signal	jelet
signal	jel
signal	jelzés
reform	reformok
reform	reform
organisation	szervezés
organisation	szervezet
prix	prix
column	oszlop
utah	utah
managers	kezelők
managers	vezetők
qualified	minősített
qualified	képzett
qualified	képesített
indicate	jelezze
ukrainian	ukrán
ukrainian	ukrajnai
gay	melegek
gay	meleg
gay	buzi
amateur	amatőrök
amateur	amatőr
obviously	nyilvánvaló
obviously	nyilvánvalóan
flora	flora
gene	gén
gene	gene
soul	lélek
soul	soul
soul	lelkem
soul	lelked
alt	alt
discussions	beszélgetések
discussions	megbeszélések
discussions	viták
montreal	montreali
turns	fordul
walker	walker
entrance	belépő
entrance	bejárat
path	utat
path	ösvény
path	útvonal
path	út
nice	szep
nice	szép
string	string
influenced	befolyásolták
developing	fejlődő
developing	fejlesztése
abandoned	elhagyott
abandoned	elhagyatott
humans	emberek
pair	páros
flat	lapos
flat	lakás
flat	sík
sample	mintavétel
sample	minta
contained	tartalmazta
contained	tartalmazott
banned	tiltott
moore	moore
strongly	erősen
visited	meglátogatta
visited	meglátogatott
visited	látogatott
visited	felkeresett
increasing	növekszik
increasing	növekvő
attorney	ügyvéd
arm	kar
arm	karját
mathematics	matematikai
mathematics	matematika
canal	csatorna
charts	térképek
thinking	gondolkodás
thinking	gondolkodik
thinking	gondolkodom
thinking	gondolkodó
dublin	dublini
dublin	dublin
surname	vezetéknév
brain	agya
brain	agyat
brain	agyam
brain	agy
pittsburgh	pittsburgh
blog	blog
economics	közgazdaságtan
economics	gazdaság
economics	közgazdasági
seventh	hetedik
alex	alex
employed	foglalkoztatott
employed	alkalmazott
heavily	erősen
authors	írók
authors	szerzői
authors	szerzők
paintings	festmények
concerned	érintett
concerned	aggódó
scholars	tudósok
controversial	vitatható
controversial	ellentmondásos
controversial	vitatott
expressed	kifejezett
expressed	kifejezésre
expressed	kifejtett
josé	jose
josé	josé
bodies	holttestek
bodies	hullák
bodies	testek
bodies	szervek
maps	térkép
maps	térképeket
maps	térképek
marie	marie
marie	mária
arguments	érvek
chain	lánc
focused	koncentrált
focused	összpontosított
readers	olvasók
readers	olvasó
carl	carl
violation	szabálysértés
violation	megsértése
violation	jogsértés
offices	hivatalok
offices	irodák
wave	hullám
circle	kör
circle	kört
apart	szét
invasion	invázió
jimmy	jimmy
opportunity	lehetőséget
opportunity	lehetőség
determine	meghatározni
orthodox	ortodox
voted	szavaztam
voted	szavazott
formal	formális
describes	leírja
seconds	másodpercek
seconds	másodperc
cycle	ciklus
cycle	ciklusban
doubt	kétely
doubt	kétséges
doubt	kétség
doubt	kétségek
golf	golf
walls	falak
walls	falakat
productions	productions
productions	produkció
closely	szorosan
huge	hatalmas
huge	óriási
andy	andy
representing	képviselni
representing	képviseletében
indonesia	indonéziában
indonesia	indonézia
indonesia	indonéz
sell	eladás
mon	mon
drawn	húzott
drawn	rajzolt
diocese	egyházmegye
tank	tartály
tank	tank
advice	tanácsadás
advice	tanácsok
advice	tanács
advice	tanácsot
senator	szenátor
generated	keletkező
generated	generált
generated	keletkezett
malaysia	malajzia
malaysia	malajziai
finland	finnország
causing	okoz
leads	érdeklődők
leads	vezet
leads	érdeklődő
lawyer	jogász
lawyer	ügyvéd
seattle	seattle
gain	nyereség
index	index
index	mutató
saints	szentek
runner	futó
crisis	krízis
crisis	válság
cinema	mozi
matt	matt
hollywood	hollywood
hollywood	hollywoodban
hollywood	hollywoodi
reaction	reagálás
reaction	reakció
reaction	reakciók
documents	iratok
documents	dokumentumok
documents	okmányok
documents	dokumentum
reader	olvasó
lawrence	lawrence
pattern	minta
archives	archívum
atlanta	atlanta
atlanta	atlantában
atlanta	atlantai
voting	szavazás
voting	szavazati
voting	szavazó
reviewed	felül
reviewed	felülvizsgált
looked	nézett
looked	tűnt
bear	medve
bear	bear
bear	mackó
bear	maci
perfect	tökéletes
restored	helyreállt
bruce	bruce
baltimore	baltimore
baron	báró
pan	pán
pan	pan
commune	kommuna
fantasy	fantasy
fantasy	fantázia
duty	kötelesség
duty	vám
chair	széket
chair	szék
broad	tág
broad	széles
opposite	szemben
opposite	ellentétes
stuff	cucc
stuff	cuccok
aged	érlelt
streets	utcákon
streets	utcák
nick	nick
anna	anna
anna	annának
billy	billy
extension	meghosszabbítás
extension	kiterjesztés
extension	kiterjesztése
extension	bővítés
kent	kent
parliamentary	parlamenti
kelly	kelly
shooting	lövöldözés
shooting	lő
shooting	lövés
shooting	forgatás
ready	kész
songwriter	dalszerző
aware	tudatában
aware	tisztában
jordan	jordán
jordan	jordan
dictionary	szótár
composition	összetétel
composition	összetétele
salt	só
salt	sót
salt	sós
bangladesh	banglades
bot	bot
successfully	sikeresen
benefit	haszon
benefit	előny
lands	földeket
lands	földek
scheduled	ütemezett
teachers	tanárok
closing	záró
closing	zárás
closing	zárom
advertising	hirdetési
advertising	hirdetések
advertising	hirdetés
advertising	reklám
contribution	járulék
contribution	hozzájárulás
maine	maine
retirement	nyugdíjba
retirement	nyugdíj
retirement	nyugdíjas
scientists	tudósok
scientists	kutatók
dam	gátat
dam	gát
blocks	tömb
las	las
print	ujjlenyomat
print	nyomtatás
techniques	technikák
anniversary	évforduló
anniversary	évfordulója
anniversary	évfordulót
requested	igényelt
requested	kérte
requested	kért
discovery	felfedezés
discovery	discovery
explained	elmagyarázta
explained	magyarázta
expedition	expedíció
citation	idézés
assist	segítségnyújtás
und	und
meanwhile	mindeközben
meanwhile	ezalatt
meanwhile	időközben
meanwhile	eközben
meanwhile	közben
hampshire	hampshire
creative	alkotó
creative	kreatív
maintain	fenntartása
maintain	fenntartani
pierre	pierre
detailed	részletesen
detailed	részletes
detailed	részletezett
facts	tények
facts	tényállás
frame	keret
finance	pénzügyi
finance	pénzügyek
finance	finanszírozás
socialist	szocialista
socialist	szocialisták
script	forgatókönyv
script	forgatókönyvet
camera	kamera
camera	fényképezőgép
returns	visszatér
engaged	jegyesek
engaged	eljegyzés
assistance	segítségnyújtás
experienced	tapasztalt
experienced	tapasztaltak
experienced	gyakorlott
sale	vásár
sale	eladó
sale	értékesítés
sale	eladás
beautiful	gyönyörű
jane	jane
abc	abc
successor	utódja
classification	osztályozási
classification	besorolás
classification	osztályozás
tool	szerszám
tool	eszköz
mining	bányászati
mining	bányász
cabinet	kabinet
cabinet	szekrény
bytes	bájt
ross	ross
russell	russel
russell	russell
evening	este
evening	estét
singing	ének
singing	éneklés
singing	énekelni
singing	énekel
fifa	fifa
gender	nemek
gender	nemi
gender	neme
venues	helyszínek
lakes	tavak
mail	mail
mail	levél
mail	levelek
mail	posta
jeff	jeff
emergency	vészhelyzet
emergency	sürgősségi
mode	mód
mode	mode
mode	üzemmód
christopher	christopher
christopher	kristóf
heads	fej
heads	fejek
heads	fejeket
proved	bebizonyosodott
proved	bizonyított
proved	bizonyult
priest	pap
funds	pénzeszközök
funds	alapok
investment	beruházás
investment	beruházások
investment	befektetések
investment	befektetés
investment	befektetési
romanian	román
romanian	románia
romanian	romániai
session	ülés
capture	elfogni
aspects	szempontok
aspects	szempontjai
reduce	csökkentése
reduce	csökkentik
reduce	csökkenteni
reduce	csökkentse
trophy	trófea
abuse	bántalmazás
abuse	visszaélés
abuse	visszaélések
prefecture	prefektúra
walk	séta
walk	gyalog
walk	járni
normally	általában
snow	hó
snow	hófehérke
snow	havazás
shop	műhely
shop	üzlet
shop	bolt
shop	vásárlás
dakota	dakota
bush	bush
bush	bokor
coal	szén
coal	szenet
inhabitants	lakói
inhabitants	lakosok
inhabitants	lakos
gary	gary
employees	alkalmazottak
employees	munkavállalók
employees	foglalkoztatottak
employees	munkatársak
error	tévedés
error	hiba
invited	meghívott
invited	meghívva
cable	kábel
cable	kábelek
protein	protein
protein	fehérje
protein	fehérjék
accident	baleset
decade	évtized
decade	évtizedben
decade	évtizede
measure	mérték
measure	intézkedés
watched	figyelt
watched	néztem
watched	nézte
patients	páciensek
patients	betegek
downtown	belváros
downtown	belvárosban
downtown	belvárosi
satellite	műholdas
satellite	műhold
johnny	johnny
combination	kombináció
courts	bíróságok
sequence	szekvencia
sequence	sorrend
hook	hook
hook	kampó
hook	horog
hook	horgot
clean	tiszta
clean	clean
owners	tulajdonosok
owners	tulajdonosai
twin	iker
distributed	elosztva
distributed	elosztott
distributed	osztott
describe	ismertesse
describe	leírni
defensive	védekező
defensive	védekezés
islam	iszlám
photos	fotók
photos	fényképek
photos	képek
ottoman	oszmán
trained	edzett
trained	képzett
trained	kiképzett
affected	érintett
affected	érintettek
routes	útvonalakon
routes	útvonalak
ministers	miniszterek
wine	bor
wine	borok
lanka	lanka
carlos	carlos
landing	landolás
landing	leszállás
collected	beszedett
collected	begyűjtött
collected	összeszedett
collected	összegyűjtött
collected	gyűjtött
revival	revival
rio	rio
communes	települések
saturday	szombati
saturday	szombaton
saturday	szombat
drop	csepp
sarah	sarah
swimming	úszó
swimming	úszás
swimming	úszni
membership	tagság
membership	tagsági
edinburgh	edinburgh
fit	fit
fit	fitt
harris	harris
dallas	dallasban
dallas	dallasi
dallas	dallas
degrees	fokban
degrees	fok
bachelor	agglegény
bachelor	nőtlen
personally	személyesen
briefly	röviden
files	akták
files	fájlok
conduct	magatartás
extreme	szélsőséges
extreme	extrém
courses	tanfolyam
courses	tanfolyamok
vision	látomás
vision	elképzelés
vision	látás
demand	kereslet
demand	követelés
demand	igény
vertical	vertikális
vertical	függőleges
vertical	függőlegesen
updated	frissítés
updated	frissített
marketing	marketing
marketing	értékesítés
marketing	forgalmazás
jason	jason
appeal	fellebbezési
appeal	fellebbezés
appeal	ellenvetés
plane	sík
plane	repülővel
plane	repülő
plane	repülőgép
quick	gyorsan
quick	gyors
victor	victor
victor	viktor
solar	napenergia
neighborhood	környéken
neighborhood	szomszédság
neighborhood	környék
wings	szárnyai
wings	szárnyakat
wings	szárnyak
wings	szárny
acid	savat
acid	lsd
acid	sav
acid	savas
scheme	séma
matters	számít
rfc	rfc
constant	állandó
constant	folyamatos
additionally	ezenfelül
additionally	továbbá
hip	hip
hip	csípő
admins	adminisztrátorok
nova	nova
ceremony	szertartás
ceremony	ceremónia
ceremony	ünnepség
chile	chilei
chile	chile
composers	zeneszerzők
nazi	nácik
nazi	náci
scholar	tudós
liverpool	liverpool
hero	hős
designer	tervező
learned	tanult
learned	megtanult
learned	tanultam
instruments	eszközök
instruments	műszerek
hair	haj
hair	szőr
movies	mozi
movies	filmek
movies	filmeket
adjacent	szomszédos
pool	medence
pool	biliárd
norman	norman
collections	gyűjtemények
belgian	belga
corporate	vállalati
austin	austin
driving	vezet
driving	vezetés
driving	vezetési
phone	telefonon
phone	telefon
phone	telefont
fly	repülni
fly	repülés
