han	han
hamburg	hamburg
speciel	specialių
forfatning	konstitucija
boston	boston
als	vl
als	als
lady	ledi
lady	dama
lady	damos
tales	pasakų
traditionel	tradicinės
traditionel	tradiciniai
traditionel	tradicinė
hårde	kieta
hårde	žiauri
samuel	samuel
uafhængig	nepriklausomybės
uafhængig	nepriklausomybė
uafhængig	nepriklausomumas
uafhængig	savarankiškumas
selvmord	savižudybės
selvmord	savižudybė
afdelinger	filialai
afdelinger	šakos
afdelinger	departamentai
afdelinger	skyriai
afdelinger	kvadratai
idé	idėja
idé	mintis
fischer	fischer
parker	parkai
race	veislės
race	veislė
adams	adams
plante	gamykla
plante	augaliniai
plante	augalas
plante	augalų
overalt	visur
heavy	sunkus
heavy	galinga
body	kūno
body	kūnas
selskaber	bendrovės
selskaber	įmonėse
selskaber	bendrovių
længste	ilgiausia
længste	ilgiausiu
talent	talentas
talent	talentinga
talent	talentingas
tronen	sostą
tronen	sosto
forsvare	gintis
forsvare	ginti
forsvare	apsiginti
forsvare	ginti
forsvare	gina
hof	hof
ekspedition	ekspedicija
mord	žmogžudysčių
anthony	antanas
administrativt	administracinis
administrativt	administracinės
christoffer	christopher
godkendt	įgaliotasis
forhandlinger	derybos
forhandlinger	diskusijos
forhandlinger	debatai
forhandlinger	diskusijas
forhandlinger	derybos
hugo	hugo
dark	tamsus
dark	tamsi
dark	tamsiai
kommunikation	bendravimas
kommunikation	bendrauti
tilhængere	dešimtys
tilhængere	rėmėjų
smukke	graži
smukke	gražu
smukke	gan
smukke	gana
smukke	nuostabiai
forkert	neteisingas
forkert	netinkamas
aab	aab
rytter	raitelis
længst	ilgiausia
længst	ilgiausiu
bevægelser	judesiai
bevægelser	judėjimo
bevægelser	judėjimas
spilleren	žaidėjas
mikkel	tod
vokset	auginamos
besætning	įgula
besætning	įgulos
jødisk	žydų
flåden	laivyno
flåden	laivynas
california	kalifornija
california	kalifornijoje
california	kalifornijos
artilleri	artilerijos
genstande	objektų
genstande	elementų
hest	žirgas
hest	arklys
hest	arkliai
hest	arklio
erstatning	kompensacija
erstatning	kompensacijos
sygdomme	ligų
sygdomme	sutrikimai
arkæologiske	archeologijos
sjette	šeštoji
sjette	šešta
sjette	šeštasis
sjette	šeštosios
stående	nuolatinio
modstander	oponentas
rudolf	rudolph
rudolf	rudolf
menneskelige	žmonijos
menneskelige	žmogaus
menneskelige	žmogus
munk	vienuolis
absolut	būtinai
absolut	absoliutas
absolut	absoliutus
josé	josé
stig	stig
forklaring	paaiškinimas
forklaring	paaiškinimus
forklaring	paaiškinimai
book	knygą
book	knyga
hot	karšti
hot	karšto
hot	karšta
hot	karštas
overlevede	išgyveno
ellen	elena
ellen	elen
blod	kraujas
aktivt	aktyviai
aktivt	aktyvi
aktivt	aktyvus
jimmy	jimmy
jimmy	džimis
akademi	akademija
academy	akademija
marine	jūrų
marine	jūrinė
stillehavet	ramiojo
rester	liekanos
rester	liekana
rester	likučių
rester	javų
rester	likučiai
rester	liekanos
fanget	nelaisvėje
fanget	pagavo
dannelse	formavimas
redde	gelbėjimo
redde	gelbėjimas
analyse	analizė
landskab	kraštovaizdžio
landskab	kraštovaizdis
kant	kanto
kant	pasienio
boys	berniukai
trækker	pateikiamos
trækker	pateikiamos
nicolas	nicolas
audi	audi
udvikler	programuotojas
dead	miręs
tvang	priverstinis
tøj	apranga
tøj	apranga
tøj	aprangos
tøj	drabužiai
tøj	drabužių
tøj	apranga
tøj	drabužius
tøj	drabužiai
motorer	motors
motorer	varikliai
boy	berniukas
ali	ali
prag	praha
prag	prahos
prag	prag
grå	pilka
baby	baby
baby	mažyte
baby	mažylis
baby	kūdikis
district	rajonas
nation	tauta
popularitet	populiarumas
plader	lapas
plader	lakštai
plader	plokštė
plader	plokštės
marcus	markusas
hilsen	linkėjimai
hilsen	sveikinimai
jersey	džersio
fodboldspillere	futbolininkai
gas	dujos
temperatur	temperatūrą
temperatur	temperatūra
offensiv	puolimas
besættelse	profesija
besættelse	užsiėmimas
serbien	serbija
bære	dėvėti
bære	matas
petersborg	peterburgo
rig	turtingas
ide	ide
ide	idėja
ide	mintis
varianter	variantai
varianter	variantas
varianter	variantai
varianter	variantų
violin	smuikas
violin	smuikas
queen	karaliene
queen	karalienė
queen	queen
rækker	eilutės
arsenal	arsenal
kejseren	imperatorius
andel	akcija
andel	dalintis
horn	ragai
horn	ragas
foregående	ankstesnė
foregående	ankstesnis
foregående	ankstesnių
liberale	liberalai
liberale	liberalų
bevare	išsaugoti
trommeslager	būgnininkas
kommentarer	komentarai
kommentarer	pastabas
kommentarer	pastabos
kommentarer	komentaruose
amalie	amalie
cykelrytter	dviratininkas
vindere	laimėtojus
vindere	laimėtojai
vindere	nugalėtojai
vindere	čempionai
pres	slėgis
pres	slėgio
pres	spaudimu
pres	slėgis
deutsche	deutsche
skotsk	škotų
skotsk	škotijos
opdager	nustatęs
manuel	rankinis
tilsammen	kombinuotosios
ruten	maršrutas
akademiet	akademija
krydser	esančiuose
krydser	kerta
krydser	kreiseris
bjergene	kalnai
bjergene	kalnuose
alvorligt	rimti
alvorligt	rimta
alvorligt	rimtas
alvorligt	rimtų
alvorligt	rimtai
alvorligt	sunkus
boliger	būstas
boliger	būstas
aviser	laikraščiai
lån	paskolos
lån	paskola
lån	paskola
lån	paskolos
reklame	reklama
reklame	reklamos
centralt	centralizuotai
nationer	tautos
mikkelsen	mikkelsen
grønlands	grenlandijos
grønlands	grenlandija
teorien	teorijos
teorien	teorija
sammenhænge	kontekstuose
opførte	elgėsi
josef	joseph
josef	josef
mærke	jaustis
døtre	dukros
krone	karūna
trin	žingsniai
vers	vers
kredsløb	orbitą
kredsløb	trasa
kredsløb	grandinė
english	anglų
agent	agentas
fortællinger	pasakų
fortællinger	aprašymai
fortællinger	istorijų
bolig	būsto
bolig	būstas
bolig	gyventi
bolig	būstas
bolig	apgyvendinimo
bolig	apgyvendinimas
bolig	apgyvendinimą
bolig	būstas
beskyttet	saugomų
beskyttet	apsaugota
berg	berg
interessant	įdomu
interessant	įdomus
orange	apelsinų
besøgende	lankytojai
besøgende	lankytojų
besøgende	lankytojų
institution	įstaiga
institution	institucija
køn	lytis
køn	gan
køn	gana
køn	lytis
skotske	škotijos
euro	euras
euro	euro
floder	upės
floder	upių
floder	upes
web	interneto
web	žiniatinklio
religiøs	religinių
modtage	gavimo
sky	dangaus
sky	dangus
sky	debesis
sky	debesys
sky	debesų
lejligheder	butų
lejligheder	butai
lejligheder	butų
passerer	praeina
rene	grynas
rene	aiški
rene	švarus
rene	švari
tennessee	tenesio
alvorlige	rimti
alvorlige	rimta
alvorlige	rimtas
alvorlige	rimtų
alvorlige	sunkus
kombination	derinys
guild	gildijos
skandinavien	skandinavijos
skandinavien	skandinavijos
kaj	krantinės
kaj	kaj
action	veiksmas
story	istorijos
story	pasakojimas
story	istorija
baner	juostomis
berører	paliečia
tommy	tomis
skridt	žingsniai
hammer	plaktuką
fredede	saugomų
målt	išmatuotas
målt	matuojamas
plade	rekordas
plade	plokštė
plade	plokštės
skuespillere	aktoriai
skuespillere	veikėjai
airlines	airlines
revet	rifo
bulgarien	bulgarija
font	šriftas
font	šrifto
følelser	emocija
følelser	emocijos
følelser	emocijas
følelser	emocijos
følelser	jausmai
følelser	jausmus
administrativ	administracinis
administrativ	administracinės
frue	meilužė
frue	ledi
frue	dama
frue	damos
frue	madam
kronen	karūna
kemisk	cheminis
kemisk	cheminė
episoder	epizodai
fattige	vargšas
fattige	vargšai
leopold	leopoldas
master	kapitonas
heart	širdy
heart	širdies
heart	širdis
bataljon	bataliono
youthclubs	youthclubs
muslimske	musulmonų
besatte	apsėstas
besatte	užimta
besatte	okupuotoje
besatte	apsėstas
præcis	tikslios
præcis	tikslūs
præcis	tiksliai
præcis	būtent
denmark	danija
denmark	danijoje
denmark	danijos
demokrati	demokratija
demokrati	demokratijos
erklæret	deklaruotas
zone	zona
nemt	lengvai
nemt	lengva
nemt	lengvai
francis	pranciškus
overlevende	išgyvenusiųjų
overlevende	našlių
preussiske	prūsijos
wikimedia	wikimedia
fiat	fiat
tim	timas
stamme	padermė
stamme	genčiai
onkel	dėdė
onkel	dėde
bredere	platesnes
hjerte	širdies
hjerte	širdy
hjerte	širdies
hjerte	širdis
afsluttede	atliktas
afsluttede	baigtos
afsluttede	pasibaigė
afsluttede	nutraukė
atlet	sportininkas
anmeldelser	pranešimai
wild	laukiniai
wild	laukinių
kap	žaliojo
hul	skylė
hul	tuščiaviduriai
info	info
løn	atlyginimas
løn	atlyginimai
gammelt	senovės
gammelt	senas
beck	bek
christen	įmeta
skifter	jungikliai
falde	krenta
christina	kristina
ddr	ddr
ddr	vdr
georgia	gruzija
georgia	gruzijos
fame	fame
ocean	vandenynas
faldet	ūkininkus
studie	studijoje
studie	studija
studie	studio
studie	studijos
thor	toras
identitet	tapatybę
identitet	tapatybė
identitet	tapatybės
identitet	tapatumas
ekspeditionen	ekspedicija
gren	filialas
gren	šaka
teams	komandos
teams	komandas
krige	karai
krige	karas
krige	karo
krige	karui
japanerne	japonijos
japanerne	japonų
hærens	armijos
hærens	kariuomenė
hærens	armija
kolonier	kolonijos
kolonier	kolonijų
lincoln	linkolnas
skuespilleren	aktorė
skuespilleren	aktorius
hund	suo
hund	šuo
vidste	žinojo
kritiseret	kritika
kritiseret	kritikos
kritiseret	kritiką
kritiseret	kritikavo
milano	milanas
milano	milano
dollars	dolerių
søndag	sekmadienis
søndag	sekmadienį
søndag	sekmadienio
bosat	rezidentas
levetid	ilgaamžiškumas
citat	citatą
citat	citata
dalen	slėnis
arkitekten	architektas
afviste	atsisakė
frø	sėklos
frø	sėkla
frø	sėklos
frø	varlė
kapel	koplyčia
facebook	facebook
singler	singles
sydney	sidney
adresse	adresas
etniske	etninės
besejret	užkariavo
lena	lena
regional	regionų
teologi	teologija
opbygget	statybų
lektor	dėstytoja
væsentlige	esminius
væsentlige	esminis
fremtidige	ateitis
arnold	arnoldas
ægteskabet	santuokos
ægteskabet	santuoka
juridiske	teisinių
musikalsk	muzikos
fonden	fondas
fonden	fondo
konflikten	konfliktas
haven	sode
haven	sodas
anker	anker
anker	inkaro
opfundet	sugalvotas
midlertidig	laikinai
personlighed	asmenybė
personlighed	asmenybės
fare	pavojus
arkiv	archyvas
arkiv	archyvai
donau	dunojaus
donau	dunojus
forstår	supranta
fødsel	gimimas
jurist	advokato
jurist	teisininkas
jurist	advokatas
sol	sol
løst	išspręsta
jernbaner	geležinkelis
jernbaner	geležinkelių
jernbaner	geležinkeliai
jernbaner	geležinkelis
jernbaner	geležinkeliai
hørt	girdėjau
hørt	išgirsti
kennedy	kenedi
kenneth	kenneth
døbt	pakrikštytas
døbt	pakrikštyta
salt	druskos
salt	druska
overensstemmelse	atitiktis
overensstemmelse	suderinamumas
overensstemmelse	pastovumas
overensstemmelse	nuoseklumą
overensstemmelse	nuoseklumas
overensstemmelse	atitiktis
trondheim	trondheimas
gold	auksinis
gold	aukso
gold	gold
gold	auksas
endeligt	pagaliau
endeligt	galutiniai
endeligt	galutinis
endeligt	galutinė
endeligt	finalas
pianist	pianistas
operaen	opera
vejer	sveria
kommun	savivaldybė
embede	tarnyba
embede	biuro
embede	biuras
scener	scenų
socialdemokraterne	socialistai
dublin	dubline
dublin	dublinas
alvorlig	rimti
alvorlig	rimta
alvorlig	rimtas
alvorlig	rimtų
alvorlig	sunkus
motiver	fragmentais
motiver	motyvai
rod	netvarką
rod	root
rod	rodai
soldat	kareivis
soldat	karys
kapacitet	geba
kapacitet	pajėgumas
kapacitet	pajėgumai
kapacitet	talpa
gæster	lankytojai
gæster	lankytojų
gæster	svečiai
korn	grūdų
korn	grūdai
korn	grūdų
korn	javai
korn	grūdai
korn	grūdų
korn	javai
korn	grūdai
singapore	singapūre
singapore	singapūro
singapore	singapūras
konflikter	konfliktų
konflikter	konfliktas
turneringer	turnyrai
legat	stipendiją
legat	stipendija
dame	ledi
dame	dama
dame	damos
tænke	galvoju
hvidovre	hvidovre
katolsk	katalikų
shift	pamaina
siddende	einančiam
siddende	sėdi
kanaler	kanalais
kanaler	kanalai
murray	murray
kompagni	bendrovė
kompagni	įmonė
kompagni	bendrovės
kompagni	kompanija
sælges	parduota
sælges	parduodami
sælges	parduotas
sælges	parduodama
brud	lūžio
brud	lūžių
brud	lūžis
kontor	tarnyba
kontor	biuro
kontor	biuras
slaver	vergai
abraham	abraham
lovgivning	įstatymai
lide	kenčia
sound	garsas
tæller	skaičiuoti
tæller	skaičiavimo
ian	lan
ian	ian
movie	filmas
movie	filmai
ton	tona
leif	leif
skæbne	išlikimas
afhandling	disertacija
afhandling	disertaciją
kate	kate
sebastian	sebastianas
saga	saga
ordbog	žodynas
socialistisk	socialistų
kombineret	kombinuotosios
producent	gamintojas
producent	gamintojas
playstation	playstation
amerikanerne	amerikiečiai
jubilæum	jubiliejus
synger	dainuoja
synger	dainuoja
bakke	kalvos
diskussioner	diskusijos
diskussioner	diskusijas
diskussioner	diskusijos
diskussioner	aptarimas
diskussioner	diskusija
diskussioner	diskusijos
diskussioner	debatai
diskussioner	diskusijas
selvstændighed	autonomija
selvstændighed	autonomiją
selvstændighed	autonomijos
selvstændighed	savarankiškumas
selvstændighed	nepriklausomybės
selvstændighed	nepriklausomybė
selvstændighed	nepriklausomumas
selvstændighed	savarankiškumas
laura	laura
tjener	tarnas
tjener	tarnautojas
tjener	padavėja
vladimir	vladimiras
mix	mix
fabrik	fabrikas
fabrik	gamykloje
fabrik	gamykla
beach	beach
tower	bokštas
tower	bokšte
portrætter	portretai
forlængelse	pailgėjimas
forlængelse	pratęsimas
forlængelse	atnaujinimas
forlængelse	atnaujinimo
forlængelse	pratęsimas
ressourcer	ištekliai
ressourcer	išteklių
western	vakarų
bridge	tilto
bridge	tiltas
tendens	tendencija
frans	frans
frans	pranciškus
strækning	siekiu
afrikanske	afrikos
afrikanske	afrika
halvø	pusiasalio
ann	ann
kredse	apskritimai
bond	obligacijų
rækkefølge	seka
syvende	septintasis
syvende	septintoji
gader	gatvės
gader	gatvėse
grene	filialai
grene	šakos
arbejdere	darbininkai
arbejdere	darbuotojai
arbejdere	darbininkų
udløb	baigęs
komposition	sudėtis
kelly	kelly
ofre	aukotis
ofre	aukomis
ofre	aukas
ofre	aukos
ofre	aukų
onde	blogis
onde	blogio
påvirkning	įtaka
christiania	christiania
fond	fondas
fond	fondo
arme	ginklų
arme	rankos
arme	ginklai
helge	šventieji
jordan	jordan
jordan	jordanija
jordan	jordanijos
koch	koch
dream	svajonė
dream	svajone
kastede	metė
oprettelse	kūryba
oprettelse	laikinojo
oprettelse	įsteigimas
françois	françois
smag	skonio
smag	aromatas
smag	skonis
magasin	lapą
magasin	žurnalas
magasin	mag
angel	angelas
ambassadør	ambasadorius
grav	kapas
grav	kapo
turister	turistai
turister	turistų
emma	ema
jura	juros
jura	jura
afvist	laisvai
afvist	atmestas
afvist	atmesta
komponister	kompozitorių
bryder	pertraukas
bryder	imtynininkas
fremtid	ateitis
andrea	andrea
akademisk	akademinių
stærkere	stipresnis
mag	mag
skandinaviske	skandinavijos
forsyninger	atsargų
rejsen	kelione
rejsen	kelionė
koloni	kolonija
formodentlig	tikriausiai
formodentlig	greičiausiai
arv	palikimas
arv	paveldėjimo
arv	paveldo
arv	paveldas
mørk	tamsus
mørk	tamsi
mørk	tamsiai
egenskab	savybė
egenskab	turtas
egenskab	nuosavybė
bud	pasiūlymai
bud	konkursai
bud	pasiūlymai
bud	bud
brændte	sudegino
brændte	sudegintas
bibelen	biblija
bibelen	biblijos
hvorimod	kadangi
truede	nykstančių
truede	grasino
tørre	sausa
tørre	sausas
tørre	sausos
moder	mama
moder	motina
nfl	nfl
demokratisk	demokratiškai
demokratisk	demokratinė
demokratisk	demokratinis
demokratisk	demokratinės
demokratisk	demokratinėje
historik	istorijos
historik	istorija
borg	borg
borg	pilis
borg	pilies
opfattes	suvokiama
dbu	dbu
beviser	įrodymas
beviser	įrodymai
bernard	bernard
dresden	dresden
signe	signe
opdateret	atnaujintas
blandede	sumaišyti
punk	punk
muslimer	musulmonai
muslimer	musulmonų
garden	sode
garden	sodas
kæmper	milžinai
kæmper	kovoja
kæmper	kovotojas
kæmper	kovoti
tør	sausa
tør	sausas
tør	sausos
tør	nuostolius
midtbanespiller	saugas
grave	duobes
grave	iškasti
korea	korėjos
korea	korėja
flygtninge	pabėgėliai
reformer	reformos
roll	roll
universiteter	universitetų
universiteter	universitetai
franklin	franklinas
afgang	išvykimas
afgang	išvykimo
begrundelse	pagrindimas
begrundelse	pateisinimas
begrundelse	pagrindimas
umuligt	neįmanoma
benny	benny
vin	vin
guder	dievai
grammy	grammy
austin	ostino
billedhugger	skulptorius
føler	jaustis
føler	jaučiasi
føler	jausmas
risiko	pavojus
maskiner	mašinos
maskiner	mašinos
jason	džeisonas
udvidede	išplėsta
hurtige	greitas
hurtige	greita
hurtige	greitai
hurtige	greitas
hurtige	greitas
hurtige	greita
hurtige	greiti
hurtige	greitai
hurtige	greit
werner	verneris
tanke	tankus
tanke	tankai
traditioner	tradicijos
traditioner	tradicijų
traditioner	tradicijas
traditioner	tradicijos
traditioner	tradicijomis
traditioner	tradicija
traditioner	tradicijų
wars	karai
kandidater	absolventų
åbner	atveria
foreninger	asociacijos
foreninger	asociacijoms
sunget	dainavo
sunget	sung
drage	aitvaras
drage	dragon
kopi	kopija
dyb	gilus
dyb	gili
dyb	giliai
voldsomt	smurtinių
borgerlige	pilietinių
borgerlige	pilietinis
anmeldelse	pranešimo
anmeldelse	pranešimas
anmeldelse	peržiūra
himlen	dangaus
himlen	dangus
himlen	dangaus
himlen	dangus
objekter	objektų
adskilt	atskirtas
adskilt	atskirta
klosteret	vienuolyno
klosteret	vienuolynas
aksel	veleno
aksel	ašis
aksel	ašies
ånd	dvasios
ånd	dvasia
hanne	hanne
kunstneriske	meno
begreber	sąvokos
begreber	sąvokų
glas	stiklas
glas	stiklinė
glas	stiklo
stranden	beach
castle	pilis
castle	pilies
churchill	čerčilis
udstillinger	parodos
udstillinger	parodas
udstillinger	parodos
udstillinger	paroda
dave	dave
dave	deivas
barndom	vaikystės
kommentar	komentaras
kommentar	komentarų
kommentar	komentuoti
hart	hart
generel	bendri
generel	bendra
generel	bendrieji
olav	olav
truet	nykstančių
truet	grasino
ligget	lain
moore	moore
krise	krizė
krise	krizės
forestillinger	pasirodymai
forestillinger	idėjų
forestillinger	idėjos
kvalificeret	kvalifikuota
arrangementer	susitarimai
arrangementer	renginiai
arrangementer	įvykiai
arrangementer	įvykių
liggende	meluoja
gabriel	gabriel
rhinen	reino
kvindelig	moteris
kvindelig	patelės
kvindelig	moterys
kvindelig	moterų
kvindelig	patelė
allen	alenas
sporet	sporte
lørdag	šeštadienį
lørdag	šeštadienis
bevidst	sąmoningo
bevidst	tyčia
bevidst	sugebėjimą
dine	tavo
busser	trenerių
kampagnen	kampanija
kampagnen	kampanijos
træning	mokymai
træning	mokymas
træning	mokymo
træning	treniruotė
træning	treniruočių
træning	treniruotės
ilt	deguonis
mac	mac
christmas	kalėdų
dybde	gylis
historikere	istorikai
olaf	olaf
tilstrækkeligt	pakanka
vurdering	vertinimas
vurdering	įvertinimas
stavanger	stavangeris
moon	palydovas
filosofiske	filosofinius
stub	meškinės
roosevelt	ruzveltas
skak	šachmatų
opgivet	apleistas
opgivet	apleista
sejle	bures
sejle	plaukia
bokser	boksininkas
bokser	kovotojas
kritiske	esminė
tusinde	tūkst
tusinde	tūkstančiai
venlig	draugiška
venlig	draugiškai
venlig	draugiškas
venlig	draugišką
venlig	draugiški
datteren	dukra
datteren	dukrą
datteren	duktė
slam	dumblas
slam	dumblo
slam	dumblą
apple	apple
licens	licencijos
licens	licencija
konstruktion	projektavimas
konstruktion	dizaino
konstruktion	dizainas
frygt	baimė
frygt	baime
frygt	baimės
frygt	baimes
landsbyerne	kaimų
landsbyerne	kaimai
lübeck	liubeke
dennis	deni
mississippi	misisipės
biblioteket	bibliotekų
biblioteket	bibliotekos
biblioteket	biblioteka
bekendt	pažįstamas
bekendt	matytas
viktor	viktoras
vente	laukiu
vente	laukia
vente	laukimas
ryttere	raiteliai
henriksen	henriksen
ønsket	norėjo
ønsket	norimą
albrecht	albrecht
jonathan	džonatanas
motorvej	greitkelis
motorvej	greitkelis
paven	popiežius
fysiker	fizikas
sicilien	sicilijos
mercedes	mercedes
diplomat	diplomat
vejr	orai
vejr	oras
interesserede	domina
interesserede	susidomėję
stiger	kopėčios
stiger	energijai
fætter	pusbrolis
ungarske	vengrijos
blood	kraujas
dam	dam
dam	tvenkinyje
værste	blogiausias
værste	blogiausia
dukkede	šovė
tegnede	pasirašytas
myndighed	institucija
kunde	klientų
kunde	klientui
kunde	klientas
boet	gyveno
boet	gyvenau
valley	slėnis
illinois	ilinojaus
malmö	malmė
keith	keith
alderen	amžiaus
alderen	amžius
turné	kelionių
turné	ekskursija
turné	kelione
filip	philip
filip	filip
sammensætning	sudėtis
minut	minutė
minut	minutę
læser	skaito
fakultet	fakulteto
vii	vii
regierungsbezirk	regierungsbezirk
vandløb	vandentakio
vandløb	upės
vandløb	upių
vandløb	upes
spring	šuolis
gustaf	gustaf
andré	andre
nelson	nelson
kommandant	komandoras
chelsea	chelsea
musical	muzikos
beta	beta
erindringer	primena
erindringer	prisiminimai
erindringer	pasirodo
erindringer	memuarus
fotograf	fotografė
fotograf	fotografas
guinea	gvinėja
remix	remix
danskerne	danai
nationalcaps	nationalcaps
geografi	geografija
kirkelige	bažnytinės
frederikke	anastasija
fortælling	pasaka
fortælling	pasakojimo
sælger	parduodama
sælger	pardavėjo
sælger	pardavėjas
skyde	šaudymo
trussel	grėsmė
trussel	grėsmės
foredrag	paskaita
foredrag	paskaitos
flyve	skristi
flyve	skrenda
flyve	skraidyti
præmie	priemoka
præmie	priemokos
præmie	prizo
præmie	prizas
præmie	prizą
præmie	premija
bell	bell
chance	galimybė
monteret	įrengta
monteret	įrengti
monteret	sumontuotas
monteret	įdiegti
monteret	įdiegtas
monteret	įdiegta
run	vykdyti
ejendomme	ypatybės
shorts	šortai
flugt	pabėgimo
youthyears	youthyears
banken	bankas
italia	italia
matematiker	matematikas
malmø	malmė
philadelphia	filadelfijos
gerhard	gerhard
sygehus	ligoninė
sygehus	ligoninės
ringen	žiedas
glæde	džiaugsmas
glæde	džiaugsmo
glæde	laimės
glæde	laime
glæde	laimė
forrige	ankstesnė
forrige	ankstesnis
forrige	ankstesnių
datavalue	datavalue
straf	sankcija
straf	bausmę
straf	bauda
straf	bausmė
straf	nuobauda
straf	bausmė
wimbledon	wimbledon
tilvækst	augimas
tilvækst	augimo
specifikke	konkrečių
kvalifikation	kvalifikacijos
kvalifikation	kvalifikacija
skiftende	kintamoji
skiftende	saulėtos
rådgiver	patarėjas
rådgiver	patarėja
svagt	silpnas
brothers	brolių
brothers	brothers
brothers	broliai
box	dėžė
box	langelyje
box	dėžutė
dorothea	dorothea
head	galvos
forsvundet	trūksta
forsvundet	dingo
milan	milanas
milan	milano
væsen	padaras
tivoli	karnavalas
tivoli	tivoli
medarbejder	darbuotojui
medarbejder	darbuotojas
dollar	dolerių
dollar	doleris
dollar	dolerių
bakterier	bakterijų
bakterier	bakterijas
bakterier	bakterija
bakterier	bakterijos
bakterier	mikrobus
forgæves	beprasmiška
fredag	penktadienis
fredag	penktadienį
eksisteret	egzistavo
neutral	neutralus
tjekkoslovakiet	čekoslovakijoje
besætningen	įgula
besætningen	įgulos
hogan	hogan
båd	valties
båd	valtis
rené	rené
invasionen	invazija
napoli	napoli
bevis	įrodymai
bevis	įrodymas
eksil	tremtyje
mick	mikai
bull	bull
marx	marksas
hærværk	vandalizmo
tyrkisk	turkijoje
tyrkisk	turkija
tyrkisk	turkų
tyrkisk	turkijos
senior	vyr
senior	vyresnysis
liberal	liberalų
kunstnerisk	meno
fæstningen	tvirtovė
økonomien	ekonomika
blad	lapą
blad	žurnalas
blad	blade
blad	lapų
sætning	frazė
mose	marsh
ulrich	ulrich
dødsfald	mirtis
dødsfald	mirties
militært	karinė
militært	karinis
militært	karinės
haver	sodai
presse	spaudos
stammen	genčiai
afledt	gautą
brændt	sudegino
brændt	sudegintas
tjene	uždirbti
tjene	užsidirbti
manuskriptet	rankraštis
ærkebiskop	arkivyskupas
nil	nilo
mtv	mtv
bus	autobusas
bus	autobuso
bus	autobusų
syge	nesveikas
syge	serga
chan	chan
løbe	veikiančių
løbe	važiavimas
løbe	vykdyti
kro	smuklė
kro	inn
konkurs	nemokumo
konkurs	bankrotas
fænomen	reiškinius
nice	gražiai
nice	gražus
nice	gražūs
nice	gražu
tiderne	kartus
hills	kalvų
kommunale	buitinių
pension	pensija
pension	pensijos
pension	pensija
pension	pensijos
fremgang	klestėjimas
fremgang	gerovės
fremgang	gerovė
læger	gydytojai
læger	daktarai
læger	gydytojai
danser	šoka
danser	šokėja
danser	šoka
danser	šokiai
danser	šokis
danser	šokti
dybe	gilus
dybe	gili
dybe	giliai
overraskende	stebėtinai
overraskende	stebina
retter	patiekalus
retter	indai
retter	teismai
retter	teismus
embedsmænd	pareigūnai
embedsmænd	pareigūnams
fin	fin
bosnien	bosnija
kirkegården	kapinės
kaas	kaas
harris	haris
harris	harris
rigt	turtingas
grove	grove
eddie	edi
fest	šventę
fest	šventė
fest	švente
oplevelser	nuotykiai
oplevelser	nuotykių
matematisk	matematiškai
bush	bušas
optagelse	įrašas
optagelse	įrašymo
optagelse	registravimas
optagelse	įrašymas
optagelse	sugerties
kunder	klientai
kunder	klientų
eksistens	buvimas
uppsala	uppsala
simonsen	simonsen
havne	uostai
klein	klein
ekstremt	ekstremalus
sværd	kardus
sværd	kardas
sværd	kardo
sværd	kardą
opus	opus
maskine	įranga
eriksen	eriksen
dyrkede	auginamos
imperium	imperija
præster	kunigai
præster	dvasininkija
alperne	alpės
nødvendig	būtinas
nødvendig	reikėjo
mellemrum	kosmosas
glad	laiminga
glad	laimingas
glad	laimingi
guadalcanal	gvadalkanalio
deltagende	dalyvaujančios
maribo	maribo
interne	vidaus
bonde	valstiečių
bonde	pėstininkas
bonde	ūkininkas
giovanni	giovanni
schweiziske	šveicarijos
schweiziske	šveicarija
indsatte	kaliniai
bryan	bryan
rosa	rosa
stål	plienas
bowl	dubenį
stadigvæk	dar
input	įvesties
midlertidigt	laikinai
ortodokse	ortodoksų
hjemlandet	tėvynę
lejre	stovyklos
lejre	stovyklose
efterladt	apleistas
efterladt	apleista
vejledning	vadove
vejledning	instrukcijos
vejledning	nurodymai
vejledning	instrukcija
miller	mileris
uss	uss
middelalder	viduramžių
trup	trupės
trup	būrys
bidraget	įnašas
bidraget	indėlis
effektivt	veiksmingai
lyse	šviesus
lyse	šviesi
organismer	organizmas
organismer	organizmų
schleswig	schleswig
andres	andres
bach	bach
regner	lyja
mobile	mobilusis
mobile	saugojimo
mobile	mobilus
family	šeima
family	šeimos
family	šeimyna
fakta	faktai
fakta	faktas
komiker	komikas
beslutninger	rezoliucijos
beslutninger	rezoliucijų
thailand	tailandas
fødevarer	maistas
beboet	apgyvendintas
rachel	reičel
elektroniske	elektroninių
elektroniske	elektroniniai
grønlandske	grenlandijos
grønlandske	grenlandija
sikret	faktais
hallen	salėje
hallen	salė
senatet	senato
senatet	senatas
piano	pianino
firenze	florencijos
tingene	daiktai
tingene	dalykai
evans	evans
egyptiske	egiptas
egyptiske	egipto
metro	metro
hej	hello
hej	sveiki
hej	ei
hej	labas
hej	sveikas
forretninger	parduotuvės
forretninger	parduotuvėse
forretninger	parduotuvės
forretninger	parduotuvėse
forretninger	verslo
forretninger	įmonė
forretninger	verslas
fæstning	tvirtovė
belejringen	apgulties
flight	skrydžio
flight	skrydis
copa	copa
konstantin	konstantinas
søs	sis
søs	jūra
