кънектикът	connecticut
бедни	pobrecito
бедни	pobre
бедни	pobres
бюрото	bureau
бюрото	oficina
бюрото	buró
словашки	eslovaca
словашки	eslovaco
царуването	reinar
царуването	reinado
тръба	tubo
тръба	tubería
тръба	pipa
тръба	tubo
месото	carne
месото	carnes
такси	taxi
такси	taxis
такси	taxi
такси	cab
такси	cabina
такси	tarifas
такси	tasas
такси	honorarios
албумите	álbumes
лош	malas
лош	malos
лош	malo
лош	bad
лош	mal
лош	mala
докторат	doctorado
разработване	desarrollo
разработване	desarrollándose
разработване	desarrollando
документа	documentar
документа	documento
запазено	reservada
запазено	reservados
запазено	reservado
запазено	conservado
запазено	conservas
запазено	preservado
запазено	conservados
статуи	estatuas
математическа	matemático
математическа	matemáticas
математическа	matemática
айнщайн	einstein
коридор	vestíbulo
коридор	pasillo
коридор	corredor
коридор	pasillo
лора	laura
лора	lora
слухове	rumores
слухове	rumores
плячка	presas
плячка	presa
плячка	botín
плячка	botín
параклиса	ermita
параклиса	capilla
пера	plumas
къс	cus
противниците	adversarios
противниците	oponentes
противниците	opositores
достатъчна	suficiente
достатъчна	suficientes
кореспонденти	corresponsales
младен	mladen
лоша	malas
лоша	malos
лоша	malo
лоша	bad
лоша	mal
лоша	mala
достъпен	accesibles
достъпен	accesible
зигмунд	sigmund
евдокия	eudoxia
петрол	gasolina
петрол	aceite
петрол	petroleo
петрол	óleo
петрол	petróleo
петрол	petroleo
петрол	petróleo
лихтенщайн	liechtenstein
лихтенщайн	liechtenstein
лихтенщайн	lichtenstein
беатрис	beatrice
беатрис	beatriz
беатрис	beatriz
суматра	sumatra
лентул	léntulo
оператори	operarios
оператори	operadores
слива	ciruelas
слива	ciruela
форуми	foros
форуми	foros
кадафи	gadafi
кадафи	gaddafi
зареждане	cargar
зареждане	carga
зареждане	cargos
зареждане	cargo
зареждане	carga
зареждане	cargar
зареждане	cargando
зареждане	carga
зареждане	cargando
зареждане	tarificación
харисън	harrison
елзас	alsacia
добавка	adición
добавка	adición
добавка	suplementos
добавка	complemento
добавка	suplemento
добавка	aditivos
добавка	aditivo
рап	rap
интервал	intervalo
лингвистика	lingüística
лингвистика	lingüístico
обсъжда	discute
моделите	modelos
моделите	maquetas
панорама	panorama
хрушчов	khrushchev
сервилий	servilio
лидия	lidia
лидия	lydia
лидия	lidia
антонин	antonin
възможен	posible
възможен	posibles
пелопонес	peloponeso
преториански	pretoriana
раул	raoul
раул	raúl
раул	raul
раул	raúl
миграция	migración
миграция	emigración
миграция	migraciones
митове	mitos
мюзикъл	musicales
мюзикъл	musical
работилница	talleres
работилница	taller
работилница	workshop
галактика	galaxy
галактика	galaxia
кавалерия	caballería
клиент	clienta
клиент	cliente
клиент	clientes
клиент	clienta
клиент	cliente
клиент	clientes
завой	turn
завой	turno
завой	girar
завой	curva
завой	bend
завой	doblar
речи	discursos
емили	emilie
емили	emilia
емили	emily
светкавица	aligerar
светкавица	flash
светкавица	destello
светкавица	relámpago
светкавица	lightning
светкавица	rayos
светкавица	relámpagos
светкавица	rayo
мазнини	grasas
мазнини	gordos
мазнини	grasa
мазнини	gordo
мазнини	gorda
мазнини	gordas
самоубийство	suicidarse
самоубийство	suicide
самоубийство	suicida
самоубийство	suicido
самоубийство	suicidio
самоубийство	suicidios
завършила	graduada
завършила	graduado
достигане	alcance
достигане	reach
достигане	alcances
достигане	alcanzando
достигане	alcanzar
крайни	extrema
крайни	extremo
крайни	extreme
крайни	extremos
смесена	mixtas
смесена	mixta
смесена	mixto
смесена	mixtos
смесена	mezclado
таун	towne
проектиран	diseñadas
проектиран	diseñada
проектиран	diseñado
проектиран	diseñados
соломон	salomón
теодорих	teoderico
екрана	pantalla
джеси	jessie
джеси	jesse
гласни	vocales
съчетава	combina
преобразува	convierte
глазгоу	glasgow
растат	crecen
растат	crecer
растат	crece
съкровище	corazoncito
съкровище	cariño
съкровище	amorcito
съкровище	tesoros
съкровище	tesoro
астероид	asteroide
астероид	asteroides
кейн	cain
кейн	caín
кейн	kane
кейн	bastón
кейн	cane
кейн	caña
кейн	caine
унищожена	destruida
унищожена	destruidas
унищожена	destruidos
унищожена	destruido
унищожена	destruyó
положително	positivos
положително	positivo
положително	positiva
положително	positivas
положително	positivamente
заплата	sueldos
заплата	salario
заплата	sueldo
моравия	moravia
страбон	estrabón
антропология	antropología
американци	americanas
американци	americanos
американци	estadounidenses
американци	norteamericanos
ренесанса	renacimiento
ренесанса	renacentista
подиум	pasarela
богатството	riquezas
богатството	riqueza
кръгли	redonda
кръгли	redondo
кръгли	redondos
кръгли	ronda
кръгли	round
лена	lena
етажа	pisos
етажа	suelos
фасада	fachada
ограничаване	restricción
ограничаване	restricciones
ограничаване	limitación
ограничаване	limitando
ограничаване	limitar
ограничаване	limite
ограничаване	limitar
ограничаване	límite
ограничаване	contención
ограничаване	confinamiento
конник	jinete
конник	jinete
конник	jinetes
конник	rider
доза	dosificación
доза	dosis
доза	posología
доза	dosis
хендрикс	hendricks
хендрикс	hendrix
измервания	medición
измервания	mediciones
измервания	medidas
измервания	medición
измервания	mediciones
измервания	medida
емблема	emblema
емблема	emblemas
пиеро	pierrot
пиеро	piero
петра	petra
мускул	músculo
мускул	muscular
тбилиси	tiflis
тбилиси	tbilisi
разкрити	descubierta
разкрити	descubiertas
разкрити	descubierto
разкрити	revelados
разкрити	reveló
разкрити	reveladas
разкрити	revelada
разкрити	revelado
разкрити	divulgado
колонията	colonia
сиви	gray
сиви	gris
сиви	grises
сиви	canas
сиви	gris
сиви	grey
сиви	grises
полезна	util
полезна	utilidad
полезна	útil
полезна	útiles
полезна	servicial
полезна	útil
полезна	útiles
показани	exhibido
показани	mostrados
показани	mostrado
показани	proyectó
крайници	extremidades
крайници	extremidades
размножаване	propagación
размножаване	cría
размножаване	reproductores
размножаване	crianza
размножаване	reproducción
размножаване	reproducción
статуята	estatua
териториално	territorial
териториално	territoriales
верни	fieles
верни	leales
верни	leal
верни	cierto
верни	true
верни	verdadera
верни	verdad
верни	verdadero
верни	fieles
верни	fidelidad
верни	fiel
алпите	alpes
демо	demo
демо	demostración
измества	desplazar
архиви	actas
архиви	registros
архиви	discos
архиви	records
архиви	archivos
архиви	archivo
архиви	archivar
архиви	archivos
архиви	archivado
архиви	archivo
документите	documentación
документите	documentos
вечеря	cenas
вечеря	cenar
вечеря	cena
вечеря	cena
померания	pomerania
накратко	brevemente
унищожаването	destruyendo
унищожаването	destruir
анализи	análisis
анализи	analisis
анализи	análisis
кожани	kozani
съдържаща	conteniendo
бедствия	catástrofes
бедствия	desastres
бедствия	catástrofe
бедствия	desastres
бедствия	desastre
фитипалди	fittipaldi
производни	derivados
производни	derivadas
влажни	húmedo
влажни	húmedos
влажни	húmeda
подводница	submarino
подводница	submarinos
подводница	submarino
подводница	sub
перо	pluma
свободните	fremen
арктика	ártica
арктика	ártico
въведение	introducción
въведение	intro
въведение	introducción
известия	notificaciones
бара	bara
важност	importancia
торпедо	torpedo
торпедо	torpedos
удря	aciertos
удря	hits
удря	éxitos
конан	conan
шрифт	fuente
шрифт	tipografía
бюст	escote
бюст	busto
пустиня	desierto
новгород	nóvgorod
върти	giros
върти	tiradas
локомотиви	locomotoras
намален	disminuida
намален	disminuido
намален	reducido
намален	reducida
намален	reducidas
намален	reducidos
зърна	cereales
зърна	grano
зърна	granos
зърна	pezones
зърна	cereales
зърна	granos
сенат	senado
съображения	consideraciones
съображения	considerandos
тепе	tepe
утре	manana
утре	mañana
утре	tomorrow
проява	manifestación
авторитет	autoridad
японско	japonesas
японско	japonesa
японско	japonés
японско	japoneses
полуфинала	semifinal
преки	directa
преки	directo
преки	directamente
преки	direct
преки	directos
преки	directas
ваня	vanya
шведска	suecos
шведска	suecia
шведска	sueco
шведска	sueca
цин	qin
цин	qing
тотнъм	tottenham
гробници	criptas
гробници	tumbas
атланта	atlanta
елит	élite
елит	elitista
елит	elite
елит	élites
елит	elites
бомбардировач	bombardero
бомбардировач	bombarderos
рита	rita
директорите	directores
рон	ron
стратегическо	estratégico
стратегическо	estratégica
стратегическо	estratégicos
стратегическо	estratégicas
темите	temáticas
темите	temas
темите	tópicos
темите	temáticas
темите	temas
паскал	pascal
трио	trio
трио	trío
урежда	organiza
указания	instrucciones
трагедията	tragedia
бунтовниците	rebeldes
бунтовниците	rebelde
малцинства	minoría
малцинства	minorías
фред	fred
готово	hecho
алеко	aleko
грозни	feos
грозни	feo
грозни	feas
грозни	fea
грозни	grozny
железни	plancha
железни	hierro
близнаци	gemela
близнаци	twin
близнаци	gemelos
близнаци	gemelo
близнаци	gemini
близнаци	géminis
близнаци	gemelas
близнаци	mellizos
близнаци	gemelos
бомбардировачи	bombarderos
совалка	lanzadera
совалка	transbordador
совалка	trasbordador
совалка	lanzadera
совалка	transbordador
совалка	trasbordador
замъци	castillos
тигър	tiger
тигър	tigres
тигър	tigre
видя	véase
видя	see
видя	ver
видя	vea
имигранти	inmigrantes
имигранти	emigrantes
имигранти	migrantes
имигранти	inmigrantes
имигранти	inmigrantes
имигранти	inmigrante
вкъщи	hogar
вкъщи	casa
вкъщи	inicio
нарушаване	distorsión
нарушаване	distorsiones
обсерватория	observatorio
грама	gramos
азаренка	azarenka
виолета	violetta
виолета	violet
виолета	violeta
виолета	violetas
метел	metelo
механик	mecánico
механик	mecánicos
механик	mecánica
младост	juventud
младост	jovenes
младост	jóvenes
поддръжници	hinchas
поддръжници	partidarios
поддръжници	simpatizantes
поддръжници	seguidores
познато	familiar
познато	familiarizado
познато	familiarizados
изолация	aislantes
изолация	aislamiento
изолация	aislante
изолация	aislamiento
гробища	cementerios
гробища	cementerios
гробища	cementerio
унищожи	destruyan
унищожи	destruye
унищожи	destruyen
унищожи	destruir
успее	triunfar
съвместни	articulación
съвместни	joint
съвместни	porro
съвместни	articulaciones
съвместни	conjunta
момичетата	muchachas
момичетата	girls
момичетата	niñas
момичетата	chicas
заплашва	amenaza
заплашва	amenazante
заплашва	amenazador
заплашва	amenazar
придвижване	movimiento
придвижване	movimientos
далас	dallas
съставна	compuesto
съставна	compuestas
съставна	compuestos
съставна	agregados
съставна	agregada
съставна	agregado
мода	costura
мода	couture
мода	moda
мода	fashion
мода	modas
пие	beber
пие	bebida
пие	bebiendo
пие	bebe
пие	tragos
пие	bebidas
пие	bebida
пие	copas
управляващ	gestión
преминал	pasó
смях	ríe
смях	risas
смях	risa
смях	carcajadas
смях	risas
смях	riendo
смях	riéndose
смях	ríe
смях	reír
смях	risa
смях	risas
компилация	recopilación
компилация	compilación
оттегляне	retira
оттегляне	retirada
оттегляне	retirar
оттегляне	retirarse
оттегляне	retiro
оттегляне	retirada
клане	masacres
клане	matanza
клане	masacre
клане	matanzas
клане	matanza
клане	carnicería
клане	matanza
клане	masacre
клане	matanzas
симпсън	simpsons
симпсън	simpson
симпсън	simpson
образователна	educativo
образователна	educación
образователна	educativa
качва	cargas
качва	subidas
детектив	detective
албанско	albanés
албанско	albaneses
приключенията	aventuras
приключенията	adventures
редове	hileras
редове	filas
редове	líneas
редове	lines
редове	lineas
предимства	ventajas
предимства	prestaciones
предимства	beneficios
предимства	ventajas
предимства	beneficios
предимства	ventajas
римляни	romanos
некропол	necrópolis
еоод	ooo
еоод	ltd
формати	formatos
отворено	abrir
отворено	abre
отворено	abierta
отворено	abra
отворено	abierto
квалификации	audiencias
квалификации	calificaciones
квалификации	clasificaciones
квалификации	calificaciones
квалификации	cualificación
квалификации	titulaciones
квалификации	cualificaciones
квалификации	cualificaciones
квалификации	titulación
квалификации	cualificación
квалификации	calificación
печалба	ganancia
печалба	beneficio
печалба	provecho
печалба	ganancias
печалба	beneficios
печалба	utilidades
печалба	ganancias
печалба	beneficios
одобрение	homologación
одобрение	aprobación
демокрацията	democracia
фиат	fiat
блейк	blake
еврейско	judías
еврейско	judio
еврейско	judía
еврейско	judío
еврейско	judíos
антична	antiguo
антична	antigüedades
антична	antiguas
антична	antigua
антична	antigüedad
русо	russo
русо	rousseau
памук	algodón
памук	cotton
ахил	aquiles
ахил	achille
ахил	aquiles
четвъртък	jueves
романтични	romántico
романтични	románticas
романтични	románticos
романтични	romántica
батальона	batallón
алгоритъм	algoritmo
партньорство	sociedad
партньорство	asociación
партньорство	asociaciones
партньорство	colaboraciones
партньорство	alianzas
дин	din
стрийт	calle
стрийт	callejero
стрийт	street
стрийт	calles
пето	quinto
пето	quinta
геология	geología
наема	alquiler
наема	alquilar
наема	renta
конфедерация	confederación
микеланджело	michelangelo
юнг	jung
юнг	yung
инвазия	invasiones
инвазия	invasión
местообитания	hábitats
местообитания	habitats
местообитания	hábitats
местообитания	habitat
местообитания	hábitat
строител	constructor
глина	clay
глина	arcilla
глина	barro
плътно	fuertemente
чисти	limpio
чисти	limpios
чисти	limpieza
чисти	limpiar
чисти	limpia
климатични	climática
климатични	climáticas
облаци	nubes
облаци	nube
облаци	cloud
облаци	nubes
олтар	altar
олтар	santuario
биг	big
биг	grande
биг	gran
биг	grandes
бригадата	brigada
седма	siete
седма	seven
седма	séptima
седма	séptimo
козината	pieles
козината	piel
козината	pelaje
козината	peletería
вале	valle
вале	jota
вале	jack
вале	vale
вале	valet
свещена	sagrado
свещена	sagradas
свещена	sagrados
свещена	sagrada
смъртни	mortales
смъртни	mortal
смъртни	mortales
арменци	armenios
арменци	armenio
арменци	armenios
арменци	armenia
предложен	sugerida
предложен	sugerido
предложен	sugirió
предложен	ofrecido
предложен	ofrecida
предложен	ofrecí
предложен	ofreció
предложен	ofrecidos
предложен	propuesto
предложен	propuesta
предложен	proponía
предложен	propuestas
предложен	propuso
джън	zheng
лил	lil
лил	lille
торпеда	torpedos
историография	historiografía
казимир	casimir
вилхелмина	wilhelmina
панаир	carnavales
панаир	carnaval
панаир	feria
панаир	justa
панаир	justo
психиатър	psiquiatra
психиатър	psiquiatra
мембрана	membrana
конете	caballos
травма	lesión
травма	lesiones
травма	herida
травма	perjuicio
травма	traumatismo
травма	traumas
травма	trauma
травма	traumatismos
последствия	consecuencia
последствия	consecuencias
намерението	intencion
намерението	intención
сабин	sabine
университетите	universidades
смъртност	mortalidad
ленти	tiras
ленти	cintas
ленти	franja
ленти	tira
ленти	tiras
ленти	striptease
ленти	strip
хонорис	honoris
псевдоними	alias
сервий	servio
рамки	bastidores
рамки	marcos
вратите	doors
вратите	puertas
кабо	cabo
кабо	capa
кабо	cabo
регулиране	reglamentación
регулиране	reglamento
регулиране	regulación
регулиране	ajuste
регулиране	reglamentar
регулиране	reglamenta
регулиране	regular
скъпи	querido
скъпи	estimado
скъпи	estimados
скъпи	queridos
скъпи	querida
есе	ensayo
потомък	scion
потомък	descendientes
потомък	descendiente
кавала	kavala
процесор	cpu
процесор	procesador
процесор	transformador
трудни	dificil
трудни	difícil
трудни	difíciles
справедливост	justicia
справедливост	justice
вар	var
вар	varus
вар	lima
вар	cal
доставка	entrega
доставка	parto
доставка	entregas
доставка	envio
доставка	envío
доставка	envíos
доставка	abastecimiento
доставка	aprovisionamiento
доставка	suministro
бенд	curva
бенд	bend
бенд	doblar
влага	humedad
влага	humedad
странно	extraño
странно	raro
странно	extraña
странно	strange
странно	extraño
странно	impar
странно	impares
странно	extraño
уста	mouth
уста	desembocadura
уста	boca
фил	phil
хага	haya
оцветяване	tinción
оцветяване	colorante
оцветяване	colorear
оцветяване	coloración
оцветяване	coloreado
оцветяване	coloración
оцветяване	colorante
оцветяване	colorantes
оцветяване	colorear
кит	ballenas
кит	ballena
кит	whale
кит	kitt
кит	kit
беневенто	benevento
форест	forrest
форест	bosque
форест	forestales
форест	forestal
форест	selva
форест	bosques
футуна	futuna
клиника	clinica
клиника	clínica
пиза	pisa
бин	bin
жълта	amarillos
жълта	amarilla
жълта	amarillas
жълта	amarillo
унищожен	destruida
унищожен	destruidas
унищожен	destruidos
унищожен	destruido
унищожен	destruyó
тито	tito
томе	tomé
готовност	disposición
готовност	voluntad
готовност	disposición
мил	molino
мил	mill
инструктор	instructora
инструктор	instructor
таланти	talentos
таланти	talento
таланти	talentos
таланти	talento
дюселдорф	düsseldorf
дюселдорф	dusseldorf
обичай	personalizado
обичай	personalizada
обичай	costumbre
обичай	custom
обичай	costumbres
констанций	constancio
сива	gray
сива	gris
сива	grises
сива	canas
сива	gris
сива	grey
сива	grises
изкопаеми	fósil
изкопаеми	fósiles
изчислява	calcula
отзиви	críticas
отзиви	opiniones
отзиви	reseña
отзиви	reseñas
рожден	cumpleaños
рожден	cumple
роджърс	rodgers
роджърс	rogers
