dhe	and
plus	plus
festivalit	festival
juglindje	southeast
juglindje	southeastern
vendimin	decision
pesha	weights
pesha	weight
krahun	arm
vazhdueshëm	continuous
beri	barry
dinte	knew
veprime	actions
australi	australia
vëmendje	attention
hyrja	access
hyrja	entry
hyrja	entrance
hyrja	login
shfaqja	show
torino	torino
torino	turin
mike	mike
besimtarët	believers
rumania	romania
holanda	netherlands
holanda	holland
gjeni	genius
meta	meta
mbijetuar	survivor
mbijetuar	survived
mbijetuar	survive
kërkesë	request
noli	noli
skenën	scene
khalifa	khalifa
barazimin	equalizer
barazimin	aligning
europa	europe
goditje	blow
goditje	stroke
formon	forms
mjeshtër	master
flaka	flame
prejardhjen	pedigree
bujar	generous
varr	tomb
varr	grave
jush	you
anhalt	anhalt
gustav	gustav
gustav	gustaf
gustav	gustave
pozicioni	position
pozicioni	location
pozicioni	path
mjedis	environment
legjenda	legend
legjenda	legends
kryengritja	uprising
kryengritja	mutiny
krah	shoulder
krah	arm
krah	side
efektet	effects
ndodhë	happens
cilësi	quality
llogaritet	calculated
llogaritet	counts
leon	leon
kontribuar	contribute
kontribuar	contributed
miqtë	friends
njerëzimit	humanity
teuta	teuta
kuptimi	meaning
pamjen	scenery
gjermanët	germans
interpretuar	performed
interpretuar	interpret
universitet	uni
universitet	university
thote	says
regjimi	regime
frikë	fear
frikë	feared
francis	francis
kontinentale	continental
gjuhe	language
public	public
teknologjia	technology
pushtuesve	occupiers
tempuj	temples
ortodoks	orthodox
yll	star
sisteme	systems
muze	museums
muze	museum
operativ	operating
operativ	operative
operativ	operational
guinea	guinea
lumë	river
përfundimin	termination
artisti	artist
rob	rob
oborrin	backyard
atlantik	atlantic
rumanisë	romania
përshtatshëm	appropriate
përshtatshëm	suitable
studiuesit	researchers
blues	blues
lënda	subject
dhomë	room
ndërtuara	built
polonisë	poland
copë	piece
copë	hunk
bija	daughter
gjërat	things
prova	evidence
prova	rehearsal
prova	proof
mitrovicë	mitrovica
meshkujt	males
meshkujt	men
praktikë	practice
lojtarë	players
walter	walter
dimër	winter
pret	waiting
pret	waits
përafërsisht	approximately
drejtpërdrejt	live
drejtpërdrejt	direct
drejtpërdrejt	directly
tarragona	tarragona
mbledhje	gathering
mbledhje	meeting
skalitur	engraved
kap	catch
kap	capture
kap	kap
juventus	juventus
williams	williams
pjesëmarrja	attendance
pjesëmarrja	turnout
pjesëmarrja	participation
mësimi	sparring
mësimi	learning
mësimi	teaching
mësimi	lesson
bir	son
poloni	poland
seksuale	sexual
dhjetëra	tens
dhjetëra	dozens
hidhet	jump
hidhet	jumps
transmetuar	broadcast
transmetuar	transmit
transmetuar	transmitted
cari	tsar
cari	carl
hartuar	crafted
hartuar	compiled
unike	unique
demokratik	democratic
ekip	team
favor	favour
pavarësi	independence
poetik	poetic
filipi	phillip
filipi	philip
shkaku	cause
div	div
paraqitja	appearance
paraqitja	view
halil	halil
përgatitjen	preparedness
përgatitjen	preparing
gabim	wrong
gabim	error
romanin	novel
aquitaine	aquitaine
elseif	elseif
urë	bridge
ujërat	waters
adolf	adolf
udhëtim	journey
udhëtim	trip
konflikt	conflict
dhimbje	pain
luftoi	fought
përmirësuar	improved
gjenerali	general
frymë	breath
frymë	breathing
verilindje	northeast
castile	castile
artistët	artists
ndryshoi	changed
bob	bob
fut	insert
fut	enter
lexuesit	readers
klubet	clubs
mësuesi	teacher
qytetar	citizen
ekzistuese	existing
pikturë	painting
skulptura	sculpture
skulptura	sculptures
fjalori	dictionary
formimi	forming
formimi	formation
pullë	stamp
kapur	caught
kapur	captured
metodë	method
dorën	hand
miliardë	billion
commons	commons
frymëzuar	inspired
përpiqet	tries
arsim	education
çeke	czech
templates	templates
bërthamore	nuclear
këshilltar	adviser
këshilltar	consultant
këshilltar	councillor
këshilltar	councilman
këshilltar	advisor
duar	hands
gradë	degrees
gradë	degree
pavarura	independent
beogradit	belgrade
akademike	academic
petro	petro
krahasuar	compared
paraardhës	preceding
paraardhës	previous
otto	otto
avni	avni
modele	models
modele	model
fati	destiny
fati	fate
kontrolli	control
kontrolli	check
dru	wood
projektet	projects
veziri	vizier
pulla	stamps
rinjtë	newbies
europe	europe
personazhet	characters
muaji	month
nënshkruar	signed
hall	hall
anijet	boats
anijet	ships
informacioni	information
domosdoshme	indispensable
domosdoshme	imperative
kolumbia	colombia
shpeshta	frequent
globale	global
pamja	visuals
pamja	view
qeveri	government
statistikat	statistics
statistikat	stats
statistikat	insights
thuajse	almost
katror	quad
katror	square
peshkop	bishop
status	status
shmangur	avoid
shmangur	avoided
young	young
përmasat	dimensions
përmasat	sizes
përhershme	permanent
banda	band
banda	gang
modelet	models
modelet	patterns
shëndetësore	health
takim	date
takim	appointment
takim	meeting
zbulimin	detection
zbulimin	discovery
bimore	plant
prag	threshold
prag	brink
prag	prag
prag	eve
dokumenti	document
kaliforni	california
ekzistuar	existed
bullgare	bulgarian
udhëtimi	travel
udhëtimi	travelling
udhëtimi	traveling
fortesa	stronghold
fortesa	fortress
fortesa	fort
firmosi	signed
arm	arm
gjith	all
strategjike	strategic
mario	mario
famë	fame
monumenti	monument
mbledhja	collection
general	general
add	add
klube	clubs
fabrika	plant
fabrika	factory
europë	europe
fletë	sheet
fletë	foil
fletë	leaf
ligjor	coroner
ligjor	legal
personalitete	personalities
zgjidhjen	solution
goku	goku
shqiperi	albania
flamur	flag
flamur	banner
giuseppe	giuseppe
guide	guide
organizatat	organizations
krahët	arms
krahët	wings
gazi	gas
gazi	gazi
trashëguar	inherited
dell	dell
dymbëdhjetë	twelve
dymbëdhjetë	twelfth
virginia	virginia
mia	mia
note	note
alba	alba
përkthyes	translator
përkthyes	interpreter
përkthyes	translators
prodhimet	products
keta	these
ball	ball
afganistan	afghanistan
diellor	solar
përkundër	despite
varrezat	cemeteries
varrezat	graveyards
mesdhetare	mediterranean
tashme	already
kënaqur	satisfied
spain	spain
pyjet	woods
pyjet	forests
moskë	moscow
tekstet	texts
pushtuan	invaded
info	info
apple	apple
prozë	prose
pronë	property
moisiu	moses
karbonit	carbon
fashiste	fascist
botues	publisher
botues	publishers
trashë	fat
oficer	officer
papritur	suddenly
papritur	unexpected
papritur	sudden
jezusi	jesus
trim	brave
venezuela	venezuela
zonja	ladies
zonja	lady
bot	bot
naziste	nazi
naziste	nazis
poezinë	poetry
drejtësi	justice
arthur	arthur
bbc	bbc
kuvend	convent
kuvend	convention
leonardo	leonardo
matematike	mathematical
matematike	maths
matematike	math
fitorja	winning
subjekt	subject
titujt	headlines
titujt	titles
diskutim	discussion
vendosja	placement
vendosja	deployment
green	green
përcaktohet	determined
institucione	institutions
profesioni	profession
profesioni	occupation
territor	territory
gjermanë	germans
ferrari	ferrari
lum	river
koncepti	concept
aus	aus
tejet	extremely
hyrjen	entry
humbja	losing
humbja	loss
golden	golden
marin	marin
themeluesi	founder
kokës	scalp
gëzim	joy
academy	academy
etnik	ethnic
amor	amor
blerë	purchased
blerë	bought
eric	eric
henri	henri
henri	henry
përkatës	relevant
ushtruar	exerted
ushtruar	exercised
varur	dependent
varur	hanging
varur	hung
mendojnë	reflect
mendojnë	contemplate
datës	dated
mail	mail
vizituar	visited
futet	introduced
djegur	burned
djegur	burnt
mobile	mobile
hodhi	threw
përvojë	experience
fis	tribe
operative	operative
operative	operational
feudale	feudal
prifti	priest
peru	peru
teorike	theoretical
portugalia	portugal
prizreni	prizren
saktësisht	exactly
ani	ani
ani	annie
vlerësim	evaluation
vlerësim	appreciation
vlerësim	assessment
faktorët	factors
ministrinë	ministry
detaje	details
detaje	detail
golashënuesi	gabe
golashënuesi	scorer
krahu	shoulder
krahu	arm
krahu	wing
gadishullit	peninsula
manga	manga
historiani	historian
cantabria	cantabria
përfshi	included
përfshi	include
kryeredaktor	editor
jones	jones
çmuar	precious
delhi	delhi
suedeze	swedish
zemrat	hearts
kosovo	kosovo
ismet	ismet
krahë	wings
ftuar	invited
spiro	spiro
elementi	item
elementi	element
njohja	recognition
trajtuar	treat
trajtuar	tackle
varret	tombs
varret	graves
palët	sides
palët	parties
specializuar	specialized
mungon	missing
qen	dog
heinrich	heinrich
efekt	effect
luftimet	fighting
vret	kills
roberto	roberto
rrjetin	networking
realitet	reality
dënuar	sentenced
dënuar	condemned
dënuar	convicted
dënuar	punished
egjipti	egypt
linjë	line
volume	volumes
siguron	ensures
siguron	secures
siguron	provides
lexo	read
shtresat	layers
vlefshme	valid
formuan	formed
salla	ward
salla	halls
televizioni	television
without	sans
shahu	chess
shahu	shah
flamurtari	flamurtari
dukej	looked
dukej	seemed
tag	tag
bosnje	bosnia
osmani	osmani
artet	arts
përvjetore	anniversaries
pranverë	spring
ramadan	ramadan
ernest	ernest
central	central
amerikanë	americans
luftëtarët	warriors
luftëtarët	fighters
pohon	asserts
pohon	affirms
pohon	claims
pohon	confirms
fshatare	peasant
tregu	marketplace
tregu	market
sich	sich
shefi	chief
kroate	croat
kroate	croatian
inxhinier	engineer
planifikuar	scheduled
planifikuar	planned
ekuacioni	equation
veriperëndim	northwest
salvador	salvador
historikisht	historically
moselle	moselle
nivelet	layers
nivelet	levels
dobishme	useful
dobishme	helpful
dhuroi	donated
pal	pal
vargu	verse
muzikant	musician
statuja	statues
statuja	statue
kapaciteti	capacity
diellore	solar
temat	themes
temat	topics
holla	money
holla	cash
peshë	weight
street	street
refuzoi	refused
gjerësia	width
antik	antique
padyshim	definitely
padyshim	undoubtedly
natyrisht	naturally
shokë	comrades
shokë	friends
qëllimet	objectives
qëllimet	goals
profile	profiles
asnje	none
serioze	serious
zhvillimet	developments
reforma	reforms
reforma	reform
shoku	buddy
shoku	dude
pakta	slim
oliver	oliver
enë	container
enë	vessels
dhunë	violence
kryesisë	chairmanship
italianë	italians
faktor	factor
css	css
hat	hut
gropë	pit
politikat	politics
politikat	policies
royal	royal
shtyp	crush
shtyp	press
kristo	christo
kristo	kristo
drurit	lumber
kroacia	croatia
gregorian	gregorian
elbasani	elbasan
kapitulli	chapter
anija	ship
anija	boat
dos	dos
hungareze	hungarian
ndikon	affects
ndikon	impacts
ndikon	influences
projektuar	designed
projektuar	projected
vexhita	vegeta
relative	relative
johnson	johnson
pranuan	accepted
pranuan	admitted
meksika	mexico
lëviz	move
lëviz	moving
komunikimi	communication
komunikimi	comm
beson	believes
road	road
jashtëzakonisht	tremendously
jashtëzakonisht	extremely
tregohet	shown
tregohet	indicated
shkurtra	shorts
qofte	faggots
qofte	meatball
qofte	meatballs
anna	anna
rëndësia	importance
rëndësia	prominence
rëndësia	significance
human	human
mediat	media
elektromagnetike	electromagnetic
efekti	effect
airlines	airlines
jordan	jordan
hungari	hungary
njerez	people
case	case
mundet	could
mundet	can
aspx	aspx
rio	rio
bukuresht	bucharest
braktisur	deserted
braktisur	abandoned
artistë	artists
kalimi	transition
kalimi	passage
kalimi	crossing
intelektual	intellectual
konstante	constant
ndjenja	feeling
ndjenja	feelings
ilegale	illegal
shpjegon	explains
klasë	class
make	make
perandorake	imperial
rënia	decline
rënia	falling
thirret	summoned
grafike	graphic
kaluara	past
ndjeshëm	sensitive
ndjeshëm	significantly
ndjeshëm	sensible
frika	fear
frika	awe
monedhat	coins
zur	zur
ngjitur	glued
gjerësi	latitude
gjerësi	width
nach	nach
pike	pike
pike	piquet
shënimet	notes
shënimet	clipboard
leje	permission
leje	permit
leje	clearance
institucioni	institution
pension	retirement
pension	retired
pension	retire
pension	pension
jackson	jackson
kimik	chemical
ngrohtë	warm
përshtatur	customized
përshtatur	adapted
diplomat	diplomat
diplomat	diplomas
ndikojnë	affect
ndikojnë	influence
bene	doing
akuzuar	accused
akuzuar	charged
quan	quan
kështjellës	citadel
variant	variant
variant	variation
jepen	provided
jepen	given
fenomen	phenomenon
autore	author
anësore	lateral
përfundimtar	final
përfundimtar	ultimate
ivan	ivan
bashkohen	join
bashkohen	unite
pozitiv	positive
oqeanin	ocean
sëmurë	sick
rrënjë	root
rrënjë	roots
mbulon	covers
bujqësia	agriculture
synon	aims
little	little
kërkime	research
fillestar	beginner
fillestar	initial
fillestar	rookie
fillestar	starter
mbaron	ends
shpenzimet	expenditures
shpenzimet	spending
shpenzimet	expenses
shpenzimet	expenditure
fisnike	noble
dëmtuar	damaged
shifra	digits
shifra	figures
shifra	figure
egra	wild
zgjat	lasts
luftëtarë	warriors
luftëtarë	fighters
dekoruar	decorated
hera	hera
kumanovë	kumanovo
alia	alia
donin	wanted
ideve	ideas
pavarësia	independence
kaltër	blue
shkrimtarit	writer
zbulimi	detection
zbulimi	discovery
sëmundja	illness
sëmundja	disease
sëmundja	sickness
krerët	leaders
cikli	cycle
pasuria	riches
pasuria	wealth
çmimet	prices
had	hud
funksionon	works
dhuruar	donated
përse	why
urgell	urgell
prekur	affected
prekur	touched
maqedonase	macedonian
palë	pair
gabuar	wrong
produktet	products
statistika	statistics
claude	claude
biologjike	biological
dahomey	dahomey
dritare	windows
dritare	window
kater	cutter
provuar	proved
provuar	proven
moral	moral
moral	morals
moral	morality
atdheun	homeland
kërkohet	requested
kërkohet	required
kërkohet	wanted
sachsen	sachsen
ballit	brow
mesazh	message
vegla	tools
makinat	cars
makinat	vehicles
makinat	machines
tahir	tahir
marrëveshja	agreement
marrëveshja	deal
alberto	alberto
komunale	communal
komunale	municipal
komunale	sanitation
parimi	principle
vatikani	vatican
con	con
mary	mary
rezistenca	resistance
vasil	vasil
bei	bei
mendim	thought
mendim	opinion
mendim	thinking
mendim	mindset
katrore	square
shtrirje	stretch
turqve	turks
revolucioni	revolution
populluar	populated
teknikë	technique
teknikë	techs
teknikë	technicians
vërtetuar	proven
same	same
temperaturë	fever
temperaturë	feverish
traktati	treaty
praninë	presence
california	california
sub	sub
shërbente	served
turqisht	turkish
aspekte	aspects
konfederata	confederation
tjerat	rest
përfshihet	included
motor	engine
motor	motorcycle
motor	motor
ndërtesë	building
besonte	believed
rrethanat	circumstance
rrethanat	circumstances
dramatike	dramatic
leopold	leopold
shprehja	expression
way	way
fije	strand
fije	thread
kolektive	collective
garë	race
prusisë	prussia
parlamentar	parliamentary
parlamentar	parliamentarian
bad	bad
bad	budd
distanca	distance
distanca	distances
dëshmor	martyr
turizmi	tourism
selim	selim
edicioni	edition
cambridge	cambridge
matematikë	maths
matematikë	mathematics
matematikë	math
monumente	monuments
marco	marco
përshkruhet	described
shpeshherë	often
qëndrore	central
jork	york
universal	universal
saja	saya
mbështet	backs
mbështet	supports
socialist	socialist
përgjithmonë	forever
hani	hani
hani	eat
tregtar	commerce
tregtar	dealer
ekzistonte	existed
mesjetar	medieval
marino	marino
castro	castro
azur	azur
revolucionare	revolutionary
vargjet	verses
vargjet	lyrics
zbulon	reveals
zbulon	detects
argjendi	silver
auto	auto
hënë	moon
topin	ball
singh	singh
harruar	forgotten
harruar	forgot
faktorë	factors
lumenjtë	rivers
lugë	spoons
lugë	spoon
pjellore	fertile
përbërëse	constituent
play	play
shëndetësor	health
punësuar	employed
punësuar	hired
përkohësisht	temporarily
boton	publishes
ese	essay
ese	essays
prezent	present
ekspozitë	exhibit
ekspozitë	exhibition
kryera	committed
kritikë	criticism
kritikë	critics
kritikë	critical
zelanda	zealand
kujdesin	caring
takimi	meeting
law	law
psikologjike	psychological
patrick	patrick
rurale	rural
shqiponja	eagle
shqiponja	eagles
vullnetare	voluntary
vullnetare	volunteer
lideri	leader
gjet	found
brown	brown
kontribute	contributions
naruto	naruto
patriot	patriotic
patriot	patriot
patriot	patriots
propozuar	proposed
solo	solo
gjethet	leaves
shuma	sum
shuma	sums
shuma	amount
hekuri	iron
tulla	bricks
tulla	brick
nata	night
komunal	municipal
kushtetuta	constitution
kundërta	opposite
veprimeve	actions
pjesëmarrjen	participation
beni	beni
beni	ben
beni	benny
mini	mini
koncept	concept
veçori	feature
transporti	transportation
transporti	transport
transporti	shipping
arrit	reached
arrit	achieved
mjafton	enough
organi	organ
azi	asia
artificiale	artificial
thirrur	summoned
munich	munich
rregulla	rules
rregulla	rule
her	hare
portugali	portugal
hapat	footsteps
hapat	steps
versionin	version
llogaritur	calculated
llogaritur	estimated
thone	say
zgjatur	extended
zgjatur	prolonged
zgjatur	stretched
kryerjen	performing
kryerjen	committing
kanal	canal
kanal	sewer
kanal	channel
sporti	sport
sporti	sports
arena	arena
ruan	preserves
ruan	ruan
shënohet	marked
taylor	taylor
detar	marine
detar	maritime
llogari	account
provincë	province
internazionale	internazionale
hadith	hadith
televizion	television
mendore	mental
femër	female
buron	stems
gaz	gas
shpirtëror	spiritual
lejohet	permitted
lejohet	allowed
matur	measured
pothuaj	almost
identifikuar	identify
identifikuar	identified
kualifikuar	qualifying
kualifikuar	qualify
kualifikuar	qualified
zbatuar	implement
zbatuar	implemented
mjedisi	environment
spital	hospital
revistë	magazine
kthimi	return
kompleksi	complex
rtk	rtk
andré	andré
original	original
ushqimi	food
ushqimi	nutrition
përkthim	translation
animuar	animated
magnetik	magnetic
minerale	minerals
minerale	mineral
shpresë	hope
miss	miss
qielli	heaven
qielli	sky
botimet	editions
botimet	publications
vezë	eggs
vezë	egg
pajisjet	equipment
pajisjet	gear
pajisjet	devices
porto	porto
mundësia	chance
mundësia	possibility
fshatarët	peasants
fshatarët	villagers
drejton	runs
bleu	purchased
jugosllav	yugoslav
pasurinë	richness
luftuan	fought
punëtorëve	workers
ushtrive	armies
rënien	decline
tipare	traits
tipare	features
paolo	paolo
projekteve	projects
utrecht	utrecht
individëve	individuals
ekipe	teams
jashtëzakonshëm	extraordinary
konsiderueshëm	sizeable
konsiderueshëm	considerable
aktivist	activist
aplikuar	applied
planeti	planet
drini	drini
serbëve	serbs
rreziku	risk
rreziku	danger
ndikimit	influence
shënim	note
shpresa	expectations
shpresa	hope
hill	hill
financiar	financial
agjencia	agency
sekrete	secrets
sekrete	secret
duhanit	tobacco
sulmuar	attacked
dei	dei
shtylla	pillars
miq	friends
turne	tournament
turne	tour
turne	tournaments
ndërmarrje	company
ndërmarrje	companies
ndërmarrje	enterprises
ndërmarrje	venture
ndërmarrje	enterprise
paguar	paid
monografi	monograph
oqeani	ocean
empire	empire
kompjuteri	computer
carlo	carlo
pushtoi	invaded
komanda	command
freskët	fresh
kompanitë	companies
tipik	typical
gjethe	leaves
gjethe	leaf
sekret	secret
miliard	billion
harri	harry
cat	cat
franklin	franklin
kujtimet	memories
konica	konica
largimit	severance
largimit	dislocation
publiku	audience
publiku	public
sulmuan	assaulted
sulmuan	attacked
aftësia	ability
pyjeve	forestry
shkatërrimin	collapse
kupton	understand
jugperëndim	southwest
krishti	christ
monumentet	monuments
amtare	native
via	via
plotësuar	complete
plotësuar	completed
serbisht	serbian
must	must
magjike	magic
magjike	magical
autoritet	authority
kani	kani
kodrat	hills
përpunimit	processing
qytetërimit	civilisation
kryesuar	headed
emërtimi	denomination
romane	novels
test	test
ndihma	help
karakteri	character
hëna	moon
princesha	princess
kualifikuese	qualifying
kualifikuese	qualifier
hamilton	hamilton
ford	ford
obito	obito
bërthama	core
bërthama	nucleus
argument	argument
momenti	moment
nordrhein	nordrhein
zakonet	habits
zakonet	customs
nesh	nash
rafael	rafael
aziz	aziz
joe	joe
masiv	mass
masiv	massive
gazetat	newspapers
prap	again
alonso	alonso
respekt	respect
oborrit	courtyard
oborrit	yard
gryka	ravines
gryka	stampede
audio	audio
carolina	carolina
mjeku	medic
sjellje	behavior
made	made
potter	potter
ëmbël	sweet
rgb	rgb
përfaqësojnë	represent
ndërtim	construction
produkt	product
petrit	buzzard
florida	florida
distancë	distance
dorëheqjen	resignation
paqësor	pacific
paqësor	peaceful
mir	mir
personazh	character
produkte	products
dragon	dragon
kalimit	crossing
ngurtë	rigid
girl	girl
frekuenca	frequency
shkaqet	causes
rrymë	stream
arabia	arabia
arabia	saudi
martohet	marry
krime	crimes
parlamentin	parliament
zëvendës	deputy
boston	boston
industri	industries
industri	industry
përzierje	alloy
përzierje	mix
përzierje	mixture
përzierje	composite
valët	waves
belgjikë	belgium
integruar	integrated
gurët	stones
gurët	pebbles
gurët	rocks
kulti	cult
përsosur	perfect
përsosur	flawless
universale	universal
shquhet	looms
kamera	camera
letrat	cards
letrat	letters
letrat	papers
rosa	ducks
rosa	rosa
rosa	duck
num	num
agron	agron
oise	oise
jim	jim
tela	wire
tela	wires
tela	strings
argumentet	tokens
argumentet	arguments
vritet	killed
rrethinat	suburbs
hije	shadows
hije	shadow
hije	shade
rey	rey
chris	chris
kombi	nation
murin	wall
arsyet	reasons
dituria	knowledge
dije	knowledge
vrasja	murder
vrasja	assassination
vrasja	slaughter
vrasja	killing
pilot	pilot
abd	abd
kapiteni	captain
georg	georg
unik	unique
gjeologjike	geological
metalike	metallic
champagne	champagne
dhomës	roommate
lópez	lópez
jani	jani
roussillon	roussillon
preferuar	favorite
preferuar	preferred
garcía	garcía
luftarak	combat
dënimi	sentencing
dënimi	punishment
dënimi	sentence
auch	ouch
aleanca	alliance
sinjali	signal
shkollimin	schooling
shkollimin	tuition
qing	qing
china	china
qellim	purpose
vlerësohet	appreciated
vlerësohet	evaluated
lëng	juice
lëng	liquid
single	single
luca	luca
shpëtim	salvation
shpëtim	rescue
eshtrat	bones
përmirësimin	upgrade
përmirësimin	improving
skuadër	squad
skuadër	team
indo	indo
asistent	assistant
sin	sin
bullgari	bulgaria
hot	hot
ray	ray
suksesi	success
teoritë	theories
qëndrueshëm	steady
qëndrueshëm	stable
pervec	except
gropa	pit
pije	drink
pije	drinks
kandidat	candidate
veçoritë	attributes
veçoritë	features
elektronik	electronic
kujtime	memories
mahmud	mahmud
mahmud	mahmoud
ficus	ficus
iran	iran
bashke	together
vendbanimeve	settlements
bosnja	bosna
bosnja	bosnia
nicholas	nicholas
ushtar	soldier
natyrale	natural
franco	franco
tiparet	features
përgjegjësi	responsibility
cia	cia
cia	cla
ndërtesat	buildings
bashkëpunimi	collaboration
anash	aside
diell	sun
katolikë	catholic
katolikë	catholics
gërmimet	excavation
gërmimet	excavations
marina	navy
marina	marina
brazilian	brazilian
hyjnor	stellar
hyjnor	divine
languedoc	languedoc
banore	resident
paulo	paulo
mundësitë	odds
mundësitë	options
mundësitë	opportunities
tokugawa	tokugawa
karrierë	career
lorenzo	lorenzo
medalja	medal
dëshmuar	witnessed
prirje	trend
prirje	flair
azia	asia
rusisht	russian
são	corinthians
shkencëtarët	scientists
njohin	recognize
njohin	recognise
gabriel	gabriel
çast	instant
ngadalë	slowly
krijuese	creative
tel	wire
tel	tel
kanali	canal
kanali	channel
katrorë	squares
novela	novel
presion	pressure
georgia	georgia
vendosin	decide
kennedy	kennedy
pah	highlighted
mendje	mind
front	front
pazarit	pazar
trete	third
simbolet	symbols
simbolet	characters
adam	adam
asturias	asturias
zgjidhur	resolved
zgjidhur	solved
zgjidhur	sorted
santos	santos
ndjenjat	feelings
lewis	lewis
frankfurt	frankfurt
efektive	effective
stephen	stephen
situatë	situation
mjekësi	medicine
luksemburgut	luxembourg
shkaqe	causes
prane	near
respektuar	respected
mashkull	male
ulqini	ulcinj
skuadrat	squads
skuadrat	teams
diego	diego
greko	greco
qafës	vein
merita	credited
merita	merit
ismaili	ishmael
frymën	breath
britani	brittany
ishuj	islands
mundën	defeated
teknikat	techniques
bruno	bruno
roger	roger
mar	mar
wilson	wilson
besonin	believed
power	power
përfaqësuesve	representatives
münchen	münchen
arta	arta
qarkullim	circulation
adn	dna
shitje	sale
shitje	sales
derdhet	spilled
lulet	flowers
lulet	poppies
pranohet	accepted
treta	third
mehmed	mehmed
vjeter	old
westfalen	westphalia
charente	charente
flora	flora
imazhe	images
konflikti	conflict
kullë	tower
kombinuar	combined
plaku	elder
adriatikut	adriatic
edukimi	education
penallti	penalty
tregues	indicator
forcimin	tightening
forcimin	strengthening
galeria	gallery
british	british
mbrojti	defended
kolë	kole
nusja	bride
monako	monaco
skenarist	screenwriter
marku	marke
marku	mark
andrew	andrew
trajtimi	handling
trajtimi	treatment
mjeshtri	master
brishtë	fragile
miliona	millions
suedez	swedish
suedez	swede
albumet	albums
lisi	lisi
lisi	oak
tere	tere
syri	eye
inc	inc
komunistët	communists
men	men
mbrëmje	evening
overijssel	overijssel
komunitet	community
varre	graves
sinan	sinan
drejtuesit	executives
personalitet	personality
kampionat	championship
optike	optical
thelb	essence
grande	grande
stacioni	station
sokol	sokol
tradicionalisht	traditionally
rodríguez	rodríguez
tokësor	terrestrial
femërore	feminine
fise	tribes
baix	baix
qenie	beings
përdoruesve	users
diana	diana
indiane	indian
koordinatat	coordinates
operacioni	operation
kështjellë	castle
math	maths
math	math
michigan	michigan
hedh	throw
kali	kali
kali	horse
leo	leo
puntori	workman
disk	disc
disk	disk
disk	buff
arsenal	arsenal
chalukya	chalukya
gjiri	gulf
gjiri	bay
madhështore	magnificent
rikthehet	returns
rikthehet	restored
bush	bush
regjionale	regional
regjionale	regionals
queen	queen
ernst	ernst
kontributi	contribution
nëntokësore	underground
nëntokësore	subterranean
tensioni	tension
komunikim	communication
johan	johann
johan	johan
kujton	recalls
vetjake	selfish
negativ	negative
lisa	lisa
mbajtjen	maintaining
mbajtjen	retention
demi	demi
demi	taurus
demi	bull
kuran	koran
thekson	highlights
përvoja	experience
arritjet	achievements
arritjet	accomplishments
zgjuar	awake
zgjuar	smart
mesdhe	mediterranean
njoftoi	announced
pasoja	consequences
pasoja	implications
pasoja	fallout
pasoja	consequence
scott	scott
basha	basha
bullgar	bulgarian
burundi	burundi
thirr	call
sun	sun
mare	mare
zgjedh	choose
ruajtjes	conservation
ruajtjes	storage
burgos	jailed
burgos	jails
ore	hour
tereza	teresa
tereza	theresa
pietro	pietro
tridhjetë	thirty
besoj	believe
administratën	administration
dedikuar	dedicated
dyert	doors
ngritja	establishment
boris	boris
pjekur	ripe
pjekur	matured
pjekur	mature
pjekur	roasted
pjekur	baked
mundësuar	enabling
mundësuar	enable
mundësuar	enabled
propozoi	nominated
propozoi	proposed
verlag	verlag
tension	tension
tension	voltage
basse	basse
identitetin	identity
liverpool	liverpool
atlético	atlético
aleatët	allies
porti	port
bijtë	sons
mposhtur	defeated
fazat	phases
fazat	stages
mohammad	mohammad
botime	publications
shikuar	watching
shikuar	watched
shkrimtarët	writers
folklorit	folklore
qarqeve	circuits
gray	gray
finalja	finale
finalja	final
heroike	heroic
lumenj	streams
lumenj	rivers
mënyrat	ways
rrënojat	ruins
premtuar	promised
prezantuar	introduced
prezantuar	introduce
prezantuar	presented
statusi	status
pikëpamjet	views
falas	free
fituesi	winner
niset	departing
fron	throne
pritje	waiting
pritje	anticipation
pritje	reception
orientuar	oriented
terry	terry
hercegovinë	herzegovina
groningen	groningen
dallimi	difference
osmanëve	ottomans
specie	species
teatrale	theatrical
koncert	concert
ret	ret
pikturuar	painted
qiellit	sky
sam	sam
howard	howard
komb	nation
jimmy	jimmy
siguroi	secured
direkte	direct
ideal	ideal
izoluar	insulated
izoluar	isolated
varros	bury
juglindor	southeast
juglindor	southeastern
par	par
temperaturat	temperatures
rika	rica
fizika	physics
suksese	successes
suksese	success
takohen	meet
rrafshin	plains
chicago	chicago
nate	nate
nate	night
place	place
illinois	illinois
ligje	laws
besimtarëve	believers
megjithë	despite
mandat	warrant
mandat	mandate
band	band
vllaznia	shkodër
klasifikimi	classification
redakto	edit
shëndetin	health
kërkimet	searches
kërkimet	inquiries
prodhojnë	produce
qendrave	centres
hautes	hautes
rrjedha	stream
metropolitane	metropolitan
inxhinieri	engineering
inxhinieri	engineer
burgim	imprisonment
luksemburg	luxembourg
administrata	administration
karakterizuar	validated
fill	phil
fill	yarn
versione	versions
bruksel	brussels
trofe	trophy
trofe	trophies
hartimin	drafting
hartimin	compiling
digital	digital
lëvizur	moved
nuses	bridesmaids
marsi	mars
brigada	brigades
brigada	brigade
konsiston	consists
argumente	arguments
pasues	followers
sekonda	seconds
family	family
njëqind	hundred
dali	dali
