минг	மிங்
родено	பிறந்து
најважна	பாராமவுண்ட்
силва	சில்வா
дишењето	மூச்சு
сулфур	கந்தக
сулфур	சல்பர்
звучи	ஒலிகள்
дијабетес	நீரிழிவு
кодирање	குறியீடு
хуго	ஹுகோ
строги	கண்டிப்பு
строги	கண்டிப்பான
спасување	சேமிப்பு
спасување	சேமிக்கப்படுகிறது
спасување	சேமிக்கிறது
спасување	சேமிக்கும்
спасување	மீட்பு
проби	ஒத்திகைகள்
домати	தக்காளி
домати	தக்காளி
достоевски	தஸ்தயெவ்ஸ்கி
инсектите	பூச்சிகள்
измери	அளவிடப்பட்ட
измери	அளக்க
погубени	நிறைவேற்றப்பட்டது
салон	சலூன்
универзум	பிரபஞ்சம்
универзум	அண்டம்
универзум	பிரபஞ்சத்தில்
верен	விசுவாசமான
верен	விசுவாசமாக
верен	நம்பிக்கை
верен	நம்பிக்கையாக
верен	ஈமான்
леонид	லியோனிட்
отфрлање	நிராகரிப்பு
билиони	பில்லியன்
најден	கண்டு
најден	கண்டேன்
најден	கண்டறியப்பட்டது
аналитички	analytical
логори	முகாம்கள்
лојд	லாயிட்
петто	ஐந்தாம்
петто	ஐந்தாவது
суматра	சுமத்ரா
одземени	stripped
правописот	எழுத்து
правописот	எழுத்துப்பிழை
правописот	உச்சரிப்பு
хенрик	ஹென்ரிக்
пуштање	பின்னணிப்
зрак	பீம்
тумор	கட்டி
мерлин	மெர்லின்
бањата	குளியலறை
бањата	குளியல்
бањата	பாத்
статут	statute
снимено	பதிவுசெய்யப்பட்டது
бајрон	பைரன்
доктори	மருத்துவர்கள்
скалата	ஏணி
промовиран	விளம்பரப்படுத்தப்பட்டது
конвенции	நியதி
никита	நிகிதா
задна	பின்புறம்
легендите	legends
влијателен	influential
барбароса	barbarossa
привремен	தற்காலிக
насади	வெட்டு
насади	பயிர்
насади	செதுக்கு
прваци	சாம்பியன்ஸ்
империи	empires
вилис	வில்லிஸ்
нос	மூக்கில்
нос	மூக்கு
нос	மூக்கை
поддржани	ஆதரிக்கப்படும்
унапреден	விளம்பரப்படுத்தப்பட்டது
александер	அலெக்சாண்டர்
норвешкиот	நார்வேஜியன்
креативност	படைப்பாற்றல்
фрејзер	ஃப்ரேசர்
рош	ரோஷ்
ела	எல்ல
ела	ella
ела	ela
изменета	திருத்தப்பட்டது
изменета	மாற்றப்பட்டது
изменета	மாற்றப்பட்ட
кампот	முகாம்
заслужен	credited
камери	கேமராக்கள்
кливленд	கிளீவ்லன்ட்
волга	வோல்கா
синхронизација	ஒத்திசை
еритреја	எரித்திரியா
паника	பீதி
паника	திகில்
приморски	கடலோர
исплати	கட்டணங்கள்
цвеќе	பூக்கள்
цвеќе	பூக்களை
цвеќе	மலர்கள்
цвеќе	மலர்களை
цвеќе	மலர்
цвеќе	பூ
цвеќе	மலர்களால்
тетка	ஆன்ட்டி
тетка	அத்தை
тетка	அத்தை
бури	புயல்
бури	புயல்கள்
ветрот	காற்றை
ветрот	காற்று
господари	முதுநிலை
оригинал	மூலம்
оригинал	மூல
оригинал	மெய்யான
оригинал	ஒரிஜினல்
оригинал	அசல்
реактори	reactors
меси	மெஸ்ஸி
виде	பார்த்தார்
виде	பார்த்தேன்
алис	ஆலிஸ்
глума	நடிப்பு
приватност	அந்தரங்கம்
приватност	தனியுரிமை
зора	விடியல்
етер	ஈதர்
виртуелни	மெய்நிகர்
верност	விசுவாசம்
внукот	மருமகன்
внукот	பேரன்
спирс	ஸ்பியர்ஸ்
пушење	புகை
лесли	லெஸ்லி
пропушти	தவறவிட்ட
пропушти	தவறியது
биографии	biographies
лозана	லோசான்
егзил	நாட்டை
дијаспора	diaspora
придобивки	பலன்கள்
придобивки	நன்மைகள்
брендови	பிராண்டுகள்
молитви	பிரார்த்தனைகள்
препознава	இயங்குகிறதா
топло	வெதுவெதுப்பான
топло	பூசி
мудрост	ஞானம்
мудрост	ஞானத்தை
пепел	ஆஷ்
толстој	டால்ஸ்டாய்
престанува	நிறுத்தங்கள்
регионалната	மண்டல
проста	சாதாரணம்
проста	சுலபமான
проста	எளிமையானது
проста	எளிய
тениски	டென்னிஸ்
казнет	அடித்தளமாக
бурунди	புருண்டி
гордост	கர்வம்
гордост	பெருமை
подиумот	மேடையில்
чехов	செக்கோவ்
подобрувања	முன்னேற்றங்கள்
ендрју	அன்ட்ரூ
ендрју	ஆண்ட்ரூ
пирамиди	பிரமிடுகள்
труба	எக்காளம்
сугерира	பரிந்துரைக்க
сугерира	பரிந்துரை
судовите	நீதிமன்றங்கள்
аполон	அப்பல்லோ
ефективна	பயனுள்ள
ефективна	திறம்
видов	பார்த்தார்
видов	பார்த்தேன்
синтакса	நெறி
синтакса	தொடரியல்
сомневање	ஐயம்
сомневање	சந்தேகம்
сомневање	doubt
планирано	திட்டமிட்டு
неодамнешните	அண்மைய
неодамнешните	சமீபத்திய
гуру	குரு
монтана	montana
уникатна	தனித்துவம்
уникатна	தனிப்பட்ட
пушкин	புஷ்கின்
будење	விழிப்பு
наследникот	வாரிசுகள்
инди	இண்டி
ерозија	erosion
празна	காலி
празна	காலியான
празна	வெற்று
извештаите	அறிக்கைகள்
босфорот	பொசுபோரசு
хабл	ஹப்பிள்
сателитски	செயற்கைக்கோள்
сателитски	மேற்கோள்கள்
исчезнати	காணாமல்
исчезнати	காணவில்லை
исчезнати	இல்லாமை
детектив	துப்பறியும்
детектив	உளவாளி
блекбурн	பிளாக்பர்ன்
украсен	அலங்கரிக்கப்பட்ட
написи	கட்டுரைகள்
написи	கட்டுரை
честици	துணுக்குகள்
честици	ஒளிவீச்சு
конан	conan
познавања	அறிவு
познавања	அறிவும்
вануату	வனுவாட்டு
епски	காவியம்
епски	புராண
рикардо	ரிக்கார்டோ
процесор	ஆக்கி
процесор	cpu
самит	மாநாடு
рангирани	மதிப்பிடப்பட்ட
ѕвездена	stellar
робинсон	ராபின்சன்
пор	por
коцка	கியூப்
законска	சட்டம்
законска	சட்ட
законска	சட்டப்பூர்வமான
куршуми	தோட்டாக்கள்
куршуми	சுற்றுகள்
отров	விஷத்தை
отров	toxin
отров	நஞ்சு
отров	விஷம்
гавран	ரேவன்
форуми	அவ்வமைப்பு
форуми	மன்றங்கள்
станот	அபார்ட்மெண்ட்
виден	பார்த்தது
виден	பார்க்கப்பட்டது
виден	பார்த்த
харт	ஹார்ட்
јаглероден	கார்பன்
конектикат	கனெடிகட்
откажа	ரத்துசெய்யப்பட்டது
откажа	ரத்துசெய்யப்பட்டது
поддржувачи	ஆதரவாளர்கள்
поддржувачи	ஆதரவாளர்
рушевини	இடிபாடு
рушевини	கழிவுகள்
додавајќи	சேர்க்கிறது
додавајќи	சேர்ப்பது
додавајќи	சேர்த்தல்
емс	ems
гуштер	பல்லி
московски	மாஸ்கோ
белци	வெள்ளையர்கள்
минск	மின்ஸ்க்
едукација	கல்வி
прати	அனுப்பு
сомнеж	ஐயம்
сомнеж	சந்தேகம்
сомнеж	doubt
тајност	ரகசியம்
наоѓање	கண்டுபிடித்தல்
гилберт	கில்பர்ட்
пуштени	வெளியிடப்பட்டது
формирајќи	உருவாகிறது
слогови	அசைகள்
копје	ஈட்டி
инвеститорите	முதலீட்டாளர்கள்
африканска	ஆப்பிரிக்க
слатки	அழகில்
слатки	இனிப்புகள்
слатки	மிட்டாய்
атрибути	குணங்கள்
атрибути	பண்புகள்
зрна	தானியம்
зрна	தானியங்கள்
изговорот	உச்சரிப்பு
шумахер	shoemaker
шумахер	schumacher
атлантикот	அட்லாண்டிக்
христа	கிறிஸ்துவை
христа	கிறிஸ்து
дуќани	வணிகங்கள்
начело	கொள்கைகள்
начело	தத்துவம்
насликал	வர்ணம்
представува	பறைசாற்றும்
представува	பிரதிபலிக்கிறது
представува	பிரதிநிதியாக
представува	பிரதிநிதித்துவம்
ванг	வாங்
хималаите	இமயமலை
слушне	கேட்க
малави	மலாவி
солзи	கண்ணீர்
солзи	கண்ணீரை
