забите	denti
фотограф	fotografa
полноќ	mezzanotte
полноќ	midnight
асен	asen
асен	assen
сомалија	somalia
примарен	primario
примарен	primarie
примарен	primari
примарен	primaria
покривање	copertura
алгоритам	algoritmo
вдовица	vedova
иселеници	espatriati
преведува	traducendo
преведува	tradurre
преведува	traduci
преведува	tradurre
преведува	traduce
ефективно	efficacemente
навики	abitudini
галерии	gallerie
слободи	libertà
контроверзии	polemiche
контроверзии	controversie
контроверзии	controversia
контроверзии	polemiche
контроверзии	polemica
контроверзии	controversie
востанија	rivolte
филипини	filippine
китови	balene
тренери	allenatori
тренери	carrozze
месје	messier
напредни	avanzato
напредни	avanzate
напредни	avanzati
напредни	advanced
напредни	avanzata
фергусон	ferguson
партиски	partito
партиски	party
партиски	festa
партиски	partigiano
партиски	partigiani
новак	novak
јудаизмот	ebraismo
магдебург	magdeburgo
потпишување	firma
галаксијата	galassia
галаксијата	galassie
галаксијата	galaxy
дива	selvaggi
дива	selvatici
дива	selvaggio
дива	selvatico
дива	wild
дива	selvaggia
дива	diva
реклама	commerciale
маркус	marcus
маркус	marco
маркус	markus
глумеше	recitato
пензиски	pensione
логор	accampamento
логор	camp
описи	descrizioni
фрајбург	friburgo
еднорог	unicorno
ерменски	armeno
ерменски	armeni
ерменски	armena
риболов	pescare
риболов	pesca
лестер	lester
лестер	leicester
раствор	solventi
раствор	solvente
раствор	soluzione
андреас	andreas
андреас	andrea
андреас	andries
примаат	ricevi
примаат	ricevere
разгледување	navigazione
ментално	mentale
ментално	mentali
ментално	mentalmente
претставуваше	rappresentate
претставуваше	rappresentato
претставуваше	rappresentata
претставуваше	rappresentati
прифаќањето	accettare
прифаќањето	accettando
прифаќањето	accettazione
прифаќањето	abbracciando
прифаќањето	abbracciare
маглини	nebulose
атлас	atlas
атлас	atlante
кандидатот	candidati
кандидатот	candidato
кандидатот	candidata
кандидатот	candidate
мадона	madonna
