and	そして
vancouver	バンクーバー
legislation	立法
beauty	美容
credits	クレジット
credits	謝辞
buy	買う
buy	購入
serbia	セルビア
christianity	キリスト教
opinions	意見
cavalry	騎兵
tribe	部族
richmond	リッチモンド
chess	チェス
channels	チャネル
channels	チャンネル
baker	ベーカー
involvement	関与
anime	アニメ
donald	ドナルド
sisters	姉妹
requests	リクエスト
unusual	珍しい
impossible	インポッシブル
impossible	不可能
colors	カラー
cook	コック
cook	クック
drawing	図面
drawing	描画
drawing	ドローイング
jonathan	ジョナサン
removal	除去
removal	撤去
moves	moves
nebraska	ネブラスカ
crash	クラッシュ
guitarist	ギタリスト
abbey	修道院
deleting	削除
nevada	ネバダ
tone	トーン
indigenous	先住民
personality	個性
personality	人柄
personality	性格
personality	人格
personality	パーソナリティ
reception	レセプション
reception	披露宴
reception	受付
transit	トランジット
flowers	お花
bond	結合
bond	ボンド
jay	ジェイ
jay	カケス
adventure	アドベンチャー
adventure	冒険
guinea	ギニア
horror	ホラー
apple	リンゴ
apple	りんご
apple	アップル
apple	林檎
popularity	人気
occasionally	時折
occasionally	たまに
franchise	フランチャイズ
critic	評論家
critic	批評家
journals	日記
rolling	ローリング
percentage	割合
percentage	パーセンテージ
percentage	パーセント
silent	サイレント
silent	無音
laboratory	研究室
microsoft	microsoft
movements	動き
charter	チャーター
charter	憲章
charter	貸切
alternate	交互
offering	供物
missions	ミッション
hlist	hlist
rooms	部屋
rooms	ルーム
reputation	評判
websites	ウェブサイト
interpretation	解釈
interpretation	通訳
chemistry	化学
manga	漫画
manga	マンガ
journalists	ジャーナリスト
forests	森林
cbs	cbs
symphony	交響曲
symphony	シンフォニー
promotional	プロモーション
tags	タグ
meters	メートル
jerry	ジェリー
tigers	タイガース
commerce	商業
commerce	コマース
phil	フィル
automatic	自動
automatic	オートマチック
gang	ギャング
oak	オーク
warner	ワーナー
quote	引用
glasgow	グラスゴー
wait	待つ
wait	待ち
input	入力
battery	電池
battery	バッテリー
battery	バッテリ
shopping	ショッピング
shopping	買い物
shopping	買物
patrol	斥候
patrol	パトロール
eagle	ワシ
eagle	イーグル
mainstream	主流
angel	エンジェル
angel	天使
restoration	修復
restoration	復元
restoration	維新
delhi	デリー
hans	ハンス
morris	モーリス
morris	モリス
railways	鉄道
helpful	役立つ
components	コンポーネント
tourism	観光
kids	子供
kids	キッズ
barbara	バーバラ
essay	随筆
essay	エッセイ
circumstances	状況
circumstances	事情
circumstances	情状
repeated	繰り返し
plain	無地
plain	平野
duties	義務
duties	職務
arranged	編曲
ken	ケン
grammar	文法
relation	関係
shell	シェル
entries	エントリー
entries	項目
entries	エントリ
conflicts	紛争
conflicts	コンフリクト
philippine	フィリピン
montana	モンタナ
triple	トリプル
boundary	境界
caribbean	カリブ
hosts	ホスト
signs	サイン
seriously	マジ
mitchell	ミッチェル
colombia	コロンビア
basin	盆地
ill	病気
charity	チャリティー
charity	チャリティ
output	アウトプット
output	出力
dna	dna
carbon	炭素
boats	ボート
desc	desc
representation	表現
commentary	解説
rising	ライジング
rising	rising
visitors	ビジター
markets	マーケット
plate	プレート
giants	巨人
giants	ジャイアンツ
processing	処理
processing	加工
landscape	横長
landscape	風景
landscape	横向き
dick	ディック
hunt	ハント
hunt	狩り
summit	サミット
summit	頂上
ride	乗る
ride	配車
guardian	ガーディアン
guardian	後見人
terminus	終着駅
terminus	終点
losses	損失
balance	残高
balance	バランス
democracy	民主主義
submarine	潜水艦
nicholas	ニコラス
peru	ペルー
defender	ディフェンダー
riding	乗馬
arrival	到着
evans	エヴァンス
evans	エヴァンズ
evans	エバンス
prose	散文
cargo	貨物
hidden	隠し
volunteer	ボランティア
bio	バイオ
holder	ホルダー
sugar	砂糖
wildlife	野生動物
fun	楽しい
integrated	統合
partners	パートナー
grace	恩寵
grace	グレース
grace	グレイス
feed	フィード
milan	ミラノ
honour	名誉
soil	土壌
server	サーバ
server	サーバー
manual	manual
manual	手動
manual	マニュアル
concrete	コンクリート
possibility	可能性
ghost	お化け
ghost	幽霊
ghost	ゴースト
confused	混乱
tunnel	トンネル
larry	ラリー
styles	スタイル
muhammad	ムハンマド
inter	inter
lose	失う
phoenix	フェニックス
sweet	スウィート
sweet	甘い
tall	高い
fruit	フルーツ
fruit	果実
fruit	果物
decisions	決定
depression	うつ病
perspective	遠近
perspective	遠近法
perspective	視点
midfielder	ミッドフィールダー
crystal	crystal
crystal	結晶
crystal	クリスタル
monastery	修道院
monastery	僧院
resident	住民
cincinnati	シンシナティ
surgery	手術
steps	歩数
steps	手順
steps	ステップ
carrier	キャリア
stream	ストリーム
stream	渓流
alice	アリス
kick	キック
predecessor	前身
bernard	ベルナール
nigeria	ナイジェリア
pain	痛み
pain	疼痛
pain	ペイン
punk	パンク
wooden	木造
wooden	木製
suggestion	提案
suggestion	暗示
interaction	相互作用
achievement	功績
achievement	事績
achievement	達成
achievement	実績
drugs	ドラッグ
drugs	薬物
trinity	三位一体
minority	少数
businessman	ビジネスマン
coat	コート
alive	アライブ
nbc	nbc
nhl	nhl
keith	キース
bobby	ボビー
behaviour	行動
behaviour	挙動
maritime	海事
terry	テリー
virtual	バーチャル
virtual	仮想
indoor	室内
indoor	屋内
periods	ピリオド
spiritual	スピリチュアル
croatia	クロアチア
lions	ライオン
lions	ライオンズ
archbishop	大主教
merchant	マーチャント
merchant	商人
azerbaijan	アゼルバイジャン
editorial	社説
initiative	イニシアチブ
charlotte	シャルロット
pure	ピュア
pure	純粋
persian	ペルシャ
marks	マークス
armenian	アルメニア
romantic	ロマンチック
replacing	置換
talent	タレント
panel	パネル
jump	ジャンプ
animation	アニメーション
agents	エージェント
employment	雇用
trading	取引
parker	パーカー
statue	彫像
wonder	ワンダー
friday	金曜日
friday	フライデー
jobs	ジョブ
jobs	求人
cuba	キューバ
schedule	日程
schedule	スケジュール
waiting	待ち
familiar	おなじみ
suggestions	おすすめ
suggestions	提案
turner	ターナー
barcelona	バルセロナ
consistent	一貫性
recommended	おすすめ
recommended	推奨
desire	欲望
patient	患者
bulgaria	ブルガリア
vincent	ヴィンセント
texts	テキスト
belief	信仰
belief	信念
visitor	ビジター
continental	コンチネンタル
hole	ホール
fail	失敗
passage	通路
passage	航路
wedding	ウェディング
wedding	結婚式
designation	指定
clan	氏族
revenue	収益
revenue	収入
revenue	歳入
couples	カップル
suit	スーツ
suit	背広
soft	やわらかい
soft	柔らかい
soft	ソフト
weekend	週末
approval	承認
collins	コリンズ
horses	ウマ
wear	着る
wear	摩耗
visiting	訪問
supporters	サポーター
cash	現金
dennis	デニス
resource	リソース
resource	資源
sculpture	彫刻
harrison	ハリソン
pink	ピンク
pink	ナデシコ
oliver	オリヴァー
oliver	オリバー
limits	制限
limits	リミット
limits	限界
cooper	クーパー
sur	スール
hell	ヘル
hell	地獄
wolf	ウルフ
wolf	オオカミ
warriors	戦士
warriors	ウォリアーズ
fresh	フレッシュ
editions	エディション
roots	ルーツ
signature	署名
volumes	ボリューム
volumes	体積
worst	最悪
adults	大人
immediate	即時
feeling	気分
feeling	フィーリング
theories	理論
completion	修了
completion	補完
completion	竣工
completion	完成
conclusion	結論
conclusion	エンディング
technologies	テクノロジー
strip	ストリップ
bound	束縛
bound	バウンド
stayed	滞在
hull	船体
hull	ハル
diamond	ダイヤモンド
diamond	ダイアモンド
origins	起源
empty	空っぽ
doubles	ダブルス
brick	レンガ
brick	れんが
brick	煉瓦
experiences	エクスペリエンス
beijing	北京市
beijing	北京
tie	引き分け
tie	ネクタイ
lgbt	lgbt
liberty	リバティ
liberty	自由
ron	ロン
decline	辞退
decline	拒否
decline	却下
coaching	コーチング
alpha	alpha
alpha	アルファ
identical	同一
enterprise	エンタープライズ
enterprise	企業
touch	タッチ
touch	touch
touch	触る
transmission	伝送
platforms	プラットフォーム
cave	洞窟
inch	インチ
cool	クール
cool	涼しい
bulgarian	ブルガリア
debuted	初舞台
destruction	破壊
weapon	武器
weapon	凶器
clay	クレイ
clay	粘土
keyboards	キーボード
dangerous	危険
email	メールアドレス
email	メール
bold	太字
bold	ボールド
bowling	ボウリング
bowling	ボーリング
compare	比較
treaties	条約
sock	靴下
assault	アサルト
assault	暴行
monthly	毎月
monthly	月間
monthly	月刊
foster	フォスター
cousin	従姉妹
cousin	従兄弟
cousin	いとこ
urls	url
hispanic	ヒスパニック
logic	論理
craig	クレイグ
pioneer	パイオニア
muslims	イスラム教
muslims	ムスリム
absence	欠席
amsterdam	アムステルダム
percussion	打楽器
runners	ランナー
themes	テーマ
benefits	福利
guards	衛兵
stubs	スタブ
athens	アテネ
herbert	ハーバート
sponsored	スポンサー
delaware	デラウェア
neil	ニール
tail	尾翼
tail	しっぽ
tours	ツアー
tours	トゥール
stable	安定
decides	決める
vessel	船舶
identification	同定
identification	識別
delta	デルタ
mediterranean	地中海
reply	返信
stuart	スチュアート
stuart	ステュアート
marvel	マーベル
luke	ルカ
grave	墓所
grave	墓穴
odd	オッド
odd	奇数
hearing	聴聞
hearing	聴覚
hearing	聴力
hearing	審問
uss	uss
mall	モール
penalty	ペナルティ
solutions	ソリューション
secure	セキュア
hugh	ヒュー
steven	スティーヴン
characteristics	特性
characteristics	特色
characteristics	特徴
falling	落下
spin	スピン
clinton	クリントン
villa	ヴィッラ
villa	ヴィラ
select	選択
select	select
metric	メートル法
standings	順位
biological	生物
lloyd	ロイド
munich	ミュンヘン
adelaide	アデレード
belong	属する
belong	所属
harold	ハロルド
norfolk	ノーフォーク
butler	バトラー
rival	ライバル
acoustic	アコースティック
posts	投稿
adaptation	適応
greg	グレッグ
reporter	リポーター
reporter	レポーター
url	url
absolutely	絶対に
exit	終了
exit	exit
exit	出口
dual	デュアル
belt	ベルト
patent	特許
submission	提出
crowd	群衆
crowd	群集
crowd	人混み
rick	リック
bonus	ボーナス
tourist	ツーリスト
tourist	観光
mystery	ミステリー
click	クリック
walking	ウォーキング
walking	歩行
walking	歩く
voters	有権者
rifle	小銃
rifle	ライフル
component	コンポーネント
civilian	文官
birthday	生年月日
birthday	バースデー
eddie	エディー
eddie	エディ
christians	キリスト教徒
denver	デンバー
researchers	研究者
obama	オバマ
clock	クロック
clock	時計
violin	ヴァイオリン
violin	バイオリン
holiday	祝日
holiday	休日
holiday	ホリデー
distinction	区別
makeup	メイク
makeup	化粧
catherine	キャサリン
font	フォント
farmers	農家
guideline	指針
guideline	ガイドライン
photograph	写真
struggle	闘争
struggle	格闘
options	オプション
pen	pen
pen	ペン
procedure	プロシージャ
procedure	手順
procedure	手続き
jacob	ジャコブ
touring	ツーリング
transition	変遷
transition	転移
relationships	リレーションシップ
relationships	交際
ottawa	オタワ
derby	ダービー
libraries	図書館
libraries	ライブラリ
speakers	スピーカー
hudson	ハドソン
administrators	管理者
administrators	管理人
signing	署名
signing	調印
rob	ロブ
citizen	市民
cardinal	基数
cardinal	枢機卿
nepal	ネパール
intersection	交差点
disputes	紛争
beam	ビーム
overseas	海外
perry	ペリー
nickname	愛称
nickname	ニックネーム
ruling	支配
ruling	裁定
ruling	審判
syria	シリア
wells	ウェルズ
ultimate	アルティメット
ranks	階級
danny	ダニー
retail	小売
favorite	お気に入り
download	ダウンロード
trusted	信頼
appointment	選任
appointment	任用
appointment	任命
appointment	予約
ballet	バレエ
jefferson	ジェファーソン
sand	砂塵
angle	角度
angle	アングル
sessions	セッションズ
sessions	セッション
recreation	レクリエーション
kenya	ケニア
ralph	ラルフ
thread	スレッド
arrest	逮捕
choir	合唱
trials	トライアル
trials	試練
mines	地雷
injuries	怪我
opportunities	機会
meetings	ミーティング
meetings	会議
commented	コメント
woods	ウッズ
exercise	運動
exercise	行使
exercise	エクササイズ
objective	目的
resort	リゾート
robot	ロボット
venezuela	ベネズエラ
segment	セグメント
segment	線分
studying	勉強
edwards	エドワーズ
aim	aim
dancing	ダンス
dancing	ダンシング
dancing	踊り
dancing	踊る
eagles	イーグルス
tribute	朝貢
continuous	連続
encourage	すすめる
spider	スパイダー
spider	クモ
heroes	ヒーローズ
heroes	heroes
rocks	岩石
rocks	ロックス
bed	ベッド
gap	ギャップ
gap	gap
reflect	反映
mars	マーズ
mars	火星
cooperation	協力
gothic	ゴシック
protest	抗議
hunting	狩り
hunting	ハンティング
hunting	狩猟
frequent	頻繁
conversion	変換
stress	ストレス
manufacturers	製造業者
checkuser	checkuser
innings	イニング
jose	ホセ
adventures	冒険
tiger	トラ
tiger	タイガー
voyage	航海
concentration	濃度
sing	歌う
sing	sing
rocket	ロケット
electricity	電力
electricity	電気
shadow	シャドー
shadow	シャドウ
boxing	ボクシング
doc	doc
doc	ドク
machines	機械
vegas	vegas
vegas	ベガス
jury	陪審制
jury	陪審員
calendar	カレンダー
noble	尊い
tommy	トミー
guilty	有罪
guilty	guilty
leo	レオ
leo	leo
affair	情事
affair	浮気
handle	ハンドル
extinct	絶滅
shares	株式
shares	シェア
manufacturer	製造業者
manufacturer	メーカー
implementation	実装
implementation	実施
truck	トラック
spelling	つづり
spelling	スペル
spelling	スペリング
item	アイテム
item	品物
load	読み込む
load	ロード
load	読み込み
customers	カスタマー
adds	追加
spaces	スペース
cap	cap
cap	キャップ
orphaned	孤児
ferry	フェリー
push	プッシュ
push	押す
berkeley	バークリー
lebanon	レバノン
madison	マディソン
throne	玉座
lion	ライオン
lion	獅子
serial	シリアル
abroad	海外
rogers	ロジャース
lights	ライト
grandfather	おじいさん
grandfather	祖父
gauge	ゲージ
concerts	コンサート
elder	長老
renaissance	ルネサンス
renaissance	ルネッサンス
uniform	ユニフォーム
uniform	制服
chase	チェイス
aka	aka
computers	コンピューター
computers	コンピュータ
susan	スーザン
flower	flower
flower	フラワー
col	col
disaster	災害
clothing	被服
murphy	マーフィー
sharp	シャープ
sharp	鋭い
buddhist	仏教徒
buddhist	仏教
meat	食肉
literally	文字通り
spam	スパム
telephone	電話
telephone	電話機
partially	一部
lawyers	弁護士
interviews	インタビュー
radar	レーダー
spending	出費
tea	お茶
tea	紅茶
elite	エリート
bright	ブライト
bright	明るい
improving	改善
sierra	シエラ
heaven	天国
athlete	アスリート
aspect	アスペクト
aspect	側面
answers	回答
ted	テッド
ted	ted
consumer	消費者
exclusive	独占
manuel	マニュエル
manuel	マヌエル
missile	ミサイル
mechanism	機構
mechanism	メカニズム
helen	エレーヌ
helen	ヘレン
mini	ミニ
rhythm	リズム
pat	パット
catch	キャッチ
catch	キャッチボール
poll	アンケート
listclass	listclass
deck	甲板
deck	デッキ
newcastle	ニューカッスル
antarctic	南極
ranges	範囲
ordinary	普通
insects	昆虫
suffering	苦しみ
flash	flash
flash	フラッシュ
worship	崇拝
boundaries	境界
blind	ブラインド
blind	盲人
pakistani	パキスタン
patterns	パターン
arrangement	配置
arrangement	編曲
globe	グローブ
gross	グロス
gilbert	ギルバート
gradually	徐々に
experiment	実験
opponent	相手
opponent	相手方
diameter	直径
pitch	ピッチ
utility	効用
utility	ユーティリティー
utility	ユーティリティ
cleanup	整理
cleanup	クリーンアップ
regime	政権
revised	改訂
seal	アザラシ
seal	封印
seal	印章
seal	シール
seal	押印
gregory	グレゴリー
concepts	概念
concepts	コンセプト
purple	パープル
virus	ウィルス
virus	ウイルス
populations	人口
bull	ブル
drummer	ドラマー
presents	プレゼント
holland	オランダ
bias	バイアス
merger	合併
remote	リモート
messages	メッセージ
rebellion	反乱
premiere	初演
premiere	プレミア
physician	医師
con	con
angels	エンジェルス
angels	天使
noise	ノイズ
noise	騒音
heading	見出し
duo	デュオ
beer	ビール
palestinian	パレスチナ
jurisdiction	管轄
improvements	改良
ski	スキー
loop	ループ
drum	ドラム
drum	太鼓
dramatic	ドラマチック
earthquake	地震
hat	ハット
hat	帽子
requirement	要件
tanks	戦車
presidents	社長
societies	社会
min	ミン
min	min
alcohol	アルコール
eat	食べる
eat	eat
graphics	グラフィック
graphics	グラフィックス
asp	asp
coffee	コーヒー
batting	打撃
chancellor	宰相
destroy	破壊
tons	トン
cruz	クルス
warsaw	ワルシャワ
connections	つながり
connections	接続
rush	ラッシュ
playstation	playstation
apartment	アパート
cardinals	カージナルス
fill	埋める
recipient	宛先
correctly	正しく
traditions	伝統
thin	薄い
thin	細い
chan	チャン
mario	マリオ
departments	学科
shield	シールド
fighters	ファイターズ
ivan	イワン
ivan	イヴァン
bosnia	ボスニア
harbour	ハーバー
margin	マージン
margin	余白
auckland	オークランド
postal	ポスタル
pirates	パイレーツ
pirates	海賊
diesel	ディーゼル
liberation	解放
devil	悪魔
sultan	スルタン
sultan	スルターン
rider	ライダー
amazon	amazon
amazon	アマゾン
florence	フローレンス
florence	フィレンツェ
marc	マルク
marc	marc
arnold	アーノルド
arnold	アルノルト
shah	シャー
contents	内容
genetic	遺伝
locally	ローカル
locally	地元
milk	牛乳
milk	ミルク
romance	ロマンス
intellectual	知識人
mason	メイソン
pete	ピート
advisory	勧告
arbitration	仲裁
interface	インターフェース
interface	インタフェース
hitler	ヒトラー
hitler	ヒットラー
default	デフォルト
accessed	アクセス
lifetime	生涯
lifetime	通算
sheffield	シェフィールド
departure	出発
mistake	間違い
embassy	大使館
sox	ソックス
sleep	睡眠
sleep	眠る
sleep	スリープ
suspended	中断
sum	合計
sum	総和
mythology	神話
confusion	混同
confusion	混乱
oscar	オスカー
oscar	オスカル
therapy	治療
therapy	セラピー
exposed	露出
possession	占有
possession	所持
defend	擁護
graphic	グラフィック
milwaukee	ミルウォーキー
anonymous	アノニマス
anonymous	匿名
reverse	リバース
soap	石けん
soap	石鹸
soap	ソープ
soap	soap
lisa	リサ
northwestern	北西部
playoffs	プレーオフ
playoffs	プレイオフ
boss	ボス
nasa	nasa
idaho	アイダホ
poster	ポスター
congo	コンゴ
hoax	悪戯
restricted	制限
doors	ドア
naming	命名
naming	呼称
situations	状況
situations	情勢
instructions	手順
instructions	指示
sullivan	サリバン
sullivan	サリヴァン
tables	テーブル
leaf	葉っぱ
shoot	シュート
restaurants	レストラン
spoke	スポーク
errors	エラー
rocky	ロッキー
shakespeare	シェイクスピア
shakespeare	シェークスピア
quantum	量子
immigration	入国
immigration	移民
mirror	ミラー
certified	認定
assets	アセット
assets	資産
presentation	プレゼン
presentation	プレゼンテーション
cotton	木綿
cotton	コットン
syndrome	症候群
forty	四十
journalism	ジャーナリズム
journalism	報道
towers	タワーズ
conductor	車掌
hospitals	病院
essex	エセックス
rebuilt	再建
wellington	ウェリントン
ideal	理想
raw	raw
sharing	共有
sharing	シェア
labels	ラベル
leonard	レナード
watson	ワトソン
governors	知事
posting	投稿
posting	掲示
harvey	ハービー
harvey	ハーヴィー
harvey	ハーヴェイ
hello	こんにちは
hello	ハロー
rabbi	ラビ
hardware	金物
hardware	ハードウェア
ensemble	アンサンブル
monster	怪物
monster	モンスター
monster	怪獣
pitcher	ピッチャー
pitcher	投手
emphasis	強調
recovery	回復
recovery	リカバリ
recovery	回収
respond	応答
respond	回答
aaron	アロン
aaron	アーロン
qualification	資格
organic	有機
exposure	照射
exposure	被曝
exposure	露出
palestine	パレスチナ
thoughts	考え
thoughts	思考
thoughts	想い
needing	ニーズ
maurice	モーリス
immigrants	移民
variant	variant
autonomous	自律
wallace	ウォレス
succession	承継
succession	継承
succession	引継ぎ
throw	投げる
monday	月曜日
kid	キッド
guidance	指導
guidance	ガイダンス
delivery	配達
delivery	配送
delivery	配信
delivery	デリバリー
joan	ジョーン
fifty	fifty
slave	奴隷
feedback	フィードバック
columbus	コロンブス
stones	ストーンズ
manage	管理
cgi	cgi
printing	印刷
variable	変数
variable	可変
theology	神学
todd	トッド
parameters	パラメータ
parameters	パラメーター
canton	広東
canton	カントン
han	ハン
reed	リード
characteristic	特徴
characteristic	特性
searching	検索
inappropriate	不適切
switch	切り替え
switch	スイッチ
ties	ネクタイ
tube	チューブ
otto	オットー
debt	債務
outdoor	アウトドア
outdoor	屋外
navigation	航法
navigation	ナビゲーション
expensive	高い
expensive	高額
gospel	ゴスペル
gospel	福音書
newton	ニュートン
essays	随筆
essays	エッセイ
essays	エセー
shanghai	上海市
shanghai	上海
campaigns	キャンペーン
feelings	気持ち
feelings	感情
bath	風呂
bath	入浴
venice	ベニス
venice	ヴェネツィア
venice	ベネチア
cats	キャッツ
cats	ネコ
variations	バリエーション
variations	変奏曲
socks	ソックス
socks	靴下
socks	socks
connecting	接続
flood	洪水
custom	風習
custom	カスタム
profession	職業
layout	レイアウト
merging	マージ
sony	sony
sony	ソニー
phillips	フィリップス
grass	grass
reservoir	貯水池
artificial	人工
tip	チップ
tip	tip
tip	ヒント
prague	プラハ
abu	アブー
aspx	aspx
laura	ローラ
hughes	ヒューズ
suburb	郊外
specialized	専門
pearl	真珠
chorus	コーラス
dependent	依存
restrictions	制限
killer	キラー
oakland	オークランド
trio	トリオ
influences	影響
blocking	ブロッキング
mtv	mtv
cattle	ウシ
gear	歯車
gear	ギア
fifteen	fifteen
fifteen	十五
palm	手のひら
palm	ヤシ
palm	パーム
liquid	液体
cycling	サイクリング
friedrich	フリードリヒ
friedrich	フリードリッヒ
jet	ジェット機
jet	ジェット
horn	クラクション
horn	ホルン
horn	ホーン
burning	燃える
burning	バーニング
atmosphere	大気
atmosphere	大気圏
atmosphere	雰囲気
syrian	シリア
welfare	福祉
java	java
monitor	モニター
monitor	モニタ
graduating	卒業
columns	カラム
repair	修理
bin	bin
stick	スティック
dollars	ドル
parameter	パラメータ
resolve	解決
resolve	解消
parade	パレード
define	定義
define	define
spencer	スペンサー
conspiracy	陰謀
clarke	クラーク
rough	ラフ
rough	乱暴
pine	マツ
pine	パイン
equation	方程式
feels	感じ
cutting	裁断
cutting	切り取り
button	ボタン
attending	出席
brands	ブランド
queens	クイーンズ
neck	ネック
forever	フォーエバー
est	est
drink	飲み物
drink	ドリンク
drink	飲む
sheriff	シェリフ
miguel	ミゲル
irrelevant	無関係
montgomery	モンゴメリー
vanity	うぬぼれ
gift	ギフト
gift	贈り物
diverse	多様
slowly	ゆっくり
slowly	ゆっくりと
attitude	姿勢
attitude	態度
mouse	ねずみ
mouse	マウス
justin	ジャスティン
amounts	金額
variation	バリエーション
smart	賢い
smart	スマート
prices	価格
prayer	祈り
prayer	礼拝
prayer	祈祷
terrorism	テロリズム
terrorism	テロ
beta	ベータ
durham	ダラム
iraqi	イラク
detective	刑事
josh	ジョシュ
filming	撮影
funeral	葬式
funeral	葬儀
southeastern	南東
farmer	農家
protestant	プロテスタント
cameron	キャメロン
mixing	ミキシング
mumbai	ムンバイ
danger	危険
rally	ラリー
narrative	ストーリー
narrative	物語
surprise	驚き
surprise	サプライズ
manufactured	製造
kate	kate
kate	ケイト
molecular	分子
isle	アイル
theorem	定理
homepage	ホームページ
cyprus	キプロス
conversation	会話
conversation	スレッド
sussex	サセックス
gates	ゲイツ
ram	ラム
ram	ram
plastic	ビニール
plastic	プラスチック
plastic	プラスティック
electronics	エレクトロニクス
restore	復元
stockholm	ストックホルム
inn	宿屋
inn	旅館
buses	バス
connect	コネクト
connect	接続
wmflabs	wmflabs
guests	ゲスト
radiation	放射線
radiation	放射
lancashire	ランカシャー
playoff	プレーオフ
cork	コルク
cork	コーク
intermediate	中間
intermediate	中級
hamburg	ハンブルグ
hamburg	ハンブルク
orbit	軌道
massacre	虐殺
dialogue	台詞
illness	病気
illness	疾患
dress	ドレス
dawn	明け方
dawn	夜明け
dawn	ドーン
nancy	ナンシー
violations	違反
perth	パース
tenure	テニュア
ladies	婦人
ladies	レディース
ratings	評価
scout	スカウト
difficulty	困難
pupils	瞳孔
hart	ハート
toured	巡業
regulation	規制
lodge	ロッジ
eggs	エッグ
disputed	申し立て
citizenship	市民
specialist	スペシャリスト
tasks	タスク
instruction	指示
instruction	命令
pride	プライド
pride	傲慢
pride	誇り
banner	バナー
banner	横断幕
friendship	友情
panama	パナマ
corruption	汚職
sunk	埋没
harm	害する
ernest	アーネスト
pilots	パイロット
tape	テープ
cancelled	キャンセル
revenge	報復
revenge	復讐
revenge	リベンジ
revision	改正
revision	改定
fee	手数料
fee	料金
computing	コンピューティング
examination	審査
examination	試験
examination	検査
examination	取調べ
matrix	行列
matrix	マトリックス
das	ダス
das	das
kiss	キス
kiss	kiss
kiss	接吻
valign	valign
bid	入札
mercury	水星
mercury	マーキュリー
mercury	水銀
interactive	インタラクティブ
math	数学
nobel	ノーベル
airports	空港
veterans	退役軍人
execution	処刑
execution	実行
execution	執行
cult	カルト
colin	コリン
ticket	切符
ticket	チケット
entity	エンティティ
entity	実体
judicial	司法
bombing	爆撃
wilhelm	ヴィルヘルム
suddenly	突然
parking	駐車
locomotive	機関車
preparation	準備
preparation	調製
preparation	仕込み
preparation	調合
nintendo	任天堂
declaration	布告
declaration	宣言
declaration	申告
burial	埋葬
governing	統治
jamaica	ジャマイカ
vladimir	ウラジーミル
beating	鼓動
methodist	メソジスト
utf	utf
challenges	課題
challenges	チャレンジ
challenges	挑戦
kenneth	ケネス
celebration	祝賀会
celebration	お祝い
bearing	軸受
manuscript	原稿
manuscript	写本
experiments	実験
chiefs	チーフス
compound	化合物
tampa	タンパ
associations	組合
targets	ターゲット
alien	エイリアン
sergeant	軍曹
thirteen	thirteen
thick	厚い
thick	太い
extend	延長
dismissed	解散
neo	ネオ
wire	ワイヤ
wire	針金
wire	ワイヤー
phd	phd
measured	測定
fat	脂肪
visits	訪問
linux	linux
flights	フライト
bennett	ベネット
warm	あったかい
warm	暖かい
warm	温かい
dynamic	ダイナミック
shaw	ショー
shaw	ショウ
monuments	モニュメント
monuments	記念碑
lords	諸侯
michel	ミシェル
treat	トリート
raid	raid
congregation	会衆
testament	テスタメント
drinking	飲む
companion	コンパニオン
manila	マニラ
imagine	イマジン
consideration	対価
veteran	退役軍人
doctors	医師
doctors	医者
ruler	ルーラー
ruler	定規
wise	英明
shipping	配送
afc	afc
registration	登録
registration	登記
directory	ディレクトリ
wyoming	ワイオミング
ronald	ロナルド
cuban	キューバ
burns	バーンズ
burns	やけど
sequel	続編
fate	運命
cole	コール
oral	口頭
trans	トランス
boards	ボード
span	スパン
santiago	サンティアゴ
terrorist	テロリスト
invented	発明
sandy	サンディ
acres	エーカー
paint	ペンキ
paint	ペイント
paint	塗料
stops	停車駅
integration	統合
integration	インテグレーション
bibliography	参考文献
farming	農業
nonsense	ナンセンス
marathon	マラソン
beliefs	信念
redundant	冗長
preservation	保存
preservation	保全
altitude	高度
fernando	フェルナンド
taxes	税金
marcus	マルクス
marcus	マーカス
stakes	ステークス
dominican	ドミニカ
franz	フランツ
coins	硬貨
coins	コイン
oxygen	酸素
civic	シビック
isaac	アイザック
isaac	イサク
spell	呪文
spell	スペル
craft	工芸
craft	クラフト
inspiration	インスピレーション
inspiration	インスパイア
pairs	ペア
vector	ベクター
vector	ベクトル
arc	アーク
arc	arc
professionals	プロフェッショナル
vii	vii
accusations	告発
approaches	アプローチ
slaves	奴隷
mad	マッド
mad	mad
spectrum	スペクトル
client	クライアント
dozen	ダース
symbols	シンボル
symbols	記号
plaza	プラザ
banking	銀行
legion	レギオン
symptoms	症状
symptoms	徴候
mosque	モスク
guys	みんな
lab	研究室
lab	ラボ
sailing	セーリング
orientation	方向
orientation	向き
orientation	オリエンテーション
generic	ジェネリック
reasoning	推論
stroke	ストローク
efficient	効率
opens	開く
impression	インプレッション
discover	発見
roosevelt	ルーズベルト
dancer	ダンサー
phenomenon	現象
anchor	アンカー
procedures	手続
procedures	プロシージャ
procedures	手順
procedures	手続き
timber	材木
timber	木材
fisher	フィッシャー
cartoon	カートゥーン
disorder	無秩序
demands	要求
lithuania	リトアニア
continent	大陸
fellowship	フェローシップ
lock	ロック
lock	錠前
warrant	令状
overview	概要
overview	概観
acquisition	買収
eve	イブ
eve	イヴ
filter	フィルタ
filter	フィルター
addresses	アドレス
slovenia	スロベニア
observation	傍聴
observation	観察
observation	観測
threats	脅威
threats	威嚇
threats	脅迫
