pablo	pablo
custos	költség
custos	költségek
vehículos	járművek
metín	rakd
metín	tedd
trouxeches	te
trouxeches	tette
trouxeches	hozz
trouxeches	hozd
prometinlle	megígérte
prometinlle	ígéret
prometinlle	ígért
prometinlle	megígértem
soña	álmokat
soña	álmok
soña	álom
soña	álmodik
soña	álmodom
consolo	vigasz
consolo	vigasz
espíritos	lelkek
espíritos	szesz
espíritos	szellemek
algures	valahol
tornou	váljon
matadoiro	vágóhíd
taberna	bar
taberna	bár
taberna	kocsma
taberna	kocsmában
vapor	az
vapor	gőz
vapor	gőzzel
mátame	megölni
mátame	ölj
amarga	keserű
afogar	fulladás
hurra	engedd
localizacións	helyszínek
localizacións	helyek
ditadura	diktatúra
donas	hölgyek
donas	hölgyeim
baker	baker
baker	pék
tolear	őrült
tolear	őrült
encanto	báj
porcallada	bűz
porcallada	büdös
louco	őrült
louco	őrült
louco	mad
gravata	nyakkendő
gravata	döntetlen
volvese	vissza
volvese	gyere
planear	terv
olle	nézd
xogas	játék
xogas	játszani
xogas	play
xogas	játssz
perdo	veszteni
perdo	veszíteni
regresou	jött
regresou	vissza
mate	megölni
mate	ölj
desgraciado	boldogtalan
desgraciado	elégedetlen
beiras	banks
beiras	bankokkal
beiras	bankok
aloxamento	elhelyezés
aloxamento	lakás
aloxamento	lakhatás
mudanzas	módosítások
mudanzas	változtatások
mudanzas	változás
mudanzas	változások
mudanzas	változtatás
fartos	volt
fartos	elég
fartos	fed
fartos	táplált
fartos	with
berro	sírj
berro	sír
berro	sírás
berro	kiabálni
berro	kiabálj
berro	kiálts
karl	károly
karl	karl
desorde	rendellenesség
desorde	zavar
desorde	rendetlenség
desorde	zűrzavar
comerciante	kereskedő
comerciante	kereskedő
perfume	kölni
perfume	parfüm
perfume	parfümöt
direicho	mondd
direicho	te
roxa	piros
roxa	piroska
roxa	vörös
faríao	volna
faríao	lenne
saiamos	ki
téxtil	textil
téxtil	mill
téxtil	malom
castrón	fiam
castrón	fiuk
castrón	fegyver
castrón	pisztoly
fascistas	fasiszták
fascistas	fasiszta
lenin	lenin
tócache	fordulj
arranxalo	rendbe
arranxalo	fix
dicídelle	mondd
dicídelle	őt
dicídelle	neki
protesta	tiltakozás
protesta	tüntetés
bandeiras	zászlók
caralludo	szep
caralludo	szép
mami	anyu
mami	anya
mami	mami
mami	anyu
lémbraste	te
prometida	megígérte
prometida	ígéret
prometida	ígért
prometida	megígértem
cómoda	kényelmes
cartuchos	töltények
cartuchos	patron
cartuchos	töltény
cartuchos	lőszer
cartuchos	lőszerek
cartuchos	lőszert
balón	bál
balón	labdát
balón	golyó
balón	labda
balón	ball
tomaches	te
delegación	felhatalmazás
delegación	küldöttség
delegación	delegáció
voltamos	vissza
dispararlle	lőni
dispararlle	lő
revólver	fegyver
revólver	pisztoly
mato	megölt
mato	megölte
mato	megölni
mato	ölj
baleiros	üresek
baleiros	üres
baleiros	üresen
patrullas	járőrök
patrullas	őrjárat
patrullas	autókat
patrullas	autók
patrullas	kocsik
colliches	te
sid	sid
insulto	sértés
enxeñeiro	mérnök
subiu	elment
subiu	eltűnt
díganos	mondd
discursos	beszédek
louie	louie
séntate	lefelé
séntate	le
puideses	te
puideses	lehetne
arrestar	letartóztatás
acusa	vádol
acusa	vádolja
eddie	eddie
confirmar	megerősítés
confirmar	megerősítése
confirmar	megerősíteni
confirmar	megerősítve
bañeira	kád
bañeira	fürdő
bañeira	fürdés
bentley	bentley
quizá	talán
quizá	talán
coñecerte	te
coñecerte	találkozni
coñecerte	találkozó
chegarás	te
chegarás	will
chegarás	fog
chegarás	akarat
dormes	aludni
dormes	aludj
dormes	alvás
dormes	te
ruliña	szeretettel
ruliña	love
ruliña	szeretet
ruliña	szerelem
ruliña	kis
ruliña	kicsi
ruliña	kevés
ruliña	galamb
pó	por
pó	port
envíe	mail
envíe	levél
envíe	levelek
envíe	posta
gravadora	szalag
gravadora	kazetta
gravadora	felvevő
citas	idézetek
citas	idéz
dourado	golden
dourado	arany
telegrama	távirat
telegrama	táviratot
remataches	te
remataches	elkészült
remataches	befejezett
remataches	kész
mova	mozgás
heiche	te
negrata	nigger
marabillas	csodákat
marabillas	csodák
prometeu	megígérte
prometeu	ígéret
prometeu	ígért
prometeu	megígértem
troco	változás
troco	változtatás
troco	megváltozott
troco	változások
guindar	dob
guindar	dobd
guindar	dobás
explorador	felfedező
explorador	ranger
explorador	vadőr
cafés	kávézók
lar	otthon
lar	itthon
lar	haza
derrubar	lefelé
derrubar	le
quixer	akarsz
quixer	akar
quixer	akarod
quixer	akarom
prometido	vőlegény
prometido	vőlegénye
mula	öszvér
oliva	oliva
cadaquén	mindenki
cadaquén	mindenkinek
cadaquén	mindegyik
banal	banális
banal	közönséges
banal	hétköznapi
castro	castro
benny	benny
radios	rádiók
barret	barrett
covardes	gyávák
nomeado	megnevezett
bombardear	bomba
bombardear	robbantás
bombardear	bombázás
agasallos	ajándék
agasallos	ajándékok
agasallos	ajándékot
agasallos	bemutatja
agasallos	ajándék
agasallos	ajándékok
agasallos	ajándékot
preguntarche	te
cicatriz	sebhely
cicatriz	sebzett
cicatriz	heg
guitarra	gitár
sela	nyereg
grégoire	grégoire
americanas	amerikai
americanas	amerikaiak
sheila	sheila
foguete	rakéta
serpentes	kígyókat
serpentes	kígyók
donovan	donovan
crente	hívő
enganado	rossz
enganado	helytelen
cumpría	ragaszkodott
dong	dong
gatiño	kitty
gatiño	cica
phu	phu
empezas	te
empezas	start
empezas	kezdés
empezas	kezdeni
agulla	tűt
agulla	tű
lyon	lyons
lyon	lyon
esgotado	viselt
esgotado	kopott
esgotado	ki
acento	akcentus
acento	akcentussal
acento	akcentusa
dezaoito	tizennyolc
tino	óvatosan
bólas	tökös
bólas	golyók
orgasmo	orgazmus
lewis	lewis
fición	kitaláció
fición	fikció
narigudo	nagyok
narigudo	nagy
narigudo	orr
narigudo	orrot
crego	pap
electos	megválasztott
yang	yang
etienne	etienne
