অভিনব	الهوى
খুলি	الجمجمة
বর্ণালী	الطيف
বর্ণালী	طيف
পাঙ্ক	فاسق
স্পর্শকাতর	الحساس
স্পর্শকাতর	حساسة
স্পর্শকাতর	الحساسة
স্পর্শকাতর	حساس
সোয়াহিলি	السواحلية
বারমুডা	برمودا
ক্রোধ	الغضب
ক্রোধ	غضب
চেস্টার	تشيستر
জার্মানদের	الالمان
জার্মানদের	المان
বেল্ট	حزام
বেল্ট	الحزام
আসলাম	اسلم
চুম্বক	المغناطيس
চুম্বক	مغناطيس
চুম্বক	المغناطيس
চুম্বক	مغناطيس
রুজভেল্ট	روزفلت
রুজভেল্ট	روزفيلت
আসবাবপত্র	اثاث
আসবাবপত্র	الاثاث
মেহেদী	مهدي
ফেরেশতা	الملائكة
ফেরেশতা	ملائكة
কোয়া	كوا
ডার	دير
আকাঙ্ক্ষা	الشوق
আকাঙ্ক্ষা	شوق
সেশন	موسم
সেশন	الموسم
সেশন	الدورة
সেশন	جلسة
সেশন	الجلسة
সেশন	الجلسات
সেশন	الدورات
সেশন	جلسات
যোগী	يوغي
কাশি	السعال
কাশি	السعال
শখ	هواية
শখ	الهواية
শখ	الهوايات
শখ	هواياته
শখ	هوايات
তাইপে	تايبيه
কই	كوي
প্রতিবেদক	المراسل
প্রতিবেদক	مراسل
পুণ্য	تقوى
ইনলাইন	المضمنة
মেকানিক্যাল	ميكانيكي
মেকানিক্যাল	ميكانيكية
মেকানিক্যাল	الميكانيكية
শা	شا
গার্সিয়া	غارسيا
ক্রেতাদের	المشترين
ক্রেতাদের	مشتري
কারাগারের	سجن
কারাগারের	السجن
হ্যালো	الو
হ্যালো	مرحبا
হাইতি	هاييتي
হাইতি	هايتي
অ্যান্টি	مناهضة
ফার্নান্দো	فرناندو
নিশান	علم
নিশান	العلم
রলিন্স	رولنز
রলিন্স	رولينز
ঐকমত্য	الاجماع
ক্লোরিন	كلور
ক্লোরিন	الكلور
হং	هونج
হং	هونغ
হীরক	الماس
হীরক	الماسة
হীরক	ماسة
হীরক	دايموند
রম	rom
হার্ডি	هاردي
পুনর্বাসন	التاهيل
টলেমি	بطليموس
নীরব	الصامت
নীরব	ساكت
নীরব	صامت
নীরব	صامتة
নীরব	كتم
ট্রাঙ্ক	الصندوق
ট্রাঙ্ক	جذع
প্যারেড	موكب
কর্মশালা	الورشة
ফ্রিকোয়েন্সি	التردد
ফ্রিকোয়েন্সি	تكرار
ফ্রিকোয়েন্সি	التكرار
ফ্রিকোয়েন্সি	تواتر
ফ্রিকোয়েন্সি	تردد
স্ট্যাম্প	الطابع
স্ট্যাম্প	ختم
স্ট্যাম্প	طابع
ডার্বি	داربي
ডার্বি	الدربي
ডার্বি	ديربي
বার্টন	بورتن
বার্টন	بيرتن
বার্টন	بيرتون
জাম্বিয়া	غامبيا
জাম্বিয়া	زامبيا
চৌ	تشوي
চৌ	شوي
বেলে	حسناء
পার্লামেন্টের	البرلمانيين
মন্টি	مونت
মন্টি	مونتي
ফেজ	الطور
ফেজ	المرحلة
ফেজ	مرحلة
আর্মস্ট্রং	ارمسترونغ
কাব্যিক	شاعري
সিড	سد
পাপড়ি	بتلات
তেও	تيو
লয়	خاتمة
লয়	الخاتمة
সালিম	سالم
হজম	الهضم
হজম	هضم
হজম	نبذة
হজম	ملخص
নারীবাদ	النسوية
হরতাল	اضراب
হরতাল	الاضراب
হরতাল	الضربة
হ্যামিলটন	هاميلتون
হ্যামিলটন	هاملتون
নিকিতা	نيكيتا
ব্যঙ্গ	السخرية
জেনি	جينى
জেনি	جيني
শিকারি	هانتر
শিকারি	صياد
শিকারি	هنتر
লোপ	خسارة
লোপ	الخسارة
ঝগড়া	شجار
ঝগড়া	قتال
ঝগড়া	القتال
ফতোয়া	الفتوى
ফতোয়া	فتوى
পাচ্ছে	الحصول
মেধার	الجدارة
মেধার	الاستحقاق
মেধার	استحقاق
মেধার	جدارة
প্রত্যাহারের	الانسحاب
প্রত্যাহারের	سحب
মিনা	مينا
উচিৎ	ينبغي
পর্যবেক্ষন	ملاحظة
পর্যবেক্ষন	الملاحظة
আদনান	عدنان
সালভাদোর	سالفادور
সালভাদোর	سلفادور
ন্যাটো	الناتو
কমিক্স	كوميكس
লিন্ডসে	لينزي
লিন্ডসে	ليندساي
শর্তাবলী	المصطلحات
শর্তাবলী	الشروط
শর্তাবলী	شروط
কবুতর	زاجل
কবুতর	حمامة
তাজা	طازج
তাজা	طازجة
টিলা	الارتفاع
কিলো	كيلو
ইউরিয়া	اليوريا
ভক্তরা	المعجبين
ভক্তরা	معجبين
ভক্তরা	لعشاق
ভক্তরা	انصار
পরিবেশক	الموزعين
মাছি	ذبابة
স্ট্রিপ	تجريد
পেরি	بيري
চাকার	ويلر
ফারাহ	فرح
তলিয়ে	استنزفت
ভিজে	الرطب
ভিজে	رطب
ম্যাকডোনাল্ড	ماكدونالدز
ম্যাকডোনাল্ড	ماكدونالد
দৃঢ়ভাবে	ثابت
দৃঢ়ভাবে	ثبات
দৃঢ়ভাবে	بثبات
দৃঢ়ভাবে	ثابتة
জাং	جانغ
জাং	جونغ
জাং	جونج
জাং	جيونغ
জুতো	احذية
জুতো	حذاء
জুতো	الحذاء
জুতো	الاحذية
জুতো	حذاء
জুতো	الحذاء
অচেনা	الغرباء
অচেনা	غرباء
আন্তঃ	الانتر
আন্তঃ	انتر
চ্যাট	شات
চ্যাট	الدردشة
চ্যাট	دردشة
চ্যাট	محادثة
গার্ডিয়ান	الوصي
গার্ডিয়ান	وصي
দিত	تشوه
ব্যানার	الراية
ব্যানার	لافتة
ব্যানার	راية
হাজারো	الاف
হাজারো	الالاف
এমএসসি	msc
ওয়্যারলেস	اللاسلكية
ওয়্যারলেস	لاسلكي
ওয়্যারলেস	اللاسلكي
পবিত্রতা	قداس
চোয়াল	الفك
চোয়াল	فك
আসামী	المدان
আসামী	المحكوم
আসামী	مدان
অ্যাঙ্গোলার	انغولا
সার্জারি	الجراحة
সার্জারি	جراحة
প্রতিবন্ধকতা	العقبات
প্রতিবন্ধকতা	عقبات
প্রতিবন্ধকতা	العراقيل
প্রতিবন্ধকতা	العوائق
কার্টিস	كيرتيس
ডিএসসি	dsc
প্রেমিকা	صديقة
প্রেমিকা	حبيبة
প্রেমিকা	حبيبه
প্রেমিকা	حبيب
প্রেমিকা	الحبيب
প্রেমিকা	عاشقة
প্রেমিকা	عاشق
প্রেমিকা	العاشق
ফাইটার	مقاتلة
ফাইটার	المقاتل
ফাইটার	مقاتل
গুজ	غوس
রেডিয়াম	الراديوم
রসুন	الثوم
রসুন	ثوم
বেলিজ	بليز
ক্যালকুলেটর	حاسبة
ক্যালকুলেটর	حساب
গ্রিড	شبكة
গ্রিড	الشبكة
ডিরেক্টরি	دليل
ডিরেক্টরি	الدليل
সহস্রাব্দ	الالفية
ব্যবসায়ীরা	التجار
ব্যবসায়ীরা	تجار
ব্যবসায়ীরা	التجار
ব্যবসায়ীরা	تجار
মাইক্রোওয়েভ	المايكرويف
ওসাকা	اوساكا
দীপিকা	ديبيكا
ইথানল	الايثانول
অবয়ব	الظهور
অবয়ব	ظهور
অবয়ব	مظهر
অবয়ব	المظهر
কামড়ে	عضة
উল্কা	نيزك
উল্কা	النيزك
বেলুচিস্তান	بلوشستان
লিংকন	لينكولن
ক্লান্ত	تعبت
ক্লান্ত	متعبة
ক্লান্ত	تعب
ক্লান্ত	متعب
পট	الحشيش
পট	وعاء
গেলো	حين
গেলো	عندما
গেলো	متى
কিউবান	الكوبية
কিউবান	الكوبي
কিউবান	كوبي
সিঙ্গেল	single
সিঙ্গেল	عزباء
সিঙ্গেল	عازب
গুস্তাভ	غوستاف
ভাঙ্গার	تكسر
ভাঙ্গার	ينكسر
ভাঙ্গার	كسر
ডজন	العشرات
ডজন	دزينة
মিথানল	الميثانول
দেশগুলি	بلدان
দেশগুলি	البلدان
দেশগুলি	الدول
বঙ্গে	البنغال
ব্রুক	بروك
বাসে	حافلة
বাসে	الباص
বাসে	باص
বাসে	الحافلة
অস্ট্রিয়ান	نمساوي
অস্ট্রিয়ান	النمساوي
অস্ট্রিয়ান	نمساوية
অস্ট্রিয়ান	النمساوية
ইউরেনাস	اورانوس
লিডস	ليدز
চিন্তিত	المعنية
মথ	عثة
মথ	العثة
মথ	عث
বাজি	رهان
বাজি	الرهان
বাজি	راهن
বাজি	رهان
বাজি	الرهان
প্রতিকার	الانتصاف
এয়ারক্রাফট	طائرات
এয়ারক্রাফট	الطائرة
এয়ারক্রাফট	الطائرات
এয়ারক্রাফট	طائرة
সিম্পসন	سيمبسون
সিম্পসন	سمبسون
বুদ্ধির	استخبارات
বুদ্ধির	الاستخبارات
বুদ্ধির	الذكاء
বুদ্ধির	المخابرات
বুদ্ধির	مخابرات
বুদ্ধির	ذكاء
শর্টস	شورت
কম্পক	هزاز
রেনে	ريني
রেনে	رنيه
রেনে	رينيه
স্টুডেন্ট	الطالب
স্টুডেন্ট	طالب
স্টুডেন্ট	تلميذ
স্টুডেন্ট	طالبة
স্টুডেন্ট	التلميذ
নব্বই	تسعين
নব্বই	تسعون
কার্বি	كيربي
মোম	شمع
মোম	الشمع
মোম	واكس
যথেষ্ঠ	سو
বিচ্ছুরণ	تهتز
তৃষ্ণা	العطش
জোশ	جوش
ভগ্নাংশ	اتجاه
ভগ্নাংশ	الاتجاه
ভগ্নাংশ	تطفو
সেক্রেটারী	سكرتيرة
সেক্রেটারী	الامين
সেক্রেটারী	سكرتير
সেক্রেটারী	السكرتير
নিরক্ষীয়	الاستوائية
আদা	جينجر
আদা	الزنجبيل
লাও	التصميم
লাও	التخطيط
লাও	تخطيط
তুষারপাত	ثلج
তুষারপাত	الثلج
তুষারপাত	سنو
আতঙ্ক	الفزع
আতঙ্ক	ذعر
আতঙ্ক	الذعر
মোরগ	القضيب
মোরগ	قضيب
বালু	الرمال
বালু	الرمل
বালু	ساند
বালু	رمل
বালু	رمال
নৈপুণ্য	الحرفية
মাইলস	ميل
মাইলস	مايلز
মাইলস	اميال
জীবনকাল	العمر
ক্রমিক	متسلسلة
ক্রমিক	متسلسل
ক্রমিক	المسلسل
কার্পেট	السجاد
কার্পেট	سجادة
কার্পেট	سجاد
কার্পেট	السجادة
কার্পেট	بساط
বিচ্ছিন্নতাবাদী	الانفصالية
বিচ্ছিন্নতাবাদী	الانفصاليين
ব্রিস্টল	بريستول
এগার	eleven
সার্কুলার	التعميم
সার্কুলার	دائري
সার্কুলার	تعميم
আরউইন	اروين
রেস্তোরাঁ	المطاعم
রেস্তোরাঁ	مطاعم
রেস্তোরাঁ	المطعم
রেস্তোরাঁ	مطعم
ইউনূস	يونس
দেউলিয়া	افلاس
দেউলিয়া	افلاس
দেউলিয়া	الافلاس
রমন	رامان
আকর্ষনীয়	جذاب
আকর্ষনীয়	جذابة
অচল	مكسور
অচল	كسر
অচল	مكسورة
জুলি	جولى
জুলি	جولي
ঘাড়ে	الرقبة
ঘাড়ে	رقبة
ঘাড়ে	عنق
ঘাড়ে	العنق
টোগো	توغو
দাঁড়ানো	واقف
দাঁড়ানো	واقفة
দাঁড়ানো	الوقوف
ব্যাজ	الشارة
ব্যাজ	شارة
ব্যাজ	شارات
পর্যায়ক্রমিক	دوري
রুনি	روني
থেরাপি	العلاج
থেরাপি	علاج
সৌন্দর্য্য	جمال
সৌন্দর্য্য	الجمال
আইটেম	العنصر
আইটেম	عنصر
আইটেম	بند
আইটেম	البند
আইটেম	الاصناف
আইটেম	عناصر
আইটেম	بنود
আইটেম	البنود
আইটেম	العناصر
পাইপ	الانبوب
পাইপ	انبوب
পাইপ	الانابيب
পিক	قمة
পিক	ذروة
পিক	القمة
পিক	الذروة
ক্ষমতাশালী	قوى
ক্ষমতাশালী	قوي
ক্ষমতাশালী	قوية
পরিমার্জন	المراجعة
পরিমার্জন	تنقيح
পরিমার্জন	التنقيح
পরিমার্জন	مراجعة
থর	ثور
উইলার্ড	ويلارد
বোতল	الزجاجات
বোতল	زجاجات
বোতল	الزجاجة
বোতল	زجاجة
বোতল	قنينة
বোতল	القنينة
বিষয়গুলি	مواضيع
বিষয়গুলি	موضوعات
বিষয়গুলি	المواضيع
বিষয়গুলি	الموضوعات
বিষয়গুলি	المسائل
বিষয়গুলি	قضايا
বিষয়গুলি	القضايا
বিষয়গুলি	مسائل
বিষয়গুলি	مشكلات
ডুব	الغوص
ডেনভার	دينفر
ডেনভার	دنفر
হ্যাক	اخترق
হ্যাক	اختراق
হ্যাক	الاختراق
হ্যাক	اخترق
গঞ্জ	غنج
কেইন	كاين
কেইন	كائن
বিনিয়োগকারী	المستثمرون
বিনিয়োগকারী	المستثمرين
বিনিয়োগকারী	مستثمرين
বেলজিয়ান	البلجيكية
বেলজিয়ান	البلجيكي
বেলজিয়ান	بلجيكا
কার্ডিফ	كارديف
প্রুশিয়া	بروسيا
স্ক্যান	الماسحات
স্ক্যান	مسح
স্ক্যান	المسح
ফেসবুকের	facebook
ফেসবুকের	فيسبوك
ফেসবুকের	الفيسبوك
মির	مير
পালনকর্তা	ربي
পালনকর্তা	رب
পালনকর্তা	لورد
ব্লেড	بليد
ব্লেড	نصل
ব্রুনো	برونو
ম্যাগনেসিয়াম	التنجستن
ম্যাগনেসিয়াম	التنغستن
ম্যাগনেসিয়াম	المغنيسيوم
কসাই	الجزار
কসাই	جزار
মোহামেদ	محمد
মোহামেদ	mohamed
বেতনের	مرتبات
বেতনের	راتب
বেতনের	الراتب
বেতনের	المرتب
বেতনের	مرتب
লোভ	جشع
লোভ	الطمع
লোভ	الجشع
নাইজার	النيجر
নেভিগেশন	الملاحة
আখড়া	المتعصبين
ত্রুটিপূর্ণ	الفاسدة
ত্রুটিপূর্ণ	فاسد
ত্রুটিপূর্ণ	مشوه
স্পন্সর	الراعي
স্পন্সর	راع
নিযুক্তি	الارتباط
নিযুক্তি	خطوبة
নিযুক্তি	التفاعل
নিযুক্তি	ارتباط
নিযুক্তি	الخطوبة
সকালের	الصباح
সকালের	صباحك
সকালের	صباح
খামারে	مزارع
লাজুক	خجولة
লাজুক	خجل
লাজুক	خجول
নাকের	الانف
নাকের	انف
হিথ	هيث
খালা	عمة
খালা	خالة
খালা	عمتي
খালা	خالتي
খালা	العمة
খালা	عمة
খালা	خالة
খালা	خالتي
খালা	عمتي
খালা	العمة
গুয়াতেমালার	غواتيمالا
গুয়াতেমালার	الغواتيمالي
গুয়াতেমালার	الغواتيمالية
বলেছি	اخبرت
জাগরণের	الصحوة
জাগরণের	يقظة
জাগরণের	الاستيقاظ
কর্মচারীরা	العاملون
কর্মচারীরা	موظفين
কর্মচারীরা	الموظفون
কর্মচারীরা	الموظفين
ওয়ার্কশপ	الورشة
লাক্স	لاكس
লাক্স	لوكس
লাক্স	لكس
সর্পিল	دوامة
সুসান	سوزان
স্টার্স	النجوم
স্টার্স	نجوم
হ্যামলেট	هاملت
হ্যামলেট	هملت
তাকিয়ে	ابحث
তাকিয়ে	النظر
তাকিয়ে	التحديق
বিলম্বিত	متاخرة
রিমিক্স	ريمكس
তালেবান	الطالبان
তালেবান	طالبان
স্কোয়াশ	الاسكواش
লুঙ্গি	لونغي
অহংকার	ازدراء
অহংকার	الكبرياء
অহংকার	فخر
অহংকার	الفخر
অহংকার	كبرياء
অহংকার	الغطرسة
স্যামি	سامي
বাট	باهت
বাট	مؤخرة
কাই	تشي
কাই	كاي
সক্রেটিস	سقراط
সুনিশ্চিত	المطلق
সুনিশ্চিত	مطلقة
নান্দনিক	الجمالية
কোলন	القولون
ছত্রভঙ্গ	التدافع
ছত্রভঙ্গ	تفريق
নেশন	امة
নেশন	الامة
বর্ষণ	استحمام
বর্ষণ	دش
বর্ষণ	الدش
বর্ষণ	الاستحمام
তিউনিসিয়ার	التونسية
তিউনিসিয়ার	تونس
তিউনিসিয়ার	التونسي
চরমপন্থী	متطرف
চরমপন্থী	متطرفة
চরমপন্থী	المتطرف
চরমপন্থী	المتطرفة
চরমপন্থী	المتطرفين
চরমপন্থী	المتطرفون
জাগরণ	الصحوة
জাগরণ	يقظة
জাগরণ	الاستيقاظ
গনোম	قزم
গনোম	جنوم
সমষ্টিগত	الاجمالي
উলম্ব	الراسي
উলম্ব	راسي
উলম্ব	عمودي
উলম্ব	عمودية
উইন্ডো	windows
উইন্ডো	النوافذ
উইন্ডো	ويندوز
উইন্ডো	نوافذ
উইন্ডো	نافذة
উইন্ডো	النافذة
ফ্রন্টিয়ার	الحدود
মশার	البعوض
মশার	بعوضة
মশার	بعوض
মেনন	مينون
রুমে	غرفة
রুমে	الغرفة
রুমে	حجرة
নিও	نيو
দুষ্ট	شقي
দুষ্ট	شقية
কাঠঠোকরা	نقار
সহিংস	عنيف
সহিংস	عنف
সহিংস	عنيفة
দুগ্ধ	الالبان
বার্মিজ	بورما
বার্মিজ	البورميين
পলাতক	هارب
পলাতক	الهارب
পলাতক	هاربة
অস্ত্রোপচার	الجراحة
অস্ত্রোপচার	جراحة
অস্ত্রোপচার	جراحي
অস্ত্রোপচার	جراحية
চাদ	تشاد
চাদ	شاد
গ্রানাডা	غرينادا
গ্রানাডা	غرناطة
তিক্ত	مرارة
তিক্ত	المريرة
ডায়েরি	يوميات
ডায়েরি	اليوميات
ডায়েরি	مذكرات
ডায়েরি	مفكرة
সোনি	سونى
পিক্সেল	بكسلات
পিক্সেল	بيكسل
পিক্সেল	بكسل
ভিয়েতনামী	فيتنامية
গর্ভধারণ	حمل
গর্ভধারণ	الحمل
হোল্ডার	حاملي
হোল্ডার	حائز
হোল্ডার	الحائز
কক্স	كوكس
তরবারি	السيف
তরবারি	سيف
তরবারি	سيفا
কার্ট	العربة
কার্ট	عربة
পরিপূরক	تكميلية
পরিপূরক	مكمل
রিকা	ريكا
উদ্বৃত্ত	فائض
উদ্বৃত্ত	الفائض
বাচ্চারা	الاولاد
বাচ্চারা	الاطفال
বাচ্চারা	اطفال
পপি	خشخاش
পপি	الخشخاش
সঙ্কট	الازمة
সঙ্কট	الازمات
সঙ্কট	ازمة
ফুজি	فوجي
ললিতা	لوليتا
প্রফেশনাল	مهنية
প্রফেশনাল	مهني
প্রফেশনাল	محترف
প্রফেশনাল	احترافية
প্রফেশনাল	المهنية
ব্যক্তিগণ	اشخاص
ব্যক্তিগণ	اناس
ব্যক্তিগণ	الاشخاص
ব্যক্তিগণ	الناس
ব্যক্তিগণ	ناس
লুথার	لوثر
লাই	لاي
লাই	لاى
ইটালি	ايطاليا
ডালাস	دالاس
কথাগুলো	الكلمات
কথাগুলো	كلمات
নোড	عقدة
নোড	العقدة
ক্লোরোফিল	الكلوروفيل
শেরিফ	شريف
শেরিফ	الشريف
শেরিফ	عمدة
টেল	الحكاية
টেল	حكاية
জিওফ্রে	جيوفري
জিওফ্রে	جيفري
ট্রান্সমিশন	الارسال
ট্রান্সমিশন	ارسال
জমায়েত	جمع
জমায়েত	تجمع
জমায়েত	التجمع
গুঁড়ো	بودرة
গুঁড়ো	البارود
গুঁড়ো	المسحوق
গুঁড়ো	مسحوق
মোহর	مختومة
মোহর	الختم
মোহর	ختم
মোহর	فقمة
ভালবেসে	حبيت
ভালবেসে	احببت
ভালবেসে	المحبة
ভালবেসে	محبة
ভালবেসে	محب
গ্রেঞ্জার	جرانجر
স্টেজ	المنصة
স্টেজ	المسرح
স্টেজ	المرحلة
স্টেজ	مرحلة
রিস	ريس
এডউইন	ادوين
বেনেট	بينيت
অসি	الاسترالي
লরা	لورا
সঙ্কেত	الاشارات
সঙ্কেত	اشارات
মালাক্কা	ملقا
পরিত্যাক্ত	مهجور
পরিত্যাক্ত	مهجورة
পরিত্যাক্ত	هجرت
পরিত্যাক্ত	المهجورة
বীর্যপাত	القذف
মিলা	ميلا
সিলিন্ডার	الاسطوانة
সিলিন্ডার	اسطوانة
সিলিন্ডার	الاسطوانات
সিলিন্ডার	اسطوانات
অ্যাপলিকেশন	الطلبات
অ্যাপলিকেশন	التطبيقات
অ্যাপলিকেশন	تطبيقات
অ্যাপলিকেশন	الطلب
অ্যাপলিকেশন	تطبيق
অ্যাপলিকেশন	التطبيق
শ্রেষ্ঠত্ব	التفوق
শ্রেষ্ঠত্ব	الامتياز
শ্রেষ্ঠত্ব	التميز
শ্রেষ্ঠত্ব	التفوق
আর্কিমিডিস	ارخميدس
নোংরা	قذرة
নোংরা	القذرة
গহনা	المجوهرات
গহনা	مجوهرات
গহনা	جواهر
রুয়ান্ডা	رواندا
আজমি	عزمي
ভগৎ	بهجت
গণভোটের	استفتاء
গণভোটের	الاستفتاء
সলিড	صلبة
সলিড	متين
সলিড	الصلبة
সলিড	صلب
আখ্যান	السرد
আখ্যান	سرد
ফ্রাঙ্কো	فرانكو
জেমি	جايمي
টিকটিকি	السحالي
টিকটিকি	سحلية
টিকটিকি	السحلية
টিকটিকি	جيكو
ভল্ট	قبو
অনুপস্থিতি	الغياب
অনুপস্থিতি	غياب
পৌঁছান	الوصول
হজ	حج
হজ	الحج
হজ	حج
হজ	الحج
ঘুমন্ত	نعسان
ঘুমন্ত	بالنعاس
ঘুমন্ত	نوم
ঘুমন্ত	نائم
ঘুমন্ত	تنام
ঘুমন্ত	النوم
ঘুমন্ত	نائمة
দ্বিধা	يتردد
দ্বিধা	تتردد
প্রতিচ্ছবি	انعكاس
মাতৃভূমি	وطن
ক্যারোলিন	كارولين
সজ্জা	نوع
সজ্জা	فرز
সজ্জা	ديكور
সজ্জা	الديكور
হিংসা	غيور
হিংসা	اغار
হিংসা	غيورة
হিংসা	حسد
হিংসা	الحسد
হিংসা	العنف
হিংসা	عنف
হিংসা	الغيرة
হিংসা	غيرة
বাসের	حافلة
বাসের	الباص
বাসের	باص
বাসের	الحافلة
দিদি	ديدي
এইড	المعونات
এইড	معونة
এইড	المعونة
এইড	المساعدات
এইড	درهم
চেরি	كرز
চেরি	الكرز
চেরি	الكرز
মলি	المولى
মলি	مولي
মলি	مولى
উটের	الجمل
উটের	جمل
অ্যাঙ্গোলা	انغولا
সমর্থকরা	انصار
ডেভিল	شيطان
খাঁজ	الفتحة
খাঁজ	فتحة
খাঁজ	الاخدود
গথিক	القوطية
হতাশা	خيبة
হতাশা	الاحباط
হতাশা	احباط
বর্ণবাদ	العنصرية
বর্ণবাদ	عنصرية
বেটি	بيتى
বেটি	بيتي
আজারবাইজানি	اذربيجان
নেভিস	نيفيس
বোল্টন	بولتون
কিয়া	كيا
দংশন	لدغ
দংশন	اللدغة
দংশন	لدغة
বৈরুত	بيروت
শ্রোতা	مستمع
অদ্বিতীয়	متميز
অদ্বিতীয়	الموقر
বর্বর	البربري
হানি	العسل
হানি	عسل
লোপেজ	لوبيز
ফিগার	الشكل
সেথ	سيث
দৃঢ়তা	العزيمة
দৃঢ়তা	عزم
সীল	الختم
সীল	ختم
সীল	فقمة
রুক্ষ	الخام
রুক্ষ	خشن
সাইক্লোন	اعصار
সাইক্লোন	الاعصار
লিথিয়াম	ليثيوم
লিথিয়াম	الليثيوم
রাইড	ركوب
হারকিউলিস	هرقل
চ্যাপলিন	تشابلين
চ্যাপলিন	شابلن
চ্যাপলিন	تشابلن
কাসসাম	القسام
বোর্নিও	بورنيو
ব্রুনেই	بروني
ছুঁয়ে	لمست
ক্রীতদাস	العبد
ক্রীতদাস	عبد
ক্রীতদাস	عبدة
প্লাংকের	بلانك
বিধিনিষেধ	القيود
বিধিনিষেধ	تقييدات
বিধিনিষেধ	قيود
যৌবন	الشباب
যৌবন	شب
জমজ	توائم
জমজ	التوائم
জমজ	توام
ক্লাস্টার	العنقودية
ডেসমন্ড	ديزموند
বেকন	مشعل
বেকন	منارة
বেকন	المنارة
বেকন	بيكون
বেকন	بيكون
উপসর্গের	اعراض
উপসর্গের	الاعراض
রাউটার	راوتر
কাস্ত্রো	كاسترو
মেশানো	الخلط
মেশানো	خلط
মোয়া	مويا
প্রতিযোগীদের	المنافسين
বাড়ছে	المتزايد
বাড়ছে	ينمو
বাড়ছে	تزايد
জেসিকা	جيسيكا
আইইইই	ieee
রজার্স	رودجرز
লিঙ্কন	لينكولن
দিচ্ছেন	العطاء
দিচ্ছেন	اعطاء
চাইল্ড	الطفلة
চাইল্ড	طفل
চাইল্ড	طفلة
চাইল্ড	الطفل
নেকড়ে	الذئاب
নেকড়ে	ذئاب
নেকড়ে	الذئب
নেকড়ে	ذئب
নেকড়ে	ولف
নেকড়ে	وولف
ট্রানজিট	العبور
ট্রানজিট	عبور
উপযোগ	المنفعة
উপযোগ	الفائدة
লেটার	حرف
লেটার	خطاب
লেটার	رسالة
বলশেভিক	البلاشفة
অগ্রাধিকার	اولويات
অগ্রাধিকার	اولويات
অগ্রাধিকার	الاولوية
দেই	اعطاء
দেই	اعطي
কারেন	كارين
কারেন	كارن
ঢালাই	الصب
ঢালাই	لحام
ঢালাই	اللحام
অভিভূত	معجب
লাথি	ركل
লাথি	ركلة
ইউনিফর্ম	الموحد
ইউনিফর্ম	موحدة
ইউনিফর্ম	موحد
নিয়ামক	مشرف
নিয়ামক	المشرف
ফিল্টার	فلتر
ফিল্টার	تصفية
ফিল্টার	مرشح
ফিল্টার	المرشح
ফিল্টার	رشح
ফিল্টার	المرشحات
ফিল্টার	مرشحات
সাহসিকতা	شجاعة
সাহসিকতা	الشجاعة
শিক্ষণ	تعلم
শিক্ষণ	التعلم
আসক্ত	مدمن
অভ্যন্তর	الداخلية
অভ্যন্তর	داخلي
অভ্যন্তর	داخلية
অভ্যন্তর	الداخلي
ক্রিস্টিন	كرستين
ক্রিস্টিন	كريستين
এভারটন	ايفرتون
সুনামি	تسونامي
সুনামি	التسونامي
নান	نان
নেপচুন	نبتون
হাঙ্গেরী	هنغاريا
হাঙ্গেরী	المجر
ক্ষিপ্ত	ماد
ডেক্সটার	ديكستر
ডেক্সটার	دكستر
মুহূর্ত	اللحظات
মুহূর্ত	moments
মুহূর্ত	لحظات
মুহূর্ত	اللحظة
রোচেস্টার	روشيستر
শব্দগুচ্ছ	تعبير
শব্দগুচ্ছ	التعبير
ফার্মি	فيرمي
অন্বেষণ	استكشف
অন্বেষণ	استكشاف
অন্বেষণ	الاستكشاف
অন্বেষণ	استكشف
অন্বেষণ	استكشاف
অন্বেষণ	الاستكشاف
লুকানো	مخفي
লুকানো	مخفية
মাস্ক	قناع
মাস্ক	القناع
পাপের	الخطيئة
পাপের	خطيئة
অর্চনা	عشق
ভিভ	فيف
প্যাকার্ড	باكارد
কামড়	عضة
কামড়	يعض
কামড়	لدغات
কামড়	عضات
গহ্বর	تجويف
ব্রাভো	برافو
নিকেল	النيكل
ক্ষুধা	شهية
ক্ষুধা	الجوع
ক্ষুধা	جوع
পাতাগুলি	صفحات
পাতাগুলি	الصفحات
দুর্দান্ত	عظيم
দুর্দান্ত	عظيمة
দুর্দান্ত	العظيم
সারণি	الجدول
সারণি	جدول
সারণি	الطاولة
দৌড়বিদ	عداء
নিষেধাজ্ঞার	الحظر
রঙ্গিন	ملون
রঙ্গিন	ملونة
রোমানীয়	روماني
রোমানীয়	الروماني
রোমানীয়	رومانيا
রোমানীয়	الرومانية
নেব্রাস্কা	نبراسكا
চিরতরে	للابد
চিরতরে	الابد
দোহা	الدوحة
এলইডি	قاد
কাঙ্খিত	المطلوب
কাঙ্খিত	المرجوة
কাঙ্খিত	المرغوب
কাঙ্খিত	مرغوب
কাঙ্খিত	مرغوبة
দুর্যোগের	الكوارث
দুর্যোগের	كارثة
দুর্যোগের	الكارثة
রোডস	رودز
রোডস	رودس
বেঁকে	عازمة
প্লাটিনাম	البلاتين
প্লাটিনাম	البلاتينيوم
নাগা	ناغا
গর্ব	الكبرياء
গর্ব	فخر
গর্ব	الفخر
গর্ব	كبرياء
আগাম	المتقدم
আগাম	مسبق
আগাম	مقدما
আগাম	مقدم
শিয়াদের	الشيعة
শিয়াদের	الشيعية
