और	ja
मैनेजर	manageri
कार्निवल	karnevaalit
कार्निवल	tivoli
खिलाडी	toimijoiden
खिलाडी	pelaajien
खिलाडी	pelaajia
खिलाडी	pelaajat
नक्शे	karttoja
नक्शे	kartat
पाइप	putki
पाइप	piippu
पाइप	putket
पाइप	putkia
त्रिभुज	eagle
त्रिभुज	kotkan
त्रिभुज	kotka
त्रिभुज	kolmion
त्रिभुज	kolmio
खलनायक	roisto
खलनायक	konna
खलनायक	roistoja
खलनायक	roistot
खलनायक	konnat
ईस्टवुड	eastwood
रूम	huoneita
रूम	huoneet
रूम	huonetta
रूम	eläkkeet
रूम	huoneen
रूम	huone
मैक्सिको	meksikossa
मैक्सिको	meksiko
मैक्सिको	meksikoon
मैक्सिको	meksikon
जज	judge
जज	tuomari
जज	tuomarina
पुरातन	antiikin
व्यवसायिक	ammatti
अल्फा	alpha
अल्फा	alfa
अल्फा	alfa
डालर	dollari
डालर	dollarin
छद्म	pseudo
निशाना	target
निशाना	kohde
ईस्टर	pääsiäistä
ईस्टर	pääsiäinen
ऑटोमोबाइल	automobiles
ऑटोमोबाइल	auto
राउंड	erä
राउंड	kierros
राउंड	pyöreä
बेरी	marja
बेरी	berry
नरम	pehmeää
नरम	pehmeät
नरम	pehmeä
नरम	pehmentää
रोमांटिक	romanttista
रोमांटिक	romanttinen
रोमांटिक	romantikko
गेंदबाज	keilaaja
जन्मदिन	syntymäpäivä
जन्मदिन	syntymäpäivät
जन्मदिन	syntymäpäivää
जन्मदिन	syntymäpäivä
जन्मदिन	syntymäpäivät
जन्मदिन	synttärit
काँच	lasi
काँच	lasia
काँच	lasin
काँच	lasista
काँच	lasinen
सूप	keittoa
सूप	keitto
नेट	net
नेट	verkon
नेट	verkko
नेट	netto
नेट	verkkoja
नेट	verkot
जेरिको	jericho
तेरे	tere
उठता	nouskaa
उत्परिवर्तन	mutaatio
ओपेरा	opera
ओपेरा	oopperan
ओपेरा	ooppera
मैट्रिक्स	matriisi
जार्ज	yrjö
जार्ज	george
जार्ज	ykä
बिल्ली	kissa
बिल्ली	kissaa
बिल्ली	kissan
क्षुद्रग्रह	asteroidit
क्षुद्रग्रह	asteroidi
आसमान	taivas
आसमान	taivaan
आसमान	sky
मिनी	mini
क्रियाएँ	toiminnat
क्रियाएँ	toiminta
क्रियाएँ	toimintaa
क्रियाएँ	toimet
क्रियाएँ	toiminnot
क्रियाएँ	verbejä
क्रियाएँ	toiminnat
क्रियाएँ	toimet
क्रियाएँ	toimia
क्रियाएँ	toiminnot
क्रियाएँ	toiminta
क्रियाएँ	aktiivisuus
क्रियाएँ	toimintaa
क्रियाएँ	toiminto
वैली	wally
याचिका	vetoomus
याचिका	vetoomuksen
सुविधाजनक	kätevä
सुविधाजनक	kätevää
स्नेह	hellyyttä
फेसबुक	facebookissa
फेसबुक	facebookin
फेसबुक	facebook
फेसबुक	facebookiin
जैक्सन	jacksonia
जैक्सन	jackson
चोर	varkaita
चोर	varkaat
चोर	varasta
चोर	varas
कॉपी	kopioi
कॉपी	kopioitu
कॉपी	kopioi
कॉपी	kopio
कॉपी	kopioita
कॉपी	kopiot
केप	cape
केप	kap
केप	viitta
भेजी	lähetetty
भेजी	lähetetyt
भेजी	lähetti
कमेटी	komitea
कमेटी	valiokunta
मौजूदगी	läsnäolon
मौजूदगी	läsnä
मौजूदगी	läsnäolo
दोस्ती	ystävyys
दोस्ती	ystävyyttä
दोस्ती	ystävyyden
बम्बई	bombay
प्रेरक	motivaatio
पंप	pumppaa
पंप	pumppu
पंप	pumpun
दाने	jyviä
दाने	jyvät
एयरबस	airbus
सील	sinetti
सील	sinetin
आभासी	virtuaalinen
सलीम	salim
आश्वासन	lohtua
नक्काशी	kaiverrus
विचलन	poikkeamat
विचलन	poikkeama
डेविस	davis
होस्ट	juontaja
होस्ट	isäntä
होस्ट	järjestäjä
होस्ट	isäntiä
ऋणात्मक	kielteinen
ऋणात्मक	negatiiviset
ऋणात्मक	negatiivinen
जवान	nuori
जवान	nuoret
जवान	youngin
जवान	young
सूफी	sufi
डॉग	koiran
डॉग	koira
टूल	välineitä
टूल	välineet
टूल	työkalut
टूल	työkaluja
टैक्सी	taksi
टैक्सी	taksia
टैक्सी	taksin
टैक्सी	taksilla
टैक्सी	taksi
टैक्सी	ohjaamo
टैक्सी	ohjaamon
सूरा	luku
पेरू	perun
पेरू	peru
पेरू	perusta
भूरा	ruskea
भूरा	ruskeat
भूरा	brownin
भूरा	brown
भूरा	browns
यूनिक्स	unix
गार्ड	vartijoita
गार्ड	vartijat
गार्ड	vartioi
गार्ड	vartioida
गार्ड	vartija
गार्ड	vahti
रेलमार्ग	rautatie
गेहूं	vehnä
गेहूं	vehnää
बेसिक	perus
फेडरेशन	federaatio
फेडरेशन	liitto
फेडरेशन	federaation
फेडरेशन	liittovaltio
रस्सी	köysi
रस्सी	köyttä
क्रीम	voidetta
क्रीम	kerma
क्रीम	kermaa
क्रीम	kerman
परेड	paraati
अलास्का	alaska
अलास्का	alaskassa
शुद्धता	tarkkuuden
शुद्धता	tarkkuutta
शुद्धता	tarkkuus
रचनाकार	kirjoittaja
रचनाकार	kirjailija
रचनाकार	käsikirjoittaja
शिशुओं	vauvoja
शिशुओं	vauvat
अंगूर	rypäleitä
विश्वव्यापी	maailmanlaajuiset
विश्वव्यापी	maailmanlaajuinen
विश्वव्यापी	maailmanlaajuisesti
देह	elin
देह	vartalo
देह	ruumis
देह	kehon
देह	keho
जौ	ohran
खाई	ojaan
युवावस्था	nuoret
युवावस्था	nuorisoa
युवावस्था	nuoriso
युवावस्था	nuoruus
स्टाइल	style
स्टाइल	tyyliä
स्टाइल	tyyli
लौटे	palasi
लौटे	palannut
लौटे	palautettiin
लौटे	palautettu
कारखानों	tehtaiden
कारखानों	tehtaat
कारखानों	tehtaita
ढांचा	kehykset
ढांचा	ruutu
ढांचा	kehys
ढांचा	kehykset
ढांचा	rakenne
मजदूरी	palkkojen
मजदूरी	palkka
मजदूरी	palkat
मजदूरी	palkka
मजदूरी	palkkoja
विस्थापन	siirtymä
कठिनाइयों	vaikeuksia
कठिनाइयों	vaikeudet
चैन	chan
चैन	ketjun
चैन	ketjut
चैन	ketjussa
चैन	ketju
क्लान	klan
प्रतीकों	tunnukset
प्रतीकों	symbolit
प्रतीकों	symboleja
भ्रष्ट	korruptoitunut
भ्रष्ट	korruptoitunut
भ्रष्ट	turmeli
अभियान्त्रिकी	konehuone
अभियान्त्रिकी	tekniikka
सामंजस्य	harmony
पैक	pakkausta
पैक	pakkaukset
पैक	pakata
पैक	pakkaus
पैक	pakkaa
छाल	haukkua
छाल	hauku
पिक्चर	kuvaa
पिक्चर	kuva
पिक्चर	kuvan
पिक्चर	pixar
इराक़	irak
इराक़	irakin
इराक़	irakista
वाइन	viinit
वाइन	viiniä
वाइन	viini
फारस	persia
शतरंज	shakkia
शतरंज	shakki
गर्भपात	abortin
गर्भपात	aborttia
गर्भपात	abortti
प्रकोप	närkästystä
प्रकोप	viha
ग्रीष्म	summers
ग्रीष्म	kesällä
ग्रीष्म	kesää
ग्रीष्म	suvi
ग्रीष्म	kesä
बेल्ट	vyöt
बेल्ट	vyö
बेल्ट	vyön
पुजारी	pappia
पुजारी	pappi
प्लेस	paikassa
प्लेस	paikka
प्लेस	place
खां	khan
मीना	mina
एनीमेशन	animaatio
एनीमेशन	optimointi
एनीमेशन	animaatiot
समस्याएँ	ongelmia
समस्याएँ	ongelmat
समस्याएँ	ongelmia
समस्याएँ	kysymykset
समस्याएँ	kysymyksiä
समस्याएँ	ongelmat
एलिजाबेथ	elizabeth
डिएगो	diego
पैट्रिक	patrick
पैट्रिक	patrik
विक्टर	victor
मित्रता	ystävyys
मित्रता	ystävyyttä
मित्रता	ystävyyden
विश्वसनीयता	uskottavuus
विश्वसनीयता	uskottavuutta
विश्वसनीयता	luotettavuus
विश्वसनीयता	luotettavuutta
यूरेनियम	uraani
यूरेनियम	uraania
श्रद्धांजलि	kunnianosoitus
स्तुति	kiitosta
स्तुति	ylistys
ड्रीम	unta
ड्रीम	uni
ड्रीम	haaveilla
ड्रीम	dream
ड्रीम	unelma
कैप्टन	kapteeni
कुत्ता	koiran
कुत्ता	koira
तुरन्त	heti
तुरन्त	välittömästi
तुरन्त	välittömästi
क्लबों	klubi
क्लबों	club
क्लबों	kerho
क्लबों	seura
छीन	nappasi
जड़ें	juuria
जड़ें	juuret
सरसों	sinappia
इमाम	imaami
वार्नर	warner
सिस्टम्स	järjestelmät
सिस्टम्स	järjestelmien
चलना	kävellä
चलना	kävellen
चलना	kävelyllä
चलना	kävely
चलना	kävelee
चलना	kävellä
चलना	kävely
धुन	sävelmä
समितियों	valiokunnat
समितियों	valiokuntien
समितियों	komiteat
मसाले	mausteita
मसाले	mausteet
लेबनान	libanonin
औचित्य	perustelut
औचित्य	perustelu
औचित्य	oikeutus
रूपक	vertauskuva
नौका	jahti
नौका	vene
नौका	laiva
नौका	veneen
नौका	venettä
शैवाल	levää
निपटान	hävittäminen
निपटान	sovinto
साईट	sivuston
साईट	sivusto
स्वीडिश	ruotsiksi
स्वीडिश	ruotsalainen
स्वीडिश	ruotsi
स्वीडिश	ruotsin
स्वीडिश	ruotsissa
स्वीडिश	ruotsi
एडम्स	adams
अभिगम	käyttöoikeus
अभिगम	pääsy
अभिगम	saatavuus
मंत्रिमंडल	ministeriöiden
मंत्रिमंडल	hallitus
मंत्रिमंडल	kaappi
लेट	myöhäinen
लेट	myöhässä
लेट	myöhään
ट्विटर	twitter
जेरी	jere
जेरी	jerry
पतला	laiha
पतला	slim
पतला	hoikka
पतला	ohut
पतला	laiha
पतला	hoikka
पतला	ohut
पतला	lievä
न्यूज	uutisia
न्यूज	uutinen
न्यूज	uutiset
न्यूज	ajankohtaista
आइलैंड	island
आइलैंड	saarelle
आइलैंड	saari
कमर	vyötärö
फौज	armeija
फौज	armeijan
कैमरे	kameroita
कैमरे	kamerat
कमाल	mahtavaa
कमाल	upeaa
कमाल	upeeta
कमाल	mahtava
उठाना	kasvattaminen
उठाना	nostaminen
उठाना	kasvattaa
निकास	poistu
निकास	poistuminen
निकास	uloskäynti
मालिश	hierontaa
मालिश	hierontaa
मालिश	hieronnan
मालिश	hieronta
कॉमिक	comic
कॉमिक	sarjakuva
क्वार्टर	neljännes
क्वार्टर	neljäsosa
लाइनों	rivit
लाइनों	viivat
लाइनों	linjat
लाइनों	riviä
पाषाण	louhos
कवक	sieni
क्षतिपूर्ति	korvaus
क्षतिपूर्ति	korvausta
क्षतिपूर्ति	korvaukset
क्षतिपूर्ति	hyvitys
क्षतिपूर्ति	vahingot
सूखा	kuivaa
सूखा	kuivat
सूखा	kuiva
सूखा	kuivuus
सूखा	kuivuuden
रहस्यमय	salaperäinen
रहस्यमय	mystinen
इस्लामिक	islamilainen
इस्लामिक	islamilaisen
रजिस्टर	rekisterit
रजिस्टर	rekisterien
रजिस्टर	rekisteriin
रजिस्टर	rekisteröi
रजिस्टर	rekisteri
रजिस्टर	rekisteröityä
सिंगल	naimaton
सिंगल	single
सिंगल	sinkku
सिंगल	yksittäinen
सन्धि	perustamissopimus
सन्धि	sopimus
सन्धि	perustamissopimuksen
अनूदित	käännetty
चमत्कार	ihmeet
चमत्कार	ihmeitä
चमत्कार	ihmeisiin
चमत्कार	ihme
चमत्कार	ihmeet
चमत्कार	ihmeitä
उत्तेजना	jännitys
उत्तेजना	jännitystä
गेट्स	gates
गेट्स	portit
गेट्स	porttien
गेट्स	portteja
विमानन	lentoliikenne
विमानन	ilmailu
विमानन	ilmailun
संचय	välimuisti
डैनियल	daniel
डैनियल	danielin
वायरलेस	langaton
वायरलेस	langattoman
फिलाडेल्फिया	philadelphian
फिलाडेल्फिया	philadelphia
फिलाडेल्फिया	philadelphiassa
टुकड़ा	sirpale
टुकड़ा	pala
लेफ्टिनेंट	luutnantti
स्पैनिश	espanjan
स्पैनिश	espanjalaiset
स्पैनिश	espanjalainen
स्पैनिश	espanja
स्पैनिश	espanjaa
अपोलो	apollo
गोरखा	gurkha
कैमरून	kamerunin
हाइब्रिड	hybridi
बलात्कार	raiskaus
संतोष	tyydytystä
संतोष	tyytyväisyyttä
बस्तियों	paikkakunnat
रोलिंग	rolling
रोलिंग	pyörii
रोलिंग	rowling
सजावट	sisustus
सजावट	koriste
सजावट	koristeet
टेरी	terryn
टेरी	terry
हिमनद	jäätikkö
अस्थिर	oikukas
अस्थिर	epävakaa
राख	tuhka
राख	tuhkaa
राख	tuhkat
राख	tuhka
राख	ash
राख	tuhkaa
संकुचन	supistuminen
पार्टियों	osapuolet
पार्टियों	asianosaiset
पार्टियों	puolueet
इन्टरनेट	keskeyttää
इन्टरनेट	internet
जीवंत	eloisa
जीवंत	vilkasta
जीवंत	vilkas
जीवंत	eloisa
अनुवादक	kääntäjä
अनुवादक	tulkki
शोक	suru
शोक	suree
शोक	surun
आरोपों	syytökset
आरोपों	syytöksiä
सउदी	saudit
उपसर्ग	etuliite
दिलचस्प	mielenkiintoinen
दिलचस्प	mielenkiintoista
दिलचस्प	kiinnostavaa
संयम	raittius
आँखें	silmiä
आँखें	katse
आँखें	silmät
कच्चा	raakana
कच्चा	raaka
कच्चा	raa
पुनर्गठन	uudelleenjärjestely
शाप	kirottu
शाप	kirous
कैपिटल	pääkaupungeissa
कैपिटल	capitol
वैवाहिक	avio
बास	bass
घुटने	polvi
घुटने	polven
अपराधियों	rikolliset
अपराधियों	rikollisia
डेस्कटॉप	työpöydän
डेस्कटॉप	työpöytä
जीती	voitin
जीती	voitti
जीती	voittanut
जादुई	taianomainen
जादुई	maaginen
पोर्टलैंड	portland
सितारे	tähdet
सितारे	tähtien
सितारे	tähtiä
सितारे	tähteä
डीजल	diesel
तेरह	kolmetoista
तेरह	thirteen
स्पिन	pyöri
स्पिन	spin
फ्रैंकफर्ट	frankfurt
फ्रैंकफर्ट	frankfurtin
गिने	numeroitu
स्टेज	vaiheissa
स्टेज	vaiheita
स्टेज	vaiheet
स्टेज	vaihe
स्टेज	näyttämö
स्टेज	vaiheessa
स्टेज	lava
निष्ठा	omistautumista
निष्ठा	vilpittömästi
निष्ठा	terveisin
निष्ठा	omistautumista
अंतरण	välit
इंटरफ़ेस	liittymä
इंटरफ़ेस	käyttöliittymä
इंटरफ़ेस	liitäntä
ऑप्टिकल	optinen
ऑप्टिकल	optiset
साँस	hengittää
साँस	henkäys
साँस	hengitys
साँस	hengittää
स्विट्ज़रलैंड	sveitsissä
स्विट्ज़रलैंड	sveitsi
स्विट्ज़रलैंड	sveitsin
कैल्सियम	kalsium
कैल्सियम	kalsiumin
कथाकार	tarinankertoja
दीप	syvälle
दीप	syvällä
दीप	syvä
दीप	syvät
दीप	deep
ग़लत	väärä
ग़लत	väärin
ग़लत	vikaa
निकालकर	poistetaan
बंधक	panttivanki
बंधक	panttivangin
बंधक	kiinnitys
पटल	paneeli
पटल	paneelin
कर्मियों	henkilöstö
कर्मियों	henkilöstön
कर्मियों	henkilökunta
साठ	sixty
लैंड	maa
लैंड	maata
वियना	wien
वियना	wienin
वियना	wienissä
नाइट्रेट	nitraatti
कॉमन्स	commons
व्यवसायी	liikemies
सीनियर	seniorit
नकद	käteistä
नकद	cash
नकद	rahaa
समीक्षक	arvioijan
आभूषण	koruja
आभूषण	koru
आभूषण	jalokivet
आभूषण	korut
आभूषण	koruja
आभूषण	koru
आभूषण	jalokivet
आभूषण	korut
लड़ाकू	taistelija
लड़ाकू	hävittäjä
चार्टर	peruskirja
चार्टर	peruskirjan
उत्प्रेरक	katalyytin
कठोरता	jäykkyys
कठोरता	kovuus
तीर	nuolet
तीर	nuolia
तीर	nuoli
फिनलैंड	suomi
फिनलैंड	finland
फिनलैंड	suomea
स्टेम	kantasolujen
पोलिश	puola
पोलिश	puolalaiset
पोलिश	puolalainen
पोलिश	puolan
रोकता	ehkäisee
रोकता	estää
जनजातियों	heimot
डेक	kannella
डेक	kannen
डेक	kansi
निर्वात	tyhjiö
आपातकाल	hätä
आपातकाल	hätätila
टिम	tim
टिम	timin
खानों	miinoja
ओवेन	owen
ओवेन	owenin
प्रागैतिहासिक	esihistoriallinen
इरादे	aikomus
लेग	jalkaa
लेग	jalka
अवधारणाओं	käsitteet
अवधारणाओं	käsitteitä
प्रोफ़ाइल	profiilia
प्रोफ़ाइल	profiilin
प्रोफ़ाइल	profiili
प्रोफ़ाइल	profiilit
घृणा	vihaa
घृणा	viha
घृणा	vihan
घृणा	vihata
घृणा	vihaa
घृणा	vihaan
घृणा	viha
घृणा	vihan
घृणा	halveksuntaa
एंड्रयू	andrew
मसाला	masala
मसाला	spice
मूल्यवान	arvokkaita
मूल्यवान	arvokas
मूल्यवान	arvokasta
चिकन	kanaa
चिकन	kana
कुवैत	kuwait
बर्बरता	vandalismia
विकलांग	vammaiset
विकलांग	vammaisten
विकलांग	vammaiset
विकलांग	vammainen
संकीर्ण	rajaa
संकीर्ण	ahdas
संकीर्ण	kapea
संकीर्ण	suppea
विशेषाधिकार	etuoikeus
विशेषाधिकार	etuoikeus
विशेषाधिकार	etuoikeutettu
विशेषाधिकार	etuoikeus
रोमांस	romanssi
रोमांस	romantiikkaa
कार्यक्षमता	toimintoja
कार्यक्षमता	toimivuus
कार्यक्षमता	toimintoa
कार्यक्षमता	toiminnot
कार्यक्षमता	toiminto
मानों	arvot
मानों	arvoja
सामर्थ्य	voima
सामर्थ्य	voimia
सामर्थ्य	vahvuus
सामर्थ्य	voimaa
सामर्थ्य	potentiaali
सामर्थ्य	mahdollinen
सामर्थ्य	mahdolliset
सामर्थ्य	potentiaaliset
सामर्थ्य	potentiaalinen
सामर्थ्य	valmiudet
सामर्थ्य	kyvyt
सामर्थ्य	valmiuksia
स्वच्छता	puhtaus
आखिरकार	lopulta
आखिरकार	vihdoinkin
आखिरकार	vihdoin
लिवरपूल	liverpool
ऐन	ann
ऐन	annin
अदृश्य	näkymättömiä
अदृश्य	näkymätön
अदृश्य	piilevä
अंगूठी	rengas
अंगूठी	sormus
अंगूठी	kehä
अंगूठी	soida
पंचांग	kalenteri
पंचांग	kalenterin
पंचांग	kalenteriin
पंचांग	kalenterit
प्रोफ़ेसर	professori
नमूनों	yksilöt
नमूनों	yksilöiden
मकर	capricorn
एंडी	andy
परतों	kerroksia
अटल	määrätietoinen
अटल	päättäväisesti
अटल	päättäväinen
पेंगुइन	pingviini
ग्राफ	kaavio
ग्राफ	kuvio
कुरान	koraani
कुरान	koraani
शेफ़ील्ड	sheffield
सुर	sur
दुष्ट	rogue
दुष्ट	pahaa
दुष्ट	ilkeä
दुष्ट	paha
दुष्ट	pahuus
दुष्ट	häijy
निष्पक्ष	puolueeton
निष्पक्ष	puolueetonta
निष्पक्ष	tasapuolinen
निष्पक्ष	puolueeton
निष्पक्ष	neutraali
संयोजित	yhdistetyn
संयोजित	yhdistetty
संयोजित	yhdistetyt
वर्जित	kiellettyä
वर्जित	kielletty
अमीनो	amino
प्रविष्टि	merkintä
निमंत्रण	kutsuja
निमंत्रण	kutsut
निमंत्रण	kutsu
निमंत्रण	kutsua
निमंत्रण	kutsun
नकदी	käteistä
नकदी	cash
नकदी	rahaa
ज्यामितीय	geometrinen
निराशा	pettymyksen
निराशा	pettymystä
निराशा	pettymys
दरवाजा	ovi
दरवाजा	oven
शॉपिंग	ostoksille
शॉपिंग	ostokset
शॉपिंग	ostoksia
शॉपिंग	ostoksilla
फिल्मांकन	kuvaaminen
फिल्मांकन	kuvaukset
फिल्मांकन	kuvaan
सितारों	tähdet
सितारों	tähtien
सितारों	tähtiä
सितारों	tähteä
धोखाधड़ी	petos
धोखाधड़ी	petosten
धोखाधड़ी	huijasi
प्रिंट	tulostaa
प्रिंट	tulosta
गली	kadulle
गली	street
गली	katu
गिरफ्तारी	pidätys
गिरफ्तारी	pidätetty
गिरफ्तारी	pidätykset
गिरफ्तारी	pidättää
आणविक	molekyylien
बैंगलोर	bangalore
हिल्स	hillsin
हिल्स	hills
मैट	matt
मैट	matti
मैट	matte
बंदर	apina
जरुरी	tarpeellisia
जरुरी	tarpeen
जरुरी	tarpeellista
जरुरी	tarpeelliset
जरुरी	tarpeellinen
जरुरी	välttämätön
सोनिया	sonia
रोमानिया	romanian
रोमानिया	romania
रोमानिया	romaniassa
वायुमंडलीय	ilmakehä
वायुमंडलीय	ilmakehän
ग्रोवर	grover
जोड़ना	lisätään
जोड़ना	lisääminen
रास	ras
रास	näätä
घात	väijytys
इवान	ivan
नेल्सन	nelson
सतही	pinnallinen
अक्षम	vammaiset
अक्षम	vammaisten
सीनेट	senaatti
सीनेट	senaatin
प्रशस्ति	kunniamaininnan
पारदर्शी	avoin
पारदर्शी	läpinäkyvä
पारदर्शी	läpikuultava
रेशे	kuitujen
रेशे	kuituja
रेशे	kuidut
रेशे	silkkiä
रेशे	kuituja
रेशे	kuidut
खिड़की	ikkuna
खिड़की	ikkunasta
खिड़की	ikkunan
विरोधियों	kilpailijoita
विरोधियों	kilpailijat
विरोधियों	vastustajien
विरोधियों	vastustajat
विरोधियों	vastustajia
लुइस	luis
क्लैप्टन	clapton
आतंक	terrori
आतंक	kauhu
आतंक	kauhua
आतंक	kauhun
आतंक	terrorismi
नर्तकी	ballerina
नर्तकी	tanssija
ईथर	eetteriä
डगलस	douglas
एलेक्स	alexin
एलेक्स	alex
पढ़े	luettu
पढ़े	lukea
पढ़े	lue
पढ़े	lukee
मोटर्स	moottorit
मोटर्स	motors
पियानो	piano
पियानो	pianoa
पियानो	pianon
नियोजित	suunnitteilla
नियोजित	suunnitellut
नियोजित	suunniteltu
अप्रत्याशित	odottamaton
अप्रत्याशित	yllättävä
अप्रत्याशित	odottamatonta
विधवा	leski
विधवा	lesken
विधवा	leski
असफलता	epäonnistuminen
फॉर्म	muodosta
फॉर्म	muoto
फॉर्म	muodossa
फॉर्म	lomake
पंखों	siivet
पंखों	siipien
मुद्रास्फीति	inflaation
मुद्रास्फीति	inflaatio
गज	jaardia
दुर्बल	heikko
दुर्बल	heikkoa
दुर्बल	heikot
स्थूल	rasvaa
स्थूल	rasva
स्थूल	läski
स्थूल	paksu
स्थूल	lihava
अभूतपूर्व	ilmiömäinen
दोषों	viat
कमजोरी	heikkous
कमजोरी	heikkoutta
कमजोरी	heikkoudet
वैचारिक	ideologinen
सर्जन	kirurgi
सर्जन	kirurgin
क्षारीय	alkali
क्षारीय	yhdenmukaistaa
टीके	rokotteet
टीके	rokotteiden
गोलार्ध	pallonpuoliskolla
अल्जीरिया	algeriassa
अल्जीरिया	algerian
अल्जीरिया	algeria
रोमांचक	jännää
रोमांचक	jännittävää
रोमांचक	jännä
रोमांचक	jännittävä
रोमांचक	jännittävää
रोमांचक	jännittävä
हीमोग्लोबिन	hemoglobiini
गोबर	lantaa
डालना	kaada
डालना	kaataa
डालना	kaadetaan
उत्पादकता	tuottavuuden
उत्पादकता	tuottavuus
कागज़	paperi
कागज़	paperia
सांप	snake
सांप	käärme
सांप	käärmeitä
सांप	käärmeet
गंतव्य	määränpää
गंतव्य	kohteita
गंतव्य	kohteet
अम्मा	amma
संभाल	käsittele
संभाल	hoitaa
संभाल	kahva
गन	tykki
गन	pyssy
गन	ase
उल्टी	oksentelu
उल्टी	oksentelua
रेलगाड़ी	juna
रेलगाड़ी	junalla
रेलगाड़ी	junan
ट्रेडमार्क	tavaramerkki
ट्रेडमार्क	tavaramerkin
यादृच्छिक	satunnaista
यादृच्छिक	satunnainen
यादृच्छिक	satunnaisia
क्रिस्टोफर	risto
क्रिस्टोफर	christopher
सचमुच	kirjaimellisesti
सचमुच	todella
सचमुच	oikeesti
मॉरिसन	morrison
घाटियों	laaksot
साँप	snake
साँप	käärme
लड़ा	taistellut
लड़ा	tais
लड़ा	taisteli
चिप	chip
चिप	sirun
चिप	siru
सचिवालय	sihteeristö
इंसुलिन	insuliinin
इंसुलिन	insuliini
इंसुलिन	insuliinia
सींग	torvi
सींग	horn
डूब	uppoaa
डूब	hukkuu
डूब	hukkuminen
जन्मजात	synnynnäinen
पिरामिड	pyramidin
खोजा	löydetty
खोजा	löydettiin
खोजा	etsinyt
जोली	jolie
शेयरधारकों	osakkeenomistajien
शेयरधारकों	osakkaiden
शेयरधारकों	osakkaat
शेयरधारकों	osakkeenomistajat
तदनुसार	vastaavasti
ऑयल	öljyn
ऑयल	öljyä
ऑयल	öljy
ऑयल	öljyt
गेंदों	munat
गेंदों	palloja
गेंदों	pallot
गेंदों	munaa
अमित	amit
पिच	syöttö
पिच	piki
झरना	vesiputous
झरना	kaatuu
झरना	putoaa
झरना	falls
झरना	vesiputouksia
अनुमोदित	hyväksytty
अनुमोदित	hyväksyttiin
अनुमोदित	hyväksynyt
अनुमोदित	hyväksytyt
सीमांत	marginaalinen
सीमांत	raja
सीमांत	rajaa
सीमांत	rajan
गुणांक	kerrointa
जीभ	kieli
स्विट्जरलैंड	sveitsissä
स्विट्जरलैंड	sveitsi
स्विट्जरलैंड	sveitsin
लॉग	lokit
लॉग	kirjaudu
लॉग	loki
लॉग	tukki
पागल	hullua
पागल	crazy
पागल	hullu
पागल	hullumpi
सिलिकॉन	pii
सिलिकॉन	piin
बेंजामिन	benjamin
मानदंड	kriteeri
मानदंड	peruste
मानदंड	kriteerin
समझाया	selitetty
समझाया	selitti
समझाया	selittänyt
सॉसेज	nakki
सॉसेज	makkara
सॉसेज	makkaraa
सहानुभूति	myötätuntoa
सहानुभूति	myötätuntoa
सहानुभूति	sympatiaa
सहानुभूति	empatiaa
लूट	saalis
न्यायपालिका	oikeuslaitos
न्यायपालिका	oikeuslaitoksen
विनियमित	säännellä
एंडरसन	andersonin
एंडरसन	anderson
मुकुट	kruunua
मुकुट	crown
मुकुट	kruunu
मुकुट	kruunun
यादगार	ikimuistoinen
करों	veroja
करों	verot
भुजा	käsi
भुजा	käsivarsi
भुजा	käsivarren
गिल	gill
मजबूती	voima
मजबूती	voimia
मजबूती	vahvuus
मजबूती	voimaa
भण्डार	osakkeet
भण्डार	osake
भण्डार	kannan
भण्डार	kalusto
भण्डार	varastot
भण्डार	varasto
ड्रग	huumeet
ड्रग	huume
ड्रग	huumeiden
ड्रग	lääke
बॉम्बे	bombay
कंपनियाँ	yritysten
कंपनियाँ	yrityksiä
कंपनियाँ	yhtiöt
कंपनियाँ	yritykset
मिशिगन	michigan
डकोटा	dakota
भूवैज्ञानिक	geologi
जोश	joshin
जोश	josh
सेंटीमीटर	senttimetriä
सेंटीमीटर	senttiä
सेंटीमीटर	senttimetriä
सीने	rintaan
सीने	rinta
सीने	rinnan
सीने	rintakehä
घर्षण	kitkaa
पीट	pete
पीट	peten
पीट	piet
बॉबी	bobbyn
बॉबी	bobby
भित्ति	seinämaalauksen
नरसंहार	teurastus
नरसंहार	verilöyly
नरसंहार	kansanmurhan
नरसंहार	kansanmurha
विचारकों	ajattelijoita
बिशप	piispa
बिशप	bishop
दुर्भाग्य	epäonnea
दुर्भाग्य	valitettavasti
लैस	lacy
पड़ोस	naapurusto
पड़ोस	naapuruston
न्यास	säätiö
न्यास	säätiön
न्यास	perusta
फोरम	foorumin
फोरम	foorumi
फोरम	forum
एथेंस	ateenassa
एथेंस	ateena
एथेंस	ateenan
पूँछ	hännän
धीमा	hitaasti
धीमा	hidas
धीमा	hidasta
धीमा	hitaampaa
धीमा	hitaampi
धीमा	hitaammin
चिन	chin
चिन	leuka
राज्याभिषेक	kruunajaiset
लड़का	poika
मनोनीत	nimittää
मनोनीत	ehdolla
मनोनीत	nimetty
मनोनीत	nimetyt
बॉडी	elin
बॉडी	vartalo
बॉडी	ruumis
बॉडी	kehon
बॉडी	keho
संकोच	epäröi
पीतल	brass
मुक्केबाजी	nyrkkeilyä
मुक्केबाजी	nyrkkeily
गुजर	ohimenevä
उभरा	ilmestynyt
