varšave	ורשה
tkaniva	ממחטות
majiteľa	הבעלים
majiteľa	בעלים
seminár	סדנה
seminár	המלאכה
seminár	הסדנה
seminár	סדנת
seminár	סמינר
seminár	הסמינר
manéver	תמרון
manéver	תמרון
drogy	סמים
drogy	תרופות
drogy	סמים
klient	לקוחה
klient	הלקוח
klient	לקוח
definovať	תגדיר
definovať	הגדר
čiara	קו
čiara	שורה
gps	gps
herman	הרמן
schválený	מאושר
schválený	אושר
schválený	אושרו
schválený	אושרה
presvedčiť	שכנוע
presvedčiť	משכנעת
presvedčiť	משכנע
presvedčiť	לשכנע
presvedčiť	שכנע
presvedčiť	לשכנע
presvedčiť	שכנע
účtovníctvo	חשבונאות
účtovníctvo	חשבונות
senát	הסנאט
dozadu	הפוך
dozadu	אחורנית
dozadu	לאחור
dortmund	דורטמונד
prežila	הישרדות
prežila	ניצול
prežila	שרד
prežila	שרדה
prežila	שרדו
luxembursko	לוקסמבורג
systematicky	בשיטתיות
systematicky	שיטתי
systematicky	שיטתית
kódex	קודקס
potvrdzuje	מאשרת
potvrdzuje	מאמת
sean	שון
wang	ואנג
wang	וונג
wang	וואנג
niekomu	מישהי
niekomu	מישהו
lorenzo	לורנזו
lorenzo	לורנצו
castro	קסטרו
patriace	שייכות
patriace	השייך
spotrebu	הצריכה
spotrebu	צריכת
spotrebu	שחפת
moslimovia	מוסלמים
koho	מי
ustanovenia	אספקה
vyžadujú	דורש
vyžadujú	דורשים
vyžadujú	דרוש
bavorsko	בוואריה
námorné	ימית
prinieslo	הובא
prinieslo	הביאו
prinieslo	הביא
prinieslo	הביאה
vylúčený	גורש
vylúčený	נשלל
zničenie	השמדה
zničenie	חורבן
zničenie	הרס
plaza	פלאזה
partnera	פרטנר
partnera	שותפה
partnera	שותף
diaľnici	כביש
keramiky	קדרות
keramiky	קרמיקה
konštanty	קבועים
gotická	גותי
jazdec	אביר
jazdec	רוכב
jazdec	הפרש
jazdec	פרש
realizácie	ההבנה
heinz	היינץ
bohorodičky	הניאה
šíriť	להפיץ
šíriť	לחלק
šíriť	התפשטות
šíriť	התפשט
šíriť	להפיץ
plánovanie	תזמון
plánovanie	מתכנן
plánovanie	תכנון
plánovanie	מתכננת
plánovanie	תכנות
barón	הברון
barón	ברון
zodpovednosti	אחריות
decembru	בדצמבר
decembru	דצמבר
benátkach	ונציה
boxer	מתאגרף
boxer	בוקסר
maternice	הרחם
maternice	רחם
maternice	רחם
napadol	הותקף
napadol	הותקפה
napadol	הותקף
napadol	תקף
napadol	הותקפה
kovové	מטאל
kovové	מתכות
kovové	מתכת
kovové	מתכתי
kovové	מתכת
afganistanu	אפגניסטן
poškodené	פגומה
poškodené	ניזוק
poškodené	פגום
poškodené	נזק
poškodené	נפגעה
poškodené	פגומה
poškodené	פגום
licencia	רישיון
licencia	הרישיון
licencia	רישיון
pripravené	מוכן
pripravené	מוכנים
pripravené	מוכנה
pripravené	הוכן
wiener	וינר
piper	פייפר
kristína	כריסטינה
kristína	קריסטינה
kristína	כריסטינה
kristína	קריסטינה
pošta	דואר
pošta	פוסט
pošta	פרסם
pošta	פרסום
lucas	לוקאס
lucas	לוקס
zaznamenaný	הוקלט
zaznamenaný	הקליט
zaznamenaný	מוקלט
vyučovanie	הוראה
vyučovanie	הדרכה
vyučovanie	הוראה
vyučovanie	מלמד
vyučovanie	לימוד
vyučovanie	מלמדת
tokugawa	טוקוגאווה
presunúť	זוז
presunúť	מהלך
rovné	סטרייט
rovné	ישר
rovné	שוות
rovné	שווים
rovné	שווה
oasis	אואזיס
todd	טוד
počíta	מחשבת
počíta	נחשב
počíta	סעיפים
počíta	ספרת
počíta	ספרתי
vektor	וקטור
tichá	שותקת
tichá	דומם
tichá	שקטה
portáli	פורטל
organizovať	מתארגנים
organizovať	מארגן
organizovať	ארגון
organizovať	מארגנים
organizovať	לארגן
organizovať	ארגן
organizovať	ארגן
zverejnené	פורסם
zverejnené	פרסם
zverejnené	פורסם
zverejnené	פורסמה
zverejnené	פרסמה
zverejnené	פרסמו
zverejnené	פרסם
stíhačky	לוחמי
stíhačky	לוחמות
stíhačky	לוחמים
koža	עור
koža	מעור
koža	העור
koža	עור
strih	ערכה
strih	נערך
strih	ערוך
strih	קאט
strih	לחתוך
strih	חתך
strih	חתוך
formácie	תצורות
kentucky	קנטקי
kentucky	קנטאקי
paláce	ארמונות
cisári	הקיסרים
lyžiarske	סקי
prázdne	ריקה
prázdne	ריק
prázdne	בלאנק
školské	לימודים
dôležitosť	חשיבות
dôležitosť	שייכות
dôležitosť	רלוונטיות
dôležitosť	חשיבות
dôležitosť	משמעות
navždy	לעד
navždy	לנצח
navždy	נצח
významy	משמעויות
stan	סטאן
stan	סטן
stan	אוהל
stan	האוהל
eye	עין
eye	העין
pat	פט
pat	פאט
weiss	וויס
weiss	ווייס
weiss	וייס
licenciu	רישיון
licenciu	הרישיון
licenciu	רישיון
licenciu	רשיון
licenciu	מורשה
stáť	עמידה
stáť	עומד
stáť	עומדת
stáť	עומדים
stáť	עמוד
stáť	סטנד
stáť	לעמוד
ingrid	אינגריד
rovno	סטרייט
rovno	ישר
sýria	סוריה
sýria	סומליה
nos	אף
nos	אפו
nos	אפה
nos	האף
nos	nos
výbuch	התפרצות
výbuch	פיצוץ
výbuch	התפוצצות
výbuch	הפיצוץ
maple	מייפל
diskografia	דיסקוגרפיה
julian	וליאן
thompson	תומפסון
orientovaný	מונחה
štvrtok	חמישי
tábory	מחנות
grafov	גרפים
terén	שטח
hrúbka	עובי
chceš	רוצה
chceš	רוצים
strýko	דוד
strýko	הדוד
xml	xml
predáva	מוכרת
predáva	מוכר
parkov	פארקים
parkov	פארקס
venezuela	ונצואלה
spieval	שרתי
spieval	סאנג
srbskej	סרבי
nancy	ננסי
pochod	מרץ
pochod	צעדה
pochod	במרץ
franco	פרנקו
farebný	צבע
farebný	הצבע
farebný	צבע
farebný	צבעוני
farebný	צבעוניות
farebný	צבעוניים
obchodníci	סוחרים
obchodníci	סוחרי
obchodníci	סוחרים
naprieč	לרוחב
podnikatelia	יזמים
predĺženie	הרחבה
predĺženie	שלוחה
predĺženie	הארכה
predĺženie	תוספות
zákazníkov	לקוחות
ponorky	צוללות
ponorky	צוללות
lloyd	לויד
odvetvia	תעשיות
odvetvia	מגזרים
súťažili	התחרו
jazda	רכיבה
jazda	לרכב
jazda	נסיעה
jazda	הסעה
jazda	מסע
jazda	המסע
jazda	נהיגה
jazda	נוהג
pacient	המטופל
pacient	חולה
pacient	מטופלת
pacient	מטופל
máriu	מריה
albánsko	אלבניה
proroka	נביא
proroka	הנביא
zostane	נשאר
iráne	איראן
iráne	אירן
bond	בונד
zliatiny	סגסוגת
rozdelili	פרודים
rozdelili	נפרד
rozdelili	מופרדים
rozdelili	מחולק
rozdelili	מחולקת
plávanie	לשחות
plávanie	שחייה
plávanie	שוחה
plávanie	שחיה
ferrer	פרר
eso	אייס
eso	אס
sexuálne	מיניות
sexuálne	מיני
sexuálne	מינית
sexuálne	מיני
hrubého	גרוס
hrubého	גועל
hrubého	דוחה
hrubého	מגעיל
hrubého	ברוטו
tradícií	מסורת
tradícií	מסורות
burgenland	בורגנלנד
podzemné	מחתרת
predný	קדמי
predný	החזית
predný	חזית
predný	לחזית
podmienkami	תנאי
podmienkami	תנאים
kritike	ביקורת
viere	האמונה
viere	פיית
viere	אמונה
gaius	גאיוס
srí	סרי
issn	issn
výnimku	חריגה
fontaine	פונטיין
podporil	תמיכה
podporil	נתמכת
podporil	נתמך
podporil	תמך
slabý	חלש
slabý	חלש
slabý	חלשים
slabý	חלשה
oleg	אולג
dell	דל
kazachstan	קזחסטן
vlastníctvo	הבעלות
vlastníctvo	בעלות
unix	יוניקס
obývané	מיושב
reštaurácie	מסעדת
reštaurácie	מסעדה
reštaurácie	מקומות
reštaurácie	למקומות
reštaurácie	מסעדות
odklon	הסחה
odklon	עזיבה
civilné	אזרחי
civilné	אזרחית
civilné	אזרחית
civilné	אזרח
civilné	אזרחי
riadku	שורה
latinská	לטינית
latinská	לטיני
latinská	בלטינית
latinská	הלטינית
württembersko	וירטמברג
štádium	הבמה
štádium	שלב
mlieko	חלב
gruzínsko	גאורגיה
plnenie	יישום
plnenie	מימוש
plnenie	ביצועי
plnenie	הצגה
plnenie	ביצועים
plnenie	הופעה
plnenie	ביצוע
plnenie	הביצועים
plnenie	מילוי
plnenie	ממלא
plnenie	ממלאת
plnenie	ביצוע
plnenie	הגשמה
kanály	ערוצים
kanály	ערוצי
kanály	הערוצים
kanály	הזנות
kanály	מאכיל
tradičná	מסורתית
tradičná	מסורתי
tradičná	מסורתיים
tradičná	קונבנציונלי
villeneuve	וילנב
vodopády	פולס
vodopády	נופל
vodopády	מפלים
kodaň	קופנהגן
poslali	נשלחו
poslali	נשלח
poslali	נשלחה
vedomostí	ידע
crew	צוות
postihnutých	נכים
postihnutých	נכה
zastavenie	עצירה
zastavenie	עוצר
zastavenie	עוצרת
zastavenie	עוצרים
kopy	ערמה
kopy	ערימת
kopy	הערימה
kopy	ערימה
kopy	ערמת
kopy	בעיטות
radoslav	רדוסלאב
elektronická	אלקטרונית
elektronická	אלקטרוני
zobrazený	המוצג
zobrazený	מוצגים
zobrazený	מוצגת
zobrazený	מוצג
tvrdé	נוקשה
špecializované	מומחה
špecializované	מומחית
make	הפוך
eseje	חיבורים
bombardér	מחבל
bombardér	המחבל
bombardér	מפציץ
autonómne	האוטונומית
hercegovine	הרצגובינה
innsbruck	אינסברוק
podrobne	מפורטת
podrobne	מפורט
podrobne	מפורטים
odmenu	פרס
odmenu	גמול
plod	העובר
plod	עובר
divadlá	תיאטראות
lineárne	לינארי
teoretické	תיאורטי
teoretické	תאורטית
teoretické	תיאורטית
tendenciu	נטייה
westminster	ווסטמינסטר
sergejevič	סרגייביץ
tajomstvo	סוד
tajomstvo	סודות
tajomstvo	תעלומה
tajomstvo	מסתורין
tajomstvo	סודית
tajomstvo	סוד
tajomstvo	סודיות
tajomstvo	סודי
upravuje	מסדיר
dusíka	חנקן
lekárov	רופאים
lekárov	רופאים
stratégia	אסטרטגיה
marcos	מרקוס
vdova	אלמנה
čítaj	קראי
čítaj	לקרוא
čítaj	קרא
čítaj	קריאה
ľudstvo	אנושיות
ľudstvo	האנושות
ľudstvo	האנושיות
ľudstvo	אנושות
ľudstvo	האנושות
vyrobiť	יוצר
vyrobiť	מיוצר
vyrobiť	יוצרו
vyrobiť	מיוצרים
vyrobiť	הפוך
vyrobiť	לייצר
spoznal	זוהה
spoznal	מזוהה
spoznal	מוכר
spoznal	מוכרת
spoznal	מזהה
mozog	מוח
mozog	המוח
mozog	מח
mozog	מוח
mozog	מוחות
babylon	בבל
babylon	בבילון
schválil	מאושר
schválil	אושר
schválil	אושרו
schválil	אושרה
duet	דואט
duet	הדואט
hnedé	בראון
hnedé	חומה
hnedé	חומות
hnedé	חום
kláštorov	מנזרים
psp	psp
počítačom	מחשב
dizajnér	מעצבים
dizajnér	מעצבת
dizajnér	מעצב
železný	איירון
železný	ברזל
príbuzný	יחסי
dawn	דון
dawn	דאון
dawn	השחר
dawn	שחר
generáli	הגנרלים
generáli	גנרלים
prod	לדרבן
forum	פורום
mhc	mhc
logické	לוגיקה
logické	הגיוני
logické	לוגי
logické	לוגיקה
logické	היגיון
logické	הגיון
obvinený	הואשם
obvinený	מואשמת
obvinený	מואשם
obvinený	האשים
obvinený	נאשם
obvinený	טעון
obvinený	טעונה
zlúčenina	המתחם
zlúčenina	מתחם
zlúčenina	תרכובת
portréty	דיוקנאות
hymny	מזמורים
uhla	זוית
uhla	זווית
podstata	מהות
podstata	המהות
podstata	תמצית
nacistické	נאצית
nacistické	נאצי
dobrovoľníkov	מתנדבים
dobrovoľníkov	מתנדבת
dobrovoľníkov	מתנדב
plavby	מסעות
plavby	הפלגות
plavby	שייט
plavby	שיוט
ľadová	קרחון
ľadová	קרחונים
povrchová	שטחית
povrchová	שטחי
používatelia	משתמשים
svaly	שרירים
svaly	השרירים
svaly	שרירים
svaly	שריר
modlitby	תפילה
modlitby	תפילות
thajsko	תאילנד
objavy	תגליות
palma	פלמה
vykonávanie	יישום
vykonávanie	מימוש
vykonávanie	ביצוע
spomenuté	ציינו
spomenuté	הוזכר
spomenuté	מוזכר
spomenuté	הזכיר
zvýšený	גידלה
zvýšený	מוגברת
zvýšený	גדל
vyhľadávanie	חפש
vyhľadávanie	חיפוש
vyhľadávanie	חפשי
vyhľadávanie	חיפוש
vyhľadávanie	מחפש
vyhľadávanie	מחפשת
vyhľadávanie	מחפשים
pracovná	עובדת
pracovná	עובד
nashville	נאשוויל
kórea	קוריאה
pridelený	שהוקצה
pridelený	הוקצה
pridelený	שהוקצה
pridelený	הוקצה
pridelený	המוקצב
hamburgu	המבורג
hostia	אורחים
warren	וורן
fenomén	תופעות
fenomén	תופעה
fenomén	תופעת
fenomén	התופעה
fenomén	תופעה
fenomén	עילוי
posádok	קרוז
hroby	גרייבס
hroby	קברים
horizont	אופק
flotila	צי
flotila	הצי
študijné	למידה
študijné	לימוד
študijné	מחקר
problem	הבעיה
problem	בעייה
problem	בעיה
šimon	שמעון
šimon	סימון
šimon	סיימון
slávne	מפורסם
slávne	מפורסמים
slávne	המפורסם
slávne	מפורסמות
slávne	מפורסמת
viktória	ויקטוריה
súvislosť	קישור
súvislosť	לינק
napadli	פלש
napadli	פלשו
závislá	תלויים
závislá	תלויה
závislá	תלותי
závislá	תלות
závislá	מכור
závislá	מכורה
závislá	מכור
závislá	מכורה
žily	ורידי
žily	ורידים
žily	וריד
král	המלך
král	קינג
král	מלך
kritické	קריטית
kritické	קריטי
kritické	ביקורתי
kritické	ביקורתית
obrovská	ענקית
obrovská	ענק
iowa	איווה
prechodne	זמנית
ponúkajú	מציע
ponúkajú	מציעה
súčiastky	חלקים
súčiastky	רכיבים
sobotu	השבת
sobotu	שבת
odstránené	נמחקו
odstránené	נמחקה
odstránené	נמחק
odstránené	הוסר
odstránené	הוסרה
odstránené	הוסרו
dost	מספיק
čistá	נקיה
čistá	נקייה
čistá	נקי
čistá	טהורה
čistá	טהורים
čistá	טהור
rasy	גזעים
rasy	מירוצים
rasy	מרוץ
rasy	גזע
rasy	מירוץ
rasy	הגזע
opatrení	אמצעי
lokomotíva	קטר
gate	שער
gate	מכנס
gate	מכנסיים
klíma	האקלים
klíma	אקלים
tesla	טסלה
pancier	שריון
pancier	שיריון
pancier	שריון
pancier	שיריון
pary	אדים
pary	קיטור
amy	איימי
dec	דק
chudobných	עני
chudobných	עניים
chudobných	מסכן
robotníci	עובדים
robotníci	פועלות
robotníci	פועלים
madame	מאדאם
bratmi	אחים
kontextu	ההקשר
kontextu	הקשר
odchodu	עזיבה
macedónsko	מקדוניה
varu	רותחים
varu	להרתיח
varu	רותח
varu	רותחת
otrokov	עבדים
otcov	אבות
otcov	אבות
biologické	הביולוגי
biologické	ביולוגי
biologické	ביולוגית
zásobovanie	אספקה
zásobovanie	אספקת
zásobovanie	אספקה
mysle	מחשבות
mysle	מוחות
detská	ילדים
detská	ילדים
ramena	כתף
ramena	הכתף
ramena	זרוע
ukázať	הראה
ukázať	הצגה
ukázať	הצג
arab	ערבים
arab	ערבי
otvorila	נפתח
otvorila	פתחתי
otvorila	נפתחה
