در	door
صدر	sadr
فلسفی	philosophical
شکار	hunted
شکار	hunting
راهنمایی	hint
بایگانی	archiving
بایگانی	archive
بایگانی	filing
بایگانی	archives
گره	node
گره	tie
گره	knot
گره	tied
سختی	difficulty
سختی	difficult
تغذیه	feed
تغذیه	nutrition
تغذیه	feeding
هویت	hoyt
هویت	identity
منصور	mansur
منصور	mansour
منصور	mansoor
شورش	riot
شورش	rebellion
سردار	sardar
سردار	serdar
اراک	arak
ششمین	sixth
عمدتاً	mainly
عمدتاً	primarily
خاطرات	memories
جانشین	successors
جانشین	successor
جانشین	substitute
سالانه	yearly
سالانه	anniversaries
سالانه	annual
مشکلی	problem
شغل	career
شغل	job
شغل	profession
بزرگتر	older
لشکر	army
اکثریت	majority
اساطیر	mythology
ابعاد	dimensions
منطقی	logical
منطقی	logic
متهم	defendant
میل	desire
میل	mill
میل	accord
میل	mil
زلزله	earthquake
اندیشه	reflect
اندیشه	ponder
گراف	graph
گراف	graff
پیوندهای	links
صامت	silent
فولاد	steel
پویانمایی	animate
پویانمایی	animation
پویانمایی	animated
پویانمایی	animations
ارتباطی	communication
کلمات	words
زندانی	prisoner
زبانی	linguistic
قره	qara
پنهان	hide
پنهان	hidden
تایید	confirm
پذیرفته	accepted
استخراج	extraction
استخراج	extract
استخراج	extracting
استودیو	studio
رژیم	diet
رژیم	regime
سند	sand
سند	document
ممنون	thanks
هتل	hotel
کانون	focus
بیرونی	exterior
شیکاگو	chicago
رها	abandon
کمیسیون	commission
کمیسیون	committee
مرجع	reference
نیازی	requirement
بازیگری	acting
ارجاع	forwarding
ارجاع	reference
شاهنامه	shahnameh
نسبتاً	moderately
سلول	cell
سلول	cells
پلی	bridge
پلی	poly
دکتری	doctor
ناوبری	navigation
معلوم	known
موزیکال	musical
دختران	girls
دختران	daughters
ضعیف	weak
حاشیه	rim
حاشیه	margin
کویت	kuwait
روانی	psycho
روانی	psychic
فن	von
فن	fan
درس	lessons
درس	lesson
کنگ	kang
کنگ	keng
کنگ	kong
تمشک	raspberry
تامین	securing
تامین	supply
اعراب	arabs
اعراب	bedouin
اعراب	desert
فیلیپ	philip
حرارت	heat
ممنوع	restricted
ممنوع	forbidden
ممنوع	prohibited
ممنوع	banned
انتاریو	ontario
تقویت	amplification
تقویت	strengthening
کوهستانی	mountain
مشاور	consultant
مشاور	counselor
مشاور	adviser
نوازنده	musician
نوازنده	musicians
معیار	criterion
معیار	criteria
نرم	smooth
نرم	soft
نرم	gentle
سقف	roof
قبرس	cyprus
مصنوعی	synthetic
مصنوعی	artifact
مصنوعی	artificial
فکری	intellectual
توصیه	recommend
توصیه	recommendations
کلیسا	church
لیبی	libyan
لیبی	libby
لیبی	libya
هوانوردی	aviation
هوانوردی	aeronautics
دوازده	twelve
بزرگراه	freeway
بزرگراه	highways
بزرگراه	highway
اخبار	news
پرسپولیس	persepolis
کنفرانس	conference
آلی	organic
مغناطیسی	magnetic
مشروطه	constitutional
هاروارد	harvard
جمینای	gemini
سو	sue
سو	soo
آشکار	apparent
آشکار	evident
ترور	terror
ترور	assassination
ترور	trevor
معدن	mining
شکایت	complaining
شکایت	complaints
شکایت	complaint
شکایت	complain
خشونت	violent
خشونت	violence
مجید	majid
افتتاح	packed
افتتاح	opening
طلای	gold
تألیف	composing
میانی	intermediate
محیطی	peripheral
دارا	dara
لو	lew
پزشک	physician
توهین	insults
توهین	insulting
توهین	insult
هفتمین	seventh
سازنده	creator
سازنده	maker
سازنده	manufacturer
استقبال	welcoming
آزمون	test
آزمون	testing
آزمون	exam
آزمون	quiz
موقت	interim
موقت	temporarily
موقت	temporary
موقت	provisional
موقت	temp
تبلیغات	promotions
تبلیغات	advertising
تبلیغات	propaganda
آیداهو	idaho
درستی	correctness
ضرب	multiplication
ضرب	multiply
ضرب	product
ضرب	tempo
کوتاهی	short
ملاقات	meet
ملاقات	visit
ملاقات	meeting
برسد	visits
افزودن	add
کمال	kamal
کمال	perfection
کمال	kemal
وان	tub
وان	van
مجازی	virtual
اقامت	resident
اقامت	residence
اقامت	staying
چمن	lawn
چمن	grass
مایکروسافت	microsoft
پیاده	foot
نیجریه	nigerian
نیجریه	nigeria
علامت	signal
علامت	sign
تونس	tunisia
تونس	tunisian
تونس	tunis
دشمن	enemy
توافق	agreed
توافق	settlement
توافق	compromise
توافق	agreement
توافق	arrangement
صعود	ascension
صعود	climbing
صعود	ascent
مریم	miriam
مریم	mary
مریم	maryam
فون	von
استخوان	bones
استخوان	bone
کنتیکت	connecticut
کوروش	cyrus
رادیویی	radio
متروی	subway
متروی	metro
متروی	subways
شاهان	kings
بیل	bill
معبد	shrine
معبد	temple
استانبول	istanbul
ارکستر	orchestra
نازی	nazi
بنی	beni
بنی	benny
ون	vans
ون	van
ون	wen
کانادایی	canadian
مسلح	armed
مخالفان	resistance
مخالفان	opponents
پیانو	piano
مانع	obstacle
مانع	barrier
عمان	oman
سلاح	weapons
سلاح	weapon
مدنی	civil
مدنی	madani
مدنی	civic
رئال	real
رئال	réal
رئال	reale
سیاره	planet
آزمایشی	experimental
فاکس	fox
رنگی	decorating
رنگی	colorful
راحتی	comfortable
ساختمانی	building
شریف	sharif
شاپور	shapur
دبیر	secretary
آگاهی	consciousness
آگاهی	knowledge
آگاهی	awareness
نفره	combos
مقابله	confrontation
مقابله	combat
اتفاقات	events
اسمیت	smith
مفاهیم	implications
مفاهیم	concepts
کاملا	completely
یوگسلاوی	yugoslavia
مصالح	masala
مصالح	material
مصالح	materials
تأکید	emphasis
تأکید	consistency
شرط	wager
شرط	condition
ملا	mulla
ملا	molla
وحید	vahid
بزرگان	elders
روزانه	daily
تنگ	tang
واقعیت	truth
واقعیت	reality
تمرکز	focused
تمرکز	focus
گوشت	meat
حقیقی	real
حقیقی	true
تئوری	theory
اردن	jordan
فاز	phase
الف	alf
الف	elf
الف	alif
پیچیده	complex
پیچیده	complicated
پیچیده	twisted
بیماران	patients
ایمنی	safety
گیر	gir
گیر	gear
تکیه	pillows
تکیه	lean
جسم	body
جسم	corpus
پرانتز	bracket
پرانتز	brackets
پرانتز	parenthesis
ماریا	maria
سوال	question
سوال	questions
احزاب	factions
احزاب	companies
احزاب	parties
زاویه	angle
روس	russian
فرستاده	messenger
جانبی	lateral
عام	generic
آفتاب	sun
آفتاب	sunshine
اتهام	charges
اتهام	accusation
اتهام	charge
اتهام	accusations
پدیده	phenomenon
ارمنیان	armenian
ارمنیان	armenians
کوبا	koba
کوبا	cuba
نمایی	exponential
فرصت	chance
فرصت	opportunity
مربیگری	coaching
مربیگری	coach
کندی	candy
کندی	kennedy
زیبای	beauty
بعداً	later
هادی	hadi
هشتمین	eighth
نگاهی	look
فاطمه	fatima
فاطمه	fatma
قدمت	old
اخلاقی	moral
اخلاقی	morality
نماز	prayer
نماز	prayers
اخلاق	ethics
اخلاق	moral
اخلاق	temper
اخلاق	morals
اخلاق	morality
وقایع	incidences
اینها	these
تبلیغ	advertisement
تبلیغ	promotion
تبلیغ	promote
تبلیغ	advertise
منطق	logic
امین	amin
امین	faithful
امین	trusted
امین	honest
مونیخ	munich
کارگران	workers
بحران	crisis
شناگر	swimmer
تولیدی	manufacturing
ساکنان	occupants
پارلمان	parliament
ریو	ryo
ریو	ryu
ریو	rio
خورد	ate
سپرده	deposits
سپرده	deposit
ایزو	iso
خاکستری	gray
خاکستری	grey
فورد	ford
ستاد	staff
تخمین	estimate
تخمین	estimation
مخفی	hidden
مخفی	secret
انقلابی	revolutionary
انقلابی	revolution
انقلابی	ruf
کس	cass
بال	bal
بال	ball
بال	wing
میوه	fruit
میوه	fruits
کارت	card
تراکم	condensation
تراکم	compression
تراکم	density
روبرو	facing
سیر	garlic
تصادفی	random
تصادفی	accident
تصادفی	accidental
تصادفی	coincidence
هیات	delegation
معیارهای	metrics
معیارهای	criteria
آنا	anna
سگ	dog
عوارض	complications
عوارض	terrain
عوارض	toll
استیون	stephen
هیجانی	emotion
هیجانی	emotional
هیجانی	thrilling
آگوست	august
آفریقایی	african
تکامل	evolution
ایده	ideas
ایده	idea
نیرو	strength
نیرو	force
هندوستان	hindustan
هندوستان	india
سکونت	dwell
سکونت	inhabited
سکونت	habitable
روان	running
روان	gush
روان	flowing
مجری	presenter
مجری	presenting
مجری	executor
ژیمناستیک	gymnastics
خویشاوندان	relatives
خویشاوندان	kin
ضروری	urgent
ضروری	necessary
ضروری	essential
ضروری	essentials
نیک	nick
سرود	hymn
سرود	anthem
سرود	kaba
زرین	golden
زرین	gold
فرا	fra
دکترای	doctorate
دکترای	doctoral
دکترای	doctors
پرده	screen
پرده	curtain
افسران	officials
افسران	officers
آلبانی	albany
آلبانی	albania
وارنر	warner
متاسفانه	unfortunately
شور	shur
شور	brine
شور	salty
تمایل	inclined
تمایل	willingness
کریس	chris
فرم	form
فقه	jurisprudence
اسکندر	alexander
نسبی	relative
سیگنال	signal
طرفداران	fans
خریداری	purchase
خریداری	purchased
سینه	boobies
سینه	chest
سینه	boobs
سینه	breast
سینه	breasts
واشنگتن	washington
غالب	dominant
غالب	victorious
غالب	dominating
آدم	adam
سطحی	shallow
سطحی	surface
رقم	digit
ویروس	virus
ویروس	viruses
متشکل	composed
متشکل	consist
ژنرال	general
قزاقستان	kazakhstan
زندانیان	prisoners
ضربه	bump
ضربه	impact
ضربه	kick
نهمین	ninth
ایر	ayr
ایر	air
پیروز	win
پیروز	victorious
پیروز	peroz
نمایندگی	representation
نمایندگی	agency
تایوان	taiwan
عظیم	azim
قاسم	qasim
عقیده	opinions
زیستی	biological
زیستی	biodiversity
پزشکان	physicians
پزشکان	physician
پزشکان	doctors
جاری	current
مرزهای	borders
سطوح	levels
پیدایش	emergence
پیدایش	genesis
معلم	teacher
معلم	teachers
نشانه	tokens
نشانه	token
نشانه	indication
پیشرفته	advanced
آزمایشگاه	labs
آزمایشگاه	laboratory
آزمایشگاه	lab
زیاگان	biota
طیف	spectrum
جزئیات	details
جزئیات	detail
حس	feel
حس	feeling
حس	sense
یاری	yari
پیرو	piero
پیرو	follower
گفتمان	discourse
کمبود	lack
کمبود	shortage
جوامع	communities
جوامع	societies
تیراندازی	shooting
استدلال	arguments
استدلال	argument
استدلال	reasoning
قله	peak
خودمختار	autonomous
یورو	euros
یورو	euro
هواپیماهای	planes
گوناگونی	diversity
حومه	countryside
حومه	suburbs
حومه	suburban
حومه	suburb
اون	she
دفن	burial
دفن	bury
خوردن	eating
آنلاین	online
ادعای	claim
شیشه	glass
مربوطه	relevant
انتخاباتی	electoral
انتخاباتی	election
عموماً	generally
امواج	waves
مقدماتی	elementary
مقدماتی	preliminary
قومی	ethnic
مجتمع	integrated
دانشجو	student
زهرا	zahra
شاگردان	pupils
شاگردان	disciples
نوجوانان	teens
نوجوانان	adolescents
نوجوانان	juvenile
نظم	order
معانی	meanings
تنهایی	alone
تنهایی	loneliness
تنهایی	lonely
آلفا	alpha
چرخ	wheel
چرخ	wheels
چرخ	cart
هرات	herat
هرات	complex
مهندسان	engineers
گردش	excursion
گردش	circulation
گردش	sightseeing
بم	bam
کاشان	kashan
پور	pur
آیت	ait
تبعید	exile
تبعید	exiled
جنگلی	forest
جنگلی	jungle
روزگار	days
آسیاب	mill
آسیاب	grind
بحرین	bahrain
دانسته	known
خواص	reduced
اریک	eric
قربانی	sacrifice
قربانی	victim
جوزف	joseph
آندره	andre
پارس	bark
پارس	pars
وکیل	lawyers
وکیل	lawyer
اختراع	inventing
اختراع	invention
اختراع	invented
گرامی	honorable
گرامی	generous
گرامی	honored
گرامی	honour
گرامی	noble
عمارت	mansion
داغ	hot
جدایی	parting
جدایی	separation
سفیر	ambassador
سفیر	sapphire
مزرعه	farm
لیسانس	bachelor
تحقیقاتی	research
سینا	sienna
سینا	sinai
سینا	sina
الفبای	alphabet
حرفه	career
حرفه	profession
همراهی	accompany
همراهی	companionship
همراهی	escort
وسعت	enlarge
محرم	intimate
ادب	courtesy
ادب	manners
خودروی	car
خودروی	hybrid
کوهی	mountain
کوهی	montane
بوسنی	bosnian
بوسنی	bosnia
جداگانه	separately
عباسی	abbasi
سیما	sima
افسانه	legend
افسانه	myth
افسانه	legends
رزمی	martial
نجف	najaf
اعظم	azam
قفقاز	caucasus
قفقاز	caucasian
مجاز	authorised
مجاز	authorized
مجاز	legal
مجاز	allowed
حسام	hossam
البرز	alborz
معمولا	usually
معمولا	normally
موسوم	nee
اروگوئه	uruguay
سراب	mirage
گمان	opinion
گمان	assumption
چای	tea
محاصره	siege
محاصره	blockade
محاصره	surrounded
محاصره	surround
فرهاد	farhad
کف	foam
کف	floor
اکران	akron
اکران	screening
فرماندار	governor
کنسرت	concert
کنسرت	concerts
بیمه	insurance
آلبرت	albert
گلی	glee
گلی	clay
کجا	where
اکسید	oxide
خدایان	gods
ونزوئلا	venezuelan
ونزوئلا	venezuela
سؤال	question
سؤال	questions
مقادیر	values
برآورد	estimate
برآورد	estimation
برآورد	estimates
امیدوارم	hope
لیتوانی	lithuanian
لیتوانی	lithuania
علائم	symptoms
درونی	interior
درونی	internal
درونی	inner
سرور	server
فیلسوف	philosopher
موریس	mauritius
موریس	morris
موریس	maurice
درج	insert
درج	insertion
درج	inserts
سامسونگ	samsung
زابل	zabel
الیزابت	elizabeth
وظایف	duties
سانتا	santa
سایه	shading
سایه	shadow
سایه	shade
مرور	browse
مرور	review
مرور	browsing
پیروان	followers
گذار	transition
وحدت	unity
الهام	inspired
الهام	inspire
الهام	inspiration
محبوب	popular
محبوب	adored
محبوب	favorite
محبوب	beloved
پروتکل	protocol
گام	step
تحویل	delivery
تحویل	deliver
حرارتی	thermal
سندی	sindhi
سندی	sandy
جلال	glory
جلال	jalal
راس	ross
مشتری	customer
مشتری	customers
مشتری	client
مشتری	jupiter
بابا	dad
مرده	dead
نوجوانی	teen
نوجوانی	adolescence
ورزشکار	athletic
ورزشکار	athlete
ورزشکار	sport
هواگرد	aircraft
مدافعان	defenders
سونی	sony
تجدید	renewal
نویس	noyce
نویس	nevis
والتر	walter
چوبی	wooden
چوبی	wood
پژوهشگران	researchers
دفاعی	defense
سیم	wire
سیم	wiring
سیم	sim
نوادا	nevada
اصطلاحات	terms
اصطلاحات	terminology
آبشارها	waterfalls
دقیقاً	exactly
تخم	eggs
تخم	egg
سالم	healthy
سالم	salem
کامرون	cameroon
مسکن	housing
تحریک	provocative
تحریک	excite
تحریک	provoked
تحریک	stimulate
تحریک	inciting
یحیی	yahya
آرایه	array
مکانی	place
حسابداری	accounting
آیلند	island
آدرس	address
الهی	god
الهی	divine
سوار	ride
سوار	rider
نادرست	incorrect
نادرست	wrong
نادرست	false
اصلاحات	modifications
اصلاحات	reform
اصلاحات	improvements
اصلاحات	reformation
اصلاحات	corrections
اصلاحات	improve
هزاران	thousands
تظاهرات	demonstrate
تظاهرات	protest
تظاهرات	demonstration
تظاهرات	demonstrations
مرزی	border
مرزی	frontier
کارائیب	caribbean
گردن	neck
تحصیلی	academic
ویکتوریا	victoria
تجاوز	assault
تجاوز	aggression
تجاوز	rape
زمستانی	winter
تبلیغاتی	advertising
تبلیغاتی	propaganda
فردا	tomorrow
مرتب	sorted
ترس	fear
ترس	awe
استیو	steve
استناد	citation
تل	tal
تل	tall
تل	tel
تل	tol
قصر	castle
قصر	palace
پرستاری	nursing
رساله	pamphlet
رساله	pamphlets
توده	masses
توده	mass
گاو	cow
دموکراتیک	democratic
سوخته	burnt
شعار	motto
شعار	slogan
وحشی	wild
وحشی	savage
خبرنگار	correspondent
خبرنگار	journalist
آنتونیو	antónio
آنتونیو	antonio
واقعه	incident
واقعه	event
جلسه	session
جلسه	meeting
اکسیژن	oxygen
عدالت	justice
فیلتر	filter
مترو	subway
مترو	metro
دخالت	interference
دخالت	intervention
دخالت	involvement
دخالت	interfering
دخالت	interfere
ابی	abby
شهروندان	citizens
رسم	tradition
رسم	plot
ازبکستان	uzbekistan
تشویق	encourage
تشویق	applause
مدعی	pretender
سرکوب	repression
سرکوب	suppress
سرکوب	repressed
سرکوب	suppressed
هشدار	warning
هشدار	alert
شاهین	shahin
شاهین	shaheen
شاهین	falcons
شاهین	falcon
برود	passes
معادله	equation
سیب	apple
سیب	apples
ولتاژ	voltage
ماهواره	satellite
برگشت	back
یخ	ice
صلیب	cross
بیس	bass
بیس	bis
بل	belle
بل	bell
ناخالص	gross
پورنو	pornographic
داوری	judgement
داوری	arbitration
داوری	judge
داوری	judgment
نمایشی	performing
نمایشی	demonstrations
پراکنده	scattered
بیگ	big
محقق	researcher
کاظم	kasim
کاظم	kazim
اختلالات	disorder
اختلالات	disorders
اختلالات	disturbances
مأموریت	mission
قطار	train
قطار	trains
مهاجران	immigrants
مهاجران	migrants
مهاجران	emigrants
پری	perry
پری	pari
موافقم	agree
متحرک	mobile
متحرک	mobil
کوهستان	mountain
کوهستان	mountains
ادیان	religions
حشرات	insects
حشرات	bugs
دیسک	disk
دیسک	disc
دوستی	friendship
دوستی	friend
تقلید	emulate
تقلید	imitate
تقلید	imitation
نهضت	crusade
نهضت	movement
کهنه	old
اجباری	forced
اجباری	force
اجباری	mandatory
اجباری	compulsory
ضریب	coefficient
نان	curry
نان	nan
نان	bread
خورده	ate
خورده	eaten
امریکا	america
یوروویژن	eurovision
گرافیک	gpu
گرافیک	graphics
معمار	architect
نیل	nile
بخصوص	especially
گازی	moped
مرکب	composite
مرکب	compound
مرکب	ink
ماندن	staying
ماندن	stay
نفس	breath
نفس	self
نفس	ego
نفس	soul
براون	brown
براون	braun
واسطه	intermediate
واسطه	middleman
واسطه	intermediary
فشرده	condensed
فشرده	zip
فشرده	compressed
مری	mary
مری	merry
آذربایجانی	azerbaijani
شطرنج	chess
لیورپول	liverpool
وسیع	wide
وسیع	extensive
وسیع	spacious
وسیع	vast
تار	web
تار	warp
تار	tar
سودان	sudan
سودان	sudanese
اسلواکی	slovak
اسلواکی	slovakia
شکلی	figures
عملیاتی	operational
سازهای	structural
حرم	sanctuary
راهنما	manual
راهنما	guide
دوستدار	affectionate
دوستدار	loving
رمز	crypto
رمز	cipher
سیدنی	sidney
سیدنی	sydney
جونز	jones
استانداردهای	standards
سران	chiefs
اپرا	opera
اسلحه	gun
آلفرد	alfred
نمادهای	symbols
بادی	buddy
بادی	wind
فرانسیس	francis
امتداد	stretches
خطاب	khattab
سهم	contribution
سهم	shares
متمرکز	concentrated
متمرکز	focused
دلیلی	reason
ماجرای	adventure
کارگر	labour
کارگر	worker
کارگر	labor
دایره	circles
دایره	circle
دایره	circular
مغزی	brain
پروفسور	professor
مانی	mani
سرپرستی	patronage
سرپرستی	adopting
سرپرستی	supervision
خوراکی	edible
دان	don
سرچشمه	fountain
عقاید	opinions
عقاید	beliefs
انفجار	blast
انفجار	explosion
انفجار	detonation
خزندگان	reptile
خزندگان	reptiles
تحمل	tolerate
تحمل	tolerance
تحمل	tolerated
بنیانگذار	founder
مقبره	tomb
متخصص	specialist
متخصص	expert
عاشق	love
لحظه	moment
شباهت	similarities
شباهت	resemblance
شباهت	similarity
داوران	judges
تسلیم	surrender
تسلیم	submit
تسلیم	submission
آستانه	threshold
آستانه	astana
آستانه	brink
اثرات	effects
تعادل	trim
تعادل	balance
تعادل	equilibrium
محمدی	mohammadi
کاغذ	paper
کاغذ	papers
زوج	pair
زوج	couple
فضانوردان	astronauts
گرگ	wolf
گرگ	gregg
تعقیب	pursuit
یهودیت	judaism
اسلوونی	slovenia
اسلوونی	slovenian
آماری	statistic
آماری	statistical
سراسری	global
هوش	intelligence
لینوکس	linux
سنگاپور	singapore
مالیات	taxation
مالیات	tax
مالیات	taxes
کشتن	kill
کشتن	killing
عبری	hebrew
اثری	impressions
آغازین	init
آغازین	initial
سواحل	beaches
یادگیری	learning
یادگیری	learn
مجازات	penalty
مجازات	punishment
سازمانی	organizational
سازمانی	enterprise
دوک	duke
رز	rose
رز	rosa
سکه	coins
سکه	coin
نمودار	diagram
نمودار	chart
هالیوود	hollywood
بمب	bomb
محلول	solution
تیمور	timor
تیمور	timur
بچه	baby
بچه	child
کمبریج	cambridge
دختری	girl
نمک	salt
عمران	imran
کنیا	kenya
استون	stone
استون	acetone
پوشیده	worn
معماران	architects
موجودات	creatures
هلندی	dutch
روزه	fasting
روزه	fast
موش	rat
موش	mouse
آگاه	informed
آگاه	aware
تفکیک	dissociate
تفکیک	dissociation
تفکیک	separation
جامد	solid
اخراج	deportation
اخراج	expulsion
اخراج	fired
دژ	fortress
دژ	fort
جمعیتی	demographic
جمعیتی	population
کمترین	minimum
کمترین	minimal
میشل	michelle
دموکراسی	democracy
تدریج	gradually
خزر	khazar
خزر	caspian
شکسته	broken
شکسته	broke
لوکزامبورگ	luxembourg
ماداگاسکار	madagascar
کوانتومی	quantum
برتری	excellence
برتری	advantage
بارگذاری	load
بارگذاری	loaded
بارگذاری	loading
بارگذاری	uploading
بارگذاری	upload
تورنتو	toronto
جانی	johnny
هیل	hale
هیل	hill
بنگلادش	bangladesh
مار	mar
مار	snake
شواهد	evidence
دهان	mouth
دهان	mouths
مهاجمان	raiders
مهاجمان	invader
مهاجمان	invaders
مهاجمان	assassins
وست	west
شک	doubt
شک	doubtful
تابش	brilliance
شیطان	devil
جفت	pair
جفت	placenta
جفت	pairs
ابر	clouds
ابر	cloud
عمیق	deep
عمیق	profound
ابراز	expressing
ویلیامز	williams
دستگیری	arrest
دستگیری	capture
دستگیری	arrests
تست	test
تست	testing
اساتید	masters
اساتید	teachers
تنوع	diversity
تنوع	variation
تنوع	variety
ترجیح	prefers
نشانی	address
حساس	sensitive
اشخاص	persons
پرتو	beam
پرتو	ray
اورشلیم	jerusalem
فرمانروایی	kingdom
ارنست	ernst
ارنست	ernest
گپ	chat
پاس	appreciation
پاس	pass
اجزای	components
معنا	meaning
هیدروژن	hydrogen
جاز	jazz
راز	secrets
راز	secret
نوجوان	teen
نوجوان	teenage
نوجوان	teenager
نوجوان	teenagers
اصغر	asghar
عامه	popular
تمرین	rehearsal
تمرین	training
تمرین	practice
تمرین	exercise
بابک	babak
اواسط	mid
شلیک	shoot
شلیک	shot
کوشش	endeavour
کوشش	effort
کوشش	efforts
پلاک	plate
پلاک	plaque
بیاید	come
هماهنگی	coordination
هماهنگی	harmony
خام	crude
خام	raw
قدس	jerusalem
هوشمند	intelligent
هوشمند	smart
انتقام	vengeance
انتقام	revenge
منافع	interests
منافع	benefits
بام	roof
دستیار	assistant
نشریات	journals
نشریات	publications
رویدادها	events
بالاخره	finally
کتیبه	inscription
کتیبه	scroll
ویکیپدیا	wikipedia
خلافت	caliphate
لغو	cancel
لغو	override
چرخه	circle
چرخه	cycles
چرخه	cycle
تیلور	taylor
هاوایی	hawaii
هاوایی	hawaiian
استخدام	hiring
استخدام	hire
استخدام	hired
استخدام	employment
استخدام	recruit
تندیس	sculpture
تندیس	statue
پاییز	autumn
پاییز	fall
دیویس	davis
خوزه	jose
خوزه	josé
مخابرات	communications
مخابرات	telecommunication
مخابرات	telecommunications
تفریحی	binge
تفریحی	recreational
معامله	deals
معامله	bargain
معامله	deal
برایان	brian
برایان	bryan
شاهی	shahi
حدیث	announcement
حدیث	hadith
تسلط	domination
تسلط	dominance
تسلط	authority
حاکمان	rulers
حاکمان	judges
تجربی	empirical
تجربی	experimental
مقدمه	introduction
مقدمه	intro
فصلی	seasonal
ویدئو	video
قضایی	judicial
دراز	stretch
دراز	long
معنوی	spiritual
والدین	parenting
والدین	parent
فقیه	faqih
مکه	mecca
مقصد	destination
مغول	mongols
مغول	mogul
مغول	mongol
مغول	mughal
محاسبات	calculations
محاسبات	computation
محاسبات	computing
مدارک	evidence
بلافاصله	immediately
بلافاصله	instantly
شن	shen
شن	sand
بوئینگ	boeing
حرکات	moves
حرکات	movements
اکوادور	ecuador
رسول	messenger
رسول	rasul
خلبان	pilot
پائولو	paulo
پائولو	paolo
تفکر	thought
تفکر	thinking
تفکر	ponder
حجت	warranty
حجت	argument
حجت	reasoning
ویکتور	victor
بارسلونا	barcelona
عجیب	weird
عجیب	strange
عجیب	odd
فرماندهان	commanders
فراز	above
اعتراضات	protest
اعتراضات	protests
فراموش	forget
مخدر	narcotic
طنز	satire
طنز	irony
طنز	humor
طنز	humour
کریستین	christian
نخل	palm
نامزدی	engagement
ضعف	weakness
سکته	stroke
فرعی	sub
آلودگی	contaminant
آلودگی	contamination
آلودگی	infection
آلودگی	pollution
عفونت	infections
عفونت	infection
بست	connector
بست	bast
بستن	close
بستن	closing
سدیم	sodium
پورنوگرافی	pornography
پورنوگرافی	pornographic
حکمت	wisdom
ماد	mud
ماد	maud
لاله	tulips
لاله	tulip
لاله	mute
درختی	tree
مو	hair
احتمالی	probable
احتمالی	probabilistic
احتمالی	tentative
سوئدی	swedish
پیشنهادی	proposed
پیشنهادی	suggestions
هرزگوین	herzegovina
پروتئین	protein
دشتی	plains
مورخ	dated
کالا	kala
کالا	goods
کالا	commodity
کیم	kim
کشیدن	drag
کشیدن	dragging
کشیدن	drawing
عقاب	eagle
عقاب	aquilae
عقاب	eagles
تسخیر	possession
تسخیر	conquer
آوری	avery
آزار	annoyed
آزار	hurt
بلوک	blocks
بلوک	block
هیتلر	hitler
مبلغ	sum
مبلغ	amount
آبادی	abadi
قبیله	clan
قبیله	tribe
قبیله	tribal
قبیله	tribes
تزریق	injections
تزریق	injection
تزریق	injecting
تزریق	inject
افتخاری	honorary
همایش	conference
همایش	conventions
همایش	convention
تاکید	emphasis
صدها	hundreds
جانسون	johnson
مجاهدین	mujahideen
مجاهدین	militia
لوح	plaque
لوح	tablet
آتن	athens
چی	what
زرتشت	zarathustra
کابینه	cabinet
موازی	parallel
کامین	côte
منظم	disciplined
منظم	orderly
منظم	regular
غلط	false
انیمیشن	animation
انیمیشن	animated
خواهان	desire
خواهان	desires
فیفا	fifa
کانی	connie
کانی	kani
مرحوم	deceased
کرم	caterpillar
کرم	karam
کرم	worm
کرم	cream
کلاه	helmet
کلاه	hat
انیمه	anime
اقلیم	climate
اقلیم	climates
خیالی	imaginary
خیالی	fictional
بوی	smell
بوی	smells
محدودیت	limitations
محدودیت	restriction
محدودیت	limitation
محدودیت	limits
محدودیت	limit
محدودیت	constraints
شوش	susa
مختلط	mixed
شمس	shams
روشی	roshi
اهدا	awarding
اهدا	donating
اهدا	donation
اهدا	donations
اهدا	dedication
اهدا	donor
شفاف	transparent
شفاف	transparency
امضای	signing
لیگا	liga
قبایل	tribes
قبایل	clans
دام	damm
دام	trap
دام	dom
داگلاس	douglas
نابودی	annihilation
نابودی	extermination
نابودی	destruction
پسران	boys
پسران	sons
سرنوشت	destiny
سرنوشت	fate
حیاط	courtyard
حیاط	backyard
حیاط	yard
آنگولا	angola
اشتغال	employment
رایگان	free
گیرنده	catchy
گیرنده	recipient
گیرنده	receiver
افکار	thoughts
ونیز	venice
ونیز	venezia
قد	tall
قد	height
لئون	leon
حبس	incarceration
برف	snow
داور	referee
نپال	nepal
ارباب	master
پردیس	campus
بازنشسته	retire
بازنشسته	retired
چارچوب	framework
چارچوب	frame
بدنه	body
بدنه	hull
دیر	late
دیر	deer
سروده	composed
سفیران	ambassadors
اضافی	premium
اضافی	additional
اضافی	extra
دما	temperature
دما	temperatures
غنی	ghani
غنی	rich
خودداری	abstain
خودداری	refrain
خودداری	refusal
مخلوط	mixed
مخلوط	mix
تقی	taqi
نی	ney
پاپوآ	papua
پاپوآ	papuan
آسان	easy
شارل	charles
بلک	black
شوشتر	schuster
نگرانی	concern
فرایندهای	processes
جعفری	parsley
سانتیمتر	centimeters
سانتیمتر	centimeter
فیلمنامه	screenplay
تکنیک	technique
فرش	rug
فرش	carpet
صالح	salih
صالح	saleh
ایسلند	iceland
گندم	grain
گندم	wheat
حیوان	beast
حیوان	animal
دیدنی	spectacular
اپل	apple
ساموئل	samuel
منتقد	reviewer
منتقد	critic
