暴君	ظالم
発話	کہن
発話	کلام
発話	گفتار.
発話	بات
発話	گفتہ.
発話	قول
家路	وطن
トーラー	طومار.
ウェッジ	into
ウェッジ	کھونٹی.
ウェッジ	(بعدہ
ウェッジ	پھانا
ウェッジ	into
ウェッジ	کھونٹی.
ウェッジ	پچر
ウェッジ	(بعدہ
ウェッジ	پھانا
黄疸	حسد
黄疸	پیلیا.
黄疸	جلن.
パラディン	فاتح.
フィフス	پانچواں
遠近法	تناظر.
遠近法	صحیح
スレンダー	قلیل
スレンダー	خفیف.
スレンダー	پتلا.
ケンタウロス	قنطور.
スリッパ	سلیپر.
優柔不断	دودِلاپن.
優柔不断	تذبذب
チフス	دردسر
シューメーカー	موچی.
コーリング	روزگار.
コーリング	مصروفیت
コーリング	روزگار.
コーリング	پیشہ
コーリング	مصروفیت
尿道	نائزہ
尿道	متنی
スーフィー	صوفی
スーフィー	عارف.
スポール	روڑا
スポール	بٹیا.
毛細血管	شریان.
毛細血管	شَعری.
レーズン	کشمش-
トレッキング	چلنا
乾燥機	خشکندہ.
麺類	سر
麺類	منڈیا.
麺類	کھوپڑی
ぼかし	دُھندلانا
ぼかし	دُھندلی
口髭	مونچھ
口髭	بُروت.
蛇口	کھٹاکا
蛇口	تھپکنا
蛇口	ف
蛇口	بھرنا.
蛇口	دستک
蛇口	کھٹاکا
蛇口	تھپکنا
蛇口	ف
蛇口	بھرنا.
蛇口	نل
蛇口	دستک
上り坂	کٹھن.
上り坂	دشوار
カモフラージュ	کیموفلاژ.
カモフラージュ	طیاروں
カモフラージュ	تلبیس
愛らしい	مستحسن.
愛らしい	پسندیدہ.
愛らしい	بمرغوب
玉ねぎ	پیاز
玉ねぎ	بصلہ.
ヘルム	چلانا
義肢	ٹانگ
チャウ	کھانا
買い手	خریدار
買い手	گاہک
買い手	گاہک.
買い手	مشتری
買い手	گاہک.
買い手	خریدار
買い手	مشتری
ブルドーザー	زبردست
ブルドーザー	جابر
ジェネリック	جینس
ジェネリック	جینی.
禁輸	(جہاز
禁輸	(جہازوں
禁輸	رکاوٹ
禁輸	مسدودیت
アウター	معروضی
アウター	اوپری-
アウター	معروضی
アウター	اوپری-
アウター	بیرونی
インジェクション	تزریق.
スグリ	کشمش.
ピカピカ	چمکیلا
加持	افسوں.
加持	جادو
加持	سحر
ユーティリティー	سودمند.
ユーティリティー	سراسرعملی
ユーティリティー	افادیت
シマウマ	زیبرا
やけど	داغ
やけど	سگریٹ.
やけど	بھڑکنا
やけど	چرکا
やけど	گلانا.
やけど	جْھلسا-
生姜	تحرک
生姜	جذبہ.
生姜	جوش
強制執行	بندش
いかだ	کلک.
いかだ	مجمع.
いかだ	(بعدہ
シェード	off
シェード	into
シェード	ڈھانپنا
シェード	(بعدہ
シェード	off
シェード	into
シェード	ڈھانپنا
シェード	سایہ
シェード	(بعدہ
情念	درد
ハイビスカス	جسوندی
ハイビスカス	جاسی
ハイビスカス	پٹایا.
ハイビスカス	گڑھل
ペテン師	چھلیا
ペテン師	کھانا.
ペテン師	روٹی
ペテン師	سینڈوِچ
ペテン師	جھانسا
ウィーナー	نفر.
愚か者	احمقانہ
愚か者	بدّھو
愚か者	مسخرا
愚か者	چھیڑنا
愚か者	احمق
愚か者	احمقانہ
愚か者	بدّھو
愚か者	مسخرا
愚か者	چھیڑنا
オックス	بدھیا
シャイア	کائونٹی
シームレス	ہموار
オンブズマン	محتسب.
目盛	چاندنا.
目盛	چھلکا.
目盛	ورقہ
目盛	پر
目盛	ترازو
目盛	تلاراس.
目盛	(کھال
目盛	مانجھنا.
滑り台	کھسکنے
バッシュ	دعوت
バッシュ	تقریب
バッシュ	کوشش
バッシュ	داؤ
スティンガー	کٹیلا
フォールト	نقص
フォールト	لغزش.
フォールト	غلطی
フォールト	خامی
フォールト	خطا
フォールト	نقص
フォールト	لغزش.
フォールト	غلطی
エメット	چیونٹا
申請者	سائل
ハウル	بھونکنا
ハウル	لمبی
ハウル	پکار
ハウル	چلّانا
ハウル	چیخنا
治外法権	مامونیت
マージン	دینا.
攪拌	ابھارنا
攪拌	پھینٹنے
攪拌	اضطراب
攪拌	ابھارنا
攪拌	پھینٹنے
攪拌	ہلچل
攪拌	اضطراب
ライアー	کذّاب.
ライアー	جھوٹا
インセンティブ	ترغیب
インセンティブ	مدّعا
ノルディック	ناردی.
ラリアット	پگّا
ラリアット	کمند.
コマース	کاروبار
コマース	مباشرت.
コマース	مجامعت
アヴェンジャー	منتقم
ナック	عادت
プライマリ	ابتدائی
プライマリ	اصلی
プライマリ	اساسی.
コルセア	قزاق
腹膜	صفاق.
禁欲	ترک
禁欲	پرہیز
禁欲	ترک
セロリ	کرفس
セロリ	اجمود
挫傷	چوٹ
じゅうたん	دھمکانا
じゅうたん	ڈانٹنا
じゅうたん	قالین
じゅうたん	دھمکانا
じゅうたん	ڈانٹنا
せん断	بکھرنا
せん断	قینچی
せん断	تراشنا
せん断	چھانٹنا.
せん断	کترنا.
せん断	پچکنا.
無鉄砲	لاپروائی
無鉄砲	غفلت
ハマグリ	شرمیلا
エイリアス	موسوم
アウトブレイク	جنگ
アウトブレイク	بارزہ.
アウトブレイク	وبا
クリアランス	چکوتی
クリアランス	توضیح
クリアランス	تنقیح
クリアランス	تصفیہ
クリアランス	چھوٹ
引き伸ばし	توسیع
引き伸ばし	مکبّر.
スカンク	پیٹنا
スカンク	پدانا.
パラフィン	alkane
コッド	دھوکا
コッド	بکواس.
コッド	نقالی
コッド	مضحک
コッド	لغو
コッド	فریب.
コッド	تحریف.
コッド	نقل
狂犬病	ہلکاؤ.
狂犬病	ہڑک
狂犬病	ہلکاؤ.
ミュール	احمق
ミュール	خچر
ミュール	ضدی
関心事	کاروبار
関心事	about
関心事	فکر
関心事	اندیشہ
関心事	کاروبار
関心事	about
関心事	تشویش
関心事	فکر
お出かけ	کھیل
プードル	تابعدار.
ジャッキ	نقدی.
ジャッキ	(jack
ジャッキ	(عموماًبعدہ
ターバン	دستار.
ターバン	صافہ
ターバン	پگڑی
ターバン	دستار.
キチン	صلبین
プロモ	تشہیر
プロモ	اشتہار.
アルビノ	زال.
ベジタリアン	سبزی
ベジタリアン	دودھ
ベジタリアン	دہی
レーバー	پتلے
ケチャップ	ٹماٹر
ケチャップ	کھنبی
スイフト	پھرتیلا
スイフト	سمامہ.
スペンス	کھانے
干ばつ	تشنگی
干ばつ	خشکی.
干ばつ	سوکھا.
干ばつ	یبوست
エクスペリエンス	سابقہ
エクスペリエンス	اثر
エクスペリエンス	حاصل
スキッド	پھسلنا.
スキッド	پھسلن
スキッド	چوکنا.
みにくい	بیہودہ
みにくい	گھنائونا
みにくい	کریہہ
みにくい	ڈرائونا
みにくい	صورت
みにくい	واہیات
みにくい	خطرناک
みにくい	خوفناک
みにくい	زشت
みにくい	بھیانک
みにくい	بھدّا
みにくい	بیہودہ
みにくい	گھنائونا
みにくい	کریہہ
みにくい	ڈرائونا
みにくい	صورت
みにくい	واہیات
みにくい	خطرناک
みにくい	بدنما
みにくい	خوفناک
みにくい	زشت
みにくい	بھیانک
みにくい	بھدّا
クロッシング	چوراہا.
エミュレート	ہمسری
持久力	دم
コリーン	لڑکی
無神論者	کافر
無神論者	کافر
無神論者	دہریہ
マゼンタ	شوخ
トロット	چلنا
トロット	ٹہلنا.
ニュートラル	آزاد.
ニュートラル	نامرد
ニュートラル	ہلکا
ニュートラル	مبہم
ニュートラル	بھورا
ニュートラル	پسماندہ
モップ	پونچھنا
登記簿	رجسٹری
けいれん	کھنچائو.
けいれん	جکڑنا.
けいれん	بندش
けいれん	روک
けいれん	رکاوٹ
けいれん	کھنچائو.
けいれん	جکڑنا.
けいれん	بندش
けいれん	روک
けいれん	رکاوٹ
けいれん	اکڑن
フロッピー	ناہموار.
フロッピー	ڈھلمل
先入観	مطالبے
先入観	جانبداری.
先入観	متعصبانہ.
ナプキン	رومال
ガウン	جج
ガウン	طیلسان.
ガウン	پادری
ガウン	جج
ガウン	طیلسان.
ガウン	پادری
ガウン	عبا
ガウン	چُغہ
ゆるい	منتشر.
ゆるい	آزاد
ゆるい	ناوابستہ.
ゆるい	(تیر
ゆるい	چھوڑنا.
ゆるい	اوباش
ゆるい	بھربھرا.
ゆるい	عیّاش.
ゆるい	بافراغت
ゆるい	چلانا.
ゆるい	متفرق
ガントレット	چنوتی
ガントレット	للکار
ナビゲート	اُڑانا
マニエリスム	کاریگری.
マニエリスム	ڈھب
ご馳走	نفاست
ご馳走	عمدہ
ご馳走	حسّاسیت
ご馳走	پُرتکلف
分詞	gone
分詞	being
エクイティ	نصفت
エクイティ	معدلت.
エクイティ	منصفی
類義語	مترادف
じゃがいも	چھید
ゲシュタルト	گیسٹالٹ.
リラクゼーション	کمی.
リラクゼーション	تفریح
リラクゼーション	آرام
リラクゼーション	شدّت
リラクゼーション	تخفیف
リラクゼーション	ڈھیل
リラクゼーション	نرمی
リラクゼーション	سکون.
リラクゼーション	کمی
羨望	حسد
痛風	داغ.
痛風	گٹھیا
痛風	داغ.
コスモポリタン	عالمی
切り取り	ٹکڑے
切り取り	چاقو
切り取り	نگینے
切り取り	قیمت
切り取り	کٹوتی
切り取り	فلم
切り取り	انقطاع.
切り取り	کمیشن
切り取り	دوڑنا.
切り取り	ملانا.
切り取り	کاٹنے
切り取り	بالوں
切り取り	ڈرامے
切り取り	کنجی
切り取り	ٹکڑے
切り取り	چاقو
切り取り	نگینے
切り取り	قیمت
切り取り	کٹوتی
切り取り	فلم
切り取り	انقطاع.
切り取り	تراشنا
切り取り	کمیشن
切り取り	دوڑنا.
切り取り	ملانا.
切り取り	کاٹنے
切り取り	بالوں
切り取り	ڈرامے
切り取り	کنجی
切り取り	بال
切り取り	پارچہ.
切り取り	کپڑا
切り取り	کاٹنا
切り取り	بال
切り取り	پارچہ.
切り取り	کپڑا
切り取り	کاٹنا
切り取り	فصل
脾臓	کسلمندی
脾臓	طحال.
脾臓	حسد
脾臓	کسلمندی
脾臓	طحال.
脾臓	تِلّی
脾臓	حسد
精舎	وہار
根気	استقلال
根気	ہمت
根気	دلآزاری
根気	قدرت.
根気	رواداری.
根気	تکلیف
根気	درگزر
根気	ضبط
根気	تحمل
根気	استقلال
根気	صبر
根気	ہمت
根気	دلآزاری
根気	قدرت.
根気	رواداری.
根気	تکلیف
根気	درگزر
根気	ضبط
根気	تحمل
グラビティ	ثقل.
グラビティ	ثقاہت
グラビティ	ثقل.
グラビティ	ثقاہت
グラビティ	سنجیدگی
コングロマリット	مجموعہ
コングロマリット	تودہ.
グール	چڑیل
グール	عفریت
ショーツ	گھٹنا.
ショーツ	زیرجامہ.
トリートメント	برتاؤ
トリートメント	علاج.
トリートメント	سلوک
スレート	سلیٹ
スレート	سلیٹی
ファイリング	بُرادہ
シャイフ	شیخ
ウインチ	گھرنی
ウインチ	آہنچہ.
段違い	اوبڑکھابڑ
聴聞	اظہارات
ホームステッド	مکان
ホームステッド	بھیڑوں
臍帯	نافی
臍帯	اٹوٹ.
青白い	پھیکا.
青白い	باڑ.
青白い	دھیما
眠気	اونگھ
欺く	فریب
重荷	لادنا
重荷	ستانا.
重荷	لادنا
重荷	ستانا.
重荷	بوجھ
グリズリー	کبرا
グリズリー	خاکستری
マーチャント	تاجر
ディーバ	مشہور
カモノハシ	لچکیلی
レアリティ	کمیابی.
七面鳥	پیلو
ミュート	بندشہ
ミュート	بندشہ
ミュート	خاموش
牧草	چراگاہ.
サイテーション	اقتباس
ヒラメ	بھدّی
セキュア	کمزور
セキュア	کسنا
セキュア	محکم
セキュア	پکا
セキュア	یقینی
セキュア	کمزور
セキュア	کسنا
セキュア	محکم
セキュア	محفوظ
セキュア	پکا
セキュア	یقینی
イントレピッド	بہادر.
イントレピッド	نڈر
ディンゴ	بزدل
ディンゴ	بدمعاش
ダンナ	خاوند.
ダンナ	شوہر
ダンナ	خاوند
ダンナ	میاں
ダンナ	چلانا
ダンナ	شوہر.
スモッグ	کہر
スプラウト	ڈنٹھل.
スプラウト	پنپنا.
スプラウト	بڑھنا
脳震盪	دہاکا.
脳震盪	صدمہ
トラバース	عمارت
綿毛	اداکاری
綿毛	چمکانا.
綿毛	رُئواں
イグニッション	جلنے
ルアー	فوائد.
ルアー	لُبھانے
ルアー	رغبت
接辞	باندھنا.
接辞	ضمیمہ.
接辞	لگانا.
接辞	اضافہ
タイニー	ٹُیاں.
タイニー	ننھامنّا
タイニー	ٹینی
タイニー	ٹُیاں.
タイニー	ننھامنّا
辛味	کاٹ
辛味	ذائقے
胸骨	کوڑی
パリー	طرح
パリー	جھکائی.
レシート	تصدیق
ワック	ابے
チャージャー	ڈش
ビオラ	وائل.
値引き	تخفیف
ペンチ	پلاس
ペンチ	سنسی
血栓症	علقیت
血栓症	دلمیت
アンテロープ	طویل
アンテロープ	دبلا
アンテロープ	امپالا.
あっせん	ثالثی
臆病者	بزدل
アウトライン	منصوبے
アウトライン	گھیرا
ライ麦	جودار
ガース	گھیرنا.
楔形文字	مخروطی.
アウトレイジ	توہین.
ダイナミズム	قوتیت.
ファクス	مثل.
ファクス	نقل
タンブラー	قلاباز.
休会	انٹرول
休会	طاقچہ
休会	آلا
休会	موکھا
凡庸	ہیٹا.
凡庸	ہیٹا.
凡庸	گھٹیا
メロウ	پُرکیف.
メロウ	پختہ
メロウ	حلیم
メロウ	پُرکیف
メロウ	رسیدہ
メロウ	بالیدہ
メロウ	لطیف
メロウ	سہانا
霧雨	ترشح.
霧雨	پھوہار
キオスク	کھوکھا
キオスク	ترکی
キオスク	اخبار
ウィロー	بید
アスパラガス	ھالون
アスパラガス	ناگدون.
アスパラガス	مارچوبہ
アスパラガス	ھالون
アスパラガス	ناگدون.
取り外す	رجمنٹ
取り外す	(جہاز
不作為	آلکسی.
不作為	کاہلی
声門	حنجری
ブロウ	نفخ
ブロウ	شگفتگی
ブロウ	پھونکنا
ブロウ	ضرب.
ブロウ	دھونکنا.
ブロウ	ساز
ブロウ	پھوٹنا
タンニン	تینن
空っぽ	ویران
空っぽ	تھوتھا
空っぽ	عبث
空っぽ	بھوکا
空っぽ	نرا
空っぽ	ویران
空っぽ	تہی
空っぽ	تھوتھا
空っぽ	عبث
空っぽ	بھوکا
空っぽ	نرا
空っぽ	سُونا
空っぽ	خالی
空っぽ	کھوکھلا
ディーコン	شمّاس.
サワー	بودار.
サワー	ترش.
サワー	بودار.
サワー	کھٹّا
サワー	ترش.
遊び心	مزاحیہ
遊び心	تفریحی.
ポリウレタン	پلاسٹک
ポリウレタン	سریش
差出人	مرسل
スタビライザー	توازن
マグ	رسالہ.
飲み込む	نگلنے
飲み込む	ابابیل
飲み込む	نگلنے
ドルイド	گال
礼法	معقول
礼法	ادب
礼法	معقول
フェローシップ	مواخات
フェローシップ	ٹولی
フェローシップ	ساجھا
フェローシップ	جماعت
フェローシップ	دوستی
フェローシップ	برادری
フェローシップ	ہمدمی
フェローシップ	رفاقت
フェローシップ	مواخات
フェローシップ	ٹولی
フェローシップ	وظیفہ
フェローシップ	ساجھا
フェローシップ	جماعت
フェローシップ	دوستی
フェローシップ	برادری
フェローシップ	ہمدمی
フェローシップ	رفاقت
不実	جھوٹ.
残滓	ٹھرّا.
残滓	سڑپنا.
ノベルティ	ابدائ.
バインディング	عائد.
バインディング	لازمی
バインディング	ناگزیر
機知	لطافت
機知	بوجھنا.
機知	ظرافت
機知	لطافت
機知	ذکاوت
機知	بوجھنا.
ウインク	جھلملانا
コット	کٹیا
コット	چھتّا
コット	جھونپڑی.
フォリオ	کاغذ
識字	خواندگی.
テスタメント	حلف.
テスタメント	اقرار
テスタメント	عہد
テスタメント	شہادت.
ボビン	ریشہ
メラニン	بال
錠前	لگانا
錠前	محصور
錠前	in
錠前	مبہوت
錠前	کھڑکی
錠前	معنی۲.
錠前	قفل
錠前	لگانا
錠前	تالا
錠前	محصور
錠前	in
錠前	مبہوت
錠前	کھڑکی
錠前	معنی۲.
錠前	قفل
不道徳	بدکار.
ウィナー	فاتح
ウィナー	جیتو
アフィリエイト	اپنایا
キャプチャー	گرفتہ
キャプチャー	تسخیر
キャプチャー	پکڑا
キャプチャー	قبضے
胃袋	بکواس
スピーディー	سریع.
スピーディー	پُھرتیلا
スピーディー	ترنت.
彩度	معموری.
彩度	امتلا
配車	by
配車	in
配車	چھیڑنا.
配車	on
配車	(بعدہ
配車	میلے
配車	بیٹھنا
ベロー	دہاڑ-
ヨモギ	افسنتین
サクランボ	بکارت
サクランボ	دوشیزہ
サクランボ	دوشیزگی
平手打ち	سیدھا
ダーティー	کمینہ
ダーティー	رکیک
ダーティー	میلا
ダーティー	مبتذل
ダーティー	ناپسندیدہ
ダーティー	ذلیل
ダーティー	مکروہ
ダーティー	ناصاف
ダーティー	دُھندلا
ダーティー	جھّکڑی
ダーティー	فحش
ダーティー	مٹیالا
ダーティー	کمینہ
ダーティー	رکیک
ダーティー	میلا
ダーティー	مبتذل
ダーティー	ناپسندیدہ
ダーティー	ذلیل
ダーティー	مکروہ
ダーティー	ناصاف
ダーティー	دُھندلا
ダーティー	جھّکڑی
ダーティー	فحش
ダーティー	گندا
ダーティー	ناپاک
ダーティー	مٹیالا
おせっかい	فسادی.
ミゼット	بالشتیا
ミゼット	منی
ミゼット	کوچک.
ミゼット	بونا
デポジット	چٹان
ハートブレイク	مصیبت
圧巻	وقیع
圧巻	نمایاں.
圧巻	غیرمعمولی
アルブミン	دودھ
虫垂炎	بروٹ.
楽々	بآسانی
ディスペンサー	قاسم
エバーグリーン	تازہ.
裏書	توثیق
裏書	تصدیق
プレフィックス	non-
色相	مخلوط
ルテニウム	سخت
ルテニウム	سفید
ピクルス	شریربچّہ.
一神教	وحدانیت
一神教	توحید
タンタル	سخت
コロッサス	جانور
偽善	فریبی.
偽善	مکّار
偽善	منافق
偽善	ّمکاری
イントネーション	تلحین
イントネーション	ترنم
イントネーション	لحن.
イントネーション	لحن
ちっちゃい	ٹُیاں.
ちっちゃい	ننھامنّا
ちっちゃい	ٹینی
ちっちゃい	ٹُیاں.
ちっちゃい	ننھامنّا
クラッキング	امتیازی
クラッキング	پُرجوش
クラッキング	اعلی
クラッキング	جھری
クラッキング	دائو
クラッキング	بھرّانا
クラッキング	بالکل
クラッキング	چوٹ
クラッキング	ٹکرانا
クラッキング	تڑاقے
クラッキング	پھبتی
クラッキング	ٹھیک
クラッキング	مقامی
クラッキング	پٹاخے
クラッキング	فقرہ
クラッキング	جھری-
クラッキング	تند
クラッキング	جھری
クラッキング	چٹاخا
クラッキング	دائو
クラッキング	بھرّانا
クラッキング	بالکل
クラッキング	چوٹ
クラッキング	ٹکرانا
クラッキング	تڑاقے
クラッキング	پھبتی
クラッキング	ٹھیک
クラッキング	مقامی
クラッキング	پٹاخے
クラッキング	دراڑ
クラッキング	فقرہ
クラッキング	جھری-
クラッキング	تند
メラミン	ملمین.
カルス	صلابہ.
カルス	گٹّا
ウェルネス	سلامتی
ウェルネス	عافیت
ウェルネス	صحت
マレット	چوگان.
マレット	ہتھوڑا
ジフテリア	خنّاق.
ジュート	سن
ささやく	مرمرانا.
ささやく	افواہ
ささやく	(پتّوں
ささやく	گپ.
ささやく	مرمرانا.
ささやく	افواہ
ささやく	(پتّوں
ささやく	سرگوشی
ささやく	گپ.
ヘイヴン	بندرگاہ
ヘイヴン	گودی.
ワッフル	جھجکنا
ワッフル	ہچکچانا
ワッフル	انڈوں
ワッフル	آٹے
樟脳	کافور
ガー	معنی۲.
ガラガラ	ہڑبڑانا
ガラガラ	دوڑانا-
ガラガラ	گھبرانا
ガラガラ	ڈرانا
ガラガラ	ہلنا
ガラガラ	کھلونا
トリュフ	دُنبلان.
膿瘍	دنبل.
膿瘍	پکا
ウインカー	چڑھانا.
ウインカー	متعصب.
茶番	ڈھونگ.
茶番	مذاق
茶番	تلبیس
アノニマス	مجہول
イニシアチブ	ابتدائی.
イニシアチブ	ابتدا.
ウパニシャッド	اپنشد
ホタテ	گول
フェートン	فٹن
角質	شرنگی.
角質	سنگدل
プロシージャ	حرکت.
プロシージャ	کام
プロシージャ	عمل
プロシージャ	فعل
編み物	خشمگیںہونا.
編み物	کپڑا
編み物	بُنائی
編み物	کپڑا
フリッパー	کچھوے
フリッパー	ہاتھ.
プライマル	ابتدائی
内密	معتمد
コンデンサー	تخلیص
仕立て屋	خیّاط.
仕立て屋	درزی
仕立て屋	خیّاط.
ラスティ	بھدّی
ラスティ	معطل
ラスティ	پرانے
タウト	تنت
ぜんそく	دمہ
ハゲワシ	گدھ
ハゲワシ	کرگس.
ウィック	بتی
たいまつ	حرارت
たいまつ	روشنی
ダイアル	ملایا)
パーチ	جریب
パーチ	ٹکنا
オーバーレイ	(چھاپے
オーバーレイ	ڈھانپنا.
アナグマ	بجّو
アナグマ	چھیڑنا
ヒエラルキー	فرشتے.
無記名	ہرکارہ
無記名	بیرا
オムレツ	آملیٹ.
オナラ	پاد.
オナラ	پادنا.
オナラ	گوز
シフォン	شفون
シフォン	ہلکی
利回り	حاصل
利回り	پیداوار
利回り	یافت
利回り	چھوڑدینا
利回り	منافع.
ヴァーヴ	ولولہ
ヴァーヴ	جوش
インクライン	موڑنا
インクライン	ڈھلان.
口ひげ	مونچھ
口ひげ	بُروت.
レインコート	برساتی
アラート	متوجہ.
アラート	چوکنّا
アラート	خبردار
アラート	باخبر
アラート	متوجہ.
アラート	ہوشیار
アラート	چوکنّا
アラート	خبردار
静けさ	خاموشی
静けさ	متین.
静けさ	سادہ
静けさ	سکون
静けさ	ساکن
静けさ	ٹھہراؤ.
静けさ	خاموش
静けさ	خاموشی
静けさ	متین.
静けさ	سادہ
静けさ	سکون
静けさ	ساکن
静けさ	ٹھہراؤ.
算盤	گنتارا
山嵐	سیہہ
山嵐	سیہہ
山嵐	خارپشت
薦める	(بعدہ
ロガー	آراکش.
歯医者	جبڑوں
歯医者	دانتوں
オタマジャクシ	غوکچہ.
オッド	ضمنی
オッド	فاضل-
オッド	ہنگامی
オッド	انوکھا
オッド	نرالا
オッド	رقم
オッド	زائد
オッド	اتفاقی
オッド	ضمنی
オッド	فاضل-
オッド	ہنگامی
オッド	انوکھا
オッド	نرالا
オッド	رقم
オッド	زائد
オッド	اتفاقی
オッド	عجیب
シェルパ	شرپا.
日差し	مسرت
日差し	بشاشت
ショール	شال
不潔	بُرا
不潔	قبیح
不潔	بد
不潔	پُرنجاست
不潔	نہایت
不潔	بغایت
不潔	فحش
不潔	بُرا
不潔	قبیح
不潔	بد
不潔	پُرنجاست
不潔	نہایت
不潔	بغایت
不潔	گندہ
不潔	غلیظ
不潔	فحش
ハグ	ساحل
アスパラ	ھالون
アスパラ	ناگدون.
アスパラ	مارچوبہ
アスパラ	ھالون
アスパラ	ناگدون.
尊属	حاوی.
ブルサ	دُرجک
きゅうり	کھیرا
きゅうり	خِیار.
カタルシス	جُلاّب.
クリープ	رینگنے
クリープ	سٹکنا
クリープ	جھرجھری
クリープ	out
クリープ	رینگنا.
クリープ	پنپنا
クリープ	عاجزی
ワームホール	پھل
アンチテーゼ	ضد.
デスペラード	نڈر
弱視	دُھند
詰め込み	مملو
詰め込み	ہبوڑنا.
詰め込み	رٹنا
秋分	خزانی
シャベル	سمیٹنا.
シャベル	کرچھے
シャベル	بیلچے
シャベル	ہٹانا
シャベル	ہڑپنا
シャーベット	بیئر.
ファジー	دھندلا
ファジー	اُدھڑا
ファジー	مبہم
ファジー	گھنگریالہ.
惨め	کمینہ.
惨め	منحوس
惨め	خستہ
惨め	کنٹک
ユズ	گلگل
マテ	ہمکار
マテ	دوست.
マテ	مات.
ビューア	بینندہ.
ビューア	ناظر
糖蜜	کثیف
夜食	گھریلو
ウィッグ	پھٹکارنا
ハシゴ	سیڑھی.
ハシゴ	زینہ
ブリリアント	ذکی
カスタマー	گاہک.
カスタマー	خریدار
ヴェイル	الوداعیہ.
ヴェイル	الوداع.
ヴェイル	الوداعیہ.
ヴェイル	وادی
ヴェイル	الوداع.
プリミティブ	خام
プリミティブ	بنیادی.
プリミティブ	اصلی
プリミティブ	ناپختہ.
怠け者	احدی.
キャプチャ	گرفتہ
キャプチャ	تسخیر
キャプチャ	پکڑا
キャプチャ	قبضے
ダスター	ہلکا
絞り込む	تنقیہ
絞り込む	چننا
絞り込む	آبدار
絞り込む	تخلیص
絞り込む	چھاننا.
絞り込む	مہذب
居心地	گرم
居心地	cosies
歯肉	لثوی
まつげ	مژگان.
まつげ	پلک
ディル	اجوائن
ディル	بّدھو
男らしい	ہمت
アニミズム	نسمیت
ビジー	کھوجُو.
ビジー	with
ビジー	جاسوس
ビジー	مشغول
ビジー	کھوجُو.
ビジー	with
ビジー	جاسوس
一服	سزا
バーサ	نیچا
易しい	دباؤ
易しい	(مال
易しい	ندامت
易しい	آسودہ
易しい	سہل
易しい	دباؤ
易しい	آسان
易しい	(مال
易しい	ندامت
易しい	آسودہ
サテン	چکنانا.
フォージ	لوہار.
散髪	موتراشی
散髪	حجامت.
散髪	اصلاح
ボーキサイト	باکسائٹ
薄暗い	غبی
薄暗い	غبی
薄暗い	ماند
薄暗い	دُھندلا
ナマケモノ	آلکسی
ナマケモノ	سستی
ジェネレータ	ڈائنمو.
ジェネレータ	موجد
ジェネレータ	جنریٹر
ジェネレータ	مخترع.
ジェネレータ	گیس
ラマダーン	رمضان
トニック	مقوی
レーション	آزوقہ
レーション	آزوقہ.
レーション	(بعدہ
レーション	راتب
レーション	ایندھن
エミッタ	اخراج
エミッタ	صادر
ドキュメンテーション	مسالہ.
ノートブック	کوچک
ノートブック	سفری
出来上がり	حاصل
出来上がり	پیداوار
出来上がり	یافت
出来上がり	چھوڑدینا
出来上がり	منافع.
袖口	چپت-
袖口	تھپٹر
アンテ	شرط
アンテ	دائو
アンテ	(antes
フリーメーソン	فرامشن.
事務職	منشی
事務職	کلرکی
事務職	بینک
理容師	تراشنا
理容師	کاٹنا
理容師	تراشنا
理容師	کاٹنا
理容師	حجّام
パティスリー	پیسٹریاں.
ほこり	دھرتی
ほこり	چھڑکنا
ほこり	فساد
ほこり	انتشار
ほこり	غبار
ほこり	بُرکنا
ほこり	زمین
シェイド	off
シェイド	into
シェイド	ڈھانپنا
シェイド	(بعدہ
シェイド	off
シェイド	into
シェイド	ڈھانپنا
シェイド	سایہ
シェイド	(بعدہ
スモモ	کشمش.
回虫	کیچوا
インジケータ	نمائندہ
クローク	چھپانا
クローク	غلاف
クローク	خول
クローク	ڈھانپنا
ミナト	(مینا)
尊い	عمدہ
尊い	عظیم
尊い	خوب
尊い	نہایت
シラミ	پرندوں
シラミ	جوئیں.
セーフティ	تحفظ
セーフティ	بچاؤ
セーフティ	آلہ
インセプション	آغاز.
インセプション	ابتدا
コルセット	سنبھالنا
健全性	درستی
お辞儀	جُھکانا
お辞儀	saddle-bow
お辞儀	جھکنا
お辞儀	کمان
スポーン	مچھلی
コロッセオ	اکھاڑا
チル	روکھا
チル	ٹھٹھر
チル	برودت
チル	نزلہ
チル	ٹھنڈا
チル	بخار
チル	بارد
ラグタイム	گھٹیا-
ベローズ	کھنچنے
金環	چنبری-
スタティック	ساکت
スタティック	مجہول.
スタティック	جامد
原簿	اموات
原簿	فرد
原簿	رفتار
原簿	فہرست
原簿	انطباق.
原簿	سجل
原簿	اموات
原簿	فرد
原簿	رفتار
原簿	دفتر
原簿	فہرست
原簿	انطباق.
原簿	سجل
だらだら	احدی.
アーガス	نگہبان
アーガス	محافظ.
ゴブレット	جام.
可用性	دستیابی
ニヒリズム	عدمیت
ニヒリズム	ارتیابیت.
アーメン	آمین
ベネルクス	بلجیم
ベイト	چارہ
ベイト	لالچ
ベイト	طعمہ
ベイト	لاسہ
ベイト	چارہ
ベイト	لالچ
ベイト	طعمہ
ベイト	ترغیب
ベイト	لاسہ
ラウンドアバウト	چورنگی.
