вчителі	מורים
базар	בזאר
грам	גרם
палаццо	פאלאצו
лілія	לילי
водоростей	אצות
гасло	הסלוגן
вантажу	מטען
квартет	רביעיית
гуго	הוגו
гуго	יו
піраміда	הפירמידה
піраміда	פירמידה
скарб	אוצר
незначна	קטין
незначна	שולי
незначна	מינור
грузинський	איבריה
щелепи	מלתעות
щелепи	הלסת
щелепи	לסת
саймон	שמעון
саймон	סימון
саймон	סיימון
григор	גרגור
виходи	היציאות
виходи	יציאות
морозов	מורוזוב
кенії	קנייה
кенії	קניה
ваза	ואזה
ваза	אגרטל
маска	מסיכה
маска	המסכה
маска	מסכה
недолік	פתור
недолік	נפתר
недолік	נפתרה
кілець	חישוקים
зазначені	שצוין
зазначені	צוין
режими	מצבים
прихильник	מאוורר
прихильник	מעריץ
прихильник	מעריצה
прихильник	אוהד
морган	מורגן
віруючих	המאמינים
віруючих	מאמינים
бота	בותה
маркс	מרקס
відокремлення	הפרדה
профспілки	האיגודים
терористи	טרוריסטים
терористи	מחבלים
бельгійський	בלגי
бельгійський	בלגיה
зуміли	מנוהלת
зуміли	מנוהל
імператорський	קיסרי
імператорський	הקיסרי
мігель	מיגל
домінік	דומיניק
домінік	דומיניק
пабло	פבלו
пабло	פאבלו
точна	מדוייק
точна	מדויק
точна	מדויקים
точна	מדויקת
точна	מדויק
мобільного	נייד
мобільного	לנייד
адамс	אדמס
адамс	אדאמס
стіну	חומה
стіну	הכותל
стіну	הקיר
стіну	קיר
хірург	כירורג
хірург	מנתחת
хірург	מנתח
безробіття	האבטלה
безробіття	אבטלה
аспектів	היבטים
демократія	דמוקרטיה
демократія	הדמוקרטיה
зоряні	כוכב
зоряні	כוכבת
зоряні	סטאר
дакота	דקוטה
аліса	אליס
аліса	אליסה
збережених	נשמר
збережених	שמורים
збережених	שמורה
збережених	הציל
тримали	מוחזק
тримали	החזיק
вантажівки	משאית
вантажівки	משאיות
пруссія	פרוסיה
ост	אוסט
томмі	טומי
перекладено	מתורגם
інцидент	תקרית
соколов	סוקולוב
граматики	דקדוק
ісаак	אייזק
ісаак	יצחק
спартак	ספרטקוס
спартак	ספרטק
брайан	בריאן
брайан	בראיין
бренд	מותג
бренд	המותג
сербів	הסרבים
продавати	למכור
продавати	מכור
дієслова	פעלים
томпсон	תומפסון
комітетів	ועדות
комітетів	לוחות
мей	מיי
гарсія	גרסיה
гарсія	גרסייה
гарсія	גרסייה
мір	מיר
діяння	גסטה
закріплення	מצמיד
альбрехт	אלברכט
декларація	הכרזת
декларація	הצהרת
труды	טרודי
людство	אנושיות
людство	האנושות
людство	האנושיות
людство	אנושות
людство	האנושות
аптека	מרקחת
зло	רשע
зло	הרוע
зло	רוע
видатним	מצטיין
множення	כפל
множення	מתרבים
франциск	פראנסיס
франциск	פרנסיס
сонячна	שמש
заклик	ערעור
заклик	הערעור
вказаний	בהינתן
вказаний	שניתנו
вказаний	ניתנה
вказаний	ניתנו
вказаний	נתון
вказаний	שצוין
вказаний	צוין
стаб	דקירה
стаб	לדקור
стаб	דקירות
блокувати	לדכא
блокувати	חסימה
блокувати	בלוק
блокувати	חסום
блокувати	לחסום
павлов	פבלוב
уповноважений	זכאים
уповноважений	זכאי
уповноважений	זכאית
виконавця	משאב
нямц	ניאמץ
куті	לפינה
куті	פינת
куті	פינה
справедливість	הצדק
справедливість	צדק
урал	אורל
наталі	נטלי
наталі	נטלי
метт	מט
метт	מאט
контент	התוכן
контент	תוכן
уряди	ממשלות
крем	קרם
крем	שמנת
крем	השמנת
крем	קצפת
перрі	פרי
схильність	כפוף
схильність	בנט
проекція	הקרנה
проекція	השלכה
розкриває	מגלה
розкриває	חושפת
розкриває	חושף
лівія	ליביה
ліквідацію	חיסול
якісно	לספק
герцеговина	הרצגובינה
стріт	סטרייט
стріт	ישר
стріт	סטריט
стріт	רחוב
переведено	טופל
тимчасові	זמנית
тимчасові	זמני
комплект	הסוויטה
комплект	סוויטה
комплект	סט
комплект	הסט
комплект	קבע
комплект	הגדר
антуан	אנטואן
мирон	מיירון
женеві	נבה
президентів	נשיאים
президентів	נשיא
близькості	קרבה
близькості	קירבה
наркотиків	סמים
наркотиків	תרופות
агенти	סוכנים
встановлюють	זקוף
бокс	איגרוף
бокс	אגרוף
описана	מתועד
металургія	מטלורגיה
сині	כחולה
сині	בלו
сині	כחול
сині	בלוז
досягнуто	הושג
досягнуто	השיג
досягнуто	הושגה
райт	רייט
рятує	חוסך
рятує	מציל
ліків	סמים
ліків	תרופות
ліків	תרופות
ліків	תרופה
ліків	תרופות
цукор	שוגר
цукор	סוכר
кисень	חמצן
самостійна	עצמאית
самостійна	עצמאי
самостійна	עצמאיות
самостійна	עצמאיים
самостійна	בעצמאות
нацистів	נאצית
нацистів	נאצי
зручно	נוחה
зручно	שימושי
зручно	נוחה
зручно	נוח
зручно	נוחים
зручно	נוחה
зручно	נוח
зручно	נוחים
вознесіння	התעלות
купер	קופר
автоматів	מכונות
автоматів	מכונה
обговорити	לדון
плям	נקודות
плям	כתמים
кабо	קאבו
сік	מיץ
почалось	התחלת
почалось	התחלנו
почалось	התחיל
почалось	התחלתי
почалось	התחילה
почалось	החלה
почалось	החל
почалось	החלה
бухта	הארבור
заблокувати	האיסור
заблокувати	איסור
заблокувати	באן
заблокувати	מנעול
заблокувати	לנעול
заблокувати	נעילה
заблокувати	חסימה
заблокувати	בלוק
заблокувати	חסום
заблокувати	לחסום
бутану	בהוטן
європейців	האירופאים
європейців	אירופאים
дональд	דונלד
підвищеної	קשוחים
прийшло	באו
прийшло	הגיע
тереза	תרז
тереза	טרסה
тереза	תרזה
тереза	תרזה
добрив	דשן
емі	איימי
самогубство	התאבדות
отримає	מהווים
отримає	תנוחה
отримає	פוזה
максиміліан	מקסימיליאן
кантон	קנטון
експрес	אקספרס
парад	המצעד
парад	תהלוכה
парад	מצעד
змови	המזימות
остаточний	סופית
остаточний	סופי
остаточний	סופיות
остаточний	גמר
остаточний	מסתיים
