مالاوی	malawi
مسخره	löjligt
الزامی	obligatoriska
الزامی	obligatorisk
الزامی	obligatoriskt
نخجوان	nachitjevan
عجیبی	märkligt
عجیبی	konstig
عجیبی	konstigt
حمد	hamad
حمد	lovsång
حمد	beröm
حمد	prisa
حمد	lovord
نوشیدن	dricka
نوشیدن	supa
نوشیدن	dricker
نوشیدن	drickande
نوشیدن	dryck
نوشیدن	drick
نوشیدن	dricker
نوشیدن	supa
نوشیدن	dricka
سفره	bordet
سفره	bord
سفره	tabell
سفره	duk
مالدیو	maldiverna
هل	kardemumma
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	riktlinje
راهبرد	riktlinjen
راهبرد	strategin
راهبرد	strategi
استنباط	slutledning
رمزگذاری	kryptering
فرانچسکو	francisco
فرانچسکو	francesco
زا	generator
زا	generatorn
مصادره	konfiskerade
مصادره	beslagtog
سازندگی	byggverksamhet
سازندگی	byggande
سازندگی	konstruktion
وارث	arvinge
وارث	arvtagare
روزولت	roosevelt
قصبه	församling
قصبه	socken
دماغه	cape
دماغه	kap
دماغه	mantel
اولا	ola
قدردانی	tacksamhet
قدردانی	uppskattning
ویتنی	whitney
کوستا	costa
غزالی	ghazali
دیم	dim
دیم	dämpa
راش	rush
راش	rusa
راش	fagus
ققنوس	fenix
ققنوس	phoenix
اوراسیا	eurasien
مرگبار	dödliga
مرگبار	livsfarligt
مرگبار	dödlig
مرگبار	dödligt
مرگبار	fatal
مرگبار	dödlig
مرگبار	dödligt
کابین	hytt
کابین	stugan
کابین	stuga
وکالت	advokat
جوجه	höna
جوجه	kyckling
بهبودی	återvinning
بهبودی	återhämtning
بهبودی	indrivning
بهبودی	förbättring
بهبودی	förbättringar
عینک	glasögon
عینک	glasögon
هومبولت	humboldt
بریدن	skär
بریدن	styckning
مارکسیسم	marxism
پذیرای	mottaglig
پذیرای	mottagliga
متابولیسم	metabolism
متابولیسم	ämnesomsättning
میرود	går
میرود	promenader
کج	sned
کج	snett
کج	krokig
کج	sned
کج	förtäckt
کج	snett
کج	kursiv
ناکام	besviken
ناکام	besvikna
ناکام	frustrerade
ناکام	frustrerad
شمع	ljus
شمع	stearinljus
شمع	ljus
شمع	stearinljus
تاد	todd
پشتو	pashto
توبه	ånger
توبه	ångra
مترادف	synonymt
مترادف	synonym
شلوغ	rörigt
شلوغ	rörig
شلوغ	upptagna
شلوغ	upptaget
شلوغ	upptagen
شلوغ	högljudd
شلوغ	trångt
شلوغ	fullsatt
ژولیت	juliette
ژولیت	julia
ژولیت	juliet
بنیامین	benjamin
گنبدی	fiddler
فال	fortune
فال	förmögenhet
فال	omen
پارسا	parsa
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
مرکبات	citrusfrukter
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	jod
فرج	faraj
تنور	ugn
تنور	ugnen
تنور	tenor
بیاورند	producerar
بیاورند	producera
توگو	togo
عصبانی	arga
عصبانی	arg
جوآن	joan
شعرای	texter
آوانگاری	fonetiska
استوک	stoke
زباله	avfall
زباله	papperskorgen
زباله	sopor
زباله	skräp
زباله	sopor
زباله	skräp
آشیانه	näste
آشیانه	hangaren
آشیانه	hangar
جوندگان	gnagare
توهم	hallucination
توهم	hallucinationer
توهم	illusion
آنتون	anton
آشامیدنی	dricka
آشامیدنی	supa
آشامیدنی	dricker
آشامیدنی	drickande
الاهلی	reklamfilm
الاهلی	kommersiell
الاهلی	kommersiella
الاهلی	kommersiellt
پانزدهمین	femtonde
کاران	karan
آبزی	akvatiska
آبزی	vattenlevande
آزادسازی	frigörelse
آزادسازی	befrielse
شکلات	choklad
ژنوم	genomet
الک	älg
الک	såll
الک	alec
رقبای	rivaler
آفتابی	soligt
آفتابی	solig
آفتابی	soliga
ترجیحات	preferenser
ترجیحات	inställningar
ترجیحات	bac
جوشکاری	svetsning
چهارچوب	ramverk
چهارچوب	ram
ختنه	omskärelse
استثنایی	speciellt
استثنایی	särskild
استثنایی	speciell
استثنایی	särskilda
استثنایی	speciella
استثنایی	exceptionell
استثنایی	exceptionella
استثنایی	exceptionellt
استثنایی	undantagsfall
تاجیک	tadzjikiska
بوت	monter
بوت	booth
بوت	bås
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eocen
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	explosionen
انفجاری	explosion
انفجاری	explosiva
انفجاری	sprängämnen
انفجاری	explosivt
انفجاری	explosiv
انفجاری	detonation
نزدیکترین	närmaste
نزدیکترین	närmast
نزدیکترین	närmsta
نزدیکترین	närmaste
نزدیکترین	närmast
نزدیکترین	närmsta
گیت	gate
گیت	grind
گیت	git
گیت	grindar
گیت	gates
گیت	portar
عرف	mores
انتحاری	självmord
اوکراینی	ukrainska
قلمروی	territorier
قلمروی	territoriet
قلمروی	territorium
ترانزیستور	transistor
سیریلیک	kyrilliska
امتناع	vägran
امتناع	avslag
بازل	basel
مهمانی	party
مهمانی	fest
مهمانی	part
مهمانی	kalas
مهمانی	parti
مهمانی	fest
مهمانی	bankett
رویت	vrida
رویت	vänd
رویت	sväng
مفاصل	fogar
مفاصل	lederna
مفاصل	leder
پیشانی	pannan
پیشانی	panna
وفور	överflöd
کاسپین	kaspiska
قلع	tin
قلع	tenn
بگو	say
بگو	säg
بگو	säga
بگو	berätta
بگو	tell
آزاده	gratis
آزاده	fri
آزاده	free
آزاده	ledig
آزاده	fritt
آزاده	fria
پدران	pappor
پدران	fäder
پدران	förfäder
متین	amfetamin
متین	metamfetamin
متین	metin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	early
پگاه	tidig
پگاه	tidiga
پگاه	tidigt
توفان	tyfonen
توفان	stormen
توفان	storm
قطعا	definitivt
اژدهای	draken
اژدهای	drake
اژدهای	dragon
یاسر	yassir
بالتیمور	baltimore
بعدا	senare
اولاً	ula
فیلمسازی	filmskapande
تسهیلات	verktyg
نژادپرستی	rasismen
نژادپرستی	rasism
اینتل	intel
استرس	stressa
استرس	stress
استرس	betonat
استرس	betonade
استرس	stressad
استرس	stressade
ناب	mousserande
ناب	rena
ناب	ren
ناب	rent
مفسر	tolk
مفسر	kommentator
آندرا	andrea
آندرا	andhra
نادو	nadu
مطبوع	kyndel
مطبوع	balsam
متعارف	konventionella
متعارف	konventionellt
متعارف	konventionell
متعارف	kanonisk
بیهوده	fåfänga
بیهوده	fåfäng
بیهوده	fåfänga
بیضی	oval
بیضی	ovala
بیضی	ellips
بیضی	elliptisk
کمرنگ	bleka
کمرنگ	blek
کمرنگ	blekt
اور	orr
کلسترول	kolesterol
مدفوع	avföring
مدفوع	pallen
مدفوع	avföring
مدفوع	pall
هلیکوپتر	helikopter
هلیکوپتر	helikoptern
هلیکوپتر	helikopter
شیوا	shiva
یونی	ion
گلو	strupe
گلو	hals
گلو	halsen
سریالی	serie
ندیده	sett
ندیده	sedd
ندیده	sedda
بطن	buk
بطن	buken
آهو	hjortar
آهو	rådjur
آهو	hjort
آهو	aho
آهو	gasell
دونتسک	donetsk
منگنز	mangan
برگه	breguet
برگه	plåt
برگه	blad
کاذب	falsk
کاذب	false
کاذب	falska
کاذب	falskt
جگوار	jaguar
فازی	fas
فازی	fasen
فازی	etapp
فازی	fuzzy
فازی	fuzz
امینم	eminem
یوکوهاما	yokohama
جذابیت	attraktion
جذابیت	dragning
سوفی	sophie
سرگرم	underhållande
سرگرم	roande
ویو	viv
موقتی	temporärt
موقتی	tillfälligt
موقتی	tillfällig
موقتی	temporär
موقتی	tillfälliga
موقتی	temporärt
موقتی	tillfälligt
موقتی	vikarie
ایمی	amy
روشنگری	upplysning
روشنگری	upplysande
مضر	skadliga
مضر	skadlig
مضر	skadligt
هود	hud
هود	huven
هود	huva
هود	hood
فیورنتینا	fiorentina
شلوار	långbyxor
شلوار	byxor
شلوار	byxor
سیتروئن	citroën
شکمی	buk
شکمی	buken
پذیرد	godtar
پذیرد	accepterar
پذیرد	accepteras
فاریاب	faryab
سوزوکی	suzuki
گای	kille
گای	guy
گای	killen
رادیکال	radikal
رادیکال	radikala
رادیکال	radikalt
سنسور	sensor
سنسور	givare
سنسور	sensorn
خازن	kondensator
لیتل	little
لیتل	lilla
لیتل	litet
لیتل	liten
طیب	brud
ورونا	verona
خطاهای	fel
خطاهای	felaktigheter
خرابی	misslyckad
خرابی	underlåtenhet
خرابی	misslyckande
خرابی	förstörelse
خرابی	förstöring
خرابی	destruktion
خرابی	misslyckades
خرابی	misslyckad
بوسه	kyssar
بوسه	puss
بوسه	puss
بوسه	kiss
بوسه	kyss
پالمیراس	palmeiras
اعماق	djup
اعماق	djupa
اعماق	deep
اعماق	djupt
لاو	lao
لاو	luv
جنت	janet
کامپایلر	kompilator
ونوس	venus
دانته	dante
آقایی	gentleman
فرزانه	vist
فرزانه	klokt
فرزانه	vis
فرزانه	klok
فرزانه	kloka
میترا	mitra
برومند	mognat
ویستا	vista
اسهال	diarré
پرستون	preston
چیدمان	layout
جنگجویان	krigare
هروی	hervé
الکترومغناطیس	elektromagnetisk
الکترومغناطیس	elektromagnetiska
الکترومغناطیس	elektromagnetism
کران	döv
کران	döva
بازگرداندن	återställ
بازگرداندن	återställa
بازگرداندن	återställning
بازگرداندن	återställa
بازگرداندن	återställer
بازگرداندن	återställning
زاد	zad
زاد	zod
زاد	avkomman
زاد	avkomma
زاد	avkommor
گرومن	grumman
لوران	laurent
پردازی	beredning
پردازی	förädling
پردازی	bearbetning
پردازی	bearbetar
سرم	serum
روبن	robben
روبن	reuben
روبن	ruben
روبن	ruben
حضورش	närvaro
حضورش	förekomst
تزار	tsar
گرانده	grande
پلانک	planck
پلانک	plankan
پلانک	planka
رانندگان	chaufförer
رانندگان	förare
رانندگان	drivrutiner
رانندگان	bilister
ناپولی	napoli
دمی	demi
مبارزان	fighters
مبارزان	jaktplan
مبارزان	boxare
مبارزان	kämpe
مبارزان	fighter
ماهه	månaderna
ماهه	månader
ماهه	månaders
اینترناسیونال	internacional
تشریفات	ceremonier
تشریفات	ceremoniella
تشریفات	formalitet
جوراب	strumpa
جوراب	strumpor
سیلور	silver
تحرک	rörelser
تحرک	rörelsen
تحرک	rörelse
تحرک	förflyttning
تحرک	rörlighet
تحرک	mobilitet
تحرک	rörligheten
شایعه	rykte
شایعه	rykten
شایعه	ryktet
لیتیم	litium
خانات	khanat
نئو	neo
دفعات	gånger
دفعات	tider
دفعات	tiderna
دفعات	times
دفعات	ggr
پیکره	corpus
زار	zar
لطیف	diskret
لطیف	latif
الیکایی	wren
ساعتی	timme
ساعتی	timme
ساعتی	timmen
ساعتی	timma
خورش	gryta
کما	koma
پره	fulla
پره	fullständig
پره	full
پره	fullt
بحثش	diskussioner
بحثش	diskussion
بازارچه	sparsamhet
ارتشی	militära
ارتشی	militären
ارتشی	militär
ارتشی	militärt
ارتشی	militärer
ارتشی	arméns
ارتشی	arme
ارتشی	armén
ارتشی	army
ارتشی	armé
داوطلبان	frivilliga
داوطلبان	volontärer
ناتوان	svagt
ناتوان	klen
ناتوان	svaga
ناتوان	svag
ناتوان	oförmögen
ناتوان	oförmögna
مکی	mackie
مکی	fräknar
مکی	maki
خیز	vaka
خیز	ödem
بزودی	snart
شانزدهمین	sextonde
آشفته	bekymrad
آشفته	bekymrade
آشفته	störd
آشفته	stört
آشفته	störda
آشفته	upprörd
آشفته	upprörda
آشفته	förvirrat
آشفته	förvirrade
آشفته	förvirrad
واگنر	wagner
غرور	högmod
غرور	stolthet
غرور	pride
غرور	fåfänga
سونامی	tsunamin
سونامی	tsunami
نامعتبر	ogiltiga
نامعتبر	ogiltig
نامعتبر	ogiltigt
مدیون	skuldsatta
مدیون	skuldsatt
مستحکم	befäst
مستحکم	befästa
لویس	luis
ساب	saab
ساب	sub
رائول	raoul
ساندرلند	värmdö
ساندرلند	sunderland
چریکی	gerilla
کوارتز	kvarts
شوری	salthalt
کورین	corinne
تلمود	talmud
کشتیرانی	frakt
کشتیرانی	sjöfart
کشتیرانی	sjöfarten
امتیازی	koncessioner
امتیازی	eftergifter
اسپین	snurra
اسپین	spin
رومانیایی	rumäner
رومانیایی	rumänska
رومانیایی	rumänsk
آرایشی	makeup
آرایشی	smink
گلف	golf
گلف	golfen
ارتدوکس	ortodoxa
آماندا	amanda
ول	val
ویلن	fiol
کریکت	cricket
مینو	minho
مینو	mino
وند	vand
آغوش	omfamna
آغوش	omfamnar
آغوش	anamma
آغوش	vapen
آغوش	armarna
آغوش	famn
آغوش	armar
آغوش	kramar
فیلترینگ	filtrering
فیلترینگ	filtrerar
فیلترینگ	filtrera
دوقطبی	bipolär
دوقطبی	dipol
پناهندگان	flyktingar
انریکه	enrique
موصل	mosul
آشفتگی	turbulens
آشفتگی	turbulensen
آشفتگی	upprördhet
آشفتگی	agitation
آشفتگی	kaos
آشفتگی	kaoset
آشفتگی	förvirring
توسکانی	toskanska
توسکانی	toscana
سلیمانیه	sulaymaniyya
ریتمیک	rytmisk
زیباست	vackra
زیباست	vacker
زیباست	vackert
اکتشافی	undersökande
اکتشافی	utredande
اکتشافی	förberedande
خسارات	förlust
خسارات	förluster
دردسر	besvär
دردسر	problem
دردسر	trubbel
گچی	gips
گچی	puts
فلامستید	flamsteed
تکانه	slagkraft
تکانه	drivkraft
دیل	dale
پروستات	prostata
داون	gryning
داون	dawn
داون	gryningen
نزدیکان	släktingar
نزدیکان	anhöriga
امداد	lindring
امداد	lättnad
امداد	befrielse
امداد	lättnader
سواره	ridning
سواره	rider
سواره	rida
سواره	kavalleri
سواره	kavalleriet
سیاستهای	politik
سیاستهای	policyer
بزمجه	bildskärm
بزمجه	övervaka
بزمجه	övervakare
بزمجه	monitor
گرنت	bevilja
گرنت	grant
دیلی	dili
دیلی	dagligen
دیلی	daglig
دیلی	dagliga
دیلی	daily
گردهمایی	återförening
بیگانگان	aliens
بیگانگان	utlänningar
بیگانگان	utomjordingar
توپولف	tupolev
دبیرخانه	sekretariat
دبیرخانه	sekretariatet
توصیفی	beskrivande
دوقلو	tvilling
دوقلو	twin
دوقلو	tvillingarna
دوقلو	tvillingar
چاقو	kniv
اورژانس	nödfall
اورژانس	nödsituation
اورژانس	akut
کانت	kant
دانکن	duncan
فایرفاکس	firefox
لادن	lastat
لادن	lastad
لادن	laden
