חנקן	nitróxeno
חצתה	cruzamos
סטו	stu
להתראות	deica
להתראות	bico
להתראות	adeus
בודדה	soa
בודדה	só
פרימיטיבי	primitivos
פרימיטיבי	primitiva
פרימיטיבי	primitivo
צריף	casa
שמעה	oín
שמעה	falar
שמעה	escoitei
נצחי	eterna
מוזרות	estraño
מוזרות	estraña
מוזרות	extraño
מוזרות	moi
מוזרות	rara
מוזרות	raro
כועס	enfadado
כועס	anoxados
כועס	anoxado
כועס	enfadada
כועס	moi
כועס	preocupada
כועס	anoxado
כועס	está
כועס	enfade
כועס	enfades
כועס	tola
כועס	tolo
כועס	enfadado
קלינט	clint
גירויים	estímulos
לבבות	corazóns
לבבות	corazón
כוון	obxectivo
ריהוט	mobles
איימה	ameazada
קללה	maldito
מכוער	fea
מכוער	feo
דאי	dai
אבקה	tocador
אלפביתי	alfabética
מעוצבת	deseñados
מעוצבת	para
מעוצבת	deseñadas
מעוצבת	deseñado
מעוצבת	deseñamos
מכבד	respectar
מכבד	respeto
מכבד	respecto
מכבד	respéctanme
מכבד	respectos
מכבד	respecta
סקוור	cadrado
סקוור	square
סקוור	cadradas
סקוור	praza
סקוור	limpo
שמלה	traxes
שמלה	vestido
שמלה	roupa
הרשה	permitir
הרשה	permitirán
הרשה	permiten
הרשה	permitiría
הרשה	permitídeme
הרשה	permitimos
הרשה	permítame
מסתורין	misterio
מסתורין	misterioso
מנגינה	melodía
לדוג	pescar
לדוג	pesca
להיעלם	desaparecer
קפיטליזם	o
קפיטליזם	capitalismo
נסתרת	oculto
נסתרת	oculta
נסתרת	ocultas
נסתרת	escondidos
נסתרת	escondidas
פרצוף	cara
פרצוף	rostro
וונדי	wendy
בודהיסטים	budistas
שחררו	liberación
שחררו	lanzamento
שחררו	en
שחררו	liberdade
שחררו	a
מיחזור	reciclaxe
הענן	nube
רווק	cada
רווק	simple
רווק	soa
רווק	só
רווק	única
רווק	único
לנשום	respira
דומם	silencio
מקודש	sagrado
מקודש	sagrados
ורדים	rosas
ליונס	lyon
פאק	carallo
פאק	vai
פאק	merda
פאק	ao
פאק	queres
פאק	fodan
פאק	malfodida
שעועית	feixóns
שעועית	xudías
סטורם	treboada
נשיקה	bico
נשיקה	bícame
נשיקה	bicar
נשיקה	un
נשיקה	biquiño
אוטופיה	utopía
שחוק	risos
שחוק	risas
דיאטה	dieta
קרש	xunta
קרש	de
קרש	reunión
קרש	bordo
קרש	comida
גושים	masas
שטן	demo
שטן	diaño
שטן	satanás
שטן	satán
חזור	repite
חזור	anda
חזור	di
חזור	repita
חזור	repito
חזור	dígoche
כוסות	lentes
כוסות	gafas
כוסות	vasos
כוסות	as
נקם	vinganza
נקם	vingar
חליפה	para
חליפה	satisfacer
חליפה	traxe
השקיעו	investimos
ספקי	a
משאב	recurso
דייג	pescador
דייג	pescar
דייג	pesca
שכירות	renda
שכירות	aluguer
שכירות	alugar
ביפ	beep
כבוש	ocupada
מקש	clave
מקש	chave
קיס	bico
קיס	bícame
קיס	bicar
קיס	un
קיס	biquiño
שומעת	escoitar
שומעת	oír
שומעת	oio
מסתתר	agochados
מסתתר	escondida
אוהלים	tendas
מחסומים	barreiras
מחסומים	as
פרקליט	avogado
פרקליט	asistencia
פרקליט	avogado
פרקליט	fiscal
ממ	mm
ההזמנה	convídovos
ההזמנה	a
חמוד	moi
משכורות	nómina
להקפיא	conxelar
בחוזקה	fortemente
בישופ	bispo
דחיפה	presionar
גאים	orgullosa
גאים	orgullosos
גאים	de
גאים	orgulloso
גאים	fachendoso
בעיטה	unha
בעיטה	malleira
בעיטה	patada
בעיטה	dáme
בעיטה	una
בעיטה	botar
בעיטה	patea
קרפנטר	carpinteiro
הקפיטליסטית	capitalista
האמינה	que
משקר	está
משקר	mentindo
משקר	mentes
משקר	páramo
ייעוד	destino
ייעוד	o
אשמים	culpable
אשמים	culpábel
אשמים	culpábeis
המשמרת	de
המשמרת	quenda
וידוי	confesións
וידוי	confesión
רצפה	chan
רצפה	piso
רצפה	andar
פייק	pike
נתלה	enforcado
נתלה	aforcado
נתקע	atascado
נתקע	que
נתקע	quedar
מקצוען	profesionais
מקצוען	profesional
מקצוען	un
מכסף	silver
הום	fogar
הום	casa
הום	á
הום	na
הדובים	osos
אחותי	irmá
אחותי	a
חשופה	exposto
חשופה	á
לשפוך	derramamento
מאזניים	escala
פצע	ferida
הוואנה	habana
הוואנה	da
אצילי	nobre
מזדהה	identificar
מזדהה	identificalos
מזדהה	identifiques
מזדהה	identificamos
מזדהה	que
האסם	granxa
פרוטסטנטי	protestante
ליצן	pallaso
טריליון	trillóns
טריליון	de
טריליון	billóns
נואשות	desesperadamente
נואשות	desesperado
נואשות	e
מוחות	cerebro
מוחות	cerebros
מוחות	os
מוחות	mente
מוחות	mentes
מוחות	as
מוחות	nas
דניאלס	daniels
השקעת	investimos
מוניטור	monitor
מצייר	debuxo
רעיה	muller
רעיה	esposa
רעיה	dona
גירסה	versión
פטריוט	patriota
צג	monitor
איירה	ira
פיילוט	piloto
לתחזק	manter
לתחזק	a
שאיבת	aspiración
שאיבת	obxetivo
ווילסון	wilson
מתווך	indicador
מתווך	representante
קנאי	ciumento
קנאי	celosa
לצעוק	berrar
לצעוק	berro
באדי	amigo
באדי	colega
באדי	compañeiro
ישועה	exército
ישועה	de
ישועה	salvacionista
ישועה	salvación
חדשנות	innovación
גאס	gus
קלייד	clyde
אותנטי	auténtica
אותנטי	é
לעשן	cigarros
קליע	bala
קירבה	relación
קליעים	balas
קליעים	as
הודתה	mañá
רוץ	correr
רוץ	corre
הרייטינג	cualificacións
הרייטינג	as
הרייטינג	avaliacións
שמלות	vestidos
זרק	lanzoume
זרק	tiraron
זרק	tirou
זרק	o
הסרה	se
הסרה	e
הסרה	quitar
הסרה	quitamos
נקנה	mercou
נקנה	merquei
נקנה	merqueino
נקנה	merqueille
נקנה	comprou
פאניקה	pánico
סכיזופרניה	esquizofrenia
פוקוס	centre
פוקוס	centrarse
פוקוס	centramos
פוקוס	centrarme
פוקוס	foco
פוקוס	focalizar
פסיכיאטרים	psiquiatras
סטוארט	stuart
סטוארט	estuardo
שחפת	consumo
ריבונית	soberanas
ריבונית	soberana
היגיינה	hixiene
קטי	cathy
הבדידות	fica
הבדידות	illado
הבדידות	soidade
עצמכם	mesmos
מתבגרים	os
מתבגרים	adolescentes
מקצוענים	profesionais
טירות	castelos
פידל	fidel
הדבק	pegar
מעתיק	copiando
וולי	wally
אודם	ruby
לקוחה	cliente
לקוחה	cliente
קוסמית	cósmico
סוציולוג	sociólogo
סוציולוג	toma
סינקלייר	sinclair
הצג	amosar
הצג	espectáculo
הצג	vista
הצג	opinión
הצג	punto
הצג	visión
בטלה	improdutivo
המהות	esencia
אנונימית	anónimos
דיויד	david
לחלום	soño
לחלום	soños
לחלום	con
מבולבל	confuso
פל	caeu
פל	namorou
פל	caín
פל	adormeceu
סומן	marcados
קוקטייל	cóctel
נעול	pechada
נעול	con
נעול	empechar
הסתיר	escondín
אסטרונאוט	astronauta
קראי	lin
קראי	ler
קראי	leo
קראי	le
קארד	carta
קארד	tarxeta
קארד	de
קארד	unha
קארד	documento
רוע	mal
רוע	malo
רוע	malvado
רוע	maldade
רוע	malvados
נסיונות	intentos
התנצל	pedir
התנצל	desculpas
מרגש	emocionante
מרגש	excitante
מרגש	emocionantes
מושלמים	perfecto
מושלמים	perfecta
מושלמים	perfectos
צמצם	estreito
סטנד	pé
מזומנים	diñeiro
מזומנים	en
מזומנים	efectivo
מזומנים	contado
מזומנים	cartos
מזומנים	suficiente
מזומנים	cobro
מזומנים	cobrar
הקציר	colleita
קפוא	xeado
חשבה	que
חשבה	pensaba
חשבה	pensei
שימושיות	útil
שימושיות	útiles
שימושיות	para
הגנות	defensas
מעריכה	aprezar
מעריכה	apreciaría
מעריכה	estivese
מעריכה	gustaríame
תרנגולות	galiñas
תרנגולות	polos
מפחיד	medo
מפחיד	aterrador
מפחיד	terrorífico
תשכח	esquecer
תשכח	esquezas
תשכח	o
