kategória	類別
obhajoba	防衛
obhajoba	國防
obhajoba	防衛
yvonne	yvonne
únava	疲勞
únava	疲勞
detroite	底特律
povýšenie	推廣
povýšenie	促銷
povýšenie	晉升
povýšenie	推廣
povýšenie	促銷
povýšenie	晉升
turan	turan
boxu	拳擊
tara	tara
ryže	大米
ryže	米
ryže	米飯
ryže	飯
milenec	愛人
milenec	情人
lacný	廉價
lacný	便宜
glukóza	葡萄糖
sexualita	性行為
sexualita	性
cast	石膏
cast	投
cast	演員
levin	levin
zneužitie	濫用
zneužitie	誤用
zneužitie	濫用
zneužitie	虐待
ssc	ssc
pohotovosti	待命
pohotovosti	備用
úsudok	判斷
úsudok	判決
úsudok	判斷力
úsudok	判斷
úsudok	判決
úsudok	判斷力
spúšťa	引發
spúšťa	觸發
spúšťa	觸發
oválne	橢圓形
oválne	橢圓
krzysztof	krzysztof
záhada	神秘
záhada	謎團
záhada	謎
aerospace	航天
garáže	車庫
obilnín	穀物
obilnín	穀類
obilnín	麥片
obilnín	穀物
obilnín	穀類
dovod	理由
dovod	理性
dovod	原因
rcs	rcs
tiff	tiff
domovy	住家
hassan	hassan
hassan	哈桑
zip	拉鍊
zip	zip
nálepka	貼紙
ortuti	水星
ortuti	水銀
ortuti	汞
odrážať	反映
odrážať	彈跳
odrážať	反彈
osamelý	孤單
osamelý	寂寞
osamelý	孤獨
saldo	平衡
saldo	結餘
saldo	均衡
saldo	餘額
pružiny	彈簧
kľúčová	鑰匙
kľúčová	鍵
kľúčová	key
kľúčová	關鍵
precedens	先例
spravne	右
hydrológia	水文
kolísanie	波動
kolísanie	波動
spoločníka	伴侶
spoločníka	同伴
citovať	報價
citovať	引文
citovať	引用
citovať	引述
prajem	願望
prajem	祝願
lara	lara
zvrat	扭
zvrat	扭曲
zvrat	週轉
tuniska	突尼西亞
riaditeľov	董事
potopil	沈沒
mokrý	濕
krádeže	失竊
krádeže	盜竊
krádeže	偷竊
funky	時髦
dohodnutý	議定
dohodnutý	同意
dohodnutý	商定
mŕtvoly	屍
kanalizácie	污水
kanalizácie	水渠
kanalizácie	下水道
savo	savo
poranenie	損傷
poranenie	傷口
etiku	倫理
etiku	倫理學
ventily	閥
ventily	閥門
henrietta	henrietta
zručnosť	技藝
zručnosť	技巧
zručnosť	技能
kvp	kvp
duny	沙丘
demi	demi
holubica	鳩
holubica	鴿
holubica	鴿子
hondurase	宏都拉斯
analyzovať	解析
repa	甜菜
repa	甜菜
priaznivý	吉祥
cosworth	cosworth
eredivisie	eredivisie
kontajnery	容器
kontajnery	貨櫃
kontajnery	容器
kontajnery	貨櫃
schalke	schalke
cac	cac
snímačov	感應器
tablety	平板
tablety	牌匾
tablety	石板
tablety	平板
reklamný	廣告
webber	webber
anión	陰離子
riot	暴動
riot	暴亂
riot	騷亂
svedkami	目睹
svedkami	見證
otroctvo	奴役
otroctvo	奴隸制
otroctvo	奴役
otroctvo	綁縛
otroctvo	束縛
otroctvo	奴役
pomalá	緩慢
pomalá	慢
charity	慈善
chrípky	流感
chrípky	感冒
chrípky	流感
thom	thom
čiastkových	漸進
čiastkových	遞增
čiastkových	增量
normou	規範
odporúčam	推薦
flo	芙蓉
guma	橡膠
guma	橡皮
guma	橡皮擦
guma	橡皮
guma	膠
guma	口香糖
výdrž	耐力
výdrž	耐力
sekretariátu	秘書處
hovor	致電
hovor	電話
hovor	打電話
hovor	通話
hovor	呼叫
hovor	聊
violet	紫羅蘭
violet	紫
aktualizovaný	更新
zosilňovač	放大器
holuby	鴿
holuby	鴿子
sheldon	sheldon
perl	perl
zrútenie	折疊
zrútenie	崩潰
zrútenie	倒塌
tragická	悲劇
tragická	悲慘
globálna	全球
kanalizácia	衛生
kanalizácia	污水
kanalizácia	排水
kanalizácia	管道
kanalizácia	污水
zníženia	裁減
deviatej	第九
sviečky	蠟燭
sviečky	燭光
sviečky	燭
sviečky	蠟燭
okamžitý	即時
okamžitý	瞬間
okamžitý	即時
okamžitý	瞬時
požičal	借
generovanie	一代
generovanie	世代
generovanie	產生
generovanie	生成
generovanie	生成
tajomná	神秘
tajomná	淘氣
potešenie	喜悅
rúrky	管道
rúrky	水管
sporných	爭議
integrity	誠信
integrity	完整性
integrity	正直
legendárna	傳奇
sully	玷污
šerif	元帥
astro	astro
komiksy	漫畫
bae	裴
liu	劉
ony	她們
ony	他們
ony	它們
zinočnatý	鋅
syra	乳酪
syra	乾酪
moču	尿液
moču	尿
sig	sig
úhor	休耕
burger	漢堡
pýcha	自尊
pýcha	自豪
pýcha	驕傲
hotová	完成
hrušky	梨
mimi	咪咪
diablo	diablo
inf	inf
diplomacia	外交
loptička	球
cement	水泥
metrom	地鐵
risc	risc
bosco	bosco
midlands	中部
visualeditor	visualeditor
dotkne	觸及
chubut	chubut
preventívne	預防
sľubuje	諾言
sľubuje	承諾
sľubuje	允諾
sľubuje	許諾
liberalizmus	自由主義
ihriská	操場
ihriská	遊樂場
ihriská	操場
ihriská	遊樂場
ihriská	運動場
monitoring	監測
johnsona	約翰遜
johnsona	johnson
dohady	猜想
hlavička	標題
hlavička	頭
hlavička	頭部
piati	五
piati	五個
smiešne	搞笑
smiešne	好笑
smiešne	可笑
strelivo	彈藥
gddr	gddr
wildlife	野生動物
arbitráž	仲裁
odsúdené	判刑
odsúdené	注定
kvalifikovaných	熟練
kvalifikovaných	合格
uniesť	劫持
uniesť	劫機
rezanie	切割
rezanie	削減
sprostredkovanie	經紀
sprostredkovanie	調停
sprostredkovanie	調解
kambodži	柬埔寨
anorganické	無機
lítia	鋰
políčka	田間
políčka	田地
políčka	欄位
políčka	田野
poradové	串列
kang	姜
kang	康
pena	泡沫
pozvaní	邀請
pozvaní	受邀
inzulínu	胰島素
ekvivalenty	等效
nepriateľský	敵對
nepriateľský	敵意
nepriateľský	敵視
adele	adele
knut	knut
zamestnávateľov	雇主
touring	巡演
vnútrozemské	內地
vnútrozemské	內陸
vnútrozemské	內陸國
vnútrozemské	內陸
steam	蒸氣
steam	蒸汽
tragické	悲劇
tragické	悲慘
ginko	銀杏
bernardino	bernardino
pokuty	懲罰
pokuty	處罰
pokuty	刑罰
pokuty	nes
pokuty	罰金
pokuty	罰款
podiely	持有
podiely	控股
podiely	持股
podiely	共享
podiely	分享
podiely	股份
nove	新
nove	新的
whl	whl
rybárik	翠鳥
boyer	boyer
jarné	春
jarné	春秋
jarné	春天
jarné	彈簧
jarné	春季
štíhla	苗條
valentína	情人節
gerlach	gerlach
čelom	額頭
fotografa	攝影師
reprodukcia	生殖
reprodukcia	複製
reprodukcia	繁殖
chemikálie	化學品
mokrá	濕
znižovať	減少
znižovať	減
znižovať	降低
trstiny	拐杖
trstiny	甘蔗
trstiny	手杖
konštantné	常數
cassius	cassius
atribútov	屬性
urážky	侮辱
čepeľ	刀鋒
čepeľ	刀片
mysliteľov	思想家
protestantizmus	新教
kern	kern
úryvok	節錄
úryvok	摘錄
gimeno	valles
karbid	碳化
karbid	碳化物
čokoláda	巧克力
nerv	神經
clovek	人
clovek	男人
clovek	man
učeň	學徒
učeň	徒弟
perom	鋼筆
perom	筆
etický	倫理
vario	vario
živorodce	theria
ignorovať	忽略
ignorovať	忽視
ignorovať	無視
ignorovať	忽略
záblesk	閃光
záblesk	閃光燈
záblesk	flash
záblesk	閃
záblesk	閃電俠
lhc	lhc
zelenay	zelenay
mgm	mgm
etnickej	族裔
smrteľné	致命
smrteľné	致死
smrteľné	致命
smrteľné	致命
predviedli	展示
siroty	孤兒
párenia	交配
fff	fff
zmenšenie	減少
zmenšenie	裁減
exotické	異國
exotické	奇異
šialenstvo	瘋狂
šialenstvo	瘋
šialenstvo	瘋了
šialenstvo	瘋狂
reggio	reggio
bernie	bernie
obchodovania	買賣
obchodovania	貿易
obchodovania	交易
skladovanie	儲存
skladovanie	貯存
čiastočky	顆粒
čiastočky	粒子
čiastočky	微粒
hodiniek	手錶
textúry	紋理
meradlo	儀表
schalken	schalken
candy	糖果
candy	糖
občasné	偶而
rozlúčka	告別
produktivity	生產力
pax	pax
pax	大同
protilátok	抗體
protilátok	抗體
somálsku	索馬利亞
odvážny	勇者
odvážny	勇敢
odvážny	大膽
mníšky	尼姑
wrx	wrx
anni	anni
porovnateľná	可比
rchb	rchb
clint	clint
živobytie	生計
živobytie	自給
živobytie	民生
živobytie	生計
schumann	舒曼
plech	板
stimul	激勵
qualcomm	qualcomm
kreslá	椅
kreslá	椅子
kreslá	席位
kreslá	座位
wikisource	wikisource
škrob	澱粉
zmierniť	軟化
twenty	twenty
twenty	二十
damme	damme
rušenie	擾動
rušenie	干擾
rušenie	干預
rušenie	干涉
splatnosti	成熟
splatnosti	到期
mravce	蟻
mravce	螞蟻
vážený	加權
nikel	鎳
ilúzie	幻想
ilúzie	幻想
ilúzie	幻覺
ilúzie	錯覺
tommaso	tommaso
jamky	酒窩
návody	指南
návody	嚮導
payne	payne
christensen	christensen
jordi	jordi
odvážne	勇者
odvážne	勇敢
odvážne	大膽
celoštátne	全國
celoštátne	全國
korešpondenciu	書信往來
svt	svt
tanasugarnová	tanasugarn
napraviť	補救
režimy	模式
režimy	政權
predávajúci	廠商
predávajúci	賣方
felicia	felicia
kupujúci	買主
krvácania	流血
krvácania	出血
hodiť	擲
hodiť	扔
hodiť	丟
slot	槽
ppm	ppm
elita	精英
elita	elite
ukážku	示範
ukážku	演示
ukážku	示威
zviazané	捆綁
zviazané	被綁
sponzorom	贊助
zázemia	腹地
zázemia	內地
eddy	eddy
plasty	塑料
plasty	塑膠
plasty	塑料
plasty	塑膠
yvette	yvette
bubliny	泡泡
bubliny	泡沫
bubliny	氣泡
bubliny	泡泡
bubliny	泡
bubliny	泡沫
bubliny	氣泡
vypracované	草擬
prichádzajúce	入境
aldo	aldo
presuny	轉讓
kvapka	滴
kvapka	下降
shf	shf
fúzie	合併
parus	parus
extrémny	極端
extrémny	極度
extrémny	極限
prezradí	揭示
alu	alu
algol	algol
konvergencie	收斂
sirius	天狼星
pozitívnych	積極
pozitívnych	正面
pozitívnych	陽性
vulpes	vulpes
strážny	守護神
strážny	守護者
strážny	守護
strážny	監護人
hodváb	蠶絲
hodváb	絲
hodváb	絲綢
sima	司馬
odhodlanie	決心
odhodlanie	承諾
granville	granville
slušný	體面
slušný	正派
indigo	indigo
slony	象
slony	大象
dogg	dogg
lemieux	lemieux
dôchodca	退休
dôchodca	退役
obhajovať	捍衛
obhajovať	保衛
ssh	ssh
demonštrácia	示範
demonštrácia	演示
demonštrácia	示威
dalton	dalton
sos	sos
wikilink	wikilink
irelevantné	不相干
dotknúť	touch
dotknúť	摸
dotknúť	觸碰
dotknúť	觸控
dotknúť	觸動
samovražda	自殺
zodpovedných	負責
schodoch	樓梯
schodoch	階梯
pečenie	烘焙
pečenie	烘烤
pečenie	烘焙
špecifiká	特異性
har	har
trim	修剪
kendrick	kendrick
milenci	戀人
milenci	愛人
milenci	情侶
milenci	情人
zmierenie	和解
zmierenie	調解
líšky	狐
líšky	狐狸
líšky	fox
naviac	額外
naviac	多餘
nezmyselné	無意義
nezmyselné	無意義
dustin	dustin
pvp	pvp
lakers	湖人
vývojovej	發育
tehotenstvo	懷孕
tehotenstvo	妊娠
tehotenstvo	孕期
zovšeobecnenie	概括
prémia	premium
prémia	溢價
prémia	保費
prémia	保險費
yin	陰
yin	殷
obvinených	被告
spálené	燒焦
hmle	大霧
hmle	迷霧
hmle	霧
cns	cns
pripomenúť	召回
pripomenúť	提醒
prehistorické	史前
uccle	uccle
balón	氣球
republikáni	共和黨
ropucha	蟾蜍
živo	活潑
živo	熱鬧
posunúť	輪班
posunúť	動
posunúť	移動
posunúť	捲軸
posunúť	滾動
nájomné	租金
nájomné	租賃
nájomné	租金
nájomné	房租
nájomné	租
nájomné	租金
nájomné	租金
tancovať	舞蹈
tancovať	跳舞
tancovať	舞
tancovať	舞蹈
tancovať	舞動
tancovať	跳舞
tancovať	舞
stožiar	旗桿
anastasia	anastasia
platené	付費
koberec	地毯
koberec	地毯
cely	細胞
cely	牢房
víla	神仙
víla	仙女
víla	仙
víla	仙子
najnižšej	最低
keramických	陶瓷
avc	avc
poranenia	傷口
katastrofu	災難
papilionidae	papilionidae
ministerstiev	部委
ministerstiev	各部
ems	ems
antarktída	南極洲
antarktída	南極
riva	riva
vypustiť	刪除
vertikálny	垂直
vertikálny	縱向
guam	關島
hnacie	牽引
hnacie	牽引力
zaručiť	保障
zaručiť	擔保
zaručiť	保證
amber	amber
amber	安培
amber	琥珀
krehké	脆弱
krehké	易碎
beagle	beagle
smerovania	方向
suchozemských	陸地
molina	molina
štrukturálne	結構
investícia	投資
investícia	投資
warhol	warhol
penisu	陰莖
zavádzanie	引入
zavádzanie	介紹
zavádzanie	誤導
zavádzanie	部署
fitnes	健身
žiadostí	請求
žiadostí	要求
nezamestnaných	失業者
nezamestnaných	失業
zaregistrovať	註冊
zaregistrovať	登記
zásadami	原則
hotovo	完成
uskladnenie	儲存
uskladnenie	貯存
lietania	飛
lietania	飛翔
lietania	飛行
zamestnanosť	就業
uhličitanu	碳酸
parazity	寄生蟲
ušami	耳
ušami	耳朵
demonštrácií	示威
povoľuje	許可證
povoľuje	允許
povoľuje	允許
povoľuje	獲准
flint	火石
imho	imho
pywikipedia	pywikipedia
rukavice	手套
rukavice	手套
civilisti	平民
záväzný	裝訂
prepadnutie	埋伏
prepadnutie	伏擊
prepadnutie	打劫
prepadnutie	劫
prepadnutie	搶劫
tráviaceho	消化
rebro	肋骨
lepsie	更好
strážiť	守衛
strážiť	衛兵
strážiť	警衛
strážiť	守護
mutácia	突變
mutácia	變異
otvorenosť	開放
portugalských	葡萄牙語
portugalských	葡萄牙
zjednodušený	簡體
zjednodušený	簡化
korekcia	改正
korekcia	糾正
korekcia	校正
korekcia	更正
dotácie	補貼
dotácie	補助
dotácie	補貼
dotácie	補助金
dotácie	補助
dotácie	補助金
výplne	填料
pôrodu	分娩
pôrodu	生育
pôrodu	難產
sarkofágu	石棺
vložená	嵌入
vložená	嵌入式
závažná	認真
závažná	嚴重
závažná	嚴肅
závažná	嚴重
závažná	重度
konzulát	領事館
passeriformes	passeriformes
čiarky	逗號
tkaniny	布
tkaniny	布料
tkaniny	織物
predpokladaná	假定
predpokladaná	推定
predpokladaná	假定
dôstojnosť	尊嚴
skleníkových	溫室
prehnané	誇大
prehnané	誇張
herz	herz
fukuoka	福岡
čim	鳴叫
klinicky	臨床
radiálne	徑向
ťahať	阻力
ťahať	拖曳
ťahať	拖
buxus	buxus
očakávané	預計
očakávané	預期
zubné	牙科
zubné	牙醫
zubné	牙齒
zbierať	收集
jedu	毒
jedu	毒液
jedu	毒藥
jedu	毒
jedu	毒物
morgana	morgana
monk	僧侶
monk	和尚
monk	僧
daphne	daphne
kliatba	詛咒
kliatba	咒
prosté	平原
stare	凝視
tupý	鈍
bojovníčka	戰士
bojovníčka	勇士
bojovníčka	拳手
bojovníčka	鬥士
dedičov	繼承人
poludnie	正午
poludnie	中午
poludnie	正午
poludnie	中午
ticha	寂靜
ticha	沈默
ticha	緘默
spravodlivé	公平
crossover	交叉
zachovávať	保全
dekorácie	裝飾
dekorácie	裝飾
dámu	跳棋
spadea	spadea
harriet	harriet
maľovanie	畫畫
maľovanie	畫
maľovanie	油畫
maľovanie	繪畫
nektár	甘露
nektár	花蜜
ning	寧
sander	sander
omáčka	肉汁
omáčka	醬
nožnice	剪刀
fargo	fargo
dara	dara
minúta	分鐘
zhromažďovanie	聚集
zhromažďovanie	聚會
zhromažďovanie	收集
zhromažďovanie	收藏
cds	cd
ikonu	圖示
záhady	神秘
záhady	謎團
záhady	謎
chlad	冷冷
chlad	寒冷
chlad	冷
krajčír	裁縫
elipsy	橢圓
akira	akira
klinická	臨床
dsl	dsl
skorej	提早
skorej	及早
skorej	早期
skorej	提前
concord	協和
coco	可可
ari	ari
rokliny	山溝
hyena	鬣狗
prášku	粉
prášku	粉末
prášku	火藥
lavičke	長椅
lavičke	板凳
akumulácie	累積
akumulácie	積累
dovolenky	假期
dovolenky	度假
dovolenky	假期
dovolenky	渡假
dovolenky	度假
dovolenky	假期
dovolenky	假日
dovolenky	節假日
dovolenky	節日
vina	斷層
vina	罪惡感
vina	內疚
vina	愧疚
geneviève	geneviève
tatar	韃靼
schválení	核准
schválení	批准
zadané	委託
zadané	授予
orly	老鷹
orly	鷹
courtney	courtney
fotiek	像片
fotiek	照片
wcw	wcw
podpísanie	簽約
podpísanie	簽署
účtovník	會計
účtovník	會計師
nahlas	大聲
nulové	零
povolení	許可證
mierna	溫帶
mierna	輕微
mierna	輕度
mierna	溫和
mierna	中等
mierna	適度
mierna	適中
mierna	溫和
výfukové	用盡
výfukové	排氣
zuzka	alli
súlad	一致性
súlad	連貫性
súlad	一致性
súlad	連貫性
súlad	一貫性
inzulín	胰島素
magnát	mogul
magnát	大亨
magnát	大亨
gogh	gogh
jednanie	喧囂
konkurze	破產
trojuholníkové	三角形
trojuholníkové	三角
odmietnuť	拒絕
odmietnuť	減少
odmietnuť	下降
odmietnuť	衰落
paru	蒸氣
paru	蒸汽
kazety	墨盒
hybridné	雜交
hybridné	混血兒
hybridné	混合
hustý	稠密
hustý	密集
študentka	學生
sára	sarah
sára	sara
bloom	盛開
bloom	開花
bloom	bloom
bloom	綻放
nekonečná	無盡
nekonečná	無限
nekonečná	無窮
nekonečná	無盡
nekonečná	無止境
generované	生成
nátlakom	強制
nátlakom	強迫
nátlakom	脅迫
nátlakom	脅迫
ivy	常春藤
ivy	ivy
dodávateľ	廠商
dodávateľ	承包商
olympiádu	奧運會
olympiádu	奧運
hospodárenie	管理
venice	威尼斯
evakuáciu	疏散
evakuáciu	撤離
chrómu	鉻
naplnenie	成就感
biologie	biologie
uprednostňujú	偏好
mäkká	軟軟
mäkká	柔軟
mäkká	柔和
mäkká	軟
žula	花崗岩
šťavy	汁
šťavy	果汁
mučeníka	烈士
mučeníka	殉難者
zváranie	焊接
zváranie	焊
školenie	培訓
školenie	訓練
moss	moss
irene	irene
elliot	elliot
odozva	答復
odozva	回饋
odozva	反饋
spokojní	滿意
anatomické	解剖學
osvedčenie	憑證
osvedčenie	證書
osvedčenie	認證
škodlivý	有害
škodlivý	惡意
packard	packard
transfery	轉讓
gbu	gbu
neaktívne	閒置
abbott	abbott
rating	評比
rating	評分
sachs	sachs
usporiadala	主辦
xsara	xsara
potrebovať	需求
potrebovať	需要
nádherná	華麗
vrahovia	刺客
uhoľné	煤礦
uhoľné	煤炭
uhoľné	煤
clarka	clark
airplay	airplay
baktéria	細菌
sacharidov	碳水化合物
sacharidov	碳水化合物
zhuravleva	zhuravleva
mobility	調動
mobility	流動
mobility	流動性
cestovatelia	旅客
tmu	黑暗
zlepšovanie	改進
zlepšovanie	改善
zlepšovanie	改良
zlepšovanie	改進
zlepšovanie	改善
purcell	purcell
slamy	稻草
slamy	吸管
aspx	aspx
korčuľovanie	滑冰
korčuľovanie	溜冰
dedo	爺爺
dedo	祖父
pamela	pamela
klam	謊言
klam	妄想
klam	錯覺
peny	泡沫
orb	orb
paradigmy	範例
poslucháč	聽眾
vyrovnaný	平衡
vyrovnaný	均衡
denise	denise
morálnu	道義
morálnu	道德
miešanie	混合
miešanie	洗牌
miešanie	混合
zrna	糧食
zrna	穀物
zrna	糧
omnia	omnia
inteligentné	聰明
inteligentné	smart
dôstojnosti	尊嚴
grosse	grosse
zabudnuté	遺忘
prísna	嚴格
prísna	嚴謹
addclass	addclass
bvp	bvp
maud	maud
mlčanie	寂靜
mlčanie	沈默
mlčanie	緘默
výbušné	爆炸性
výbušné	炸藥
vypnúť	關機
vypnúť	停機
vypnúť	啞巴
vypnúť	靜音
vypnúť	啞
palice	俱樂部
palice	梅花
palice	棍棒
palice	棍子
palice	木棍
wickmayerová	wickmayer
oštep	標槍
oštep	長矛
oštep	矛
tyčinky	酒吧
tyčinky	小節
tyčinky	棍棒
tyčinky	棍子
tyčinky	木棍
deborah	deborah
bankrot	破產
cbc	cbc
peria	羽
peria	羽毛
peria	羽毛
davidson	davidson
úplnosti	完整性
slabosti	弱點
arriva	arriva
rico	rico
kasární	營房
kasární	軍營
kasární	兵營
soleil	soleil
šalát	生菜
šalát	萵苣
šalát	沙拉
vertigo	眩暈
zbytočný	無用
senzorov	感應器
poháre	杯子
poháre	眼鏡
poker	撲克牌
poker	撲克
opakovania	重現
panic	處女
panic	恐慌
projekcie	預測
projekcie	投射
projekcie	投影
projekcie	預測
kyle	kyle
susediace	鄰近
susediace	鄰接
susediace	相鄰
susediace	鄰近
susediace	毗鄰
odtrhnutie	分離
istomin	istomin
postihnutia	殘疾
postihnutia	殘疾
postihnutia	殘障
postihnutia	傷殘
macko	熊
gemeinde	gemeinde
sused	鄰居
mae	mae
supermarine	supermarine
zábavná	娛樂
navigačných	航行
navigačných	導航
priebežné	持續
priebežné	連續
priebežné	中間
priebežné	中級
slniečko	陽光
eiffel	eiffel
inovácií	革新
inovácií	創新
simulácie	模擬
simulácie	模擬
kan	kan
kontrol	支票
prísada	加法
prísada	成分
prísada	成份
pažeráka	食管
horizontálna	橫向
horizontálna	水平
iupac	iupac
útlm	衰減
malária	瘧疾
crowleyho	crowley
tlačidlá	按鈕
fanúšik	樊
fanúšik	粉絲
fanúšik	風扇
fanúšik	範
rhapsody	狂想曲
stratégií	戰略
nils	nils
neobmedzené	無限
neobmedzené	無限
korupcia	腐敗
gut	內臟
nepravdivé	虛假
nepravdivé	假
bernd	bernd
tanaka	田中
checkuser	checkuser
sein	sein
balkón	露台
balkón	陽台
atkins	atkins
aguilar	aguilar
ake	ake
konzultant	顧問
svedectvá	證言
svedectvá	證詞
curren	curren
fsb	fsb
podozrivých	嫌犯
podozrivých	嫌疑犯
podozrivých	疑犯
schôdze	會議
deimos	deimos
cigarety	香煙
cigarety	煙
cigarety	香煙
cigarety	煙
duté	空洞
duté	空心
smrteľná	致命
smrteľná	致死
smrteľná	致命
vášnivý	激情
rotačné	旋轉
rotačné	rotary
pierce	pierce
záchvaty	癲癇
kyslých	酸性
ups	哎呀
ups	ups
ameghino	ameghino
champion	冠軍
koňom	馬
koňom	馬匹
kvalifikácií	資歷
znížené	減少
telegraph	電報
capdeville	capdeville
kryje	封面
rosolská	rosolska
zúfalo	絕望
stabilizácia	穩定
šoku	休克
šoku	驚
šoku	震驚
šoku	衝擊
hodinová	每小時
mliečny	乳白色
hany	hany
rozpustiť	溶解
salóne	沙龍
viest	夾克
prepustiť	釋出
prepustiť	釋放
vyčerpané	精疲力竭
vyčerpané	用盡
vyčerpané	枯竭
gus	gus
približný	大致
približný	近似
joplin	joplin
mca	mca
protichodné	對立
protichodné	矛盾
bigbang	bigbang
elsa	elsa
prepínač	切換
prepínač	開關
stropy	天花板
stropy	帽
stropy	大寫
uväzniť	圈套
uväzniť	陷阱
uväzniť	囚禁
santonjová	santonja
ovplyvňovanie	蠱惑
ovplyvňovanie	強制
ovplyvňovanie	強迫
ovplyvňovanie	強迫性
ovplyvňovanie	影響力
ovplyvňovanie	影響
ovplyvňovanie	影響
patriarchov	始祖
bibliu	聖經
ortodoxný	東正教
ortodoxný	正統
ortodoxný	正教
škôlka	幼兒園
škôlka	幼稚園
škôlka	幼兒園
škôlka	托兒所
škôlka	幼兒園
nerozhodne	決定
parity	均等
pozitívna	積極
pozitívna	正面
pozitívna	陽性
jumping	蹦跳
jumping	跳躍
kontinuity	持續性
kontinuity	連續性
izolovať	孤立
prsia	咪咪
prsia	乳房
prsia	山雀
prsia	胸
prsia	胸部
prsia	乳房
sambucus	sambucus
iib	iib
jakovlev	yakovlev
krádež	失竊
krádež	盜竊
krádež	偷竊
krádež	打劫
krádež	劫
krádež	搶劫
krádež	偷竊
krádež	偷
metropolis	大都市
metropolis	都市
radarové	雷達
scout	童軍
scout	童子軍
pironkovová	pironkova
tuhý	僵硬
tuhý	僵
evo	evo
albion	albion
avari	avari
orech	堅果
orech	核桃
orech	胡桃
ignoruje	忽略
ignoruje	忽視
ignoruje	無視
petíciu	請願書
petíciu	請願
petíciu	上訪
prísady	元素
prísady	成分
prísady	原料
prísady	成份
prechodná	過渡性
duchovia	魂靈
kombinovanej	結合
titulky	字幕
hasan	hasan
fbc	fbc
rodrigo	rodrigo
colné	海關
colné	關稅
predavač	推銷員
predavač	廠商
dvojka	兩
dvojka	兩個
dvojka	二
fit	適合
audiovizuálne	視聽
kôrovce	甲殼類
rep	rep
cervantes	cervantes
ľalie	百合
ľalie	睡蓮
duna	沙丘
aufl	aufl
opteron	opteron
plantáže	種植園
priťahujú	吸引
wikimania	wikimania
verní	忠心
verní	忠誠
verní	忠誠
verní	忠實
symphorien	symphorien
klietka	籠
klietka	籠子
parkovanie	停車位
parkovanie	停車場
čiastka	金額
čiastka	款額
čiastka	數額
rihanna	rihanna
omnibus	總括
koľajnice	鐵路
zadržať	扣留
georgios	georgios
podozrivý	涉嫌
podozrivý	疑似
podozrivý	可疑
podozrivý	嫌犯
podozrivý	嫌疑犯
podozrivý	疑犯
rybárov	漁民
rybárov	漁夫
rybárov	漁民
princovi	王子
princovi	太子
princovi	親王
ceo	ceo
ceo	總裁
aromatických	芳香
aromatických	芳香族
hniezdenia	築巢
plodnosť	生育率
plodnosť	生育
tiahli	鬥嘴
jedom	毒
jedom	毒液
jedom	毒藥
jedom	毒
jedom	毒物
klinických	臨床
slona	象
slona	大象
votrelec	異形
votrelec	外星人
vred	煮沸
vred	煮
vred	潰瘍
spotrebiteľa	消費者
deutéria	氘
izbu	房間
izbu	房
photos	像片
photos	照片
etnického	族裔
dlane	手心
dlane	棕櫚
dlane	手掌
cigáni	吉普賽人
cigáni	吉普賽
cigáni	吉卜賽人
stolička	椅
stolička	椅子
porovnávacia	比較
tvorivosť	創造性
tvorivosť	創意
tvorivosť	創造力
kamerune	喀麥隆
kristian	kristian
porovnania	對比
porovnania	比較
porovnania	對比
porovnania	比較
pády	downs
juliette	juliette
diagnostiku	診斷
diagnostiku	診斷
klaas	klaas
zraniteľný	脆弱
zraniteľný	弱勢
kellner	kellner
neslávne	臭名昭著
neslávne	聲名狼藉
martinez	martinez
promenáda	promenade
hemoglobín	血紅蛋白
hemoglobín	血色素
unikli	洩露
peroxid	過氧化物
sedliaci	農民
gunnar	gunnar
metafora	隱喻
metafora	比喻
stravovanie	吃
stravovanie	飲食
stravovanie	進食
stravovanie	食
stravovanie	餐飲
stravovanie	餐飲
stravovanie	用餐
stravovanie	進餐
hlbší	更深
neprežil	生還者
neprežil	幸存者
hutchins	hutchins
silvestris	silvestris
proletariátu	無產階級
kázeň	佈道
hrudník	胸
hrudník	胸部
hrudník	胸膛
hrudník	胸口
vakcíny	疫苗
goldstein	goldstein
veľkonočné	復活節
vlakové	火車
vlakové	列車
ltc	ltc
orca	orca
formátovanie	格式
formátovanie	格式化
jenkins	jenkins
evakuovať	疏散
evakuovať	撤離
dôchodkov	退休金
dôchodkov	養老金
lídri	領導者
lídri	領導人
pohľadávky	債權
miliardu	億
dodávateľov	承包商
nejasnosti	混淆
nejasnosti	困惑
nejasnosti	混亂
nejasnosti	迷惘
kei	基
vozíku	電車
derivátov	衍生物
mníška	尼姑
cholesterolu	膽固醇
ropný	石油
vogue	vogue
celebrity	名流
celebrity	名人
celebrity	名人
vyvolanie	誘導
vyvolanie	感應
štítky	標籤
štítky	標記
štítky	標籤
savigny	savigny
skrutka	螺絲
telegram	電報
prehovoril	口語
včiel	蜜蜂
včiel	蜂
včiel	蜜蜂
holé	裸
lampa	燈
lampa	電燈
wharf	碼頭
kompilátor	編譯器
kompilátor	compiler
mani	mani
oddanosť	奉獻
oddanosť	忠心
oddanosť	忠誠
oddanosť	奉獻
stealth	隱身
stealth	隱形
cristina	cristina
pottera	波特
vtáci	鳥類
vtáci	鳥
vtáci	鳥兒
prioritu	優先權
