harvey	ஹார்வி
očekivali	எதிர்பார்த்த
očekivali	எதிர்பார்க்கப்படுகிறது
kilometar	கிலோமீட்டர்
računaju	எண்ணிக்கை
računaju	எண்
zainteresiran	ஆர்வமுள்ளவர்கள்
zainteresiran	ஆர்வம்
zainteresiran	விருப்பமுள்ளவர்கள்
objasni	விளக்க
objasni	விளக்கவும்
wanderers	wanderers
urbano	நகர்ப்புற
messenger	messenger
quentin	குவெண்டின்
astronomija	வானியல்
testcases	testcases
bjeloruski	பெலருசிய
nums	nums
claire	கிளயார்
pos	pos
odredište	இலக்கு
odredište	சேருமிடம்
odredište	சேரும்
titanic	டைட்டானிக்
hayes	ஹேய்ஸ்
investicije	முதலீடுகள்
dokumentacija	ஆவணங்கள்
ironično	முரணாக
sjene	நிழல்
sjene	நிழல்கள்
sul	sul
leteći	பறந்து
leteći	பறக்கும்
herodot	எரோடோட்டசு
dylan	டிலான்
istražuju	கண்டறியவும்
istražuju	அறிக
milo	மிலோ
srp	அரிவாள்
pass	பாஸ்
pass	pass
jesse	ஜெஸ்ஸி
niski	குறைவாக
niski	குறைவு
niski	குறைவான
niski	தாழ்வு
niski	குறைந்த
proglašenje	பிரகடனம்
antimon	ஆண்டிமனி
ubijanje	கொல்லும்
mainsnak	mainsnak
žaba	தவளை
sretna	சந்தோஷமாக
sretna	இனிய
sretna	மகிழ்ச்சி
sretna	மகிழ்வான
bejzbol	பேஸ்பால்
penzionisani	ஓய்வுபெற்ற
jugoslovenska	yugoslav
tekuće	நடப்பில்
tekuće	நடப்பிலுள்ள
predavanje	விரிவுரை
predavanje	சொற்பொழிவு
predavanje	வகுப்பு
stolica	நாற்காலி
sindikata	சிண்டிகேட்
mongoli	mongols
pargs	pargs
goethe	கேத்தா
turnire	tournaments
retval	retval
palestinu	பாலஸ்தீனம்
sjeverozapad	வடமேற்கு
sjeverozapad	வடகிழக்கு
kid	குழந்தை
kid	குழந்தையாய்
izvršeno	முடிவற்ற
izvršeno	முழுமையற்ற
igračke	பொம்மைகள்
ubrzava	முடுக்கி
najbliža	நெருங்கிய
arif	ஆரிப்
žitarice	தானியம்
praznici	விடுமுறை
praznici	விடுமுறைகள்
obećava	சத்தியங்கள்
novinari	பத்திரிக்கையாளர்கள்
novinari	பத்திரிகையாளர்கள்
stambeni	வீட்டுவசதி
