giro	بینکوں
dobroti	مہربانی
dobroti	کرم.
dobroti	الطاف
napred	مستک
napred	تیز.
napred	لدوانا
napred	ڈھوانا
napred	پیشگی
napred	گستاخ
napred	آئندہ
zebra	زیبرا
neuobičajene	نرالا.
neuobičajene	انوکھا
neuobičajene	امتیازی.
neuobičajene	استثنائی
neuobičajene	غیرمعمولی
kokoška	بزدل
kokoška	کمزور
dinamičan	زوردار.
dinamičan	فعال
vjerovjesnika	محرک.
spoljašnja	معروضی
spoljašnja	اوپری-
spoljašnja	معروضی
spoljašnja	اوپری-
spoljašnja	بیرونی
osmijeh	روشن
osmijeh	مسکرانا
osmijeh	بہلانا.
osmijeh	out
osmijeh	تبسّم
osmijeh	مسکراہٹ
osmijeh	ہنسی.
osmijeh	خوشنودی
pix	تصویریں
nepotreban	فضولیات.
savršenstva	کاملیت
savršenstva	فضیلت
savršenstva	کارنامہ
savršenstva	برتری.
isplata	انعام
isplata	فدیہ.
isplata	تاوان
isplata	صلہ
nepovjerenja	شبہہ.
nepovjerenja	شک
nepovjerenja	اعتبار
titracija	معائریت
lexicon	لغت
cigara	سگار
cigara	چرٹ
nezaposleni	نٹھلّا.
appendicitis	بروٹ.
generisati	بنانا
zaostali	شرمیلا
zaostali	جھجکتا
zaostali	دبّو
zaostali	منقلب
palatino	حنکی.
goldsmith	سنار
espresso	کالی
agresor	جارح
hemofilija	نزیفیت.
tabu	مردود
tabu	بندش
tabu	ممانعت
tabu	تحدید
tabu	مقدّس
tabu	مردود
tabu	بندش
tabu	ممانعت
tabu	تحدید
tabu	مقدّس
tabu	ممنوع
žalbi	لُبھاوَ
žalbi	نالش-
žalbi	عرضداشت
žalbi	رغبت.
žalbi	دلچسپ
žalbi	گزارش
žalbi	لُبھاوَ
žalbi	نالش-
žalbi	عرضداشت
žalbi	رغبت.
žalbi	دلچسپ
žalbi	گزارش
žalbi	درخواست
mica	ابرق
mogul	اہم
časovi	ڈانٹنا.
časovi	آموختہ.
delirij	سرمستی.
delirij	بنکار
delirij	خفقان
delirij	بڑ
prevazići	نڈھال
srednjevjekovna	پرانا
srednjevjekovna	قدیمی.
fiksacijski	ٹھہرنے
fiksacijski	جمنے
goveđe	احتجاج.
goveđe	شکوہ
svastika	سواستیکا
generišu	بنانا
posluju	چلانا
heron	بزہ
heron	پرکٹ
heron	بزہ
klasifikovan	معلومات)
obrva	ابرو
obrva	بھوں.
hladu	off
hladu	into
hladu	ڈھانپنا
hladu	(بعدہ
hladu	off
hladu	into
hladu	ڈھانپنا
hladu	سایہ
hladu	(بعدہ
tanin	تینن
kobna	مہلک
osumnjičenog	مشتبہ
upside	فائدہ.
upside	بھلائی
godište	پیڑھی.
godište	بڑھاپا.
godište	عمر
bjeloglavi	سپاٹ
bjeloglavi	واضح
epistemologija	علمیات.
travail	دردِزہ.
travail	مشقت
travail	کاوش
farmakologija	دوائیات
bounce	ارتجاع
bounce	جہندگی
bounce	ہنکارنا
illustrator	نقّاش
queer	بگاڑنا
queer	مشتبہ
queer	نرالا.
queer	انوکھا
queer	پُراسرار
queer	نحیف
queer	بیمار
queer	بگاڑنا
queer	مشتبہ
queer	نرالا.
queer	انوکھا
queer	پُراسرار
queer	نحیف
queer	بیمار
queer	عجیب
obimna	عریض.
obimna	حاوی
obimna	جامع
obimna	محیط
obimna	عریض.
obimna	حاوی
obimna	جامع
obimna	وسیع
obimna	محیط
kazala	گپ.
kazala	افواہ
kazala	گپ.
mesdžida	ارجمندی
mesdžida	پوجنا
mesdžida	احترام.
ileum	عفجہ.
ileum	لفائفہ
burger	ہیمبرگر
optimum	تعدیل.
spacey	متروکہ.
spacey	وسیع
komarac	مچھر
klauzula	فقرہ
opuštanja	لطیف
opuštanja	کمی.
opuštanja	تفریح
opuštanja	آرام
opuštanja	شدّت
opuštanja	تخفیف
opuštanja	ڈھیل
opuštanja	نرمی
opuštanja	سکون.
opuštanja	کمی
prater	بکواسی
kubizam	کعبیّت.
fade	کمزور
fade	بودا
fade	دُھندلانے
fade	دُھندلا
fade	کملانا.
fade	(احساس
sačeka	گھات-
sačeka	انتظار-
levin	صاعقہ
levin	بجلی.
poriču	ماننے
poriču	مکرنا
makaze	کترنی.
makaze	مقراض
cips	ترکھان
cips	نجار
harden	سختانا
fleksibilan	سیدھا
fleksibilan	لچکدار
pokorni	مطیع
kvark	نادیدہ
cobra	ناگ.
speleologija	کہفیات.
fatalno	مہلک
kop	ٹیلا
kop	پہاڑی.
kop	چوٹی
tec	جاسوس
adio	پدرُود
adio	رخصت.
adio	الفراق
adio	الوداع
abakus	گنتارا
nepravi	انمل
nepravi	نادرست.
nepravi	غلط
tranzitna	رہگزر
tranzitna	راستہ
tranzitna	گزرنا.
pesak	بالو
pesak	برداشت.
pesak	بالو
pesak	برداشت.
pesak	ریگ
pesak	ریت
poniženja	اہانت
poniženja	تذلیل
poniženja	تحقیر
poniženja	اہانت
fluorescentna	فلوری.
neodređenost	مبہم.
neodređenost	مجہول
neodređenost	مشکوک
joker	نفر.
stidnica	فرج
thug	قزاق.
thug	قزاق.
thug	ٹھگ
nečiste	ملاوٹی.
nečiste	آلودہ
nečiste	نخالص
nečiste	ملاوٹی.
nečiste	آلودہ
tući	ممتاز.
tući	نہایت.
tući	بہت
tući	نمایاں
pokajanje	خجالت
pokajanje	خجالت
pokajanje	ندامت
moderato	سبک
kriti	چھپانا.
kriti	چمڑی.
kriti	چھپنا.
kolos	جانور
imovinska	وصف
imovinska	خصوصیت
imovinska	مکان
imovinska	خاصیت.
imovinska	ملکیت
airy	ہلکا
airy	اوچھا
airy	فراخ.
airy	کشادہ
airy	موہوم
airy	نازک.
airy	سبک
airy	ہلکا
airy	اوچھا
airy	فراخ.
airy	کشادہ
airy	موہوم
airy	ہوائی
airy	نازک.
airy	سبک
revizor	محاسب
vratit	(بعدہ
filth	فحاشی
filth	غلاظت
filth	فحاشی
filth	گندگی
filth	غلاظت
suštinska	ناگزیر.
suštinska	لازم
suštinska	اساسی.
suštinska	بنیادی
suštinska	لازمی
suštinska	اشد
feminizam	تأنّث
razornog	زبردست
vest	فتوحی
vest	واسکٹ.
vest	بنیان.
vest	صدری
pripremne	ابتدائی.
hroničnim	پرانا
hroničnim	دیرینہ
hroničnim	عادی
dun	شرغا
dun	مدّھم
dun	سمند.
sveobuhvatna	سمجھ
sveobuhvatna	فہم
droit	وجوب.
ribarsko	نوکا.
scutum	کچھوے
reel	جھومنا
reel	up
reel	اٹیرنا.
reel	(بعدہ
reel	ڈگمگانا.
reel	ناہموار
reel	ڈولنا
reel	سوت
radix	منبع
radix	مبدا.
babbitt	کحل
manjinska	اقلیت.
manjinska	مذہب
veslaj	پیراکہ.
čau	کھانا
gađenje	بیزار
gađenje	اکراہ
gađenje	بیزاری
nuditi	نذر
nuditi	چڑھاوا.
logistika	قیام
rip	جھپٹنا.
rip	اوباش
rip	ٹوٹنا
generalnu	مفروضہ
generalnu	وقتی.
generalnu	عارضی
damned	نہایت
damned	ازحد
binomna	مساوات
binomna	ثنائیہ.
apogee	اوج
apogee	منتہی
enti	nose
slate	سلیٹ
slate	سلیٹی
skrotum	صفن
skrotum	فوطہ
kvartal	پڑاؤ.
kvartal	چہارم
kvartal	(بعدہ
kvartal	ربع
služavka	نوکرانی.
izviđači	قراولی
izviđači	مخبری
gob	تھوکنا.
gob	جہازی
gob	ملّاح.
gob	دہانہ.
collingwood	جنگلےوغیرہ.
leal	ایماندار.
leal	وفادار
plovan	(سڑک
izuzeti	آزاد.
osmoza	انجذاب
osmoza	وُلوج
pony	ٹٹّو
frakture	بال
frakture	ٹوٹنا
frakture	درز
frakture	دراڑ.
frakture	تڑقن
dart	معاً
dart	اچانک
dart	in
dart	پھینکنا
paragraf	پارا.
broker	بچولیا-
broker	دلال
broker	گماشتہ
ese	east-south-east
argentinac	نقرئی
vail	ٹوپی
djevičanstvo	بکارت
djevičanstvo	دوشیزگی
pokornosti	اطاعت.
objektivan	منتہا
objektivan	ہدف
objektivan	مقصود
objektivan	غایت
objektivan	(فرد
objektivan	مقصود.
deonice	وراثت
deonice	نژاد.
deonice	پیوندی.
deonice	فرسودہ
deonice	خاندان
deonice	تیار
deonice	ترکاریاں
deonice	اصل
prevaziđen	قدیم.
prevaziđen	منسوخ
prevaziđen	ابتدائی
prevaziđen	پسماندہ
prevaziđen	قدیم.
prevaziđen	منسوخ
prevaziđen	ابتدائی
prevaziđen	متروک
prevaziđen	پسماندہ
parry	طرح
parry	جھکائی.
coward	بزدل
kreativna	مخترع
kreativna	موجد
kreativna	خلاّق.
pristojan	ستھرا
pristojan	پاکیزہ.
pristojan	معتبر
pristojan	مناسب.
pristojan	مخیّر
pristojan	مہربان
sveprisutan	نافذ.
proxy	نیابت
megabajt	048
žutica	حسد
žutica	پیلیا.
žutica	جلن.
fonem	pad
fonem	t
fonem	bad
fonem	p
poznanika	واقفیت
peel	بیلچہ
peel	ترکاری
peel	چھلکا.
peel	جلد
peel	پھل
terapeutske	شفائی
popravljati	درستی
popravljati	مرمت.
popravljati	اصلاح
autentična	اصلی
lijeku	گوشت
lijeku	آرام.
lijeku	پھل
lijeku	اصلاح
lijeku	گوشت
lijeku	دوا
lijeku	آرام.
lijeku	پھل
lijeku	اصلاح
rekordno	روئیداد
prženje	مذّمت.
istovremene	متوارد
istovremene	متوازی
ujednačen	(ٹیکس
ujednačen	وردی.
ujednačen	یکساں
nub	ٹھنٹھ.
nub	ٹوٹا
jezuita	یسوعی.
fovea	قعر
fovea	جوف
punt	شرط.
pripremna	ابتدائی.
awe	ہیبت-
neuobičajen	نرالا.
neuobičajen	انوکھا
neuobičajen	امتیازی.
neuobičajen	استثنائی
neuobičajen	غیرمعمولی
cranial	قحفی.
angelica	انجلیق.
rutinske	روایتی
rutinske	معیاری
rutinske	رقص
rutinske	ڈرامہ
curiosity	تجسس.
curiosity	عجیب
recitacija	ترتیل.
recitacija	قرأت
obavještavaju	خوبی
obavještavaju	of
postfix	لاحقہ.
shoemaker	موچی.
donaciju	عطیہ
donaciju	دان.
konstitutivne	رکن
konstitutivne	جزو
zastavnik	پرچم
difterije	خنّاق.
adekvatnih	غنیمت.
adekvatnih	غنیمت.
adekvatnih	کافی
taktičku	(اسلحہ
đaka	شاگرد
institucionalne	فرسودہ
institucionalne	ناپسندیدہ.
urologija	بولیات
platypus	لچکیلی
digest	انتخاب
digest	مختصر
inspekcija	معائنہ
inspekcija	جانچ
inspekcija	جائزہ
demonstriraju	سمجھانا
demonstriraju	مظہر
sip	چسکی
neodoljivo	مستحسن.
neodoljivo	پسندیدہ.
neodoljivo	بمرغوب
novostvorene	چینچلا
konvencionalna	رواجی
konvencionalna	روایتی
konvencionalna	پُرخلوص
konvencionalna	رسمی
neželjena	غیرمطلوبہ
sije	بجائی
britva	موس.
britva	مونڈنا
britva	استرا
moonshine	موہوم
naftovod	سامان
galeon	بجرا.
nepravda	نامنصفی.
rezervisan	to
rezervisan	خاموش
rezervisan	بچاکر
etnologija	نسلیات
barn	ڈھنڈار
navodnom	گفتہ
krastavac	کھیرا
krastavac	خِیار.
specification	تصریح.
specification	تخصیص
prokleo	ملعون
prokleo	مقہور.
prokleo	ملعون
prokleo	لعنتی
prokleo	مقہور.
plivačica	شناور
kontrolisanje	قدرت
kontrolisanje	قابو
kontrolisanje	پڑتال
kontrolisanje	کلیدیں
kontrolisanje	اختیار
kontrolisanje	روکنا
kontrolisanje	روک.
kontrolisanje	تصدیق
zrelu	مطالبہ)
zrelu	پختہ
zrelu	فہمیدہ
zrelu	رسیدہ
zrelu	سنجیدہ
zrelu	رسیدہ.
zrelu	مطالبہ)
zrelu	پختہ
zrelu	فہمیدہ
zrelu	رسیدہ
zrelu	سنجیدہ
zrelu	بالغ
zrelu	رسیدہ.
prism	مستوی
prism	مخروط
prism	مستوی
prism	منشور
prism	مخروط
gee	ارے!
kobra	ناگ.
ostavka	استعفا
lečenje	برتاؤ
lečenje	علاج.
lečenje	سلوک
lažljivac	کذّاب.
lažljivac	جھوٹا
memoir	تذکرہ
memoir	سوانح
turk	تندخو
turk	وحشی
postmoderna	تعمیرات
srama	(بعدہ
srama	غیرت
srama	ندامت
srama	شرم
srama	(بعدہ
srama	غیرت
cloudy	دُھندلا
bed	کیاری
bed	بٹھانا.
mokraćovod	حالب
debatu	بحث
napunjen	باردار
napunjen	سوال)
napunjen	تیکھی
filologija	لسانیات
treplja	پلکیں
treplja	مژگاں
numb	شل
numb	چکرانا
numb	سُن
numb	شل
numb	چکرانا
stony	پتھریلا
impresionizam	ارتسامیت.
impresionizam	تأثریت
kapilarna	شریان.
kapilarna	شَعری.
kibernetika	انضباطیات
ekstremista	ہیجان
ekstremista	ہلچل
ekstremista	اٹھانا
ekstremista	اکسانا
dress	رسمی
civic	شہری
civic	مدنی
civic	شہری
osumnjičena	مشتبہ
krivici	التماس.
krivici	استدعا
krivici	عرضداشت
trident	ترشول
mule	احمق
mule	خچر
mule	ضدی
kohezije	التصاق
kohezije	اتّصال
abrasion	جلد
prethodnikom	سرگزشت
prethodnikom	مفروضہ
prethodnikom	گزشتہ
prethodnikom	ماسبق.
prethodnikom	استخراجی.
prethodnikom	ماقبل
prethodnikom	قیاسی
konsolidaciju	کمپنیوں
neformalne	معمولی
attic	مسقف.
attic	اٹاری.
lax	پھیلا.
lax	بکھرا
osudi	مذمت
osudi	ملامت
transparentno	منشا
transparentno	شیشئی
transparentno	بہانہ
transparentno	کھرا
transparentno	غرض
transparentno	نمایاں
transparentno	منشا
transparentno	شفّاف
transparentno	شیشئی
transparentno	بہانہ
transparentno	کھرا
transparentno	غرض
transparentno	نمایاں
insercija	عضو
insercija	اِدخال.
insercija	ترمیم
pasjemenik	برنجی.
concise	تحریر
wilderness	دشت
wilderness	بیابان.
wilderness	ویرانہ
wilderness	(بعدہ
ekspertni	استاد.
ekspertni	متخصص.
gar	معنی۲.
patlidžan	بینگن.
previranjima	ہلچل
previranjima	ہنگامہ
previranjima	ہلچل
efikasnom	لائق
efikasnom	باکفایت
naseljavao	بسنا
kasta	مقام.
footloose	آزاد
bešika	پھپھولا
bešika	چھالا
bešika	آبلہ.
talentovanih	فطین
talentovanih	لئیق
halogen	کلورین
halogen	برومین
balkonu	برآمدہ
quintet	پنجہ
quintet	خمسہ
adolescent	جوان
adolescent	نوجوان.
adolescent	بالغ
adolescent	جوان
adolescent	نوجوان.
adolescent	برنائی
adolescent	بالغ
dig	سراہنا
dig	چُبھونے
dig	سمجھنا
dig	سُرنگ
dig	سراہنا
dig	چُبھونے
dig	کھودنا
dig	سمجھنا
dig	سُرنگ
masivan	بڑا.
masivan	(سر
masivan	جسیم
masivan	ٹھوس.
masivan	زوردار
masivan	ٹھوس
masivan	وقیع.
lucifer	شیطان.
nozdrva	منخر
nozdrva	نتھنا
nozdrva	منخر
kufr	کفر
kufr	انکار
onkologiju	سلعیات
sanke	ف
sanke	اسم
kubna	کعبی.
kubna	مکعبی
dobrovoljnoj	اختیاری
dobrovoljnoj	بالارادہ
odvraćanja	بجز
odvraćanja	سوائے
odvraćanja	علاوہ
veterinarski	بیطار
veterinarski	سلوتری
veterinarski	بیطارانہ
awake	واقف.
obroku	خُورش
obroku	خُورش
obroku	کھانا
potpredsednik	شکنجہ.
potpredsednik	فسق
potpredsednik	عیب
potpredsednik	وغیرہ.
potpredsednik	بدی
qua	بحیثیت
talentovani	فطین
talentovani	لئیق
pijemont	ڈھلان.
prohibicije	ممانعت
odlazeći	ملنسار
odlazeći	روانگی
odlazeći	دوستانہ
odlazeći	رخصت
konusna	مخروطی.
najma	غار.
najma	درّہ
najma	گھاٹی
najma	بغارہ
najma	کھونچا.
najma	اجارہ
najma	پٹّے
lick	چاٹنا
bland	پھیکا
bland	نرم
inaugural	افتتاح
bronhi	شعبات.
eminencija	ٹیلا
eminencija	امتیاز
manirizam	کاریگری.
manirizam	ڈھب
dopunske	اضافی
dopunske	ضمنی.
wait	گھات-
wait	انتظار-
peni	دینار.
fag	مشقت.
fag	سگریٹ
fag	بیگار
tum	پیٹ
tum	پوٹا
patak	دُبکنا
patak	بچنا
patak	پیارے
flyer	پھلانگ.
faff	اضطرار.
klimatologija	موسمیات
šuplju	مقعر
šuplju	بھوکا.
šuplju	قعر.
šuplju	جھوٹا.
šuplju	وادی
šuplju	کھودنا.
pomen	یادگاری
pomen	ادارہ
pomen	رسم
razumni	مناسب
razumni	متوازن
razumni	بامعنی.
razumni	غنیمت
razumni	فہمیدہ.
razumni	مناسب
razumni	معقول
razumni	متوازن
razumni	بامعنی.
razumni	غنیمت
razumni	فہمیدہ.
ene	east-north-east
komparativno	مقابلتہً
ordinal	دوسرا
maltretiranja	بدسلوکی
prenoćište	سرائے.
vali	بھوندو
vali	پھوہڑ.
feller	لکڑہارا
feller	۱
usmeni	زبانی
usmeni	توہین
usmeni	فعلیہ.
usmeni	باتونی
usmeni	فعلی
memorijski	حافظہ
eskalacija	ترفّع
eskalacija	تفریط
astmu	دمہ
baltička	لِتھوانی
dioničar	حامل.
muškosti	انسانیت.
muškosti	بلوغت
thrill	over
thrill	لرزنا
thrill	دھڑکن
thrill	اہتزاز
thrill	شاد
thrill	مسرور.
thrill	over
thrill	لرزنا
thrill	دھڑکن
thrill	اہتزاز
thrill	شاد
thrill	سنسنی
thrill	مسرور.
obimnije	کھڈی
obimnije	کرگہ.
tutor	ہدایت
feldspat	فلسپار
feldspat	سوڈے
feldspat	پوٹاش
dip	اترنا
dip	غوطہ
dip	بھگونا
dip	دریا
dip	جھکانا
trapezium	ذوذنقہ
dobrobiti	بہبود
kosmološka	سماوی
kosmološka	آفاقی
kosmološka	کونیاتی
kosmološka	کونی
plitkih	معمولی
plitkih	اوپری
plitkih	اُتھلا
plitkih	معمولی
plitkih	سطحی
plitkih	اوپری
divokoza	بکری
salaam	خلوص
salaam	تسلیم
promena	تبّدل
promena	آڑھت
promena	منڈی
promena	فرق
promena	تبّدل
promena	بدلنا
promena	آڑھت
promena	منڈی
promena	فرق
iota	i)
dramatična	اچانک
dramatična	معنوی.
dramatična	ڈرامائی.
stratega	مدبّر
koralno	مونگا
collet	طوقچہ
kriminologija	جنایات
kriminologija	جُرمیات.
neizbježna	اٹل
splash	along
emirate	امارت
medley	مخلوط
medley	آمیزہ
medley	ملغوبہ
medley	مخلوط
medley	آمیزہ
zijevanje	جمائی.
celer	کرفس
celer	اجمود
čelenka	قلہّ
čelenka	چوٹی
čelenka	ایال.
čelenka	ابھار.
čelenka	پہاڑ
nadležne	(جج
nadležne	مجاز
nadležne	(جج
nadležne	لائق
nadležne	مجاز
brahma	پرماتما
kesica	پتلون
kesica	تحقیرکرنا
kesica	پاجامہ
kesica	کثرت
kesica	پھلانا
gat	فعل
duktilnost	لچک
pneumatika	حوّیات.
pneumatika	بادیات
svetost	تقدس
svetost	متبرک
afiks	باندھنا.
afiks	ضمیمہ.
afiks	لگانا.
afiks	اضافہ
solitude	تنہائی.
beatifikacija	مقدّس
arcade	چھتّا
chute	جھرنا
chute	آبشار
abductor	مغوی
opravdaju	درست
blooming	صحتمند.
leech	معالج.
leech	طبیب
origano	نازبو
apartheid	علاحدگی.
ascites	استسقا.
ascites	جلندر
duplikat	مثنیٰ
duplikat	مشابہ
duplikat	مثنیٰ
duplikat	مشابہ
duplikat	نقل
sufijskih	صوفی
sufijskih	عارف.
putera	خوشامد
putera	چاپلوسی.
monsun	برشگال.
pantalone	پاجامہ.
entertain	لطف
naan	نان
profesionalizma	لیاقت
vime	تھن
vime	باکھ
spektakularnih	وقیع
spektakularnih	نمایاں.
spektakularnih	غیرمعمولی
lad	ساتھی
lad	ہمکار
lad	شخص
antagonizam	مقاومت-
bankarske	بینکاری
dramatičnim	اچانک
dramatičnim	معنوی.
dramatičnim	ڈرامائی.
peg	باندھنا.
peg	اجرتوں
peg	out
peg	بندکرنا
peg	clothespeg
binder	جمانے
binder	طبلق.
cerebralni	فکری
pošasti	تازیانہ
pošasti	عذاب
pošasti	دبانا
pošasti	قہر
pošasti	کوڑا
pošasti	دُرّہ
diktatorski	جابرانہ
diktatorski	جابر
diktatorski	آمرانہ
diktatorski	متکبر
štetočina	گھٹیا
agonije	ایذا
agonije	صعوبت.
melodični	سہانا
melodični	شیریں
melodični	سُریلا
crocodile	مگرمچھ
wick	بتی
imidžu	خاکہ
imidžu	خیال.
imidžu	چربہ
imidžu	شبیہہ.
affaire	آشنائی
affaire	رومان-
staranje	تولیت-
staranje	حراست
staranje	قید
lećasta	عدسی
organon	منطق
variola	سیتلا
variola	ماتا.
variola	جدری
variola	چیچک
otkrovenje	الہام
curly	خمیدہ.
curly	چکراتا
daze	حیران
dirt	خاک
dirt	آلودگی
dirt	فضلہ
dirt	صلواتیں
dirt	ناکارہ
dirt	دھول
dirt	گندگی
dirt	گرد
himera	ہّوا
sable	افسردہ
sable	ماتمی.
breezy	لاپروا
kreativno	مخترع
kreativno	موجد
kreativno	خلاّق.
vanity	ٹھسا
vanity	گھمنڈ
vanity	غرہ
vanity	خودبینی
olakšano	نچنت
olakšano	مطمئن
vjerodostojnim	معتبر
baklava	ماوے
naznaku	اظہار.
kolektor	واجبات
wash	دھلائی
wash	تھپیٹرنا.
wash	(سمندر
wash	out
wash	نہانا.
wash	ترکرنا
wash	بھگونا
wash	پھوار
wash	دھلاوا
wash	لادی.
wash	نہلانا-
wash	دھلائی
wash	تھپیٹرنا.
wash	(سمندر
wash	دھونا
wash	out
wash	نہانا.
wash	ترکرنا
wash	بھگونا
wash	پھوار
wash	دھلاوا
wash	لادی.
wash	نہلانا-
prijevara	مکاّری
prijevara	نقلی
prijevara	جھوٹا
anchorage	سہارا.
excellence	اختصاص.
excellence	فوقیت
excellence	علو
rewind	لپیٹنے
izlivanje	اُچھلنے
izlivanje	اُچھال
izlivanje	چھلکنا
ogorčenje	توہین.
lepra	برص
lepra	جذام
lepra	کوڑھ
lepra	برص
lepra	جذام
netolerancije	عصبیت
zaduživanja	دَین
zaduživanja	قرضہ
zubar	جبڑوں
zubar	دانتوں
bras	نقدی
bras	پیتلی
bras	ترم)
bras	رقم
kontroverzu	تنازعہ
cinabarit	سیندور
cinabarit	شنگرف
cinabarit	سیندور
sveobuhvatan	سمجھ
sveobuhvatan	فہم
srdžbe	جنگ
srdžbe	برسنا
srdžbe	against
srdžbe	شاعرانہ
srdžbe	گرجنا
srdžbe	(بعدہ
srdžbe	طیش
reformista	مصلح
aukcija	نیلام
aukcija	برّاج.
aukcija	حکم
hilltop	قُلّہ.
fonetska	صوتی
salve	خطا
salve	کوتاہی
salve	انا
salve	نقص
lido	عام
tomahawk	تبر
tomahawk	کلہاڑا.
tomahawk	بطورہتھیار.
ker	پکڑ
ker	کتا.
ker	کتا
ker	گھٹیا
ker	گرفت
antropoidi	بوزنیہ.
antropoidi	بندر
bosh	خرافات
bosh	بکواس
žedan	تشنہ.
žedan	سوکھا
žedan	تشنہ.
žedan	پیاسا
žedan	سوکھا
federalizam	وفاقیت
burr	ہرّاٹا
burr	ارّاٹا
ranjive	عاجز
flick	تڑاقا
flick	پھٹکنا
flick	پٹخارنا.
flick	چادر
flick	جھٹکنے
flick	جھٹکنا
mašinerija	ذرائع
gym	جیمنازیم.
vrtoglavice	چّکر
grizzly	کبرا
grizzly	خاکستری
hibernacija	شتویّت
bendi	ٹیڑھی
bendi	بینڈی
aye	اقرار
aye	ہاں.
aye	سدا
aye	نت
aye	ہمیشہ.
transmutacija	تحوّل
oftalmologija	بصریات.
iznenadnu	معاً
iznenadnu	اچانک
iznenadnu	یکایک
latentna	خام.
latentna	پوشیدہ
latentna	ناپختہ
arbitar	پارکھ
arbitar	حکم
fug	کثافت.
fug	بُو
mafijaškog	جتھا
mafijaškog	جمگھٹا.
mafijaškog	ہجوم
mafijaškog	دھڑا
mafijaškog	بھیڑ
mafijaškog	اکٹھ
mafijaškog	ٹولا
mafijaškog	ریوڑ.
kukavičijeg	بدّھو
kink	گھونگھر
kink	مروڑا
pupavac	شانہ.
humble	فروتنی
humble	رتبہ
humble	معمولی
humble	وقعت
humble	گرانا
humble	حقیر
humble	کِہین
humble	عاجزی
humble	تحقیر
tap	کھٹاکا
tap	تھپکنا
tap	ف
tap	بھرنا.
tap	دستک
tap	کھٹاکا
tap	تھپکنا
tap	ف
tap	بھرنا.
tap	نل
tap	دستک
lišavanje	چھیننے
olivin	زبرجد.
olivin	یشب
forty	چالیس.
strukturalnih	ساخت
slough	مرطوب
slough	بیٹھنا.
giljotina	مقصلہ.
volley	گیند
volley	شلک
exposition	تبصرہ.
exposition	شرح
agile	پھرتیلا
agile	چست
agile	چاق
agile	مستعد.
damp	بھیگا.
damp	مایوسی
damp	بھیگا.
damp	مایوسی
damp	نم
uvaženi	اعلیٰ
uvaženi	ممتاز
uvaženi	نمایاں
pec	چولھا.
pec	تنور
pec	گلخن
gall	گستاخی
gall	پتّا
gall	صفرا.
gall	ستانا
gall	پِت.
gall	چھیلنا
annals	وقائع-
futurizam	آرٹ
manifesta	منشور
altruizam	ہمدردی
strategijom	جہازوں
anatema	ملعون
anatema	مردود
anatema	لعین
anatema	پھٹکار.
neujednačen	اوبڑکھابڑ
preporukom	سفارش
mew	شکروں
mew	بند
mew	کریزکریں.
determinizam	جبریت
tabloid	اختصار
pimp	دلا
pimp	دیّوث
pimp	دلا
pimp	دیّوث
pimp	بھڑوا
koptski	قبطی
istražni	تفتیشی
transparency	شفافیت
transparency	زجاجیہ.
institucionalnih	فرسودہ
institucionalnih	ناپسندیدہ.
uzvišenom	ارفع
uzvišenom	مطہرہونا.
uzvišenom	برگزیدہ-
uzvišenom	تطہیر
uzvišenom	اعلیٰ
uzvišenom	پاک
taoc	کفالت.
taoc	ضمانت
umiješa	ملانا
destruktivne	انداز
nix	انکار.
nix	تردید
nix	ہیچ.
neviđene	نادیدہ.
institucionalni	فرسودہ
institucionalni	ناپسندیدہ.
istoričar	مورّخ
grive	گھوڑے
lukava	عیّار
lukava	مکّار.
gladan	بنجر
gladan	بھوکا.
gladan	تھڑدلا
gladan	حریص
gladan	کنجوس
biosistematika	نظامیات.
klizište	ڈہاکا.
locust	ٹڈی
locust	ٹڈی
locust	ملخ
locust	جراد
osvježavajuće	مخلصانہ-
osvježavajuće	حوصلہ
osvježavajuće	جانفرا.
osvježavajuće	مفرح
osvježavajuće	مقوی
osvježavajuće	طبیعت
osvježavajuće	تازہ
veličaju	عظمت
arš	کموڈ
arš	پاٹ.
erotske	ہوسناک.
oficirom	افسر
pank	اناڑی
pank	مفعول.
pank	غنڈا
pank	خام
pank	نکمّا
kopar	اجوائن
kopar	بّدھو
gorge	دعوت
gorge	گھاٹی
gorge	ہبوڑنا.
beneluks	بلجیم
genetsko	ابتدا
ware	ہوشیار
sekularnog	مذہبی
sekularnog	روحانی
mastaba	مصطبہ.
loser	پٹیل.
pupčana	نافی
pupčana	اٹوٹ.
kliper	ناخن
kliper	قینچی
prodigy	اعجوبہ
allium	پیاز
gnjevni	برہم.
transparentnost	شفافیت
transparentnost	زجاجیہ.
neodgovarajuće	ناموزوں
deka	جامع
opozicioni	مخاصمت
opozicioni	تناقض.
opozicioni	مزاحمت.
opozicioni	مدافعت
opozicioni	عداوت
opozicioni	مخالفت
opozicioni	مخاصمت
opozicioni	تناقض.
opozicioni	مزاحمت.
opozicioni	مدافعت
opozicioni	تضاد
opozicioni	عداوت
opozicioni	مخالفت
ravel	عقدہ.
ravel	گرہ
ravel	پیچیدگی.
samosa	سموسہ.
implantacije	لگانا
implantacije	بونا
implantacije	ٹانکنا
implantacije	جوڑی
implantacije	لگائی
maven	ماہر.
mum	چپ
užasni	شرمندہ.
užasni	نہایت.
užasni	بہت
truss	زاغ
truss	بڑنگوں
raspoloživost	دستیابی
scholastic	درس
scholastic	مدرس.
scholastic	مدارس
