galilor	galia
etiopia	etiopia
rex	rex
polul	kutub
polul	pole
polul	galah
polul	tiang
delhi	delhi
destinul	destiny
destinul	takdir
simptome	gejalanya
simptome	gejala
helen	helen
lille	lille
baku	baku
teoretica	teoritis
prestigiu	prestise
clasificat	diklasifikasikan
potasiu	kalium
avantajul	keuntungan
avantajul	keunggulan
periodice	periodik
periodice	berkala
armstrong	armstrong
telecomunicatii	telekomunikasi
telecomunicatii	telekomunikasi
caucaz	kaukasus
browser	peramban
browser	browser
