और	in
अभिभावक	starši
अभिभावक	starši
अभिभावक	starša
अभिभावक	staršev
अभिभावक	starš
नाराज	besen
नाराज	besna
नाराज	jezen
फ्लैट	ravna
फ्लैट	stanovanje
बौद्धों	budisti
टेन	tan
टेन	ten
शील्ड	ščit
चीड़	bor
चीड़	pine
आइवी	ivy
शेयरधारक	interesno
गार्डनर	gardner
तोड़कर	lomi
तोड़कर	zlom
हस्तशिल्प	rokodelskih
चुंबक	magnet
मॉन्ट्रियल	montrealu
मॉन्ट्रियल	montreal
हेलो	pozdravljeni
हेलो	halo
कविताएं	pesmi
सेमीफाइनल	polfinale
सेमीफाइनल	polfinalna
कोका	kokain
कोका	kokaina
कोका	koke
कोका	koka
कोका	coca
रॉड	roda
रॉड	rod
निरस्त	preklic
निरस्त	odpovedati
बुद्धिमत्ता	inteligenca
बुद्धिमत्ता	obveščevalna
बुद्धिमत्ता	modrosti
बुद्धिमत्ता	modrost
एसिटिक	ocetna
नर्स	sestre
नर्स	bolničarka
नर्स	sestra
उठती	dviga
उठती	narašča
उठती	naraščanje
मुड़	zvit
ब्रोमाइड	bromid
हड़प्पा	harappa
पकड़कर	držala
पकड़कर	gospodarstvu
पकड़कर	držanje
पकड़कर	holding
पकड़कर	gospodarstvo
जया	jaya
नार्वे	norveško
नार्वे	norveška
धैर्य	potrpljenje
धैर्य	potrpežljivost
धैर्य	vzdržljivost
धैर्य	vzdržljivosti
फट	počil
फट	poči
उत्पादकों	pridelovalci
उत्पादकों	proizvajalci
महत्वाकांक्षी	ambiciozno
महत्वाकांक्षी	ambiciozni
महत्वाकांक्षी	ambiciozen
त्रिनिदाद	trinidad
मौतों	smrti
कोल्ड	mraz
कोल्ड	mrzlo
कोल्ड	hladno
कोल्ड	mrzla
कोल्ड	mrzel
ज़ांज़ीबार	zanzibar
नागालैण्ड	nagaland
संयोजी	vezivnega
कै	kai
प्रकार्य	funkcija
प्रकार्य	funkcijo
शरणार्थी	begunec
शरणार्थी	begunca
शरणार्थी	begunci
शरणार्थी	beguncev
गुंजाइश	obseg
देय	plačljive
धीमे	počasno
धीमे	počasen
धीमे	počasi
धीमे	počasi
दानों	izpuščaji
दानों	izpuščaj
अवांछित	nezaželene
समोआ	samoe
लोदी	lodi
सममिति	simetrija
अनमोल	dragoceno
अनमोल	dragocena
अनमोल	dragocen
अनमोल	dragoceni
हरियाली	zelenje
कैस्पियन	kaspijskega
कक्षों	chambers
कक्षों	komore
स्पार्टा	šparta
व्यापकता	razširjenost
व्यापकता	razširjenosti
रिमोट	oddaljen
रिमोट	oddaljeno
रिमोट	oddaljeni
रिमोट	oddaljenih
रिमोट	oddaljena
आत्माओं	duh
आत्माओं	duhovi
आत्माओं	žganja
आत्माओं	duhov
खुशबू	vonj
खुशबू	aroma
कस्बों	mesta
कस्बों	mest
त्रिशूल	trizob
स्तनपान	dojenje
इनाम	nagrada
इनाम	nagrado
इनाम	nagrade
जिन्दगी	zivljenje
जिन्दगी	life
जिन्दगी	življenje
गरमी	vročina
गरमी	toplota
गरमी	toplote
नोड	vozlišče
नोड	vozlišča
असंगत	nezdružljive
असंगत	nezdružljiva
जीरा	kumine
पूर्वाग्रह	pristranskosti
पूर्वाग्रह	predsodki
जैकेट	jopič
जैकेट	suknjič
जैकेट	jakno
आयतें	kitic
आयतें	zapovedi
अफवाह	govorice
अफवाह	govorice
अफवाह	govorica
उत्सुक	radovedna
उत्सुक	radovedni
उत्सुक	radoveden
परीक्षक	črkovalnik
प्रिंटिंग	tiskanje
प्रिंटिंग	tisk
टैबलेट	tablete
टैबलेट	tablet
टैबलेट	tableti
टैबलेट	tableto
टैबलेट	tableta
टैबलेट	tablica
चैरिटी	dobrodelnost
चैरिटी	dobrodelna
देसी	desi
शिविरों	taborišča
शिविरों	taboriščih
तुला	tehtnica
टैंगो	tango
न्यूकैसल	newcastle
केट	kate
केट	cate
नतीजे	zvita
पांचवां	petič
पांचवां	peta
पांचवां	peto
पांचवां	peti
प्रयोगकर्ता	uporabniki
अनैतिक	nemoralno
रोनाल्ड	ronald
कटु	zagrenjen
कटु	grenko
कटु	grenka
कटु	grenak
ब्रेकिंग	lomi
ब्रेकिंग	zlom
मोनिका	monica
मोनिका	monico
मोनिका	monika
मोनिका	monika
राधाकृष्णन	radhakrišnan
ग्रेस	grace
चोटों	poškodbe
चोटों	poškodb
मैजिक	čarobno
मैजिक	čarovnija
मैजिक	magic
मैजिक	magično
मैजिक	magijo
भुट्टो	buto
हर्बल	zeliščni
रॉकी	rocky
चुम्बक	magnet
रयान	ryan
एडिडास	adidas
फास्फोरस	fosforja
फास्फोरस	fosfor
नेविगेशन	plovba
नेविगेशन	navigacijo
नेविगेशन	navigacija
शिश्न	penis
शिश्न	penisa
अधूरी	nedokončano
अधूरी	nepopolna
अधूरी	nepopolno
अधूरी	nepopoln
अधूरी	nepopolni
फ़ौज	armada
फ़ौज	vojska
फ़ौज	vojsko
पागलपन	norosti
पागलपन	norost
युआन	yuan
रोमांच	vznemirjenje
बर्बर	barbarsko
सूख	suha
सूख	suhi
सूख	suhe
सूख	posuši
सूख	suho
दिग्गज	velikani
दिग्गज	velikanov
दिग्गज	veteran
इजाजत	dovoljenje
सगाई	zaroka
सगाई	zaročen
सगाई	zaročena
अन्तराल	razmik
मोनोऑक्साइड	monoksid
मोनोऑक्साइड	monoksida
कोस	kos
अटलांटा	atlanti
अटलांटा	atlanto
मैडिसन	madison
चमकीले	glazirane
पैराशूट	padalo
अविवाहित	neporočena
खरगोश	zajce
खरगोश	kuncih
खरगोश	zajčki
खरगोश	zajci
खरगोश	zajček
खरगोश	zajec
मेज़बान	gostitelja
मेज़बान	gostitelj
नागालैंड	nagaland
तकलीफ	stiske
तकलीफ	stiska
तकलीफ	stisko
तकलीफ	nelagodje
मृतक	umrli
मृतक	preminil
मृतक	umrl
कैट	mačji
कैट	muca
कैट	maček
कैट	mačka
कैट	cat
वीरों	heroji
वीरों	junaki
वीरों	heroje
वीरों	junake
वीरों	junakov
लिफ्ट	dvigalo
गाँठ	cist
गाँठ	cista
सिंथेटिक	sintetične
सिंथेटिक	sintetična
सिंथेटिक	sintetični
सिंथेटिक	sintetičnih
समझौतों	sporazumov
समझौतों	sporazumi
बैरल	sod
बैरल	sodček
खुजली	srbi
खुजली	srbi
अन्वेषक	preiskovalec
अन्वेषक	raziskovalec
मूर्ख	norec
मूर्ख	budala
मूर्ख	neumno
मूर्ख	neumna
मूर्ख	neumen
मूर्ख	pepe
बीम	žarek
बीम	snop
कोडिंग	kodiranje
अशांति	nemir
अशांति	nemiri
अविश्वसनीय	neverjetno
अविश्वसनीय	neverjetno
शीन	sheen
कर्षण	vlečne
इम्पीरियल	cesarski
इम्पीरियल	carski
इम्पीरियल	imperial
वहा	tam
घोषणापत्र	manifest
रेट	mera
रेट	stopnja
पर्वतारोही	alpinist
सत्रह	seventeen
सत्रह	sedemnajst
सोया	sojino
मक्खी	leti
मक्खी	fly
मक्खी	poletela
मक्खी	leteti
बड़ौदा	baroda
उद्यमों	podjetja
उद्यमों	podjetji
कॉन्सर्ट	koncert
कॉन्सर्ट	koncerte
कॉन्सर्ट	koncertov
छायांकन	senčenje
छायांकन	fotografiranje
छायांकन	photography
छायांकन	fotografijo
छायांकन	fotografija
छायांकन	prihranek
छायांकन	reševanje
छायांकन	varčevanje
छायांकन	shranjevanje
कॉर्नेल	cornell
वानिकी	gozdarstvo
टेनेसी	tennessee
जहाँगीर	jahangir
मधुमक्खी	čebela
मधुमक्खी	čebelji
मधुमक्खी	bee
टिप्पणियां	komentarjev
टिप्पणियां	komentarji
टिप्पणियां	opombe
टिप्पणियां	pripombe
गुलामी	suženjstvo
सरलीकृत	poenostavljena
सरलीकृत	poenostavljeni
सरलीकृत	poenostavljen
सरलीकृत	poenostavljeno
गोआ	goa
प्रलेखन	dokumentacija
प्रलेखन	dokumentacijo
संकेतन	zapis
घटी	zmanjšanje
घटी	znižanje
पक्षपात	diskriminacijo
पक्षपात	diskriminacija
इजरायल	izrael
इजरायल	izraelski
इजरायल	izraelsko
इजरायल	izraelci
पकाया	kuhane
पकाया	kuhan
पकाया	kuhana
पकाया	kuhano
गेंदबाज़ी	bowling
आबू	abu
अनुरक्षण	spremstvo
अनुरक्षण	spremljevalec
डीलर	trgovec
डीलर	preprodajalci
डीलर	trgovci
डीलर	prodajalci
मीठी	sladkih
मीठी	sladko
मीठी	sladki
मीठी	sladka
मीठी	slajše
ब्रॉडवे	broadway
जिगर	jeter
जिगर	jetra
अंगोला	angola
अंगोला	mongoliji
एक्सटेंशन	podaljšanja
एक्सटेंशन	razširitev
एक्सटेंशन	razširitve
एक्सटेंशन	razširitev
एक्सटेंशन	podaljšek
एक्सटेंशन	podaljšanje
संस्थापकों	ustanovitelji
गोथिक	gotska
ऐंठन	krči
बहुपद	polinom
घुलनशील	topen
केसर	žafran
अचेतन	vzvišenost
दस्ते	vod
आयोडीन	jod
परावर्तन	odražajo
परावर्तन	odraža
परावर्तन	razmislek
परावर्तन	odsev
परावर्तन	premislek
छानबीन	preiskavo
छानबीन	preiskava
छानबीन	preiskovanje
छानबीन	preiskave
छानबीन	raziskava
छानबीन	raziskovanje
कामुक	potreben
कामुक	čutna
नीतियां	politično
नीतियां	politik
नीतियां	police
नीतियां	politike
तेरहवीं	thirteenth
लेस	les
विन्स	zmaga
मॉरिस	mauritius
मॉरिस	morris
त्रासदी	tragedije
त्रासदी	tragedijo
त्रासदी	tragedija
सीन	scena
सीन	prizor
सीन	prizorišče
सीन	sceno
ईशा	isha
कैफे	kofeina
कैफे	kofein
नींबू	limona
नींबू	limone
नींबू	limono
नींबू	limone
ओपल	opal
गिग्स	nastopov
हडसन	hudson
धावक	tekač
धावक	tekači
मार्क्सवाद	marksizem
बर्न	bernu
बर्न	gorela
बर्न	zažgal
बर्न	zgori
नेहा	neha
शाहिद	shahid
इंडेक्स	indeks
इंडेक्स	kazalo
तेंदुआ	leopard
अनुशंसा	priporočamo
अनुशंसा	priporoči
अनुशंसा	priporočam
अनुशंसा	priporoča
अनुशंसा	priporočilo
अनुशंसा	priporočila
जोखिमों	nevarnosti
डिक	tič
डिक	dick
निरर्थक	null
अमान्य	neveljaven
अमान्य	neveljavno
अमान्य	neveljavna
झगड़े	borbe
झगड़े	pretepi
होड़	rush
होड़	konkurenčnih
होड़	tekmovati
निरोधक	kontracepcijo
निरोधक	kontracepcije
घिरी	obkrožen
घिरी	obkrožena
घिरी	obkoljena
कतार	vrsta
बाल्टिक	baltskem
देयता	obveznost
देयता	odgovornost
पोते	vnuki
शकीरा	shakira
अमेज़न	amazonki
निजाम	nizam
एसएमएस	sms
वैंकूवर	vancouver
खेलकूद	športni
खेलकूद	šport
खेलकूद	športne
खेलकूद	športna
प्यास	žeja
प्यास	žejen
प्यास	žejna
प्यास	žejni
प्यास	žeja
मार्टिना	martina
अत्याधुनिक	futuristični
पीटर्सबर्ग	petersburgu
पीलिया	zlatenica
खलीफा	kalif
खलीफा	khalifa
कीथ	keith
एडमंड	edmund
प्रकाशिकी	optika
छुट्टियों	prazniki
छुट्टियों	praznike
छुट्टियों	počitnice
किंडरगार्टन	vrtca
किंडरगार्टन	vrtec
किंडरगार्टन	vrtcu
जबतक	do
जबतक	dokler
डिप्टी	namestnica
डिप्टी	namestnik
डेटिंग	zmenki
डेटिंग	zmenke
कमरा	sobo
कमरा	soba
कमरा	sobi
माइनर	manjše
माइनर	manjši
माइनर	manjša
गड्ढे	jamo
गड्ढे	brezno
कपडे	obleke
कपडे	oblačil
कपडे	oblačila
कपडे	obleke
कपडे	oblačila
सोयाबीन	soje
सोयाबीन	soja
एनबीए	nbc
एनबीए	nba
असत्य	neresnično
चर्चिल	churchill
खजाना	dobitek
खजाना	zaklad
आइंस्टीन	einstein
गिब्सन	gibson
सुझाया	predlagane
सुझाया	predlagan
सुझाया	predlagano
सुझाया	predlagani
सुझाया	predlagana
निर्वासन	izgon
निर्वासन	izgnanstvo
निर्वासन	izgnanstvu
निर्वासन	izgon
नोटिस	obvestilo
रू	ru
महोदय	gospod
सीनेटर	senatorja
सीनेटर	senator
सीनेटर	senatorka
सुरक्षात्मक	zaščitna
सुरक्षात्मक	zaščitne
सुरक्षात्मक	zaščitno
बीना	bina
दलाल	posrednik
उदारता	velikodušnost
स्पिरिट	duhovi
स्पिरिट	žganja
स्पिरिट	duhov
स्पिरिट	duh
पार्कर	parker
मेलों	sejmih
बारबरा	barbara
एटीएम	atm
एटीएम	bankomat
प्रायोजन	sponzorstvo
ड्राइंग	risba
ड्राइंग	risanje
चुप	tiha
चुप	tiho
दिवालिया	bankrot
दिवालिया	stečaj
बाल्यकाल	otroštvo
बाल्यकाल	otroštva
ज़िम्मेदारी	odgovornost
सावन	monsun
छोड़ो	odpoved
छोड़ो	nehal
स्क्वाड्रन	eskadrilja
यूनानियों	grki
यूनानियों	grčija
वाचक	govorec
भागीरथी	bhagirathi
प्रिंसटन	princeton
सौम्य	nežna
सौम्य	nežen
सौम्य	nežne
सौम्य	nežno
मालदीव	maldivi
डिस्कवरी	odkritje
डिस्कवरी	discovery
पर्यवेक्षक	nadzorniki
सत्यापित	preverjene
सत्यापित	preverjena
सत्यापित	preverjeno
सत्यापित	preverjen
सत्यापित	potrjeno
सत्यापित	potrjeni
सत्यापित	preveri
सत्यापित	potrdi
बाइक	kolesa
बाइक	motocikel
बाइक	kolo
बाइक	motor
राबर्ट	robert
डीज़ल	dizel
बाज़ारों	tržnice
बाज़ारों	trgi
बाज़ारों	tržišča
फिशर	fisher
सदाचार	vrlina
सदाचार	kreposti
सदाचार	krepost
जुट	razgledno
गुस्सा	jezo
गुस्सा	jeza
गुस्सा	jezna
गुस्सा	jezen
गुस्सा	jezni
गुस्सा	jezno
गुस्सा	ogorčenje
यूरिया	sečnine
सीढ़ियों	stopnice
रस्म	slovesnost
रस्म	obred
रस्म	slovesnosti
मऊ	mau
खरीदे	kupovanje
खरीदे	odkup
खरीदे	nakup
त्वरक	pospeševalniki
त्वरक	pospeševalnik
धात्विक	kovinski
धात्विक	kovinsko
वामपंथी	levičarski
मिंग	ming
घाना	gani
घाना	gane
कैप	pokrovček
कैप	cap
जनम	rojstva
जनम	rojstvo
साईं	sai
कनेक्टिकट	connecticut
कनेक्टिकट	connecticutu
क्रोम	krom
रोनाल्डो	ronaldo
विंडसर	windsor
ऑफ़िस	pisarna
ऑफ़िस	urad
तुर्कों	turčija
प्लेस्टेशन	playstation
सहकर्मी	sodelavka
सहकर्मी	sodelavec
सहकर्मी	sodelavci
माइक्रोसॉफ़्ट	microsoft
ट्रिगर	sprožilec
ट्रिगर	sproži
विसर्जन	potopitev
हत्यारे	ubijalec
हत्यारे	morilec
हत्यारे	ubijalci
हत्यारे	morilci
हत्यारे	morilci
विनम्र	skromna
विनम्र	skromni
विनम्र	skromen
विनम्र	ponižno
विनम्र	skromno
विनम्र	vljudni
विनम्र	vljudno
विनम्र	vljuden
ध्वनिक	uničevalec
ध्वनिक	rušilec
एडगर	edgar
करुण	karun
मशीनरी	stroji
इलेक्ट्रानिक	elektronsko
इलेक्ट्रानिक	elektronska
पौष्टिक	hranljiva
मिनियापोलिस	minneapolisu
कट्टरपंथी	radikalne
कट्टरपंथी	radikalno
कट्टरपंथी	fanatik
डायना	diana
टॉमी	tomi
टॉमी	tommy
मिल्क	mlečni
मिल्क	mleka
मिल्क	mleko
व्हील	kolo
व्हील	kolesa
ग्रेनाइट	granit
माथे	čela
माथे	čelo
माथे	čelu
माथे	obrvi
डुनेडिन	dunedin
अवज्ञा	nepokorščine
पत्ता	list
इस्तांबुल	istanbulu
इस्तांबुल	istanbul
जार	kozarci
जार	kozarec
लैरी	larry
सिंडरेला	pepelka
अफीम	opija
अफीम	opij
स्वीट	sladkih
स्वीट	sladko
स्वीट	sladki
स्वीट	sladka
बागान	nasadi
खूनी	krvavi
खूनी	krvave
नफरत	sovraštvo
नफरत	sovražim
परोपकारी	človekoljubne
एंटोनियो	antonio
नाई	frizer
नाई	brivec
लम्बवत	pravokotnih
लम्बवत	pravokotno
लम्बवत	pravokotna
दाह	dah
ऑडिशन	avdicija
बाधक	preprečuje
बाधक	prepreči
मेसोपोटामिया	mezopotamija
उठते	vstajajo
सिलाई	šivanje
सिलाई	šiv
सज्जन	gentleman
प्रचुरता	obilje
असहमति	nestrinjanje
ताई	tai
कार्सिनोमा	karcinom
हिप्पोकैम्पस	hipokampus
ब्लैकबेरी	blackberry
खरपतवार	trava
खरपतवार	trave
खरपतवार	travo
लैन	okrožni
लैन	okrožje
लैन	okraj
लैन	okrožju
परिहार	utaje
कारा	kara
कारा	karo
कारा	cara
कारा	care
टाइटन	titan
अव्यवस्था	kaos
कोको	coco
कोको	koko
निवारक	preventivni
निवारक	preventivno
निवारक	preventivne
मदीना	medina
हटाएँ	odstrani
हटाएँ	izbris
हटाएँ	brisanje
खमीर	kvas
संवेदन	zaznavanje
विच्छेद	raztapljanje
विच्छेद	odpravnino
नाच	dance
नाच	pleši
नाच	plesno
नाच	ples
बाल्टीमोर	baltimore
लचीलापन	prožnost
लचीलापन	prilagodljivost
स्केटिंग	drsanje
कलेक्टर	zbiratelj
कलेक्टर	pobiralec
कलेक्टर	zbiralnik
कलेक्टर	zbiralec
चित्रकारों	sliko
चित्रकारों	slikanje
चित्रकारों	barvanje
चित्रकारों	slika
शैलियाँ	styles
लालच	pohlep
लालच	pohlep
लालच	pohlepa
मेरु	meru
पुलों	mostove
पुलों	mostov
पुलों	mostovi
मिडिया	medijev
मिडिया	mediji
मिडिया	media
केयर	oskrba
केयर	nego
केयर	nega
केयर	care
कर्ट	kurt
छतरी	dežnik
फीस	pristojbine
फीस	takse
कतर	katar
लकी	srečko
लकी	lucky
लकी	sreča
जाम	jam
जाम	marmelada
जाम	marmelado
जाम	marmelade
रैम	ram
रैम	rama
अभिनेत्रियों	igralke
गौरैया	sparrow
गौरैया	vrabec
वांछनीय	zaželeno
वांछनीय	zaželen
मकानों	hiš
मकानों	hiške
मकानों	hiše
भेजना	pošlje
भेजना	pošilja
फ़िल्टर	filter
फ़िल्टर	filtriranje
फ़िल्टर	filtre
फ़िल्टर	filtrov
फ़िल्टर	filtri
कीड़ों	črve
कीड़ों	črvi
स्कैनर	skener
प्रतिशोध	maščevanje
प्रतिशोध	maščevanje
पार्किंग	parkiranje
नशा	droga
नशा	odvisniki
लचीला	prožni
लचीला	prilagodljiv
लचीला	prožna
लचीला	prožen
लचीला	prilagodljivo
सफ़ाई	čiščenje
कोलेजन	kolagen
बर्टन	burton
पुतिन	putin
प्रोपेन	propan
लादेन	obremenjen
लादेन	laden
ज़िम्मेदार	odgovorno
ज़िम्मेदार	odgovornega
ज़िम्मेदार	odgovoren
ज़िम्मेदार	odgovorni
ज़िम्मेदार	odgovorna
अवहेलना	prezir
अवहेलना	nepokorščine
अविश्वास	nezaupanje
पर्दा	zavesa
पर्दा	zaveso
पर्दा	zavese
टच	dotik
तोपों	top
तोपों	topa
सिल्क	svile
सिल्क	svila
झूठा	lažnivec
अक्षमता	nezmožnost
अक्षमता	nesposobnosti
अक्षमता	nesposobnost
अक्षमता	nezmožnost
अक्षमता	invalidnosti
अक्षमता	invalidnost
ईगल	orel
ईगल	eagle
ईगल	orla
वारंटी	garancija
वारंटी	garancijo
होमर	homer
मुबारक	srečna
मुबारक	srečen
मुबारक	vesela
मुबारक	srečno
एकांत	osamljenost
एकांत	samota
एकांत	samoto
एकांत	samote
विंड	vetru
विंड	veter
विंड	vetra
आदर्शवादी	idealist
आदर्शवादी	idealistični
आश्वस्त	samozavesten
आश्वस्त	samozavestna
आश्वस्त	samozavestno
आश्वस्त	samozavestni
हैंक्स	hanks
सोरोस	soros
आकृतियाँ	oblike
सुलतान	sultan
बदतर	slabše
बदतर	hujše
बदतर	huje
लोपेज़	lópez
लोपेज़	lopez
पशुधन	živina
पशुधन	živine
पशुधन	živino
आदी	odvisen
लार्वा	ličinka
सेलुलर	celični
सेलुलर	celično
बहरीन	bahrajnu
दीवानी	civilno
दीवानी	civilna
दीवानी	civilne
पायदान	zarezo
गाजर	korenje
गाजर	korenček
गाजर	korenje
गाजर	korenček
उरुग्वे	urugvaj
ओवल	ovalne
निराशाजनक	razočaranje
मैकबेथ	macbeth
ट्रिनिटी	trojica
ट्रिनिटी	trinity
हैट	kapo
हैट	klobuk
हैट	kapa
चाइल्ड	otrok
शीला	sheila
चमगादड़	netopir
चमगादड़	bat
ची	chi
ची	či
ची	či
मंचूरिया	mandžurijo
प्रोग्रामर	programer
हूवर	hoover
मसौदा	osnutki
मसौदा	osnutek
मसौदा	osnutki
हेयर	dlake
हेयर	lasje
हेयर	lase
जुआन	juan
जुआन	juana
बर्ताव	vedenje
बर्ताव	obnašanje
बर्ताव	vedenje
बर्ताव	obnašanje
चन्दन	sandal
होप	upanja
होप	hope
होप	upanje
स्काइप	skype
गलियों	ulice
गलियों	ceste
गलियों	steze
शरणार्थियों	begunci
शरणार्थियों	beguncev
शस्त्रों	orožje
कुम्भ	vodnar
प्राधिकार	oblasti
प्राधिकार	organ
प्राधिकार	avtoriteta
अशुभ	nesrečni
अशुभ	nesrečen
अशुभ	nesrečno
माइकल्स	michaels
रोज़गार	zaposlitev
रोज़गार	zaposlitve
रोज़गार	zaposlovanje
रोज़गार	zaposlenost
मोंटे	monte
तांबा	bakrene
तांबा	baker
तांबा	bakra
दैहिक	somatskih
फली	kapsula
अंसारी	ansari
सलाम	salaam
सलाम	mir
सलाम	peace
सलाम	pozdrav
सलाम	salam
क्वींसलैंड	queensland
टॉड	krastača
टॉड	todd
सुखी	najsrečnejši
मरियम	marija
मरियम	mary
मरियम	mariam
ओहियो	ohio
उंगली	prst
शिक्षाओं	nauki
पलक	veke
पलक	vek
लिथुआनिया	litva
लिथुआनिया	litvi
लिथुआनिया	litvo
अल्पसंख्यकों	manjšine
शहीदों	mučeniki
फ्लेमिंग	fleming
अधिवक्ता	zagovornik
गोरखनाथ	gurke
यॉर्कशायर	yorkshire
मेट्रिक्स	matrico
मेट्रिक्स	matrica
मेट्रिक्स	matrika
कार्यशाला	delavnica
कार्यशाला	delavnice
कार्यशाला	delavnico
मैक्सवेल	maxwell
कॉर्न	koruza
कॉर्न	koruzo
कॉर्न	korn
बकिंघम	buckinghamsko
मापक	vladar
मापक	merilo
मापक	lestvici
मापक	lestvica
मापक	obseg
गैलापागोस	galapagos
यातना	muke
यातना	propad
यातना	pogubo
यातना	doom
यातना	poguba
मलबे	ruševine
मलबे	ruševin
अनाथ	sirote
अनाथ	sirota
अनाथ	sirote
टूटी	zlomljen
टूटी	zlomljeni
टूटी	zlomljeno
जनसांख्यिकी	demografija
जनसांख्यिकी	prebivalstvo
जनसांख्यिकी	populacija
अपरिहार्य	neizbežno
अपरिहार्य	neizogibno
अपरिहार्य	nezmotljiv
अपरिहार्य	neizbežno
अपरिहार्य	neizogibno
दफन	zakopan
दफन	zakopano
दफन	pokopani
दफन	pokopan
दफन	pokopana
आमंत्रण	povabila
आमंत्रण	vabila
आमंत्रण	vabi
आमंत्रण	povabi
आमंत्रण	povabilo
आमंत्रण	vabilo
आमंत्रण	povabilo
आमंत्रण	vabilo
आमंत्रण	povabila
आमंत्रण	vabila
जिम्बाब्वे	zimbabveju
वृद्धावस्था	staranje
आहत	prizadet
आहत	poškodovan
आहत	bolelo
झेलम	jhelum
नरभक्षण	kanibalizem
धूसर	gray
धूसर	siv
धूसर	siva
धूसर	sivo
धूसर	sivi
धूसर	sive
धूसर	sivo
धूसर	sivi
धूसर	grey
धूसर	siva
घाटा	izguba
आतिथ्य	gostoljubje
आतिथ्य	gostoljubnost
परिसंघ	konfederacija
परिसंघ	konfederacijo
पेंच	vijak
शटल	shuttle
दरवाज़ा	vrata
कन्वेंशन	konvencija
कन्वेंशन	konvencijo
कन्वेंशन	konvencije
सप्लाई	oskrba
सप्लाई	dobava
रडार	radar
पंक	blato
पंक	blata
पंक	mulc
पंक	punk
चैट	klepet
पदानुक्रम	hierarhije
पदानुक्रम	hierarhijo
क्रूरता	krutost
क्रूरता	krutosti
क्रूरता	brutalnost
कैम्पस	kampusu
संभावनाएं	obeti
मिया	mia
मिया	mio
निर्देशकों	direktorjev
निर्देशकों	direktorji
वीटो	veto
वीटो	veta
प्रत्याशित	pričakovani
प्रत्याशित	pričakovana
प्रत्याशित	pričakovan
प्रत्याशित	pričakovali
प्रत्याशित	pričakovano
गोंद	lepila
गोंद	lepilo
एक्सबॉक्स	xbox
शियर्र	shearer
अज्ञेय	agnosticizem
स्पॉट	spot
पूंजीवाद	kapitalizem
फ्लोरेंस	florence
फ्लोरेंस	firence
सुअर	pujs
सुअर	prašič
गीली	mokre
गीली	mokro
गीली	mokra
गीली	mokri
गीली	moker
खोली	odprto
दलदल	močvirja
दलदल	marsh
दलदल	močvirje
कंबोडिया	kambodži
गिरिजाघर	cerkev
एफडीए	fda
सिंहली	singalščina
तानाशाही	diktatorja
तानाशाही	diktator
तानाशाही	diktature
नोवा	nova
अर्नेस्ट	ernest
फोटोग्राफर	fotografa
फोटोग्राफर	fotograf
फोटोग्राफर	fotografinja
संस्थापित	ustanovljena
संस्थापित	ustanovljeno
संस्थापित	ustanovljen
संस्थापित	osnovana
संस्थापित	ustanovil
संस्थापित	vgrajena
संस्थापित	nameščeni
संस्थापित	vgrajeni
संस्थापित	nameščena
संस्थापित	nameščen
संस्थापित	vgrajen
क्रेग	craig
सिमुलेशन	simulacija
सिमुलेशन	simulacijo
सिमुलेशन	simulacije
तीर्थयात्रियों	romarji
अखरोट	orehe
अखरोट	orehi
अखरोट	orehov
अखरोट	oreh
बुकर	booker
विलिस	willis
डेनिश	dansko
डेनिश	danske
डेनिश	danski
त्रयी	trilogije
जुनून	strast
जुनून	strasti
औरतों	ženskam
औरतों	žensk
औरतों	ženske
ओरेकल	orakelj
दहेज	doto
क़दम	stopinje
क़दम	koraki
बहादुरी	pogum
एटलस	atlas
एटलस	območja
एटलस	področja
एटलस	površine
आर्सेनिक	arzen
वेलेंटाइन	valentin
वेलेंटाइन	valentine
स्लाइड	slide
मजा	zabavno
मजा	fun
मजा	hec
मजा	zabava
लुकास	lucas
सेवारत	služiti
सहस्र	kilogram
सहस्र	kilo
वर्गाकार	kvadratnih
वर्गाकार	kvadrat
वर्गाकार	kvadrat
उपहास	posmeh
सचित्र	slikovni
दर्दनाक	boleča
दर्दनाक	boleče
दर्दनाक	boleč
दर्दनाक	boleči
घुसपैठ	infiltracijo
युक्तियाँ	namigi
युक्तियाँ	konice
युक्तियाँ	nasveti
डबलिन	dublin
प्रस्तुतीकरण	pentagonu
प्रस्तुतीकरण	pentagon
प्रस्तुतीकरण	predstavitvi
प्रस्तुतीकरण	predstavitve
प्रस्तुतीकरण	predstavitev
अर्जन	arjan
गौ	gau
फंक्शन	funkcija
फंक्शन	funkcijo
अंधकार	pozabo
केले	banane
रैप	zaviti
रैप	warp
रैप	rap
वियतनामी	vietnamski
तेहरान	teheranu
कार्मिक	osebje
सॉस	omako
सॉस	omaka
फॉरेस्ट	forrest
बाइट	bajt
बाइट	bajtov
मिल्स	mills
रोजर्स	rodgers
रोजर्स	rogers
क्यूबेक	quebec
चुपके	nevidni
चुपके	prikrito
वैक्सीन	cepivo
वैक्सीन	cepiva
इलियट	elliot
स्प्रेडशीट	preglednica
स्प्रेडशीट	preglednice
जिया	živel
जिया	živeli
जिया	živela
पन्द्रह	fifteen
पन्द्रह	petnajst
ट्रंक	prtljažnik
ट्रंक	prtljažniku
ट्रंक	deblo
अख़बार	časopis
अख़बार	časopisi
रत्नों	dragulji
रत्नों	draguljev
धर्मशाला	hospic
मुआवजा	nadomestilo
मुआवजा	odškodnina
मुआवजा	odškodnine
मुआवजा	nadomestila
