zijn	jo
slachtoffer	auka
diego	diego
bay	įlanka
diploma	diplomas
eva	ieva
eva	ieva
felix	feliksas
vocht	drėgnumas
vocht	drėgmės
vocht	drėgnis
vocht	drėgmė
organiseren	organizuoti
organiseren	organizavimą
behoefte	reikia
zwitsers	šveicarijos
zwitsers	šveicarija
willy	willy
dertien	trylika
helder	šviesus
helder	šviesi
administratieve	administracinis
administratieve	administracinės
klimaat	klimato
klimaat	klimatas
gekocht	perkami
gekocht	įsigytas
gekocht	pirktas
gekocht	nupirkti
gekocht	įsigyta
gekocht	nusipirko
droge	sausa
droge	sausas
droge	sausos
gerestaureerd	atkurtas
gerestaureerd	atkuriama
gerestaureerd	atkurta
amateur	mėgėjų
dokter	gydytojo
dokter	gydytojas
tante	teta
tante	teta
waard	verta
waard	tinkantis
waard	vertas
waard	verta
formatie	formavimas
presentator	vedėja
erkenning	akreditacijos
erkenning	akreditacija
erkenning	akreditavimo
philips	philips
mythologie	mitologija
werknemers	darbininkai
werknemers	darbuotojai
werknemers	darbininkų
wiens	kieno
historicus	istorikas
timeaxis	timeaxis
bruno	bruno
gilbert	gilbert
han	han
inzet	lažybų
imagesize	imagesize
caesar	cezario
fabricius	fabricius
plotarea	plotarea
jos	džoso
jos	cyril
rapport	ataskaita
orthodoxe	ortodoksų
scalemajor	scalemajor
voorjaar	pavasario
voorjaar	pavasaris
dennis	deni
vii	vii
billy	bilis
stone	akmens
smaak	skonio
smaak	aromatas
smaak	skonis
tribus	tribus
zong	dainavo
aanduiding	nuoroda
aanduiding	indikacijos
aanduiding	paskyrimas
regionaal	regionų
reeksen	serija
reeksen	serijos
islam	islamas
synoniem	sinonimas
synoniem	sinonimas
queen	karaliene
queen	karalienė
queen	queen
bemanning	įgula
bemanning	įgulos
dateformat	dateformat
anderlecht	anderlecht
fox	lapė
challenge	iššūkis
julius	julius
poten	kojos
poten	kojas
poten	letenas
charlotte	šarlotė
alice	alisa
jonathan	džonatanas
maat	mate
echtgenoot	sutuoktinis
echtgenoot	vyru
echtgenoot	vyro
echtgenoot	vyras
stroom	stream
alignbars	alignbars
bewijzen	įrodyti
bewijzen	įrodymai
bewijzen	įrodymas
turks	turkai
turks	turkijoje
turks	turkija
turks	turkų
turks	turkijos
roy	rojus
federatie	federacija
federatie	federacijos
donald	donaldas
verbindingen	junginiai
liberaal	liberalų
carter	karteris
spellen	žaidimų
spellen	žaidimai
deutsche	deutsche
stade	stade
predikant	pamokslininko
predikant	pastorius
tekeningen	piešiniai
tekeningen	brėžiniai
opkomst	atsiradimą
opkomst	dalyvavimą
opkomst	dalyvavimas
traditioneel	tradicinės
traditioneel	tradiciniai
traditioneel	tradicinė
vermoeden	prielaida
eduard	eduard
herstellen	atstatyti
herstellen	susigrąžinti
herstellen	atkurti
kolonie	kolonija
veilig	saugi
veilig	saugiai
onderneming	bendrovė
onderneming	įmonė
onderneming	bendrovės
onderneming	kompanija
toekomstige	ateitis
bach	bach
bijgewerkt	atnaujintas
arbeid	darbas
demografische	demografiniai
tokio	tokijo
bridge	tilto
bridge	tiltas
sky	dangaus
sky	dangus
financiën	finansų
financiën	finansai
financiën	finansai
financiën	finansus
duizend	tūkst
kranten	laikraščiai
est	est
bel	vadina
bel	bel
gezongen	dainavo
gezongen	sung
vrouwtje	moteris
vrouwtje	patelės
vrouwtje	moterys
vrouwtje	moterų
vrouwtje	patelė
opmerkingen	pastabos
opmerkingen	paaiškinimai
opmerkingen	stebėjimai
opmerkingen	pastebėjimai
opmerkingen	pastabos
opmerkingen	pastabas
opmerkingen	komentarai
opmerkingen	pastabas
opmerkingen	pastabos
opmerkingen	komentaruose
ingericht	papuošti
crisis	krizė
crisis	krizės
spits	spragtukas
khan	khan
afrikaans	afrikanų
afrikaans	afrikos
afrikaans	afrika
morgen	rytoj
morgen	ryto
morgen	rytas
morgen	ryte
airlines	airlines
fernando	fernando
spinnen	vorai
uitzending	transliavimas
uitzending	transliavimo
keizerrijk	imperija
catharina	katerina
mandaat	įgaliojimai
mandaat	mandatas
jakob	jakob
jakob	džeikobas
natuurkundige	fizikas
leeg	tuščia
leeg	tuščias
chef	šefas
ensemble	ansamblis
vrouwelijk	moteris
vrouwelijk	patelės
vrouwelijk	moterys
vrouwelijk	moterų
vrouwelijk	patelė
metalen	metalo
metalen	metalas
sterker	stipresnis
ingenieur	inžinierius
magazine	lapą
magazine	žurnalas
michiel	michiel
springspinnen	salticidae
gevechten	kovų
gevechten	mūšių
gezondheid	sveikata
aandelen	dalys
uitgerust	įrengta
uitgerust	įrengti
uitgerust	sumontuotas
verdedigen	gintis
verdedigen	ginti
verdedigen	apsiginti
verdedigen	gynyba
verdedigen	gynybos
verdedigen	ginti
verdedigen	gina
oudheid	antiquity
pad	dau
conflicten	konfliktų
conflicten	konfliktas
muzikant	muzikantas
dal	dal
flora	floros
veroverd	užkariavo
verkiezing	rinkimai
verkiezing	rinkimų
verkiezing	rinkimai
gewenst	norėjo
gewenst	norimą
gewenst	pageidautina
mannetje	patinas
mannetje	patinų
mannetje	vyrai
mannetje	vyras
deventer	deventer
seine	seine
división	división
gevangenen	kaliniai
erkende	pripažintos
gezelschap	bendrovė
gezelschap	įmonė
gezelschap	bendrovės
gezelschap	kompanija
klarinet	klarnetas
geneeskunde	vaistas
martins	martins
kerkelijke	bažnytinės
mohammed	muhammad
mohammed	mohammed
sopraan	soprano
caroline	karolina
bourgondië	bourgogne
talent	talentas
absoluut	būtinai
jaap	jaap
wetenschappers	mokslininkai
bryan	bryan
hollywood	holivudo
hasselt	hasselt
atlete	sportininkas
joost	joost
goden	dievai
egyptische	egiptas
egyptische	egipto
trio	trijulė
trio	trio
romp	liemens
romp	fiuzeliažo
bulgarije	bulgarija
scaleminor	scaleminor
ann	ann
mannelijk	patinas
mannelijk	patinų
mannelijk	vyrai
mannelijk	vyras
lópez	lópez
populariteit	populiarumas
maximale	didžiausias
fifa	fifa
backgroundcolors	backgroundcolors
columbia	kolumbija
columbia	kolumbijos
burcht	tvirtovė
dikke	storas
dikke	riebalų
dikke	riebalai
scheiding	skyrybos
scheiding	skyrybų
medewerker	darbuotojui
medewerker	darbuotojas
beer	matas
universiteiten	universitetų
universiteiten	universitetai
julia	džiulija
julia	julija
winkels	parduotuvės
winkels	parduotuvėse
valencia	valensijos
kleding	apranga
kleding	aprangos
kleding	drabužiai
kleding	drabužių
kleding	apranga
kleding	drabužius
kleding	drabužiai
romeins	romos
dom	kvailas
dom	domas
bell	bell
endemisch	endeminių
bmw	bmw
cel	ląstelių
hannover	hanoverio
jason	džeisonas
antoine	antoine
florence	florencijos
overtuigd	įsitikinęs
dialect	dialektas
hessen	heseno
hessen	hesse
copa	copa
jammer	gaila
jammer	gėda
zingen	dainuoti
zingen	dainuoja
koch	koch
alkmaar	alkmaar
fries	fryzų
economisch	ekonomiškai
spanning	įtampa
spanning	įtampa
spanning	įtampos
spanning	įtampa
kwaad	pikta
kwaad	pikti
kwaad	piktas
kwaad	blogis
kwaad	blogio
oorlogen	karai
opbrengst	išeiga
faculteit	fakulteto
technologie	technologijos
technologie	technologija
technologie	technologijų
dna	dnr
zagen	pjūklai
dead	miręs
feyenoord	feyenoord
jane	džeine
onderscheidingen	dekoracijos
deuren	durys
deuren	duris
deuren	durų
run	vykdyti
defensie	gynyba
defensie	gynybos
defensie	gynyba
defensie	gynybos
trouwen	vesti
trouwen	santuokos
trouwen	santuoka
ian	lan
ian	ian
artiest	atlikėjas
aanpassen	pakeisti
dream	svajonė
dream	svajone
beslag	banda
gecontroleerd	kontroliuojamų
gecontroleerd	kontroliuojami
gecontroleerd	kontroliuojama
nederlander	olandas
vallei	slėnis
paarden	arklių
paarden	arkliai
paarden	arklius
student	studentų
student	studentė
student	studentas
entertainment	pramogos
entertainment	pramoga
entertainment	pramogų
wagen	vagonas
wagen	vežimo
liedje	daina
liedje	dainos
reisde	keliavo
lossen	iškrauti
ministers	ministrai
ministers	ministrų
identiteit	tapatybę
identiteit	tapatybė
identiteit	tapatybės
identiteit	tapatumas
zaal	salėje
zaal	salė
christopher	christopher
times	kartus
songs	dainas
songs	dainos
songs	dainų
weerstand	atsparumo
weerstand	atsparumą
weerstand	atsparumas
renaissance	renesanso
pakken	tinka
machines	mašinos
machines	mašinos
stroming	srovių
soldaat	kareivis
soldaat	karys
tijdelijke	laikinai
aangevallen	užpuolė
aangevallen	užpuolė
houding	laikysena
infanterie	pėstininkų
ddr	ddr
ddr	vdr
stop	sustabdyti
gezocht	truko
pommeren	pamario
westfalen	vestfalijos
westfalen	westfalen
bezoeken	aplankyti
bezoeken	vizitai
bezoeken	apsilankymai
gary	gari
bekeken	stebėjo
bewerkt	redaguota
heerenveen	heerenveen
verenigingen	asociacijos
verenigingen	asociacijoms
word	tapti
haakjes	skliaustų
haakjes	skliaustuose
emma	ema
honda	honda
lading	krovinys
locaties	vietose
locaties	vietovės
locaties	vieta
sloten	blokavimas
sloten	spynas
koers	žinoma
della	della
vladimir	vladimiras
veen	durpių
veen	atsiremti
eindelijk	pagaliau
sloeg	sutriuškino
nelson	nelson
unesco	unesco
waargenomen	suvokiama
afstanden	atstumai
begrijpen	supratimas
jersey	džersio
herkennen	pripažinti
ontdekking	atradimas
kantoor	biurų
kantoor	biurai
kantoor	tarnyba
kantoor	biuro
kantoor	biuras
trap	laiptai
trap	laiptų
trap	laiptai
juridische	teisinių
hemel	dangaus
hemel	dangus
hemel	dangaus
hemel	dangus
santos	santos
youtube	youtube
monster	mėginys
monster	bandinys
monster	mėginio
monster	ėminys
monster	pabaisa
monster	monstras
bakker	baker
organische	ekologinio
gabriel	gabriel
toezicht	stebėjimas
toezicht	stebėsena
toezicht	stebėsenos
toezicht	priežiūros
toezicht	priežiūra
toezicht	priežiūra
bewoond	apgyvendintas
vechten	kovoti
renault	renault
tournee	kelionių
tournee	ekskursija
tournee	kelione
langste	ilgiausia
langste	ilgiausiu
garcía	garcía
sparta	spartos
sparta	spartą
sparta	sparta
verwarring	sutrikimą
verwarring	sumišimas
werner	verneris
blokkeren	blokavimo
blokkeren	blokavimas
plekken	erdvę
riep	verkė
training	mokymai
training	mokymas
training	mokymo
training	treniruotė
training	treniruočių
training	treniruotės
fotograaf	fotografė
fotograaf	fotografas
fotograaf	fotografai
illinois	ilinojaus
dorpje	kaimo
dorpje	kaime
dorpje	jonava
dorpje	kaimas
zijden	šilko
genootschap	visuomenė
vertegenwoordigd	sudarė
western	vakarų
admiraal	admirolas
smalle	siauros
smalle	siauras
smalle	siaura
angst	baimė
angst	baime
angst	baimės
angst	baimes
tommy	tomis
hamilton	hamilton
vervaardigd	gaminami
twaalfde	dvylikta
zekerheid	tikrumo
zekerheid	tikrumas
sorry	gaila
eddie	edi
straf	sankcija
straf	bausmę
straf	bauda
straf	bausmė
straf	nuobauda
straf	bausmė
arbeiders	darbininkai
arbeiders	darbuotojai
arbeiders	darbininkų
romans	romanus
blij	laiminga
blij	laimingas
blij	laimingi
vaderland	tėvynę
tibetaanse	tibetas
tibetaanse	tibete
tibetaanse	tibeto
hoorde	girdėjau
gekeken	stebėjo
maandag	pirmadienis
maandag	pirmadienį
bahn	bahn
wens	troškimas
wens	noras
wens	norinčios
wens	norintiems
patiënt	pacientas
kerkhof	kapinės
kerkhof	graveyard
sultan	sultonas
afscheid	atsisveikinimo
dertiende	tryliktoji
finish	baigti
finish	užbaigti
fans	fanai
kurt	kurtas
atelier	studijoje
atelier	studija
atelier	studio
atelier	studijos
atelier	atelier
individueel	atskirai
servische	serbų
memorial	atminimo
pyrénées	pyrénées
unieke	unikali
unieke	unikalus
theologie	teologija
gewond	sužeista
gewond	sužeistas
forum	forumas
forum	forum
bruggen	tiltai
cyprus	kipras
slowaakse	slovakijos
afgevaardigden	delegatai
afgevaardigden	pavaduotojai
murray	murray
taalgebruik	kalbos
taalgebruik	kalba
harmonie	harmonija
strip	juostelės
hermann	hermann
hermann	herrmann
verklaren	skelbiantis
diepte	gylis
overbodig	nereikalingos
overbodig	nereikalingų
overbodig	nereikalingi
dichtheid	tankio
dichtheid	tankis
grave	kapo
document	dokumentas
gevangengenomen	pasodino
talloze	begalę
praten	kalbėti
potter	poteris
stedelijk	urban
stedelijk	miesto
gram	gramo
evans	evans
joan	džoana
wijzigen	pakeisti
aspecten	aspektai
aspecten	aspektus
enschede	enschede
verdeling	sunaikinimo
verdeling	paskirstymas
verdeling	platinimas
verdeling	paskirstymo
verdeling	paskirstymas
verdeling	pasiskirstymas
drukken	spausdinti
grijze	pilka
spoorwegen	geležinkelis
spoorwegen	geležinkelių
spoorwegen	geležinkeliai
spoorwegen	geležinkelis
spoorwegen	geležinkeliai
zelfmoord	savižudybės
zelfmoord	savižudybė
bevrijding	išlaisvinimo
georgia	gruzija
georgia	gruzijos
interpretatie	išaiškinimas
interpretatie	aiškinimo
interpretatie	aiškinimas
invasie	invazija
ondergrondse	požeminis
ondergrondse	pavasarį
natuurkunde	fizikos
natuurkunde	fizika
gaten	spragų
gaten	skylių
cameron	cameron
jacht	jachta
jacht	medžioti
jacht	medžioklė
jacht	medžioklės
bestonden	egzistavo
gat	skylė
verzamelen	rinkti
verzamelen	renkasi
bol	bol
leon	leonas
leon	leono
materialen	medžiagų
materialen	medžiagos
oordeel	nuosprendis
degradatie	skilimo
degradatie	skilimas
degradatie	skaidymas
bed	lova
bed	lovos
bed	lovoje
woman	moteris
opbouw	statyba
zoogdieren	žinduoliai
zoogdieren	žinduoliams
cruz	cruz
kleinzoon	anūkas
inzicht	įžvalgomis
inzicht	supratimas
staande	nuolatinio
schijf	diskai
schijf	diskas
schijf	disko
donker	tamsus
donker	tamsi
donker	tamsiai
vorig	ankstesnė
vorig	ankstesnis
vorig	ankstesnių
california	kalifornija
california	kalifornijoje
california	kalifornijos
kantons	kantonai
berichten	postų
berichten	pareigybės
berichten	įrašai
antonius	antanas
antonius	antonijus
antonius	antonius
woonplaats	gyventi
woonplaats	šeimininkus
factor	faktorius
factor	daugiklis
factor	veiksnys
apeldoorn	apeldoorn
vertegenwoordigde	sudarė
haren	plaukelius
hobo	obo
senior	vyr
senior	vyresnysis
verantwoordelijkheid	atsakomybė
verantwoordelijkheid	pareigos
verantwoordelijkheid	atsakomybė
verantwoordelijkheid	atskaitomybės
eddy	edi
eddy	edi
roberto	robertas
roberto	roberto
redactie	redakcinė
mist	rūko
geïnteresseerd	domina
geïnteresseerd	susidomėję
prefectuur	prefektūra
christenen	krikščionių
christenen	krikščionys
onderhandelingen	derybos
onderhandelingen	derybos
nut	naudingumas
nut	naudingumo
nut	naudingumas
baas	bose
baas	bosas
ontwerper	dizaineris
ijzer	geležies
ijzer	geležis
zhang	zhang
versterkt	spirituotas
guido	guido
opmerkelijk	nepaprastas
mac	mac
bosnië	bosnija
doorbraak	proveržio
financieel	finansiniai
financieel	finansinis
deelnemende	dalyvaujančios
koppel	pora
spoedig	greit
spoedig	greitai
jansen	thomson
schuld	kaltinti
schuld	skola
schuld	kaltė
schuld	kaltę
hockey	ritulio
estland	estijos
estland	estija
vangen	sugavimo
vangen	surinkimo
vangen	žūklės
absolute	absoliutas
absolute	absoliutus
dublin	dubline
dublin	dublinas
chan	chan
geloven	manyti
tank	sugebėti
tank	tankai
tank	bakas
klinkt	skamba
klinkt	garsus
klinkt	garsai
heide	heide
gewenste	norimą
ondernemer	verslininkas
brothers	brolių
brothers	brothers
brothers	broliai
varen	bures
varen	plaukia
slaven	vergas
slaven	vergai
rick	rikai
leest	skaito
viii	viii
lama	lama
lama	lamų
componisten	kompozitorių
geslagen	mušami
coalitie	koalicijos
coalitie	koalicija
ine	ine
zusters	sesės
zusters	seserys
zusters	slaugytojų
gesprek	pokalbis
gesprek	pokalbio
ambassadeur	ambasadorius
gemeten	išmatuotas
gemeten	matuojamas
kennedy	kenedi
verzameld	surinkti
opgeslagen	išgelbėjo
voelt	jaučiasi
herstel	atkūrimas
herstel	atstatymas
herstel	atkūrimo
nek	kaklo
nek	kaklas
profvoetballer	futbolininkas
holstein	holstein
uitgenodigd	pakviesti
uitgenodigd	pakvietė
uitgenodigd	pakviesta
uitgenodigd	pakviestas
morgan	morgan
conus	conus
tanks	tankus
tanks	tankai
velden	laukai
interwiki	interwiki
katholieken	katalikai
borst	krūtinės
borst	krūtų
borst	krūties
kaas	sūriai
design	projektavimas
design	dizaino
design	dizainas
ottomaanse	osmanų
valse	klaidingai
standbeeld	statula
hubert	hubert
sebastian	sebastianas
aanhangers	rėmėjų
visser	žvejys
verdient	nusipelno
verdient	verti
verdient	nusipelno
verdient	nusipelnė
kat	kat
kat	katės
kat	katinas
kat	cat
kat	katė
perfect	tobulos
perfect	tobulas
perfect	tobula
zocht	truko
grootvader	senelis
evolutie	evoliucija
mix	mix
gevierd	švenčiama
jelena	jelena
captain	kapitonas
vleugel	korpusas
oever	kranto
oever	krantas
privé	privačiai
belangen	interesus
koper	pirkėjai
koper	pirkėjas
koper	pirkėjas
promo	promo
verdienen	nusipelno
verdienen	verti
verdienen	uždirbti
verdienen	užsidirbti
fonds	fondas
fonds	fondo
ralph	ralph
afghanistan	afganistanas
neil	neil
geluk	pasisekė
geluk	laimės
geluk	laime
geluk	laimė
gevel	fasadas
gevel	fasadu
kaap	žaliojo
stil	ša
stil	ramu
stil	tyliai
stil	tyli
openen	atverti
zoons	sūnūs
onderzoekers	mokslininkai
onderzoekers	mokslininkų
onderzoekers	tyrėjai
onderzoekers	tyrėjai
haan	gaidys
haan	gaidys
bohemen	bohemija
portretten	portretai
toepassingen	programėlių
ramp	nelaimė
ramp	katastrofa
ramp	nelaimės
ramp	katastrofos
ramp	katastrofa
midi	midi
terugkeren	grįžimas
terugkeren	grįžti
terugkeren	grąžos
harris	haris
harris	harris
najaar	rudenį
najaar	ruduo
evenementen	renginiai
evenementen	įvykiai
evenementen	įvykių
parallel	lygiagrečiai
percussie	mušamieji
schieten	šaudymo
moslims	musulmonai
moslims	musulmonų
ondersteunen	remti
inkomsten	pajamos
koloniale	kolonijinės
minor	nedideli
moon	palydovas
schema	globos
byzantijnse	bizantijos
spanjaarden	ispanai
vitesse	vitesse
abt	abatas
diepe	gilus
diepe	gili
diepe	giliai
verdieping	grindys
verdieping	grindų
gymnasium	gimnazija
pastoor	pastorius
baai	įlanka
uniek	unikali
uniek	unikalus
vertalen	vertimo
vertalen	vertimas
vertalen	išversti
vrijwilligers	savanorišką
linda	linda
düsseldorf	diuseldorfo
düsseldorf	diuseldorfo
geallieerden	sąjungininkų
geallieerden	sąjungininkai
belge	belge
joris	joris
toerisme	turizmo
toerisme	turizmas
hills	kalvų
vruchten	vaisiai
vruchten	vaisiai
vruchten	vaisių
dik	storas
dik	riebalų
dik	riebalai
zout	druskos
zout	druska
colspan	colspan
servisch	serbų
boeddhisme	budizmas
waalse	valonijos
son	sūnus
rosa	rosa
gebouwde	statybų
wetgeving	įstatymai
democratie	demokratija
democratie	demokratijos
bundesliga	bundesliga
watson	watson
afgerond	atliktas
afgerond	baigtos
afgerond	suapvalintas
marseille	marselio
mol	kurmis
misbruik	piktnaudžiavimas
misbruik	netinkamo
doek	audinys
doek	drobė
box	dėžė
box	langelyje
box	dėžutė
proefschrift	disertacija
proefschrift	disertaciją
gebonden	surištos
schaatsen	čiuožimo
schaatsen	raja
jurist	advokato
jurist	teisininkas
jurist	advokatas
gerealiseerd	realizuotas
neutrale	neutralus
slang	žarna
slang	žarnos
slang	gyvatės
slang	gyvate
slang	gyvatė
slang	gyvatės
slang	gyvatė
doelen	tikslai
doelen	tikslų
doelen	taikiniai
atlas	atlas
uci	uci
ziek	nesveikas
ziek	serga
herschel	herschel
overname	perėmimo
overname	perėmimas
overname	įsigijimų
overname	įsigijimo
overname	įsigijimas
overname	įgijimas
mini	mini
beroemd	žymi
vestiging	įsteigimas
respect	pagarba
pius	pijus
wright	wright
bewegingen	judėjimas
bewegingen	judesiai
bewegingen	judėjimo
nintendo	nintendo
staal	plienas
germaanse	germanų
complexe	kompleksas
complexe	sudėtingas
gecombineerd	kombinuotosios
bezwaren	protestas
bezwaren	prieštaravimo
bezwaren	prieštaravimas
bezwaren	prieštaravimai
bezwaren	protestai
bezwaren	prieštaravimų
charleroi	charleroi
meren	ežerai
meren	ežerų
franco	franco
aanpassingen	adaptacijos
kok	gaminti
kok	šefas
julien	julien
roma	roma
roma	romai
roma	romų
iers	airių
iers	airijos
iers	airiai
brigade	brigada
leed	kančia
leed	kančias
leed	kančios
indiana	indiana
gast	kis
gast	seni
gast	bičas
gast	svečias
gehoord	girdėjau
neus	nosis
albrecht	albrecht
pablo	pablo
gebroken	sulaužė
missouri	misūrio
scherm	ekranas
scherm	ekrano
extreem	ekstremalus
christmas	kalėdų
baptiste	baptiste
rangers	eiguliai
apparaat	įrenginys
apparaat	prietaisas
apparaat	aparatas
apparaat	prietaisai
apparaat	aparatūra
apparaat	aparatai
jorge	jorge
gotische	gotikos
menselijk	žmonijos
menselijk	žmogaus
menselijk	žmogus
politica	politikas
zwaard	blade
zwaard	kardas
zwaard	kardo
zwaard	kardą
kanten	nėriniai
smal	siauros
smal	siauras
smal	siaura
sicilië	sicilijos
philadelphia	filadelfijos
takken	filialai
takken	šakos
soul	siela
soul	sielos
map	aplankas
guillaume	guillaume
voorbereiding	ruošimas
voorbereiding	junginiai
voorbereiding	paruošimas
voorbereiding	preparatas
voorbereiding	ruošiniai
voorbereiding	preparatai
definitieve	galutinis
definitieve	galutiniai
godin	deivė
stedelijke	urban
stedelijke	miesto
botanische	botanikos
hal	salėje
hal	salė
thompson	tompsonas
rotsen	uolų
rotsen	akmuo
rotsen	rokas
rotsen	rock
rotsen	uolos
rotsen	akmenų
rotsen	akmenys
dialecten	dialektai
monaco	monako
say	pasakyti
associatie	asociacijos
associatie	asociacija
vera	vera
klassiek	klasikinio
klassiek	klasikinis
koreaanse	korėjos
schimmel	pelėsių
schimmel	grybas
nice	gražiai
nice	gražus
nice	gražūs
nice	gražu
belasting	apmokestinimo
belasting	apmokestinimas
belasting	mokestis
belasting	mokesčiai
diplomaat	diplomat
vasteland	žemyninės
loon	alga
loon	atlyginimai
conferentie	konferencija
uitvinder	išradėjas
jerry	džeris
sterven	mirti
sterven	mirti
sterven	miršta
roberts	roberts
magnus	magnus
oproep	vadina
verlag	verlag
altaar	altoriaus
organiseert	organizuoja
exact	tiksliai
exact	būtent
bisschoppen	vyskupų
wwe	wwe
bern	berno
fiets	dviratis
overeenstemming	atitiktis
aires	airėse
handelingen	aktus
bretagne	bretagne
bretagne	bretanės
materieel	įrangos
materieel	įranga
gekopieerd	nukopijuotas
vice	vice
herfst	rudenį
herfst	ruduo
herfst	krenta
remix	remix
vloeistof	skysčio
vloeistof	skystis
vloeistof	skystas
toeristen	turistai
toeristen	turistų
adviseur	konsultantas
adviseur	patarėjas
adviseur	patarėja
signaal	signalo
signaal	signalas
goes	eina
brood	duona
brood	duonos
horn	ragas
yamaha	yamaha
ruil	keitimosi
ruil	mainai
permanent	perm
aalst	aalst
verlenging	pratęsimas
verlenging	atnaujinimas
verlenging	atnaujinimo
verlenging	pratęsimas
michigan	mičigano
barnard	barnard
critici	kritikai
hals	kaklo
hals	kaklas
trompet	trimitas
zoet	sweet
zoet	saldus
zoet	miela
tuinen	sodai
singapore	singapūre
singapore	singapūro
singapore	singapūras
singer	dainininkė
streep	juostele
streep	juostelė
eerlijk	atvirai
eerlijk	sąžiningą
belle	belle
greep	gniaužtuose
begrippen	sąvokos
begrippen	sąvokų
mit	mit
scheidsrechter	arbitražo
scheidsrechter	teisėjas
lente	pavasario
lente	pavasaris
lente	pavasariais
woensdag	trečiadienio
woensdag	trečiadienis
beurs	stipendiją
beurs	stipendija
vermijden	išvengti
vermijden	vengimo
sharp	staigus
boris	borisas
overeenkomsten	panašumų
overeenkomsten	susitarimai
horst	horst
pont	pont
stichter	įkūrėjas
logisch	logiškai
logisch	logiška
logisch	loginis
logisch	logika
buenos	buenos
allebei	abi
allebei	abu
herzegovina	hercegovina
bescheiden	kuklus
bescheiden	kuklus
fisher	fišeris
rothschild	rothschild
gedachten	mintimis
gedachten	mintys
ochtend	ryto
ochtend	rytas
ochtend	ryte
sterft	miršta
litouwen	lietuva
litouwen	estijos
litouwen	estija
francesco	francesco
bachelor	bakalauro
campbell	campbell
luke	lukas
puur	grynai
puur	grynas
puur	aiški
verwachten	tikėtis
reputatie	reputaciją
reputatie	ry
reputatie	reputacija
santo	santo
vernietigen	naikina
mercedes	mercedes
freguesia	parapija
archipel	salynas
posities	pozicijas
alliantie	aljanso
regent	regentas
wraak	kerštas
wraak	keršto
wraak	keršto
wraak	kerštas
mello	mello
corps	korpusas
isabella	izabelė
vlinders	drugelių
annie	ene
websites	svetainių
herkomst	kilmė
herkomst	kilme
gevuld	įdaryti
gevuld	užpildyta
verdwijnt	dingsta
verdwijnt	nepasikeitė
stuks	gabaliukai
stuks	gabalai
patroon	užtaisas
georgië	gruzija
georgië	gruzijos
conservatieve	konservatorių
donderdag	ketvirtadienis
donderdag	ketvirtadienį
donderdag	ketvirtadienio
donderdag	ketvirtadieniais
buik	pilvo
buik	pilvas
buik	pilvą
buik	pilvo
buik	pilvas
plotseling	staiga
plotseling	staiga
aken	acheno
omgeven	apsupti
rustig	ramu
rustig	tyliai
rustig	lengva
rustig	lengvai
rustig	ramus
lijden	kančia
lijden	kančias
lijden	kančios
lijden	kenčia
biologische	biologinė
ball	balius
ball	kamuolys
landschappen	kraštovaizdis
archeologische	archeologijos
archeologische	archeologinio
munten	monetos
munten	monetos
munten	moneta
munten	monetų
janssen	tompsonas
janssen	thomson
bleken	balinimo
bleken	balinimo
bleken	bleach
schots	škotų
schots	škotijos
boerderijen	farm
boerderijen	ūkiai
playstation	playstation
klanten	klientai
klanten	klientų
keten	grandinės
keten	grandinė
grijs	pilka
ontdekken	nustatęs
fall	krenta
josef	josef
alain	alain
skelet	skeletas
overtuigen	įtikinti
overtuigen	įtikinamas
overtuigen	įtikinama
overtuigen	įtikinti
léon	léon
voltooide	atliktas
voltooide	baigtos
serieuze	rimti
serieuze	rimta
serieuze	rimtas
serieuze	rimtų
christina	kristina
kate	kate
muzikanten	muzikantai
eigenschap	savybė
eigenschap	turtas
eigenschap	nuosavybė
gebroeders	brolių
gebroeders	brothers
gebroeders	broliai
taiwan	taivano
dresden	dresden
droog	sausa
droog	sausas
droog	sausos
reageert	reaguoja
dinsdag	antradienis
dinsdag	antradienį
amateurs	mėgėjai
amateurs	mėgėjų
helena	elena
prooi	grobis
ellen	elena
ellen	elen
vertalingen	vertimo
vertalingen	vertimas
vertalingen	vertimai
torens	bokštai
draak	dragon
jon	jon
libellen	laumžirgiai
ontbonden	išformuota
martínez	martinez
martínez	martínez
exclusief	išimtinė
exclusief	išimtinę
exclusief	išimtinis
hersenen	smegenys
hersenen	smegenų
hersenen	smegenys
hersenen	smegenis
pijn	skausmas
scènes	scenų
gered	išgelbėti
gered	išgelbėjo
lincoln	linkolnas
turijn	torino
turijn	turinas
onjuist	neteisingas
onjuist	netinkamas
onjuist	netiksli
onjuist	netikslūs
dean	dynas
veronica	veronika
opgepakt	apykaklėtasis
bezette	užimta
bezette	okupuotoje
austin	ostino
oplage	apyvartą
galerie	galerija
galerie	galerijoje
inschrijvingen	registracija
regeling	susitarimas
regeling	susitarimo
regeling	išdėstymas
pruisische	prūsijos
joods	žydų
poes	katytė
poes	katės
poes	katinas
poes	cat
poes	katė
kruising	sankirtos
medium	vidutinės
wal	kranto
wal	krantas
wal	wal
musicus	muzikantas
ballet	baleto
architecten	architektas
architecten	architektai
architecten	architektų
nest	vados
nest	lizdas
nadeel	nenaudai
fantasy	fantazija
stage	praktiką
beschermde	saugomų
stalen	plienas
extreme	ekstremalus
scherpe	staigus
zakenman	verslininkas
gooien	mėto
