है	האי
बिलकुल	לגמרי
बिलकुल	לחלוטין
बिलकुल	בהחלט
ग्रहों	פלנטה
ग्रहों	פלאנט
ग्रहों	כוכבים
रूपांतरण	המרות
रूपांतरण	המרה
भ्रष्टाचार	שחיתות
मैसूर	מייסור
सलाहकार	ייעוץ
सलाहकार	יועץ
सलाहकार	יועצת
जनजाति	שבט
जनजाति	השבט
पठार	סף
पठार	מפתן
पठार	הסף
सीता	סיטה
चलचित्र	סרט
चलचित्र	קולנוע
नोकिया	נוקיה
बहुमत	רוב
बहुमत	הרוב
चमक	לזרוח
चमक	זוהרים
चमक	זורח
चमक	זוהרת
चमक	זוהר
हिल	היל
हिल	גבעת
हिल	גבעה
नैदानिक	קליני
नैदानिक	קלינית
नैदानिक	אבחון
अद्भुत	מדהים
अद्भुत	מדהימות
अद्भुत	מדהימה
अद्भुत	מדהימים
अद्भुत	נפלאים
अद्भुत	נפלא
अद्भुत	לתפארת
अद्भुत	נפלאה
एकत्रित	אסף
एकत्रित	נאסף
एकत्रित	לאסוף
इकाइयों	יחידות
तोड़	סמאש
तोड़	לרסק
तोड़	מרסק
शाखाओं	ענפים
शाखाओं	סניפים
शाखाओं	ענפי
दशकों	עשורים
खतरे	איומי
खतरे	איום
खतरे	איומים
खतरे	סכנה
टूर	סיור
हमारा	שלנו
पाल	פאול
पाल	פול
पाल	מפרש
पाल	להפליג
पाल	פאל
निर्दिष्ट	שצוין
निर्दिष्ट	צוין
जोड़े	זוגי
जोड़े	זוגות
निर्माताओं	יצרני
बजट	התקציב
बजट	תקציב
मौका	הזדמנות
मौका	סיכוי
समर्थक	תומכים
समर्थक	תומכי
समर्थक	תומך
पॉप	פופ
खबर	חדשות
खबर	בשורות
मासिक	חודשי
मासिक	חודשיים
मासिक	חודשית
कणों	חלקיקים
कणों	חלקיק
प्रबल	דומיננטי
आलोचकों	מבקרים
तकनीकों	טכניקות
विभक्त	מחולק
विभक्त	מחולקת
उत्तराधिकारी	יורש
उत्तराधिकारी	צאצא
जीवाणु	חיידקים
जीवाणु	חיידק
हाँ	כן
हाँ	כן
प्राण	פראנה
प्राण	פראן
शिकागो	שיקגו
विकी	ויקי
इंग्लैण्ड	באנגליה
इंग्लैण्ड	אנגליה
गुरू	גורו
दौड़	ריצות
दौड़	מרוץ
दौड़	גזע
दौड़	מירוץ
दौड़	הגזע
दौड़	גזעים
दौड़	מירוצים
दौड़	מרוץ
दौड़	מירוץ
दौड़	מירוצים
जातीय	אתני
छाया	צללים
छाया	הצללים
छाया	הצללה
छाया	הצל
छाया	שאדו
छाया	צל
छाया	צל
मैरी	מרי
मैरी	מארי
तैयारी	הכנות
तैयारी	ההכנה
तैयारी	הכנה
तैयारी	מתכוננת
तैयारी	מתכוננים
तैयारी	מתכונן
तैयारी	מכין
तैयारी	הכן
शासनकाल	שלטונו
फाउंडेशन	הקרן
फाउंडेशन	קרן
विक्टोरिया	ויקטוריה
कार्यकर्ता	פועל
कार्यकर्ता	עובד
सिंचाई	השקיה
सिंचाई	שטיפה
पहलू	צד
पहलू	צדדים
पहलू	היבט
रोजगार	תעסוקה
पब्लिक	ציבורית
पब्लिक	ציבורי
पब्लिक	ציבור
पब्लिक	הציבור
कान	אוזן
कान	האוזן
कान	אזניים
कान	אוזניים
कान	האוזניים
बनवाया	בנויה
बनवाया	נבנתה
बनवाया	נבנה
बनवाया	בנה
बनवाया	בנוי
महर्षि	מהרישי
परिवारों	משפחות
फैल	התפשטות
फैल	התפשט
फैल	להפיץ
मेले	הוגן
मेले	הוגנת
मेले	יריד
शांत	מפוכח
शांत	פיכח
शांत	רגועה
शांत	רוגע
शांत	רגוע
शांत	שקטה
शांत	שקט
उद्घाटन	פתיחות
उद्घाटन	ההשבעה
सौंदर्य	היופי
चीज़	גבינה
प्रोग्रामिंग	תכנות
प्रिय	יקירי
प्रिय	יקירה
प्रिय	יקרים
प्रिय	היקר
प्रिय	יקירתי
प्रिय	יקר
रेड	הפשיטה
रेड	פשיטת
रेड	פשיטה
रेड	רד
रेड	אדום
रेड	אדומים
रेड	אדומה
स्व	סלף
स्व	עצמי
सृजन	היצירה
सृजन	הבריאה
सृजन	יצירה
सृजन	יצירתיות
करो	קארו
अनाज	גרגיר
अनाज	תבואה
अनाज	דגן
विलियम्स	ויליאמס
विलियम्स	וויליאמס
परिपथ	מחשבון
यूनियन	האיחוד
यूनियन	איגוד
यूनियन	איחוד
भावनाओं	רגשות
बच	שרד
बच	שרדה
बच	שרדו
बच	באך
उर्जा	אנרגיה
सोसायटी	החברה
छोड़ने	נטישה
यौगिकों	תרכובות
सेनानी	לוחמי
सेनानी	לוחמות
सेनानी	לוחמים
सेनानी	לוחמת
सेनानी	לוחם
रणनीति	אסטרטגיות
रणनीति	אסטרטגיה
लेन	ליין
बुलाया	נקרא
वध	טבח
बाढ़	מבול
बाढ़	שיטפון
बाढ़	להציף
बाढ़	הצפה
शत्रु	האויב
शत्रु	אוייב
शत्रु	אויב
शत्रु	עויין
शत्रु	עוין
शत्रु	עוינות
शत्रु	עוינת
शत्रु	אויבים
शत्रु	אויבי
एक्शन	פעולה
एक्शन	עשייה
एक्शन	אקשן
अनुच्छेद	פסקה
अनुच्छेद	פסקאות
आयात	ייבוא
आयात	יבא
आधा	מחצית
आधा	חצי
धन्यवाद	תודה
बेल	בל
बेल	הגפן
बेल	גפן
बेल	פעמון
बेल	בל
सेंट्रल	סנטרל
सेंट्रल	מרכזית
सेंट्रल	מרכז
सेंट्रल	מרכזי
घातक	קטלנית
घातक	קטלניים
घातक	קטלניות
घातक	קטלני
घातक	ממארת
मास्टर	מאסטר
मास्टर	אדון
मास्टर	מסטר
तस्वीर	התמונה
तस्वीर	תמונה
पहल	היוזמה
पहल	יוזמה
परे	שמעבר
परे	מעבר
वाहनों	רכבים
सच	נכונות
सच	אמת
सच	נכון
सच	האמת
सच	אמת
पाउंड	לירה
पाउंड	פאונד
पाउंड	קילו
पाउंड	קילוגרם
पाउंड	פאונד
इण्डिया	הודו
इण्डिया	אינדיה
प्राधिकरण	רשויות
प्राधिकरण	הרשויות
प्राधिकरण	רשות
प्राधिकरण	סמכות
प्राधिकरण	הרשות
प्राधिकरण	הרשאה
कीट	חרקים
कीट	חרק
गाना	שרים
गाना	שירה
गाना	שר
गाना	שיר
गाना	השיר
धातुओं	מתכות
अतीत	העבר
अतीत	עבר
समाजवादी	הסוציאליסטית
समाजवादी	סוציאליזם
समाजवादी	סוציאליזם
वेतन	המשכורת
वेतन	שכר
वेतन	משכורת
वाणिज्य	מסחר
आखिरी	אחרונה
आखिरी	אחרונות
आखिरी	האחרון
आखिरी	אחרונים
आखिरी	אחרון
धूम्रपान	עישון
धूम्रपान	מעשנת
धूम्रपान	מעשנים
धूम्रपान	מעשן
धूम्रपान	לעשן
ब्याज	ריבית
ब्याज	עניין
ब्याज	אינטרס
घोड़े	סוסים
घोड़े	סוס
माला	המלדיביים
माला	גרלנד
माला	מאלה
लेखा	חשבונאות
तेलुगु	טלוגו
दीवारों	חומות
दीवारों	קירות
दीवारों	גרפיטי
ऊतक	רקמה
ऊतक	רקמות
रात्रि	לילה
बेस	בס
बेस	בסיס
बेस	בס
बेस	באס
फलन	פונקציה
चोटी	פינקל
सतत	עקבית
सतत	עקבי
सतत	עקביות
सतत	מתמשך
सतत	רציף
ऊष्मा	חימום
ऊष्मा	היט
ऊष्मा	חום
ऊष्मा	חמימות
ऊष्मा	חום
कारों	מכוניות
रेस	מרוץ
रेस	גזע
रेस	מירוץ
रेस	הגזע
तालाब	אגם
तालाब	בריכה
तालाब	פונד
बृहस्पति	צדק
प्रोत्साहन	תמריצים
प्रोत्साहन	תמריץ
प्रोत्साहन	עידוד
टीमों	קבוצות
टीमों	צוותי
टीमों	צוותים
मामला	תיק
मामला	קייס
मामला	מקרה
इंदिरा	אינדירה
निष्क्रिय	אינרטי
निष्क्रिय	לנטרל
निष्क्रिय	מושבת
निष्क्रिय	נכים
निष्क्रिय	מושבתת
निष्क्रिय	נכה
निष्क्रिय	מנוטרל
निष्क्रिय	סרק
निष्क्रिय	בטלה
लौह	איירון
लौह	ברזל
सोनी	סוני
रॉय	רועי
रॉय	רוי
बनावट	מרקמים
बनावट	מרקם
गायन	שרים
गायन	שירה
गायन	שר
गायन	קולי
आवेदन	יישום
आवेदन	אפליקציה
आवेदन	יישומים
सकल	גרוס
सकल	גועל
सकल	דוחה
सकल	מגעיל
सकल	ברוטו
कमाई	מרוויחה
कमाई	להרוויח
कमाई	מרוויח
कमाई	רווחים
विश्वविद्यालयों	אוניברסיטאות
विश्वविद्यालयों	אוניברסיטה
विश्वविद्यालयों	האוניברסיטה
साहिब	שיהאב
उठाने	הרמת
उठाने	מרימה
साउथ	דרום
साउथ	דרומה
साउथ	הדרום
गहन	עמוקים
गहन	עמוקה
गहन	עמוק
बाघ	נמר
बाघ	טייגר
बाघ	טיגריס
टिकट	כרטיסים
टिकट	לכרטיסים
टिकट	כרטיס
राजशाही	המלוכה
पैरों	רגל
पैरों	מטר
पैरों	רגליים
पैरों	רגלי
पैरों	רגלים
पैरों	רגליים
ब्लॉग	בלוג
ब्लॉग	בלוגים
सड़कों	הכבישים
सड़कों	דרכים
सड़कों	כבישים
उद्देश्यों	יזם
उद्देश्यों	יזמות
जाल	רשת
जाल	נטו
मिलान	גפרורים
मिलान	התאמות
मिलान	מילאנו
मिलान	מילאן
मिलान	התאמה
मिलान	תואם
मिलान	תואמים
मिलान	התאמת
मिलान	גפרור
मिलान	התאמה
मिलान	התאמת
प्रावधान	אספקה
सदस्यता	מנוי
सदस्यता	מינוי
रिकार्ड	תקליט
रिकार्ड	שיא
साझा	שיתפו
साझा	שיתף
साझा	משותף
साझा	משותפת
साझा	שיתופים
साझा	מניות
स्वतन्त्रता	עצמאות
अधिकृत	מורשה
अधिकृत	מוסמך
सापेक्ष	יחסי
विफल	נכשל
विफल	נכשלה
संदेह	ספק
संदेह	בספק
संदेह	ספקות
आग्रह	בקשי
आग्रह	הבקשה
आग्रह	בקשה
आग्रह	בקשת
आग्रह	בקש
किरण	קירן
कारोबार	עסק
कारोबार	עסקים
रिंग	צלצל
रिंग	טבעת
ऑपरेशन	מבצע
ऑपरेशन	המבצע
आपसी	הדדית
आपसी	הדדי
पवन	הרוח
पवन	רוח
छूट	הנחה
छूट	הנחות
बाधा	מכשול
अमीर	אמירות
अमीर	אמיר
अमीर	עשיר
अमीर	עשירים
अमीर	עושר
अमीर	עשירה
समतल	דירה
समतल	שטוחה
समतल	במול
समतल	שטוח
समतल	מישור
समतल	מטוס
बस्ती	טאון
बस्ती	עיירה
बस्ती	עיר
बस्ती	העיר
कठिनाई	קשיים
कठिनाई	הקושי
कठिनाई	קושי
पुर्तगाली	פורטוגזית
पुर्तगाली	בפורטוגזית
जड़	שורש
जड़	רוט
जड़	שורשי
जड़	שורשים
बौद्धिक	אינטלקטואלי
बौद्धिक	אינטלקטואלית
निकलता	צלעות
स्वर्ग	עדן
प्रोटोकॉल	פרוטוקול
प्रोटोकॉल	הפרוטוקול
प्रोटोकॉल	פרוטוקולים
व्यय	הוצאה
व्यय	הוצאות
व्यय	הוצאה
गणतंत्र	רפובליקה
गणतंत्र	הרפובליקה
माया	מאיה
तिब्बती	טיבטי
तिब्बती	טיבט
आत्महत्या	התאבדות
मतभेद	הבדלים
मतभेद	ההבדלים
अतिथि	אורחים
अतिथि	אורחת
अतिथि	אורח
लें	קח
लें	לקחת
शानदार	מבריקה
शानदार	גאוני
शानदार	מבריק
डाक	דואר
प्रतिद्वंद्वी	יריבה
प्रतिद्वंद्वी	יריב
प्रतिद्वंद्वी	היריב
प्रतिद्वंद्वी	יריב
प्रतिद्वंद्वी	היריבים
प्रतिद्वंद्वी	יריבים
मनु	מנו
संयोग	מקריות
कविताओं	שירים
तरंग	אדווה
तरंग	גל
उठाया	גידלה
अंतराल	מרווח
अंतराल	הפגרה
पेटेंट	פטנט
क्रिस	כריס
क्रिस	קריס
क्रिस	קריס
परिचित	מוכרת
परिचित	מוכר
परिचित	מכרים
परिचित	מכר
परिचित	היכרות
इंडोनेशिया	אינדונזיה
विश्वसनीय	אמין
विश्वसनीय	אמינות
विश्वसनीय	אמינה
विश्वसनीय	אמין
विश्वसनीय	אמינה
विश्वसनीय	אמינות
विश्वसनीय	אמינים
विश्वसनीय	מהימן
विश्वसनीय	בטחה
अब्दुल	עבדול
तत्काल	מיד
तत्काल	מיידית
तत्काल	מייד
तत्काल	בדחיפות
तत्काल	מיידי
तत्काल	מיידית
तत्काल	מיידי
तत्काल	בהול
तत्काल	דחוף
तत्काल	דחופה
चित्रकला	צביעה
चित्रकला	ציור
पहलुओं	היבטים
गेट	שער
चैंपियनशिप	אליפות
बाबू	אבא
पैदल	מדרכה
पैदल	דוושת
रहकर	נשארת
रहकर	נשאר
रहकर	נשארים
संतान	צאצאים
संतान	צאצא
जर्नल	יומן
गुप्ता	גופטה
लाखों	מליונים
लाखों	מיליונים
शैक्षणिक	חינוכית
शैक्षणिक	חינוכי
खोला	נפתח
खोला	פתחתי
खोला	נפתחה
भाप	אדים
भाप	קיטור
बेस्ट	best
गलती	שגיאה
गलती	שגיאת
गलती	טעות
भ्रूण	העובר
भ्रूण	עובר
भंग	להמיס
चेक	המחאה
ब्राजील	ברזיל
राग	לחן
राग	מלודי
राग	מנגינה
ख्याति	תהילה
पंजीकृत	רשום
पंजीकृत	רשומה
सिंध	סינד
वैध	תקף
वैध	בתוקף
वैध	תקפה
वैध	תוקף
टॉम	טום
टॉम	תום
संकल्प	החלטות
जूनियर	זוטר
चुम्बकीय	מגנטיים
चुम्बकीय	מגנטי
चुम्बकीय	מגנטיות
बादशाह	המלך
बादशाह	קינג
बादशाह	מלך
रचनात्मक	יצירתית
रचनात्मक	יצירתי
रचनात्मक	יצירתיות
रचनात्मक	קריאייטיב
मुखपृष्ठ	הביתה
मुखपृष्ठ	הום
मुखपृष्ठ	בבית
मुखपृष्ठ	הבית
मुखपृष्ठ	בית
मुखपृष्ठ	home
ट्रस्ट	לבטוח
ट्रस्ट	אמון
प्रस्तुति	הצגה
प्रस्तुति	מצגת
प्रस्तुति	המצגת
उपर	טופ
उपर	עליון
धरोहर	מורשת
भूल	השכחה
भूल	שכחה
अद्वितीय	ייחודיים
अद्वितीय	ייחודיות
अद्वितीय	ייחודית
अद्वितीय	ייחודי
सरकारों	ממשלות
खतरनाक	מסוכנים
खतरनाक	מסוכנת
खतरनाक	מסוכן
त्यौहार	הפסטיבל
त्यौहार	פסטיבל
त्यौहार	פסטיבלים
त्यौहार	חגיגית
त्यौहार	חגיגי
परिमाण	פרמטרים
संक्रमित	נגועה
संक्रमित	נגועים
संक्रमित	נגוע
देखना	צפיה
देखना	צפייה
देखना	שעון
देखना	צפו
देखना	צפה
देखना	לצפות
ख़ास	ספיישל
ख़ास	מיוחדת
ख़ास	מיוחדים
ख़ास	מיוחדות
ख़ास	מיוחד
माँग	דרישה
माँग	ביקוש
माँग	דורש
स्पेनिश	ספרדי
स्पेनिश	ספרדית
महारानी	מלכה
महारानी	המלכה
जिम्मेदारी	אחריות
रंगमंच	תיאטרון
भारतीयों	אינדיאנים
भारतीयों	הודים
भारतीयों	האינדיאנים
त्रुटि	שגיאות
त्रुटि	שגיאה
त्रुटि	שגיאת
ऊँची	גבוה
ऊँची	גבוהה
ज्यामिति	גאומטריה
ज्यामिति	גיאומטריה
आराम	רגועה
आराम	נינוח
आराम	רגוע
आराम	נוחות
आराम	נחמה
आराम	להירגע
आराम	לנוח
आराम	השאר
आराम	מנוחה
आराम	נוחי
आराम	תנוח
रवि	סודאן
रवि	השמש
रवि	שמש
रवि	סון
रवि	סאן
रवि	ראבי
रवि	האיחוד
रवि	איחוד
भाजपा	bjp
तलाश	חפש
बेटा	ביתא
बेटा	בטא
बेटा	בני
बेटा	בן
टुकड़े	פיסות
टुकड़े	חתיכות
टुकड़े	חלקים
क्रिस्टल	גביש
क्रिस्टल	בדולח
क्रिस्टल	קריסטל
चौथा	רביעי
चौथा	רביעית
चौथा	fourth
चौथा	הרביעית
चौथा	הרביעי
प्रसन्न	עליז
प्रसन्न	מרוצה
प्रसन्न	מרוצה
प्रसन्न	מאושר
प्रसन्न	שמחה
प्रसन्न	שמח
प्रसन्न	מאושרת
सार	מופשט
सार	מופשטת
पड़ोसी	שכנה
पड़ोसी	שכן
पड़ोसी	שכנות
पड़ोसी	שכנים
पड़ोसी	השכנים
पड़ोसी	שכנים
पड़ोसी	שכנה
पड़ोसी	שכן
पड़ोसी	השכן
गाया	שרתי
गाया	סאנג
भ्रम	בלבול
भ्रम	האשליה
भ्रम	אשליה
राजनेता	פוליטיקאים
राजनेता	פוליטיקאי
गोल्ड	זהב
गोल्ड	גולד
भिन्नता	ההבדל
भिन्नता	הבדל
रविवार	ראשון
सारणी	השולחן
सारणी	שולחן
सारणी	טבלה
नाभिकीय	גרעין
नाभिकीय	גרעינית
नाभिकीय	גרעיני
अपवाद	חריגות
अपवाद	חריגה
लिखना	כתיבה
लिखना	כותבת
लिखना	כותב
लिखना	הקלדה
लिखना	להקליד
लिखना	מקליד
पाप	חטא
पाप	החטא
गले	מחבקת
गले	חיבוק
गले	חיבוקים
सिद्धार्थ	סידהרתא
जनक	הורה
स्वचालित	אוטומטי
स्वचालित	אוטו
स्वचालित	אוטומטיים
स्वचालित	אוטומטי
स्वचालित	אוטומט
स्वचालित	אוטומטית
खेत	חוות
खेत	חווה
सेमी	חצי
अपील	ערעור
अपील	הערעור
दर्शक	מציג
दर्शक	צופה
दर्शक	הצופה
दर्शक	קהל
दर्शक	הקהל
दर्शक	משקיף
दर्शक	הצופים
दर्शक	צופים
इनपुट	קלט
इनपुट	הקלט
सैकड़ों	מאות
क्लास	רמה
क्लास	כיתה
क्लास	מעמד
लीला	ליילה
कलात्मक	אומנותי
कलात्मक	אמנותי
कलात्मक	אמנותית
मंगोल	מונגולים
मंगोल	מונגוליה
शुभ	טובה
शुभ	טוב
शुभ	יופי
स्वीकृत	התקבלה
स्वीकृत	התקבל
स्वीकृत	קיבל
स्वीकृत	שהתקבלו
स्वीकृत	מקובלת
स्वीकृत	מקובל
स्वीकृत	מקבל
स्वीकृत	מאושר
स्वीकृत	אושר
स्वीकृत	אושרו
स्वीकृत	אושרה
बैटरी	מצבר
बैटरी	סוללה
बैटरी	סוללות
बैटरी	בטריות
कहानियाँ	סיפורים
पुष्प	פרחים
पुष्प	פרח
सुविधाएं	מתקנים
सुविधाएं	מתקני
अक्षांश	רוחב
मियामी	מיאמי
सम्पर्क	מגע
सम्पर्क	קשר
सम्पर्क	קשרים
दृश्यों	סצנות
दृश्यों	סצינות
कार्यवाही	הליכים
कार्यवाही	ההליכים
आतंकवाद	טרור
परिस्थिति	סיטואציה
परिस्थिति	מצב
परिस्थिति	נסיבות
लोकतंत्र	דמוקרטיה
लोकतंत्र	הדמוקרטיה
उपलब्धि	הישגים
उपलब्धि	הישג
कुश्ती	היאבקות
क्लिक	לחיצות
क्लिक	קליקים
क्लिक	לחצי
क्लिक	לחיצה
क्लिक	קליק
क्लिक	לחץ
लेबल	תוויות
लेबल	תווית
लेबल	התווית
फैशन	אופנה
फैशन	fashion
फैशन	פאשן
फैशन	האופנה
पैलेस	הארמון
पैलेस	ארמון
नीला	כחולה
नीला	בלו
नीला	כחול
पोर्ट	נמל
पोर्ट	פורט
पोर्ट	נמלים
विधेयक	ביל
विधेयक	שביל
बलों	כוחות
बलों	הכוחות
स्टील	פלדה
स्टील	סטיל
रोशन	רושאן
यूनान	יוון
थोड़े	במעט
थोड़े	מעט
थोड़े	במקצת
ऑस्टिन	אוסטין
एकड़	דונם
एकड़	אקר
एकड़	עכו
एकड़	אקר
सेकंड	שניות
सेकंड	שניה
सेकंड	שנייה
सेकंड	שני
सेकंड	שנית
अवयव	הרכיב
अवयव	רכיב
अवयव	מרכיב
अवयव	יסוד
अवयव	אלמנט
आलेख	כתבה
आलेख	המאמר
आलेख	מאמר
आलेख	מאמרים
आलेख	גרף
दिव्य	אלוהית
दिव्य	אלוהי
दिव्य	אלהי
दिव्य	האלוהי
फ्लोरिडा	פלורידה
साक्ष्य	ראיות
साक्ष्य	ראיה
साक्ष्य	ראייה
कहाँ	לאן
कहाँ	איפה
कहाँ	היכן
आवरण	מעטפת
आवरण	מעטפה
आवरण	כיסוי
आवरण	כסה
आवरण	חיפוי
आवरण	מכסה
आवरण	לכסות
निकला	נגזר
आंकड़े	סטטיסטיקה
आंकड़े	הסטטיסטיקה
आंकड़े	סטטיסטיקה
आंकड़े	דמויות
उपदेश	מטיף
उपदेश	הדרשה
उपदेश	דרשה
उपदेश	מטיף
उपदेश	להטיף
एकीकरण	אינטגרציה
फोटो	תמונה
फोटो	תמונות
चोरी	נגנבה
चोरी	נגנבו
चोरी	גנובה
चोरी	גנוב
चोरी	נגנב
चोरी	גניבה
चोरी	גניבת
चोरी	גניבה
चोरी	לגנוב
सिंहासन	כס
आचरण	התנהגות
क्लोराइड	כלור
हरी	ירוקה
हरी	גרין
हरी	ירוק
शरण	מקלט
शरण	מפלט
बयान	הצהרה
बयान	ההצהרה
मुंह	מאות
विनाश	חורבן
विनाश	הרס
एजेंट	סוכן
एजेंट	הסוכן
एजेंट	סוכנת
बेल्जियम	בלגיה
वितरित	נמסרה
वितरित	נמסר
वितरित	להפיץ
वितरित	לחלק
वितरित	הופץ
वितरित	מופץ
श्रेणियाँ	גילדה
श्रेणियाँ	קטגוריות
शाब्दिक	מילולי
खूब	ובכן
आतंकवादी	טרוריסט
आतंकवादी	מחבל
आतंकवादी	טרור
आतंकवादी	טרוריסטים
आतंकवादी	מחבלים
प्रतिबंधित	מוגבלות
प्रतिबंधित	מוגבלת
प्रतिबंधित	מוגבל
प्रतिबंधित	אסר
प्रतिबंधित	נאסר
साथियों	עמיתים
न्यूटन	ניוטון
पारस्परिक	הדדית
पारस्परिक	הדדי
अद्यतन	עדכני
अद्यतन	עדכון
अद्यतन	העדכון
अद्यतन	עדכן
अद्यतन	עדכונים
अद्यतन	עדכוני
अद्यतन	העדכונים
बैठे	יושבים
बैठे	יושב
बैठे	יושבת
पारम्परिक	מסורתית
पारम्परिक	מסורתי
पारम्परिक	מסורתיים
विलुप्त	נכחדו
विलुप्त	נכחד
प्रशिक्षित	מאומנת
प्रशिक्षित	הכשרה
प्रशिक्षित	מאומן
पारिस्थितिकी	אקולוגיה
सैद्धांतिक	תיאורטי
सैद्धांतिक	תאורטית
सैद्धांतिक	תיאורטית
स्पेनी	ספרדי
स्पेनी	ספרדית
पौधा	צמח
पौधा	שתול
माई	מאי
संलग्न	לצרף
संलग्न	צרף
संलग्न	מחובר
संलग्न	מצורף
होम	הביתה
होम	הום
होम	בבית
होम	הבית
होम	בית
होम	home
होम	בתים
सिक्के	מטבעות
काउंसिल	מועצה
काउंसिल	המועצה
ट्यूब	צינור
अवलोकन	סקירה
अवलोकन	תצפית
अवलोकन	התבוננות
अवलोकन	השגחה
नमूने	דגימות
नमूने	דגימות
नमूने	דוגמיות
बन्द	כבוי
बन्द	off
बन्द	מכובה
बन्द	סגורות
बन्द	סגורים
बन्द	סגור
बन्द	סגורה
बन्द	קרוב
बन्द	סגור
बन्द	קרובים
कब	מתי
कब	כאשר
तारीख	תאריך
तारीख	התאריך
तारीख	דייט
एकदम	לגמרי
एकदम	לחלוטין
एकदम	בהחלט
समावेश	הכללה
खुदाई	לחפור
खुदाई	קידוח
फलों	פירות
वस्तुएँ	הפריטים
वस्तुएँ	פריטים
वस्तुएँ	עצמים
वस्तुएँ	אובייקט
वस्तुएँ	חפצים
वस्तुएँ	אובייקטים
हमलों	תקיפות
हमलों	התקפות
हमलों	פיגועים
बीस	twenty
बीस	עשרים
शिकायत	תלונה
शिकायत	תלונות
शिकायत	תלונה
शिकायत	להתלונן
सफाई	ניקיון
सफाई	מנקה
सफाई	נקיון
सफाई	ניקיון
सफाई	ניקוי
टेलीविज़न	טלוויזיות
टेलीविज़न	טלוויזיה
टेलीविज़न	טלויזיה
अन्ना	אנה
विन्यास	תצורה
विन्यास	הגדרות
विन्यास	ההגדרות
ध्रुवीय	קוטב
तिहाई	שלישים
पार्श्व	סייד
पार्श्व	צד
पार्श्व	לצד
पार्श्व	הצד
घड़ी	שעון
रोशनी	לייטס
रोशनी	אורות
रोशनी	אור
आलोचक	מבקר
रखरखाव	תחזוקה
रखरखाव	אחזקה
डीएनए	dna
नाना	נענע
नाना	ננה
स्पर्श	מגע
स्पर्श	נגיעה
स्पर्श	לגעת
गणितज्ञ	מתמטיקאי
वनों	יער
वनों	היער
वनों	יערות
कृतियाँ	כתבים
जीते	זכיתי
जीते	זכה
जीते	ניצח
जीते	ניצחו
कबीर	כביר
हानिकारक	מזיקים
हानिकारक	מזיקה
हानिकारक	מזיקות
हानिकारक	מזיק
आमंत्रित	מוזמנים
आमंत्रित	מוזמנת
आमंत्रित	הוזמן
आमंत्रित	הוזמנה
आमंत्रित	מוזמן
पीला	צהוב
पीला	צהובה
सीधी	סטרייט
सीधी	ישר
श्लोक	חרוז
श्लोक	פסוק
किलो	קילו
बादल	העננים
बादल	עננים
बादल	הענן
बादल	ענן
चंद्रमा	מון
चंद्रमा	ירח
चंद्रमा	הירח
कोयला	פחם
कोयला	פחם
पादप	צמח
पादप	שתול
चौड़ाई	רוחב
उपयोगिता	התועלת
संवेदनशील	רגיש
संवेदनशील	רגישים
संवेदनशील	רגישה
संवेदनशील	רגישות
मान्य	תקף
मान्य	בתוקף
मान्य	תקפה
अनुसूचित	מתוכנן
अनुसूचित	מתוזמן
सम्पन्न	סיימה
सम्पन्न	הסתיים
सम्पन्न	הסתיימה
सम्पन्न	סיימתי
सम्पन्न	סיים
सम्पन्न	בוצע
सम्पन्न	סיים
सम्पन्न	סיימתי
सम्पन्न	סגור
हॉलीवुड	הוליווד
शहीद	הקריב
शहीद	מעונה
शहीद	שאהיד
तेज़	מהיר
पीछा	מרדף
अर्ध	חצי
विकासशील	פיתוח
अल्प	אלפ
फंड	קרן
नाक	אף
नाक	אפו
नाक	אפה
नाक	האף
राणा	ראנה
निवेदन	בקשות
निवेदन	בקשי
निवेदन	הבקשה
निवेदन	בקשה
निवेदन	בקשת
निवेदन	בקש
ब्रायन	בריאן
ब्रायन	בראיין
ब्रायन	בראין
ब्रायन	בריאן
ब्रायन	בראיין
अनुभाग	מקטע
अनुभाग	סעיף
अनुभाग	מחלקה
अनुभाग	מחלקות
अनुभाग	חלקים
बीसवीं	twentieth
रंगीन	צבעוני
रंगीन	צבעוניות
रंगीन	צבעוניים
रंगीन	צבעוני
रंगीन	צבעוניות
रंगीन	צבעוניים
अपेक्षित	צפוי
अपेक्षित	ציפיתי
अपेक्षित	צפויה
अपेक्षित	ציפה
मूलभूत	מחדל
मूलभूत	בסיסי
मूलभूत	בסיסיים
मूलभूत	בסיסית
मूलभूत	בסיסיות
विभागों	מחלקות
अदा	שלם
अदा	שלמי
जिम	התעמלות
जिम	כושר
एटा	eta
नरेन्द्र	נרנדרה
पूछा	נשאל
पूछा	ביקש
पूछा	שאל
कहानियां	סיפורים
उत्पादित	הפיק
उत्पादित	מיוצר
पहुँचा	גישה
दोषी	אשמים
दोषी	אשם
दोषी	אשמה
ज्वर	קדחת
ज्वर	חום
क्रिसमस	המולד
राहत	הקלה
रखें	שמור
रखें	לשמור
भंडार	אחסון
भंडार	איחסון
भंडार	מחסן
गार्डन	הגינה
गार्डन	גן
गार्डन	הגן
गार्डन	גינה
कार्टून	מצויר
फ़्रांस	צרפת
व्यंग्य	סאטירה
व्यंग्य	פרודיה
छंद	חרוז
छंद	ריים
ठंडा	קולד
ठंडा	קרים
ठंडा	קור
ठंडा	קר
नाडु	נאדו
पत्थरों	אבנים
अक्ष	גרזנים
