kategória	категорија
kata	долно
pigmenty	пигменти
nadriadený	супериорна
nadriadený	супериорен
nadriadený	надзорник
zaslúžila	заслужи
zaslúžila	заслужено
alchýmia	алхемија
limitované	ограничено
limitované	лимитирана
limitované	ограничена
limitované	ограничен
limitované	ограничени
intelektuálne	интелектуален
intelektuálne	интелектуалец
intelektuálne	интелектуална
intelektuálne	интелектуално
casino	казино
démoni	демони
démoni	демоните
harmónii	хармонија
finn	фин
horor	хорор
horor	ужас
vymenené	разменија
vymenené	замениле
vymenené	заменета
vymenené	замени
vymenené	заменети
vymenené	заменето
vymenené	заменет
nox	nox
mainz	мајнц
zálohe	средината
suverenity	сувереност
suverenity	суверенитет
vlastníci	сопственици
torpédo	торпедо
venezia	венеција
očakávaní	очекување
očakávaní	исчекување
záruky	гаранции
obhajobu	застапување
motýľa	пеперутка
vine	лоза
obálka	плик
štedrý	великодушно
štedrý	дарежливо
štedrý	дарежлив
štedrý	великодушна
nesporne	признавам
šípky	стрелки
šípky	стрели
biologicky	биолошки
biologicky	биолошко
biologicky	биолошка
biologicky	биолошки
bugatti	бугати
svety	световите
svety	светови
mahler	малер
guetta	гета
budha	буда
neobvyklé	невообичаени
neobvyklé	необично
neobvyklé	необични
neobvyklé	невообичаено
neobvyklé	необична
neobvyklé	необичен
anémia	анемија
stephanie	стефани
tadžikistan	таџикистан
husserl	хусерл
ples	матурската
ples	матурска
ples	матура
istí	одредени
istí	определени
brala	зема
brala	земаа
brala	зеде
eliminovať	елиминирани
eliminovať	елиминирање
eliminovať	елиминира
voľnosť	слободата
voľnosť	слобода
voľnosť	либерти
voľnosť	слобода
rivera	ривера
duff	даф
katarina	катарина
yoko	јоко
predchádzať	спречување
predchádzať	спречи
predchádzať	претходеа
spravovať	управување
spravovať	менаџирање
papagáj	папагал
papagáj	папагал
slim	слим
slim	slim
ringu	прстен
fotografka	фотограф
relé	релеи
relé	штафета
ochotu	спремност
ochotu	подготвеност
psík	кучешка
psík	куче
lichtenštajnsko	лихтенштајн
laos	лаос
barnes	барнс
daniele	даниеле
neter	внука
fúzia	спојување
fúzia	спојувањето
fúzia	фузија
manipulácia	ракување
manipulácia	манипулации
manipulácia	манипулација
guru	гуру
irina	ирина
turkménsko	туркменистан
temnoty	мракот
temnoty	темнина
temnoty	темница
temnoty	мрак
temnoty	темнината
ohv	ohv
prekážka	бариера
prekážka	опструкција
prekážka	попречување
prekážka	препрека
prekážka	пречка
prekážka	пречка
reiter	рајтер
mesačných	месечни
mesačných	месечно
mesačných	месечен
sevastopoľ	севастопол
saga	сага
psč	postcode
pompeje	помпеја
mehmed	мехмед
bos	бос
agostino	агостино
baja	баха
ranu	длабнатина
ranu	раната
ranu	рана
krava	крава
konkrétna	конкретни
konkrétna	конкретна
konkrétna	бетон
konkrétna	бетонски
konkrétna	конкретен
tirol	tirol
citlivo	чувствителен
citlivo	осетливо
citlivo	чувствителни
citlivo	осетлив
citlivo	осетлива
neujmin	neujmin
spoločníkov	придружници
spoločníkov	сопатници
pulz	пулсот
pulz	пулс
fresh	свеж
fresh	свежи
fresh	свежа
fresh	тазе
fresh	свежо
odhadom	проценка
odhadom	процени
odhadom	процена
odhadom	проценуваат
kategorizácia	категоризирањето
vittorio	виторио
kiel	кил
zákonné	легално
zákonné	законска
zákonné	легална
zákonné	правна
zákonné	легален
zákonné	правен
zákonné	законски
zákonné	законска
vystavenie	изложување
vystavenie	изложеност
transakcie	трансакции
transakcie	трансакција
transakcie	трансакции
ekosystému	екосистем
ekosystému	екосистемот
gerd	герд
konope	коноп
chorvát	хрватски
chorvát	хрват
masku	маска
divoký	диво
divoký	диви
divoký	див
divoký	дива
divoký	дивина
divoký	диво
divoký	жесток
divoký	жестоки
divoký	жестока
divoký	savage
divoký	диви
divoký	дивјак
divoký	дивјачки
svalové	мускулна
kirche	kirche
ukryté	скриен
ukryté	скриена
ukryté	скриени
ukryté	скриено
ukryté	сокриено
ukryté	сокриена
ukryté	прикриено
ukryté	скриено
cudzinci	туѓинци
cudzinci	странци
cudzinci	непознати
cudzinci	странци
cudzinci	странците
etymológia	етимологијата
rerum	rerum
elektrifikácia	електрификацијата
nadobor	суперџин
vylučujú	исклучува
kresťan	христијански
kresťan	кристијан
kresťan	христијан
kresťan	христијани
kresťan	христијанин
wyatt	вајт
wyatt	вајат
jedinečná	единствени
jedinečná	уникатни
jedinečná	уникатна
jedinečná	уникатно
jedinečná	уникатен
jedinečná	невидени
idiot	идиот
schultz	шулц
profilov	профили
cromwell	кромвел
vidieckeho	рурален
vidieckeho	рурална
vidieckeho	рурални
vidieckeho	руралните
záchrana	спасување
záchrana	спас
záchrana	спасувачки
korea	кореа
korea	кореја
barack	барак
flora	флора
alta	алта
nesúvisí	неповрзани
zväčšiť	зголемување
zväčšiť	зголеми
zväčšiť	зголеми
zväčšiť	zoom
göteborgu	гетеборг
zhoršila	влошена
zhoršila	влошена
sankcie	казни
sankcie	пенали
sankcie	санкции
dns	dns
dodávka	van
dodávka	комби
dodávka	ван
dodávka	комбе
nano	нано
podozrenia	сомневање
podozrenia	сомнежи
podozrenia	сомневања
podozrenia	сомневањата
mönchengladbach	менхенгладбах
aba	аба
granit	гранит
identifikovaný	идентификуван
identifikovaný	идентификувани
identifikovaný	идентификувано
slabší	послаби
slabší	послаба
slabší	послаб
slabší	послабо
konvoj	конвој
konvoj	конвојот
tematické	тематски
update	ажурирање
timo	тимо
tuberkulóza	туберкулоза
konštruované	дизајнирана
konštruované	дизајнирани
konštruované	дизајниран
konštruované	дизајнирано
konštruované	изграден
konštruované	изградени
konštruované	изградено
pásku	касета
pásku	лента
budhistických	будистички
indiu	индија
kúpanie	капење
kúpanie	пливање
het	het
abigail	абигејл
ochrancu	заштитник
presvedčila	убеди
inštitúciu	институција
mŕtva	мртво
mŕtva	мртов
mŕtva	мртви
mŕtva	мртва
prípony	наставки
vytesané	врежан
ursae	ursae
jednoduchosti	едноставност
jednoduchosti	едноставноста
kobra	кобра
petrova	петрова
vyberal	избра
vyberal	одбрал
vyberal	одбра
vyberal	избрале
textcolor	textcolor
etanolu	етанол
oznámenia	известувања
oznámenia	комуникации
oznámenia	известување
oznámenia	соопштенија
päsť	тупаница
antisemitizmus	антисемитизам
poznamenáva	белешки
poznamenáva	забелешки
poznamenáva	ноти
obaly	амбалажа
obaly	пакување
gropius	гропиус
výbuchy	изливи
výbuchy	испади
výbuchy	експлозии
výbuchy	експлозии
poradcov	советници
poradcov	советници
norte	норте
essen	essen
služobné	слугинки
casanova	казанова
zasadania	состаноци
zasadania	седници
zasadania	сеанси
zasadania	сесии
podzemia	подземјето
podzemia	подземје
podzemia	подземен
vallée	vallée
nájomný	уцени
polyméry	полимери
domnienky	претпоставки
zverené	доверени
súdený	суди
fonetické	фонетски
meteorológ	метеоролог
obkľúčení	опкружена
obkľúčení	опкружени
obkľúčení	опколен
obkľúčení	опколени
obkľúčení	опкружен
afb	afb
rozšírenej	проширен
rozšírenej	проширена
rozšírenej	проширената
spáchať	извршат
plastové	пластична
plastové	пластични
plastové	пластика
sklamaný	разочарана
sklamaný	разочаран
sklamaný	разочарани
sklamaný	разочара
predkladá	поднесува
predkladá	подароци
hádky	расправаат
hádky	тврдејќи
hádky	расправаше
hádky	борби
hádky	тепачки
hádky	расправии
hádky	тврдат
iniciátor	иницијатор
isdn	isdn
antigua	антигва
bsc	бск
rozpätia	шири
rozpätia	маргините
ocenil	ценета
ocenil	ценети
ocenil	ценат
gamma	гама
strava	диета
nesmrteľnosť	бесмртност
nesmrteľnosť	бесмртноста
elektródy	електроди
kristina	кристина
meče	мечови
meče	мечеви
meče	сабји
zbytočná	бескорисни
zbytočná	бескорисна
zbytočná	бескорисен
zbytočná	бескорисно
módna	фешн
módna	мода
módna	модни
klasifikovaný	доверливи
klasifikovaný	класифицирани
klasifikovaný	доверливо
potopená	потонати
remake	римејк
tlakov	притисоци
breton	бретонски
segmentu	сегмент
zavlažovanie	наводнување
intro	вовед
intro	најавата
flauty	флејти
zmiernenie	релаксација
zmiernenie	олеснување
zmiernenie	олеснувањето
jednoduchší	полесно
jednoduchší	поедноставен
jednoduchší	поедноставно
personálne	персонал
siedmych	седум
siedmych	seven
siedmych	седма
tribunál	трибунал
tribunál	трибуналот
súvisiaci	поврзани
súvisiaci	поврзано
nominovať	номинираат
nominovať	номинира
kmeňové	племенски
kmeňové	произлегуваат
kmeňové	матични
rozruch	гужва
pretínajú	преплетуваат
rozvody	разводи
rozvody	дисплејот
ver	верувајте
ver	верувам
ver	поверувале
ver	веруваат
ver	верувај
ver	верувајте
ver	веруваат
ver	верувај
ver	доверба
morse	морс
felice	феличе
zvestovanie	благовештение
oznámený	известени
oznámený	известен
meteorologických	метеоролошка
solárny	соларна
solárny	соларни
solárny	сончева
kukučka	кукавицата
uwe	uwe
amatér	аматерски
amatér	аматер
amatér	аматерска
seth	сет
zatknúť	апсење
orbitálna	орбита
orbitálna	орбитални
pirátov	пиратите
pirátov	пирати
archaické	архаичен
nekonečna	бесконечност
nekonečna	бесконечноста
nekonečna	infinity
nádoru	тумор
chytili	фатено
chytili	фатена
chytili	фатен
chytili	фатени
fight	борба
fight	тепачка
priateľky	другарки
priateľky	другарките
labute	лебеди
cesto	тесто
cesto	тесто
cesto	тестото
investovať	инвест
investovať	инвестира
investovať	инвестираат
semeno	сперма
semeno	семе
navigáciu	навигација
aura	аура
baltské	балтичките
berniniho	бернини
predĺženia	продолжетоци
viazať	извршат
viazať	врзат
preukázať	демонстрираат
preukázať	демонстрира
intervencie	интервенции
intervencie	интервенции
intervencie	интервенција
kamaráti	другари
kamaráti	другари
kamaráti	пријатели
lil	лил
dixon	диксон
viditeľnosť	видливост
vito	вито
rpm	вртежи
suverenitu	сувереност
suverenitu	суверенитет
slovenka	словачкиот
slovenka	словачки
slovenka	словачка
alkoholické	алкохолни
alkoholické	алкохоличар
uchovávanie	чување
uchovávanie	магацин
uchovávanie	складирање
uchovávanie	складиште
uchovávanie	зачувување
pokorný	скромен
pokorný	скромно
pokorný	скромни
pokorný	скромна
taxi	такси
taxi	такси
formulácie	формулација
reagovali	реагирале
reagovali	реагираа
reagovali	реагираше
prepojiť	врска
vrátené	вратен
vrátené	вратени
vrátené	откриени
čerpadlá	пумпи
skúsených	искусен
skúsených	искусни
syndrómu	синдром
spam	спам
prenájom	изнајмување
prenájom	изнајмување
prenájom	вработи
prenájom	кирија
prenájom	изнајмување
prenájom	наем
prenájom	изнајмување
prenájom	наем
prenájom	закуп
intuitívne	интуитивно
faber	фабер
mckenna	мекена
paktu	пакт
paktu	пактот
universidad	universidad
parque	parque
ozónu	озонска
florent	флорент
gta	gta
farrell	фарел
brixton	брикстон
dievčatko	девојка
dievčatko	девојче
kvitová	квитова
ukladať	спаси
ukladať	зачувај
ukladať	зачувување
spomalenie	умереност
spomalenie	забавување
mechúra	меур
dre	дре
dubai	дубаи
démona	демон
hostiteľskej	компјутер
hostiteľskej	водител
hostiteľskej	домаќин
hostiteľskej	сервер
blackburn	блекбурн
tekuté	течна
tekuté	течни
tekuté	течност
tornádo	торнадо
propagácie	промоции
uličky	уличка
uličky	уличката
feng	фенг
nikdo	никој
vôňa	мирис
vôňa	мирисни
vôňa	мирисаат
vôňa	миризба
vôňa	парфем
vôňa	арома
vôňa	мирис
vôňa	мирис
vôňa	арома
sar	sar
sar	сар
arabčina	арапски
bariéru	бариера
senna	сена
výnimočná	вонредна
výnimočná	извонредно
výnimočná	извонреден
výnimočná	посебно
výnimočná	специјален
výnimočná	специјално
výnimočná	специјални
výnimočná	посебна
výnimočná	специјална
výnimočná	исклучителна
výnimočná	исклучителни
výnimočná	исклучително
výnimočná	исклучителен
libre	libre
trvalú	трајна
vízia	визија
buster	бастер
láva	лава
chladič	ладилникот
najhlbšie	најдлабоко
čelné	поттикнувањето
čelné	поттикне
ena	ena
dookola	околу
dookola	наоколу
vynechať	изземена
banány	банани
cherry	чери
cherry	вишна
cherry	цреша
cherry	cherry
malkin	малкин
vloženie	вметнување
blade	сечило
blade	блејд
blade	острица
horčík	магнезиум
jedinečnosť	уникатност
antigona	антигона
champwd	champwd
spoveď	признанија
spoveď	исповед
spoveď	исповед
spoveď	признание
očné	очен
odobratie	повлекување
riley	рајли
xxi	xxi
glover	гловер
trysky	авиони
čelili	соочени
čelili	свртен
komárom	комаром
hodnostárov	функционери
ingolstadt	инголштат
folklórnych	обилна
znenia	текстови
albáncov	албанци
albáncov	албанците
montmartre	монмартр
angličan	англичанец
angličan	англичанецот
lokalizácia	локализација
manipulácie	манипулации
sledované	следев
sledované	следена
sledované	следени
sledované	следеше
sledované	следено
sledované	следени
sledované	гледал
sledované	гледаа
sledované	следена
sledované	гледаше
táňa	тања
misionári	мисионери
súkromia	приватност
zinok	цинк
brick	тули
brick	цигла
brick	брик
brick	тула
copeland	копланд
tvor	суштество
compostela	компостела
wade	вејд
skladanie	склопување
cis	знд
dostávať	примаат
dostávať	прими
chandra	чандра
troy	трој
troy	троја
ochotne	своеволно
ochotne	доброволно
derivát	дериват
nadobúdať	стекнување
sophia	софи
sophia	софија
garrett	гарет
garrett	герет
nouvelle	nouvelle
zistenia	сознанија
zistenia	наоди
zistenia	заклучоци
zistenia	заклучоците
zistenia	откритија
zimmer	зимер
lance	ленс
kerrang	kerrang
brutus	брут
podaná	внесуваат
podaná	поднесено
podaná	поднесени
podaná	покрената
podaná	поднесена
honolulu	хонолулу
oneskorenie	одложи
oneskorenie	доцнење
oneskorenie	одложување
oneskorenie	одложувања
oneskorenie	доцнења
oneskorenie	одложен
oneskorenie	одложено
larva	ларва
modena	модена
hess	хес
rozprava	дебатираат
rozprava	расправа
rozprava	дебата
zrkadiel	огледала
dojmy	импресии
dojmy	впечатоци
dojmy	прегледи
eureka	еурека
uspel	успеал
uspel	успеа
uspel	успеаја
pana	пан
pana	тава
zabudnutia	заборав
zabudnutia	заборавот
takt	такт
čipy	чипс
čipy	чипови
nadmerné	прекумерни
nadmerné	прекумерна
nadmerné	претерано
nadmerné	прекумерно
nadmerné	вишокот
nadmerné	вишок
trpieť	трпат
trpieť	страда
trpieť	страдаат
bratská	братски
bratská	братска
carr	кар
eukaryoty	еукариот
antily	антили
porušovanie	прекршување
porušovanie	кршење
porušovanie	прекршок
porušovanie	прекршоци
porušovanie	прекршувања
sodík	натриум
analytické	аналитички
zhromaždili	собрани
zhromaždili	собрал
papagájov	папагалите
phillip	филип
ordo	ordo
vymazanie	бришење
vymazanie	бришам
meander	меандра
dynamic	динамична
dynamic	динамика
dynamic	динамичен
prerušený	прекинати
prerušený	прекината
prerušený	прекинат
mackenzie	мекензи
čili	chilli
čili	чили
anarchisti	анархисти
podskupiny	подгрупи
clifton	клифтон
frakcia	фракција
frakcia	делче
frakcia	фракцијата
frakcia	фракција
abies	abies
mohutnosť	кардиналност
conan	конан
proxima	проксима
barker	баркер
neprávom	неправедно
pútnik	аџија
northrop	нортроп
bolton	болтон
hoboj	обоа
drsný	грубо
drsný	груба
drsný	груби
drsný	груб
isabelle	изабел
isabelle	изабела
mardy	марди
maya	маја
duel	двобој
duel	дуел
hanka	хенк
target	таргет
target	метата
target	мета
doi	doi
doi	дои
castello	кастело
čistota	чистотата
čistota	чистота
tudor	тудор
mozambiku	мозамбик
zadar	задар
horí	оган
horí	пожар
horí	изгореници
horí	барнс
horí	изгорени
horí	гори
horí	снимање
horí	горење
hlina	глина
hlina	клеј
hlina	нечистотија
howe	хау
simulácia	симулира
simulácia	симулација
wheeler	вилер
veľkolepé	спектакуларна
veľkolepé	спектакуларно
veľkolepé	спектакуларен
fungovali	функционираше
rekreáciu	рекреација
monterrey	монтереј
ohrozuje	заканува
ohrozuje	загрозува
ohrozuje	загрозува
nepokoj	немир
nepokoj	агитација
mohammed	мохамед
výživu	nutrition
výživu	исхрана
agentúr	агенции
vitráže	многуклеточен
spracovaná	обработени
whisky	виски
whisky	виски
želania	желби
zázraky	чуда
zázraky	чудата
zázraky	чуда
kladná	позитивен
kladná	позитивна
kladná	позитивно
kladná	позитивни
kladná	позитив
údajný	наводното
údajný	наводна
údajný	наводни
údajný	наводен
údajný	наводниот
kathryn	кетрин
kathryn	катрин
psí	пси
heidegger	хајдегер
orionis	orionis
monti	monti
diabetes	дијабетес
diabetes	дијабетис
fíni	финците
prednostne	претпочитана
halucinácie	халуцинации
halucinácie	халуцинации
halucinácie	халуцинација
konstantinos	константинос
mozne	можно
mozne	можни
mozne	возможно
mozne	можен
integrovaná	интегриран
integrovaná	интегрирано
integrovaná	интегрирани
integrovaná	интегрирана
ilona	илона
nelegálne	незаконски
nelegálne	нелегална
nelegálne	незаконска
nelegálne	нелегално
nelegálne	илегална
nelegálne	нелегален
nelegálne	незаконски
nelegálne	нелегално
rubin	рубин
passau	пасау
gramotnosť	писменост
vyhliadky	изгледите
vyhliadky	перспектива
vyhliadky	изгледите
vyhliadky	изгледи
motörhead	motörhead
ugande	уганда
vyzerala	погледнал
vyzerala	изгледаше
vyzerala	погледна
emisia	издавање
rekreačných	рекреативни
prenosy	трансфери
žiara	сјаен
žiara	свети
žiara	сјај
zahrnutý	вклучени
zahrnutý	вклучено
lynch	линч
kiefer	кифер
fregata	фрегата
banner	банер
banner	транспарент
vojvodine	војводина
pracovne	канцеларија
idealizmus	идеализам
pope	папа
zhang	занг
zhang	џанг
inkov	инките
nepriamy	индиректно
nepriamy	индиректни
semion	семјон
georgen	georgen
napadnutie	напад
ramsey	ремзи
prefektúr	префектури
výbery	селекции
výbery	повлекувања
morton	мортон
talentovaný	талентиран
talentovaný	талентирани
talentovaný	талентирана
punta	punta
úspešní	успешните
úspešní	успешни
úspešní	успешно
úspešní	успешна
úspešní	успешен
ponechanie	задржување
iónske	јонскиот
iónske	јонското
lauren	лорен
zákazník	муштерија
konga	конга
arménov	ерменци
arménov	ерменците
motocykel	мотор
motocykel	мотор
kasíno	казино
brazzaville	бразавил
edouard	едуар
leona	леона
rozprával	прозборе
rozprával	зборуваше
rozprával	говореше
rozprával	зборуваше
marsh	марш
formulované	формулирани
johannesburgu	јоханесбург
opíc	мајмуни
akita	akita
potrestaný	казнет
potrestaný	казнети
dávku	дозата
dávku	доза
snk	snl
wilkes	вилкс
špecialisti	специјалисти
špecialisti	професионалци
priznanie	исповед
priznanie	признание
levíc	лавица
relikvie	реликвии
wald	волд
melvin	мелвин
wan	ван
spinoza	спиноза
prepad	заседа
prepad	грабежи
prepad	грабеж
cpm	cpm
mhnt	mhnt
vrhu	пелети
wrocław	вроцлав
bongo	бонго
himmler	химлер
výťažok	извлекување
výťažok	екстракт
výťažok	принос
výťažok	приходите
genetického	генетски
genetického	генетска
kartách	ливчиња
kartách	ливчињата
mytologických	митолошки
vklady	депозити
vklady	наслаги
pije	пиењето
pije	пиење
pije	пијам
pije	пијалоци
pije	пијалаци
hertz	херц
farbivá	бои
hingisová	хингис
iránsky	иранските
iránsky	иранскиот
iránsky	ирански
retro	берба
retro	ретро
anonymný	безлични
anonymný	анонимни
anonymný	анонимен
anonymný	анонимно
bangkoku	бангкок
mus	мус
nosorožec	носорог
heidi	хајди
lin	лин
nairobi	најроби
morfologicky	морфолошки
vážnosť	сериозноста
vážnosť	сериозноста
zbohom	збогум
zbohom	збогум
pozorovatelia	набљудувачи
milovníkov	вљубеници
milovníkov	љубовници
milovníkov	љубители
skúste	пробајте
skúste	пробај
ošetrenie	третман
ošetrenie	лекување
trpezlivosť	трпеливост
trpezlivosť	трпение
patenty	патенти
primavera	primavera
fotón	фотон
meath	meath
bam	бам
bam	бум
vickers	викерс
plurál	множина
mona	мона
mona	mona
morten	мортен
dachau	дахау
anonymne	анонимно
anonymne	анонимни
anonymne	анонимен
anonymne	анонимно
rosetta	розета
pušku	пушка
priťahuje	привлекува
pekná	pretty
pekná	nice
pekná	убаво
pekná	ница
pozerám	гледав
pozerám	гледање
pozerám	гледајќи
pozerám	гледа
pozerám	гледањето
objektívny	објективни
winkler	винклер
diogenes	диоген
súkromie	приватност
predstavivosť	имагинацијата
predstavivosť	фантазија
predstavivosť	имагинација
žiadané	посакуваната
žiadané	посакуваните
otrava	труење
lagos	лагос
sonny	сони
náhorná	нагорно
bŕzd	кочниците
bŕzd	кочи
bŕzd	кочници
selo	село
selo	selo
alexa	алекса
krajne	екстремно
krajne	исклучително
prevedená	пренесени
prevedená	предадени
prevedená	префрлени
arad	арад
platy	платите
nec	нец
dragan	драган
metodiky	методологија
perly	бисери
vyhodený	испука
vyhodený	отпуштена
vyhodený	испукани
vyhodený	отпуштен
vyhodený	исфрлен
vyhodený	исфрлени
vyhodený	исфрлена
vyhodený	изваден
ella	ела
sál	салите
sál	ходници
nedávne	неодамнешно
nedávne	неодамнешни
nedávne	скорешни
nedávne	неодамнешна
nedávne	неодамнешните
lego	лего
prežije	преживува
prežije	преживеа
prežije	преживее
prežije	преживуваат
prežije	преживува
wikitext	wikitext
blokuje	блока
blokuje	блокови
manipulovať	манипулира
manipulovať	манипулираат
carson	карсон
krčmy	пабови
krčmy	паб
pomstu	одмаздата
pomstu	одмазда
pomstu	освета
pomstu	одмазди
vyplnený	заврши
vyplnený	завршено
vyplnený	пополнет
vyplnený	наполнета
vyplnený	исполнето
vyplnený	пополнето
vyplnený	исполнет
vyplnený	пополнета
rudolph	рудолф
nespravodlivo	неправедно
nespravodlivo	неправедно
odhalila	откриени
odhalila	откриен
odhalila	откриена
odhalila	откри
sklenená	стакло
filtrov	филтрите
filtrov	филтри
adaptér	адаптер
dvůr	dvůr
reprodukciu	репродукција
reprodukciu	размножување
dovolenku	празнична
dovolenku	празнично
dovolenku	празник
dovolenku	одмор
nicolaus	николаус
stĺpci	колумни
stĺpci	колумна
stĺpci	колона
vzorcov	формули
vzorcov	formulae
oliva	олива
inšpirácia	инспирација
dubaji	дубаи
minerva	минерва
efektívnosť	ефикасност
efektívnosť	ефикасност
efektívnosť	ефикасноста
zvonček	ѕвончето
zvonček	ѕвоно
zvonček	бел
zvonček	ѕвонче
ate	јадеше
ate	ate
ate	изеде
ate	јадел
zápach	мирис
zápach	мирисни
zápach	мирисаат
zápach	миризба
hlásenia	пријавување
hlásenia	извештаите
hlásenia	извештаи
hlásenia	известува
vyplniť	комплетен
vyplniť	комплетна
vyplniť	завршено
vyplniť	наполни
vyplniť	пополнување
vyplniť	пополни
boyd	бојд
arpád	арпад
rezerv	резерви
rezerv	резервисти
výkupné	откуп
vzdorovať	одолее
vzdorovať	отпор
vzdorovať	поразите
narušená	вознемирен
narušená	пореметен
dir	dir
vga	vga
emigrácia	емиграција
fľaša	шише
fľaša	шишенце
padajú	паѓа
padajú	паѓање
padajú	паѓаат
neckar	некар
liv	лив
včítane	вклучувајќи
vosk	восок
powerpc	powerpc
duchovenstvo	свештенство
duchovenstvo	свештенството
zhoršenie	влошување
zhoršenie	влошените
vyhodnotenie	проценка
vyhodnotenie	проценка
vyhodnotenie	оценување
vyhodnotenie	евалуација
voliči	електоратот
voliči	електорат
voliči	гласачи
voliči	гласачите
policajta	полицаец
brescia	бреша
stevenson	стивенсон
archívy	архив
archívy	архиви
príručiek	прирачници
merle	мерл
emirát	емират
herzog	herzog
sťažnosť	жалба
schulz	шулц
zvážiť	размислете
alana	алан
alana	ален
natáčať	снимањето
nikarague	никарагва
bougainville	бугенвилски
devätnásť	деветнаесет
ekologická	еколошки
ekologická	еколошка
fotka	фотографија
fotka	фотографијата
fotka	фото
fotka	слика
nemocníc	болници
nemocníc	болниците
clio	clio
vkladov	депозити
vkladov	депозит
vkladov	депозитот
slepá	слепо
slepá	слеп
slepá	слепа
slepá	слепи
pohanské	пагански
hippolyte	иполит
prekonávať	надминати
prekonávať	надминување
prekonávať	надмине
prekonávať	надминат
palubné	obe
carlosa	карлос
tancuje	танци
tancuje	играње
tancuje	танцување
tancuje	танц
poetické	поетски
poetické	поетска
tima	тим
revízie	ревизија
revízie	ревизии
paralelný	паралелно
paralelný	паралела
paralelný	паралелен
paralelný	паралелни
paralelný	паралелна
oslabené	ослабен
konzorcium	конзорциум
uri	јури
primerané	соодветни
primerané	соодветна
primerané	соодветен
primerané	соодветно
primerané	адекватни
primerané	адекватен
primerané	разумна
primerané	разумно
primerané	разумни
primerané	разумен
sladkovodných	слатководни
zmesí	меша
zmesí	мешавини
úmysly	намери
úmysly	намерите
stráviť	потроши
stráviť	помини
stráviť	трошат
stráviť	троши
stráviť	свари
tovary	стока
tovary	стоки
vyriešený	решен
vyriešený	разрешени
vyriešený	решено
vyriešený	решен
vyriešený	решени
vyriešený	решено
prepísať	премостување
prepísať	запиши
uteká	тече
rhodes	родос
rhodes	роудс
žalobu	тужба
žalobu	парница
nauru	науру
obilniny	житни
obilniny	житарки
obilniny	житарици
javascript	javascript
emu	ему
jablká	јаболка
jablká	јаболки
slovinskom	словенечка
slovinskom	словенечкиот
slovinskom	словенечки
lutz	луц
poskytnuté	обезбедени
poskytnuté	обезбедена
poskytnuté	извршена
poskytnuté	одобрено
normani	нормани
presvedčivo	убедлива
presvedčivo	убедливи
presvedčivo	убедувањето
presvedčivo	убедливо
presvedčivo	убедлив
presvedčivo	уверливо
pevninu	копното
pevninu	копно
huxley	хаксли
kara	кара
nezávislí	независни
sústredenie	сконцентрирана
sústredenie	фокус
sústredenie	фокусирање
avive	авив
anomálie	аномалија
anomálie	аномалии
klinec	шајка
klinec	ноктот
klinec	нокт
klinec	клинец
pisár	писар
modernizovaný	модернизирана
otecko	тате
otecko	тато
otecko	деди
bison	бизон
delphi	делфи
zabránila	спречен
zabránila	спречи
zabránila	спречија
zabránila	спречени
zabránila	спречена
prípona	наставка
reilly	рајли
veracruz	веракруз
pastviny	пасишта
ponúkané	понуди
ponúkané	понудија
ponúkané	понуден
ponúkané	понудено
ponúkané	понудени
ponúkané	понудена
nainštalovaný	инсталирана
nainštalovaný	инсталиран
nainštalovaný	инсталирани
kúrenie	греење
vizigótov	визиготско
chudobní	сиромашен
chudobní	сиромашните
chudobní	сиромашни
chudobní	сиромав
zákazníci	клиенти
zákazníci	муштерии
kvantitatívne	квантитативни
kvantitatívne	квантитативно
lenny	лени
princezné	принцези
princezné	принцезите
naivné	наивна
naivné	наивни
naivné	наивен
naivné	наивно
naivné	наивни
naivné	наивните
snímača	сензорот
snímača	сензор
snímača	сензори
cholery	колера
talibanu	талибанците
vylúčená	исклучен
vylúčená	исклучени
vylúčená	исклучена
vylúčená	исклучено
gaetano	гаетано
montované	монтажна
registrácia	регистрираат
registrácia	регистар
registrácia	регистрација
matiek	мајките
matiek	мајки
právnikov	правници
právnikov	адвокати
poistné	премиите
výučba	наставата
výučba	настава
výučba	прирачник
vykopávok	ископувања
vykopávok	ископувањето
vykopávok	ископување
odsúdenie	пресудата
odsúdenie	осуда
odsúdenie	осудување
odsúdenie	пресуда
odsúdenie	убедување
howarda	хауард
howarda	ховард
napoli	наполи
bianchi	бјанки
nápadov	идеи
hmly	магла
hmly	маглата
hmly	магла
freiherr	фрајхер
vrahov	убијци
vrahov	убијци
rozprávali	прозборе
rozprávali	зборуваше
liszt	liszt
nicky	ники
gill	гил
oponentov	противниците
oponentov	противници
oponentov	опоненти
bojujúce	завојувани
moldavská	молдавските
moldavská	молдавски
moldavská	молдавија
sedadlo	седиште
sedadlo	седишта
minulé	минато
minulé	изминатите
minulé	минати
itu	иту
čestná	почесен
návštev	посети
proroctvo	пророштво
proroctvo	пророштвото
stvoriteľ	создавач
stvoriteľ	создателот
stvoriteľ	креатор
stvoriteľ	творец
stvoriteľ	творецот
montserrat	монтсерат
regni	regni
minnesote	минесота
coop	куп
kanárskych	канарски
sibiu	сибиу
hilton	хилтон
hračka	играчка
maat	маат
musique	musique
woodward	вудвард
roe	ро
opakovaný	повтори
opakovaný	повторен
opakovaný	повторено
hume	хјум
castillo	кастиљо
