から	no
ニーズ	nepieciešamība
ニーズ	vajadzībām
ニーズ	vajag
ニーズ	vajadzības
ゲイ	gejs
ゲイ	geju
同級生	klasesbiedriem
同級生	biedrs
森林	meža
森林	meži
森林	mežs
森林	meži
症状	simptomi
マンション	muižā
グレート	liels
グレート	liela
グレート	lieliska
グレート	lieliski
本土	kontinentālo
混合	jaukti
混合	jauktie
混合	jaukts
混合	sajaukts
混合	jaukta
告白	atzīšanos
その間	tikmēr
その間	pagaidām
所持	valdījumā
山陽	sanyo
ノット	mezgliem
セカンド	otrais
セカンド	otrs
セカンド	otrie
セカンド	otrā
不能	neiespējamība
ブーム	uzplaukums
マドリード	madrid
マドリード	madridē
マドリード	madrides
マドリード	madride
和泉	izumi
後ろ	aiz
後ろ	muguru
後ろ	atpakaļ
後ろ	mugura
パーティー	ballīte
パーティー	party
パーティー	partija
パーティー	puse
パーティー	puses
修行	apmācības
修行	apmācību
修行	mācības
修行	mācību
修行	apmācība
マップ	kartes
マップ	kartē
マップ	karte
ミュンヘン	minhenē
ミュンヘン	minhenes
ニック	niks
ニック	nik
ブラッド	asins
ブラッド	asinīm
ブラッド	asinis
ブラッド	breds
ギャラリー	alejas
ギャラリー	galerijas
ギャラリー	galerija
ギャラリー	galerijā
ギャラリー	galerijas
動員	mobilizēti
動員	mobilizācija
動員	mobilizācijas
繁殖	pavairošana
繁殖	vaislas
繁殖	audzēšana
ガード	aizsargs
ガード	sargs
十二	divpadsmit
ターン	kārta
ショウ	šovs
ショウ	šova
結論	slēdziens
結論	secinājumi
結論	secinājumus
結論	noslēgšana
結論	secinājums
秘書	sekretāri
秘書	sekretāre
秘書	sekretārs
ブライアン	braiens
ウォーター	ūdeni
ウォーター	ūdenī
ウォーター	ūdens
ダニエル	daniels
詰め	pildīšanas
クロアチア	horvātija
ソナタ	sonata
表彰	apbalvošana
表彰	balva
表彰	balvas
表彰	apbalvošana
表彰	balva
表彰	piešķiršana
表彰	piešķiršanas
陽子	protonu
出産	dzemdību
出産	dzemdības
出産	moku
不満	neapmierināto
不満	neapmierinātība
不満	neapmierinātību
不満	neapmierinātība
ラテン語	latīņu
属性	atribūtu
属性	piedēvēt
属性	atribūta
属性	atribūts
属性	raksturlielums
属性	īpašības
属性	atribūti
属性	raksturlielumi
シル	sil
アントニオ	antónio
アントニオ	antonio
アーカイブ	arhīvā
アーカイブ	arhīvs
アーカイブ	arhīva
アーカイブ	arhīvi
アーカイブ	arhīvs
変動	svārstības
騎兵	kavalēriju
衝撃	trieciens
衝撃	ietekme
衝撃	šoks
衝撃	šokā
手続き	procedūras
手続き	tiesvedība
手続き	procedūru
手続き	procedūra
ユニオン	savienības
ユニオン	savienība
カロライナ	karolīna
前面	priekšējais
前面	fronte
前面	priekšpusē
前面	priekšā
前面	priekšējie
瞬間	moments
瞬間	brīdis
瞬間	mirklis
瞬間	tūlītēju
瞬間	tūlītējā
瞬間	šķīstošā
中断	pārtraukums
中断	pārtraukšana
中断	pārtraukuma
中断	pārtraukt
中断	apturēts
中断	apturēta
中断	apturēti
ホンダ	honda
ストップ	pietura
ストップ	apstāties
ストップ	apturēt
ストップ	beidz
歯科	zobu
招待	ielūgumus
招待	ielūgums
招待	uzaicinājums
招待	aicināt
招待	uzaicināt
招待	ielūdz
招待	aicina
エクスプレス	express
エクスプレス	ekspress
スタンド	stāvēt
田辺	tanabe
怪我	ievainoti
怪我	traumas
怪我	kaitējuma
怪我	zaudējumi
怪我	trauma
怪我	kaitējums
怪我	ievainojumi
怪我	traumas
松尾	macuo
プレゼント	iepazīstina
プレゼント	dāvanas
プレゼント	pašreizējais
プレゼント	klāt
プレゼント	tagadni
上流	augšpus
スロバキア	slovāku
スロバキア	slovākijas
スロバキア	slovākija
オーナー	īpašniece
オーナー	īpašnieks
オーナー	īpašnieki
グラフ	grafikā
グラフ	grafiks
グラフ	diagrammas
グラフ	kartes
縮小	sarukt
馬力	zirgspēks
アリーナ	arena
アリーナ	arēnā
アリーナ	arēna
回収	atgūšanās
回収	atveseļošanās
回収	atveseļošanas
回収	atgūšana
回収	reģenerācija
そば	griķi
認証	pārbaudīt
認証	pārbauda
認証	autentifikācijas
認証	pārbaude
復讐	atriebība
復讐	atriebība
本当に	patiešām
本当に	tiešām
講義	lekcija
講義	lekciju
講義	lekcijas
講義	lekcijas
ボブ	bobs
絶滅	izzušana
絶滅	izmiršanas
婦人	dāmas
婦人	dāmām
チャンス	iespēja
チャンス	izdevība
マーティン	martin
マーティン	mārtiņš
マーティン	martins
制服	vienādu
制服	vienoti
制服	vienāda
リアル	reāli
リアル	īstais
リアル	īsta
リアル	reālā
リアル	reālās
リアル	īstas
ギタリスト	ģitārists
ギタリスト	guitarists
アーサー	arturs
アーサー	artūrs
学位	grādu
学位	grāds
カム	cam
ラッシュ	steigas
ラッシュ	lush
コントロール	kontrole
コントロール	kontroles
コントロール	kontrolēt
コントロール	kontrole
コントロール	kontroles
アルト	alto
メイド	kalponēm
階段	kāpnes
階段	trepes
階段	kāpņu
ナン	nan
条例	rīkojums
ステレオ	stereo
リゾート	resort
リゾート	kūrorti
ヘリコプター	helikopters
ヘリコプター	helikopteru
フォーク	galdam
フォーク	dakšu
フォーク	tautas
ブリッジ	tilts
ブリッジ	tilta
ブリッジ	salīdzinājuma
ルーム	istaba
ルーム	istabā
ルーム	istabas
ルーム	telpa
ルーム	istabu
ルーム	telpas
反映	atspoguļot
反映	atspoguļo
思い出	atmiņas
ピアニスト	pianistu
原理	pamatprincips
原理	princips
原理	principi
キューバ	kubas
キューバ	kubu
キューバ	kubā
キューバ	kuba
予約	atrunas
予約	iebildumi
予約	iecelšana
予約	tikšanās
予約	iecelšanu
予約	rezervēšana
予約	rezervēšana
予約	atruna
送る	nosūtīt
送る	sūtīt
バーン	šķūnis
ふじ	fuji
戦術	taktiku
戦術	taktika
戦術	taktika
スピン	spin
ホイール	ritenis
ホイール	riteņi
ホイール	rati
カラ	karas
レーザー	lāzers
レーザー	lāzera
アキ	aki
ライオンズ	lauvas
間違い	kļūdas
ヒトラー	hitlers
ヒトラー	hitlera
フィラデルフィア	filadelfijas
走り	darbināt
走り	skrien
走り	palaist
忍者	ninja
ユーザ	lietotājs
ユーザ	lietotāja
ユーザ	lietotājam
ユーザ	izmantotāji
ユーザ	lietotāji
海峡	šaurums
海峡	šaurumus
海峡	kanāls
氏名	vārds
氏名	nosaukums
ムーン	mēness
ムーン	pavadonis
永井	nagai
ラーメン	ramen
誤解	pārpratums
誤解	pārpratumu
バッハ	bahs
スポット	vieta
スポット	vietas
スポット	vietām
スポット	vietas
酸素	skābeklis
酸素	skābekli
酸素	skābekļa
マサチューセッツ	masačūsetsas
浅野	asano
ハリー	harijs
要件	prasība
要件	prasības
ビーチ	pludmale
ビーチ	pludmales
ビーチ	beach
ビーチ	pludmales
チャンピオンシップ	čempionāts
チャンピオンシップ	motokrosā
チャンピオンシップ	čempionāta
プロセス	process
プロセス	procesā
プロセス	procesus
プロセス	procesi
カルロス	carlos
友達	draugi
友達	draugiem
友達	draugs
ガイドライン	pamatnostādnes
ガイドライン	vadlīnijas
リポーター	reportieri
飛行場	lidlauku
飛行場	lidlauks
飛行場	lidlauka
飛行場	lidlauku
登記	reģistrēšana
登記	reģistrēšanās
登記	reģistrācija
レディ	dāma
レディ	lēdija
ついに	beidzot
着陸	izkraušana
着陸	izkraušanas
着陸	izkraušana
着陸	nosēšanās
着陸	piezemēšanās
着陸	nolaišanās
損害	bojājums
河野	kono
キース	kīts
ボート	laivas
ボート	airēšanas
ボート	laiva
ボート	laivā
ボート	laivu
説得	pārliecību
説得	pārliecināt
廃車	metāllūžņos
サーキット	ķēde
サーキット	trase
行列	matricas
行列	matricu
行列	matrices
行列	matrica
日常	ikdienas
日常	ikdienā
独占	ekskluzīvā
独占	ekskluzīva
独占	ekskluzīvas
独占	ekskluzīvi
独占	monopols
独占	monopola
ベリー	ogas
ベリー	ogu
ベリー	berijs
道具	iekārtas
道具	inventārs
道具	aprīkojums
道具	iekārta
道具	instruments
道具	rīks
道具	rīki
道具	instrumenti
道具	darbarīki
道具	instruments
道具	instrumenta
道具	instrumentu
天気	laikapstākļi
天気	laika
粒子	daļiņas
粒子	daļiņa
謝罪	atvainošanos
謝罪	atvainojos
謝罪	atvainoties
認知	kognitīvo
避ける	izvairīties
避ける	nepieļaut
比率	attiecība
比率	proporcija
牧場	rančo
エリ	eli
ビール	alu
ビール	alus
ビール	alus
クリスタル	kristāla
クリスタル	kristālu
リレー	releji
リレー	stafete
バイク	velo
バイク	velosipēdi
バイク	velosipēdus
バイク	velosipēds
バイク	riteni
バイク	motocikls
バイク	motociklu
ボクサー	boxer
チャンピオンズ	čempioni
ドクター	ārsts
放棄	atteikšanās
放棄	atteikšanās
あゆみ	ajumi
マレーシア	malaizijā
マレーシア	malaizija
マレーシア	malaizijas
マレーシア	malaizijas
マジ	nopietni
マジ	maji
考え方	domāšana
考え方	domāšanas
告知	paziņojums
告知	paziņojums
符号	kods
古川	furukava
無限	bezgalība
当局	iestādes
バイオ	bio
ハロー	sveicināti
ハロー	sveiks
ハロー	hello
ハロー	sveika
ハロー	sveiki
コーポレーション	korporācija
コーポレーション	corporation
付与	piešķirts
付与	piešķiršana
付与	piešķirt
エリック	ēriks
研究員	pētnieku
研究員	pētnieks
ハーフ	pusi
定理	teorēma
ジェン	džena
ネオ	neo
幸せ	laimi
幸せ	laime
幸せ	laimes
幸せ	priecīgs
幸せ	laimīga
幸せ	laimīgs
人種	sacensības
人種	rase
人種	skrējiens
人種	sacīkstes
運河	kanāls
運河	kanāli
同等	ekvivalents
同等	līdzvērtīgs
同等	līdzvērtīga
同等	līdzvērtīgi
リトアニア	lietuvā
リトアニア	lietuvu
リトアニア	lietuva
グローバル	globālā
グローバル	globālie
グローバル	globāli
グローバル	globālais
グローバル	globāla
安倍	abe
パラダイス	paradīze
パラダイス	paradīzes
農民	zemnieku
農民	zemnieki
台詞	dialogu
台詞	dialogs
候補者	kandidāti
候補者	kandidātus
候補者	kandidātiem
候補者	kandidāts
候補者	kandidāti
候補者	kandidātam
彗星	komēta
スプリング	pavasaris
アナウンス	paziņojums
アナウンス	paziņot
心臓	sirds
心臓	heart
日光	saule
日光	saulīte
ウエスト	rietumu
ウエスト	rietumos
ウエスト	rietumi
ウエスト	west
ウエスト	vidukļa
ゆり	jurijs
大使館	vēstniecības
大使館	vēstniecību
大使館	vēstniecībām
大使館	vēstniecības
大使館	vēstniecība
大使館	vēstniecībā
肉体	miesu
肉体	mīkstums
肉体	miesas
肉体	miesa
食事	maltītes
食事	ēdiens
食事	ēdienreizes
食事	milti
食事	maltīte
食事	ēdienreizes
食事	maltītes
食事	ēdieni
豊富	bagātīgi
バイト	baitu
バイト	baiti
ジェフ	džefs
避難	evakuēt
避難	patvērums
避難	evakuācijas
避難	evakuācija
君主	monarhs
装飾	labiekārtošana
装飾	dekorācijas
装飾	dekorācijas
装飾	rotājumi
装飾	rotājumi
ドラゴンズ	pūķi
あや	aya
アテネ	atēnās
アテネ	atēnu
モンテ	monte
テーブル	galds
テーブル	galdiņš
テーブル	tabula
テーブル	galda
テーブル	galdi
テーブル	tabulas
テーブル	tabulās
リボン	lentes
リボン	lente
リボン	lenta
リボン	lentas
シード	sēklas
シード	sēklu
シード	sēklas
チリ	čīles
チリ	čili
チリ	čīle
サマー	vasarai
サマー	vasara
サマー	vasarā
併合	konsolidācija
併合	aneksija
処刑	izpilde
武士	samuraju
感覚	sajūtām
感覚	sajūtas
感覚	jēga
感覚	saprāts
警告	brīdinājums
警告	brīdinājumus
警告	brīdinājumi
プログラミング	plānošana
プログラミング	plānošanas
プログラミング	programmēšanas
白鳥	gulbji
白鳥	gulbis
公爵	hercogs
差分	atšķirības
差分	starpība
差分	atšķirība
ネコ	kaķi
ネコ	kaķiem
ネコ	kaķi
ネコ	kaķis
才能	talantīgiem
山頂	maksimums
山頂	pīķa
グラフィック	grafiskā
グラフィック	grafikas
グラフィック	grafika
マスク	maska
マスク	maskas
公国	firstiste
公国	pārdaugavas
圧倒的	pārliecinošu
麻生	aso
バレー	ieleja
緑色	zaļas
緑色	zaļa
緑色	zaļā
緑色	zaļš
緑色	zaļi
強調	uzsvars
強調	uzsvaru
金額	summas
金額	apjoms
金額	apmērs
金額	summa
チップ	mikroshēmas
チップ	skaidas
チップ	čips
チップ	tip
チップ	padoms
チップ	gals
辞職	atkāpšanās
チョウ	tauriņu
アルコール	alkoholu
アルコール	alkohols
アルコール	spirts
同志	biedri
同志	biedrs
同志	biedri
テープ	lentes
テープ	lentas
テープ	lente
テープ	lentes
要因	faktori
要因	koeficienti
予報	prognozes
予報	prognozē
予報	prognoze
直樹	naoki
マネジメント	pārvaldība
マネジメント	apsaimniekošana
マネジメント	vadība
マネジメント	pārvaldības
サーバ	serveru
サーバ	serveri
サーバ	serveriem
サーバ	servera
サーバ	serveris
サーバ	serveri
化合物	savienojumi
化合物	salikti
所有者	īpašniece
所有者	īpašnieks
所有者	īpašnieki
大介	daisuke
ルカ	luka
弱い	vājāka
弱い	vājš
弱い	vājā
弱い	vāji
弱い	vāja
弱い	vājas
祝日	brīvdiena
祝日	brīvdienu
祝日	brīvdienas
祝日	brīvdienām
マーケット	tirgus
マーケット	tirgi
マーケット	tirgus
マーケット	tirgū
デッキ	klājiem
デッキ	klāju
デッキ	klāja
偶然	sagadīšanās
偶然	sakritība
年金	pensiju
年金	pensija
年金	pensijas
年金	pensija
芸能人	mūziķe
三人	trim
三人	trīs
バランス	līdzsvarota
バランス	līdzsvarots
バランス	līdzsvarotu
バランス	bilance
バランス	atlikums
バランス	līdzsvars
バランス	līdzsvaru
液体	šķidrumi
液体	šķidrumiem
液体	šķidrums
液体	šķidruma
液体	šķidrs
液体	šķidri
ウェールズ	velsā
ウェールズ	velsa
審判	spriedums
審判	izmēģinājums
審判	pētījums
審判	prāva
審判	pētījumā
タンパク質	proteīni
タンパク質	olbaltumvielu
タンパク質	olbaltumvielas
タンパク質	proteīns
ルパン	lupīnu
予測	prognozē
予測	paredzami
予測	prognozēt
予測	paredzēt
予測	prognozes
予測	prognozē
予測	prognoze
予測	prognozes
予測	prognoze
予測	prognozes
暗号	šifrēšanas
暗号	kriptogrāfija
メアリー	marija
メアリー	mērija
欲しい	gribu
欲しい	gribam
欲しい	gribi
欲しい	grib
栄養	uzturvērtības
栄養	ēdināšana
栄養	uzturs
不安	satraukti
不安	trauksme
不安	nemiers
食べる	ēdot
食べる	ēst
食べる	ēšana
食べる	ēd
食べる	ēst
食べる	jāēd
食べる	apēd
食べる	ēd
トマス	tomass
メタ	meta
検事	prokurors
理想	ideāli
理想	ideāls
理想	ideāli
理想	ideāla
遊び	atskaņot
遊び	play
遊び	spēlē
遊び	spēlēt
ハリウッド	holivudas
ショック	šoks
ショック	šokā
フェイス	ticība
フェイス	ticībā
フェイス	ticību
フェイス	seju
フェイス	seja
行使	vingrinājumi
京王	keio
ピット	bedres
ピット	pit
ピット	bedre
ピット	pits
炭素	oglekļa
炭素	oglekli
炭素	ogleklis
体操	vingrošana
チェロ	čells
ワーク	darbs
プライバシー	privātums
プライバシー	privātuma
美濃	mino
濃度	koncentrācijas
濃度	koncentrēšanās
濃度	koncentrācija
セーブ	saglabāt
看板	stendu
看板	izkārtne
エンジェル	eņģelis
大西洋	atlantijas
ダース	desmiti
単語	vārdu
単語	vārdi
懸念	bažas
テキスト	teksts
テキスト	teksti
テキスト	tekstus
品質	kvalitāte
品質	kvalitātes
工芸	kuģis
工芸	amatniecības
工芸	amatniecības
ジア	gia
主婦	mājsaimnieces
主婦	mājsaimniece
倉庫	noliktavā
倉庫	noliktava
倉庫	noliktavām
倉庫	noliktavas
ワイルド	wild
ワイルド	savvaļas
ワイルド	savvaļā
ワイルド	vailds
チーフ	priekšnieks
内側	iekšējā
内側	iekšējais
珍しい	neierasti
珍しい	neparasta
珍しい	neparasti
珍しい	neparasts
珍しい	retāk
アレクサンドル	aleksandrs
誰か	kāds
誰か	kādam
寄付	ziedojuma
寄付	ziedojums
寄付	ziedojumi
寄付	ziedojumu
寄付	ziedot
寄付	ziedo
寄付	ziedojumi
寄付	ziedojumus
寄付	ziedojumiem
艦船	kuģi
艦船	kuģiem
艦船	kuģus
学問	mācīšanās
復元	atjaunot
復元	atjaunošana
復元	atjaunošanu
死ぬ	mirst
死ぬ	die
死ぬ	mirt
死ぬ	nomirt
オハイオ	ohaio
フランツ	franz
フランツ	francis
個別	individuāli
個別	atsevišķi
個別	individuāla
個別	individuālā
個別	individuāli
ベクトル	vektora
ベクトル	vektoru
古河	furukava
軍艦	karakuģu
津波	cunami
津波	cunami
テック	tech
プラットフォーム	perona
プラットフォーム	platforma
プラットフォーム	platformai
プラットフォーム	platformas
水泳	peldēt
水泳	peldētājs
水泳	peldēties
水泳	peldēšana
水泳	peldēšanas
大村	omura
ダンサー	dejotāji
ダンサー	dejotājas
ダンサー	dejotāja
ダンサー	dejotāju
考古学	arheologs
考古学	arheoloģija
噴火	izvirdumi
外側	ārējais
外側	ārējā
外側	ārējais
外側	ārējā
外側	ārpuses
外側	ārējie
レム	lem
征服	iekarot
監査	revīzija
監査	revīzijas
監査	audits
監査	revīziju
監査	revīzijas
監査	revīzija
監査	revīzijas
監査	audits
アミ	ami
早い	agrīna
早い	agri
通路	sānā
港湾	ostas
港湾	portu
港湾	ostā
港湾	osta
集会	montāža
集会	asamblejas
集会	asambleja
ミラノ	milānas
ミラノ	milāna
ミラノ	milano
封印	noslēgšanas
封印	noslēgšana
封印	zīmogs
封印	ronis
封印	roņu
切り替え	pārslēgties
切り替え	slēdzis
切り替え	pārslēgt
切り替え	slēdzi
切り替え	pārslēgt
切り替え	komutācijas
切り替え	pārslēgšanās
嫌い	nepatīk
嫌い	ienīst
嫌い	naids
サイン	pazīmes
サイン	zīmes
サイン	parakstīt
サイン	zīme
人材	personāls
スティック	nūjas
密度	blīvums
同僚	kolēģis
同僚	kolēģu
同僚	kolēģiem
同僚	kolēģi
建築物	ēkas
建築物	celtnes
方程式	vienādojums
方程式	vienādojumu
スイッチ	slēdži
スイッチ	pārslēgties
スイッチ	slēdzis
スイッチ	pārslēgt
スイッチ	slēdzi
レスリング	cīņas
壊滅	anihilācija
知的	viedo
花火	uguņošanas
フラッシュ	flash
ボイス	balsi
ボイス	balss
修復	atjaunošana
修復	atjaunošanu
トライ	mēģini
トライ	pamēģini
トライ	mēģināt
闘争	cīņa
宿泊	iesniegšana
洪水	plūdu
洪水	plūdi
洪水	plūdi
洪水	plūdi
くま	vinniju
保証	garantija
保証	garantijas
保証	garantēti
保証	garantēta
保証	garantētas
保証	garantēts
保証	garantijas
保証	garantija
三田	sanda
三十	trīsdesmit
想い	domās
想い	domas
ホラー	šausmas
ダグラス	douglas
流用	novirzīšanās
流用	novirzīšanu
偵察	izlūkošanas
ラウ	lau
維新	atjaunošana
維新	atjaunošanu
コナ	kona
コイン	monētas
コイン	monētas
コイン	monēta
コイン	monētu
踊り	dejas
踊り	dejas
踊り	dejo
踊り	dejošana
刑務所	cietumu
刑務所	cietumos
刑務所	cietuma
刑務所	cietums
重力	gravitāciju
重力	smaguma
重力	smagums
重力	gravitācijas
ドメイン	sfēras
ドメイン	jomās
ドメイン	sfēra
ドメイン	domēna
ドメイン	joma
パーティ	ballīte
パーティ	party
パーティ	partija
パーティ	puse
パーティ	puses
スーツ	kostīmi
スーツ	piestāv
スーツ	uzvalks
スーツ	uzvalku
クラーク	klārks
クラーク	klārks
信託	uzticas
漁業	zveja
漁業	zivsaimniecība
漁業	zvejniecība
漁業	zveja
漁業	zivsaimniecība
漁業	zvejniecība
松下	matsushita
彫刻	gravēšanas
彫刻	skulptūru
彫刻	tēlnieks
彫刻	skulptūru
フィル	fils
フィル	fil
砂漠	tuksnesis
砂漠	tuksnešiem
水中	zemūdens
マーガレット	margaret
砲撃	bombardēšanas
科目	temati
科目	subjekti
科目	tēmas
科目	priekšmeti
スロー	lēni
スロー	lēna
スロー	lēns
曲線	līkne
曲線	līknes
恐竜	dinozauru
レビュー	pārskatīšanas
レビュー	pārskatīšana
レビュー	pārskati
レビュー	pārskatīšana
レビュー	pārskatīt
レビュー	pārskats
セックス	sekss
セックス	dzimums
ピア	pia
ピア	vienaudžiem
パレード	parādi
パレード	parāde
ゴム	gumija
ゴム	gumijas
コラボレーション	sadarbība
フィン	fin
フィン	fin
レオン	león
レオン	leons
警察官	policisti
警察官	policija
警察官	policijā
警察官	policiju
警察官	policijas
部族	cilts
メロディ	melodies
メロディ	melodija
メロディ	melodiju
プレート	plate
プレート	plāksne
プレート	plātne
プレート	plāksnes
結晶	kristāla
結晶	kristālu
ハンド	roku
ハンド	roka
見出し	virsraksts
見出し	virsraksti
見出し	pozīcijas
見出し	virsraksti
見出し	virsrakstos
見出し	virsraksts
見出し	pozīcija
カレー	karija
昆虫	kukaiņu
昆虫	kukaiņi
昆虫	kukaiņu
昆虫	kukaiņi
墓地	kapsētu
墓地	kapi
墓地	kapsētu
妊娠	grūtniecība
妊娠	grūtniecības
妊娠	grūtniecība
妊娠	stāvoklī
野菜	dārzeņu
野菜	dārzeņi
叔父	tēvocis
コンクリート	konkrētais
コンクリート	konkrētus
コンクリート	betona
コンクリート	konkrēts
コンクリート	konkrēta
エントリー	ieraksts
エントリー	ieraksti
釣り	makšķerēšana
釣り	zveja
釣り	zivsaimniecība
釣り	zvejniecība
釣り	zvejas
ストア	veikals
ストア	glabāt
ストア	uzglabāt
フロー	plūsma
南極	antarktīda
南極	antarktikas
パシフィック	klusais
ハッピー	priecīgs
ハッピー	laimīga
ハッピー	laimīgs
ノーベル	nobela
センチメートル	centimetru
スクリーン	ekrāns
シェル	shell
シェル	čaulas
シェル	čaulas
シェル	čaumalas
グラス	stikls
グラス	stikla
グラス	glāze
グラス	stikli
雰囲気	gaisotne
雰囲気	atmosfēra
雰囲気	atmosfērā
雰囲気	atmosfēras
化粧	kosmētika
恒星	stellar
恒星	star
恒星	zvaigzne
ビス	bis
シュート	šaut
シュート	skatē
シュート	nošaut
シュート	šauj
介護	kopšana
介護	aprūpe
介護	aprūpi
ハンス	hans
ハンス	hanss
下流	lejpus
下流	pakārtots
下流	lejup
上回る	pārsniegt
ヒュー	hjū
水平	horizontāls
水平	horizontālas
水平	horizontāli
水平	horizontālo
水平	horizontālā
水平	horizontāla
ネル	nella
野口	noguči
本多	honda
スカウト	skautu
スカウト	skauti
じゅん	jun
職人	amatnieku
職人	amatnieka
職人	amatniekiem
改定	pārskatīšanu
改定	pārskatīšana
調理	gatavošana
調理	gatavošanas
秀樹	hideki
エロ	erotiski
週末	weekends
週末	brīvdienas
ホセ	jose
ホセ	hosē
ホセ	hosē
ホセ	josé
コーン	kukurūzas
コーン	kukurūza
コーン	konusa
スキル	iemaņas
スキル	prasmes
スキル	prasme
スキル	iemaņas
スキル	prasmes
スキル	prasme
スキル	prasmju
サイクル	cikli
サイクル	cikls
名作	meistardarbs
マット	met
マット	mat
ツイン	dvīņu
最小	minimālā
最小	minimālais
最小	minimums
フォーラム	forumos
フォーラム	forums
フォーラム	forumā
フォーラム	forum
書き込み	rakstīt
書き込み	rakstiet
書き込み	rakstīšana
書き込み	raksta
書き込み	rakstot
地中海	vidusjūras
地中海	vidusjūra
勇者	drosmīgi
勇者	drosmīgs
シェア	dalīšanās
シェア	dalīšana
シェア	akcija
シェア	dalies
シェア	dalīties
シェア	share
シェア	daļa
シェア	akcijas
大洋	okeānu
大洋	okeānā
大洋	okeāns
大洋	okeāna
カリ	cali
カリ	kari
ハインリヒ	heinrihs
鈴鹿	suzuka
俳句	haiku
悲劇	traģēdijas
悲劇	traģēdija
マルクス	markuss
マルクス	markus
マルクス	markss
ヴァン	van
喪失	zudums
喪失	zaudējums
喪失	zudumi
喪失	zaudējumi
エール	ale
分散	dispersijas
分散	izplata
分散	izplatīts
ビリー	billijs
垂直	perpendikulāra
乾燥	sausa
乾燥	sausā
乾燥	sauss
乾燥	sausi
乾燥	sausais
乾燥	žāvēšanas
乾燥	žāvēšana
乾燥	žāvējot
落下	krīt
落下	krist
落下	kritiens
落下	kritums
落下	krīt
告示	paziņojums
マリン	marine
マリン	jūras
スタンダード	standartam
スタンダード	standarta
スタンダード	standarts
繊維	tekstila
繊維	šķiedra
繊維	šķiedras
繊維	šķiedrvielu
繊維	šķiedru
繊維	šķiedra
繊維	fiber
繊維	šķiedras
繊維	šķiedras
繊維	šķiedrām
繊維	šķiedru
待ち	gaidu
待ち	gaidot
待ち	gaida
待ち	gaidām
待ち	pagaidi
待ち	gaidi
待ち	gaidīt
スパ	spa
エンターテイメント	izklaide
エンターテイメント	izklaides
演習	vingrinājumi
演習	manevrus
検出	noteikšanas
検出	noteikšana
検出	atklāšana
検出	konstatēt
体力	stiprums
体力	stiprība
体力	spēka
体力	izturība
体力	spēks
コンテナ	tvertne
コンテナ	konteiners
コンテナ	konteinera
コンテナ	trauki
コンテナ	tvertnes
コンテナ	konteineri
コンテナ	konteineriem
ライアン	raiens
ペルー	peru
ペルー	perú
ペルー	peru
ケンタッキー	kentuki
拳銃	pistoles
ルシア	lūcija
アンテナ	antena
アンテナ	antenas
ヒロ	hiro
ラマ	lama
ラマ	lama
ラマ	lamu
フェニックス	phoenix
船体	korpuss
船体	korpusa
船体	korpusu
狩り	medības
狩り	medību
狩り	medībās
狩り	medības
キッド	bērns
キッド	puika
エコ	eko
エコ	eco
クリスチャン	kristians
クリスチャン	kristiešu
クリスチャン	kristiāns
チケット	biļetes
チケット	biļete
幻想	ilūziju
幻想	ilūzija
幻想	ilūzijas
幻想	ilūziju
幻想	ilūzijas
イリノイ	ilinoisas
フォト	photo
フォト	foto
フォト	fotogrāfijā
石炭	akmeņogles
石炭	ogles
グラム	gramu
グラム	gramos
グラム	gramus
グラム	grami
ウィルソン	vilsons
ボウ	tauriņi
キリスト	kristus
キリスト	kristu
ループ	cilpas
ループ	cilpu
ループ	cilpas
ループ	cilpu
ラジ	raj
せつ	vārīties
せつ	vārīt
開く	atklāts
開く	atvērts
開く	atvērta
開く	atvērt
開く	atver
開く	atvēršanās
開く	atvēršana
開く	atvēršanas
電圧	sprieguma
電圧	spriegums
ジェリー	džerijs
和解	saskaņošana
和解	izlīgums
和解	salīdzināšana
和解	norēķini
和解	norēķinu
喜劇	komēdija
光学	optiskā
光学	optiskie
光学	optiskais
光学	optisko
光学	optikas
光学	optika
トミー	tomijs
ライター	šķiltavas
ライター	rakstnieks
ライター	vieglāka
ライター	šķiltavas
信用	kredīta
信用	kredīts
信用	credit
タイガー	tīģeris
タイガー	tīģeri
キット	komplekts
キット	komplektā
ビジュアル	redzes
ビジュアル	vizuālā
歩行	ejot
歩行	staigā
歩行	staigāt
歩行	iet
歩行	pastaiga
歩行	staigā
デヴィッド	deivids
デヴィッド	dāvids
デヴィッド	david
割引	atlaide
割引	atlaidi
割引	atlaides
カナ	kana
クレイ	cray
クレイ	mālu
クレイ	māla
変数	mainīgā
変数	mainīgais
変数	mainīgs
変数	mainīgo
変数	mainīga
変数	mainīgie
影響力	ietekme
カテゴリー	kategoriju
カテゴリー	kategorija
カテゴリー	kategorijā
カテゴリー	kategorijās
カテゴリー	kategorijām
カテゴリー	kategorijas
ストレート	taisni
ストレート	taisna
ストレート	kārtīgs
牧師	mācītājs
ウルフ	vilka
ウルフ	vilks
ウルフ	vilku
純粋	tīra
純粋	tīri
純粋	tīrs
純粋	pure
役職	amats
役職	novietojums
役職	pozīcija
役職	virsraksti
支払	maksājumi
支払	samaksa
支払	maksājums
正しく	pareizi
薬物	medikamenti
薬物	narkotikas
誘拐	nolaupīšana
誘拐	nolaupīšanu
誘拐	nolaupīšanas
誘拐	nolaupīja
侵略	iebrukums
侵略	agresija
