wäldern	우즈
killer	킬러스
killer	살인범
killer	킬러
killer	살인범
killer	살인자
killer	암살
killer	암살자
margarethe	마거릿
margarethe	마르그리트
befürworter	지지자들
befürworter	지지자
befürworter	후원자
spirit	스피릿
spirit	정신
keines	없음
symphony	교향곡
aufständischen	반란
schottische	스코틀랜드
schottische	스코틀랜드인
bein	다리
usb	usb
erklärungen	설명
erklärungen	선언
raimund	레이먼드
raimund	레이몬드
wirtschaftswissenschaften	경제학
hieronymus	제롬
pyramide	피라미드
noten	성적
mäßig	적당히
mäßig	적당히
nebraska	네브라스카
nebraska	네브래스카
brasilianische	브라질
anpassen	조정
anpassen	적응
steuermann	탐색기
gesellschafter	파트너는
gesellschafter	파트너
gesellschafter	주주
gesellschafter	주주
gesellschafter	파트너
diskriminierung	차별
diskriminierung	차별
abhandlung	세이
abhandlung	에세이
welten	세계
zuständigkeit	관할권
zuständigkeit	능력
geistige	멘탈
geistige	정신
ing	ing
hildegard	힐데가르트
fahne	배너
fahne	현수
fahne	깃발
fahne	국기
fahne	플래그
leslie	레슬리
logisch	논리적
logisch	논리학
logisch	논리
kasten	box
kasten	상자
kasten	박스
abgestimmt	일치
käse	치즈
käse	치즈
ladung	로드
ladung	로딩
ladung	화물
ladung	소환
helfer	자원봉사자
helfer	자원봉사
helfer	봉사자
helfer	구원자
helfer	도우미
gasthaus	inn
gasthaus	여관
gasthaus	게스트하우스
kontrollieren	제어
lotus	로터스
cohen	코헨
ausschluss	제외
ausschluss	제외
ausschluss	배제
ausschluss	제외
kameras	사진기
kameras	카메라
kameras	카메라
gärtner	정원사
gärtner	가드너
biologischen	생물학
karibik	캐리비안
karibik	카리브
pazifischen	태평양
pazifischen	퍼시픽
kuppel	지붕
individuell	개별
individuell	개별적으로
individuell	개별
individuell	개인
gloria	글로리아
orléans	올리언스
kranken	아파
kranken	아픈
kranken	아프다
kiss	키스
kiss	kiss
angegebene	지정됨
angegebene	지정
achte	여덟번째
dreizehn	thirteen
luke	루가
luke	루크
luke	해치
platziert	심어
ermittlung	조사
ermittlung	수사
granit	화강암
phillips	필립스
reife	성숙
reife	성숙도
reife	성숙
reife	성숙한
kammern	챔버스
brünn	브르노
fenstern	윈도우
triathlon	트라이애슬론
warnung	경고
warnung	경고
warnung	경보
warnung	알림
warnung	경고
warnung	경고
slawischen	슬라브어
optischen	광학
optischen	광안리
optischen	광화문
relation	비율
relation	관계
bert	버트
überwinden	극복
überwinden	극복
diesel	디젤
gaststätte	inn
gaststätte	여관
gaststätte	술집
gaststätte	음식점
gaststätte	레스토랑
gaststätte	식당
namensraum	네임스페이스
intro	소개
intro	intro
made	made
made	만든
gleichfalls	마찬가지로
geboten	입찰
geboten	입찰
erlass	칙령
erlass	법령
legal	법적으로
legal	합법적인
unglück	불행
unglück	불행
unglück	재난
unglück	misery
schuldig	유죄
anträge	요청
variationen	변수
permanent	영구적
permanent	영구
referenz	ref
referenz	참조
referenz	참고
kohl	양배추
kohl	양배추
curt	커트
hughes	휴스
hughes	휴즈
claudius	클라우디우스
kriegsmarine	해군
kriegsmarine	네이비
gewünschte	원하는
kiefer	턱시도
kiefer	소나무
kiefer	파인
kiefer	조스
neuesten	최신
neuesten	최근
neuesten	최신
verschwörung	음모론
rechtfertigt	정당화
alliance	동맹
alliance	얼라이언스
mechanischen	기계
kennzeichnung	레이블
kennzeichnung	라벨
kennzeichnung	증명
kennzeichnung	식별
kennzeichnung	신분증
kennzeichnung	낙인
kennzeichnung	레이블
häufige	잦은
häufige	자주
füße	발발
schmal	좁은
schmal	좁아
schmal	좁다
schmal	슬림
aufbauen	빌드
alphabet	알파벳
alphabet	문자
geschieden	이혼
jutta	테리
jutta	주디스
einfaches	단순
einfaches	간단
einfaches	심플
einfaches	단순한
einfaches	간단하다
einfaches	간단한
harvey	하비
kompetenzen	스킬
kompetenzen	솜씨
kompetenzen	능력
autorität	권위
apotheker	약사
apotheker	약사
apotheker	화학자
lohnt	가치
lohnt	가치가
definitionen	정의
definitionen	정의
banner	배너
banner	배너
banner	현수
nerven	신경
nerven	긴장감
nerven	긴장
nerven	신경
anonym	익명
siena	시에나
wiederholung	반복
wiederholung	반복
wiederholung	반복한다
wiederholung	반복합니다
wiederholung	반복
wiederholung	다시보기
wiederholung	리플레이
wiederholung	재생
kunde	고객
kunde	클라이언트
ägyptische	이집트
ägyptische	이집트어
beschwerden	불평
beschwerden	불만이
beschwerden	불만
beschwerden	불만
beschwerden	불편함
gleichgewicht	균형
gleichgewicht	밸런스
gleichgewicht	잔액
gleichgewicht	균형
gleichgewicht	평형
gleichgewicht	균형
heimatland	조국
globale	글로벌
globale	전역
bourbon	부르봉
bourbon	버번
steigerung	증가
steigerung	홍보
steigerung	홍보하기
gebrochen	깨짐
gebrochen	부러진
gebrochen	깨진
gebrochen	생김
gebrochen	골절
beantragt	요청함
fahrrad	자전거
fahrrad	사이클링
fahrrad	사이클
fahrrad	자전거
fahrrad	자전거
komponente	컴포넌트
komponente	구성요소
komponente	플러그인
terra	테라
küsten	연안
küsten	해안
einsicht	통찰력
einsicht	인사이트
tänzer	댄서
tänzer	무용수
tänzer	댄서
tänzer	dancer
einmündung	합류
manuell	수동
manuell	설명서
manuell	매뉴얼
tafeln	테이블
tafeln	패널
tafeln	알약
tafeln	보드
feature	기능
ana	ana
ana	아나
bomber	폭격기
strömung	플로
strömung	플로우
strömung	흐름
trilogie	삼부작
empfehle	추천합니다
empfehle	추천
gemüse	채소
gemüse	야채
gemüse	채소
gemüse	야채
befestigung	첨부
befestigung	장착
akademischer	학문
akademischer	학업
akademischer	학술
weltweite	전세계
weltweite	글로벌
weltweite	전역
kurier	택배
optimal	최적
optimal	최적
ästhetik	미학
ästhetik	미학
wohnort	거주지
wohnort	주택
wohnort	레지던스
wohnort	주택지
strategische	전략적
nintendo	닌텐도
grafiken	그래프
grafiken	차트
grafiken	그래픽
grafiken	그래픽스
dragon	드래곤볼
dragon	드래곤
behoben	해결되었습니다
behoben	고정
goldenes	황금
goldenes	골든
montenegro	몬테네그로
savoyen	사보이아
savoyen	사보이
bernstein	앰버
bernstein	호박
energien	에너지
canal	운하
bunker	벙커
bunker	벙커
