年	イヤー
賭博	賭博
賭博	ギャンブル
功效	効能
成型	モールディング
腫瘤	腫瘍
腫瘤	腫瘍
酷刑	拷問
口服	口頭
嚴謹	厳重
展品	展示
展品	展示
仰光	ヤンゴン
豁免	免除
豁免	免疫
豁免	免責
反潛	asw
史詩	叙事詩
史詩	epic
史詩	エピック
推斷	推論
推斷	推論
暹羅	シャム
暹羅	サイアム
鑄造	鋳造
淮海	淮海
刪去	削除
礦物	鉱物
礦物	鉱物
麻醉	麻酔
攝政	摂政
芳香	香り
芳香	アロマ
民謠	バラード
民謠	バラッド
民謠	フォーク
明文	明示
服務業	サービス
守衛	衛兵
守衛	ガード
氣球	風船
氣球	気球
氣球	バルーン
氣球	風船
遣返	送還
一幕	現場
一幕	シーン
一幕	場面
摸	タッチ
摸	touch
摸	触る
推論	推論
投放	配達
投放	配送
投放	配信
投放	デリバリー
神學院	神学校
瀋陽	瀋陽市
艾瑪	エマ
類比	類似
類比	アナログ
類比	類推
忠孝	忠孝
雅加達	ジャカルタ
通宵	一泊
通宵	一晩
對照	コントラスト
膨脹	膨張
營利	営利
營利	収益
營利	利益
良心	良心
位移	変位
招標	テンダー
招標	柔らかい
招標	勧誘
傳道	説教
雨傘	アンブレラ
花生	ピーナッツ
花生	ピーナッツ
閃光	flash
閃光	フラッシュ
閃光	キラキラ
閃光	グリッター
和弦	和音
子爵	子爵
削減	裁断
削減	切り取り
削減	cut
削減	カット
削減	切り取り
削減	切り傷
視察	検問
視察	検査
視察	検問
髮型	ヘアー
髮型	髪の毛
髮型	ヘア
髮型	毛髪
髮型	ヘアスタイル
髮型	髪形
髮型	髪型
殘酷	残酷
牧場	牧草
牧場	牧場
單身	シングル
單身	独身
大自然	ネイチャー
大自然	自然
犀	サイ
九個	nine
雇用	雇う
悲傷	悲しみ
悲傷	悲しい
悲傷	sad
僧侶	モンク
僧侶	僧侶
恐嚇	脅迫
沒收	没収
沒收	没収
粉紅	ピンク
粉紅	ナデシコ
反向	リバース
北九州	北九州
浴	入浴
浴	風呂
浴	入浴
感恩	感謝
感恩	感謝
感恩	感謝
生氣	怒り
星期天	日曜
星期天	日曜日
星期天	日曜日
工房	コボ
塵埃	ダスト
塵埃	砂塵
塵埃	ほこり
平滑	スムーズ
平滑	スムース
平滑	滑らか
加速器	加速器
側面	側面
穆爾	ムーア
薄弱	衰弱
薄弱	弱い
指明	指定
諸葛	諸葛
宙斯	ゼウス
野獸	野獣
野獸	ビースト
填充	パディング
填充	中身
填充	埋める
水分	水分
縫	縫う
縫	裁縫
縫	縫製
高分子	高分子
反省	反射
反省	リフレクション
敲	ノック
頂端	top
頂端	上部
頂端	トップ
角落	コーナー
淋巴	リンパ
郵輪	クルーズ
郵輪	クルーズ
燈光	ライト
燈光	軽い
燈光	明るい
燈光	ライト
瑪利亞	マリア
瑪利亞	マリヤ
太陽能	ソーラー
儲備	リザーブ
反對派	野党
藤本	藤本
舵	ヘルム
講話	音声
講話	スピーチ
離任	送信
離任	発信
激發	鼓舞
激發	インスパイア
激發	励起
禁忌	タブー
禁忌	タブー
假說	仮説
假說	仮説
邪教	カルト
醚	エーテル
孢子	胞子
孢子	胞子
噴	スプレー
榮耀	グローリー
偽裝	変装
偽裝	カモフラージュ
偽裝	変装
家園	家路
波動	volatile
波動	変動
層次	レベル
矽	シリコン
矽	ケイ素
繡	刺繍
匹茲堡	ピッツバーグ
笨	バカ
少了	少ない
康復	ヒーリング
康復	リハビリテーション
康復	更生
康復	再生
康復	リハビリ
康復	回復
康復	リカバリ
康復	回収
大院	化合物
布希	ブッシュ
欺騙	カンニング
欺騙	カンニング
欺騙	浮気
欺騙	欺瞞
磁性	磁性
內政	内部
內政	内装
內政	内面
內政	インテリア
花朵	お花
花朵	flower
花朵	フラワー
造訪	訪問
炸藥	ダイナマイト
皮革	レザー
皮革	皮革
徒弟	弟子
徒弟	見習い
下限	フロア
牛仔	カウボーイ
牛仔	カウボーイ
親戚	相対
親戚	親戚
親戚	親族
親戚	親戚
勘探	試掘
勘探	探検
追查	トレース
疑慮	疑念
疑慮	疑念
上學	学校
上學	スクール
窯	ウェア
乳房	乳房
乳房	母乳
流血	出血
凍	凍結
諾亞	ノア
歸屬	帰属
館長	キュレーター
偷偷	こっそり
毫克	ミリグラム
骨折	骨折
骨折	破壊
泳池	プール
舉例	用例
舉例	実例
灰姑娘	シンデレラ
牙買加	ジャマイカ
迦太基	カルタゴ
渡假	休暇
渡假	バカンス
渡假	バケーション
偏差	偏差
偏差	バイアス
陰影	シャドウズ
陰影	シャドー
陰影	シャドウ
陰影	シェイド
陰影	日陰
陰影	シェード
鱷魚	クロコダイル
鱷魚	ワニ
幾內亞	ギニア
籽	種子
籽	シード
付款	支払う
付款	支払い
付款	決済
付款	支払い
付款	支払
付款	決済
付款	支払い
白銀	シルバー
水牛	バファローズ
護航	エスコート
護航	護送
共生	共生
厭惡	嫌悪
厭惡	嫌悪
厭惡	嫌悪
黑幫	ギャング
黑幫	ギャング
師父	マスター
瑞穗	瑞穂
瑞穗	みずほ
寶寶	ベイビー
寶寶	赤ちゃん
線索	手がかり
線索	手がかり
車庫	ガレージ
車庫	車庫
損傷	怪我
損傷	外傷
損傷	被害
損傷	ダメージ
損傷	損傷
損傷	損害
缺口	隙間
缺口	ギャップ
缺口	ギャップ
缺口	gap
精華	エッセンス
精華	本質
分流	流用
分流	迂回
分流	転用
分流	トリアージ
蟒	python
蟒	ニシキヘビ
力學	力学
工匠	職人
工匠	職人
工匠	職人
處罰	ペナルティ
處罰	処罰
名聲	評判
序幕	前奏曲
序幕	prelude
序幕	プロローグ
代理商	エージェンシー
代理商	代理店
代理商	エージェント
代理商	エージェント
代理商	代理人
舒適	慰め
舒適	コージー
舒適	居心地
舒適	快適
舒適	快適
嘲笑	モック
充電	チャージ
充電	チャージ
充電	課金
充電	充電
充電	チャージ
充電	充電
鎳	ニッケル
哲也	テツ
飛翔	fly
飛翔	ハエ
飛翔	フライ
飛翔	飛ぶ
飛翔	飛ぶ
飛翔	フライング
礦業	鉱業
地勢	地形
人馬座	サジタリウス
谷地	バレー
谷地	谷間
桃子	モモ
桃子	桃子
桃子	ももこ
桃子	ピーチ
桃子	モモ
電纜	ケーブル
電纜	電線
電纜	ケーブル
蝨	シラミ
蝨	シラミ
田野	フィールド
田野	フィールズ
腐敗	汚職
少數民族	少数
無聊	退屈
無聊	つまらない
無聊	退屈
藉口	いいわけ
藉口	言い訳
女朋友	ガールフレンド
顎	あご
顎	口蓋
酒館	居酒屋
酒館	パブ
政治學	政治
飛碟	ufo
郊外	郊外
草甸	メドウズ
供給	サプライ
供給	供給
請願	請願
請願	請願
荒漠	デザート
荒漠	砂漠
荒漠	砂漠
潟湖	ラグーン
偽造	偽造
偽造	贋作
偽造	鍛造
鹿特丹	ロッテルダム
好奇	好奇心
好奇	興味津々
好奇	好奇心
盎司	オンス
盎司	オンス
放逐	exile
放逐	流罪
放逐	亡命
利息	利子
利息	利息
口述	口述
物料	素材
物料	材料
物料	マテリアル
物料	材料
物料	素材
打壓	抑圧
蟻	アリ
蟻	アリ
耦合	継手
砂岩	砂岩
石英	石英
珍藏	秘蔵
辯護	ディフェンス
辯護	防御
辯護	抗弁
辯護	防衛
波浪	波動
波浪	ウェーブ
超自然	超自然
成龍	ジャッキー
血清	血清
小澤	小沢
凜	rin
凜	りん
愛人	恋人
愛人	恋人
各區	ディストリクト
瓶子	ボトル
瓶子	ボトル
清明	清明
前列腺	前立腺
無奈	無力
小米	雑穀
化妝	メイク
化妝	化粧
演示	デモ
演示	デモンストレーション
演示	実演
演示	デモ
游擊隊	パルチザン
倡議	イニシアチブ
盒子	ボックス
勉強	辛うじて
孟子	孟子
液態	液体
法郎	フラン
棄權	放棄
棄權	棄権
博弈	ゲーム
百分比	パーセンテージ
百分比	パーセント
百分比	割合
百分比	パーセンテージ
百分比	パーセント
百分比	割合
百分比	パーセント
製造業	製造業
製造業	製造業
妥協	妥協
動議	モーション
解雇	解任
解雇	免職
解雇	棄却
解雇	解雇
解雇	却下
狙擊手	スナイパー
鍋爐	ボイラー
鍋爐	ボイラー
沙丘	デューン
沙丘	砂丘
會津	会津
奉獻	献身
奉獻	奉納
奉獻	専用
奉獻	献身
川上	川上
禮堂	講堂
藥品	医学
藥品	ドラッグ
藥品	薬物
盔	ヘルメット
全職	フルタイム
清新	フレッシュ
寧波	寧波市
太極	太極拳
太極	太地
雇主	事業主
升起	上昇
吃了	食べる
吃了	eat
創始	創設
詐騙	詐欺
莓	ラズベリー
偷渡	密航
偷渡	密輸
任用	選任
任用	任用
任用	任命
任用	予約
地下水	地下水
階梯	ラダー
階梯	ハシゴ
階梯	はしご
階梯	梯子
階梯	階段
黃蜂	ハチ
煙火	花火
煙火	花火
有序	従卒
反彈	リバウンド
反彈	バウンス
屏障	障壁
屏障	バリア
屏障	障壁
節點	ノード
節點	ノード
姿勢	ポーズ
姿勢	姿勢
孤兒	孤児
孤兒	孤児
週四	thu
週四	木曜日
週四	木曜
船塢	ドッキング
船塢	ドック
黨派	パルチザン
協奏曲	協奏曲
協奏曲	コンチェルト
碉堡	バンカー
葬禮	葬式
葬禮	葬儀
儒學	儒教
寶座	玉座
電子郵件	メールアドレス
電子郵件	メール
跡象	サイン
高能	エネルギッシュ
招聘	求人
招聘	募集
加速度	加速度
加速度	加速
喇叭	クラクション
喇叭	ホルン
喇叭	ホーン
貝勒	ベル
貝勒	ベイラー
不平等	不平等
不平等	不等式
不平等	不平等
晶體	crystal
晶體	結晶
晶體	クリスタル
開花	開花
開花	ブルーム
熵	エントロピー
廉價	安い
空心	中空
音訊	音声
音訊	オーディオ
音訊	audio
桂林市	桂林市
叛逆	反乱
密封	アザラシ
密封	封印
密封	印章
密封	シール
密封	押印
快車	エクスプレス
快車	急行
警衛	ガード
信賴	信頼
彌撒	ミサ
彌撒	質量
神道	神道
撞球	ビリヤード
撞球	プール
後援	バックアップ
鼓舞	奨励
鼓舞	激励
關稅	関税
關稅	風習
上頜	上顎
定性	定性的
讀取	読み
讀取	読み込み
讀取	読み取り
讀取	読む
讀取	読書
紙幣	紙幣
紙幣	紙幣
調動	動員
獨唱	ソリスト
獨唱	ソロ
十字軍	十字軍
十字軍	十字軍
體力	体力
體力	強度
平均值	平均
不敗	無敗
興奮	興奮
興奮	わくわく
興奮	ワクワク
興奮	興奮
神龍	ドラゴン
紫外線	紫外線
大介	大輔
大介	大介
申報	申告
申報	宣言
投注	賭け
鯊魚	サメ
鯊魚	サメ
大腦	脳みそ
孤獨	孤独
孤獨	孤独
孤獨	寂しい
單字	ワード
單字	言葉
單字	単語
單字	word
套房	スイート
套房	スイート
老兵	獣医
老兵	退役軍人
老兵	退役軍人
心態	考え方
過濾	フィルタ
過濾	フィルター
過濾	ろ過
過濾	ろ過
過濾	濾過
過濾	フィルタ
過濾	フィルター
黃道	黄道
黃道	ゾディアック
駕駛艙	コックピット
甘地	ガンジー
救護	救急車
加法	添加物
蒸氣	蒸気
蒸氣	スチーム
蒸氣	蒸気
蒸氣	蒸気
天命	運命
提問	質問
提問	疑問
遼寧	遼寧省
斜坡	スロープ
斜坡	斜面
斜坡	傾き
斜坡	スロープ
斜坡	傾き
斜坡	ランプ
輪椅	車椅子
輪椅	車いす
袋鼠	カンガルー
袋鼠	カンガルー
開羅	カイロ
服從	従う
服從	服従
水力	ハイドロ
水力	水力
向日葵	ひまわり
援軍	援軍
轉讓	移転
轉讓	転送
轉讓	乗り換え
轉讓	譲渡
轉讓	譲渡
轉讓	代入
轉讓	割り当て
轉讓	代入
轉讓	割り当て
轉讓	転送
反對黨	野党
博愛	友愛
早餐	朝食
肉體	肉体
緯度	緯度
緯度	lat
靈活	フレキシブル
靈活	柔軟
靈活	柔軟性
薩姆	サム
扣留	拘留
凍結	フローズン
凍結	凍結
凍結	フリーズ
副本	コピー
副本	コピー
副本	部数
粥	おかゆ
橫向	水平
水壩	ダム
雄心	野心
雄心	野心
雄心	野心
雄心	野望
幼蟲	幼虫
幼蟲	幼生
癱瘓	麻痺
航運	配送
開關	スイッチ
開關	切り替え
開關	スイッチ
邦聯	連盟
主婦	主婦
主婦	主婦
填寫	埋める
疣	イボ
疣	いぼ
扣除	値引き
錄取	入場
錄取	入学
錄取	入園
肯亞	ケニア
扔	投げる
硫化	硫化物
硫化	硫化物
母音	母音
巧合	偶然
代謝	代謝
堪薩斯	カンザス
戰地	戦場
進食	食べる
新兵	リクルート
上線	オンライン
涅槃	涅槃
涅槃	ニルヴァーナ
老年人	先輩
幸存者	サバイバー
水災	洪水
水災	洪水
水災	洪水
貂	ミンク
煎	フライ
遙控	リモート
輝煌	ブリリアント
石榴	ザクロ
多餘	エクストラ
多餘	冗長
多餘	超過
美學	美学
堅強	強い
堅強	濃い
政客	政治家
政客	政治家
季刊	四半期
水母	クラゲ
電阻	抵抗
電阻	レジスタンス
震動	振動
煞車	ブレーキ
煞車	ブレーキ
必要性	必要性
堅決	確固たる
平房	バンガロー
元氣	元気
薪水	給料
薪水	俸給
薪水	給与
釀酒	醸造
多面體	多面体
後果	帰結
薪資	給料
薪資	俸給
薪資	給与
薪資	給与
埋伏	待ち伏せ
抵押	担保
扣押	差押え
扣押	押収
元老院	元老院
美化	造園
配方	公式
配方	数式
備忘錄	メモ
備忘錄	覚書
許可證	免許
許可證	ライセンス
許可證	ライセンス
許可證	許可証
許可證	許可
許可證	ライセンス
巴塞隆納	バルセロナ
墜	ペンダント
流體	流体
流體	流体
強硬	タフ
強硬	厳しい
素質	品質
素質	クオリティ
素質	画質
素質	quality
素質	資質
伯父	叔父
伯父	伯父
伯父	おじさん
伯父	おじ
伯父	アンクル
突變	ミュータント
突變	突然変異
塞內加爾	セネガル
模具	カビ
模具	カビ
模具	カビ
椅子	椅子
椅子	いす
椅子	チェア
椅子	椅子
琥珀	琥珀
琥珀	アンバー
慾望	欲望
慾望	性欲
慾望	欲望
插座	ソケット
插座	ソケット
聖徒	聖徒
聖徒	セインツ
愛好	趣味
愛好	趣味
肥胖	肥満
象牙	象牙
墜落	落下
菊花	デイジー
氙	キセノン
駭客	ハッカー
駭客	ハッカー
漂	フローティング
漂	浮動
失明	失明
神田	神田
病房	ウォード
突尼西亞	チュニス
平野	平野
劇作家	劇作家
熊貓	パンダ
縱火	放火
頭條	見出し
族裔	民族
正直	整合性
寫信	書き込み
寫信	書く
寫信	書き込む
彈珠	ビー玉
彈珠	大理石
彈珠	marble
乙烯	エチレン
乙烯	ビニール
鈉	ナトリウム
硒	セレン
傷心	悲しい
傷心	sad
衣物	被服
衣物	被服
衣物	洋服
扶手	手すり
今夜	今夜
今夜	tonight
今夜	トゥナイト
今夜	今晩
敦促	衝動
敦促	衝動
固態	固体
染料	染める
染料	染料
染料	染料
避難	避難
鴉片	アヘン
延誤	ディレイ
延誤	遅延
延誤	遅延
界線	境界
螺旋槳	プロペラ
獲利	営利
獲利	収益
獲利	利益
領事	領事
領事	執政官
愛滋病	エイズ
托管	ホスティング
托管	主催
國度	王国
無窮	インフィニット
無窮	無限
無窮	infinity
無窮	無限大
加固	強化
新生代	新生代
藻類	藻類
打字	タイピング
巫師	魔法使い
巫師	ウィザード
巫師	ウィザード
美咲	美咲
美咲	みさき
美咲	三崎
玩偶	人形
玩偶	人形
釉	グレーズ
寫入	書き込み
寫入	書く
寫入	書き込む
寫入	執筆
寫入	書き込み
寫入	筆記
鈔	紙幣
貧困	貧困
黑社會	ギャング
粉末	粉末
粉末	パウダー
粉末	粉末
義工	ボランティア
過境	トランジット
矩形	四角形
矩形	矩形
矩形	長方形
矩形	長方形
貪	欲張り
野蠻	サベージ
野蠻	野蛮
火腿	ハム
脆	サクサク
謬誤	誤謬
毆打	アサルト
毆打	暴行
毆打	鼓動
暴徒	サグ
暴徒	暴徒
暴徒	モブ
壁畫	壁画
壁畫	フレスコ
壁畫	壁画
士氣	士気
大社	大社
職能	機能
職能	関数
爵士樂	ジャズ
女童	ガールズ
暴行	無惨
援引	呼び出し
蘑菇	キノコ
蘑菇	きのこ
蘑菇	マッシュルーム
蘑菇	キノコ
蘑菇	マッシュルーム
牲畜	家畜
底片	ネガ
信玄	信玄
氧氣	酸素
傑克遜	ジャクソン
石墨	黒鉛
原告	原告
梵蒂岡	バチカン
寮國	ラオス
騷亂	暴動
騷亂	暴動
騷亂	暴動
蠟筆	クレヨン
蠟筆	クレヨン
弱點	衰弱
弱點	弱点
淺野	浅野
午餐	昼食
午餐	ランチ
增益	利得
增益	利得
亞當斯	アダムズ
亞當斯	アダムス
匙	スプーン
徘徊	放浪
徘徊	さまよう
可樂	コーク
可樂	コーラ
摺疊	折りたたみ
蝸牛	カタツムリ
鷺	サギ
奮鬥	闘争
奮鬥	格闘
東風	東風
軍閥	武将
蜂蜜	ハニー
蜂蜜	はちみつ
蜂蜜	蜂蜜
油畫	絵画
油畫	絵画
稱謂	指定
瑕疵	欠陥
燈籠	提灯
燈籠	ランタン
燈籠	提灯
受益	給付
受益	利益
異性	異性愛者
俯衝	潜る
俯衝	ダイビング
扶梯	エスカレーター
活著	アライブ
烹飪	調理
烹飪	クッキング
烹飪	料理
檸檬	レモン
摩登	モダン
前所未有	前例
裝修	リフォーム
裝修	リフォーム
旅途	旅行
旅途	journey
救濟	レリーフ
救濟	浮き彫り
配給	レーション
配給	配給
叛徒	裏切り者
群組	集団
群組	グループ
群組	グループ
跟蹤	トラッキング
跟蹤	ストーカー
天國	天国
梵語	サンスクリット
喝酒	飲み物
喝酒	ドリンク
喝酒	飲む
檀香山	ホノルル
處置	処分
處置	廃棄
處置	処分
警探	刑事
工作站	ワークステーション
工作站	ワークステーション
曲率	曲率
草稿	ドラフト
草稿	下書き
草稿	下書き
量度	測定
量度	計測
量度	測定
按摩	マッサージ
按摩	マッサージ
寶馬	bmw
獵戶座	オライオン
獵戶座	オリオン
林地	疎林
寓言	寓話
寓言	寓話
變異	ミュータント
變異	バリエーション
變異	変奏曲
變異	突然変異
變異	バリエーション
欄位	フィールド
欄位	フィールド
欄位	フィールズ
領事館	領事館
曆法	カレンダー
饒舌	ラップ
忽視	無視
為甚麼	なぜ
為甚麼	why
應變	変形
誓言	宣誓
顆粒	粒子
顆粒	パーティクル
顆粒	粒子
顆粒	粉じん
效用	効用
效用	ユーティリティー
效用	ユーティリティ
瀝青	アスファルト
清單	リスト
夜總會	ナイトクラブ
保養	メンテナンス
保養	整備
奶油	バター
奶油	クリーム
家庭教師	ガヴァネス
審訊	取調べ
審訊	公判
審訊	トライアル
審訊	審判
審訊	裁判
騷動	騒動
萃取	エキス
壓迫	抑圧
壓迫	弾圧
跨度	スパン
填補	中身
填補	埋める
木偶	パペット
木偶	パペット
丁香	クローブ
丁香	クローブ
政令	布告
政令	条例
甄選	選考
甄選	セレクション
甄選	選択
困惑	混同
困惑	混乱
困惑	混乱
困惑	ややこしい
困惑	紛らわしい
外人	アウトサイダー
聖地亞哥	サンティアゴ
營地	camp
營地	キャンプ
石橋	石橋
壓倒性	圧倒的
大綱	アウトライン
大綱	概略
大綱	概説
大綱	アウトライン
中繼	リレー
透鏡	レンズ
背包	リュックサック
背包	リュック
背包	リュックサック
樂天	ロッテ
素描	スケッチ
素描	スケッチ
素描	スケッチ
舅舅	叔父
舅舅	伯父
舅舅	おじさん
舅舅	おじ
舅舅	アンクル
大同市	大同市
石首魚	キングフィッシュ
融化	融解
融化	溶ける
嫉妒	嫉妬
嫉妒	嫉妬
舉重	重量挙げ
邂逅	遭遇
邂逅	出会い
赤字	赤字
共存	共存
放大器	amp
放大器	アンプ
放大器	アンプ
現況	近況
現況	ステータス
鬍子	口ひげ
鬍子	口髭
鬍子	口髭
鬍子	ひげ
鬍子	ひげ
油脂	グリース
麻美	麻美
擠	スクイーズ
貝多芬	ベートーヴェン
強姦	強姦
強姦	レイプ
棕櫚	手のひら
棕櫚	ヤシ
棕櫚	パーム
流星雨	流星群
流星雨	メテオ
秘書處	事務局
點心	スナック
點心	スナック
梯度	グラデーション
梯度	勾配
梯度	グラデーション
批發	卸売
勒索	脅迫
勒索	恐喝
勒索	恐喝
和睦	ハーモニー
和睦	調和
突顯	ハイライト
突顯	見どころ
突顯	ハイライト
浴室	風呂
浴室	浴室
浴室	トイレ
浴室	浴室
僱員	社員
僱員	職員
僱員	社員
牛角	クラクション
牛角	ホルン
牛角	ホーン
鎂	マグネシウム
附帶	担保
附帶	附帯
附帶	付随
行進	行軍
獨奏	ソリスト
獨奏	ソロ
山陽	山陽
敏捷	アジャイル
敏捷	アジリティ
自豪	プライド
自豪	傲慢
自豪	誇り
自豪	誇らしい
自豪	自慢
自豪	誇り
天花板	天井
天花板	天井
致電	通話
致電	コール
報仇	報復
報仇	復讐
報仇	リベンジ
可變	変数
可變	可変
丙酮	アセトン
刑罰	ペナルティ
刑罰	処罰
漫遊	ローミング
債券	結合
債券	ボンド
山洞	洞窟
山洞	洞窟
中介	ブローカー
折射	屈折
課室	教室
課室	教室
藝術品	art
藝術品	アート
藝術品	芸術
藝術品	美術
頭盔	ヘルメット
頭盔	ヘルメット
飽和	飽和
飽和	彩度
飽和	飽和
異形	エイリアン
異形	エイリアン
同學會	同窓会
同學會	再会
畫廊	ギャラリー
畫廊	ギャラリー
耕作	農業
英特爾	intel
籃	バスケット
籃	かご
稅務	租税
稅務	租税
稅務	税金
稅務	税金
哥倫布	コロンブス
西瓜	スイカ
印章	切手
印章	スタンプ
印章	アザラシ
印章	封印
印章	印章
印章	シール
印章	押印
丸子	ボール
永生	不老不死
迷信	迷信
負荷	読み込む
負荷	ロード
負荷	読み込み
威士忌	ウィスキー
威士忌	ウイスキー
威士忌	ウィスキー
威士忌	ウイスキー
靜態	スタティック
熱火	ヒート
土豆	ポテト
土豆	ジャガイモ
土豆	じゃがいも
土豆	じゃがいも
土豆	ジャガイモ
土豆	ポテト
塗鴉	グラフィティ
塗鴉	落書き
蜱	ダニ
蜱	tick
收縮	陣痛
收縮	縮小
收縮	収縮
美援	usaid
彈簧	スプリング
公示	広報
公示	宣伝
自制	手作り
自制	自家製
鎧甲	アーマー
鎧甲	装甲
丸山	丸山
忠實	忠実
豬肉	豚肉
豬肉	ポーク
狹義	狭い
中風	ストローク
馬尾	ポニーテール
崇高	尊い
飛躍	飛躍
均勻	ユニフォーム
均勻	制服
未遂	未遂
遺忘	忘却
遺忘	忘却
謹慎	注意
歌舞伎	歌舞伎
控制權	コントロール
錘	ハンマー
錘	ハマー
篩選	フィルタ
篩選	フィルター
篩選	選考
篩選	スクリーニング
篩選	フィルタ
篩選	フィルター
香草	バニラ
博覽	エキスポ
劫掠	略奪
重逢	同窓会
重逢	再会
噴泉	噴水
噴泉	噴水
裸露	ヌード
裸露	全裸
絕地	ジェダイ
變態	変態
預估	予言
預估	予測
預估	予報
預估	予測
預估	見積もり
預估	推定
渾	フン
盲人	ブラインド
盲人	盲人
羚羊	アンテロープ
田納西州	テネシー
綠化	緑化
泗水	スラバヤ
鉀	カリウム
火藥	火薬
火藥	粉末
火藥	パウダー
盧布	ルーブル
盧布	ルーブル
遺失	ロスト
爆裂	バースト
爆裂	爆裂
心智	メンタル
羊毛	フリース
羊毛	ウール
泥土	土壌
泥土	ダート
多哥	トーゴ
激動	わくわく
激動	ワクワク
激動	興奮
刺刀	銃剣
造假	偽造
造假	贋作
畫像	肖像
畫像	ポートレート
畫像	縦長
輪迴	転生
所有者	オーナー
所有者	所有者
所有者	オーナー
所有者	所有者
解碼	デコード
解碼	解読
解碼	デコード
園藝	園芸
園藝	ガーデニング
園藝	庭園
幻象	蜃気楼
閃耀	磨き
閃耀	シャイニング
流利	流暢
信使	メッセンジャー
信使	messenger
信使	courier
監測	モニタリング
監測	監視
監測	モニター
監測	モニタ
濱田	浜田
創世	ジェネシス
怨恨	恨み
羽球	バドミントン
鴞	フクロウ
鴞	ふくろう
征服者	征服者
絲帶	リボン
絲帶	リボン
開朗	陽気
戶籍	住所
限期	締切
限期	締め切り
限期	期限
名流	セレブリティ
名流	有名人
引渡	引渡し
盔甲	アーマー
盔甲	装甲
盔甲	装甲
太監	宦官
太監	宦官
鈦	チタン
斷裂	骨折
斷裂	破壊
簡訊	sms
著陸	着陸
著陸	上陸
佛教徒	仏教徒
佛教徒	仏教徒
佛教徒	仏教
釘	ネイル
延後	延期
猶他	ユタ
水管	パイプ
水管	パイプス
脖子	ネック
開車	ドライブ
班長	分隊
沙子	砂塵
秋海棠	ベゴニア
比對	マッチング
比對	マッチ
比對	一致
化妝品	メイク
化妝品	化粧
形容詞	形容詞
形容詞	形容詞
可逆	可逆
創傷	トラウマ
創傷	外傷
產卵	産卵
含義	意味
地毯	ラグ
地毯	敷物
地毯	カーペット
地毯	じゅうたん
地毯	絨毯
鼻音	鼻音
長門	長門
一致性	一貫性
維生素	ビタミン
維生素	ビタミン
營救	救助
營救	レスキュー
冥王	ハーデース
韃靼	タタール
加沙	ガザ
勘察	測量
再婚	再婚
古蘭經	クルアーン
古蘭經	コーラン
古蘭經	コーラン
檢索	取得
美德	美徳
斬首	斬首
斬首	斬首
教訓	教訓
教訓	レッスン
教訓	授業
妊娠	妊娠
孫女	孫娘
猶他州	ユタ
男朋友	彼氏
男朋友	ボーイフレンド
護送	エスコート
護送	護送
橘色	orange
橘色	オレンジ
租戶	テナント
戈壁	ゴビ
暗戀	クラッシュ
撒哈拉	サハラ
畸形	変形
天明	天明
墳墓	墓所
墳墓	墓穴
校正	修正
校正	補正
校正	訂正
校正	校正
接吻	キス
接吻	接吻
江河	河川
發酵	発酵
石灰	石灰
石灰	ライム
有效率	効率
製圖	写像
製圖	マッピング
空洞	中空
手錶	時計
手錶	腕時計
手錶	腕時計
本能	本能
冷凍	フローズン
冷凍	凍結
冷凍	フリーズ
分居	別居
分居	分離
堅固	固体
賺取	獲得
賺取	稼ぐ
薪酬	報酬
薪酬	給与
罪惡	シン
罪惡	sin
催眠	催眠
催眠	睡眠薬
自動化	オートメーション
大都市	大都市
大都市	メトロポリス
品味	味見
品味	味覚
洗手間	トイレ
洗手間	便器
洗手間	風呂
洗手間	浴室
洗手間	トイレ
審計	監査
審計	監査
審計	監査
更少	少ない
赫爾辛基	ヘルシンキ
爬升	登る
漂浮	フローティング
漂浮	浮動
漂浮	フロート
漂浮	float
身後	後ろ
修飾	修飾
笑容	笑顔
笑容	スマイル
遊說	ロビー
內在	インサイド
內在	内側
內在	インナー
內在	内面
槭	acer
侏儒	ミゼット
侏儒	ドワーフ
侏儒	小人
通話	通話
通話	コール
人行道	歩道
人行道	舗装
老公	ダンナ
同班同學	クラスメート
同班同學	同級生
搶劫	強盗
咽	咽頭
飢餓	飢餓
飢餓	空腹
飢餓	飢え
飢餓	空腹
人魚	マーメイド
人魚	マーメイド
人魚	人魚
批次	バッチ
舒服	快適
舒服	快適
殺戮	キリング
靜止	停滞
負載	読み込む
負載	ロード
負載	読み込み
集群	クラスタ
道場	道場
兌換	利用
兌換	交換
無論如何	とにかく
裝載	読み込む
裝載	ロード
裝載	読み込み
裝載	ローディング
阿爾卑斯山	アルプス山脈
阿爾卑斯山	アルプス
假的	フェイク
視力	視力
視力	光景
十字路口	十字路
十字路口	交差点
十字路口	十字路
婁	ルー
神童	神童
煙草	タバコ
煙草	たばこ
獎盃	トロフィー
獎盃	トロフィー
酵母	酵母
農夫	農家
農夫	農家
誇張	誇張
稠密	濃密
傷口	傷口
門徒	弟子
門徒	弟子
槳	パドル
轉運	トランス
掠奪	略奪
馬克思主義	マルクス主義
異端	異端
異端	異説
相識	知り合い
相識	知人
相識	知り合い
相識	知人
牧野	牧野
展覽會	展示
展覽會	展示
濾波器	フィルタ
濾波器	フィルター
前沿	フロンティア
對流	対流
精子	精子
精子	精液
青銅	青銅
青銅	ブロンズ
賓州	ペンシルバニア
