और	ja
सदस्यता	jäsenyys
सदस्यता	tilausta
सदस्यता	tilaus
रिकार्ड	levy
रिकार्ड	kirjataan
रिकार्ड	ennätys
साझा	jakanut
साझा	jakoi
साझा	jaettu
साझा	jaetut
साझा	osuudet
साझा	osakkeita
साझा	osakkeet
स्वतन्त्रता	riippumattomuus
स्वतन्त्रता	itsenäisyyttä
स्वतन्त्रता	itsenäisyys
अधिकृत	valtuutettu
अधिकृत	sallittu
सापेक्ष	suhteellista
सापेक्ष	suhteellisesti
सापेक्ष	suhteellinen
सापेक्ष	sukulainen
विफल	epäonnistui
विफल	epäonnistunut
संदेह	epäilys
संदेह	epäilykset
संदेह	epäile
संदेह	epäilystä
संदेह	epäilyksiä
संदेह	epäilyjä
संदेह	epäilykset
संदेह	epäilyt
आग्रह	pyytää
आग्रह	pyynnön
आग्रह	pyyntö
आग्रह	pyyntöä
आग्रह	pyydä
कारोबार	yritys
कारोबार	liiketoiminta
कारोबार	liike
कारोबार	liiketoiminnan
कारोबार	business
रिंग	rengas
रिंग	sormus
रिंग	kehä
रिंग	soida
ऑपरेशन	toiminta
ऑपरेशन	toimenpide
ऑपरेशन	toiminto
ऑपरेशन	operaatio
आपसी	keskinäiset
आपसी	keskinäinen
आपसी	yhteiset
आपसी	vastavuoroisen
आपसी	yhteinen
आपसी	molemminpuolinen
पवन	tuulta
पवन	tuuli
पवन	tuulen
छूट	alennuksen
छूट	alennukset
छूट	alennusta
छूट	alennus
छूट	alennukset
छूट	alennuksia
बाधा	este
अमीर	emiraatti
अमीर	emir
अमीर	rikkaita
अमीर	rikkaat
अमीर	rich
अमीर	rikas
समतल	litteä
समतल	tasainen
समतल	lentokone
समतल	kone
बस्ती	kaupunki
कठिनाई	vaikeuksia
कठिनाई	vaikeudet
कठिनाई	vaikeus
पुर्तगाली	portugalia
पुर्तगाली	portugali
पुर्तगाली	portugalin
जड़	root
जड़	juuria
जड़	juuret
बौद्धिक	henkisen
बोस	bose
स्वर्ग	taivaaseen
स्वर्ग	taivas
स्वर्ग	taivaan
स्वर्ग	paratiisi
शासित	hallitsivat
शासित	hallitsi
चोपड़ा	chopra
प्रोटोकॉल	pöytäkirjan
प्रोटोकॉल	protokolla
प्रोटोकॉल	pöytäkirja
प्रोटोकॉल	pöytäkirjat
प्रोटोकॉल	protokolla
व्यय	viettää
व्यय	menoja
व्यय	menot
व्यय	kulut
व्यय	kulu
गणतंत्र	tasavalta
माया	mayan
माया	maya
तिब्बती	tiibetin
तिब्बती	tiibetin
आत्महत्या	itsemurha
संजय	sanjay
मतभेद	erot
मतभेद	eroja
मतभेद	erimielisyydet
अतिथि	vieraat
अतिथि	vieraita
अतिथि	vieras
अतिथि	vierasta
लें	ottaa
लें	ota
लें	otetaan
शानदार	loistava
शानदार	loistavaa
शानदार	loistava
डाक	mail
डाक	postia
डाक	posti
डाक	sähköposti
प्रतिद्वंद्वी	kilpailija
प्रतिद्वंद्वी	vastustajat
प्रतिद्वंद्वी	vastustajaa
प्रतिद्वंद्वी	vastustaja
प्रतिद्वंद्वी	vastustajien
प्रतिद्वंद्वी	vastustajat
प्रतिद्वंद्वी	vastustajia
मनु	manu
संयोग	sattuma
संयोग	sattumaa
कविताओं	runoja
तरंग	aallon
तरंग	aalto
उठाया	kasvatettu
उठाया	kasvatti
उठाया	nostettu
उठाया	kasvatit
उठाया	kasvanut
अंतराल	väli
पेटेंट	patentti
पेटेंट	patentin
क्रिस	chris
क्रिस	kris
क्रिस	cris
परिचित	tutut
परिचित	tuttu
परिचित	tuttua
परिचित	tuttuja
परिचित	tutulta
परिचित	tutut
परिचित	tuttuja
परिचित	tuttavat
परिचित	tuttavuus
इंडोनेशिया	indonesiassa
इंडोनेशिया	indonesian
इंडोनेशिया	indonesia
विश्वसनीय	luotettavat
विश्वसनीय	luotettava
विश्वसनीय	luotettavaa
विश्वसनीय	luotettava
विश्वसनीय	luottaa
विश्वसनीय	luotti
विश्वसनीय	luottanut
अब्दुल	abdul
तत्काल	heti
तत्काल	välittömästi
तत्काल	välitön
तत्काल	välitön
तत्काल	välittömät
तत्काल	kiireellinen
तत्काल	kiireellistä
चित्रकला	maalaus
चित्रकला	maalausta
चित्रकला	taulua
चित्रकला	taulu
पहलुओं	näkökohdat
पहलुओं	näkökohtia
गेट	portti
गेट	portille
गेट	portin
चैंपियनशिप	mestaruuden
चैंपियनशिप	mestaruus
बाबू	isä
पैदल	jalankulkijoiden
रहकर	jäämässä
राधा	radha
संतान	jälkeläinen
संतान	jälkeläisiä
जर्नल	päiväkirja
जर्नल	lehti
गुप्ता	gupta
लाखों	miljoonia
लाखों	miljoonat
मुखर्जी	mukherjee
खोला	avattu
खोला	avattiin
खोला	avasi
भाप	höyryä
बेस्ट	paras
बेस्ट	parhaat
बेस्ट	parhaiten
बेस्ट	best
बेस्ट	parasta
गलती	virhe
गलती	erehdys
भ्रूण	alkion
भ्रूण	sikiö
भ्रूण	sikiön
भ्रूण	sikiö
भंग	liuotetaan
चेक	tsekin
चेक	tšekin
ब्राजील	brasilia
ब्राजील	brasiliassa
ब्राजील	brasilian
राग	melody
तटीय	rannikon
तटीय	rannikko
सम्प्रदाय	lahko
ख्याति	mainetta
ख्याति	maine
ख्याति	kuuluisuus
पंजीकृत	rekisteröity
पंजीकृत	kirjattu
पंजीकृत	rekisteröityä
पंजीकृत	rekisteröidyt
वैध	pätevä
वैध	voimassa
वैध	kelpaa
वैध	kelvollinen
वैध	pätevyys
वैध	voimassaolo
टॉम	tomi
टॉम	tomille
टॉम	tom
जूनियर	nuorempi
जूनियर	junior
जूनियर	juniori
चुम्बकीय	magneettinen
चुम्बकीय	magneetti
बादशाह	king
बादशाह	kuningas
बादशाह	kunkku
रचनात्मक	luova
रचनात्मक	luovaa
मुखपृष्ठ	kotiin
मुखपृष्ठ	kodin
मुखपृष्ठ	kotona
मुखपृष्ठ	koti
ट्रस्ट	luottaa
ट्रस्ट	luottamusta
ट्रस्ट	luottamus
ट्रस्ट	luota
प्रस्तुति	esittelyssä
प्रस्तुति	esitys
प्रस्तुति	esittely
उपर	huippu
उपर	top
उपर	huippua
उपर	ylä
उपर	suosituimmat
धरोहर	kulttuuriperintö
धरोहर	perintöä
धरोहर	perintö
भूल	unholaan
अद्वितीय	ainutlaatuinen
अद्वितीय	ainutlaatuista
अद्वितीय	yksilöllinen
अद्वितीय	yksilölliset
सरकारों	hallitukset
सरकारों	hallitusten
खतरनाक	vaarallista
खतरनाक	vaarallinen
खतरनाक	vaaralliset
त्यौहार	juhla
त्यौहार	festivaali
त्यौहार	juhlaa
त्यौहार	festivaalit
परिमाण	suuruusluokka
परिमाण	parametreja
परिमाण	parametrit
परिमाण	muuttujat
संक्रमित	tartunnan
संक्रमित	tartunta
देखना	katsominen
देखना	katselu
देखना	kello
देखना	katso
ख़ास	erityiset
ख़ास	erityinen
ख़ास	erityistä
ख़ास	special
ख़ास	erikoinen
माँग	vaadi
माँग	kysyntä
माँग	vaatimus
माँग	kysyntää
माँग	kysynnän
स्पेनिश	espanjan
स्पेनिश	espanjalaiset
स्पेनिश	espanjalainen
स्पेनिश	espanja
स्पेनिश	espanjaa
महारानी	kuningatar
महारानी	queen
निरीक्षण	tarkastukset
निरीक्षण	tarkastuksen
निरीक्षण	tarkastus
जिम्मेदारी	velvollisuus
जिम्मेदारी	vastuu
जिम्मेदारी	vastuun
जिम्मेदारी	vastuuta
रंगमंच	teatteri
रंगमंच	teatteria
भारतीयों	intialaiset
भारतीयों	intiaaneja
भारतीयों	intiaanit
त्रुटि	virheitä
त्रुटि	virheet
त्रुटि	virhe
ऊँची	high
ऊँची	korkea
ऊँची	korkeat
ऊँची	korkealla
ज्यामिति	geometrian
आराम	rento
आराम	rennosti
आराम	mukavuutta
आराम	lohduttaa
आराम	lepo
आराम	lepää
आराम	levätä
आराम	lepoa
रवि	sudan
रवि	sudanin
रवि	aurinkoa
रवि	sun
रवि	auringon
रवि	aurinko
रवि	ravi
बेटा	beta
बेटा	beeta
बेटा	poika
टुकड़े	palasia
टुकड़े	kpl
टुकड़े	palat
क्रिस्टल	crystal
क्रिस्टल	kristalli
क्रिस्टल	kristallin
चौथा	neljäs
चौथा	neljänneksi
प्रसन्न	ilahtunut
प्रसन्न	jolly
प्रसन्न	hilpeä
प्रसन्न	tyytyväinen
प्रसन्न	iloinen
प्रसन्न	glad
प्रसन्न	hyvää
प्रसन्न	onnellinen
प्रसन्न	tyytyväinen
प्रसन्न	iloinen
सार	abstrakti
पड़ोसी	naapuri
पड़ोसी	naapurin
पड़ोसी	naapureita
पड़ोसी	naapurit
पड़ोसी	naapureita
पड़ोसी	naapurit
पड़ोसी	naapuri
पड़ोसी	naapurin
गाया	lauloi
भ्रम	hämmennystä
भ्रम	sekaannusta
भ्रम	sekaannus
भ्रम	sekavuus
भ्रम	illuusio
राजनेता	poliitikkoja
राजनेता	poliitikot
राजनेता	poliitikko
गोल्ड	kultaa
गोल्ड	kulta
गोल्ड	kullan
भिन्नता	ero
भिन्नता	erotus
भिन्नता	eroa
रविवार	sunnuntaina
रविवार	sunnuntaita
रविवार	sunnuntai
नाभिकीय	ydinvoima
अपवाद	poikkeukset
अपवाद	poikkeuksia
अपवाद	poikkeus
अपवाद	poikkeuksen
लिखना	kirjoittaminen
लिखना	kirjoitus
लिखना	kirjoittaa
लिखना	kirjoitusta
लिखना	kirjoittaa
लिखना	kirjoitus
पाप	syntiä
पाप	synti
पाप	synnin
जनक	vanhemman
जनक	vanhemmat
जनक	vanhempi
जनक	emo
जनक	vanhempaa
स्वचालित	automaattinen
स्वचालित	automaattisesti
स्वचालित	auto
स्वचालित	automaattinen
स्वचालित	automatisoitu
स्वचालित	automaattinen
स्वचालित	automaattisesti
स्वचालित	automaattiset
स्वचालित	automaatti
खेत	tila
खेत	maatila
खेत	maatilan
असाधारण	poikkeuksellisia
असाधारण	poikkeuksellinen
असाधारण	poikkeukselliset
असाधारण	poikkeuksellinen
असाधारण	poikkeuksellista
अपील	valitus
अपील	valituksen
दर्शक	katsoja
दर्शक	katsojaa
दर्शक	katsojan
दर्शक	yleisö
दर्शक	kohderyhmä
दर्शक	kohderyhmän
दर्शक	kohderyhmää
दर्शक	yleisöä
दर्शक	katsoja
दर्शक	katsojat
दर्शक	katsojia
इनपुट	syöte
इनपुट	syöttö
इनपुट	panos
सैकड़ों	sadat
सैकड़ों	satoja
पार्वती	parvati
क्लास	luokan
क्लास	luokka
लीला	leila
लीला	leela
कलात्मक	taiteellinen
मंगोल	mongolit
मंगोल	mongolian
शुभ	hyvää
शुभ	hyvä
स्वीकृत	hyväksytty
स्वीकृत	hyväksyttiin
स्वीकृत	hyväksytyt
स्वीकृत	hyväksytään
स्वीकृत	hyväksyy
स्वीकृत	hyväksytty
स्वीकृत	hyväksyttiin
स्वीकृत	hyväksynyt
स्वीकृत	hyväksytyt
बैटरी	akku
बैटरी	akun
बैटरी	patterit
बैटरी	paristot
बैटरी	akut
कहानियाँ	kertomuksia
कहानियाँ	tarinat
कहानियाँ	tarinoita
कहानियाँ	tarinoiden
असमर्थ	kykenemätön
पुष्प	kukat
पुष्प	kukkia
पुष्प	kukkaa
पुष्प	kukka
सुविधाएं	tilat
अक्षांश	leveys
अक्षांश	leveysaste
अक्षांश	leveyttä
मियामी	miami
मियामी	miamiin
मियामी	miamin
सम्पर्क	yhteyttä
सम्पर्क	yhteyshenkilö
सम्पर्क	yhteystiedot
सम्पर्क	yhteystietoja
सम्पर्क	yhteyksiä
सम्पर्क	yhteystiedot
दृश्यों	kulissien
दृश्यों	kohtauksia
दृश्यों	kohtaukset
श्वसन	hengitys
आतंकवाद	terrorismi
परिस्थिति	tilanne
लोकतंत्र	demokratia
लोकतंत्र	demokratiaa
लोकतंत्र	demokratian
उपलब्धि	saavutus
उपलब्धि	saavuttaminen
कुश्ती	painia
क्लिक	klikkaa
लेबल	etiketti
अकाल	nälänhätä
फैशन	muoti
फैशन	muotia
फैशन	muodin
पैलेस	palace
पैलेस	palatsi
नीला	sininen
नीला	siniset
नीला	sinistä
नीला	sini
पोर्ट	satama
पोर्ट	portti
पोर्ट	satamat
पोर्ट	satamia
पोर्ट	satamien
पोर्ट	satamat
विधेयक	laskuttaa
विधेयक	bill
विधेयक	lasku
बलों	voimia
बलों	joukot
बलों	voimat
स्टील	steel
स्टील	terästä
स्टील	teräs
स्टील	teräksen
स्टील	steele
रोशन	roshan
यूनान	kreikka
थोड़े	hieman
थोड़े	hiukan
ऑस्टिन	austin
एकड़	hehtaarin
सेकंड	sekuntia
सेकंड	sekunnin
सेकंड	toisena
सेकंड	toiseksi
सेकंड	toinen
अवयव	komponentti
अवयव	komponentin
अवयव	elementti
आलेख	momentti
आलेख	artikkeli
आलेख	artikla
आलेख	artikkelit
आलेख	artikkeleita
आलेख	artiklat
आलेख	kaavio
आलेख	kuvio
दिव्य	jumalainen
दिव्य	jumalallinen
फ्लोरिडा	floridassa
फ्लोरिडा	floridaan
फ्लोरिडा	florida
फ्लोरिडा	floridasta
फ्लोरिडा	floridan
नली	letku
पूर्वोत्तर	koillis
पूर्वोत्तर	koilliseen
साक्ष्य	näyttö
साक्ष्य	todisteet
साक्ष्य	todistusaineisto
साक्ष्य	todisteita
कहाँ	missä
कहाँ	jossa
आवरण	kansi
आवरण	kattaa
आवरण	kannen
आवरण	suojaa
निकला	johdettu
आंकड़े	tilastot
आंकड़े	tilastoja
आंकड़े	tilastotietoja
आंकड़े	tilastotiedot
आंकड़े	tilastot
आंकड़े	tilastojen
आंकड़े	tilastoja
आंकड़े	lukuja
आंकड़े	luvut
उपदेश	saarnaa
उपदेश	saarna
उपदेश	saarnata
उपदेश	saarnaa
एकीकरण	integraatio
एकीकरण	integrointi
एकीकरण	yhdentymistä
एकीकरण	yhdentyminen
फोटो	kuvaa
फोटो	kuva
फोटो	valokuva
फोटो	valokuvat
फोटो	kuvia
फोटो	kuvat
फोटो	valokuvia
फोटो	kuvien
चोरी	varastettu
चोरी	varastettua
चोरी	varastettiin
चोरी	varastetut
चोरी	varkaus
चोरी	varastaminen
चोरी	varastaa
चोरी	varasta
चोरी	varastaa
सिंहासन	valtaistuimen
आचरण	käyttäytyminen
आचरण	käytös
हरी	vihreä
हरी	vihreät
हरी	vihreää
हरी	hari
शरण	turvapaikka
परिकल्पना	hypoteesi
परिकल्पना	olettamus
बयान	julkilausuma
बयान	lausunto
बयान	lausuma
मुंह	suun
मुंह	suu
विनाश	hävittäminen
विनाश	tuho
विनाश	tuhoa
विनाश	tuhoaminen
पाक	pak
एजेंट	agentti
बेल्जियम	belgia
बेल्जियम	belgian
वितरित	toimitetaan
वितरित	toimitettu
वितरित	toimitettiin
वितरित	jaettu
वितरित	jaetut
श्रेणियाँ	guild
श्रेणियाँ	luokat
शाब्दिक	kirjaimellisesti
आतंकवादी	terroristit
आतंकवादी	terrorismi
आतंकवादी	terrori
आतंकवादी	terroristi
आतंकवादी	terroristit
आतंकवादी	terroristeja
आतंकवादी	terroristien
प्रतिबंधित	rajoittaa
प्रतिबंधित	rajoita
प्रतिबंधित	rajoitetut
प्रतिबंधित	rajoitettu
प्रतिबंधित	rajattu
प्रतिबंधित	estetty
प्रतिबंधित	kielletty
साथियों	kollegat
न्यूटन	newton
पारस्परिक	keskinäiset
पारस्परिक	keskinäinen
पारस्परिक	yhteiset
पारस्परिक	vastavuoroisen
पारस्परिक	yhteinen
पारस्परिक	molemminpuolinen
अद्यतन	päivittää
अद्यतन	päivitä
अद्यतन	päivitys
अद्यतन	päivityksiä
अद्यतन	päivitykset
बैठे	istuva
बैठे	istunto
बैठे	istunnon
बैठे	istuu
पारम्परिक	perinteisiä
पारम्परिक	perinteiset
पारम्परिक	perinteinen
सिक्किम	sikkim
प्रशिक्षित	koulutettu
पारिस्थितिकी	ekologia
पारिस्थितिकी	ekologinen
सैद्धांतिक	teoreettinen
स्पेनी	espanjan
स्पेनी	espanjalaiset
स्पेनी	espanjalainen
स्पेनी	espanja
स्पेनी	espanjaa
पौधा	kasvi
पौधा	voimala
पौधा	tehdas
माई	mai
संलग्न	liittää
संलग्न	kiinnitä
संलग्न	liitä
संलग्न	liitetty
संलग्न	kiinnitetty
संलग्न	liitteenä
होम	kotiin
होम	kodin
होम	kotona
होम	koti
होम	koteihin
होम	koteja
सिक्के	kolikot
सिक्के	kolikoita
काउंसिल	neuvosto
ट्यूब	putken
ट्यूब	putki
ट्यूब	letku
अवलोकन	yleiskuvaus
अवलोकन	yleiskatsaus
अवलोकन	yleiskuva
अवलोकन	katsaus
अवलोकन	havainto
अवलोकन	tarkkailu
नमूने	yksilöt
नमूने	yksilöiden
नमूने	näytteiden
नमूने	näytteitä
नमूने	näytteet
बन्द	kiinni
बन्द	suljettu
बन्द	lähellä
बन्द	sulje
कब	kun
कब	milloin
तारीख	päivämäärä
तारीख	päiväys
तारीख	treffit
एकदम	ehdottomasti
समावेश	sisällyttäminen
समावेश	osallisuus
समावेश	osallisuutta
खुदाई	kaivaus
खुदाई	kaivetaan
खुदाई	kaivaa
खुदाई	poraus
भरत	bharat
फलों	hedelmistä
फलों	hedelmät
फलों	hedelmiä
वस्तुएँ	erät
वस्तुएँ	kohdat
वस्तुएँ	kohteita
वस्तुएँ	kohteet
वस्तुएँ	esineitä
वस्तुएँ	esineet
वस्तुएँ	kohteet
हमलों	iskujen
हमलों	hyökkäykset
हमलों	iskut
हमलों	iskee
बीस	kaksikymmentä
शिकायत	valitukset
शिकायत	valituksia
शिकायत	valitus
शिकायत	valitukset
शिकायत	kantelun
शिकायत	kantelu
शिकायत	valittaa
सफाई	puhtaus
सफाई	puhdistaminen
सफाई	siivous
सफाई	pesu
सफाई	puhdistus
टेलीविज़न	televisioiden
टेलीविज़न	tv
टेलीविज़न	televisio
अन्ना	anna
विन्यास	asetukset
विन्यास	kokoonpano
विन्यास	asetukset
ध्रुवीय	polar
ध्रुवीय	napa
पार्श्व	sivusta
पार्श्व	puoli
पार्श्व	puolella
पार्श्व	side
घड़ी	kellon
घड़ी	kello
रोशनी	valot
रोशनी	valoja
रोशनी	kevyt
रोशनी	valoa
रोशनी	valo
रोशनी	light
आलोचक	kriitikko
रखरखाव	huolto
रखरखाव	kunnossapito
रखरखाव	ylläpito
डीएनए	dna
नाना	mummi
स्पर्श	koske
स्पर्श	koskea
स्पर्श	koskettaa
स्पर्श	kosketus
स्पर्श	kosketa
गणितज्ञ	matemaatikko
वनों	metsän
वनों	metsät
वनों	metsää
वनों	metsä
वनों	metsät
वनों	metsien
वनों	metsä
कृतियाँ	kirjoitukset
कृतियाँ	kirjoituksia
कृतियाँ	mestariteoksia
जीते	voitin
जीते	voitti
जीते	voittanut
कबीर	kabir
हानिकारक	haitallista
हानिकारक	haitallinen
हानिकारक	haitallisia
हानिकारक	haitalliset
हानिकारक	haitallista
आमंत्रित	kutsuttu
आमंत्रित	kutsui
हिन्दुस्तान	hindustan
पीला	keltainen
पीला	keltaisia
पीला	keltaiset
सीधी	suoraan
सीधी	hetero
सीधी	suorat
सीधी	suora
किलो	kilon
किलो	kilo
बादल	pilviä
बादल	pilvistä
बादल	pilvet
बादल	pilven
बादल	pilvi
चंद्रमा	kuuta
चंद्रमा	kuu
चंद्रमा	kuun
चंद्रमा	moon
कोयला	hiilen
कोयला	hiili
कोयला	kivihiili
कोयला	hiili
कोयला	hiiltä
संवैधानिक	perustuslaillinen
पादप	kasvi
पादप	voimala
पादप	tehdas
चौड़ाई	leveys
उपयोगिता	hyöty
उपयोगिता	käytettävyyttä
प्रमेय	lause
संवेदनशील	herkkää
संवेदनशील	herkät
संवेदनशील	herkkä
मान्य	pätevä
मान्य	voimassa
मान्य	kelpaa
मान्य	kelvollinen
अनुसूचित	ajoitettu
सम्पन्न	valmis
सम्पन्न	valmiit
सम्पन्न	päättynyt
सम्पन्न	tehty
सम्पन्न	done
हॉलीवुड	hollywoodiin
हॉलीवुड	hollywood
हॉलीवुड	hollywoodin
हॉलीवुड	hollywoodissa
शहीद	marttyyri
तेज़	nopeammin
तेज़	nopeampi
तेज़	nopeaa
तेज़	nopea
तेज़	nopeasti
पीछा	jahtaa
पीछा	chase
विकासशील	kehittymässä
विकासशील	kehittää
विकासशील	kehittyy
विकासशील	kehitetään
विकासशील	kehittyvät
विकासशील	kehittäminen
अल्प	alp
अल्प	lievä
फंड	rahaston
फंड	rahasto
नाक	nenä
नाक	nenän
नाक	nenää
बाई	bai
राणा	rana
निवेदन	pyyntöjä
निवेदन	pyynnöt
निवेदन	pyytää
निवेदन	pyynnön
निवेदन	pyyntö
निवेदन	pyyntöä
निवेदन	pyydä
ब्रायन	brian
ब्रायन	brianin
ब्रायन	bryan
अनुभाग	jakso
अनुभाग	pääluokka
अनुभाग	jaksot
बीसवीं	twentieth
रंगीन	värikäs
रंगीन	värikästä
रंगीन	värillinen
रंगीन	värikäs
रंगीन	värikästä
अपेक्षित	odotettavissa
अपेक्षित	odotettu
अपेक्षित	odotetaan
अपेक्षित	odotettiin
मूलभूत	oletus
मूलभूत	oletukset
मूलभूत	perus
विभागों	osastot
अदा	maksa
अदा	palkka
अदा	maksaa
अदा	maksettava
जिम	sali
जिम	salille
जिम	salin
जिम	kuntosali
जिम	jim
जिम	jukka
एटा	eta
पूछा	pyydetty
पूछा	kysyttiin
पूछा	pyysi
पूछा	kysyi
पूछा	kysytty
कहानियां	kertomuksia
कहानियां	tarinat
कहानियां	tarinoita
कहानियां	tarinoiden
उत्पादित	tuotetut
उत्पादित	tuotettu
उत्पादित	tuottanut
दोषी	syyllinen
ज्वर	kuume
ज्वर	kuumetta
क्रिसमस	joulu
क्रिसमस	joulua
क्रिसमस	joulun
क्रिसमस	jouluna
राहत	helpotusta
राहत	helpotus
रखें	säilytä
रखें	pidä
भंडार	säilytys
भंडार	varastointi
भंडार	varasto
गार्डन	puutarha
गीतकार	sanoittaja
कार्टून	piirretty
कार्टून	sarjakuva
फ़्रांस	ranska
फ़्रांस	ranskan
व्यंग्य	parodia
ठंडा	kylmä
ठंडा	kylmää
ठंडा	kyl
पत्थरों	kiviä
पत्थरों	kivet
पत्थरों	kivistä
अक्ष	akselin
अक्ष	akseli
इमारतें	rakennusten
इमारतें	kiinteistöt
इमारतें	rakennukset
इमारतें	rakennuksia
पन्ने	sivujen
पन्ने	sivuja
पन्ने	sivut
मोदी	modi
एपिसोड	jaksoista
एपिसोड	jaksot
एपिसोड	jakso
एपिसोड	jakson
मैक	mac
आकलन	arvioinnit
आकलन	arviointeja
आकलन	arvailua
मध्यकालीन	keskiaikainen
पर्यावरणीय	ympäristön
पर्यावरणीय	ympäristö
पसंदीदा	suosikki
पसंदीदा	lempi
पसंदीदा	suosikki
पसंदीदा	lempi
पसंदीदा	suosikit
अनुयायी	seuraajat
अनुयायी	seuraajia
अनुयायी	seuraajaa
मुकदमा	oikeudenkäyntiä
मुकदमा	oikeudenkäynnin
मुकदमा	oikeudenkäynti
मुकदमा	haastaa
कार्ल	carl
वियतनाम	vietnamin
वियतनाम	vietnam
वियतनाम	vietnamiin
वियतनाम	vietnamissa
तलवार	lance
तलवार	miekkaa
तलवार	miekan
तलवार	miekka
तुलनात्मक	vertaileva
उत्पादक	tuottava
उत्पादक	tuottavia
उत्पादक	tuottaja
उत्पादक	valmistaja
उत्पादक	valmistajan
आयरिश	irlanti
आयरिश	irish
आयरिश	irlantilaiset
आयरिश	irlannin
आयरिश	irlantilainen
अभिलेख	arkistosta
अभिलेख	arkistoon
अभिलेख	arkisto
अभिलेख	arkistot
अभिलेख	arkiston
अभिलेख	arkistojen
अभिलेख	arkistoja
अभिलेख	arkisto
अभिलेख	arkistot
राजकुमारी	prinsessa
अनुचित	epäoikeudenmukainen
अनुचित	epäreilua
अनुचित	sopimaton
अनुचित	sopimatonta
कल	huomenna
कल	huominen
कल	eilisen
कल	eilinen
कल	eilen
इनकार	kieltää
इनकार	kiistää
इनकार	kiellä
प्रतिकूल	haitallinen
प्रतिकूल	vihamielisiä
प्रतिकूल	vihamielinen
नींद	uni
नींद	nuku
नींद	nukkua
कार्यान्वयन	toteuttaminen
कार्यान्वयन	täytäntöönpanon
कार्यान्वयन	täytäntöönpanoa
कार्यान्वयन	täytäntöönpano
कार्यान्वयन	toteutus
बाँध	dam
बाँध	pato
विवादास्पद	kiistanalainen
विवादास्पद	ristiriitainen
विवादास्पद	kiistanalaista
कथानक	skenaario
प्रभुत्व	määräävä
बेहतरीन	paras
बेहतरीन	parhaat
बेहतरीन	parhaiten
बेहतरीन	best
बेहतरीन	parasta
बेहतरीन	erinomainen
वायुमंडल	ilmakehä
वायुमंडल	ilmapiiri
वायुमंडल	tunnelma
वायुमंडल	tunnelmaa
यथार्थ	real
यथार्थ	todellinen
यथार्थ	oikea
यथार्थ	aito
यथार्थ	todellista
रहस्य	salaisuuksia
रहस्य	salaisuudet
रहस्य	arvoitus
रहस्य	mysteeri
रहस्य	salaisuuden
रहस्य	salaista
रहस्य	salainen
रहस्य	salaisuus
फसलों	viljelykasvien
वृत्त	ympyrää
वृत्त	piireissä
वृत्त	ympyrää
वृत्त	kehä
वृत्त	ympyrä
रुपए	rupiaa
रुपए	rupia
मोक्ष	pelastusta
मोक्ष	pelastus
मोक्ष	pelastuksen
पूरक	täydennettävä
पूरक	täydennetään
पूरक	täydennys
पूरक	täydentävät
पूरक	täydentää
पूरक	täydennetään
पूरक	täydentää
स्पेस	tila
स्पेस	avaruus
स्पेस	tilaa
स्पेस	space
नाटकीय	dramaattinen
नाटकीय	dramaattista
वाशिंगटन	washingtonissa
वाशिंगटन	washingtonin
वाशिंगटन	washington
बर्लिन	berliinin
बर्लिन	berliini
बर्लिन	berliinissä
बर्लिन	berliiniin
रद्द	peruutettu
रद्द	peruttu
रद्द	peruutettu
रद्द	perui
रद्द	peruttu
रद्द	peruutettu
रद्द	kumottu
पैटर्न	kuviot
पैटर्न	kuvioita
पैटर्न	kaava
पैटर्न	kuvio
गोल्डन	golden
गोल्डन	kultaiset
गोल्डन	kultainen
प्रभु	lordin
प्रभु	herra
प्रभु	lordi
खण्ड	jaksot
खण्ड	jakso
खण्ड	pääluokka
खण्ड	segmentin
नेत्र	silmä
नेत्र	eye
नेत्र	silmät
पोप	paavin
पोप	paavi
पोप	pope
लायक	arvoinen
लायक	kannattaa
गरीबी	köyhyyden
गरीबी	köyhyyteen
गरीबी	köyhyys
गरीबी	köyhyyttä
सांता	pukki
सांता	santa
संगणक	tietokoneet
संगणक	tietokone
संगणक	tietokoneen
रूचि	edut
रूचि	etua
रूचि	korko
रूचि	korot
रूचि	kiinnostus
रेगिस्तान	aavikkoa
रेगिस्तान	aavikon
रेगिस्तान	desert
रेगिस्तान	aavikot
व्यायाम	liikunta
व्यायाम	liikunnan
व्यायाम	liikuntaa
व्यायाम	harjoitus
एट	söivät
एट	söi
भीतरी	sisäinen
पूर्ववर्ती	edeltäjänsä
सेनाओं	armeijat
इंजीनियर	insinööri
भंडारण	säilytys
भंडारण	varastointi
भंडारण	varasto
रोल	roll
रोल	rullaa
रहमान	rahman
रहमान	armollinen
मुफ्त	ilmaista
मुफ्त	ilmainen
मुफ्त	vapaa
मुफ्त	free
मुफ्त	ilmaiseksi
लवण	suolat
तूफान	myrsky
तूफान	myrskyn
तूफान	myrskyä
तूफान	storm
बलि	mestauksen
वर्णमाला	aakkoset
वर्णमाला	aakkosellinen
लम्बा	pitkä
टर्मिनल	terminaali
उद्धृत	lainattu
दुबई	dubai
पावर	teho
पावर	power
पावर	voima
पावर	voimia
पावर	valta
पावर	valtaa
भूत	ghost
भूत	haamu
भूत	kummitus
भूत	aave
भूत	aaveita
भूत	aaveet
भूत	haamuja
भूत	haamut
चिंतन	meditaatio
चिंतन	muusa
क्यूबा	kuubasta
क्यूबा	kuubaan
