トッド	טוד
サムスン	סמסונג
ルネッサンス	הרנסאנס
ルネッサンス	הרנסנס
足場	פיגומים
谷間	עמק
谷間	ואלי
谷間	העמק
金堂	קונדו
グリフィス	גריפית
ダリ	דאלי
交尾	ההזדווגות
交尾	הזדווגות
伝言	ההודעה
伝言	מסר
伝言	הודעה
武士道	בושידו
タブー	איסורים
タブー	טאבו
ニーナ	נינה
サーフィン	לגלוש
サーフィン	גולש
サーフィン	גלישה
サーフィン	גלישה
シリウス	סיריוס
アンドロイド	android
アンドロイド	אנדרואיד
憎悪	שנאה
憎悪	שונא
憎悪	שונא
憎悪	שנאה
憎悪	שונאת
憎悪	שונא
憎悪	שונאת
シャドー	הצל
シャドー	שאדו
シャドー	צל
花崗岩	גרניט
メソポタミア	מסופוטמיה
サガ	סאגה
球面	כדור
球面	ספירה
モリソン	מוריסון
まっすぐ	סטרייט
まっすぐ	ישר
弁論	רהיטות
フランキー	פרנקי
イタズラ	מתיחה
ホプキンス	הופקינס
えりか	אריקה
購読	מנוי
購読	מנויים
購読	מנוי
購読	מינוי
アクシデント	תאונה
井手	ide
クルマ	הרכב
クルマ	מכונית
クルマ	רכב
変性	התנוונות
傾き	מדרון
傾き	הטה
傾き	המדרונות
潰し	לנפץ
潰し	ריסוק
宣誓	שבועה
宣誓	שבועת
エルヴィス	אלוויס
エルヴィス	אלביס
衣類	בגד
シリコン	סיליקון
シリコン	הסיליקון
証書	תעודה
お化け	ghost
お化け	גוסט
拳法	קנפו
恐ろしい	נורא
恐ろしい	נוראי
恐ろしい	איומה
恐ろしい	נוראית
ご飯	רייס
ご飯	אורז
ビーバー	ביבר
ビーバー	בונה
ビーバー	הבונים
ビーバー	בונים
パーマ	סלסול
行き先	היעד
行き先	ליעד
行き先	יעד
狩人	הנטר
狩人	האנטר
狩人	צייד
フィーチャー	תכונה
雲南省	יונאן
グルコース	גלוקוז
パラドックス	פרדוקס
ヒョウ	הנמרים
ヒョウ	נמרים
ヒョウ	נמר
クレイジー	מטורפת
クレイジー	טירוף
クレイジー	משוגעת
クレイジー	מטורף
クレイジー	משוגע
平民	פשוטי
アミューズ	לשעשע
公理	אקסיומה
ニコン	ניקון
評定	הערכה
服従	צייתנות
