majeurs	majors
prévenir	předcházet
batman	batman
batman	batmana
tibétain	tibetské
carmen	carmen
jungle	džungli
jungle	džungle
assomption	assomption
assomption	předpoklad
assomption	domněnka
condamnation	odsouzení
condamnation	odsouzení
condamnation	odsouzení
condamnation	usvědčení
condamnation	přesvědčení
condamnation	odsouzení
condamnation	usvědčení
condamnation	přesvědčení
légitime	oprávněný
légitime	legitimní
légitime	legální
légitime	legitimní
biodiversité	biodiverzity
lys	lilie
lys	lilie
lys	lily
lys	lys
rail	železniční
rail	železnice
rail	kolejnice
disparus	zmizela
disparus	zmizel
cou	krk
cou	šíje
cou	krku
cou	krky
cou	šíje
accidents	havárie
accidents	nehody
accidents	nehod
accidents	havárie
accidents	spadne
blois	blois
kazakhstan	kazachstán
spectre	přízrak
spectre	strašidlo
spectre	spektra
spectre	spektrum
spectre	spektra
spectre	spektrum
spectre	přízrak
spectre	strašidlo
spectre	spectre
ajoutant	přidání
ajoutant	přidávám
ajoutant	přidávání
transcription	přepis
transcription	přepis
nouvellement	nově
violoniste	houslista
violoniste	šumař
achille	achille
achille	achilles
édit	edikt
édit	výnos
tag	označit
tag	tag
tag	značka
tag	označení
profiter	užívá
profiter	užíváme
publicitaire	reklamní
publicitaire	reklamy
publicitaire	reklama
publicitaire	inzerce
sandra	sandro
sandra	sandra
una	una
hésite	váhat
élémentaire	elementární
élémentaire	základní
élémentaire	elementární
élémentaire	základní
recrutement	nábor
recrutement	nábor
rohan	rohan
procédures	postupy
procédures	procedury
procédures	postupů
présidé	předsedal
terminal	terminál
terminal	terminálu
explorer	zkoumání
explorer	objevování
explorer	prozkoumat
explorer	explorer
explorer	průzkumník
partition	skóre
couples	dvojice
couples	páry
ana	ana
reconnus	uznáno
reconnus	uznávaný
reconnus	uznána
reconnus	uznávané
reconnus	uznané
reconnus	uznala
reconnus	uznal
reconnus	uznáno
reconnus	poznal
reconnus	uznávané
reconnus	uznané
plastiques	plastů
plastiques	plasty
plastiques	plastové
plastiques	plast
plastiques	plasty
violation	porušení
violation	porušování
violation	porušení
violation	trhlina
violation	narušení
conservateurs	konzervativci
conservateurs	kurátoři
conservateurs	konzervativní
rappel	připomínka
rappel	připomenutí
incarne	ztělesňuje
plats	plochý
plats	byt
plats	ploché
plats	plochá
plats	pokrmy
plats	nádobí
neuchâtel	neuchâtel
cameron	cameron
cameron	cameronová
miracle	zázrak
amédée	amédée
gène	gene
gène	gen
formés	trénoval
cfa	cfa
deutsche	deutsche
anarchiste	anarchista
indo	indo
graphiques	grafy
graphiques	grafické
graphiques	grafika
graphiques	grafický
graphiques	tabulky
graphiques	grafy
graphiques	grafika
monétaire	měnová
monétaire	měnové
monétaire	měnový
monétaire	peněžní
charlemagne	charlemagne
monique	monique
parallèles	souběžné
parallèles	souběžně
parallèles	paralelní
parallèles	paralely
créature	stvoření
créature	tvor
accusations	obvinění
accusations	obvinění
accusations	obviňování
apporté	přinesla
apporté	přinesl
négatif	záporné
négatif	negativní
juger	judge
juger	soudce
juger	soudkyně
juger	soudit
résidents	bydliště
résidents	rezident
résidents	obyvatelé
provoqué	vyprovokoval
provoqué	vyvolané
provoqué	vyvolaných
opérateurs	operátory
opérateurs	operátoři
opérateurs	provozovatelé
toiles	plátna
toiles	plátno
toiles	látky
toiles	textilie
toiles	tkaniny
toiles	malby
toiles	obrazy
martínez	martinez
martínez	martínez
albanie	albánie
thé	čaje
thé	čaj
thé	tea
assister	zúčastnit
unit	jednotka
unit	unit
enregistrés	zaznamenáno
enregistrés	nahraný
enregistrés	zaznamenané
enregistrés	nahrané
enregistrés	zapsaný
enregistrés	registrované
enregistrés	zapsané
enregistrés	registrovaná
enregistrés	registrovaný
enregistrés	zachránil
enregistrés	uložená
enregistrés	uložených
enregistrés	zachráněn
enregistrés	uložené
enregistrés	uloženo
connexion	přihlásit
connexion	přihlášení
connexion	připojuji
connexion	připojení
connexion	spojení
connexion	připojení
connexion	souvislost
connexion	propojení
connexion	připojit
connexion	propojit
briques	cihly
briques	cihel
briques	cihla
briques	brick
opinions	stanoviska
opinions	posudky
opinions	názory
distribué	distribuován
tranche	plátek
tranche	splátka
brothers	bratry
brothers	bratři
bonnet	kapotu
bonnet	kapoty
sul	sul
partisan	stranické
dumas	dumas
coque	trup
coque	trupu
cloud	oblak
cloud	mrak
cloud	cloud
confié	svěřil
confié	pověřené
confié	pověřený
boutique	shop
boutique	obchod
boutique	prodejna
boutique	butiku
boutique	obchod
boutique	obchodu
knight	knight
knight	rytíři
knight	rytíř
accuse	obviňuje
accuse	obviní
accuse	obviňuje
accuse	obvinit
colloque	sympozium
colloque	kolokvium
suspendu	suspenze
suspendu	pozastavení
suspendu	zavěšení
suspendu	pozastavena
suspendu	suspendován
suspendu	pozastaveno
felix	felixe
felix	felix
under	pod
diffuse	rozptýlené
diffuse	difúzní
mare	mare
exigences	požadavky
exigences	požadavky
homonyme	jmenovec
castro	castro
inventé	vymyšlená
inventé	vynalezl
inventé	smyšlený
inventé	vymyšlený
sidney	sidney
ténor	tenor
aveugle	slepý
aveugle	slepé
aveugle	slepá
ferry	trajekt
espionnage	špionáž
espionnage	špionážní
espionnage	špión
espionnage	špion
espionnage	špionážní
espionnage	špionáž
espionnage	špionáže
vies	žije
vies	životy
vies	životů
segment	segment
segment	segmentu
roulant	rolling
roulant	válcování
tabac	kouří
tabac	kouření
tabac	tabáku
tabac	tabák
scalemajor	scalemajor
palace	palác
palace	palace
libérale	liberální
timeaxis	timeaxis
étendre	prodloužit
étendre	rozšířit
étendre	rozbalit
étendre	rozšířit
tutelle	opatrovnictví
monarque	monarcha
réunions	setkání
réunions	schůze
réunions	zasedání
réunions	schůzky
nbc	nbc
butler	butler
butler	komorník
butler	sluha
tissus	látky
tissus	textilie
tissus	tkaniny
tissus	textilie
tissus	látka
tissus	tkaniny
suffisante	dostačující
suffisante	dostatečná
suffisante	postačující
suffisante	dostatečný
suffisante	dostatečné
spencer	spencer
spencer	spencera
dépasser	předjíždění
connecticut	connecticutu
afficher	ukázat
afficher	zobrazit
afficher	představení
afficher	show
afficher	zobrazení
afficher	displej
afficher	zobrazit
afficher	zobrazení
afficher	zobrazit
afficher	výhled
afficher	pohled
dominante	dominantní
dominante	dominanci
entités	subjekty
sélectionnés	vybrán
sélectionnés	vybraná
sélectionnés	vybráno
sélectionnés	vybrané
sélectionnés	vybraný
pensez	mysli
hercule	herkules
hercule	hercule
forcé	donutil
forcé	donucen
forcé	nucené
forcé	vynucené
zur	zur
solde	rovnováha
solde	zůstatku
solde	vyvážení
solde	rovnováhu
solde	bilance
solde	zůstatek
récolte	sklizně
récolte	sklizeň
récolte	plodin
récolte	úroda
récolte	plodiny
récolte	sklizně
récolte	sklizeň
gustav	gustav
gustav	gustave
attaqué	napaden
attaqué	napadena
attaqué	napadl
attaqué	napadli
oregon	oregonu
apprécié	líbilo
apprécié	ocenil
apprécié	užil
cape	cape
cape	mys
cape	plášť
diff	rozdíl
diff	diff
infos	info
infos	informace
infos	informace
infos	informování
monté	namontované
artificielle	umělý
artificielle	umělé
artificielle	uměle
artificielle	umělá
jésuite	jezuité
jésuite	jezuita
voyageur	cestující
voyageur	pasažér
voyageur	cestovatel
voyageur	cestovatel
traitements	léčba
traitements	ošetření
leslie	leslie
serpents	hadi
serpents	hady
serpents	hadů
serpents	hada
serpents	hadí
serpents	had
entourage	doprovod
cuir	kožené
cuir	kůže
reporter	reportér
reporter	reportérka
reporter	novinář
imagesize	imagesize
utah	utahu
carnaval	karneval
location	půjčovny
location	pronájem
location	půjčovna
condamnés	odsouzený
condamnés	usvědčen
condamnés	odsouzen
condamnés	odsouzen
condamnés	odsouzený
condamnés	odsouzeni
condamnés	odsouzena
condamnés	odsouzen
condamnés	trestanci
cacher	skrýt
cacher	schovat
cacher	skrývá
cacher	skrývání
come	pojď
neuilly	neuilly
intrigue	intriky
plotarea	plotarea
kentucky	kentucky
schneider	schneider
ned	ned
ned	neda
probabilité	pravděpodobnost
probabilité	pravděpodobnost
probabilité	pravděpodobnosti
matériels	hardware
matériels	železářství
académique	akademické
académique	akademický
roll	roll
accusation	obvinění
accusation	obžaloba
accusation	obvinění
accusation	obžaloba
accusation	žaloba
accusation	stíhání
châssis	podvozek
châssis	podvozku
responsabilités	odpovědnosti
responsabilités	zodpovědnost
responsabilités	povinnosti
responsabilités	odpovědnost
responsabilités	zodpovědnost
responsabilités	odpovědnost
lyrique	lyrické
lyrique	text
lyrique	texty
laser	laserem
laser	laser
laser	laserové
minimale	minimální
minimale	minimum
minimale	minimálně
minimale	minimální
composant	složka
composant	komponent
sérieusement	vážně
noté	hodnocen
noté	jmenovité
noté	jmenovitý
noté	zaznamenáno
noté	poznamenal
noté	zaznamenána
sauvetage	záchrana
sauvetage	záchranu
existé	existovala
existé	existovalo
existé	existoval
existé	existovaly
nina	nina
nina	nino
doigts	prsty
doigts	prst
détruits	zničeno
détruits	zničen
détruits	zničena
convoi	konvoje
convoi	konvoj
atterrissage	přístaviště
atterrissage	přistání
blaise	blaise
encre	inkoustu
encre	inkoust
remplir	vyplnit
remplir	naplnit
progressiste	postupné
progressiste	progresivní
invitation	pozvání
invitation	pozvat
invitation	pozvánka
invitation	pozvání
invitation	pozvánka
invitation	pozvánku
technologique	technologii
technologique	technologie
technologique	technika
technologique	technologický
technologique	technologická
technologique	technologické
souffre	trpět
souffre	trpí
souffre	trpí
cercles	kruhy
cercles	kroužky
arche	archu
arche	archy
arche	archa
arche	arše
arche	arch
arche	oblouk
collaborateurs	spolupracovníky
collaborateurs	kolegy
collaborateurs	spolupracovníci
collaborateurs	kolegové
collaborateurs	kolaboranty
collaborateurs	spolupracovníci
collaborateurs	zaměstnanců
collaborateurs	zaměstnancům
collaborateurs	zaměstnance
collaborateurs	zaměstnanci
collaborateurs	přispěvatelé
restaurants	restaurace
restaurants	restaurací
viaduc	viadukt
gravures	rytina
gravures	rytiny
émergence	vznik
gratuit	volná
gratuit	volné
gratuit	volný
gratuit	free
gratuit	zdarma
préférence	přednost
préférence	preference
préférence	raději
préférence	přednost
alabama	alabamě
stan	stan
stan	stane
queensland	queenslandu
holstein	holštýnsko
escalade	escalade
escalade	lezení
claudia	claudia
claudia	claudie
allusion	nápověda
alla	alla
mécanismes	mechanismus
mécanismes	mechanismů
mécanismes	mechanismy
mathilde	mathilde
mathilde	matilda
oslo	oslo
oslo	osla
bombardements	bombardování
bombardements	bombardování
bombardements	bombardování
rennais	rennais
ice	ledu
ice	led
ice	ice
suffisant	arogantní
suffisant	dostačující
suffisant	dostatečná
suffisant	postačující
suffisant	dostatečný
suffisant	dostatečné
foncé	tmavá
foncé	tmavé
foncé	dark
foncé	temné
foncé	tmavý
foncé	tmavě
wendy	wendy
hôtes	hostitelé
hôtes	hosty
hôtes	hosté
ricardo	ricardo
rhodes	rhodes
caché	skryto
caché	skrytý
caché	ukrytý
caché	skrytá
caché	skryté
klein	klein
oscars	oscary
renommer	přejmenovat
renommer	přejmenování
cincinnati	cincinnati
ltd	ltd
cyril	cyril
judith	judith
cie	cie
carol	carol
promenade	promenáda
promenade	procházka
promenade	procházka
promenade	chodit
promenade	chůze
promenade	pěšky
rita	ritu
rita	rita
établis	zřízený
établis	zavedených
établis	stanovena
établis	zavedené
dupont	dupont
avancer	postupují
avancer	postupuje
séparer	oddělené
séparer	oddělit
séparer	samostatné
massive	masivní
massive	mohutný
online	online
visites	návštěv
visites	návštěvy
visites	výlety
visites	prohlídky
albanais	albánské
albanais	albánie
albanais	albánci
head	head
head	hlavu
head	hlavička
head	hlava
pub	hospoda
pub	hospody
pub	hospodě
portland	portlandu
acceptée	přijaté
acceptée	přijato
acceptée	přijatá
acceptée	přijat
acceptée	přijata
prétexte	záminka
prétexte	záminkou
julius	julius
mitterrand	mitterrand
sacrifice	obětovat
sacrifice	oběť
sacrifice	obětování
socialisme	socialismus
impasse	pat
adrian	adriano
adrian	adriana
adrian	adrian
dialecte	dialekt
dialecte	nářečí
juventus	juventus
genèse	genesis
guerriers	válečníci
guerriers	bojovníků
guerriers	bojovníci
réservée	vyhrazeno
réservée	vyhrazené
réservée	vyhrazena
recteur	rektor
sabre	sabre
sabre	saber
sabre	meč
offert	nabízené
offert	nabízená
offert	nabídl
offert	nabízených
loups	vlků
loups	vlky
loups	vlci
loups	vlčí
loups	vlk
loups	wolf
loups	loups
restaurée	obnovené
restaurée	obnoven
restaurée	obnovena
damien	damien
damien	damian
frise	friesland
itinéraire	směry
itinéraire	směr
itinéraire	trasa
itinéraire	cesta
itinéraire	itinerář
pertinence	relevantní
pertinence	význam
pertinence	přiměřenost
pertinence	vhodnosti
pertinence	vhodnost
complexité	složitosti
complexité	složitost
mentionnée	zmínila
mentionnée	zmíněna
mentionnée	zmínil
zhang	zhang
rechercher	hledej
rechercher	vyhledat
rechercher	hledání
rechercher	hledat
rechercher	vyhledávání
fondations	základy
fondations	nadace
fondations	základy
fondations	základ
béatrice	beatrice
jonas	jonas
jonas	jonah
slalom	slalom
natal	natal
préside	předsedající
enjeux	sázky
antoinette	antoinette
prestigieux	prestižní
hector	hector
hector	hectora
bienvenue	vítej
bienvenue	vítejte
exacte	přesné
exacte	přesná
exacte	přesný
exacte	přesné
exacte	přesná
exacte	přesný
casa	casa
shaw	shaw
shaw	shawa
accompagner	doprovázet
accompagner	průvodní
accompagner	doprovázející
papiers	papíru
papiers	papírové
papiers	papír
papiers	doklady
papiers	papíry
pêcheurs	rybáři
pêcheurs	rybáře
pêcheurs	rybář
pêcheurs	rybáři
pêcheurs	rybáře
pêcheurs	rybáři
pêcheurs	rybáře
villers	villers
vecteur	vektor
vecteur	vektory
créent	vytvoření
créent	vytváření
créent	vytvořit
grange	grange
grange	stodola
grange	stodole
grange	stodoly
break	zlom
break	zlomit
break	pauza
break	přestávka
choisis	zvolen
choisis	vybrána
choisis	zvolený
choisis	zvolená
choisis	vyberte
choisis	vybrat
statuts	stanov
statuts	stanovy
statuts	statutu
statuts	statut
malcolm	malcolm
malcolm	malcolma
fonda	fonda
dommage	skoda
dommage	škoda
dommage	hanba
dommage	ostuda
dommage	škoda
dommage	poškození
dommage	škody
slovaque	slovenská
slovaque	slovenské
slovaque	slovenská
slovaque	slovenské
moldavie	moldavsko
nationalistes	nacionalistické
nationalistes	nacionalistické
nationalistes	nacionalisté
armés	ozbrojená
armés	ozbrojený
armés	ozbrojen
armés	ozbrojené
script	skript
script	scénář
accordé	poskytnutá
accordé	udělené
accordé	uděleno
accordé	udělen
accordé	poskytnuta
détention	zadržování
détention	zadržení
ward	ward
bastia	bastia
matthieu	matthew
matthieu	matěj
matthieu	matt
matthieu	matta
matthieu	matthieu
chaux	chaux
chaux	vápna
crête	ridge
crête	hřeben
crête	špičkový
crête	vrcholu
crête	vrchol
crête	crest
textile	textilní
textile	textilních
textile	textilie
textile	textilií
planche	prkno
planche	prkno
planche	palubě
planche	tabule
pionnier	průkopnický
pionnier	pioneer
assise	sezení
assise	posezení
assise	sedět
assise	sedící
assise	sedí
assise	sedící
assise	assisi
assise	seděl
assise	sat
wehrmacht	wehrmachtu
sables	sables
sables	písek
sables	písku
sables	sands
mystique	mystické
mystique	mystic
mystique	mystique
zoo	zoo
proposés	navrhovaná
proposés	navrhované
proposés	navrženo
proposés	navrhovaný
proposés	navržená
dirigées	směrové
lotus	lotus
fischer	fischer
innocent	nevinná
innocent	nevinní
innocent	nevinný
