sudbine	öden
nicholas	nikolaj
nicholas	nicholas
evanđelje	evangelium
honda	honda
rotacija	rotation
mehanizmi	mekanismer
mehanizmi	mekanismerna
pigment	pigment
pacifiku	pacific
pacifiku	stillahavsområdet
dante	dante
coppola	coppola
pascal	pascal
učenjaka	lärd
srži	benmärg
srži	märgen
herman	herman
optužio	anklagades
optužio	anklagad
optužio	anklagas
optužio	anklagade
optužio	åtalad
proširuje	expanderar
proširuje	utökar
irving	irving
duboke	djup
duboke	djupa
duboke	deep
duboke	djupt
duboke	djupgående
izrazi	uttryck
marketing	marknadsföring
marketing	marknadsföringen
univerzitetima	universitet
univerzitetima	universiteten
dijeljenje	dela
dijeljenje	delning
dijeljenje	delar
johansson	johansson
diana	diana
odabrana	utvald
odabrana	valda
odabrana	utvalda
odabrana	vald
odabrana	markerade
odabrana	markerad
gradijent	lutning
moli	ber
moli	be
moli	bedja
moli	molly
podiže	höjer
podiže	väcker
prethodnim	föregående
prethodnim	tidigare
solun	thessaloniki
telefon	telefon
telefon	telefonen
telefon	telefon
poglavlje	kapitel
poglavlje	kapitlet
vođenje	hantera
vođenje	förvalta
vođenje	springa
vođenje	running
vođenje	löpning
vođenje	kör
vođenje	rinnande
rotor	rotor
rotor	curl
luther	luther
balkanski	balkan
kulin	ban
kulin	förbud
kulin	förbjuda
visual	visuellt
visual	visuell
visual	visuella
grude	knöl
grude	klump
grude	lump
