פרוטוקול	protokol
נציב	povjerenik
נציב	načelnik
נציב	komesar
לגיטימי	legitimna
לגיטימי	legitimno
לגיטימי	legalno
לגיטימי	legitimno
וורד	ward
נמכרה	prodan
נמכרה	prodao
נמכרה	prodano
משכן	založio
לנטוש	napusti
הבחין	uočio
תמרה	tamara
מוסטפא	mustafa
תיאום	koordinaciju
הוספה	dodaj
הוספה	dodajte
לונג	duga
לונג	long
לונג	dugo
מטבח	kuhinje
מטבח	kuhinja
נענע	nana
נענע	nane
נענע	mint
מעטפת	ljuske
מעטפת	shell
מעטפת	ljuska
מעטפת	školjka
מעטפת	omotnica
מעטפת	omotnicu
הביוגרפיה	biografija
הביוגרפיה	biografiju
הביוגרפיה	biografije
תרזה	teresa
תרזה	tereza
תרזה	theresa
תרזה	tereza
מקרוב	makarov
אתלטיקה	atletika
החלקה	klizanje
ידיעת	znajući
מוכיח	dokazuje
מוכיח	dokazivanje
חכמה	pametna
חכמה	pametan
חכמה	pametno
חכמה	mudri
חכמה	mudro
חכמה	pametna
חכמה	pametni
חכמה	pametan
חכמה	smart
חכמה	pametno
חכמה	mudrost
חכמה	mudrosti
אלפונסו	alfonso
חתולים	macke
חתולים	mačke
פרגוואי	paragvaju
תיאודור	theodore
נוימן	neumann
ההבנה	ostvarenje
ההבנה	shvaćanje
ההבנה	shvaćanje
ההבנה	razumijevanje
מפרט	specifikacije
מפרט	specifikacije
מפרט	spec
לוגי	logički
לוגי	logično
זוחלים	reptila
טיורינג	turing
הגדר	postavi
הגדר	set
הגדר	komplet
הגדר	podešavanje
הגדר	ograde
הגדר	ogradu
הגדר	ograda
הפצה	distribucija
מכובד	poštovanja
מכובד	poštovani
מכובד	poštovana
מכובד	poštovao
מכובד	časni
מכובד	častan
מכובד	časno
מכובד	dostojanstven
מכובד	dostojanstveno
כופר	otkupnina
כופר	otkup
כופר	otkupninu
טיילר	tyler
מאסטר	majstor
מאסטר	učitelju
אינסופי	beskonačno
אלופה	šampion
אלופה	prvak
שטרלינג	sterling
בט	bette
זבל	smeće
זבל	smeće
זבל	smeće
זבל	smeće
מתוכננת	planirana
מתוכננת	planirao
מתוכננת	planirani
מתוכננת	planirano
מתוכננת	planiran
אונייה	brod
סיפרה	receno
מולי	moli
מולי	molly
אללה	alah
אללה	allahu
אללה	allah
אללה	alahu
אללה	allaha
התשלום	uplata
התשלום	plaćanje
התשלום	isplata
מפרסם	objavljivanje
מפרסם	izdavača
מפרסם	izdavač
השיבה	odgovorio
השיבה	odgovorila
בסתר	tajno
בסתר	potajno
ניקוי	čišćenje
חלומות	snove
חלומות	sanja
חלומות	snova
חלומות	snovi
פסול	diskvalificiran
מחזורי	ciklusa
אגודות	asocijacije
אגודות	udruge
משוואה	jednadžbe
משוואה	jednadžba
שניידר	schneider
שניידר	snyder
פורטו	porto
פורטו	puerto
הרך	mekani
הרך	mekana
הרך	meko
הרך	mekano
נעצרה	zaustavljeno
נעצרה	zaustavio
נעצרה	prestalo
נעצרה	zaustavljen
נעצרה	stao
נעצרה	uhićeni
נעצרה	uhićen
מקראית	biblijski
הנשמה	duša
הנשמה	soul
להסתמך	osloniti
הסיעה	frakcija
פוטין	putin
סופו	završetak
סופו	kraj
מנגנוני	mehanizmi
בנקים	banks
בנקים	banke
חמד	hamad
תאורטית	teoretski
תאורטית	teoretski
קתולים	katolici
קתולים	katolici
קתולים	katolička
קתולים	katolički
קתולים	katolik
מוכשר	nadareni
מוכשר	nadarena
מוכשר	nadaren
מוכשר	talentiran
מוכשר	talentirana
עדנה	edna
ברט	bert
ברט	bret
ברט	brett
ברט	burt
סורי	sirijski
סורי	suri
חומרה	hardver
אלטרנטיבי	alternativni
אלטרנטיבי	alternativa
אלטרנטיבי	alternativni
אלטרנטיבי	alternativne
פסיכולוגית	psihološka
פסיכולוגית	psihološki
פסיכולוגית	psihologa
פסיכולוגית	psiholog
פסיכולוגית	psihički
פסיכולוגית	psihološki
גרנד	grand
מפגינים	prosvjednici
מפגינים	prosvjednika
מפגינים	prosvjednici
מפגינים	prosvjednika
מפגינים	protestanti
מפגינים	prosvjednici
מפגינים	prosvjednika
מפגינים	protestanti
השקיעה	zalazak
השקיעה	sumrak
השקיעה	suton
משלחות	ekspedicije
קוני	koni
קוני	connie
מוזס	mojsije
מוזס	moses
ענקית	ogromna
ענקית	golemo
ענקית	ogroman
ענקית	div
ענקית	divovski
פרסמו	objavljeno
פרסמו	postavio
חללים	prostorima
חללים	prostore
חללים	žrtava
חללים	žrtve
ליטאי	litvanski
ואט	watt
ואט	wat
ואט	pdv
הילה	auru
הילה	aura
עוצר	staje
עוצר	prestaje
עוצר	zaustavlja
עוצר	zaustavljanje
תהילים	psalam
תהילים	psalmi
סמינר	seminara
סמינר	seminar
ווסט	west
ווסט	zapad
ווסט	zapadno
ללכוד	uhvatiti
ללכוד	hvatanje
מטריצה	matricu
מטריצה	matrica
סרי	sri
סקס	seks
סקס	seksa
סקס	sex
סיר	lonac
סיר	pot
מזכירה	tajnica
מזכירה	tajnik
מזכירה	sekretarica
הגלקסיה	galaksije
הגלקסיה	galaksiji
הגלקסיה	galaksija
הגלקסיה	galaxy
הגלקסיה	galaksiju
האצילים	plemići
צלפים	snajperisti
צלפים	snajperisti
אבד	izgubljeni
אבד	izgubljena
אבד	izgubljeno
אבד	izgubljen
הצהרה	priopćenje
הצהרה	izjavu
הצהרה	izjava
אנדרסן	andersen
בהריון	trudna
בהריון	trudnica
אייאקס	ajax
תביעות	tvrdnje
תביעות	potraživanja
תביעות	tvrdi
תביעות	parnice
תביעות	tužbe
הארכיבישוף	nadbiskupa
הארכיבישוף	nadbiskup
הארכיבישוף	nadbiskupije
לוחמת	ratnika
לוחמת	ratnica
לוחמת	ratnik
לוחמת	borac
לוחמת	borca
אסלאם	islama
אסלאם	islam
הלסינקי	helsinkiju
פיזיקאים	fizičari
גיטריסט	gitarist
מוגברת	povećana
מוגברת	povećan
מוגברת	pojačane
התוקף	napadač
סכין	nož
סכין	noz
כפל	množenje
פיני	finney
פיני	finska
פיני	finski
משולם	platio
משולם	plaćeno
משולם	plaćeni
משולם	plaćena
פג	peg
חוויה	iskustvo
חוויה	iskustva
האוס	kuca
האוס	house
האוס	kuća
סיירות	krstarice
מסתובב	rotirajuće
מסתובב	vrti
מסתובב	vrti
ריבית	kamate
ריבית	kamata
ריבית	zanimanje
ריבית	interes
מלכותי	majestic
מלכותי	regal
מלכותי	royal
מלכותי	kraljevsko
מלכותי	kraljevski
מלכותי	kraljevska
אובייקטים	objekti
אובייקטים	objekte
אובייקטים	predmeti
קלאודיוס	klaudije
שואף	udahne
רשומות	records
רשומות	ploče
רשומות	zapisi
רשומות	unosi
רשומות	unose
הלוואות	krediti
הלוואות	kredite
פלויד	floyd
רלוונטית	relevantno
מגמת	majors
קונה	kupac
קונה	kupca
קונה	kupnja
הדפדפן	preglednik
רחבות	široka
תנין	aligatora
תנין	aligator
תנין	krokodila
תנין	krokodil
מותג	brand
מותג	marka
מותג	brend
שין	shin
מוקפת	okružen
ביקורתית	osuđivati
ביקורתית	kritičnom
ביקורתית	kritično
ביקורתית	kritične
ביקורתית	kritična
נהיגה	vožnja
בקצרה	ukratko
בקצרה	kratko
בקצרה	nakratko
סרג	serge
אויבים	neprijatelje
אויבים	neprijatelji
עיצורים	suglasnika
עיצורים	suglasnik
פציעות	ozljede
פציעות	ozlijede
פציעות	povrede
פלאש	blic
פלאש	bljesak
משולבת	integrirani
סגולה	ljubičasta
סגולה	ljubičasto
סגולה	ljubičasti
מלאי	inventar
מלאי	zalihe
מלאי	dionice
מלחים	mornare
מלחים	mornari
סדנה	radionica
סדנה	radionice
סדנה	radionicu
האגן	hagen
אלברטו	alberto
שיטתי	sistematski
שיטתי	sustavno
ליר	lear
לילות	noci
לילות	noći
לילות	noćima
חמישיית	kvintet
בובה	beba
בובה	dušo
בובה	mala
בובה	lutak
בובה	marioneta
בובה	lutka
מארס	marsa
מארס	mars
איגרת	poslanica
משנית	sekundarni
דיאלוג	dijalog
דיאלוג	dijaloge
דיאלוג	dijalog
מודיע	doušnik
אינטרס	kamate
אינטרס	kamata
אינטרס	zanimanje
אינטרס	interes
סייד	sayed
סייד	strana
חריגה	neobično
חריגה	izuzetak
חריגה	iznimka
דובי	dobby
העשרה	obogaćivanje
הסף	prag
שריפת	spaljivanje
שריפת	gori
השמדה	istrebljenje
השמדה	istrebljenja
דאון	dolje
דאון	zore
דאון	zoru
דאון	svitanje
דאון	zora
דאון	jedrilica
לינארי	linearno
מזמור	himna
מזמור	himnu
מזמור	napjev
מזמור	psalam
זאוס	zeus
הלורדים	lordovi
הלורדים	gospodari
רולינג	valjanje
הלר	heller
קונסטנטינופול	carigrad
מתפתחת	razvija
הקיסרים	carevi
מקבלי	primatelji
מקבלי	primatelja
החוזר	penale
נראתה	izgledala
נראתה	pogledao
נראתה	vidio
נראתה	vidjeli
נראתה	viđeno
נראתה	viđen
טרנס	terrence
טרנס	trans
טרנס	terence
הכלה	mlada
הכלה	nevjesta
הכלה	mladu
הכלה	mladenka
אכפת	um
ואלי	dolini
ואלי	valley
ואלי	dolinu
ואלי	dolina
ואלי	doline
מקסוול	maxwell
הקוראן	kuran
אנדרטאות	spomenike
אנדרטאות	spomenika
אנדרטאות	spomenici
סונג	sung
שתייה	pila
שתייה	pije
שתייה	pijem
שתייה	piće
שתייה	pića
שתייה	pije
שתייה	piće
יארד	jardi
נעליים	cipele
נעליים	cipelice
פשעים	zločini
פשעים	zločine
לודז	lodz
וריאציות	varijacije
פלא	čudo
שימושית	korisne
שימושית	koristan
שימושית	korisno
שימושית	korisna
שימושית	korisni
סטלינגרד	staljingrad
מתוק	slatki
מתוק	slatko
מתוק	slatka
מתוק	milina
מקסימיליאן	maximilian
עירית	vlasac
לובלין	lublinu
נחוץ	neophodna
נחוץ	potrebno
נחוץ	neophodno
וילי	willy
וילי	vili
וילי	willi
וילי	vili
וילי	vili
וילי	willie
נספח	dodatak
נספח	ataše
נספח	crvuljak
ריבוע	trgu
ריבוע	trg
ריבוע	kvadrat
ריבוע	kvadrat
אתניות	nacionalnosti
מוסלמית	muslimanski
מוסלמית	muslimani
מוסלמית	muslimana
מוסלמית	musliman
קזחסטן	kazahstanu
עימותים	sukobi
עימותים	sukobima
עימותים	sukoba
עימותים	sukobi
רעידות	drhtanje
צריח	vrana
צריח	kula
צריח	topa
צריח	zvonik
אנני	ani
אנני	eni
אנני	annie
הנעורים	mladež
הנעורים	mladost
הנעורים	mladosti
גרסיה	garcia
מזבח	oltaru
מזבח	oltar
הארכה	produžetak
הארכה	proširenje
זמיר	nightingale
טוטנהאם	tottenham
חמורות	ozbiljne
חמורות	teške
קציר	žetva
קציר	žetvu
קציר	berba
קציר	žetve
יריות	pucnji
יריות	pucnjevi
יריות	hica
מדידות	mjere
מדידות	mjerenja
עיגול	krug
מעניינים	interesantno
מעניינים	zanimljivo
מלבורן	melbourne
מישהי	neko
מישהי	netko
מישהי	nekoga
דרקון	zmaja
דרקון	zmaju
דרקון	zmaj
דרקון	dragon
הפחד	strah
הכמות	količina
הצטרפות	pridruživanje
נתרן	natrij
מקצועיות	profesionalni
מקצועיות	profesionalno
מקצועיות	profesionalac
מקצועיות	profesionalna
מקצועיות	profesionalizam
נשמה	duša
נשמה	soul
קופות	blockbuster
פוריות	plodnost
פוריות	plodnosti
שטוח	stan
שטוח	ravna
שטוח	ravan
שטוח	ravni
תבוסה	poražen
תבוסה	poraženi
תבוסה	poraz
תבוסה	porazi
תבוסה	poraza
הימנעות	izbjegavanje
הימנעות	izbjegava
הימנעות	izbjegavanje
זמינים	dostupno
זמינים	dostupan
זמינים	dostupne
זמינים	dostupna
זמינים	dostupni
מהנדסים	inženjeri
אירופאים	europljani
קדמי	prednja
קדמי	promovirati
קדמי	jačanje
קדמי	poticaj
חובבים	amateri
חובבים	amater
חובבים	amaterski
צפיות	pogledi
בגד	izdana
בגד	izdan
בגד	izdao
בגד	izdano
פלדמן	feldman
ההקשר	kontekst
קולין	colleen
קולין	colin
קולין	collin
טדי	teddy
אנדרס	andres
אנדרס	enders
אנדרס	anders
לישון	spavanje
לישון	spavaj
משמעת	disciplinu
משמעת	disciplini
משמעת	disciplina
רלוונטיים	relevantno
לרכב	vožnja
לרכב	jaši
לרכב	prevoz
לרכב	jahati
שמידט	schmidt
פגם	mana
פגם	defekt
ריילי	riley
ריילי	reilly
בעייתית	problematično
קומוניסטים	komunisti
משרות	poslovi
יומית	dnevno
יומית	svakodnevno
יומית	dnevna
יומית	dnevni
אשמה	kriv
אשמה	krivnja
רובו	robo
האלפבית	abecedi
וייל	vail
וייל	vale
הבריאה	kreiranje
הבריאה	kreacija
הבריאה	stvaranje
הכס	prijestolja
בלוק	blok
בלוק	blokiraj
אירית	irac
אירית	irski
אירית	irci
טיעונים	argumenata
טיעונים	argumente
טיעונים	argumenti
ברודוויי	broadway
תביא	donesite
תביא	dohvat
תביא	dohvati
תביא	dohvatiti
מרתה	marta
מרתה	marta
מרתה	martha
הנפה	zamah
קוראת	čitam
קוראת	čita
קוראת	čitanje
ראי	vidi
ראי	rai
ראי	zrcalo
ראי	ogledalo
קטלנית	smrtonosni
קטלנית	smrtonosno
קטלנית	smrtonosni
קטלנית	smrtonosno
קטלנית	smrtonosno
קטלנית	fatalna
קטלנית	fatalno
הרצה	predavao
תירס	kukuruza
תירס	kukuruz
הקבועים	redovni
הקבועים	redovnih
כנסים	konvencije
יוג	eugene
שכיחות	incidencija
נטש	napuštena
נטש	napušten
נטש	napušteni
נטש	napušteno
ויטמין	vitamina
ויטמין	vitamin
ויטמין	vitamini
ויטמין	vitamine
ויטמין	vitamini
גנדלף	gandalf
חושף	otkriva
חושף	otkriva
