bosna	bosna
ekológia	ekologija
išiel	otišla
išiel	prošao
išiel	otišao
biológ	biolog
enterprise	preduzeće
enterprise	preduzetništvo
enterprise	enterprise
poskytovať	obezbijedi
poskytovať	obezbijediti
šach	šah
hustotu	gustoća
auf	auf
hrubé	bruto
hrubé	gusta
správcovia	administrators
správcovia	menadžeri
správcovia	menadžera
ekonómovia	ekonomista
ekonómovia	ekonomisti
zvolená	odabrane
zvolená	izabrao
zvolená	izabranim
zvolená	izabran
zvolená	odabran
zvolená	odabrano
zvolená	odabrane
zvolená	odabrana
značiek	brendove
značiek	brendova
značiek	obilježava
značiek	maraka
kolónia	kolonija
jang	jang
jang	yang
súčasti	komponente
orientácia	orijentacija
campbell	campbell
majiteľov	vlasnici
majiteľov	vlasnike
luther	luther
luther	luter
američan	američki
američan	amerikanac
demokratické	demokratski
demokratické	demokratska
nosiť	prenose
nosiť	nose
gerhard	gerhard
susedných	susjedne
susedných	susjednih
susedných	susjednoj
susedných	susjedna
vaše	vaš
vaše	tvoje
vaše	your
vaše	tvoje
vaše	tvoj
pochopenie	shvatanje
pochopenie	shvatanje
pochopenie	razumijevanje
termíny	datira
termíny	datuma
termíny	datumi
termíny	pojmove
termíny	uslovi
catherine	catherine
catherine	katarina
oviec	ovca
oviec	ovce
prejde	prolazi
prejde	prođe
einstein	einstein
disney	disney
býk	bik
býk	bik
bitov	delići
odporúča	preporučuje
odporúča	preporučio
odporúča	preporučila
odporúča	preporučuje
tkaniva	tkiva
tkaniva	tkivo
tkaniva	tkiva
tkaniva	tkivu
majiteľa	vlasnik
seminár	radionica
seminár	radionice
seminár	radionici
seminár	radionicu
seminár	seminaru
seminár	seminar
drogy	droga
drogy	dope
klient	klijent
definovať	definisati
definovať	definisanje
cenné	vrijedne
cenné	vrijedna
barbora	barbora
čiara	linija
gps	gps
trup	hull
trup	torso
herman	herman
schválený	odobrena
schválený	odobrio
schválený	odobreni
schválený	odobren
schválený	approved
presvedčiť	ubjedljivo
presvedčiť	uvjeriti
presvedčiť	uvjere
účtovníctvo	računovodstvo
účtovníctvo	računa
senát	senat
dozadu	unatrag
