for	for
kloster	僧院
master	マスター
forbi	過去
produsere	製造業
produsere	プロデュース
giovanni	ジョヴァンニ
giovanni	ジョバンニ
passer	合う
passer	フィット
passer	fit
ære	名誉
ære	名誉
ære	グローリー
festning	要塞
norwegian	ノルウェー
thomson	トムソン
horn	クラクション
horn	ホルン
horn	ホーン
global	global
global	グローバル
emil	エミル
finlands	フィンランド
niels	ニールス
kari	カリ
sletting	削除
sletting	削除
wikidata	wikidata
armé	アーミー
armé	軍隊
armé	陸軍
jersey	ジャージー
kropp	本文
kropp	身体
kropp	本体
kropp	ボディ
kapell	チャペル
henvisning	紹介
korrekt	正解
korrekt	正しい
kjøpe	買う
kjøpe	購入
kjøpe	購入
gravlagt	埋葬
bryter	速報
bryter	レスラー
vancouver	バンクーバー
forstå	理解
fart	速度
fart	スピード
frivillige	ボランティア
minner	思い出
youtube	youtube
let	let
let	レット
lyst	性欲
lyst	欲しい
total	合計
malt	麦芽
bygg	構築
figurer	フィギュア
carolina	カロライナ
artist	パフォーマー
artist	演奏者
artist	芸術家
artist	アーティスト
hoff	法廷
hoff	コート
hoff	裁判所
antarktis	南極大陸
antarktis	南極
antarktis	南極
beskytte	保護
beskytte	protect
beskytte	プロテクト
beskytte	保護
bibelen	聖書
some	いくつか
some	一部
some	いくらか
foundation	財団
foundation	ファンデーション
foundation	ファウンデーション
scene	現場
scene	シーン
scene	場面
sender	送信
sender	差出人
avsnitt	段落
avsnitt	段落
treff	マッチ
treff	一致
treff	hit
treff	ヒット
treff	マッチ
treff	一致
stjerner	stars
stjerner	スターズ
medalje	メダル
storm	ストーム
stone	ストーン
may	メイ
may	五月
vare	商品
tillatelse	許可証
tillatelse	許可
tillatelse	許可
tillatelse	許諾
list	リスト
gratis	フリー
gratis	無料
gratis	自由
oppgitt	特定
oppgitt	指定された
hensikt	目的
sotsji	ソチ
undersøkelser	調査
undersøkelser	アンケート
müller	ミュラー
forkortet	短縮
roing	ボート
hollywood	ハリウッド
melbourne	メルボルン
fanger	囚人
styrte	転覆
serbia	セルビア
øverst	top
øverst	上部
øverst	トップ
jobbe	作業
jobbe	仕事
jobbe	ワーク
mac	mac
mac	マック
marcus	マルクス
marcus	マーカス
erfaring	エクスペリエンス
erfaring	体験
erfaring	経験
för	för
grunner	理由
leo	レオ
leo	leo
kvalifisering	資格
stykke	ピース
synlig	可視
aktiviteter	アクティビティ
aktiviteter	活動
engasjert	婚約
engasjert	コミット
anthony	アンソニー
utgaver	エディション
bånd	テープ
administrator	管理者
administrator	管理人
administrator	管理者
administrator	管理人
tilsynelatende	どうやら
muligheter	可能性
muligheter	機会
dra	引っ張る
dra	プル
dra	ドラッグ
hilsen	宜しく
hilsen	あいさつ
hilsen	挨拶
hilsen	あいさつ
hilsen	挨拶
patrick	パトリック
soldatene	兵士
gjeldende	現在
statistikk	統計
statistikk	統計
øvelse	運動
øvelse	行使
øvelse	エクササイズ
teknologi	技術
teknologi	テクノロジー
institusjoner	機関
røtter	ルーツ
anti	アンチ
leipzig	ライプツィヒ
umulig	インポッシブル
umulig	不可能
kritisk	クリティカル
sand	砂塵
central	中央
central	セントラル
png	png
matematikk	数学
matematikk	数学
originale	オリジナル
kandidat	候補者
kandidat	候補
round	ラウンド
round	round
round	丸い
initiativ	イニシアチブ
forlate	離れる
rådgiver	顧問
rådgiver	アドバイザー
rådgiver	カウンセラー
rådgiver	アドバイザー
lyd	サウンド
lyd	音声
lyd	オーディオ
lyd	audio
profesjonelle	プロフェッショナル
profesjonelle	プロフェッショナル
instrument	計器
instrument	道具
instrument	楽器
tilhengere	ファン
tilhengere	フォロワー
tilhengere	サポーター
ali	アリー
ali	アリ
ali	ali
lest	読み
lest	読み込み
lest	読み取り
lest	読む
primært	主に
maks	マックス
maks	max
maks	最大
maks	maximum
mulige	可能性
anlegg	施設
anlegg	設備
anlegg	施設
beskyttelse	保護
programmer	アプリケーション
programmer	演目
programmer	プログラム
opphold	滞在
opphold	ステイ
greve	カウント
philip	フィリップ
kjøre	ドライブ
ludwig	ルートヴィヒ
romaner	小説
scenen	舞台
scenen	ステージ
thailand	タイ
sete	座席
overflaten	表面
overflaten	曲面
marinen	海軍
marinen	ネイビー
nevnte	言及
opplag	循環
axel	アクセル
forbund	リーグ
årlige	年次
feltet	フィールド
ring	リング
ring	指輪
ring	通話
ring	コール
holm	ホルム
blanding	mix
blanding	ミックス
blanding	混ぜる
figur	フィギュア
landsby	村落
landsby	ヴィレッジ
øker	増加
awards	受賞
awards	表彰
ann	アン
carlos	カルロス
academy	アカデミー
colombia	コロンビア
handling	アクション
ekte	real
ekte	本物
ekte	リアル
ekte	トゥルー
ekte	true
ekte	本当
ekte	本物
ekte	正真正銘
fortellinger	記事
fortellinger	ストーリー
boston	ボストン
tanker	考え
tanker	思考
tanker	想い
generell	全般
generell	一般
generell	将軍
vidt	辛うじて
original	オリジナル
jakt	ハント
jakt	狩り
jakt	狩り
jakt	ハンティング
jakt	狩猟
flyplass	飛行場
flyplass	空港
contest	コンテスト
båt	ボート
vladimir	ウラジーミル
student	生徒
student	学生
championship	チャンピオンシップ
championship	選手権
bygging	建設
orgel	臓器
orgel	オルガン
minister	公使
minister	大臣
info	情報
karakter	文字
karakter	性格
karakter	キャラクター
ray	レイ
tilskuere	観客
tilskuere	見物人
forklaring	説明
forklaring	解説
organer	臓器
organer	機関
finale	最終
finale	決勝
finale	ファイナル
françois	フランソワ
foreslår	提案
foreslår	プロポーズ
noensinne	ever
massachusetts	マサチューセッツ
lady	レディ
middelhavet	地中海
forbindelser	つながり
forbindelser	接続
evans	エヴァンス
evans	エヴァンズ
evans	エバンス
drepe	キル
drepe	kill
hold	ホールド
hold	キープ
slår	ビーツ
rudolf	ルドルフ
rudolf	ルドルフ
tårnet	タワー
alex	alex
alex	アレックス
detaljer	詳細
torino	トリノ
hamilton	ハミルトン
bidratt	寄稿
just	ちょうど
just	ジャスト
just	ただ
blandet	ミックス
blandet	混合
tilstand	都道府県
tilstand	状態
tilstand	状態
tilstand	条件
henning	ヘニング
hekk	垣根
sam	サム
bytte	切り替え
bytte	スイッチ
bytte	貿易
bytte	トレード
bytte	取引
bytte	捕食
bytte	スワップ
bytte	交換
københavns	コペンハーゲン
handlinger	アクション
two	二つ
two	二人
mil	マイル
doktorgrad	phd
hode	head
hode	ヘッド
hode	頭部
houten	ハウテン
fag	クラス
fag	主体
fag	件名
olaf	オラフ
undersøkelse	調査
undersøkelse	アンケート
vinger	ウイングス
larver	ウジ
søk	応募
søk	適用
søk	検索
fiske	釣り
fiske	魚釣り
flytende	フローティング
flytende	浮動
flytende	液体
modeller	モデル
led	led
emner	トピック
hot	熱い
hot	ホット
hot	暑い
strand	ビーチ
strand	砂浜
uavhengighet	独立
seire	勝利
discovery	ディスカバリー
discovery	発見
stillehavet	パシフィック
gran	グラン
army	アーミー
army	軍隊
army	陸軍
uavgjort	引き分け
uavgjort	ネクタイ
uavgjort	引き分け
uavgjort	ドロー
gutter	boys
gutter	男の子
gutter	みんな
bach	バッハ
lyse	ブライト
lyse	明るい
uppsala	ウプサラ
brudd	骨折
brudd	破壊
trafikk	トラフィック
trafikk	交通
tilbud	クーポン
tilbud	クーポン
tilbud	オファー
tilbud	申し出
tilbud	クーポン
forsamling	アセンブリ
forsamling	集会
forsamling	組み立て
order	オーダー
order	注文
dukker	人形
onkel	叔父
onkel	伯父
onkel	おじさん
onkel	おじ
onkel	アンクル
oberst	大佐
pennsylvania	ペンシルバニア
guide	ガイド
spredte	散逸
jernbane	鉄道
avledet	派生
utgivelse	出版物
utgivelse	出版
utgivelse	公表
metoder	メソッド
when	いつ
when	とき
skyting	射撃
båter	ボート
praha	プラハ
sky	sky
sky	スカイ
miller	ミラー
roy	ロイ
fine	ナイス
fine	ニース
fine	素敵
valley	バレー
valley	谷間
elev	生徒
elev	瞳孔
elev	生徒
elev	学生
stengt	閉店
down	ダウン
bord	テーブル
bord	テーブル
hopp	ジャンプ
hopp	スキップ
hopp	ホップ
inntrykk	インプレッション
frihet	freedom
frihet	自由
regioner	リージョン
regioner	地域
europe	欧州
europe	ヨーロッパ
pro	プロ
pro	pro
dekke	表紙
dekke	被覆
dekke	カバー
dekke	cover
thor	トール
gruppene	グループ
galleri	ギャラリー
konger	キングス
skogen	ウッズ
skogen	フォレスト
skogen	森林
kurt	クルト
skandinavia	スカンディナヴィア
henger	絞首刑
bestemmer	決める
gjenværende	残り
gjenværende	残額
kommunikasjon	通信
kommunikasjon	コミュニケーション
kommunikasjon	通信
kommunikasjon	コミュニケーション
halvøya	半島
revolusjon	revolution
revolusjon	革命
revolusjon	レボリューション
barnet	子供
barnet	児童
debatt	ディベート
kroatia	クロアチア
månen	ムーン
illinois	イリノイ
diameter	直径
tidene	タイムズ
narvik	ナルヴィク
vitenskap	サイエンス
vitenskap	科学
nettverk	ネットワーク
nettverk	ネットワーク
jenter	ガールズ
medisinsk	医学
fortellingen	ストーリー
fortellingen	物語
motsatt	反対
kevin	ケヴィン
herre	マスター
story	記事
story	ストーリー
story	物語
krysser	クロッシング
krysser	巡洋艦
krysser	クルーザー
islam	イスラム教
lave	低い
kull	石炭
dele	共有
dele	シェア
håper	ホープ
håper	希望
fugler	鳥類
årstall	デート
årstall	日付
straks	直ちに
redde	救助
redde	レスキュー
midtbane	ミッドフィールダー
johnsen	ヨンセン
main	メイン
kommentarer	コメント
home	自宅
home	ホーム
home	帰宅
avdelinger	学科
tilpasset	適応
eksamen	試験
eksamen	卒業
luxembourg	ルクセンブルク
billy	ビリー
frå	から
kommandør	司令官
fox	キツネ
viii	viii
overgang	変遷
overgang	転移
størrelsen	サイズ
innlegg	ポスト
innlegg	投稿
innlegg	投稿
innlegg	投稿
innlegg	掲示
opplevde	経験
administratorer	管理者
administratorer	管理人
administratorer	管理者
administratorer	管理人
administratorer	マネージャー
administratorer	マネージャ
snakket	スポーク
metode	方法
metode	メソッド
att	att
grunnlegger	創始者
grunnlegger	開祖
forståelse	理解
vind	wind
sveitsisk	スイス
andel	共有
andel	シェア
høyden	高度
høyden	身長
tidvis	時折
tidvis	たまに
stamme	部族
funksjoner	関数
funksjoner	機能
funksjoner	特徴
svømmer	スイミング
svømmer	競泳
svømmer	水泳
svømmer	競泳
svømmer	水泳
donald	ドナルド
redusere	減らす
redusere	減らす
gjenstander	アイテム
gjenstander	品物
gjenstander	オブジェクト
canadisk	カナダ
canadisk	カナディアン
news	news
news	ニュース
perkusjon	打楽器
frivillig	任意
frivillig	ボランティア
frivillig	ボランティア
queen	女王
queen	クイーン
eventyr	おとぎ話
eventyr	アドベンチャー
eventyr	冒険
eventyr	冒険
tårn	タワーズ
tårn	タワー
ian	lan
ian	イアン
nina	ニーナ
alderen	age
alderen	年齢
opprykk	プロモーション
opprykk	宣伝
leser	読み込み
leser	読書
leser	読者
leser	リーダー
passerer	合格
maleri	絵画
systemer	システム
systemer	システムズ
traktaten	条約
lincoln	リンカーン
sovjetisk	ソビエト
khan	ハーン
khan	カーン
permanent	パーマネント
teller	カウント
teller	テラー
matt	マット
oppdager	発見
oppdager	検出
oppdager	発見
østlandet	方言
internet	インターネット
styreleder	会長
styreleder	議長
dokumenter	ドキュメント
dokumenter	ドキュメント
dokumenter	書類
dokumenter	文書
kongo	コンゴ
nede	ダウン
nede	階下
medier	メディア
steg	step
steg	ステップ
steg	歩数
steg	手順
steg	ステップ
tone	トーン
landskap	景色
landskap	風景
landskap	横長
landskap	風景
landskap	横向き
kode	コード
kode	符号
arkeolog	考古学
evne	能力
mangel	欠如
mangel	不足
mangel	不足
link	リンク
fare	危険
ende	終了
ende	エンド
front	フロント
front	表側
front	前面
ltd	ltd
litauen	リトアニア
modern	モダン
prosess	過程
prosess	プロセス
alta	アルタ
lærte	学習
stefan	シュテファン
stefan	ステファン
kjemi	化学
kenya	ケニア
dur	少佐
dur	メジャー
dur	専攻
offiserer	役員
presentasjon	紹介
presentasjon	導入
presentasjon	プレゼン
presentasjon	プレゼンテーション
efter	アフター
empire	帝国
empire	帝政
empire	エンパイア
sea	sea
cape	ケープ
sebastian	セバスティアン
sebastian	セバスティアヌス
sebastian	セバスチャン
dublin	ダブリン
håp	希望
håp	ホープ
håp	希望
kombinasjon	組み合わせ
kombinasjon	コンビネーション
bedriften	営業
bedriften	事業
bedriften	ビジネス
forlatt	放棄された
forlatt	左側
møtes	meet
møtes	会う
normal	普通
normal	ノーマル
forbedret	改良
forbedret	強化された
snakk	トーク
snakk	喋る
snakk	speak
snl	snl
fakultet	学部
fakultet	教職員
prinsippet	原理
rene	ルネ
rommet	部屋
rommet	ルーム
brasiliansk	ブラジル
naturen	ネイチャー
naturen	自然
hovedkvarter	本社
hovedkvarter	本部
hovedkvarter	司令部
lede	リード
plater	レコード
positiv	陽性
positiv	ポジティブ
dobbel	ダブル
dobbel	二重
teologi	神学
omtaler	レビュー
omtaler	言及
omtaler	mentions
hotell	ホテル
kardinaler	カージナルス
ret	ret
flåte	いかだ
flåte	艦隊
flåte	フリート
jane	ジェーン
teknikk	テクニック
teknikk	技法
sommerfugl	チョウ
sommerfugl	バタフライ
tenker	考え
tenker	思考
borgermester	町長
borgermester	市長
arm	arm
allround	選手権
antar	推測
målt	測定
arnold	アーノルド
arnold	アルノルト
poet	詩人
poet	歌人
forsker	研究者
forsker	研究員
ivan	イワン
ivan	イヴァン
komplett	コンプリート
komplett	完備
adams	アダムズ
adams	アダムス
rask	クイック
rask	速い
rask	高速
gordon	ゴードン
space	スペース
space	空間
stål	スチール
stål	鋼鉄
bro	bro
bro	ブリッジ
ekspedisjon	探検
ekspedisjon	遠征
filippinene	フィリピン
vold	暴力
afrikanske	アフリカ
dyp	ディープ
dyp	深い
centre	中央
centre	センター
centre	中心
asp	asp
klima	気候
harris	ハリス
bunnen	ボトム
silla	新羅
elevene	生徒
elevene	学生
elevene	瞳孔
kontor	オフィス
kontor	事務局
kontor	事務所
kontor	オフィス
ohio	オハイオ
belgiske	ベルギー
temperatur	気温
temperatur	温度
struktur	構造
struktur	構成
walker	ウォーカー
nederlag	敗北
alaska	アラスカ
harrison	ハリソン
styrken	体力
styrken	強度
marius	マリウス
søker	シーク
søker	検索
historier	記事
historier	ストーリー
way	ウェイ
innslag	セグメント
innslag	線分
presentert	提示
harvard	ハーバード
etiopia	エチオピア
senior	先輩
senior	上級
sort	黒い
sort	ブラック
boys	boys
boys	男の子
malerier	絵画
årsaker	理由
ingrid	イングリッド
bjarne	ビャーネ
hastighet	速度
hastighet	速度
hastighet	スピード
virkeligheten	リアリティ
virkeligheten	現実
ferskvann	淡水
ddr	ddr
mill	ミル
indonesia	インドネシア
cross	十字架
cross	クロス
cross	cross
cross	十字
analyse	analytics
analyse	解析
analyse	分析
analyse	解析
adresse	アドレス
adresse	住所
konstruert	工学
mount	マウント
bryte	レスリング
castle	キャッスル
halv	半分
halv	ハーフ
joachim	ヨアヒム
joachim	ヨアキム
karen	カレン
ressurser	アセット
ressurser	資産
ressurser	リソース
ressurser	資源
individuelt	個別
individuelt	個別に
verktøy	ツール
verktøy	工具
verktøy	道具
verktøy	ツール
verktøy	道具
politikere	政治家
hender	両手
nato	nato
diskusjoner	ディスカッション
operatør	オペレーター
operatør	キャリア
basketball	バスケ
basketball	バスケットボール
mario	マリオ
selge	売る
skiskyting	バイアスロン
fugl	鳥類
fugl	バード
kent	ケント
flat	フラット
michigan	ミシガン
utvidelse	延長
utvidelse	内線
samlinger	コレクション
forsvare	擁護
konkurranser	コンテスト
etterkommere	子孫
etterkommere	後裔
etterkommere	末裔
øynene	アイズ
ross	ロス
corporation	コーポレーション
makedonia	マケドニア
halvt	半分
halvt	ハーフ
motsatte	反対
dirigent	車掌
tunnel	トンネル
myrdet	暗殺
klipp	クリップ
klipp	整える
klipp	トリム
klipp	クリップ
brune	褐色
brune	茶色
brune	ブラウン
festet	固定された
heart	心臓
heart	ハート
arkiv	ファイル
arkiv	書庫
arkiv	アーカイブ
stockholms	ストックホルム
liggende	横長
liggende	風景
liggende	横向き
prat	チャット
prat	雑談
kristendommen	キリスト教
alvorlige	深刻
alvorlige	重度
taler	喋る
western	ウェスタン
western	ウエスタン
nelson	ネルソン
bredere	広い
heavy	重い
heavy	ヘビー
besøkende	ビジター
besøkende	ビジター
fjord	フィヨルド
fjord	フィヨルド
hhh	hhh
kravene	要件
selvmord	自殺
paret	カップル
vanskelige	難しい
annerledes	異なる
true	トゥルー
true	true
true	本当
informasjonen	情報
nivået	レベル
bosnia	ボスニア
muslimske	イスラム教
muslimske	ムスリム
kjører	走る
kjører	ランニング
kjører	ドライブ
kjører	運転
vid	ワイド
dead	デッド
erklært	発音
ingeniør	エンジニア
sikte	aim
sikte	光景
holland	オランダ
opplæring	トレーニング
opplæring	講習
opplæring	修行
opplæring	訓練
opplæring	研修
kulturen	文化
kulturen	カルチャー
theodor	テオドール
herbert	ハーバート
drar	去る
knapt	辛うじて
vurdering	評価
vurdering	格付
vurdering	査定
vurdering	評価
nyttig	役に立つ
nyttig	役立つ
point	ポイント
innsjøer	湖沼
jern	アイロン
situasjon	状況
situasjon	シチュエーション
allen	アレン
tropp	部隊
tropp	小隊
mccartney	マッカートニー
derav	したがって
derav	ゆえに
dance	ダンス
havner	ポート
dobbelt	ダブル
dobbelt	二重
stuttgart	シュトゥットガルト
kapittel	チャプター
free	フリー
free	無料
free	自由
helhet	全体
helhet	一貫性
volleyball	バレーボール
charlotte	シャルロット
krefter	パワーズ
lawrence	ローレンス
oppnådd	達成
alternative	オルタナティブ
alternative	代替
tradisjoner	伝統
hits	ヒット
såret	負傷
åpner	開く
fiolin	ヴァイオリン
fiolin	ヴァイオリン
fiolin	バイオリン
kenneth	ケネス
nedover	ダウン
minnesota	ミネソタ
bottom	ボトム
kriger	戦士
rik	金持ち
rik	リッチ
konflikter	紛争
konflikter	コンフリクト
konflikter	紛争
blod	血液
blod	ブラッド
forklare	説明
mit	mit
fin	ナイス
fin	ニース
fin	素敵
atlanta	アトランタ
driften	ドリフト
individer	個人
metoden	方法
metoden	メソッド
kravet	債権
kravet	主張
kravet	取得
fakta	事実
distrikter	ディストリクト
hjelper	ヘルパー
samtidige	同時
pasienter	患者
begravet	埋葬
val	val
val	ヴァル
sol	太陽
sol	sun
sol	晴れ
sol	サニー
sol	sol
sol	ソル
napoli	ナポリ
napoli	ナポリ
føler	感じる
føler	feel
føler	フィール
føler	気分
føler	フィーリング
brødre	兄弟
brødre	ブラザーズ
bønder	百姓
bønder	農民
bønder	農家
how	how
las	ラス
las	las
relevante	関連
baron	男爵
møtt	met
eksil	exile
eksil	流罪
eksil	亡命
reisen	旅行
reisen	journey
anklaget	被告人
milano	ミラノ
milano	ミラノ
parker	パーカー
parker	公園
komedie	喜劇
komedie	コメディ
komedie	コメディー
åge	age
åge	年齢
spiser	食べる
nick	ニック
forretningsmann	ビジネスマン
sophie	ソフィー
enighet	協定
enighet	合意
span	スパン
boksing	ボクシング
snakke	喋る
snakke	speak
tim	ティム
tim	tim
lise	リーゼ
russell	ラッセル
anker	アンカー
anker	アンカー
edinburgh	エディンバラ
barbara	バーバラ
alpene	アルプス山脈
alpene	アルプス
prøyssiske	プロイセン
sant	トゥルー
sant	true
sant	本当
kreves	必須
elektronisk	エレクトロニック
michel	ミシェル
alice	アリス
hjerte	心臓
hjerte	ハート
clark	クラーク
edition	edition
edition	エディション
oversett	翻訳
marokko	モロッコ
belgisk	ベルギー
kapp	ケープ
stillinger	ポジション
fattige	かわいそう
glass	グラス
glass	ガラス
bell	ベル
fru	ミセス
fru	mrs
territorium	縄張り
senatet	元老院
bryting	レスリング
bryting	レスラー
dal	ダール
dal	バレー
dal	谷間
libanon	レバノン
vente	待つ
vente	待ち
bernard	ベルナール
slovakia	スロバキア
sveitsiske	スイス
theatre	演劇
theatre	劇場
kjempe	巨人
kjempe	ジャイアント
kjempe	巨大
kjempe	ファイト
kennedy	ケネディ
kristus	キリスト
skuespillere	俳優
fekting	フェンシング
grener	スキー
tråd	スレッド
objekter	オブジェクト
klasser	クラス
gerhard	ゲルハルト
organ	臓器
organ	オルガン
overgangen	変遷
overgangen	転移
kommando	指揮
kommando	コマンド
diplomat	外交官
lokaler	構内
lokaler	敷地
voss	ヴォス
jag	jag
taiwan	中華民国
taiwan	台湾
wood	木材
wood	木製
wood	ウッド
oversetter	翻訳
oversetter	翻訳
beach	ビーチ
beach	砂浜
köln	ケルン
operasjoner	演算
operasjoner	オペレーション
operasjoner	操作
operasjoner	手術
plutselig	突然
gass	気体
gass	ガス
fritz	フリッツ
rasmussen	ラスムセン
skilte	離婚
nova	ノヴァ
nova	新星
trommeslager	ドラマー
jordbruk	農業
refererer	参照
refererer	参考文献
refererer	参照
refererer	リファレンス
såvidt	辛うじて
bære	運ぶ
bære	持ち込み
deltakelse	関与
deltakelse	参加
dypt	ディープ
dypt	深い
menneskene	ヒト
konsensus	合意
sørensen	セーレンセン
trinn	step
trinn	ステップ
trinn	歩数
trinn	手順
trinn	ステップ
nære	閉じる
nære	クローズ
maraton	マラソン
sammenhengende	連続
off	オフ
margaret	マーガレット
oliver	オリヴァー
oliver	オリバー
smale	狭い
bernhard	ベルナルド
yes	はい
fame	名声
gray	灰色
gray	グレイ
gray	グレー
generasjon	世代
generasjon	ジェネレーション
arkeologi	考古学
arkeologi	考古学
slutte	辞める
slutte	終了
invasjon	侵略
invasjon	侵攻
jorda	地球
jorda	アース
latvia	ラトビア
vinnere	勝者
teorier	理論
dom	評決
dom	ドム
dom	dom
landsbyer	村落
jonathan	ジョナサン
kvinnelig	女性
uttalt	発音
vincent	ヴィンセント
only	のみ
place	place
place	場所
place	スポット
dikter	詩人
dikter	歌人
rolling	ローリング
leach	リーチ
hel	ヘル
hel	全体
goals	ゴール
goals	目標
sverd	刀剣
synger	歌う
opptak	記録
opptak	レコーディング
opptak	録音
game	ゲーム
universiteter	大学
sudan	スーダン
sudan	スーダン
senket	埋没
relatert	関連
graham	グラハム
graham	グレアム
arsenal	アーセナル
arsenal	工廠
verdien	バリュー
verdien	価額
liberale	リベラル
blader	葉っぱ
blader	雑誌
kirkegård	墓地
kirkegård	墓地
kirkegård	墓所
kirkegård	墓場
sjeldne	レア
verste	最悪
action	アクション
stewart	スチュワート
navy	海軍
navy	ネイビー
motorer	エンジン
sparta	スパルタ
brutt	壊れた
malaysia	マレーシア
erstatte	置換
seiling	セーリング
grav	墓所
grav	墓穴
konstant	定数
oversettelser	翻訳
skudd	ショット
autonome	自律
kypros	キプロス
steiner	ストーンズ
steiner	シュタイナー
steiner	岩石
steiner	ロックス
forventet	期待
hente	取得
retningslinjer	ポリシー
retningslinjer	政策
retningslinjer	方針
retningslinjer	指針
retningslinjer	ガイドライン
retningslinjer	ポリシー
retningslinjer	施策
retningslinjer	方針
unionen	ユニオン
hemmelige	秘密
norman	ノーマン
positive	陽性
positive	ポジティブ
astrid	アストリッド
hund	イヌ
disney	ディズニー
dakota	ダコタ
baker	ベーカー
gods	不動産
anbefalt	おすすめ
anbefalt	推奨
innsbruck	インスブルック
singler	シングルス
sykling	サイクリング
sykling	サイクリング
kjemisk	化学
harde	厳しい
pund	パウンド
pund	ポンド
pund	ポンド
son	息子
blått	青い
blått	ブルー
blått	青色
prester	司祭
orchestra	オーケストラ
slaver	奴隷
holstein	ホルシュタイン
sig	sig
politi	警察官
politi	ポリス
politi	警察
indiana	インディアナ
northern	ノーザン
northern	北方
northern	北部
claude	クロード
werner	ヴェルナー
utm	utm
prince	プリンス
bokstaver	手紙
løsninger	ソリューション
bates	ベイツ
planene	計画
planene	プラン
tempo	ペース
tempo	テンポ
tempo	ペース
sicilia	シチリア
gjennomsnittlig	平均
nederst	ボトム
færre	少ない
færre	少ない
effektiv	効率
effektiv	実効
volume	音量
volume	ボリューム
volume	体積
gutt	男の子
gutt	少年
gutt	ボーイ
gutt	キッド
himmelen	天国
himmelen	sky
himmelen	スカイ
robin	ロビン
bestemme	決める
etasje	フロア
forbedre	改善
forbedre	向上
forbedre	改善
linux	linux
lisa	リサ
daglige	デイリー
ber	ber
ber	祈り
singapore	シンガポール
gary	ゲーリー
gary	ギャリー
gary	ゲイリー
budapest	ブダペスト
tempelet	テンプル
tempelet	寺院
tempelet	神殿
engasjement	婚約
engasjement	コミットメント
engasjement	収容
phil	フィル
nyheter	news
nyheter	ニュース
konstantinopel	コンスタンティノープル
beskjed	メッセージ
beskjed	伝言
dave	デーヴ
dave	デイヴ
årsak	理由
årsak	理性
årsak	原因
francesco	フランチェスコ
dynasti	王朝
definisjon	定義
firenze	フローレンス
firenze	フィレンツェ
konkurs	破産
bonde	農家
wright	ライト
kriterier	基準
kriterier	条件
lyn	ライトニング
samlede	集計
samlede	集約
jerry	ジェリー
positivt	陽性
positivt	ポジティブ
kino	キノ
kino	映画
kino	シネマ
kino	映画
bevegelser	動き
golf	ゴルフ
vin	ワイン
vin	ワイン
mønster	パターン
mønster	パターン
karin	カリン
southern	サザン
southern	南部
colorado	コロラド
lost	ロスト
taket	屋上
taket	屋根
glad	ハッピー
glad	幸せ
morgan	モルガン
venezuela	ベネズエラ
rollene	役割
rute	経路
rute	ルート
ferrari	フェラーリ
trening	トレーニング
trening	講習
trening	修行
trening	訓練
trening	研修
trening	運動
trening	行使
trening	エクササイズ
keiserlige	インペリアル
technology	技術
technology	テクノロジー
wolfgang	ヴォルフガング
vestlig	ウェスタン
vestlig	ウエスタン
dresden	ドレスデン
lasse	ラッセ
special	スペシャル
klær	被服
klær	被服
klær	洋服
paa	paa
antikkens	古代
stuart	スチュアート
stuart	ステュアート
ruter	路線
ruter	ルート
ruter	ルータ
tretten	thirteen
bot	bot
bot	ボット
grant	付与
grant	グラント
ventet	期待
utstillinger	展示
utstillinger	展示
bassist	ベーシスト
hertugdømmet	公国
dna	dna
vedtak	決断
vedtak	決定
betalt	有料
harold	ハロルド
warren	ウォーレン
leiren	camp
leiren	キャンプ
butikker	店舗
butikker	ショップ
butikker	店舗
heat	ヒート
warszawa	ワルシャワ
soldat	兵士
soldat	兵隊
midtre	真ん中
midtre	ミドル
final	最終
final	決勝
final	ファイナル
maskin	マシン
maskin	マシーン
maskin	機械
medlemskap	会員
ukjente	不明
fremtiden	フューチャー
fremtiden	未来
fremtiden	将来
now	now
now	ナウ
inc	inc
bush	ブッシュ
bolig	住居
bolig	居所
bolig	住居
bolig	住宅
bolig	住居
motiv	動機
tilfeldig	ランダム
høres	サウンド
traff	met
toronto	トロント
arrangement	イベント
arrangement	行事
tegner	図面
tegner	描画
tegner	ドローイング
tegner	スケッチ
dark	ダーク
dark	暗い
brant	ブラント
freden	ピース
freden	平和
dyrket	栽培
dyrket	成長
derby	ダービー
business	営業
business	事業
business	ビジネス
merk	メモ
merk	ノート
merk	マーク
merk	マルク
følte	フェルト
troppen	分隊
kansas	カンザス
three	三人
three	three
three	スリー
assistent	助手
assistent	アシスタント
ryan	ライアン
negative	ネガティブ
negative	マイナス
negative	ネガ
ekstremt	きわめて
ekstremt	極めて
ekstremt	エクストリーム
georges	ジョルジュ
presten	司祭
wild	ワイルド
wild	野生
ken	ケン
arrangør	主催
arrangør	ホスト
arrangør	主催
arrangør	ホスティング
arrangør	主催
utløp	失効
utløp	コンセント
eng	eng
flate	フラット
rester	残り物
rester	残党
baby	ベイビー
baby	赤ちゃん
anerkjennelse	認識
anerkjennelse	認定
funksjonen	機能
funksjonen	フィーチャー
funksjonen	特徴
fjerning	除去
fjerning	撤去
age	age
age	年齢
digitale	デジタル
microsoft	microsoft
guy	ガイ
billboard	看板
hemmelig	秘密
napoleon	ナポレオン
observert	斑点
observert	観測
utstilling	展示
utstilling	ショールーム
utstilling	展示
ild	火事
ild	ファイア
ild	火災
faktum	事実
manuel	マニュエル
manuel	マヌエル
temaer	テーマ
temaer	トピック
