lokalizacji	местоположения
doradca	съветник
doradca	съветник
doradca	съветник
uderzył	удари
uderzył	хит
audi	ауди
nsdap	нсдап
oskarżenia	обвинение
oskarżenia	твърдения
oskarżenia	обвинения
rejs	круз
rejs	круиз
arabii	арабия
panie	лорд
panie	дами
panie	дамски
kong	конг
tradycję	традицията
tradycję	традиция
tradycję	традиции
cali	кали
cali	сантиметри
cali	инча
cali	см
edgar	едгар
twoja	вашият
twoja	твоят
twoja	твоя
twoja	твоята
twoja	твой
twoja	твоя
twoja	твоята
dominuje	доминира
clausura	клаусура
jensen	дженсън
chrzest	кръщене
chrzest	кръщенето
chrzest	кръщене
fia	фиа
przegrana	поражение
przegrana	победен
przegrana	губи
przegrana	губиш
przegrana	губя
potomków	потомци
potomków	потомци
potomków	потомците
potomków	потомство
potomków	наследници
england	англия
dee	ди
dee	дий
sprzeczne	противоречиви
sprzeczne	противоречиви
renata	рената
zasadnicza	фундаментално
asystenta	помощник
asystenta	асистентка
asystenta	асистент
rheinland	rheinland
podkategorii	подкатегории
podkategorii	подкатегория
wagon	комби
wagon	каруцата
wagon	каруца
wagon	фургон
zniszczyć	унищожаване
zniszczyć	унищожи
traktuje	лакомства
traktuje	третира
traktuje	почерпка
dialogu	диалог
odkrywa	разкрива
odkrywa	открива
missisipi	мисисипи
powodując	причинявайки
powodując	причиняване
historycznie	исторически
christine	кристин
marynarka	флот
marynarka	сако
marynarka	яке
marynarka	якето
marynarka	сакото
stężenia	концентрациите
stężenia	концентрации
stężenia	концентрация
wyjaśnienie	обяснения
wyjaśnienie	обяснение
wyjaśnienie	разяснения
wyjaśnienie	изясняване
wyjaśnienie	пояснение
wyjaśnienie	разяснение
wyjaśnienie	разяснения
polo	поло
czynne	активна
czynne	активно
czynne	активни
czynne	активен
odbiór	над
odbiór	разписка
odbiór	получаване
odbiór	получаване
odbiór	получаващи
odbiór	прием
odbiór	приемане
odbiór	рецепция
odbiór	взимане
odbiór	пикап
represji	репресии
wicehrabia	виконт
czeskie	чешки
czeskie	чешката
czeskie	чешка
ashley	ашли
obywatele	граждани
obywatele	гражданите
obywatele	граждани
obywatele	гражданин
piętro	подът
piętro	пода
piętro	етаж
salon	салон
salon	салон
ekspozycji	експозиции
mięsa	месо
mięsa	месото
mięsa	меса
czynnik	фактор
czynnik	коефициент
mechaniczne	механична
mechaniczne	механично
mechaniczne	механични
mechaniczne	механичен
nbc	nbc
wasilij	василий
podłoże	субстрат
podłoże	земя
mauzoleum	мавзолей
butler	бътлър
butler	иконом
zlewni	водосборния
liczebności	изобилието
liczebności	изобилие
obserwuje	наблюдаване
obserwuje	гледане
obserwuje	гледам
tunezji	тунис
samuela	самюъл
samuela	самуел
samuela	самюел
paliwo	горива
paliwo	гориво
paliwo	бензин
paliwo	петрол
skuteczności	ефективност
skuteczności	ефективност
skuteczności	ефикасност
skuteczności	ефикасността
zatrudnienia	заетост
ren	рен
ren	рейн
grey	сив
grey	сиво
grey	сива
grey	сиви
grey	грей
tokyo	токио
okno	прозореца
okno	прозорецът
okno	прозорец
uroczyście	тържествено
odzyskać	възстанови
kolumbia	колумбия
kolumbia	колумбия
cameron	камерън
piw	бирите
piw	бири
germain	жермен
glenn	глен
treningi	тренировки
treningi	тренировки
treningi	обучение
treningi	тренировка
treningi	обучения
prosi	пита
leeds	лийдс
kwiat	цвете
wieki	възрасти
wieki	вековете
wieki	столетия
wieki	векове
aaron	аарон
aaron	арон
aaron	аарън
aaron	арън
operacyjnych	оперативни
operacyjnych	оперативно
operacyjnych	оперативен
operacyjnych	оперативни
operacyjnych	оперативна
council	съветът
council	съвет
council	съвета
camp	лагер
fabio	фабио
fabio	фабио
okrążenie	обиколка
okrążenie	скута
ręczny	преносимо
komiksów	комикс
komiksów	комикси
mann	ман
zwykły	редовно
zwykły	редовен
zwykły	редовни
zwykły	редовна
zwykły	обикновен
zwykły	обикновена
zwykły	обикновени
misje	мисии
misje	мисията
misje	мисия
wytwarza	произвежда
rycerzy	рицарите
rycerzy	рицари
demokratów	демократи
demokratów	демократите
demokratów	демократ
pokonany	бит
pokonany	пребита
pokonany	пребит
pokonany	бита
pokonany	победена
pokonany	победени
pokonany	победен
norm	норми
norm	нормите
norm	стандартите
norm	стандарти
norm	норма
peugeot	пежо
standardy	стандартите
standardy	стандарти
poprosił	попитал
poprosił	попитала
poprosił	попита
węgiel	въглища
węgiel	въглен
węgiel	въглен
węgiel	въглени
węgiel	въглероден
węgiel	въглерод
bass	бас
bass	баса
bass	костур
zamość	замошч
automatyczna	автоматична
automatyczna	автоматични
automatyczna	автоматично
automatyczna	автоматичен
aspekty	аспекти
aspekty	аспект
prezentacji	представяне
prezentacji	презентация
prezentacji	презентации
stefano	стефано
domeny	области
domeny	владение
domeny	домейн
pracujący	работещ
pracujący	работен
pracujący	работим
wzory	модели
wzory	образци
wzory	моделите
wzory	дизайни
wzory	формули
podlaski	подляски
zatonął	потънал
zatonął	потъна
zatonął	потопен
zatonął	потопени
zatonął	потънал
zatonął	потъна
zatonął	потънала
strunowce	хордови
joel	джоел
joel	джоуел
porównanie	сравнение
porównanie	сравняване
porównanie	сравни
porównanie	сравнение
porównanie	сравняване
dell	дел
dell	dell
ewy	ив
ewy	ева
fra	fra
osobisty	лично
osobisty	личен
osobisty	лична
osobisty	лични
osobisty	персонален
prezydenckie	президентски
prezydenckie	президентските
carmen	кармен
montgomery	монтгомъри
montgomery	монгомъри
kompozytorów	композитори
oun	цнс
jądro	ядрото
jądro	тестис
jądro	тестиси
jądro	ядро
jądro	сърцевина
jądro	ядрото
następcę	наследник
salomona	соломон
pearl	пърл
pearl	перла
wywołało	задейства
wywołało	предизвикана
wywołało	задействана
wiktoria	виктория
przodków	предшественици
przodków	предците
przodków	предци
przodków	прародител
chińskie	китайци
chińskie	китайска
chińskie	китайско
chińskie	китайски
chińskie	китаец
kielicha	бокал
lodu	айс
lodu	лед
liber	liber
przydatne	полезна
przydatne	полезно
przydatne	полезни
przydatne	полезен
jowisza	юпитер
zaangażowanie	ангажимент
zaangażowanie	годежът
zaangażowanie	годежа
zaangażowanie	годеж
zaangażowanie	ангажиране
zaangażowanie	участие
zaangażowanie	ангажимент
zaangażowanie	отдаденост
zaangażowanie	ангажираност
zaangażowanie	обвързване
zaangażowanie	задължение
rzemiosła	занаяти
kompetencji	правоспособност
kompetencji	компетентност
kompetencji	компетентност
kompetencji	компетенции
kompetencji	компетентността
kompetencji	компетентност
kompetencji	компетенции
zapach	мирис
zapach	миризма
zapach	аромат
zapach	ухание
zapach	миризма
zapach	мирис
zapach	мирис
zapach	миризма
zapach	аромат
zapach	ухание
żyjący	жива
żyjący	живите
żyjący	живи
rozszerzenie	уголемяване
rozszerzenie	разширяване
rozszerzenie	разширение
rozszerzenie	разширяването
rozszerzenie	разрастване
rozszerzenie	разширяване
rozszerzenie	разширение
rozszerzenie	продължение
rozszerzenie	удължаване
rozszerzenie	разширение
mercury	живак
mercury	меркурий
konsulat	консулството
konsulat	консулство
turków	турците
turków	турци
prezentowane	препоръчани
prezentowane	представени
prezentowane	представено
prezentowane	представена
prezentowane	представен
kazań	проповеди
kazań	казан
uroczyste	тържествено
uroczyste	празнични
uroczyste	празнично
uroczyste	празнична
greckie	гръцки
greckie	гръцко
greckie	грък
greckie	гръцка
venus	венера
armata	оръдия
armata	кенън
armata	оръдие
armata	оръдието
homo	хомо
herbie	хърби
wien	wien
bergen	берген
produkuje	произвежда
ciemne	тъмна
ciemne	тъмно
ciemne	тъмен
lokalnie	локално
wymagane	поиска
wymagane	поискани
wymagane	поискано
wymagane	поискана
wymagane	поискаха
wymagane	изисквана
metry	метра
metry	метри
metry	метри
bit	бит
toma	тома
bomba	бомбата
bomba	бомба
tunelu	тунел
ekspertów	експерти
ekspertów	експертите
ekspertów	експертно
ekspertów	експерт
sparta	спарта
misjonarz	мисионер
ziemskiego	земно
dorosłe	възрастни
ściana	стена
ściana	стената
ściana	уол
konstytucyjnego	конституционна
konstytucyjnego	конституционен
konstytucyjnego	конституционни
konstytucyjnego	конституционния
newton	нютън
newton	нютон
pzl	pzl
pliki	досиета
pliki	файлове
personelu	персонал
personelu	персонал
personelu	персоналът
personelu	служители
con	измама
kandydaturę	кандидатурата
kandydaturę	кандидатура
tylny	задна
tylny	заден
tylny	отзад
tylny	задни
tylny	задно
wiązanie	задължителен
wiązanie	свързване
wiązanie	обвързващи
wiązanie	връзване
wiązanie	бонд
liverpool	ливърпул
emanuel	емануел
dublin	дъблин
przeglądu	преглед
przeglądu	преразглеждане
teoretyk	теоретик
andre	андре
andre	андре
tymczasowego	временни
niebie	рай
niebie	раят
niebie	рая
niebie	небето
niebie	скай
niebie	небе
niebie	небето
nocny	нощна
nocny	вечер
nocny	нощ
nocny	нощта
gleb	почвите
gleb	почви
umysłu	ума
umysłu	ум
josh	джош
gwatemali	гватемала
gwatemali	гватемалски
zastrzeżenia	резерви
zastrzeżenia	резервации
zastrzeżenia	възражения
sądy	съдилищата
sądy	съдилища
jasności	яснота
jasności	яркост
traktowane	лекувани
traktowane	обработен
traktowane	обработени
traktowane	третирани
traktowane	лекувана
sobota	събота
zajęte	зает
zajęte	заети
zajęte	заето
zajęte	заето
wrogów	врагове
wrogów	враговете
zaleca	препоръчва
chirurgii	хирургия
chirurgii	операция
chirurgii	хирургическа
chirurgii	хирургически
uczucia	чувствата
uczucia	чувства
uczucia	чуства
rolnej	аграрна
elektronów	електрон
nintendo	нинтендо
filozoficzne	философски
armstrong	армстронг
cezar	цезар
zainteresowań	интереси
klasycznego	класика
klasycznego	класическо
klasycznego	класически
klasycznego	класическа
podłogi	етажите
podłogi	подове
podłogi	етажи
podłogi	етажа
podłogi	настилка
komety	кометата
komety	комета
komety	кометите
komety	комети
otoczona	обкръжени
otoczona	обкръжен
otoczona	обграден
otoczona	обградени
otoczona	заобиколен
lahti	лахти
boca	бока
piasku	пясък
prowadzące	водещи
prowadzące	водещо
oznaczone	маркирани
oznaczone	маркиран
oznaczone	отбелязани
oznaczone	отбелязан
oznaczone	маркирани
oznaczone	маркирана
oznaczone	белязани
oznaczone	маркиран
oznaczone	белязан
nestor	нестор
sodu	натрий
sodu	натриев
leśnictwa	горски
tempo	пасе
tempo	темпо
tempo	темп
tempo	темпо
językowej	езикови
konfrontacji	конфронтация
volkswagen	фолксваген
zrozumienia	разбирателство
zrozumienia	разбиране
ronnie	рони
przeznaczenie	дестинация
przeznaczenie	направление
przeznaczenie	местоназначение
przeznaczenie	посока
przeznaczenie	съдба
przeznaczenie	съдбата
przeznaczenie	съдба
przeznaczenie	съдбата
przeznaczenie	предназначение
przeznaczenie	цел
biblia	библия
biblia	библията
naród	нация
soczi	сочи
liderów	ръководители
liderów	лидерите
liderów	лидери
liderów	водачи
sonda	сонда
sonda	сондата
warta	уърт
zmienione	преработени
zmienione	преразгледан
zmienione	преразгледани
zmienione	преработен
zmienione	преразгледана
zmienione	променена
zmienione	променени
zmienione	променен
zmienione	променено
zmienione	променени
zmienione	променено
zmienione	променена
zmienione	променен
zmienione	променени
zmienione	променено
zmienione	модифициран
zmienione	променен
zmienione	модифицирани
zmienione	модифицирана
zmienione	изменено
zmienione	изменен
zmienione	изменени
zmienione	изменена
sin	грехът
sin	грехове
sin	грях
paryskiej	парижки
meyer	майър
meyer	майер
postawa	нагласа
postawa	отношение
postawa	поведение
postawa	стойка
postawa	поза
postawa	стойка
postawa	стойката
rozpoznanie	разузнаване
rozpoznanie	разузнаване
rozpoznanie	признание
rozpoznanie	признаване
rozpoznanie	разпознаване
rozpoznanie	диагностика
rozpoznanie	диагноза
scalemajor	scalemajor
timeaxis	timeaxis
ciekawy	любопитен
ciekawy	любопитно
ciekawy	любопитна
ciekawy	любопитни
dale	дейл
potrzebuje	необходимост
potrzebuje	нужда
potrzebuje	потребност
potrzebuje	нужди
forever	завинаги
forever	вечно
cat	котарак
cat	котка
cat	кат
cat	коте
zwykłych	обикновен
zwykłych	обикновена
zwykłych	обикновени
wydawcy	издателите
wydawcy	издатели
wydawcy	редактори
wydawcy	издател
wydawcy	издателство
biuletyn	бюлетин
biuletyn	бюлетина
biuletyn	бюлетин
episkopatu	епископалната
freedom	свобода
adaptacji	адаптации
delegatów	делегати
delegatów	делегатите
imagesize	imagesize
yang	янг
fabrykę	фабрика
fabrykę	завод
fabrykę	фабриката
ekran	екрана
ekran	екран
burbon	бърбън
dołączyła	съединени
sal	сал
plotarea	plotarea
lucy	люси
lucy	луси
sebastiana	себастиан
sebastiana	себастиян
allan	алън
allan	алан
ostry	остро
ostry	шарп
ostry	остър
ostry	остра
ostry	остри
ostry	остро
ostry	остър
ostry	остра
berger	бъргър
równoległy	паралелно
równoległy	успоредно
równoległy	успоредни
równoległy	паралелна
równoległy	паралелни
edytuj	редактиране
wells	уелс
wells	кладенци
organizacyjnych	организационни
fizyczna	физическо
fizyczna	физически
fizyczna	физическа
możliwy	възможно
możliwy	възможен
możliwy	възможна
możliwy	възможни
oświetlenie	осветяване
oświetlenie	осветление
oświetlenie	осветяване
ekspozycja	излагане
ekspozycja	облъчване
ekspozycja	експозиция
konsul	консул
rebelianci	бунтовници
clarke	кларк
ograniczeń	ограниченията
ograniczeń	ограничения
protokół	протокол
protokół	протоколът
zabezpieczenie	обезпечение
alain	ален
astronomii	астрономия
astronomii	астрономията
protesty	протест
protesty	протести
siedliska	местообитанията
siedliska	местообитания
siedliska	местообитания
ciemności	мрака
ciemności	мракът
ciemności	тъмнината
ciemności	мрак
ciemności	тъмнина
ahmed	ахмед
ahmed	ахмад
anatolij	анатоли
anatolij	анатоли
anatolij	анатолий
płótnie	платно
płótnie	платна
gerhard	герхард
generacja	генериране
generacja	поколение
modyfikacji	изменение
modyfikacji	модификация
modyfikacji	модификации
modyfikacji	изменения
karate	карате
przybyła	пристигнал
przybyła	пристигна
kapitału	столица
kapitału	капитал
kapitału	капитали
kapitału	столицата
foster	приемен
foster	фостър
foster	приемни
harvey	харви
płatki	венчелистчета
płatki	снежинки
płatki	люспи
krytykę	критиката
krytykę	критика
krytykę	критики
krytykę	критика
krytykę	критиката
eugene	юджийн
wspomniany	спомената
wspomniany	споменато
wspomniany	споменат
druk	печат
druk	отпечатък
druk	отпечатване
druk	печат
druk	печатане
druk	отпечатване
burza	гръмотевична
burza	буря
burza	сторм
burza	бурята
przedstawiają	изобразяват
tragedii	трагедии
tragedii	трагедия
tragedii	трагедията
wystawę	изложение
wystawę	изложба
edwards	едуардс
nowoczesny	модерно
nowoczesny	модерни
nowoczesny	модерна
nowoczesny	съвременно
nowoczesny	модерен
nowoczesny	съвременен
nowoczesny	съвременни
nowoczesny	съвременна
nowoczesny	съвременно
nowoczesny	съвременен
posterunek	станция
posterunek	station
posterunek	гара
grobie	гроб
grobie	гробница
grobie	гробницата
grobie	гроб
louisa	луиза
utah	юта
guillermo	гилермо
dochody	приходи
dochody	приход
dochody	доход
dochody	приходи
dochody	доходи
dochody	приходи
dochody	доходи
dochody	печалби
dochody	приход
dochody	приходи
ruth	рут
piętra	етажите
piętra	подове
piętra	етажи
piętra	етажа
tango	танго
zorganizowane	организиран
zorganizowane	организирана
zorganizowane	организирано
zorganizowane	организирани
zorganizowane	организиран
zorganizowane	организирана
zorganizowane	организирано
zorganizowane	организирани
towarowy	товари
towarowy	товарен
bukareszcie	букурещ
wykorzystany	експлоатирани
skłodowskiej	склодовска
przyjaźń	приятелството
przyjaźń	дружба
przyjaźń	приятелство
gotowy	готови
franków	франка
cywilów	цивилни
body	тялото
body	тяло
body	телесно
higgins	хигинс
archeologii	археология
archeologii	археологията
archeologii	археология
zarejestrowane	регистриран
zarejestrowane	регистрирана
zarejestrowane	регистрирано
zarejestrowane	регистрирани
zarejestrowane	записани
zarejestrowane	записано
zarejestrowane	записан
zarejestrowane	записана
crystal	кристъл
crystal	кристална
crystal	кристал
crystal	кристално
dzwon	бел
dzwon	камбана
dzwon	звънче
dzwon	звънец
rozmowa	интервю
rozmowa	разговор
rozmowa	разговори
rozmowa	беседа
marcelo	марсело
uzupełnienia	допълва
uzupełnienia	допълване
uzupełnienia	допълнение
uzupełnienia	допълват
uzupełnienia	допълнения
toro	торо
lampy	светлина
lampy	лампа
lampy	лампата
lampy	светлини
lampy	лампи
lampy	фарове
dzwony	камбаните
dzwony	камбани
dzwony	звънчета
wad	дефекти
wad	недостатъци
wad	пороци
zakup	покупка
zakup	закупуване
zakup	купуване
zakup	закупуване
zakup	закупуване
zakup	покупки
zakup	покупките
curtis	къртис
spirit	дух
leicester	лестър
zorganizowany	организиран
zorganizowany	организирана
zorganizowany	организирано
zorganizowany	организирани
zorganizowany	организиран
zorganizowany	организирана
zorganizowany	организирано
zorganizowany	организирани
gazet	вестниците
gazet	вестници
arabski	арабин
arabski	арабски
arabski	арабска
arabski	арабски
arabski	арабска
arabski	арабски
arabski	арабска
kocha	обича
lin	лин
lin	въжетата
lin	въжета
leslie	лесли
lima	лима
kujawski	куявски
głosi	проповядва
singles	единични
singles	сингъла
singles	необвързани
generałowie	генерали
naprzeciw	обратното
procesor	процесор
procesor	процесор
garcia	гарсия
garcia	гарсия
cmentarze	гробища
cmentarze	гробищата
cmentarze	гробища
osp	опс
zimbabwe	зимбабве
bach	бах
bird	птиче
bird	бърд
bird	птичка
bird	птица
pokolenie	генериране
pokolenie	поколение
pokolenie	поколенията
pokolenie	поколения
uzbrojony	въоръжен
uzbrojony	въоръжени
uzbrojony	въоръжена
gun	пистолет
gun	оръжие
przybywa	пристига
przybywa	пристига
przybywa	идва
botanik	ботаник
samantha	саманта
wydać	харчи
wydać	похарчи
brody	бради
brody	броуди
brody	броди
spożywczy	бакалия
palma	палма
zimy	зима
zimy	зимата
zimy	уинтърс
six	шестима
six	шест
poziomy	хоризонтални
poziomy	хоризонтално
poziomy	хоризонтален
poziomy	хоризонтална
poziomy	нива
poziomy	равнища
wyrażenie	фраза
wyrażenie	изразяване
wyrażenie	изражение
wyrażenie	израз
legion	легион
legion	легиона
męczennika	мъченик
ustalenie	решителност
ustalenie	решимост
ustalenie	определяне
ustalenie	установи
wyjazd	напускане
wyjazd	излизане
wyjazd	изход
wyjazd	напускане
wyjazd	отпътуване
wyjazd	заминаване
wyjazd	тръгване
wyjazd	пътуване
wyjazd	пътешествие
wyjazd	трип
wyjazd	екскурзия
chana	чан
discovery	откритие
discovery	разкритие
discovery	дискавъри
discovery	откриване
rozdzielczości	резолюция
zera	нули
zera	нули
dekady	десетилетия
dekady	десетилетие
