relativity	relativnost
kresťanský	kristjan
mäsa	mesa
mäsa	meso
mäsa	mesni
henrik	henrik
bach	bach
slávu	slava
slávu	slavo
slávu	slava
slávu	slavi
slávu	slavo
theodor	theodor
využívanie	izkoriščenost
využívanie	izkoriščanje
využívanie	uporaba
ahoj	pozdravljeni
učiť	naučil
učiť	naučil
astronauti	astronavti
kôra	skorja
kôra	lubja
kôra	korteks
kôra	lupine
kôra	lupino
kôra	lupina
náročné	zahtevna
náročné	zahtevno
náročné	težka
náročné	težavna
náročné	težko
fakty	dejstva
fakty	dejstev
costa	costa
darwin	darwin
uzavreté	priloženo
uzavreté	zaprto
uzavreté	zaprt
uzavreté	zaprte
uzavreté	zaprti
uzavreté	zaprta
rozhovory	pogovori
rozhovory	intervjuje
rozhovory	intervjujev
rozhovory	razgovori
rozhovory	pogovori
rozhovory	pogovori
tlači	tiska
tlači	pritisni
tlači	tisk
tlači	novinarji
spolupracovala	sodeloval
zabili	ubitih
zabili	ubit
zabili	ubita
zabili	umorjen
zabili	umorjena
gréckom	grški
gréckom	grško
gréckom	grk
gréckom	grška
sfondo	sfondo
osudu	usoda
osudu	usodo
štýly	styles
staviteľ	zidar
hlboký	globoka
hlboký	globoko
hlboký	globok
hlboký	globoka
využívaná	izkoriščajo
násobný	multiplikativni
zaujíma	zanima
zaujíma	zainteresirani
zaujíma	zainteresirana
zaujíma	zainteresirane
viaže	veže
viaže	vezan
viaže	vezani
cape	ogrinjalo
cape	rt
cape	cape
rekreačné	rekreacijski
vyrobená	proizvedena
vyrobená	proizvedeno
vyrobená	proizveden
vyrobená	proizvedeno
vyrobená	proizveden
vyrobená	izdelano
vyrobená	izdelan
vyrobená	izdelane
vyrobená	narejena
vyrobená	narejeni
vyrobená	narejen
vyrobená	narejeno
kalendára	koledar
flotily	ladjevje
flotily	floto
flotily	flota
flotily	flote
flotily	flote
flotily	flot
flotily	ladjevja
menším	manjše
menším	manjša
menším	manjši
sektor	sektor
búrka	nevihta
búrka	vihar
búrka	nevihta
búrka	storm
búrka	neurje
guillaume	guillaume
komerčne	komercialno
domácu	domači
domácu	domač
domácu	domače
domácu	domača
stavia	gradi
keith	keith
spáchal	predano
spáchal	storjena
pablo	pablo
slonoviny	slonokoščeni
zdanlivo	navidezno
zdanlivo	navidezno
tvrdý	težko
nejako	nekako
éra	era
stredoveké	srednjeveški
presvedčený	samozavesten
presvedčený	samozavestna
presvedčený	samozavestno
presvedčený	samozavestni
presvedčený	verjemi
presvedčený	prepričal
zranenie	poškodbe
zranenie	poškodba
zranenie	rane
zranenie	rano
zranenie	rana
labuť	labod
labuť	swan
zachytáva	ujame
hitlera	hitlerju
hitlera	hitler
hitlera	hitlerja
mrakodrap	nebotičnik
reštaurácia	restavracije
reštaurácia	restavracija
brad	brad
doplnené	dopolnjeno
doplnené	dopolnjena
doplnené	dopolnjena
calgary	calgary
endate	endate
kostra	okostnjak
kostra	okostje
zastávky	ustavi
ukončiť	izhod
ukončiť	izstop
ukončiť	konec
ukončiť	odpoved
ukončiť	nehal
udelené	podeljena
udelené	odobreno
udelené	oddana
udelené	oddano
gregory	gregor
gregory	gregory
predpisy	uredbe
predpisy	predpisi
predpisy	pravila
predpisy	predpisi
lars	lars
pokrok	progress
pokrok	napredek
ostrý	ostri
ostrý	oster
ostrý	ostra
ostrý	ostro
ostrý	sharp
ohrozených	ogrožen
ohrozených	ogroženih
ohrozených	ogroženi
ohrozených	ogroženo
ohrozených	ogrožena
ohrozených	ogrožene
marko	marko
ponuky	ponudba
ponuky	ponudbe
ponuky	ponudbe
ponuky	ponudbe
ponuky	ponuja
univerzít	univerze
univerzít	univerz
univerzít	univerzami
stade	stade
obytné	stanovanjske
obytné	stanovanjska
obytné	stanovanjsko
obytné	stanovanjskih
obytné	stanovanjski
vlaku	vlak
susedné	sosede
susedné	sosedje
susedné	sosedi
susedné	sosednja
susedné	sosednje
susedné	sosednji
susedné	sosednji
susedné	sosednja
susedné	sosednje
budúce	prihodnje
budúce	bodoči
budúce	bodočnost
budúce	prihodnosti
budúce	prihodnost
plemien	pasem
plemien	pasme
poskytol	zagotovljenih
dean	dekan
dean	dean
zabitý	ubitih
zabitý	ubit
zabitý	ubita
zabitý	umorjen
zabitý	umorjena
nepriateľom	sovražnik
nepriateľom	sovražniki
nepriateľom	sovražniki
nepriateľom	sovražnike
nepriateľom	sovražnikov
výnimky	izjeme
výnimky	izjema
výnimky	izjeme
výnimky	izključitev
výnimky	izključitve
výnimky	oprostitve
výnimky	izjeme
bin	bin
bin	koš
expozície	izpostavitev
expozície	izpostavljanje
expozície	izpostavljenost
expozície	izpostavljenosti
expozície	izpostavljenosti
ruka	roka
ruka	roki
ruka	roka
bohužiaľ	žal
drevených	lesen
drevených	leseno
drevených	lesena
drevených	leseni
strieborný	srebrn
strieborný	srebro
strieborný	srebrno
strieborný	srebrna
strieborný	silver
kapacity	zmogljivosti
kapacity	zmogljivosti
kapacity	zmogljivost
kapacity	kapaciteta
luigi	luigi
android	android
rozprávanie	govorjenje
rozprávanie	govorjenje
voličov	volivce
voličov	volivci
voličov	volivcem
lom	lomom
lov	hunt
lov	lov
lov	lovski
lov	lovska
lov	lov
lov	lovljenje
sady	sadovnjaki
sady	določa
sady	kompleti
sady	nizi
kanála	kanal
kanála	kanal
jeruzalema	jeruzalem
prevrat	udar
červenú	rdeča
červenú	rdeči
červenú	rdeč
červenú	rdeče
červenú	red
piano	klavir
hrobka	grobnica
hrobka	grobnico
nosí	nosi
china	porcelan
china	kitajski
china	kitajsko
china	kitajska
flash	flash
flash	blisk
pacific	pacific
pacific	pacifik
prítomný	prisotna
prítomný	prisotni
prítomný	prisotno
prítomný	sedanjost
prítomný	prisoten
tón	tona
tón	ton
tón	tone
povrchové	površinske
pomocné	pomožni
pomocné	pomožno
pomocné	pomožna
pomocné	pomožne
pracujúcich	delavcev
pracujúcich	delavci
pracujúcich	delavce
pláne	načrt
pláne	plan
nissan	nissan
kanálov	kanali
dres	dres
dres	jersey
baník	rudar
cassini	cassini
vysielať	oddajanje
vysielať	oddaja
vysielať	oddajanje
kutná	kutná
une	une
vodnár	vodnar
lietadlom	ravnina
lietadlom	letalo
lietadlom	letalo
churchill	churchill
kenneth	kenneth
larry	larry
mitchell	mitchell
viet	viet
viet	stavki
gibson	gibson
veselý	veselo
absolútna	absolutni
absolútna	absolutno
absolútna	absolutna
lyžiar	smučar
ball	žogo
ball	žoga
ball	žogica
ann	ann
siedmy	sedmi
siedmy	sedma
siedmy	seventh
siedmy	sedmo
siedmy	sedmega
občianskych	civilno
občianskych	civilna
občianskych	civilne
tepelná	toplotno
patent	patent
odpovede	odzivi
odpovede	odgovore
odpovede	odgovori
odpovede	odgovori
dievčatá	punce
dievčatá	dekleta
dievčatá	punci
dievčatá	deklice
prijíma	sprejme
prijíma	sprejema
prijíma	prejema
prijíma	prejme
prijíma	sprejemanje
prijíma	sprejema
bielkovín	beljakovin
bielkovín	protein
bielkovín	proteini
bielkovín	beljakovine
kat	rabelj
kat	rabelj
kat	kat
novinárov	novinarji
novinárov	novinarjev
novinárov	novinarje
pokusov	sojenja
pokusov	preizkušnje
pokusov	preizkusi
čaká	čakanje
čaká	čakam
písomné	pisno
písomné	napisano
písomné	napisana
písomné	pisna
písomné	zapisano
chemici	kemiki
huby	gobe
huby	gobice
huby	glivice
huby	goba
huby	gobe
huby	glive
huby	glivice
iveta	iveta
pomohli	pomagala
pomohli	pomagal
pomohli	pomagalo
orbiter	orbiter
role	vloga
role	vloge
role	vlog
prispeli	prispeval
prispeli	podarja
prispeli	podaril
automatické	samodejno
automatické	samodejna
automatické	auto
automatické	samodejno
automatické	avtomatsko
automatické	samodejni
automatické	samodejna
volal	poklical
asistenti	pomočniki
detský	otrok
vystavené	izpostavljen
vystavené	izpostavljeni
vystavené	izpostavljena
vystavené	izpostavljeno
vystavené	izpostavljene
čestné	častno
čestné	častna
čestné	iskren
upravil	urejena
upravil	urejeni
upravil	izpuščeni
čínskych	kitajske
čínskych	kitajski
čínskych	kitajsko
čínskych	kitajska
čínskych	kitajci
zranenia	poškodbe
zranenia	poškodb
popularita	priljubljenost
zvony	zvonovi
zvony	zvončki
čelo	čela
čelo	čelo
čelo	čelu
čelo	obrvi
čelo	čelo
dverí	vrata
dverí	vrata
zlý	hudo
zlý	slaba
zlý	slabo
zlý	bad
zlý	slab
ovplyvnili	vplival
kusy	koščki
kusy	kosi
kusy	rezi
kusy	kosi
strela	ustreljen
strela	ustreljena
strela	strel
strela	metka
strela	naboj
strela	krogla
strela	izstrelek
strela	projektil
strela	raketa
podzemných	podzemna
podzemných	podzemni
podzemných	podzemlje
podzemných	podtalnice
norma	norma
norma	norma
norma	norm
norma	standardna
norma	standardno
norma	standard
početných	številni
početných	številne
alpy	alp
alpy	alpe
alpy	alpah
paolo	paolo
aer	aer
rosa	rosa
rosa	roso
rosa	rosa
zvuky	zvoki
zvuky	zveni
zvuky	zvoki
uznané	priznani
uznané	priznan
uznané	priznana
uznané	priznano
uznané	priznane
uznané	priznana
uznané	priznan
uznané	priznan
uznané	prepoznal
uznané	priznana
uznané	priznano
recenzie	pregledi
valcov	jeklenke
chvíle	trenutki
bankovky	bankovci
eugene	eugene
úpadok	razpad
úpadok	bankrot
úpadok	stečaj
palestíny	palestini
najmenší	najmanjšega
najmenší	najmanjše
najmenší	najmanjši
najmenší	najmanjša
minimum	minimalno
minimum	najmanj
minimum	najmanjša
zmenený	spremenjen
zmenený	spremenjeno
zmenený	spremenjena
zmenený	spremenjen
zmenený	spremenjene
zmenený	spremenjeno
zmiešané	mešani
zmiešané	mešana
zmiešané	mešane
zmiešané	mešano
julia	julijo
julia	julia
julia	julija
laboratórium	laboratorij
laboratórium	laboratorijsko
laboratórium	laboratorij
cover	kritje
dospelosti	odraslost
miguel	miguel
limit	omejitev
limit	omeji
limit	meja
che	che
obnova	obnova
obnova	podaljšanje
obnova	obnovitev
obnova	obnovitev
obnova	obnavljanje
obnova	obnova
obnova	obnovo
míľ	kilometre
míľ	milje
míľ	kilometri
míľ	miles
míľ	kilometrov
míľ	milj
base	ječa
base	zapor
fyzicky	fizično
fyzicky	telesno
territoire	territoire
misií	misije
guvernér	guverner
kolá	krogov
kolá	kroge
kolá	nabojev
vnímanie	zaznavanje
vnímanie	zaznava
vnímanie	dojemanje
vnímanie	dojemanje
full	poln
full	full
full	polno
full	polni
full	polna
námorná	pomorski
námorná	pomorsko
námorná	pomorske
plášť	ogrinjalo
plášť	rt
plášť	cape
plášť	plašč
stewart	stewart
clark	clarke
clark	clark
clark	clark
lane	lane
fyzické	fizično
fyzické	fizični
fyzické	fizična
harrison	harrison
turíne	torinu
laura	laura
laura	lauro
fauny	favna
morských	morskih
morských	marinec
morských	marine
morských	morsko
čitateľov	bralci
laco	laco
autobusov	avtobuse
autobusov	avtobusi
pascal	pascal
baran	baran
baran	aries
znamenie	podpišite
znamenie	znak
stepanovič	stepanovič
wagner	wagner
javu	fenomen
javu	pojav
vzorky	vzorec
vzorky	vzorce
vzorky	vzorcev
vzorky	vzorci
vzorky	vzorca
meraní	meritev
meraní	meritve
poradca	svetovalca
poradca	svetovalec
poradca	svetovalka
poradca	svetovalec
poradca	svetovalec
poradca	svetovalka
poradca	svetovalec
poradca	svetovalec
usporiadania	razporedi
dobrovoľne	prostovoljno
dobrovoľne	prostovoljno
činy	dejanja
činy	ukrepi
tautenburg	tautenburg
rozpočtu	proračun
katastrofy	katastrofe
katastrofy	katastrofe
katastrofy	nesreče
zločiny	zločini
koncentrácia	koncentracije
koncentrácia	koncentracij
koncentrácia	zbranost
koncentrácia	koncentracijo
koncentrácia	koncentracije
koncentrácia	koncentracija
čiernu	črno
čiernu	črne
čiernu	črn
čiernu	črni
čiernu	črna
koleso	kolo
koleso	kolesa
varmsko	varminsko
kant	kant
aus	aus
masaryk	masaryk
diera	luknjo
diera	luknja
porušenie	kršitev
porušenie	kršitve
porušenie	kršitev
porušenie	kršitev
porušenie	kršitve
porušenie	kršitev
porušenie	vdor
elektronika	elektronika
elektronika	elektroniko
jedlo	hrano
jedlo	hrana
jedlo	živila
jedlo	obrok
jedlo	moka
jedlo	zdrob
infekcie	okužbe
infekcie	infekcije
infekcie	okužbe
infekcie	okužba
félix	félix
optické	optično
optické	optični
optické	optična
optické	optični
summer	summer
summer	poletna
summer	poletni
summer	poletno
summer	poleti
summer	poletje
edmonton	edmonton
spomenúť	omenjen
spomenúť	omenil
spomenúť	omeni
potvrdené	potrjen
potvrdené	potrjeno
potvrdené	potrjeni
potvrdené	potrjena
komerčné	trgovina
komerčné	komercialni
komerčné	komercialna
komerčné	komercialne
komerčné	reklama
komerčné	komercialno
ohlas	resonance
techno	techno
povie	pove
povie	pripoveduje
spôsobov	načine
spôsobov	načini
obnovený	obnovljen
obnovený	obnovljena
obnovený	obnovljeno
obnovený	prenovljeno
obnovený	obnovljeno
obnovený	obnovljen
obnovený	obnovljena
vietnam	vietnam
dodatočne	dodatno
fasáda	fasado
fasáda	fasade
cudzie	tuje
cudzie	tuja
cudzie	tuji
stratégie	strategije
stratégie	strategij
stratégie	strategijo
stratégie	strategija
výrobné	izdelava
výrobné	proizvodnja
jednotlivca	individualna
jednotlivca	posamezna
jednotlivca	posamezno
jednotlivca	individualno
jednotlivca	posamezni
jednotlivca	posameznik
gravitácia	gravitacija
gravitácia	gravitacijo
gravitácia	težnost
hotela	hotel
jazykovej	jezikovno
lexikón	leksikon
zátvorkách	oklepaju
zátvorkách	nosilci
zátvorkách	oklepajih
tag	označi
tag	oznaka
bella	bello
bella	bella
gen	gen
konflikty	konflikti
konflikty	spori
konflikty	spopadi
konflikty	navzkrižje
konflikty	spor
konflikty	konflikt
konflikty	spopad
oto	otto
joachim	joachim
pokračovalo	nadaljevanje
pokračovalo	nadaljevalo
stretla	izpolnjeni
stretla	srečal
stretla	met
stretla	spoznal
ukážka	vzorec
ukážka	ogled
ukážka	dokazovanje
ukážka	prikaz
fasády	fasad
zla	zlobna
zla	zlo
zla	hudoben
zla	zloben
zla	zlobno
tatiana	tatjana
švédske	švedska
švédske	švedsko
švédske	švedski
hnedý	rjavo
hnedý	rjavi
hnedý	rjave
hnedý	rjava
vedený	vodeni
vedený	vodeno
vedený	vodena
vedený	voden
emeritný	emeritus
stôl	preglednica
stôl	razpredelnica
stôl	miza
stôl	tabela
stôl	miza
príspevkov	prispevki
príspevkov	objave
príspevkov	objav
ring	prstan
ring	ring
ring	obroč
ron	rona
ron	ron
taiwan	tajvana
taiwan	tajvan
nacisti	nacisti
sfarbenie	obarvanje
sfarbenie	barvil
sfarbenie	barvilo
sfarbenie	barvanje
spravodlivosť	pravosodje
spravodlivosť	pravičnost
spravodlivosť	pravica
spravodlivosť	pravičnost
spravodlivosť	poštenost
spravodlivosť	poštenosti
spravodlivosť	pravičnost
naživo	živi
naživo	živeti
naživo	živel
naživo	live
naživo	živeli
naživo	živela
nájdený	najdeno
nájdený	najdeni
nájdený	najdena
nájdený	najden
miro	miro
cpu	procesor
cpu	cpe
sprievodné	spremljevalni
sprievodné	spremljevalne
sprievodné	spremni
regionálna	regionalno
regionálna	regionalna
regionálna	regionalni
gule	žoge
gule	žogice
gule	kroglice
gule	jajca
svätec	sveti
svätec	svetnik
svätec	svetnica
svätec	saint
lenka	lenka
slobodná	enotnega
slobodná	single
slobodná	samski
slobodná	samska
stoviek	sto
stoviek	stotine
osvetlenie	osvetlitev
osvetlenie	osvetlitve
osvetlenie	osvetlitev
osvetlenie	razsvetljavo
osvetlenie	osvetlitev
osvetlenie	razsvetljava
ein	ein
vyvinutá	razvita
vyvinutá	razvite
vyvinutá	razvit
vyvinutá	razvito
vyvinutá	razviti
alpách	alp
alpách	alpe
alpách	alpah
odstúpil	odstopil
fish	ribi
fish	riba
fish	ribe
fish	ribice
fish	ribo
štandardné	privzeta
štandardné	privzeto
štandardné	standardna
štandardné	standardno
štandardné	standard
sobáš	poroka
sobáš	zakon
sobáš	poroka
sobáš	poroke
sobáš	poroko
tance	plese
tance	plesi
tance	pleše
johanna	ivana
johanna	johanna
abraham	abraham
temple	svetišče
temple	tempelj
temple	hram
temple	temple
objaviť	odkriti
objaviť	odkrili
oslo	oslo
užívateľov	uporabniki
mladšieho	mlajši
mladšieho	mlajša
mladšieho	mlajše
got	dobil
got	got
budhizmus	budizem
dlhodobé	dolgoročna
reggae	reggae
greg	grega
greg	greg
pasažierov	potnike
pasažierov	potniki
príjmy	prihodek
príjmy	prihodki
príjmy	dohodki
príjmy	dohodek
príjmy	dohodka
príjmy	dohodki
príjmy	prihodki
príjmy	prihodek
príjmy	prihodki
príjmy	prejemki
vírus	virus
vírus	virusa
vírus	virusi
objaví	odkrije
partner	partnerja
partner	partner
partner	partnerka
zasiahol	posredoval
zasiahol	posredovala
dokončené	končano
dokončené	zaključene
dokončené	izpolnjeno
dokončené	končana
dokončené	zaključena
dokončené	končano
dokončené	končala
dokončené	končana
obnovené	obnovljen
obnovené	obnovljena
obnovené	obnovljeno
obnovené	prenovljeno
obnovené	obnovljeno
obnovené	obnovljen
obnovené	obnovljena
závislé	odvisni
závislé	vzdrževani
závislé	odvisnosti
italia	italia
turecké	turška
turecké	turški
turecké	turško
baláž	balazs
ilustrátor	ilustrator
oblečenie	oblačila
oblečenie	obleka
oblečenie	obleke
oblečenie	oblačil
oblečenie	oblačila
oblečenie	obleke
oblečenie	oblačila
zima	mraz
zima	mrzlo
zima	hladno
zima	mrzla
zima	mrzel
zima	zimska
zima	zimsko
zima	zimo
zima	zima
zima	winter
dennis	dennis
dennis	denis
java	java
mpeg	mpeg
nomináciu	nominacijo
povstalcov	uporniki
kresťania	kristjane
kresťania	kristjani
kresťania	kristjanov
columbus	kolumb
jednotné	enotno
jednotné	enotna
jednotné	enotnega
jednotné	single
jednotné	samski
jednotné	samska
jednotné	uniforma
jednotné	enotna
jednotné	uniformo
spôsobená	povzročena
spôsobená	povzročila
spôsobená	povzročil
spôsobená	povzročeno
parsons	parsons
železné	železo
železné	železov
železné	železni
železné	železo
železné	železov
železné	železna
železné	železa
pen	pen
pen	pero
jadrá	zrnju
jadrá	jedra
podľahol	podlegel
podľahol	podlegla
campo	campo
atlantic	atlantic
atlantic	atlantik
suché	suha
suché	suhi
suché	suhe
suché	posuši
suché	suho
opraviť	popravila
opraviť	popravilo
opraviť	fix
opraviť	pravilno
opraviť	pravilna
opraviť	pravilen
opraviť	pravilni
snehu	snega
snehu	sneg
gaga	gaga
známu	znana
známu	znane
známu	znan
známu	znani
známu	znano
známu	poznan
url	url
civilistov	civiliste
civilistov	civilisti
závody	dirk
závody	dirkah
závody	rase
závody	dirke
zbory	zbori
sovieti	sovjeti
bruseli	bruselj
predpoklady	predpostavke
predpoklady	domneve
zimy	zime
zimy	winters
stratu	izguba
montana	montana
blake	blake
tunela	predor
tunela	rov
tunela	tunel
teoretický	teoretično
teoretický	teoretična
teoretický	teoretični
trofej	pokal
trofej	trofeja
jeruzaleme	jeruzalem
kultúr	kulture
kultúr	kultur
plná	poln
plná	full
plná	polno
plná	polni
plná	polna
stavali	zgrajeno
stavali	zgrajen
stavali	zgrajeni
stavali	zgradil
stavali	zgrajena
námorníctvo	mornariška
námorníctvo	mornariški
námorníctvo	mornarice
námorníctvo	mornarica
riadiť	vodeni
riadiť	vodeno
riadiť	vodena
riadiť	voden
riadiť	krmilo
mladšie	mlajši
mladšie	mlajša
mladšie	mlajše
učiteľka	učiteljica
učiteľka	učitelj
pivo	pir
pivo	pivo
pivo	piva
pivo	ale
jednotný	enotno
jednotný	enotna
jednotný	uniforma
jednotný	enotna
jednotný	uniformo
jednotný	enotnega
jednotný	single
jednotný	samski
jednotný	samska
pripojený	pritrjen
pripojený	pritrjeno
pripojený	priloženo
pripojený	pritrjena
pripojený	priloženi
pripojený	povezana
pripojený	povezani
pripojený	povezano
pripojený	spletna
pripojený	online
stiahnuť	prenos
stiahnuť	naloži
obľúbený	priljubljeno
obľúbený	najljubša
obľúbený	najljubši
obľúbený	priljubljeni
obľúbený	priljubljeno
obľúbený	najljubša
obľúbený	najljubši
evanjelium	evangelij
craig	craig
kvalitné	kakovost
kvalitné	kvaliteta
kvalitné	kakovostno
kvalitné	kakovosti
korisť	plen
korisť	plen
pozemky	ploskve
pozemky	parcele
pozemky	ploskev
pozemky	zemljišča
pozemky	dežela
pozemky	kopno
pozemky	zemljišče
pozemky	zemljo
pozemky	parcele
pozemky	parcel
pozemky	paketi
rna	rna
prototypy	prototipi
jadrové	jedrska
jadrové	jedrski
kov	kovinska
kov	kovine
kov	kovina
kov	kovinsko
kov	kovinski
kov	kovin
rola	vloga
písania	tipkanje
pečene	jeter
pečene	jetra
pečene	jeter
pečene	jetra
pete	pete
pozorovaná	opažena
pozorovaná	opaženi
pozorovaná	opažene
pozorovaná	opaženo
štátnik	državnik
stupnice	luske
stupnice	tehtnice
stupnice	tehtnica
stupnice	lestvice
brať	jemanje
brať	vzemite
brať	vzemi
kvalifikáciu	kvalifikacij
kvalifikáciu	usposobljenost
kvalifikáciu	kvalifikacije
ušiel	pobegnila
ušiel	pobegnil
ušiel	pobegnila
ušiel	pobegnil
reforiem	reforme
vstúpiť	vstop
vstúpiť	vstopi
multi	multi
kazateľ	pridigar
klein	klein
priechod	prehod
telefóny	telefoni
telefóny	telefone
telefóny	telefoni
vonkajšia	zunanji
vonkajšia	zunanja
vonkajšia	zunanji
vonkajšia	zunanja
vonkajšia	zunanji
vonkajšia	zunanja
vonkajšia	zunanje
cruz	cruz
dobytok	živina
dobytok	živine
dobytok	živino
dobytok	govedo
dobytok	živina
dobytok	goveda
muzikál	glasbeni
muzikál	muzikal
muzikál	glasbena
strachu	strah
zostavy	sklopi
zostavy	določa
zostavy	kompleti
zostavy	nizi
zostavy	kompleti
zostavy	sklopi
zostavy	postava
fanúšikovia	ventilatorji
fanúšikovia	ljubitelji
fanúšikovia	oboževalci
fanúšikovia	navijači
plyny	plinov
plyny	plini
ryba	ribi
ryba	riba
ryba	ribe
ryba	ribice
ryba	ribo
vlákien	filamentov
vlákien	vlakna
aktivista	aktivist
nádoby	zabojniki
nádoby	posode
jung	jung
ľavé	levica
ľavé	levi
ľavé	levo
ľavé	leva
väzni	zaporniki
väzni	ujetniki
väzni	zaporniki
zoltán	zoltán
prebehol	prebegnil
priehrada	jez
priehrada	rezervoar
priehrada	zbiralnik
kongrese	kongres
kongrese	kongresu
money	denar
zranení	poškodovanih
zranení	poškodovan
zranení	poškodovani
zranení	poškodovane
zranení	poškodovana
zranení	poškodbe
zranení	poškodb
zachovať	ohrani
zachovať	ohrani
zachovať	obdrži
zachovať	ohrani
ministri	ministri
mayer	mayer
