panel	چھاج.
zerwanie	انتشار
zerwanie	انتشار
zerwanie	خاتمہ
carpenter	نجّار
carpenter	بڑھئی
carpenter	ترکھان
śmiertelne	مردنی
śmiertelne	انتہائی
śmiertelne	ظالم
śmiertelne	بالکل
śmiertelne	ازحد
śmiertelne	نہایت
śmiertelne	سفّاک.
śmiertelne	افسردہ.
śmiertelne	قاتل
śmiertelne	مہلک
śmiertelne	مہلک
dome	قُلّہ.
dome	کھوپڑی.
dome	برج
dome	قصر.
ledwie	صرف
ledwie	قلیل
ledwie	محض
ledwie	بمشکل
generuje	بنانا
rybak	نوکا.
patologii	امراضیات
pierś	سہارنا
pierś	جھیلنا
pierś	سہنا
pierś	سہارنا
pierś	جھیلنا
pierś	سہنا
pierś	چھاتی
gadżet	چٹکلا
gadżet	ڈھب
gadżet	تدبیر
gadżet	ترکیب
gadżet	جنتر
szpieg	جاسوس
szpieg	مخبر
welt	مغزی.
welt	پھانس
następstwem	ضمنی
następstwem	ذیلی
następstwem	منسلک.
następstwem	صریح
lustro	آئینہ
uniwersytety	جامعہ
formalny	ماہیت
formalny	ظاہری
formalny	حتمی
formalny	مصنوعی.
formalny	جوہر
formalny	رواج
formalny	واضح
formalny	صوری.
formalny	قواعدی.
formalny	اصولی
formalny	ماہیت
formalny	رسمی
formalny	ظاہری
formalny	حتمی
formalny	مصنوعی.
formalny	جوہر
formalny	رواج
formalny	واضح
formalny	صوری.
formalny	قواعدی.
formalny	اصولی
formalny	باضابطہ
słoń	فیل
poziomo	افقی
nerwowy	بزدل
nerwowy	ہراساں
nerwowy	پریشان.
nerwowy	حسّاس
nerwowy	ڈھلمل
mostek	land-bridge
mostek	کوڑی
torebka	تھیلا.
torebka	بٹوا
torebka	پتلون
torebka	تحقیرکرنا
torebka	پاجامہ
torebka	کثرت
torebka	پھلانا
torebka	تھیلی
torebka	رقم
torebka	سرمایہ.
torebka	جُھریانا.
torebka	کیسہ.
torebka	سکڑنا
korekty	تعزیر
korekty	اصلاح
korekty	سزا
fenomen	وقوعہ
fenomen	وقوعہ
fenomen	مظہر
coroczne	اکسالہ-
sąsiadujących	ملحق
sąsiadujących	نزدیک
sąsiadujących	محاذی.
sąsiadujących	ملحق
marynarz	جہازی.
marynarz	ملاح.
kompletna	انتہائی
kompletna	پورا
kompletna	نپٹ
kompletna	ختم
kompletna	تفصیلات
kompletna	نہایت
kompletna	ماہر
kompletna	مکمّل
kompletna	انتہائی
kompletna	پورا
kompletna	نپٹ
kompletna	ختم
kompletna	تفصیلات
kompletna	نہایت
kompletna	ماہر
kompletna	مکمّل
kompletna	تمام
hanka	سوت
pióro	playwrights
pióro	essayists
pióro	editors
pióro	کلک
pióro	بند
pióro	گایوں
pióro	لکھنا
pióro	قلم
pióro	کلک
pióro	بند
pióro	گایوں
pióro	لکھنا
funkcjonalność	فعّالیت
decydujące	چُکانے
decydujące	حتمی
decydujące	فوری
więź	تعلق
więź	چپکنا
więź	چپکن
więź	تھامنا.
więź	معاہدہ
więź	جوڑنا.
więź	الصاق.
osobista	نجی
osobista	انفرادی.
osobista	نجی
osobista	انفرادی.
osobista	ذاتی
odzież	پوشاک
odzież	ملبوسات
odzież	لباس
odzież	پہناوا.
odzież	بستر
odzież	لباس
odzież	پہناوا.
pakiety	مراعات
pakiety	مصنوعات
mądrość	کیاست
mądrość	حکمت.
mądrość	کیاست
mądrość	دانائی
mądrość	دانش
mądrość	حکمت.
mądrość	ہوشیاری
wilder	بھٹکانا
szum	ناگوار.
szum	اونچی
szum	اُچھالنا
szum	صوت
szum	غوغا.
szum	ناگوار.
szum	اونچی
szum	اُچھالنا
szum	آواز
szum	صوت
szum	غوغا.
szum	شور
funkcjonalności	فعّالیت
pierwiastki	خالص
pierwiastki	لازمی
pierwiastki	بنیادی
pierwiastki	ناگزیر
karma	کرم.
pie	افراتفری.
żal	سوگ.
żal	ترس
żal	رحم
żal	ترس
żal	(اکثربعدہ
podziemny	تجرباتی
podziemny	پوشیدہ
podziemny	پوشیدہ.
podziemny	خفیہ
mutacje	تبدیلی
ozdobnych	آرائشی
obserwację	مشاہدہ
obserwację	تبصرہ
obserwację	ادراک
filar	لکڑی
filar	لاٹ.
filar	تھم
filar	لکڑی
filar	لاٹ.
jar	دھکّا.
jar	نامربوطی.
jar	کرخت
jar	کریہہ
nietypowe	نرالا.
nietypowe	انوکھا
nietypowe	امتیازی.
nietypowe	استثنائی
nietypowe	غیرمعمولی
koleżanka	ساتھی
koleżanka	ہمکار
koleżanka	کویکر.
koleżanka	مُربّی
koleżanka	حامی
koleżanka	مددگار
koleżanka	دوست
koleżanka	کویکر.
koleżanka	مُربّی
koleżanka	اپنا
koleżanka	حامی
koleżanka	مددگار
koleżanka	رفیق
cnoty	تاثیر
cnoty	اچھائی
cnoty	صفت
cnoty	خوبی
cnoty	راستی.
cnoty	وصف
cnoty	تاثیر
cnoty	اچھائی
cnoty	صفت
cnoty	خوبی
cnoty	راستی.
mongolski	منگولی.
gady	کمینہ.
gady	چھپکلی
gady	گھٹیا
gady	مگرمچھ
gady	ذلیل
gady	کمینہ
legalnie	جائز
legalnie	سنجیدہ
legalnie	واجبی.
legalnie	قانونی
legalnie	درست
legalnie	قانونی
siatka	پیکنگ
siatka	شبکہ.
siatka	پھانسنا.
siatka	(اثر
siatka	ڈوریوں
siatka	پیکنگ
siatka	شبکہ.
siatka	جالی
siatka	پھانسنا.
siatka	(اثر
siatka	ڈوریوں
siatka	پکڑنا.
siatka	حلقہ
siatka	جال.
siatka	بجلی
siatka	جنگلہ
siatka	جالی.
opuszczona	آزادانہ
opuszczona	لاابالی
znaczek	بھانتی
znaczek	قسم
myślenie	افکار.
bawełny	روئی
bawełny	پنبہ
bawełny	روئی
stosie	پولا.
stosie	انبار.
stosie	خرمن
stosie	گٹھا
regulacje	ہدایت
regulacje	حکم.
komunii	(communion
komunii	اشتراک
komunii	ارتباط
komunii	ساجھا
komunii	اتحاد
wydłużenie	تطویل
wydłużenie	بڑھانے
wydłużenie	اضافہ
wydłużenie	حدود.
wydłużenie	وسعت
wydłużenie	توسیع
wydłużenie	طوالت.
wydłużenie	پھیلاؤ
wydłużenie	پہنائی
tlenku	آکسائڈ.
hank	سوت
trend	جھکائو
trend	جھکنا
trend	رجحان
zapobiegania	تدارک
maple	افرا
maple	سیب
maple	اسفندان
maple	رونق
bałagan	خراب
bałagan	گندہ.
bałagan	پیچیدہ
bałagan	آلودگی
bałagan	فساد.
bałagan	ترتیب
bałagan	کھانا.
bałagan	لگدی.
rodzinna	نسبی.
duchowy	شائستہ
duchowy	حسّاس
duchowy	وہبی.
duchowy	قلبی
duchowy	مذہبی
duchowy	مقدّس
płynące	کھلا
płynące	دائرہ
płynące	کھلا
płynące	دائرہ
płynące	رواں
dziwnie	جادوئی
dziwnie	نصیب.
dziwnie	طلسماتی
dziwnie	نرالا
dziwnie	جادوئی
dziwnie	نصیب.
dziwnie	طلسماتی
dziwnie	نرالا
dziwnie	عجیب
dziwnie	غیر
dziwnie	کسمساتا-
dziwnie	نرالا
dziwnie	نامانوس
dziwnie	انجانا.
dziwnie	غیر
dziwnie	کسمساتا-
dziwnie	نرالا
dziwnie	نامانوس
dziwnie	انجانا.
dziwnie	عجیب
przyjmowanie	یافت.
tonie	مزاج.
farmer	کاشتکار
osiągać	پانا
płatności	انعام
płatności	فدیہ.
płatności	تاوان
płatności	صلہ
wzajemnego	مشترک.
wzajemnego	باہمی
wzajemnego	مشترک.
śnieżka	over
śnieżka	پھیلنا.
słoneczna	مسرت
słoneczna	بشاشت
ostrzeżenie	انتباہ
ostrzeżenie	انتباہی
ostrzeżenie	تنبیہہ.
głowica	میزائل
gryzoni	گلہری
gryzoni	سیہہ.
weteran	منصوبے
skromny	شائستہ
skromny	معتدل
skromny	جھینپو
skromny	مہذب.
skromny	شائستہ
skromny	معتدل
skromny	شرمیلا
skromny	جھینپو
skromny	مہذب.
skromny	فروتنی
skromny	رتبہ
skromny	معمولی
skromny	وقعت
skromny	گرانا
skromny	حقیر
skromny	کِہین
skromny	عاجزی
skromny	تحقیر
monopol	احتکار
monopol	اجارہ.
babel	افراتفری-
jagody	گری
cornet	کرارابسکٹ.
śniadanie	ناشتہ
kredytu	ماننا
kredytu	اعتماد
kredytu	ساکھ.
osiemnaście	xviii
osiemnaście	xviii
wyznaczają	معیّن
wyznaczają	القاب
żółw	کچھوا
żółw	کچھوا
rozum	منتظم
rozum	دماغ
rozum	منتظم
rozum	بھیجا
rozum	دماغ
chance	خدشہ
chance	موقع
chance	مہلت
chance	باری
chance	قسمت
chance	حادثاتی
chance	وار
chance	توقع
chance	تقدیر
chance	اتفاقی
dziko	(گھوڑا
dziko	ویرانہ
dziko	چوکنّا.
dziko	ہُوش
dziko	بیابان
dziko	بادیہ.
dziko	پراگندہ
dziko	ویران.
dziko	اُجاڑ.
dziko	(گھوڑا
dziko	ویرانہ
dziko	چوکنّا.
dziko	ہُوش
dziko	جنگلی
dziko	بیابان
dziko	بادیہ.
dziko	وحشی
dziko	پراگندہ
dziko	ویران.
dziko	اُجاڑ.
jad	احساس
jad	خباثت
celownik	منظر
celownik	بینائی
celownik	منظر
celownik	تماشا
celownik	بینائی
celownik	نظر
wyszukiwarka	سراغ.
wyszukiwarka	جستجو.
wyszukiwarka	پرکھ
wyszukiwarka	مکمل
wyszukiwarka	تفتیش
wyszukiwarka	سراغ.
wyszukiwarka	جستجو.
wyszukiwarka	تلاش
wyszukiwarka	پرکھ
wyszukiwarka	مکمل
wyszukiwarka	تفتیش
redukcja	تقلیل
zadowolony	مناسب
zadowolony	مسرور.
zadowolony	خوش
zadowolony	مگن
zadowolony	مناسب
zadowolony	مسرور.
globalnego	عالمگیر
wznowienia	بازیافت
szyja	آبنائے
szyja	درّہ
szyja	گستاخی
szyja	چیرنی
zaprzestania	وقفہ
zaprzestania	روکنا
zaprzestania	ترک
zaprzestania	بند
canon	ضابطہ
wymagać	from
wymagać	موقوف
wymagać	چاہنا
nieudane	قلیل
nieudane	کمزور
nieudane	ناکامیاب
nieudane	ناقص
nieudane	ناکامیاب.
nieudane	ناکام
nieudane	ناکامیاب.
bankowego	بینکاری
upr	روایتی
cywilizacja	تہذیب
kancelaria	متزلزل
kancelaria	محکم
kancelaria	محفوظ
kancelaria	متزلزل
kancelaria	محکم
kancelaria	محفوظ
kancelaria	ٹھوس
kancelaria	مضبوط
umiarkowanego	معقول
dramatyczne	اچانک
dramatyczne	معنوی.
dramatyczne	ڈرامائی.
wyświetlania	نظرفریبی.
wyświetlania	مظاہرہ.
wyświetlania	تماشا.
wyświetlania	نمائش
wyświetlania	دکھاوا
swan	لچکیلی
swan	ہنس
swan	لچکیلی
plam	رنگنے
plam	عیب
plam	روغن
plam	(شہرت
plam	رنگنے
plam	داغ
plam	دھبّا
plam	عیب
plam	روغن
plam	(شہرت
ciągła	مسلسل
ciągła	قواعد
obywatelskie	شہری
obywatelskie	مدنی
obywatelskie	شہری
strun	حروف
strun	جکڑنا.
brutalnie	ظالمانہ
pierwszeństwo	اوّلیت.
pierwszeństwo	فوقیت
pierwszeństwo	سبقت
pierwszeństwo	برتری
pierwszeństwo	مرجح.
pierwszeństwo	برتری
pierwszeństwo	ترجیح
pierwszeństwo	مرجح.
pierwszeństwo	اوّلیت
trwałego	جاری.
trwałego	مستقل
trwałego	پائیدار.
trwałego	رواں
integrację	تکمل
wrażliwość	(بعدہ
wrażliwość	نرمی
boulevard	شاہراہ
boulevard	خیابان
soczewkowata	عدسی
charliego	احمق
przyjemności	تفریح
przyjemności	اطمینان
przyjemności	عشرت
przyjemności	عیش
przyjemności	مزیداری.
przyjemności	مدّعا
przyjemności	ارادہ
przyjemności	تفریح
przyjemności	اطمینان
przyjemności	عشرت
przyjemności	مرضی
przyjemności	عیش
przyjemności	مزیداری.
przyjemności	مدّعا
przyjemności	ارادہ
wywołują	ابھارنا
wywołują	تأثرات
wywołują	اُکسانا
zabezpieczyć	کمزور
zabezpieczyć	کسنا
zabezpieczyć	محکم
zabezpieczyć	پکا
zabezpieczyć	یقینی
zabezpieczyć	کمزور
zabezpieczyć	کسنا
zabezpieczyć	محکم
zabezpieczyć	محفوظ
zabezpieczyć	پکا
zabezpieczyć	یقینی
oczywista	بظاہر.
oczywista	بیّن
oczywista	ظاہری
oczywista	نمایاں.
oczywista	آشکار
oczywista	بیّن
oczywista	جلی.
oczywista	واضح
oczywista	آشکار
oczywista	بیّن
oczywista	جلی.
oczywista	عیاں
oczywista	واضح
podporządkowania	غلبہ
podporządkowania	تسخیر
podporządkowania	ماتحتی
neutralne	آزاد.
neutralne	نامرد
neutralne	ہلکا
neutralne	مبہم
neutralne	بھورا
neutralne	پسماندہ
różaniec	سمرن
okresowe	دوری
okresowe	متوالی
okresowe	ورید
okresowe	عادی.
okresowe	(عصبہ
okresowe	اخبار
intelektualnej	معقول.
intelektualnej	پختہ
intelektualnej	ذہنی
intelektualnej	عاقل
intelektualnej	دانشور
długu	اْدھار.
długu	اْدھار.
długu	قرض
długu	دین
hol	ڈیوڑھی
hol	راہداری
hol	چھتّہ
stodoła	ڈھنڈار
pasji	لگاؤ
dym	دھواں
seksu	مباشرت.
seksu	جنسی
kanałach	بدررو
kanałach	گنداب.
identyczna	بعینہٖ
precyzyjne	مماثل
precyzyjne	ویساہی.
ludzkość	انسانیت.
ludzkość	انسانیات.
wszechświecie	کائنات
maxim	اصول
maxim	کلّیہ
paszy	طعام.
paszy	کھانا
paszy	کھلانا.
paszy	سبزہ.
paszy	اگانا.
paszy	چراگاہ
paszy	پروسنا.
torebki	تھیلی
torebki	رقم
torebki	سرمایہ.
torebki	جُھریانا.
torebki	کیسہ.
torebki	سکڑنا
konsumpcji	صرف
konsumpcji	خرچ
templariuszy	وکیل
drgania	ارتعاش
drgania	اہتزاز.
drgania	لرزش
szczepu	تاننا
szczepu	حیوانات
szczepu	دبانا
szczepu	آنکھوں
szczepu	بھینچنا.
szczepu	نچوڑنا
szczepu	رگوں
inspirację	اصول
inspirację	شخص
inspirację	وحی
inspirację	نزول
inspirację	سماوی.
inspirację	القا
pustynia	کرم
pustynia	وجوبیت.
pustynia	بنجر.
pustynia	سزا
pustynia	خشک
pustynia	اجاڑ
pustynia	ویران.
pustynia	کرم
pustynia	وجوبیت.
pustynia	بنجر.
pustynia	سزا
pustynia	ریگستان
pustynia	چھوڑنا
pustynia	صحرا
pustynia	خشک
pustynia	اجاڑ
pustynia	ویران.
pustynia	بادیہ
kompromis	تصفیہ
kompromis	سمجھوتا
godne	باوقار
godne	شاندار
godne	حضرت
godne	معزز
godne	حضرت
godne	لائق
godne	معزز
nalot	لوٹنا
nalot	(بعدہ
nalot	on
przewóz	وجد
towarzyszyć	موجود
towarzyszyć	ہمراہ
markę	گھوڑوں
wrak	باقیات.
wrak	(امید
zmartwychwstanie	احیا
zmartwychwstanie	بیکار
powiązanie	نقطہ
powiązanie	سرا
powiązanie	جوڑ
powiązanie	تعلق.
powiązanie	ساتھی
powiązanie	اتصال
powiązanie	موضوع
powiązanie	معاملہ
powiązanie	نقطہ
powiązanie	سرا
powiązanie	جوڑ
powiązanie	تعلق.
powiązanie	واسطہ
powiązanie	ساتھی
powiązanie	اتصال
powiązanie	موضوع
powiązanie	میل
powiązanie	معاملہ
powiązanie	سلاسل.
powiązanie	رابطہ
powiązanie	واسطہ
powiązanie	سلسلہ.
powiązanie	زنجیر
szyk	نفاست
szyk	وضعداری
szyk	(chic-er
szyk	ترتیب
fury	طوفان
fury	ہیجان
fury	ہلچل.
fury	جھکّڑ
szatana	ابلیس
szatana	شیطان
skromne	شائستہ
skromne	معتدل
skromne	جھینپو
skromne	مہذب.
skromne	شائستہ
skromne	معتدل
skromne	شرمیلا
skromne	جھینپو
skromne	مہذب.
skromne	فروتنی
skromne	رتبہ
skromne	معمولی
skromne	وقعت
skromne	گرانا
skromne	حقیر
skromne	کِہین
skromne	عاجزی
skromne	تحقیر
mąki	آرد
mąki	آٹا
smart	ممتاز.
smart	تیزی
smart	درست
smart	ہوشیار
smart	پھرتیلا.
smart	پھرتی
smart	طرار
smart	وضعدار
smart	تیز
smart	خلش.
smart	عیار
smart	طرحدار
smart	زوردار.
magiczny	پُراسرار
magiczny	طلسمی
magiczny	جادوئی.
magiczny	ساحرانہ.
szejk	شیخ
jugosłowiańskiej	سلافی.
płuca	شش.
płuca	پھیپھڑا
przekroczenie	ابلنا
przekroczenie	مصارف
przekroczenie	وسعت.
przekroczenie	(وقت
zarazy	بلا
zarazy	آفت.
zarazy	کوسنا
zarazy	بلا
zarazy	آفت.
zarazy	کوسنا
zarazy	وبال
luźne	منتشر.
luźne	آزاد
luźne	ناوابستہ.
luźne	(تیر
luźne	چھوڑنا.
luźne	اوباش
luźne	بھربھرا.
luźne	عیّاش.
luźne	بافراغت
luźne	چلانا.
luźne	متفرق
nasilenie	اکساہٹ
nasilenie	شدت
modlitwę	مقصد
modlitwę	عبادت
modlitwę	نماز
modlitwę	عبادت.
miesięcznie	حیض.
miesięcznie	حیض.
miesięcznie	ماہوار
naziemne	دنیوی.
naziemne	ارضی.
zablokować	انگھڑ
zablokować	سر
zablokować	ٹھس
zablokować	ٹکڑا
zablokować	منڈیا
zablokować	پچّر.
pine	رینجھنا.
segmentu	قطعہ.
pocieszenia	دلدہی
pocieszenia	تشفی
pocieszenia	طمانیت.
pocieszenia	دلاسا؛تسکین
pocieszenia	دلجوئی
przejściowe	مؤقت
przejściowe	عارضی
przejściowe	عبوری
przejściowe	عارضی
perły	مروارید
bandery	پرچم
ogonie	پٹ.
ogonie	ذنب.
ogonie	پونچھ
ogonie	پٹ.
ogonie	ذنب.
ogonie	پونچھ
ogonie	دُم
umiarkowanym	معقول
inflacji	نفخ.
palec	انگشت
palec	انگلی
męstwo	شہامت
męstwo	دلیری
męstwo	دلیری
męstwo	بہادری
prezydencki	صدارتی
przedstawicielstwo	مورت
przedstawicielstwo	شبیہہ
przedstawicielstwo	نمائندگی
trwających	جاری
trwających	رواں
nasi	ہم
nasi	ہمارا
nasi	ہم
idealny	بالکل
idealny	سالم
idealny	نرا
idealny	کامل
idealny	ذہنی
urlop	چھٹی.
urlop	منانا.
urlop	تعطیلات
odtworzenie	نمونہ.
odtworzenie	بحالی
odtworzenie	نمونہ.
zlot	to
zlot	behind
zlot	اکسانا
kredyt	ماننا
kredyt	اعتماد
kredyt	ساکھ.
kredyt	گلی.
kredyt	دین
kredyt	قرضداری.
kredyt	گلی.
kredyt	قرض
kredyt	دین
kredyt	قرضداری.
dominium	علاقہ.
dominium	حکومت
dominium	قبضہ.
motyl	اڑانے
wystarczający	کافی
konsultantem	مشیر
dokładność	صداقت
dokładność	درستی
dokładność	صحت
zapobieganie	تدارک
monk	راہب
minimalny	اقل
minimalny	باریک
minimalny	اقلی.
łańcuchy	سلسلہ
łańcuchy	ترتیب
łańcuchy	دکانوں
łańcuchy	ہوٹلوں
łańcuchy	جکڑنا
łańcuchy	چینل
łańcuchy	روک
łańcuchy	پابند
łańcuchy	قطار
świeże	باسی
świeże	خالص
świeże	ستھرا
świeże	مستعد
stosowne	مناسب.
stosowne	ہتھیانا
stosowne	متعلق
stosowne	برمحل.
areszt	گرفتاری
areszt	روکنا
areszt	بندش
areszt	رکاوٹ
areszt	قیدخانہ.
areszt	جیل
areszt	قیدخانہ.
areszt	تحویل
areszt	حراست.
areszt	روکنے
niezbędny	جبری
niezbędny	لازمی
wyznaczenie	القاب
wyznaczenie	نام
nastrój	امر
nastrój	بدمزاجی.
nastrój	بیزاری
kazanie	تلقین
kazanie	ہدایت
kazanie	وعظ
kazanie	تلقین
kazanie	ہدایت
swoboda	حریت
swoboda	حریت
swoboda	آزادی
premium	انعام
premium	عطیہ.
pośrednich	ذیلی
pośrednich	پنہاں
dochodzenia	مطالعہ.
dochodzenia	سرکاری.
wyłączony	پرے
wyłączony	از
wyłączony	من
wyłączony	سواری
wyłączony	روکنے
wyłączony	روانگی.
wyłączony	آگے.
wyłączony	حالت
wyłączony	سیدھی
wyłączony	دور
wyłączony	بالکل.
poszerzyć	چوڑانا
osłona	بچانا
wyłączone	پرے
wyłączone	از
wyłączone	من
wyłączone	سواری
wyłączone	روکنے
wyłączone	روانگی.
wyłączone	آگے.
wyłączone	حالت
wyłączone	سیدھی
wyłączone	دور
wyłączone	بالکل.
marsh	گِلابہ.
wydalanie	اخراج.
import	مدّعا
sztywne	سخت
sztywne	کڑا
sztywne	سخت
sztywne	کڑا
sztywne	کٹّر
sztywne	رسمی
sztywne	شدید
sztywne	مشکل
sztywne	تیز.
sztywne	لاش.
sztywne	سخت
czystość	پاک.
czystość	طہارت.
czystość	صفائی
czystość	پاکیزگی
czystość	پاک.
czystość	طہارت.
łatwością	سہولت
łatwością	شرمندگی
hamulec	جھاڑی
hamulec	سرخس
trwałość	توازن
trwałość	استحکام
trwałość	استقلال
trwałość	(ماحولیات)
trwałość	پائیداری
certyfikaty	موت
certyfikaty	صحت
certyfikaty	قابلیت
certyfikaty	استعداد
certyfikaty	شادی
certyfikaty	توثیق
certyfikaty	توثیق
certyfikaty	تصدیق
brakujące	غائب.
brakujące	گم
rokowania	پیشگوئی
rokowania	مکالمہ
rozpowszechnione	حاوی
rozpowszechnione	رائج
rozpowszechnione	عام
rozpowszechnione	موجود
rozpowszechnione	غالب.
rozpowszechnione	واقع.
szpiku	جوہر.
łatwość	سہولت
łatwość	شرمندگی
zamężna	منکوحہ
zamężna	متأہّل.
zamężna	بیاہتا
fotel	کرسی
duma	غرور
duma	انانیت.
duma	سبب
duma	غرور
duma	انانیت.
duma	گھمنڈ
duma	سبب
demonstracje	منطق
demonstracje	مظاہرہ-
candy	مٹھائیاں
modlitwie	مقصد
modlitwie	عبادت
modlitwie	نماز
modlitwie	عبادت.
panelu	چھاج.
pułapka	منہ
pułapka	کھٹکا
pułapka	منہ
pułapka	کھٹکا
pułapka	جال
parada	چوک
mądry	انداز
mądry	ذکی.
mądry	طور
mądry	طرح
mądry	عاقلانہ
mądry	درجہ.
mądry	مستعد
mądry	انداز
mądry	فہیم
mądry	ذکی.
mądry	طور
mądry	طرح
mądry	عاقلانہ
mądry	درجہ.
mądry	مستعد
mądry	ممتاز.
mądry	تیزی
mądry	درست
mądry	ہوشیار
mądry	پھرتیلا.
mądry	پھرتی
mądry	طرار
mądry	وضعدار
mądry	تیز
mądry	خلش.
mądry	عیار
mądry	طرحدار
mądry	زوردار.
palestyńskich	فلسطینی
trakcji	اینٹھن.
soku	جوہر.
soku	خلاصہ
soku	رس
soku	جوہر.
soku	خلاصہ
bezwzględna	مطلق
bezwzględna	آخری
bezwzględna	کامل
bezwzględna	مکمل
bezwzględna	ناطق.
poprzeczne	آرپار
poprzeczne	قاطع
dydaktyczny	ناصحانہ
dydaktyczny	علمی
dydaktyczny	معلمانہ
chudy	پتلا
chudy	تنگ
chudy	دُبلا
chudy	چمرخ.
chudy	چھوٹا
chudy	وزن
chudy	تیز
chudy	عّیار.
chudy	مختصر
chudy	چھانٹنا
chudy	کمزور
chudy	thinly
chudy	شاخوں
chudy	ہلکے
chudy	گھٹانا.
chudy	چھانٹنا
chudy	کمزور
chudy	دُبلا
chudy	thinly
chudy	شاخوں
chudy	رقیق
chudy	ہلکے
chudy	گھٹانا.
chudy	نحیف
chudy	لطیف
chudy	پتلا
pompa	پھونکنا.
pompa	up
pompa	out
ante	شرط
ante	دائو
ante	(antes
swobodny	عارضی
swobodny	اچانک.
swobodny	معمولی
swobodny	اتفاقی
zwyczajne	رواجی
zwyczajne	باضابطہ
babci	جدّہ
babci	جدّہ
niewłaściwe	ناموزوں
neurologii	اعصابیات
łącza	ریتیلا
czcionki	پیندا.
shoemaker	موچی.
wspaniałe	پُرشکوہ
wspaniałe	عمدہ.
wspaniałe	اعلٰی
szyny	off
szyny	against
powiedz	بتانا
powiedz	شرکت
powiedz	بولنا
powiedz	محوّلہ
etyka	اخلاقیات
bezrobotnych	نٹھلّا.
chwila	اہمیت
chwila	قدر.
chwila	لخطہ
chwila	پل.
chwila	اہمیت
chwila	لمحہ
chwila	قدر.
chwila	لخطہ
chwila	پل.
sierp	درانتی.
anglik	انگلستانی
anglik	انگریزی
anglik	انگلستانی
przetrwanie	شے
przetrwanie	عمل
meczetu	مسجد.
zbiorowego	مشمولہ
zbiorowego	متفقہ
zbiorowego	مشترک
zbiorowego	عمومی
zbiorowego	کُلّی
zbiorowego	اجتماعی
zbiorowego	مشمولہ
zbiorowego	مجموعی
zbiorowego	متفقہ
zbiorowego	مشترک
zbiorowego	عمومی
zbiorowego	کُلّی
zbiorowego	اجتماعی
realizm	شیئیت
realizm	حقیقیت.
przekroczenia	ابلنا
przekroczenia	مصارف
przekroczenia	وسعت.
przekroczenia	(وقت
liściaste	سینگوں
liściaste	عبوری
liściaste	عارضی
załamanie	سقوط
załamanie	بگڑنا
trad	بھولا
rozpoznaje	(بعدہ
rozpoznaje	for
uśmiechu	روشن
uśmiechu	مسکرانا
uśmiechu	بہلانا.
uśmiechu	out
uśmiechu	تبسّم
uśmiechu	مسکراہٹ
uśmiechu	ہنسی.
uśmiechu	خوشنودی
log	لٹھا
log	تراشنا.
log	کندہ
alternatywa	متبادل
podmokłych	کیچڑ
podmokłych	گلابہ.
podmokłych	دلدل
rozbicie	سقوط
rozbicie	بگڑنا
snooker	ہرانا.
follow	سمجھنا
follow	رفتار
follow	بوجھنا.
komin	بھٹی
żałoby	عزاداری.
taktykę	تعیناتی
taktykę	پینترا.
radykalne	بڑھیا
radykalne	اساس
radykalne	اساسی-
radykalne	جڑ
radykalne	عمیق
sprawca	مرتکب
samotności	تنہائی.
arbiter	پارکھ
arbiter	حکم
pocałunek	بوسہ.
żywa	دشوار.
żywa	بھرپور
żywa	قوی.
żywa	خطرناک
żywa	زوردار
żywa	تیز
żywa	پھرتیلا
żywa	برقیلا.
żywa	چوکنا.
żywa	مُملو
żywa	موجود
żywa	خبردار
pył	دھرتی
pył	چھڑکنا
pył	فساد
pył	انتشار
pył	غبار
pył	بُرکنا
pył	زمین
dok	گھاٹ.
dok	کنارا
dok	جوڑنا.
rower	بائیسکل
najgorsze	بدترین
thrash	around
thrash	لکڑی
thrash	چھٹپٹانا.
kata	جلّاد.
nadużyć	رکیک
bocian	سارس
bocian	بگلا
czary	عجیب
czary	طلسمی
czary	پُراسرار.
czary	سحر
czary	ساحری
czary	ساحری
czary	جادوگری
sekwencja	تواتر.
sekwencja	سلسلہ
sekwencja	مربوط
sekwencja	تسلسل
sekwencja	استھائی.
łaska	انداز
łaska	عنایت
łaska	رعایت
łaska	تپاک
łaska	چھوٹ
łaska	her
łaska	مرحمت
łaska	استعداد
szyjki	گردن
labirynt	جنجال
labirynt	چکّر
labirynt	پھیر
płytka	کنکریٹ
płytka	طشتری
płytka	رکابی
płytka	معمولی
płytka	اوپری
płytka	اُتھلا
płytka	معمولی
płytka	سطحی
płytka	اوپری
dojrzewają	پکنا
ziemniaki	چھید
globe	ہنڈا
globe	گیند.
globe	گول
cobra	ناگ.
zachęty	ترغیب
zachęty	مدّعا
globalne	عالمگیر
świń	سؤر.
rozbiórki	انہدام
preferencji	برتری
preferencji	مرجح.
preferencji	برتری
preferencji	ترجیح
preferencji	مرجح.
dalekie	دورتر
dalekie	مرتبے
dalekie	بھٹکا
dalekie	حیثیت
dalekie	مبہم
dalekie	خفیف
dalekie	متفاوت
dalekie	مرتبے
dalekie	بھٹکا
dalekie	حیثیت
dalekie	مبہم
dalekie	خفیف
dalekie	متفاوت
dalekie	دُور
dalekie	بعید
gospodyni	مکان
melody	نغمگی.
melody	موسیقیت.
szkocka	پالا.
szkocka	کچوکنا.
szkocka	چرکا.
szkocka	اڑنگا.
szkocka	گھائو
wstępny	ابتدائی.
wstępny	پیشتر.
