மற்றும்	at
மங்கோலியா	mongolia
செலுத்து	pay
செலுத்து	bayaran
செலுத்து	magbayad
காமிக்	comic
குற்றவாளிகள்	guilty
குற்றவாளிகள்	makasalanan
பத்தி	talata
முயல்	kuneho
முயல்	rabbit
மாட்ரிட்	madrid
பொம்மைகள்	dolls
பொம்மைகள்	laruan
பாண்டவர்கள்	pandava
பெருக்கி	amplifier
வெறுப்பு	hate
இடமாற்றம்	paglilipat
இடமாற்றம்	ilipat
இடமாற்றம்	transfer
இடமாற்றம்	kapalit
நரம்புகள்	nerbiyos
பராக்	barack
பராக்	barak
படிவம்	anyo
வாசனை	aroma
வாசனை	amoy
வாசனை	pabango
ஜோலி	jolie
உடைந்த	broken
உடைந்த	panganay
உடைந்த	sira
உடைந்த	nasira
போட்டியாளர்	player
போட்டியாளர்	manlalaro
பெட்ரோல்	petrol
பெட்ரோல்	pump
பெட்ரோல்	gasolina
மூட்டு	dugtong
மூட்டு	pinagsamang
மூட்டு	arthritis
உங்களின்	iyong
உங்களின்	your
உபுண்டு	ubuntu
இருள்	madilim
இருள்	maitim
இருள்	dilim
இருள்	kadiliman
கேன்	kane
பிரதிபலிக்கும்	ipakita
பிரதிபலிக்கும்	reflecting
மீத்தேன்	methane
கொல்லும்	kills
கொல்லும்	pagpatay
குப்பை	basura
குப்பை	basura
வயிற்று	tiyan
வயிற்று	sikmura
டெக்கான்	deccan
கண்டுபிடிப்பாளர்	imbentor
ஜெர்சி	jersey
பிங்க்	pink
பிங்க்	rosas
சுவர்களில்	pader
ஆண்ட்ரூ	andrew
நந்தா	nanda
பூஞ்சை	fungus
பல்கேரியா	biyetnam
பல்கேரியா	bulgaria
ஷேக்	sheikh
ஷேக்	shake
தூண்டுதல்	estimulasyon
தூண்டுதல்	nakakaimpluwensiya
தூண்டுதல்	impluwensya
மணிலா	maynila
மணிலா	manila
நாயகம்	demokrasya
தாமதம்	delay
தாமதம்	delayed
தாமதம்	naantala
நேற்று	kahapon
கிரகாம்	graham
லாமா	lama
கமல்	kamal
மிர்சா	mirza
தயிர்	yogurt
கற்பிக்கும்	pagtuturo
ராமர்	rama
சுவரொட்டி	poster
சீரற்ற	random
சீரற்ற	sapalaran
இக்பால்	iqbal
சைக்கிள்	bisikleta
சரவாக்	sarawak
விளக்கப்படம்	tsart
விளக்கப்படம்	chart
இம்பீரியல்	imperial
திரிபு	pilay
பாரு	baru
குறிப்பிடப்பட்டது	tinukoy
மணமகன்	abay
வருக	welcome
நிலையானது	pamantayan
நிலையானது	karaniwang
நிலையானது	standard
இறக்க	die
இறக்க	mamatay
இறக்க	mamamatay
சமாதானம்	peace
சமாதானம்	kapayapaan
செயலிழப்பு	crash
நம்பகமான	confidential
கதாபாத்திரங்கள்	character
கதாபாத்திரங்கள்	characters
நின்றது	tma
நின்றது	tumigil
நின்றது	itigil
நின்றது	tigil
நின்றது	huminto
பக்கத்தைப்	pahinang
பக்கத்தைப்	pahina
பக்கத்தைப்	page
காலக்கோடு	timeline
விஞ்ஞானி	siyentipiko
சாகா	saga
தோல்வியை	pagkatalo
பாம்பே	bombay
தூண்டல்	inspirasyon
தூண்டல்	inspiration
எதுவுமில்லை	wala
தவறுகள்	pagkakamali
அனுபவங்கள்	gunitain
ஆசியான்	asean
ஹங்கேரி	hungary
இலக்கங்கள்	digits
இலக்கங்கள்	digit
பொருந்தாது	naaangkop
சவாரி	sumakay
சவாரி	sakay
பொறுப்புகள்	pananagutan
வாஸ்	vaz
பட்டதாரி	graduate
யமுனை	yamuna
வணங்கும்	pagsamba
மாரி	mari
சித்திரவதை	torture
நம்முடைய	ours
நம்முடைய	atin
நம்முடைய	ating
நம்முடைய	aming
ஒளிபரப்பப்பட்டது	aired
ஸ்டீல்	bakal
ஸ்டீல்	steel
ஸ்டீல்	asero
சேமிக்க	tindahan
சேமிக்க	store
இறால்	alamang
இறால்	sugpo
இறால்	hipon
மகள்கள்	daughters
பாடிஸ்டா	bautista
மாறுதல்	lumilipat
கென்	ken
அரிப்பு	pangangati
வசதிக்காக	kaginhawahan
எரிச்சல்	masungit
எரிச்சல்	pangangati
சத்தியம்	pangako
சத்தியம்	promise
மினி	mini
மதிப்புமிக்க	mahalaga
விசா	visa
சர்ச்சைகள்	problema
சர்ச்சைகள்	controversy
இரைச்சல்	ingay
பணவீக்கம்	inflation
விஷயங்கள்	bagay
முடிவுற்றது	done
பயந்து	natatakot
ஆயிரமாண்டு	milenyo
ஆயிரமாண்டு	millennium
கிராஸ்	krus
கிராஸ்	cross
பாபி	bobby
மனைவியை	asawa
வைக்கப்பட்டுள்ள	iningatan
திறம்	epektibo
திறம்	epektibong
திறம்	effective
திறம்	mabisa
கின்னஸ்	guinness
கின்னஸ்	gines
எந்திரம்	makina
மெதுவான	mabagal
சாட்	chad
அறிமுகப்படுத்திய	nagpakilala
அறிமுகப்படுத்திய	pinakilala
அறிமுகப்படுத்திய	nagpasimula
அறிமுகப்படுத்திய	ipinakilala
மடோனா	madonna
திராட்சை	ubas
முத்தம்	halik
முத்தம்	kiss
பேரணி	rally
கொடியை	bandila
கொடியை	watawat
அறிவாற்றல்	cognitive
இஸ்மாயில்	ismail
டிரில்லியன்	billion
டிரில்லியன்	bilyon
டிரில்லியன்	trilyon
நிறுவப்பட்டுள்ளது	installed
நிறுவப்பட்டுள்ளது	install
நிறுவப்பட்டுள்ளது	nakaluklok
பறக்க	bangaw
பறக்க	fly
பறக்க	lumipad
பலன்கள்	benepisyo
தனித்துவம்	natatanging
தனித்துவம்	kakaibang
தனித்துவம்	unique
தனித்துவம்	natatangi
பிறந்தநாள்	kaarawan
மார்வெல்	marvel
தொழில்சார்	occupational
மாற்றுதல்	conversion
தன்மைகள்	entidad
தன்மைகள்	katangian
கடக்கும்	tawiran
கடக்கும்	tatawid
முகமை	ahensiya
முகமை	agency
வாக்கர்	walker
எய்ட்ஸ்	aids
கிளாப்டன்	clapton
பிரின்ஸ்	prinsipe
பிரின்ஸ்	prince
ஒப்பு	dummy
வருகிறான்	sasama
வருகிறான்	darating
அசாதாரண	extraordinary
தானியங்கு	awtomatiko
தானியங்கு	auto
தானியங்கு	awtomatiko
தானியங்கு	awtomatikong
பிறவி	kapanganakan
நெப்டியூன்	neptuno
வெற்று	blangko
வெற்று	blank
நின்	nin
வட்டாரம்	county
வட்டாரம்	kondado
சூரி	suri
கலைக்களஞ்சியங்கள்	encyclopedia
ஆர்ட்	art
ஆர்ட்	sining
சுன்	chun
கீழ்நிலை	lower
தேடு	naghanap
தேடு	hanapin
தேடு	maghanap
தேடு	paghanap
தேடு	paghahanap
ஹாசன்	hassan
ஹெலன்	helen
சணல்	sako
விழி	gising
ருமேனியா	roman
ருமேனியா	romano
ருமேனியா	romania
தைவான்	taiwan
அக்கா	didi
வடிவியல்	heometriya
ஹோஸ்ட்	host
வெற்றியாளர்	nagwagi
வெற்றியாளர்	winner
வெற்றியாளர்	pagandahan
ஈரமான	basa
லிபியா	libya
விஞ்ஞானம்	science
விஞ்ஞானம்	agham
மடக்கை	logaritmo
மடக்கை	logarithmic
கூப்பர்	cooper
வில்லெம்	willem
வில்லெம்	wilhelm
கிறிஸ்துவ	christian
கிறிஸ்துவ	kristiyano
ஏலம்	subasta
ஏலம்	auction
ஏலம்	tawad
ஏலம்	bid
விவரிக்க	describe
விவரிக்க	ilarawan
சாம்பியன்ஸ்	champions
பரவ	spread
பரவ	kumalat
பரவ	pagkalat
மொராக்கோ	morocco
கொடுமை	nagkasakit
கொடுமை	maysakit
கொடுமை	sick
ஆர்வத்துடன்	sigla
எம்மி	emmy
பாராளுமன்றம்	parlyamento
டக்	doug
சேமிக்கும்	saving
நடமாடும்	lumutang
நடமாடும்	lumulutang
நடமாடும்	nakalutang
நடமாடும்	lutang
கட்டணங்கள்	singil
கட்டணங்கள்	pagbabayad
சாய்ஸ்	pagpili
சாய்ஸ்	pagpipilian
சாய்ஸ்	pinili
சாய்ஸ்	choice
ஸ்டூடியோ	studio
அலாஸ்கா	alaska
விற்பனையில்	nagtitinda
விற்பனையில்	selling
விற்பனையில்	pagbebenta
விற்பனையில்	nagbebenta
சதுரங்கம்	ahedres
சதுரங்கம்	chess
எழுத்துருக்கள்	fonts
குரலில்	boses
பிளேயர்	player
பிளேயர்	manlalaro
சாயம்	dye
சாயம்	tina
குலாம்	ghulam
துணுக்குகள்	particles
முன்னேற்றங்கள்	pagpapabuti
முன்னேற்றங்கள்	pagpapahusay
அட்டவணைகள்	mesa
அட்டவணைகள்	catalog
கோரிக்கைகளை	hiling
சுவாச	paghinga
புண்ணிய	sugat
பொலிவியா	bolivia
கிறித்தவர்	christian
கிறித்தவர்	kristiyano
கொண்டுவரும்	nagdadala
யாக்கோபு	jacob
பரிந்துரைக்கப்படுகிறது	inirerekomenda
பரிந்துரைக்கப்படுகிறது	inirekomenda
யுகம்	yuga
சமணம்	jain
தீர்வை	tariff
சிலந்தி	gagamba
சிலந்தி	spider
மார்க்ஸ்	marx
மார்க்ஸ்	marks
தடிமன்	bold
உடல்நிலை	nagkasakit
உடல்நிலை	maysakit
உடல்நிலை	sick
குழம்பு	curry
புரவன்	host
சிறைச்சாலை	bilangguan
ஞாயிற்றுக்கிழமை	linggo
ஞாயிற்றுக்கிழமை	sunday
மசோதா	kuwenta
மசோதா	bill
மசோதா	bayarin
செவி	chevy
செவி	tainga
இனப்படுகொலை	genocide
கத்தார்	qatar
எழுதவும்	magsulat
எழுதவும்	sumulat
எழுதவும்	isulat
உயர்த்த	taasan
தூண்டியது	nagtutulak
தூண்டியது	tinutulak
ஊற்றி	ibuhos
நேர்த்தியான	matikas
முகவர்	ahente
முகவர்	agent
புரி	puri
அமோனியா	ammonia
அய்யா	sir
அல்பிரட்	alfred
உயரும்	tumaas
நிர்ணய	gusali
நிர்ணய	pagtatatag
இரைப்பை	tiyan
இரைப்பை	sikmura
கோபேன்	cobain
பூட்டோ	bhutto
விசிறி	fan
விசிறி	tagahanga
மூடப்பட்டது	nakasara
மூடப்பட்டது	sarado
மூடப்பட்டது	saradong
ஈஸ்டர்	pagkabuhay
ஈஸ்டர்	easter
உணர்வுகளை	nadarama
உணர்வுகளை	damdamin
உணர்வுகளை	feelings
வெளியேறு	umalis
வெளியேறு	iwan
வெளியேறு	iwanan
வெளியேறு	umalis
வெளியேறு	lumabas
பிரேசிலிய	brazilian
தக்காளி	kamatis
தக்காளி	kamatis
குடை	payong
போல்ட்	bolt
கிரான்ட்	grant
தொப்புள்	pusod
பழம்பெரும்	maalamat
பழம்பெரும்	legendary
பதினோரு	labing
வெடிகுண்டு	bomba
கிளைவ்	clive
கட்டடக்கலை	architecture
கட்டடக்கலை	arkitektura
அளக்க	sukatin
அளக்க	masukat
உதவியாளர்	assistant
உதவியாளர்	katulong
உதவியாளர்	helper
வல்லுனர்	dalubhasa
வல்லுனர்	expert
வல்லுனர்	eksperto
சுவாசம்	hinga
சுவாசம்	hininga
வறட்சி	tagtuyot
மக்களே	tao
எமிலி	emily
இருமல்	ubo
மேசை	lamesa
மேசை	mesa
மேசை	talahanayan
மேசை	table
மேசை	desktop
லூதர்	luther
ஆதரவான	supportive
கூட்டுத்தொகை	pagkakaayos
கம்பளி	lana
காரணத்தை	dahilan
வூ	woo
மார்க்சியம்	marxismo
டென்	den
கூ	koo
சொற்பொழிவு	lecture
சொற்பொழிவு	panayam
சொற்பொழிவு	speech
சொற்பொழிவு	pananalita
சொற்பொழிவு	talumpati
சொற்பொழிவு	pagsasalita
எளிது	madali
எளிது	madaling
எளிது	easy
மோசே	moises
வாய்ப்புகளை	pagkakataon
வளையங்கள்	loops
வளையங்கள்	singsing
வளையங்கள்	rings
பொடி	pulbos
தாரை	jet
போர்னியோ	borneo
ஸ்டார்க்	stark
நரி	fox
ஜானி	johnny
பாட்	pat
தூங்கும்	natulog
தூங்கும்	natutulog
கண்ணாடிகள்	baso
கண்ணாடிகள்	salamin
கண்ணாடிகள்	glasses
சிங்கை	singh
ஒளிப்பதிவாளர்	cinematographer
மகாராணி	queen
மகாராணி	reyna
கடமைகள்	tungkulin
யேல்	yale
லாவோஸ்	laos
மால்	mall
மால்	mal
மால்கம்	malcolm
நார்	hibla
நார்	fiber
சுன்னி	sunni
புதிர்	misteryo
புதிர்	palaisipan
பிராந்தியம்	rehiyon
சந்திரா	chandra
ரகசியம்	sikreto
ரகசியம்	secret
ரகசியம்	lihim
பசுமையான	evergreen
பெர்னார்ட்	bernard
மேகம்	ulap
கெல்வின்	kelvin
பேக்கர்	baker
ஓமோ	omo
அபராதம்	tawiran
அபராதம்	tatawid
வைணவம்	vaishnavism
இல்ல	tahanan
இல்ல	bahay
இல்ல	makauwi
சம்பா	samba
மன்ஹாட்டன்	manhattan
றோயல்	royal
நைட்ரேட்டு	nitrate
நபியின்	propeta
லிசா	lisa
கோன்	gon
கோன்	kon
சைகை	senyas
சைகை	signal
சைகை	hudyat
சைகை	kilos
தாழ்வு	mababang
தாழ்வு	mababa
தாழ்வு	low
பிரபஞ்ச	cosmic
மொரிசியசு	mauritius
மொழிபெயர்ப்பாளர்	tagapagsalin
மொழிபெயர்ப்பாளர்	translator
மொழிபெயர்ப்பாளர்	tagasalin
விற்கப்பட்டது	nabenta
விற்கப்பட்டது	nabili
ஹில்டன்	hilton
சீசியம்	sesyo
உடலுறவு	pakikipagtalik
உடலுறவு	sex
நேர்மையான	taos
நேர்மையான	matapat
நேர்மையான	honest
தோற்றார்	predators
சீன்	sean
பன்னிரெண்டு	labindalawang
பன்னிரெண்டு	dose
செனான்	zeno
மோடி	dumadami
முறையீடு	apila
முறையீடு	umapela
முறையீடு	apela
அதிகாரமும்	awtoridad
அதிகாரமும்	otoridad
அதிகாரமும்	authority
அதிகாரமும்	kapangyarihan
பெட்ரோலியம்	petroleum
நெஞ்சு	dibdib
அமர்	ammar
அமர்	amar
பிணையம்	network
மாமன்	tito
மாமன்	tiyuhin
மாமன்	uncle
மாமன்	tiyo
போட	nilagay
போட	ilagay
அன்வர்	anwar
ஏப்	abr
நுண்கணிதம்	calculus
வரையறுக்க	tukuyin
மாநாட்டு	conference
மாநாட்டு	pagpupulong
சேவல்	titi
சேவல்	tandang
யூன்	yoon
லின்	lynn
லின்	lyn
லின்	lin
லின்	lynne
தன்னிச்சையான	spontaneous
தன்னிச்சையான	kusang
எறும்பு	ant
எறும்பு	langgam
அல்லாஹ்	god
அல்லாஹ்	diyos
அல்லாஹ்	allah
ஒப்லாஸ்து	oblast
ஜேசன்	jason
செபம்	liturgy
பாட்னா	patna
திருப்தி	nasiyahan
திருப்தி	kuntento
திருப்தி	kontento
திருப்தி	nasisiyahan
கன்	gan
இமாம்	imam
துரியோதனன்	duryodhana
பாம்	bam
பாம்	palm
பாம்	palad
இறங்கும்	landing
இணக்கம்	pagsunod
ஹதீஸ்	hadith
நிரந்தரமான	everlasting
வருகிறேன்	bye
மரணத்தை	kamatayan
காசா	casa
காசா	gaza
பயிற்சியை	pagsasanay
மாயை	ilusyon
விற்பனையாளர்கள்	sellers
அமைப்பாளர்	organizer
அமைப்பாளர்	composer
கண்களை	mata
செர்பியா	serbiya
வேண்டுதல்	hilingin
வேண்டுதல்	kahilingan
வேண்டுதல்	hiling
வேண்டுதல்	request
வேண்டுதல்	humiling
ஓய்வுபெற்ற	retired
நம்ப	naniniwala
நம்ப	maniwala
பியானோ	piano
தட்டை	flat
தட்டை	patag
கலந்துரையாடல்	talakayan
விரிவுரை	lecture
விரிவுரை	panayam
வென்	wen
பாதுகாப்பில்	kustodiya
ஹிந்து	hindu
உறவுமுறை	pinagsamahan
உறவுமுறை	kaugnayan
உறவுமுறை	relasyon
சூரத்	surat
சேர்க்கப்பட்டார்	naidagdag
சேர்க்கப்பட்டார்	idinagdag
அரக்கன்	halimaw
சமுத்திரம்	karagatan
பாராட்டு	pagpapahalaga
பாராட்டு	palakpakan
அச்சிட்டு	prints
தோழர்	kasalo
போராடும்	aaway
போராடும்	fighting
விலகல்	deviation
அர்ஜென்டினா	argentina
அர்ஜென்டினா	argentine
ரத்தம்	blood
ரத்தம்	dugo
வெடி	pagsabog
பழமொழி	kasabihan
கற்பனைக்	pantasya
கற்பனைக்	fantasy
கம்	gum
மெசியா	mesiyas
ஹெப்பர்ன்	hepburn
குட்டை	maiksi
குட்டை	maikli
குட்டை	short
குட்டை	pandak
குட்டை	maikling
காதலர்	lover
யூரியா	urea
மீறல்	paglabag
குப்தா	gupta
மாணவன்	studyante
மாணவன்	student
மாணவன்	estudyante
டானியல்	daniel
கனரக	mabigat
சந்தா	subscription
தொங்கும்	tambay
தொங்கும்	pabitin
ஒருமை	singular
கொண்டாடுகின்றனர்	ipinagdiriwang
கொண்டாடுகின்றனர்	nagdiriwang
கொண்டாடுகின்றனர்	celebrate
வாங்குதல்	bilhin
வாங்குதல்	pagbili
வாங்குதல்	bumili
வாங்குதல்	binibili
வாங்குதல்	binibili
வாங்குதல்	bumibili
வாங்குதல்	pagbili
நதிகள்	ilog
ஊடுருவல்	transparent
ஊடுருவல்	transparency
ஏர்பஸ்	airbus
தவளை	palaka
பிரடெரிக்	frederick
பிரடெரிக்	federico
வேலைவாய்ப்பின்மை	unemployment
டில்லி	delhi
நான்சி	nancy
ஹார்மோன்	hormonal
ஆறுதல்	kaginhawahan
ஆறுதல்	kaginhawaan
பாகவத	bhagavata
சுங்	chung
பலவீனமான	mahina
தகடுகள்	plates
தகடுகள்	plato
வலியை	sakit
வலியை	kirot
விதிமுறைகளை	tuntunin
விதிமுறைகளை	takda
தாள்கள்	sheet
கல்வியாளர்கள்	academics
கிரீஸ்	gresya
சீக்கியம்	sikhismo
உதயம்	sunrise
கரீபியன்	caribbean
ஹோலி	holly
சண்டைகள்	fights
பானம்	inumin
பானம்	uminom
நித்திய	eternity
நித்திய	eternal
மடத்தில்	monasteryo
மண்டை	bungo
சிபிஐ	cpi
பெய்யும்	pei
டைலர்	tyler
பேபி	baby
பேபி	sanggol
புகழை	reputasyon
குயின்ஸ்லாந்து	queensland
எத்தனால்	ethanol
சீக்ரெட்	sikreto
சீக்ரெட்	secret
சீக்ரெட்	lihim
ஓட்டோமான்	imperyong
தொப்பி	takip
தொப்பி	cap
தொப்பி	sombrero
தொப்பி	sumbrero
ஒத்ததாக	magkasingkahulugan
ஈதர்	ether
சிக்மா	sigma
இழக்க	mawalan
இழக்க	mawala
இழக்க	mawawalan
துப்பறியும்	detective
துப்பறியும்	tiktik
உபகரணம்	kagamitan
உபகரணம்	apparatus
வண்ணங்கள்	kulay
கடினமானது	mahirap
நுனி	tip
படவில்லை	slide
பெண்ணுக்கு	girl
கதாநாயகன்	hero
கதாநாயகன்	bayani
பீரங்கிகள்	tangke
காஸ்ட்ரோ	castro
பருந்து	kite
பருந்து	saranggola
உறவுகளை	kaugnayan
உறவுகளை	relasyon
கட்டளைகள்	utos
ஜன	jan
ஜன	jana
உரித்தான	marapat
பெருக்க	gain
மேம்படுத்தவும்	upgrade
கசிவு	leak
கசிவு	makalabas
பிளாஸ்மா	plasma
முதலாளி	bossing
முதலாளி	amo
முதலாளி	boss
லாபம்	tubo
லாபம்	kumikita
ஆடைகளை	damit
பட்டாம்பூச்சி	butterfly
நாட்களை	araw
நியாயம்	katarungan
நியாயம்	hustisya
நியாயம்	patas
இடவியல்	topology
பிறப்பிடம்	katutubo
பிறப்பிடம்	katutubong
குளுக்கோஸ்	glucose
முனி	muni
காதில்	bulong
காதில்	tainga
நகர்த்த	inilipat
ஹாங்	hong
சிறப்பை	kahusayan
மறுமொழி	sumagot
மறுமொழி	reply
கின்	kin
பெட்ரோலிய	petroleum
தேசாய்	desai
அன்பே	dear
அன்பே	sweetheart
பிரதிநிதித்துவம்	represent
பிரதிநிதித்துவம்	kumatawan
பிரதிநிதித்துவம்	kinakatawan
பிரதிநிதித்துவம்	kumakatawan
சிமெண்ட்	semento
ஷங்கர்	shankar
போய்விட்டது	gone
போய்விட்டது	mawala
மின்சுற்று	circuit
நாகா	naga
உடைமை	property
பில்போர்ட்	billboard
பயணித்த	dumayo
பயணித்த	bumiyahe
மாடி	sahig
மாடி	palapag
கர்னல்	colonel
புதுமையான	makabago
ஷான்	shan
கன்னித்	virgin
கன்னித்	birhen
வௌவால்	bat
வௌவால்	paniki
பல்லி	butiki
பல்லி	butiking
டயர்	tiro
டயர்	gulong
மோட்டார்ஸ்	motors
நைக்	nike
ஆங்	ong
ஆங்	aung
கிணறுகள்	wells
கதவுகள்	pinto
வாசகர்கள்	mambabasa
கலிலியோ	galileo
அப்பாஸ்	abbas
ரசிகர்	fan
ரசிகர்	tagahanga
விரல்கள்	daliri
கனவுகள்	dreams
கனவுகள்	pangarap
பிரையன்	brian
பிரையன்	bryan
பாலஸ்தீன	palestino
வியாசர்	vyasa
கப்பம்	bum
ஜார்க்கண்ட்	jharkhand
காணவில்லை	nawawala
காணவில்லை	kulang
இனிமேல்	anymore
பிச்சை	palimos
பிச்சை	pulubi
பிச்சை	beg
ஜோஸ்	jose
ஜோஸ்	jos
ஜோஸ்	jose
ஜோஸ்	josé
நேரான	straight
நேரான	tuwid
நேரான	diretso
நேரான	guhit
நேரான	diretso
உயிரோடு	buhay
பிலிப்பைன்	philippine
பிரார்த்தனை	pray
பிரார்த்தனை	magdasal
பிரார்த்தனை	pagdarasal
பிரார்த்தனை	panalangin
பிரார்த்தனை	dasal
பிரார்த்தனை	prayer
பொருத்தி	nakakabit
கார்பனேட்டு	carbonate
தொழிலாளி	manggagawa
ஆன்ம	espirituwal
ஆன்ம	spiritual
மஹால்	mahal
யுத்த	labanan
விலா	vila
கனமான	mabigat
வியாழக்கிழமை	huwebes
எரிசக்தி	gasolina
எரிசக்தி	calorie
எரிசக்தி	enerhiya
பிரித்தல்	paghihiwalay
புத்தி	matalino
புத்தி	smart
டாட்	tot
டாட்	tuldok
டாட்	dot
ஹன்னா	hannah
ஹன்னா	hanna
மடியில்	lap
தட்டில்	plate
தட்டில்	plato
சலுகைகள்	offers
சலுகைகள்	inaalok
ஹாக்கி	hockey
ஹசன்	hassan
ஹசன்	hasan
நைஜீரியா	nigeria
வரைதல்	gumuhit
வரைதல்	pagguhit
வரைதல்	drawing
உருண்டை	globong
உருண்டை	almondigas
காமன்வெல்த்	commonwealth
அணுகும்	access
ஃபீஸ்டா	fiesta
மதிப்பெண்கள்	score
மதிப்பெண்கள்	iskor
மதிப்பெண்கள்	scores
அவதூறு	paninira
அவதூறு	inis
அவதூறு	naiinis
யமுனா	yamuna
மொழிபெயர்ப்புகள்	pagsasalin
முதலீடுகள்	investments
சுடுதல்	shooter
யூதா	judah
மனிதனுக்கு	lalaking
மனிதனுக்கு	lalaki
மனிதனுக்கு	man
பதில்கள்	reaksyon
வெனிஸ்	venice
வெனிஸ்	venezia
தொல்லை	trouble
தொல்லை	suliranin
தொல்லை	problema
தலைகள்	head
தலைகள்	heads
அஹ்மத்	ahmed
அஹ்மத்	ahmad
அரிசோனா	arizona
ஜூல்	joule
கூட்டத்தை	madla
கறி	curry
ஈராக்கிய	iraqi
ஜெஃப்	jeff
வர்ஜீனியா	virginia
சுழி	sero
சுழி	zero
உணர்ச்சிகள்	reaksyon
போர்டு	lupon
போர்டு	board
இருப்பை	presensya
இருப்பை	iral
இருப்பை	presence
இருப்பை	presensiya
மாடலிங்	modeling
சல்மான்	salman
பிரதமர்கள்	primeminister
பித்தளை	tanso
பிடிப்பு	kunan
பிடிப்பு	kumuha
பிடிப்பு	capture
நகைகள்	hiyas
நகைகள்	alahas
நாற்கரம்	kuwadrilateral
பெப்	pep
டச்	touch
டச்	hipo
டச்	olandes
டச்	dutch
பெரும	galactic
நெல்லி	nelly
வளைத்து	bend
கோரிக்கைகள்	hiling
இடி	kulog
மிசிசிப்பி	mississippi
தியாகி	martir
யாரையும்	sinuman
ஆல்கஹால்	alak
ஆல்கஹால்	alkohol
ரன்கள்	tumatakbo
ரன்கள்	nagpapatakbo
வேட்டையாடும்	manlulupig
ரொட்டி	tinapay
கும்பல்	gang
கொசு	lamok
பெரியவர்கள்	matanda
டியான்	dion
மிலன்	milan
உருளைக்கிழங்கு	patatas
உருளைக்கிழங்கு	potato
உருளைக்கிழங்கு	patatas
தெரிந்தது	kilala
விழுந்தது	nahulog
சொர்க்கம்	heaven
சொர்க்கம்	kalangitan
சொர்க்கம்	langit
சொர்க்கம்	paraiso
சொர்க்கம்	paradise
வேடிக்கை	masaya
வேடிக்கை	katuwaan
வேடிக்கை	nakakatuwa
வேடிக்கை	funny
வேடிக்கை	nakakatawa
எதிர்பார்த்த	inaasahang
எதிர்பார்த்த	inaasahan
எதிர்பார்த்த	inasahan
வடிகட்டி	filter
வடிகட்டி	salain
வடிகட்டி	panala
நுட்பங்களை	pamamaraan
சூத்திரங்கள்	formulas
துவங்குகிறது	magsisimula
துவங்குகிறது	nagsisimula
துவங்குகிறது	sinisimulan
துவங்குகிறது	nagsisimula
துவங்குகிறது	simula
தீவிரவாதி	terorista
பிளாக்பெர்ரி	blackberry
ஆதரிக்கிறது	sumusuporta
தந்தைக்கு	ama
தந்தைக்கு	tatay
தந்தைக்கு	father
மதியம்	tanghali
மதியம்	noon
மதியம்	tanghali
மதியம்	hapon
இம்மானுவேல்	immanuel
இம்மானுவேல்	emmanuel
தஞ்சோங்	tanjung
லோபஸ்	lópez
லோபஸ்	lopez
ஹாலே	halle
பழங்குடியின	aboriginal
வலைப்பூ	blog
பெங்காலி	bengali
படகில்	ferry
போற்றப்படுகிறது	adored
அழுத்தி	compressor
பழுது	repair
பழுது	pagsasaayos
அறுகோண	hexagonal
ஊஞ்சல்	swing
பைபிள்	biblia
பைபிள்	bibliya
பைபிள்	bible
அடியார்கள்	tagapaglingkod
புன்னகை	smile
புன்னகை	ngiti
புன்னகை	nakangiti
சைரஸ்	cyrus
கால்களை	binti
இவான்	ivan
இவான்	evan
அரபிக்	arabian
லில்லி	lilly
லில்லி	lily
வார்த்தைகளை	salita
முன்பதிவு	reserve
முன்பதிவு	reserba
குறிப்பிடவில்லை	tinukoy
எடையை	timbang
எடையை	bigat
பராமரிக்க	mapanatili
பராமரிக்க	maintain
பராமரிக்க	magpanatili
கியூரி	curie
கட்டமைக்கப்பட்ட	nakabalangkas
பிரெட்	brett
பிரெட்	fred
பாரா	bara
அவளின்	her
அவளின்	kanya
அவளின்	siya
சுறா	pating
செமிடிக்	semitic
கொம்புகள்	sungay
அகராதிகள்	dictionaries
அணிய	nagsusuot
அணிய	magsuot
உருகுவே	uruguay
நிபந்தனை	kalagayan
நிபந்தனை	kondisyon
நிபந்தனை	kundisyon
மீட்டரில்	challenger
டேல்	dale
எஸ்டேட்	estate
ஓடை	batis
ஓடை	daloy
ஊற்று	fountain
ஊற்று	balong
விளையாடுபவர்	player
விளையாடுபவர்	manlalaro
விளையாடுபவர்	manlalaro
விமானத்தை	plane
விமானத்தை	eroplano
வெங்காயம்	sibuyas
வெங்காயம்	sibuyas
விசைகள்	keys
விசைகள்	susi
விசைகள்	trigger
விளையாடுகிறார்	paglalaro
விளையாடுகிறார்	naglalaro
அழிப்பு	nasisira
நுண்ணுயிரியல்	mikrobiyolohiya
மஞ்சு	manchu
அன்றாடம்	daily
சக்கரங்கள்	gulong
நிவாரணம்	tulong
நிவாரணம்	kaluwagan
நிவாரணம்	relief
நாடா	tape
பூச்சு	plaster
குறைந்துள்ளது	bumaba
குறைந்துள்ளது	bawasan
மாலிப்டினம்	molybdenum
தீர்ப்பை	parusa
வைத்திருந்தது	iningatan
அங்க	anga
முகவரியை	tirahan
முகவரியை	address
பைன்	pino
வாரன்	warren
நிறுவுதல்	installation
நிறுவுதல்	pagluklok
டவர்	tore
டவர்	tower
டவர்	toreng
தனியுரிமை	privacy
அணிவகுப்பு	parada
அணிவகுப்பு	parade
