operze	opéra
sporów	litiges
sporów	conflits
sporów	différends
malarzy	peintres
jeremy	jérémie
jeremy	jeremy
jeremy	jérémy
nagrobek	tombes
nagrobek	tombe
nagrobek	tombeau
nagrobek	caveau
nagrobek	tombstone
haiti	haiti
haiti	haïti
haiti	haïtienne
haiti	haïtien
haiti	haïtiens
rozmieszczenie	déploiement
rozmieszczenie	disposition
rozmieszczenie	agencement
calcio	calcio
uzyskuje	obtient
przekształcenia	transformations
dłoni	palme
dłoni	palm
dłoni	paume
dłoni	palmier
wiara	faith
wiara	foi
wiara	croire
wiara	croyance
jesień	automne
jesień	tomber
jesień	automne
jesień	chute
jesień	fall
walczących	belligérantes
rejestracji	enregistrements
rejestracji	inscriptions
rejestracji	inscription
rejestracji	enregistrement
rejestracji	immatriculation
myślenia	réfléchir
myślenia	pensant
myślenia	pensée
myślenia	penser
zmiennych	variables
prześladowań	persécuter
prześladowań	persécutions
prześladowań	persécution
pułków	régiments
kolorado	colorado
mks	mks
bezpośredni	directe
bezpośredni	directement
bezpośredni	direct
bezpośredni	directs
błony	membranes
derby	derby
głębokie	profond
głębokie	profonds
głębokie	deep
głębokie	profonde
głębokie	profond
głębokie	profonds
głębokie	profonde
przejęcie	rachat
przejęcie	acquisition
pieszych	piéton
pieszych	piétons
pieszych	piétonne
pieszych	piétons
pieszych	piéton
laurent	laurent
przedstawiona	présentés
przedstawiona	présentées
przedstawiona	présentée
przedstawiona	présenté
plakat	poster
plakat	affiches
plakat	affiche
inicjatywa	initiative
bohaterka	héroïne
palermo	palerme
wdowa	veuves
wdowa	veuve
wdowa	veuf
cole	cole
kulturowe	culturels
kulturowe	culturelle
kulturowe	culturel
mma	mma
prywatny	privée
prywatny	privé
prywatny	privés
usuwania	élimination
wójcik	wójcik
gil	gil
synod	concile
synod	synode
boliwii	boliviens
boliwii	bolivienne
boliwii	bolivien
boliwii	bolivie
boliwii	bolivie
wyrażenia	phrases
wyrażenia	expressions
wyrażenia	expressions
wyrażenia	expression
gazy	gaz
gazy	gaza
edu	edu
nasion	semences
nasion	graines
nasion	graine
nasion	semences
nasion	seed
nasion	graines
nasion	semence
flora	flora
flora	flore
śródziemnego	méditerranéen
śródziemnego	méditerranéenne
śródziemnego	méditerranée
siódme	septième
siódme	seventh
starsza	ancien
starsza	aîné
starsza	âgées
starsza	aîné
esp	esp
porównania	comparatif
porównania	comparaison
porównania	comparaisons
porównania	comparaisons
porównania	comparatifs
phillips	philips
phillips	phillips
jiří	jiří
seine	senne
seine	seine
antwerpii	anvers
münchen	münchen
poczęcia	conception
chaos	pagaille
chaos	mayhem
chaos	grabuge
chaos	anarchie
chaos	chaos
zarzut	plaidoyer
zarzut	allégations
zarzut	allégation
dziób	bec
ustaw	définir
dialog	dialogue
dialog	dialogues
dialog	dialoguer
palace	palais
palace	palace
sztuczne	artificiels
sztuczne	artificiel
sztuczne	artificielle
sztuczne	artificielles
baltimore	baltimore
uwięziony	incarcérés
uwięziony	emprisonnés
uwięziony	emprisonné
uwięziony	coincé
uwięziony	piégés
uwięziony	piégée
uwięziony	piégé
ogrodzie	jardins
ogrodzie	jardin
robertson	robertson
apple	pommier
apple	pommes
apple	apple
apple	pomme
iwona	iwona
iwona	yvonne
galaktyk	galaxies
wiosna	spring
wiosna	printemps
wiosna	ressort
rządowe	gouvernement
rządowe	gouvernements
śpiewa	chante
śpiewa	chant
śpiewa	chanter
przekonany	persuadé
przekonany	convaincue
przekonany	convaincu
przekonany	convaincus
kaliber	calibre
kaliber	calibre
jessica	jessica
bibliotekę	bibliothèque
bibliotekę	librairie
moritz	moritz
din	din
din	vacarme
wyjaśnić	expliquez
wyjaśnić	expliquer
wyjaśnić	explique
orbitę	orbite
orbitę	orbites
mohamed	mohamed
osobowość	personnalité
ciężki	heavy
ciężki	lourde
ciężki	lourd
ciężki	lourds
zarejestrowany	enregistrée
zarejestrowany	inscrits
zarejestrowany	enregistrés
zarejestrowany	enregistré
zarejestrowany	inscrit
zarejestrowany	enregistrées
zarejestrowany	enregistrée
zarejestrowany	enregistrés
zarejestrowany	enregistré
zależność	dépendance
zależność	dépendances
zależność	dépendance
child	enfant
oddanie	dédicace
oddanie	dévouement
oddanie	dévotion
oddanie	dévouement
podejścia	approches
podejścia	approche
podejścia	démarche
okładki	couvercle
okładki	couverture
okładki	couvrir
okładki	housse
okładki	couvertures
okładki	couvercles
okładki	couvre
okładki	housses
podmiot	objet
podmiot	sujet
podmiot	entité
volley	volley
volley	salve
url	url
rzymian	romans
rzymian	romains
zaproszony	invité
zaproszony	invitée
zaproszony	invitées
zbiorowe	collective
zbiorowe	collectifs
zbiorowe	collectif
reprezentujący	représenter
reprezentujący	représentant
wież	tours
ostro	rude
ostro	bruts
kość	osseuse
kość	osseux
kość	os
kość	bone
sucha	sèche
sucha	sèches
sucha	sec
sucha	secs
sucha	sécher
współpracownik	collègue
współpracownik	associé
współpracownik	associés
współpracownik	associée
współpracownik	associer
lokomotywy	locomotives
lokomotywy	locomotive
lokomotywy	locomotives
zagrzeb	zagreb
bibliotek	bibliothèques
kalisz	kalisz
tomáš	tomáš
stawy	bassins
stawy	étangs
stawy	joints
stawy	articulations
skamieniałości	fossiles
księżniczki	princesse
księżniczki	princess
księżniczki	princesses
księżniczki	princesses
kopiowania	copier
kopiowania	copie
techniczna	technique
techniczna	techniques
świadomość	conscience
świadomość	conscience
świadomość	notoriété
miles	milles
miles	kilomètres
miles	miles
piechota	infanterie
mongolii	mongolie
smak	goûter
smak	saveur
smak	gouter
smak	goût
smak	saveur
smak	arôme
smak	saveur
smak	goût
tabor	tabor
utrata	perdant
utrata	perdre
utrata	perte
utrata	pertes
weber	weber
zatwierdzony	validées
zatwierdzony	validée
zatwierdzony	validé
zatwierdzony	validés
zatwierdzony	approuvé
zatwierdzony	approuvée
zatwierdzony	approuvés
zatwierdzony	agréée
zatwierdzony	approuvées
zatwierdzony	agréé
potocki	potocki
michelle	michelle
michelle	michèle
baden	bade
baden	baden
przestępstwa	infractions
przestępstwa	délits
przestępstwa	crimes
przestępstwa	délit
przestępstwa	délinquance
przestępstwa	criminalité
przestępstwa	crime
alma	alma
jutro	demain
jutro	tomorrow
ostre	tranchant
ostre	pointu
ostre	sharp
ostre	piquant
ostre	épicée
ostre	épicé
ostre	piquante
ostre	aiguë
ostre	aigu
ostre	aigus
ostre	aiguës
luftwaffe	luftwaffe
szybkość	vitesses
szybkość	rapidité
szybkość	vitesse
tychy	tychy
zrozumieć	comprenez
zrozumieć	comprendre
zrozumieć	comprends
pytań	questions
software	logiciel
software	logiciels
zatopiony	coulés
zatopiony	coulé
zatopiony	englouti
wiktorii	victoria
giorgio	giorgio
panował	régné
panował	régnait
alejandro	alejandro
sandra	sandra
wallace	wallace
wellington	wellington
regionalny	régionales
regionalny	régionaux
regionalny	régional
zakonnica	nonne
następna	prochain
następna	suivante
następna	suivant
następna	prochaine
następna	next
wyroby	articles
wyroby	produits
strategii	stratégies
strategii	stratégie
informuje	informe
informuje	informer
świeckich	séculaire
świeckich	laïque
świeckich	laïcité
świeckich	laïques
świeckich	laïcs
emmy	emmy
nadzoru	supervision
nadzoru	surveillance
nadzoru	surveillance
nadzoru	supervision
satelitarne	satellite
zabawy	fun
zabawy	plaisir
zabawy	marrant
zabawy	amusant
tajemnicy	secret
operatora	exploitant
operatora	opérateur
dyskiem	discus
ćwiczeń	exercices
nico	nico
wymiana	remplacements
wymiana	remplacement
wymiana	remplaçant
wymiana	échange
wymiana	echange
wymiana	échanger
przeznaczenia	destinée
przeznaczenia	destiny
przeznaczenia	destin
przeznaczenia	fatalité
przeznaczenia	destin
łuk	arc
łuk	voûte
łuk	arche
łuk	arch
łuk	arc
łuk	bow
poprawnie	correctement
lucie	lucie
atlancie	atlanta
regionalna	régionales
regionalna	régionaux
regionalna	régional
smoka	dragons
smoka	dragon
opisano	décrites
opisano	décrits
opisano	décrit
opisano	décrite
kwatera	quarts
kwatera	trimestres
tajne	secrets
tajne	secret
tajne	secrète
tajne	classées
tajne	classifié
tajne	classés
tajne	classé
julius	julius
julius	jules
ciepło	chaleur
ciepło	thermique
ciepło	chauffer
ciepło	chaud
ciepło	chaleureux
ciepło	chaleureuses
ciepło	chaude
ciepło	chaleur
alexandre	alexandre
rozwiązać	résoudre
rozwiązać	détermination
rozwiązać	résoudre
rozwiązać	résout
jankowski	jankowski
ilustracje	illustrations
aniołów	anges
aniołów	angels
wycofanie	retraits
wycofanie	sevrage
wycofanie	retrait
wycofanie	rétractation
wycofanie	retraits
wycofanie	désistement
gość	visiteur
gość	mec
gość	guy
gość	gars
gość	invité
gość	invitée
gość	invités
gran	gran
fale	vague
fale	onde
fale	ondes
fale	vagues
statut	statuts
statut	statuts
statut	statut
dochodów	revenu
dochodów	revenus
strażnik	guardian
strażnik	tuteur
strażnik	gardienne
strażnik	gardien
strażnik	gardes
strażnik	garde
strażnik	gardien
szerokiej	large
koszalin	koszalin
dyplomatyczne	diplomates
dyplomatyczne	diplomatique
dyplomatyczne	diplomate
dyplomatyczne	diplomatiques
częstotliwość	répétition
częstotliwość	périodicité
częstotliwość	fréquence
częstotliwość	fréquences
too	trop
too	too
matematyka	mathématiques
matematyka	mathématique
matematyka	mathématiques
matematyka	mathématique
matematyka	mathématiques
matematyka	maths
matematyka	mathématique
matematyka	mathématiques
wbc	wbc
berkeley	berkeley
rydze	riga
poznaje	reconnaître
poznaje	reconnaissent
poznaje	reconnais
wiarę	faith
wiarę	foi
kostki	cheville
kostki	chevilles
kostki	chevilles
kostki	cubes
rozbudowa	prolongement
rozbudowa	prolongation
rozbudowa	extension
rozbudowa	vulgarisation
rozbudowa	expansion
rozbudowa	agrandissement
rozbudowa	extension
rozbudowa	expansion
przeprowadzona	mené
nowoczesne	modernité
nowoczesne	moderne
nowoczesne	modernes
analogicznie	pareillement
emily	émilie
emily	emilie
emily	emily
ostateczny	ultimes
ostateczny	ultimate
ostateczny	ultime
ostateczny	définitif
ostateczny	finale
ostateczny	final
ostateczny	définitive
ostateczny	définitive
ostateczny	définitif
ostateczny	définitifs
ostateczny	définitives
fin	nageoire
fin	fin
clinton	clinton
czwartek	jeudi
eduard	edouard
eduard	eduard
ukraińców	ukrainiens
nauczanie	enseignement
socjolog	sociologue
rejestr	enregistrer
rejestr	enregistrez
rejestr	registre
rejestr	registre
rejestr	greffe
ireneusz	ireneusz
holowania	remorquage
karpaty	carpates
koch	koch
rzadkie	rareté
rzadkie	rare
rzadkie	saignant
rzadkie	rares
syntezy	synthèses
syntezy	synthèse
replika	réplique
bellona	bellona
przemysłowy	industrielle
przemysłowy	industriels
przemysłowy	industrielles
przemysłowy	industriel
słup	pôle
słup	poteau
słup	pole
słup	polonais
słup	piliers
słup	pilier
doradca	conseiller
doradca	conseillère
doradca	consultant
doradca	conseiller
doradca	conseillère
doradca	consultante
doradca	conseillère
doradca	conseiller
doradca	conseillère
doradca	conseiller
doradca	conseillère
uderzył	frappé
uderzył	touché
uderzył	frappé
uderzył	frapper
audi	audi
nsdap	nsdap
oskarżenia	accusation
oskarżenia	accusations
oskarżenia	allégations
oskarżenia	accusations
rejs	cruise
rejs	croisière
rejs	croisières
arabii	arabie
arabii	saoudite
panie	lord
panie	seigneur
panie	mesdemoiselles
panie	mesdames
panie	dames
kong	kong
tradycję	tradition
tradycję	traditions
cali	cali
cali	pouces
cali	centimètres
edgar	edgar
twoja	votre
twoja	vos
twoja	vôtre
dominuje	domine
jensen	jensen
chrzest	baptême
chrzest	baptiser
chrzest	baptême
fia	fia
przegrana	défaite
przegrana	défaites
przegrana	vaincre
przegrana	perdant
przegrana	perdre
potomków	descendants
potomków	descendance
potomków	descendants
england	angleterre
dee	dee
sprzeczne	contradictoire
sprzeczne	conflictuelles
sprzeczne	contradictoires
sprzeczne	conflictuels
sprzeczne	contrairement
sprzeczne	contraires
sprzeczne	contraire
sprzeczne	contradictoires
sprzeczne	contradictoire
renata	renata
zasadnicza	fondamentale
zasadnicza	fondamental
zasadnicza	fondamentaux
płock	płock
asystenta	assistant
asystenta	adjointe
asystenta	adjoint
asystenta	assistante
wagon	wagon
wagon	chariot
zniszczyć	détruisez
zniszczyć	anéantir
zniszczyć	détruire
traktuje	friandises
dialogu	dialogue
dialogu	dialogues
dialogu	dialoguer
odkrywa	révèle
odkrywa	découvre
missisipi	mississippi
powodując	causant
historycznie	historiquement
christine	christiane
christine	christine
marynarka	navy
marynarka	marine
marynarka	manteau
marynarka	veste
marynarka	blouson
marynarka	gilet
marynarka	jaquette
stężenia	concentrations
stężenia	concentration
wyjaśnienie	explication
wyjaśnienie	explications
wyjaśnienie	éclaircissements
wyjaśnienie	éclaircissement
wyjaśnienie	clarification
polo	polo
czynne	active
czynne	actif
czynne	actives
czynne	actifs
odbiór	réception
odbiór	reçu
odbiór	récépissé
odbiór	recevant
odbiór	recevoir
odbiór	réception
odbiór	ramassage
odbiór	pickup
odbiór	pick
odbiór	cueillette
represji	répression
wicehrabia	vicomte
czeskie	tchèque
czeskie	tchèques
ashley	ashley
obywatele	citoyens
obywatele	nationaux
obywatele	ressortissants
obywatele	citoyenne
obywatele	citoyen
piętro	etage
piętro	étage
piętro	sol
piętro	plancher
salon	lounge
salon	salon
salon	salon
ekspozycji	expositions
ain	aïn
ain	ain
mięsa	viande
mięsa	viandes
mięsa	viandes
mięsa	viande
czynnik	facteur
czynnik	factor
speedway	speedway
mechaniczne	mécanique
mechaniczne	mécaniques
nbc	nbc
wasilij	vassili
podłoże	substrat
podłoże	substrats
podłoże	moulu
mauzoleum	mausolée
butler	butler
butler	majordome
liczebności	abondance
obserwuje	observer
obserwuje	observant
obserwuje	regardant
obserwuje	regarder
tunezji	tunisiens
tunezji	tunisienne
tunezji	tunisien
samuela	samuel
paliwo	combustible
paliwo	carburant
paliwo	essence
piłsudski	piłsudski
skuteczności	efficacité
skuteczności	effectivité
skuteczności	efficacité
skuteczności	effectivité
zatrudnienia	emploi
zatrudnienia	emplois
ren	ren
ren	rhin
grey	gris
grey	grise
tokyo	tokyo
pruszków	pruszków
okno	hublot
okno	vitre
okno	fenetre
okno	fenêtre
okno	fenêtres
uroczyście	solennellement
odzyskać	récupèrent
odzyskać	récupérer
odzyskać	récupérer
kolumbia	colombie
kolumbia	columbia
kolumbia	colombie
cameron	cameron
piw	bières
piw	bière
motorsport	motorsport
germain	germain
glenn	glenn
treningi	entraînements
treningi	formation
treningi	entraînement
treningi	formations
leeds	leeds
kwiat	fleurir
kwiat	fleur
kwiat	fleurs
kwiat	fleur
wieki	âges
wieki	siècles
aaron	aaron
operacyjnych	opérationnelles
operacyjnych	opérationnel
operacyjnych	opérationnels
operacyjnych	opérationnelle
council	conseil
camp	camp
camp	campement
camp	camps
fabio	fabio
fabio	fábio
okrążenie	lap
okrążenie	giron
wojciechowski	wojciechowski
komiksów	comics
komiksów	bd
mann	mann
zwykły	ordinaire
zwykły	régulière
zwykły	régulières
zwykły	régulier
zwykły	ordinaire
zwykły	ordinaires
misje	quêtes
misje	missions
misje	mission
rycerzy	knights
rycerzy	chevaliers
demokratów	démocrates
demokratów	démocrate
demokratów	démocrates
demokratów	démocrate
pokonany	vaincu
pokonany	battues
pokonany	battue
pokonany	battu
pokonany	battus
pokonany	vaincu
pokonany	défaite
pokonany	battu
pokonany	vaincus
pokonany	vaincue
charków	kharkiv
norm	normes
norm	normes
norm	norm
norm	norme
peugeot	peugeot
standardy	normes
poprosił	demandé
węgiel	houille
węgiel	charbon
węgiel	charbon
węgiel	carbone
halfpipe	halfpipe
bass	contrebasse
bass	basse
bass	bassiste
bass	bass
zamość	zamość
automatyczna	automatiques
automatyczna	automatisé
automatyczna	automatique
aspekty	aspects
aspekty	aspect
prosto	hétéro
prezentacji	présentation
prezentacji	présentations
prezentacji	exposés
stefano	stefano
domeny	domaines
domeny	domaine
dame	dame
pracujący	travaillant
pracujący	travailler
ostrowski	ostrowski
wzory	maquettes
wzory	modèles
wzory	dessins
wzory	formules
podlaski	podlaski
zatonął	coulés
zatonął	coulé
joel	joël
joel	joel
porównanie	comparatif
porównanie	comparaison
porównanie	comparaisons
porównanie	comparez
porównanie	compare
porównanie	comparons
porównanie	comparer
porównanie	comparaison
dell	dell
ewy	ève
ewy	eve
fra	fra
osobisty	personnel
osobisty	personnelle
osobisty	personnelles
osobisty	personnels
prezydenckie	présidentielle
prezydenckie	présidentiel
carmen	carmen
montgomery	montgomery
kompozytorów	compositeurs
oun	cns
oun	snc
jądro	amande
jądro	noyau
jądro	noyau
jądro	testicule
jądro	core
jądro	cœur
jądro	coeur
jądro	noyau
następcę	successeur
następcę	successeurs
salomona	salomon
salomona	solomon
pearl	perle
pearl	nacre
pearl	pearl
pearl	perles
wywołało	déclenché
wywołało	déclenchée
wiktoria	viktoria
wiktoria	victoria
przodków	ancêtres
przodków	ancêtre
chińskie	chinois
chińskie	chinoise
kielicha	calice
lodu	verglas
lodu	ice
lodu	glace
liber	liber
przydatne	utile
przydatne	utiles
jowisza	jupiter
zaangażowanie	engagement
zaangażowanie	fiançailles
zaangażowanie	implication
zaangażowanie	engagement
wer	wer
rzemiosła	artisanat
kompetencji	compétence
kompetencji	compétence
kompetencji	compétences
zapach	odeur
zapach	parfum
zapach	odeurs
zapach	odeur
zapach	odorat
zapach	odeurs
zapach	odeur
zapach	arôme
zapach	senteurs
zapach	parfum
zapach	parfums
żyjący	vivante
żyjący	vivants
żyjący	vivant
żyjący	vivre
rozszerzenie	agrandissement
rozszerzenie	élargissement
rozszerzenie	agrandissement
rozszerzenie	extension
rozszerzenie	expansion
rozszerzenie	prolongement
rozszerzenie	prolongation
rozszerzenie	extension
rozszerzenie	vulgarisation
mercury	mercury
mercury	mercure
konsulat	consulats
konsulat	consulat
turków	turques
turków	turque
turków	turcs
prezentowane	vedette
prezentowane	recommandés
prezentowane	vedettes
prezentowane	présentés
prezentowane	présentées
prezentowane	présentée
prezentowane	présenté
kazań	sermons
kazań	kazan
uroczyste	solennel
uroczyste	solennelle
uroczyste	festif
uroczyste	festive
greckie	grecs
greckie	grecque
greckie	grecques
greckie	grec
