和歌	waka
ビルバオ	bilbao
ペルソナ	persona
リセット	resetare
リセット	resetarea
軍縮	dezarmare
軍縮	dezarmat
ジングル	jingle
スプレー	spray
スプレー	pulverizare
ガリレオ	galileo
ポテンシャル	potential
ポテンシャル	potentialul
ポテンシャル	potential
生化学	biochimie
スピーチ	discurs
スピーチ	discursul
スピーチ	vorbire
スピーチ	vorbirea
ジャスティン	justin
シング	singh
デュッセルドルフ	düsseldorf
デュッセルドルフ	dusseldorf
タスク	atributii
タスク	sarcini
タスク	sarcinile
タスク	sarcina
ジュピター	jupiter
キャプション	caption
キャプション	descriere
キャプション	legenda
キャプション	subtitrari
キャプション	descrieri
鞍馬	kurama
プレイオフ	playoff
ユヴェントス	juventus
物品	bunuri
物品	marfuri
物品	marfuri
サイレン	sirena
サイレン	sirena
直哉	naoya
ルーレット	ruleta
ルーレット	ruleta
小人	pitica
小人	pitic
リビング	living
リビング	traind
チャド	ciad
チャド	chad
バイオリン	vioara
バイオリン	vioara
ジャカルタ	jakarta
直交	ortogonale
インターフェース	interfata
インターフェース	interfata
インターフェース	interfetele
キノ	kino
キノ	keno
コーダ	coda
ドロー	remiza
ドロー	deseneaza
済州	jeju
賞品	premii
賞品	premiile
公判	proces
公判	procesul
便宜	comoditate
カスタマイズ	personaliza
カスタマイズ	personaliza
カスタマイズ	personalizare
康弘	yasuhiro
バングラデシュ	bangladesh
ペルシャ	persan
ペルシャ	persana
車道	alee
車道	aleea
変種	varietate
変種	soi
変種	varietatea
リハビリテーション	reabilitare
リハビリテーション	reabilitarea
屈折	refractie
アクセサリー	accesoriile
アクセサリー	accesorii
アクセサリー	accesoriu
フォーチュン	fortune
フォーチュン	avere
ラッパー	rapper
検知	detectie
検知	detectarea
検知	detectare
検知	depistarea
検知	detectata
検知	detectate
検知	detectat
検知	detecta
検知	detecteaza
義弘	yoshihiro
花序	inflorescenta
野獣	fiara
野獣	fiara
野獣	bestie
サメ	rechini
サメ	rechinii
サメ	rechinilor
サメ	rechin
サメ	rechinul
フレディ	freddy
湖沼	lacurile
湖沼	lacuri
ソチ	soci
オペレーター	operator
オペレーター	operatorul
オペレーター	operatorului
レクイエム	recviem
