تلاقی	reunion
جِنس	gems
جِنس	hạng
جِنس	lớp
جِنس	ngô
جِنس	bắp
جِنس	lúa
جِنس	đồ
جِنس	stuff
جِنس	loại
جِنس	nguyên
جِنس	ware
جِنس	loài
جِنس	crop
جِنس	cắt
جِنس	xén
جِنس	xếp
جِنس	sex
جِنسی	generic
جِنسی	sex
جِنسیّت	sex
جنک	progenitor
جنک	junk
جنک	phế
جنک	chấy
جنک	cha
جنک	gây
جنک	generative
جنگ	battle
جنگ	trận
جنگ	tranh
جنگ	chiến
جنگ	bias
جنگ	combat
جُنگ	zest
جُنگ	notebook
جُنگ	quyển
جنگاسا	háng
جنگاسا	háng
جنگاسا	crotch
جنگل	gỗ
جنگل	củi
جنگل	rừng
جنگل	jungle
جنگل	rừng
جنگل	dã
جنگل	gỗ
جنگل	củi
جنگل	rừng
جنگل	jungle
جنگل	rừng
جنگل	woodland
جنگل	dã
جنگلا	rào
جنگلا	enclosure
جنگلا	lyric
جنگلا	lưới
جنگلا	tune
جنگلا	tờ
جنگلا	mẩu
جنگلی	savage
جنگلی	wild
جنگلی	hoang
جنگی	fighting
جنگی	huge
جنگی	lính
جنگی	lớn
جنگی	to
جنگی	đúc
جنگی	đại
جنگی	big
جنگی	fighting
جنگی	martial
جنگی	huge
جنگی	lính
جنگی	lớn
جنگی	to
جنگی	đúc
جنگی	đại
جنگی	big
جنم	vạn
جنم	sinh
جنم	đời
جنم	luôn
جنمی	chích
جنمی	thừa
جننا	gấu
جُنُون	madness
جُنُون	craze
جُنُون	frenzy
جُنُون	obsession
جُنُون	fury
جُنُون	insanity
جُنُونی	giận
جُنُونی	cuồng
جُنہائی	moonlight
جنی	gái
جنی	nữ
جنِین	phôi
جنِین	fetus
جِنھوں	ai
جِنھوں	who
جو	gì
جو	thế
جو	rằng
جو	điều
جو	mà
جو	vn
جو	mà
جو	atmosphere
جو	gì
جو	thế
جو	rằng
جو	điều
جو	mà
جو	vn
جو	mà
جو	ai
جو	who
جو	atmosphere
جُو	luồng
جُو	suối
جُو	stream
جُو	sông
جُوا	gamble
جُوا	gaming
جواب	bao
جواب	cặp
جواب	ghép
جواب	đôi
جواب	tời
جواب	thưởng
جواب	bù
جواب	tit
جواب	bao
جواب	cặp
جواب	ghép
جواب	đôi
جواب	tời
جواب	thưởng
جواب	bù
جواب	tit
جُوار	lụt
جُوار	gượng
جُوارا	ngô
جُوارا	bắp
جُوارا	lúa
جواز	phép
جواز	justification
جُواز	mill
جوال	blaze
جوال	nhiệt
جوال	lửa
جوال	lửa
جوال	cháy
جوال	lứa
جُوال	bao
جُوال	guile
جُوال	túi
جُوال	bag
جُوال	pose
جوالا	blaze
جوالا	nhiệt
جوالا	lửa
جوالا	lửa
جوالا	cháy
جوالا	lứa
جوّالہ	spinner
جوّالہ	spinning
جوان	người
جوان	man
جوان	lính
جوان	trẻ
جوان	young
جوان	người
جوان	man
جوان	lính
جوان	trẻ
جوان	young
جوانِب	phần
جوانِب	tracts
جواہر	gems
جوت	cord
جوت	đính
جوت	nơ
جوت	strap
جوت	dây
جوت	vision
جوت	glance
جوت	ban
جوت	band
جوت	cord
جوت	đính
جوت	nơ
جوت	châm
جوت	đèn
جوت	nhạt
جوت	strap
جوت	dây
جوت	vision
جوت	glance
جوت	ban
جوت	band
جُوتا	giày
جُوتا	dép
جوتا	quê
جوِتری	tủ
جوِتری	cay
جوِتری	mace
جوتنا	cày
جُوتی	giày
جُوتیاں	sandal
جُوتیاں	dép
جُوتیاں	giày
جُوتیاں	giầy
جُوتیاں	móng
جُوتیاں	dép
جوٹ	thủ
جوٹ	khớp
جوجرا	cũ
جوجرا	tuổi
جوجرا	già
جُوجھ	battle
جُوجھ	trận
جُوجھ	xung
جُوجھ	combat
جُوجھنا	combat
جُودی	ararat
جودھا	đậm
جودھا	bold
جودھا	hero
جودھا	hùng
جودھا	hoàn
جودھا	lính
جَور	cruelty
جَور	tyranny
جورُو	vợ
جورُو	vơ
جورُو	vk
جوڑ	union
جوڑ	hợp
جوڑ	sum
جوڑ	khâu
جوڑ	stitch
جوڑ	tổng
جوڑ	tham
جوڑ	junction
جوڑ	thủ
جوڑ	khớp
جوڑ	deception
جوڑ	cặp
جوڑ	ghép
جوڑ	đôi
جوڑ	patch
جُوڑا	nightingale
جوڑا	mate
جوڑا	cặp
جوڑا	couple
جوڑا	đôi
جوڑا	cặp
جوڑا	ghép
جوڑا	đôi
جوڑلا	twin
جوڑلا	song
جوڑنا	đính
جوڑنا	đính
جوڑنا	nơ
جوڑنا	scheme
جوڑنا	tổng
جوڑنا	mate
جوڑنا	invent
جوڑنا	patch
جوڑنا	đính
جوڑنا	đính
جوڑنا	nơ
جوڑنا	add
جوڑنا	thêm
جوڑنا	scheme
جوڑنا	tổng
جوڑنا	mate
جوڑنا	invent
جوڑنا	patch
جوڑُو	miser
جوڑواں	twin
جوڑواں	song
جوڑی	mate
جوڑی	thủ
جوڑی	khớp
جوڑی	cặp
جوڑی	couple
جوڑی	đôi
جوڑی	cặp
جوڑی	ghép
جوڑی	đôi
جوڑیا	khớp
جوڑیا	twin
جوڑیا	song
جَوز	nutmeg
جَوسق	mansion
جوش	sôi
جوش	frenzy
جوش	sôi
جوش	frenzy
جوشان	sôi
جوشِش	nhiệt
جَوشن	bùa
جَوشن	armour
جَوشن	giáp
جوشیلا	hâm
جُوع	ham
جُوع	đói
جَوف	rỗng
جَوف	hollow
جَوف	cave
جَوف	hang
جَوف	bụng
جَوق	group
جَوق	nhóm
جُوکا	rận
جوکھ	cân
جوکھم	hazard
جوکھم	tiền
جوکھم	tien
جوکھم	liều
جوکھم	ro
جوکھم	nguy
جوکھم	peril
جوکھنا	đo
جوکھوں	hazard
جوکھوں	liều
جوکھوں	ro
جوکھوں	nguy
جوکھوں	peril
جوگ	qua
جوگ	khỏi
جوگ	từ
جوگ	union
جوگ	hợp
جوگ	dịp
جوگ	quả
جوگ	hã
جوگ	chữa
جوگ	cure
جوگا	opportune
جوگا	hợp
جوگتا	capability
جوگنی	thuỷ
جوگنی	thủy
جوگی	yogi
جوگی	phaethornis
جوگیا	ochre
جوَل	châm
جوَل	đèn
جوَل	nhạt
جوَل	blaze
جوَل	lửa
جَولان	bay
جَولان	xích
جَولان	irons
جَولان	ecstasy
جَولان	chạy
جَولان	rapture
جُولاہا	ploceus
جُولاہا	weaver
جولیدہ	căm
جولیدہ	loãng
جوَن	barbarians
جوَن	barbarian
جوَن	muslim
جَون	gì
جَون	mà
جَون	ai
جَون	who
جُون	bang
جُون	tiêm
جُون	trạng
جُون	june
جُون	thân
جُون	body
جُون	style
جُون	nhê
جُوں	khi
جُوں	rận
جُوں	như
جُوں	thích
جُوں	like
جُونا	gầy
جُونا	nghiêng
جُونا	mỏng
جُونا	gầy
جُونا	thin
جُونا	cũ
جُونا	tuổi
جُونا	già
جَونرا	đau
جونک	lệch
جونک	đỉa
جُونی	cũ
جُونی	tuổi
جُونی	già
جُوہ	flock
جَوہر	nguyên
جَوہر	atom
جَوہر	constituent
جَوہر	essence
جَوہر	ngọc
جَوہر	jewel
جَوہر	chất
جَوہر	gem
جوہردار	đan
جوہنا	khoan
جُوئبار	hẻm
جوئِندہ	enquirer
جویا	inquirer
جویا	inquirer
جویائی	tìm
جویائی	inquiry
جہ	gamma
جِہات	chiều
جِہات	mặt
جہاز	tàu
جہاز	thuyền
جہاز	boat
جہاز	tàu
جہاز	ship
جہازی	lớn
جہازی	huge
جہاں	đâu
جِہت	hướng
جِہت	mẫu
جِہت	bên
جِہت	phe
جِہت	trang
جِہت	chi
جِہت	face
جِہت	mặt
جِہت	chiều
جِہت	chi
جہد	tr
جہد	tr
جہری	loud
جہندہ	nhảy
جہنّم	hellfire
جہنّمی	damned
جہنّمی	infernal
جہنّمی	doomed
جی	dũng
جی	chống
جی	self
جی	tự
جی	lượng
جی	đời
جی	hồn
جی	soul
جی	disposition
جی	phiền
جَے	triumph
جِیا	hồn
جِیا	soul
جِیا	đời
جِیا	tim
جِیا	heart
جِیالا	fearless
جِیالا	dauntless
جِیالا	courageous
جِیب	lưỡi
جِیت	thang
جِیت	win
جِیت	thắng
جِیت	conquest
جِیتا	sống
جِیتا	living
جِیتا	won
جِیتا	thắng
جِیتا	sống
جِیتا	live
جِیتا	alive
جِیتب	đời
جیٹھا	trước
جیٹھا	đầu
جیٹھی	lòi
جیٹھی	stick
جیجی	vú
جیّد	tốt
جیّد	hay
جیّد	ngon
جیّد	sạch
جیّد	đan
جیّد	tuyệt
جیّد	acclaimed
جَیسا	như
جَیسا	thích
جَیسا	like
جَیسے	như
جَیسے	thích
جَیسے	like
جَیش	quân
جَیش	army
جِیغہ	tiara
جِیفہ	base
جیل	giam
جیل	tù
جیل	giam
جیل	tù
جیل	tù
جِیمنا	ăn
جِینا	sống
جِینا	live
جِینا	đời
جِیو	đời
جِیو	hồn
جِیو	soul
جِیو	tim
جِیو	heart
جِیو	vật
جیو	sống
جیو	live
جِیوَت	sống
جِیوَت	living
جِیوَت	đời
جِیوَت	sống
جِیوَت	live
جِیوَت	alive
جیوتی	lửa
جیوتی	splendour
جیوتی	radiance
جِیوَٹ	dũng
جِیوَٹ	chống
جِیوَٹ	lively
جِیوَٹ	courageous
جِیوڑا	đời
جِیوڑا	hồn
جِیوڑا	soul
جِیوڑا	tim
جِیوڑا	heart
جیوڑا	dây
جِیون	sống
جِیون	living
جِیون	đời
جِیُوں	như
جِیُوں	thích
جِیُوں	like
جیونا	ăn
جیونار	feast
جیونار	tiệc
جیونار	yến
جیونار	entertainment
جِیوہ	mercury
جھابر	lầy
جھابر	fen
جھاپڑ	tát
جھاپڑ	slap
جھات	gỗ
جھات	củi
جھاجن	ngứa
جھاڑ	cây
جھاڑ	bush
جھاڑ	gieo
جھاڑ	trồng
جھاڑ	cấy
جھاڑ	cây
جھاڑ	bush
جھاڑ	chandelier
جھاڑ	gieo
جھاڑ	trồng
جھاڑ	cấy
جھاڑا	charm
جھاڑا	clearing
جھاڑن	duster
جھاڑنا	chửi
جھاڑُو	chổi
جھاڑی	bush
جھاڑی	shrub
جھاڑی	bramble
جھاڑی	bush
جھاڑی	shrub
جھاڑی	bramble
جھاگ	xốp
جھاگ	bọt
جھاگ	bã
جھال	ham
جھال	nhiệt
جھال	thác
جھال	radiance
جھالر	mái
جھالر	fringe
جھالردار	fringed
جھالرا	chà
جھالرا	ừm
جھالری	cymbal
جھالنا	polish
جھالنا	cai
جھالنا	sạch
جھامر	lầy
جھانپڑ	thump
جھانپڑ	hộp
جھانپڑ	box
جھانپڑ	bốc
جھانپڑ	tát
جھانپڑ	slap
جھانپنا	bày
جھانپنا	mờ
جھانپنا	bìa
جھانپنا	cover
جھانپنا	che
جھانجھ	cãi
جھانجھ	cymbal
جھانجھ	cãi
جھانجھر	cracked
جھانجھر	gãy
جھانجھر	vỡ
جھانجھر	hỏng
جھانجھر	hư
جھانسا	deception
جھانسا	trick
جھانسا	bịp
جھانسا	lừa
جھانسادینا	cheat
جھانسادینا	trick
جھانسادینا	bịp
جھانسادینا	lừa
جھانسیا	cheat
جھانک	hươu
جھانکا	đê
جھانکا	nứt
جھانکڑ	gầy
جھانکڑ	nghiêng
جھانکڑ	underwood
جھانکڑ	mỏng
جھانکڑ	gầy
جھانکڑ	thin
جھانکنا	khám
جھانکی	drama
جھانکی	kịch
جھانکھ	hươu
جھانورا	đen
جھانوڑا	hut
جھانوڑا	lều
جھانولی	wink
جھانولی	ogle
جھائِیں	bóng
جھائِیں	shadow
جھبّا	tassel
جھبّا	pendant
جھبرا	hairy
جھبرا	hairy
جھبرا	shaggy
جھبڑا	coop
جھبکانا	dazzle
جھبکانا	blend
جھبُّوا	cong
جھبُّوا	bent
جھپ	spring
جھپ	xuân
جھپ	nhanh
جھپ	brisk
جھپ	ngố
جھپ	mau
جھپ	nhanh
جھپ	nhảy
جھپاسیا	sharp
جھپاسیا	nhọn
جھپٹ	chủa
جھپٹ	bound
جھپٹ	leap
جھپٹنا	assault
جھپک	sway
جھپک	vung
جھپک	đu
جھپک	swing
جھپک	wink
جھپکانا	wink
جھپلانا	rửa
جھٹ	nhanh
جھٹ	gta
جھٹاس	sốc
جھٹاس	shock
جھٹاس	cốc
جھٹاس	gõ
جھٹاس	diss
جھٹاس	gust
جھٹاس	strike
جھٹاس	đâm
جھٹاس	slr
جھٹاس	vỗ
جھٹک	toss
جھٹک	lắc
جھٹک	rung
جھٹک	ngố
جھٹکا	sốc
جھٹکا	shock
جھٹکا	ngố
جھٹکا	sốc
جھٹکا	shock
جھٹکانا	pull
جھٹکانا	rút
جھٹکانا	kéo
جھٹکانا	lắc
جھٹکانا	rung
جھٹکنا	lắc
جھٹکنا	rung
جُھٹّل	mock
جُھٹیا	braid
جُھٹیا	tết
جُھٹَیل	trái
جُھٹَیل	phơi
جھجھری	bày
جھجھری	lattice
جُھرجُھری	run
جھرلو	deception
جھرلو	chant
جھرلو	charm
جُھرمٹ	đám
جُھرمٹ	bunch
جُھرمٹ	lũ
جھرنا	cascade
جھرنا	drip
جھرنا	thác
جھرنا	lens
جھرنا	leak
جُھرنا	wilt
جُھرنا	sag
جھروکا	sổ
جھری	thác
جھری	cascade
جِھری	slit
جِھری	đê
جِھری	nứt
جُھرّی	nhăn
جھڑ	mỡ
جھڑپ	contention
جھڑپ	nhiệt
جھڑپ	blaze
جھڑپ	lửa
جھڑپ	cãi
جھڑتی	tìm
جھڑتی	ve
جِھڑجِھڑاٹ	rầy
جِھڑجِھڑانا	lắc
جِھڑجِھڑانا	rung
جِھڑجِھڑانا	chửi
جِھڑجِھڑانا	ngố
جِھڑجِھڑانا	flap
جِھڑکنا	chửi
جِھڑکی	rầy
جھڑنی	deciduous
جھڑُوس	pimp
جھک	fixation
جھک	raving
جھک	cai
جھک	sạch
جھک	chửi
جُھک	cúi
جُھک	bend
جُھکا	cong
جُھکا	bent
جھکاجھور	glittering
جھکالا	mỏng
جھکالا	gầy
جھکالا	thin
جھکالا	kìm
جھکالا	gầy
جھکالا	nghiêng
جُھکانا	cúi
جُھکانا	bend
جُھکاوٹ	inclination
جُھکاؤ	bent
جُھکاؤ	cong
جُھکاؤ	leaning
جُھکاؤ	inclination
جُھکاؤ	bias
جِھکائی	deception
جِھکائی	dodge
جھکّڑ	bão
جھکّڑ	scheme
جھکّڑ	tempest
جھکّڑ	squall
جھکّڑ	gale
جھکّڑ	bão
جھکنا	rave
جھکنا	chửi
جُھکنا	cúi
جُھکنا	bend
جُھکنا	incline
جُھکنا	gửi
جُھکنا	nộp
جُھکنا	submit
جُھکنا	cung
جُھکنا	bow
جُھکنا	gầy
جُھکنا	nghiêng
جِھکندا	hàng
جُھکنی	khổ
جُھکنی	affliction
جھکور	mát
جھکور	sốc
جھکور	shock
جھکورا	đứt
جھکورا	lắc
جھکورا	run
جھکورا	squall
جھکورا	chạy
جھکورا	cán
جھکورا	push
جھکورا	đẩy
جھکورا	vẫy
جھکورا	xung
جھکورنا	lắc
جھکورنا	rung
جھکولا	lắc
جھکولا	run
جھکولا	sốc
جھکولا	shock
جھکولا	hỉ
جھکولا	thổi
جھکولا	uro
جھکولنا	lắc
جھکولنا	rung
جھکولنا	splash
جھکّی	prater
جھکّی	eccentric
جھگانا	xốp
جھگانا	bọt
جھگڑ	fighting
جھگڑا	rối
جھگڑا	cãi
جھگڑا	rối
جھگڑا	cãi
جھگڑنا	cãi
جھگڑنا	cãi
جھل	jealousy
جھل	radiance
جھل	ấm
جھل	shine
جھلّا	hot
جھلّا	nóng
جھلّا	silly
جھلّا	dâm
جھلّا	hâm
جُھلانا	vung
جُھلانا	đu
جُھلانا	swing
جُھلانا	treo
جھلاّنا	đốt
جھلاّنا	cháy
جھلاّنا	burn
جھلجھلانا	đốt
جھلجھلانا	cháy
جھلجھلانا	burn
جھلجھلانا	shine
جُھلسا	scorched
جھلک	thoáng
جھلک	glance
جھلک	shine
جھلکا	blister
جھلکار	shine
جھلکار	châm
جھلکار	đèn
جھلکار	nhạt
جھلکار	shine
جھلکانا	polish
جھلکنا	xem
جھلکنا	hiện
جھلکنا	show
جھلکی	thoáng
جھلکی	glance
جِھلمِل	gạc
جِھلمِلا	mỏng
جِھلمِلا	gầy
جِھلمِلا	thin
جِھلمِلا	dim
جِھلمِلا	ổn
جِھلمِلا	khỏe
جِھلمِلانا	twinkle
جِھلمِلانا	flicker
جِھلمِلانا	colaptes
جِھلمِلاہٹ	shine
جِھلمِلاہٹ	twinkle
جِھلمِلی	shutter
جِھلمِلی	twinkle
جِھلنا	chịu
جِھلنگا	gầy
جِھلنگا	nghiêng
جِھلنگا	mỏng
جِھلنگا	gầy
جِھلنگا	thin
جھلورنا	lắc
جھلورنا	rung
جھلورنا	dời
جھلورنا	chuyển
جِھلّی	dế
جِھلّی	cricket
جھلیڑا	tien
جھماجھم	shine
جھماکا	dash
جھمجھمانا	shine
جھمرجھمر	tắm
جھمک	splendour
جھمک	thoáng
جُھمکا	tassel
جھمکّا	concourse
جھمکّا	mess
جھمکّا	nhác
جھمکّا	bừa
جھمکّا	giỡn
جھمکّا	mob
جھمکّا	mafia
جھمکانا	xem
جھمکانا	hiện
جھمکانا	show
جھمکانا	nháy
جھمکانا	flash
جھمکڑا	thoáng
جھمکنا	shine
جھمکی	glance
جھمکی	nháy
جھمکی	flash
جھمُورا	hairy
جھمُورا	shaggy
جھمیلا	ado
جھمیلا	rối
جھمیلا	dilemma
جھمیلا	hàng
جھمیلا	mess
جھمیلا	nhác
جھمیلا	bừa
جھمیلا	giỡn
جھن	gươm
جھن	kiếm
جھناسر	giận
جھناسر	cuồng
جھناکا	crash
جھناکا	đốp
جھناکا	clash
جھناکا	clank
جھناکا	klang
جھنجوڑنا	lo
جھنجھا	bão
جھنجھا	lốc
جھنجھا	whirlwind
جھنجھٹ	rối
جھنجھٹ	dilemma
جھنجھٹ	mess
جھنجھٹ	nhác
جھنجھٹ	bừa
جھنجھٹ	giỡn
جھنجھٹی	khó
جھنجھری	lattice
جھنجھنانا	rattle
جھنجھنانا	jingle
جُھنڈ	flock
جھنڈا	chuẩn
جھنڈا	standard
جھنڈا	ensign
جھنڈا	cờ
جھنڈا	banner
جھنک	jingle
جھنکارنا	rattle
جھنکارنا	đốt
جھنکارنا	cháy
جھنکارنا	burn
جھنکارنا	hum
جھنکارنا	burr
جھنکارنا	ring
جھنکارنا	nhẫn
جھنکارنا	clank
جھنکارنا	klang
جھنکاڑ	bush
جھنکاڑ	bramble
جھوپڑا	hut
جھوپڑا	lều
جُھوٹ	fib
جُھوٹ	fabrication
جُھوٹا	sai
جُھوٹا	giả
جُھوٹا	base
جُھوٹا	thêu
جھوجرا	cracked
جھوجرا	gãy
جھوجرا	vỡ
جھوجرا	hỏng
جھوجرا	hư
جھوجرا	useless
جھوجھ	nest
جھوجھ	tổ
جھورنا	thrash
جھورنا	đánh
جھورنا	phật
جَھوڑ	hàng
جَھوڑ	cãi
جَھوڑ	xáo
جھوک	leaning
جھوک	lướt
جھوک	inclination
جھوک	gust
جھول	kiệu
جھول	hatch
جھول	lineage
جھول	soup
جھول	súp
جھول	cháo
جھول	defect
جھول	curry
جھول	canh
جُھولا	vung
جُھولا	đu
جُھولا	swing
جُھولا	nôi
جھولا	túi
جھولا	bag
جھولا	pose
جُھولنا	vung
جُھولنا	đu
جُھولنا	swing
جھولی	bao
جھولی	túi
جھولی	bag
جھولی	pose
جُھوم	vẫy
جُھومر	ty
جُھومر	ban
جُھومر	band
جُھومنا	cuộn
جُھومنا	roll
جُھومنا	strut
جُھومنا	sóng
جُھومنا	wave
جُھونا	yếu
جُھونا	nhược
جھونپا	spike
جھونپڑا	hut
جھونپڑا	lều
جَھونج	ngứa
جَھونسنا	scorch
جھونکنا	toss
جھونکنا	thảy
جھونکنا	chọi
جھونکنا	quăng
جھونکنا	vứt
جھونکنا	ném
جُھونگا	bramble
جِھیر	rag
جھیرا	spring
جھیرا	xuân
جھیرا	luồng
جھیرا	suối
جھیرا	stream
جھیرا	vạn
جھیرا	nguồn
جھیرا	chà
جھیرا	ừm
جھیری	slit
جِھیل	piano
جِھیل	hồ
جِھیل	bass
جھیلنا	bắt
جھیلنا	chịu
جھیلنا	gấu
جھیلنا	bắt
جھیلنا	chịu
جھیلنا	gấu
جِھینا	mỏng
جِھینا	gầy
جِھینا	thin
جِھینا	chậm
جِھینا	phím
جِھینا	ổn
جِھینا	khỏe
جھینپنا	blush
جِھینکنا	khốc
جِھینکنا	cry
جِھینکنا	khóc
جِھینکنا	rue
جِھینکنا	whine
جِھینگا	tôm
جِھینگا	tôm
جِھینگر	dế
جِھینگر	cricket
چا	trà
چا	tea
چابک	roi
چابک	whip
چابک	mau
چابک	nhanh
چابکی	dispatch
چابنا	nhai
چابنا	ngẫm
چابی	key
چابی	khóa
چابی	phím
چاپ	in
چاپ	cung
چاپ	bow
چاپٹ	bran
چاپڑ	plain
چاپڑ	chopper
چاپل	mobility
چاپلُوسی	nịnh
چاپی	archer
چاتُر	phone
چاتُر	cãi
چاٹ	liếm
چاٹ	lick
چاٹ	trù
چاٹ	nếm
چاٹ	hương
چاٹ	nghiện
چاٹ	addiction
چاٹنا	liếm
چاٹنا	lick
چاٹو	nịnh
چاٹیا	nghiện
چادر	mờ
چادر	thác
چادر	tờ
چادر	mẩu
چادر	mờ
چادر	thác
چادر	tờ
چادر	mẩu
چار	scout
چار	bốn
چار	chữa
چار	cure
چار	điệp
چاراُنگل	nhỏ
چارآدمی	công
چارپیسے	tiền
چارپیسے	tien
چارچشم	treacherous
چاردانگ	nam
چارا	forage
چارپائی	võng
چارُق	giày
چارک	điệp
چارن	bard
چارن	pilgrim
چارُو	đẹp
چارُو	xinh
چاروا	pony
چاروا	ngựa
چاروں	bốn
چاروی	pet
چاروی	splendour
چاروی	moonlight
چارہ	cứu
چارہ	giúp
چارہ	chữa
چارہ	cure
چاشت	sáng
چاشنی	nếm
چاشنی	hương
چاشنی	ngọt
چاق	lively
چاقُو	đao
چاقُو	dao
چاک	slit
چاک	thuê
چاک	cut
چاک	cắt
چاک	méo
چاک	chém
چاک	chalk
چاک	phấn
چاک	slit
چاک	thuê
چاک	cut
چاک	cắt
چاک	méo
چاک	chém
چاکڑ	rộng
چاکڑ	rộng
چاکڑ	vid
چاکشُش	visual
چاکشُش	eye
چاکشُش	mắt
چاکشُش	bien
چاکل	rộng
چاکل	vid
چاکی	mill
چال	scheme
چال	hải
چال	motion
چال	mét
چال	rim
چال	rhyme
چال	trick
چال	bịp
چال	lừa
چال	scheme
چال	hải
چال	motion
چال	mét
چال	rim
چال	rhyme
چال	trick
چال	bịp
چال	lừa
چالا	motion
چالاک	minh
چالاک	khôn
چالاک	foxy
چالاک	sly
چالاک	minh
چالاک	khôn
چالاکی	trick
چالاکی	bịp
چالاکی	lừa
چالاکی	trick
چالاکی	bịp
چالاکی	lừa
چالان	qua
چالان	đèo
چالان	pass
چالش	battle
چالش	trận
چالن	motion
چالن	lắc
چالن	run
چالن	sil
چالنا	lắc
چالنا	rung
چالُو	sly
چالُو	chạy
چالیا	treacherous
چالیس	forty
چام	slough
چام	giấu
چام	trốn
چام	ẩn
چام	da
چام	skin
چام	da
چام	visage
چامہ	ghazal
چامہ	ca
چامہ	song
چامیکر	vầng
چامیکر	golden
چامیکر	đỏi
چامیکر	vàng
چامیکر	gold
چانپ	chop
چانپ	bửa
چانپ	cung
چانپ	bow
چانپا	bột
چانپنا	đồ
چانپنا	stuff
چانپنا	cram
چانپنا	nhấn
چانپنا	bào
چانپنا	ấn
چانپنا	bấm
چانپنا	vắt
چانپنا	squeeze
چانپنا	kẹp
چانپنا	siết
چانپنا	ôm
چانٹا	còng
چانٹا	tát
چانٹا	smack
چانٹا	tát
چانٹا	slap
چانچی	clay
چاند	trai
چاند	nhi
چاند	son
چاند	nen
چاند	nguyệt
چاند	trăng
چاند	moon
چاند	vương
چاندا	protractor
چاندا	bìa
چاندا	cover
چاندا	che
چاندرَ	lunar
چاندن	moonlight
چاندنا	châm
چاندنا	đèn
چاندنا	nhạt
چاندنا	trưng
چاندنا	chói
چاندنا	splendour
چاندنا	moonlight
چاندنی	moonlight
چاندی	bạc
چانڈ	khe
چانڈ	cột
چانڈ	cực
چانڈ	pole
چانڈ	cột
چانگلا	stout
چانگلا	healthy
چانگلا	minh
چانگلا	khôn
چانگلا	mạnh
چانگلا	strong
چانہ	chin
چانہ	cằm
چانہ	nói
چانہ	jabber
چاوڑی	triều
چاول	gạo
چاول	cơm
چاہ	hố
چاہ	pit
چاہ	love
چاہ	yêu
چاہ	chà
چاہ	ừm
چاہ	cần
چاہ	muon
چاہ	muốn
چاہ	lúm
چاہ	ước
چاہ	ấm
چاہ	zest
چاہا	gallinago
چاہا	love
چاہا	yêu
چاہا	calidris
چاہا	sandpiper
چاہت	love
چاہت	yêu
چاہک	bạn
چاہک	hiền
چاہک	lover
چاہنا	muon
چاہنا	muốn
چاہنا	ước
چاہنا	như
چاہنا	thích
چاہنا	like
چاہنا	love
چاہنا	yêu
چاہنا	cần
چاہنا	muon
چاہنا	muốn
چاہنا	ước
چاہنا	như
چاہنا	thích
چاہنا	like
چاہو	thà
چاہو	chùm
چاہے	thà
چاہے	chùm
چاہیے	nên
چاہیے	phải
چاؤُش	concierge
چاؤُش	herald
چاؤُش	beadle
چائے	trà
چائے	tea
چباکی	cú
چباکی	owl
چبانا	nhai
چبانا	ngẫm
چبانا	crunch
چبانا	bit
چبانا	đớp
چبانا	táp
چبانا	cắn
چبانا	champ
چبانا	nhai
چبانا	ngẫm
چبانا	crunch
چبانا	bit
چبانا	đớp
چبانا	táp
چبانا	cắn
چبانا	champ
چِبُک	chin
چِبُک	cằm
چُبکنی	spur
چُبکنی	quậy
چُبکنی	sting
چُبکنی	đâm
چِبِلاّ	silly
چِبِلاّ	coarse
چِبِلاّ	callow
چِبِلاّ	rude
چبلانا	mumble
چبوڑ	bầm
چبوڑ	vỡ
چبوڑ	rụi
چبوڑ	đùa
چبوکر	jester
چبوکر	joker
چُبھانا	đâm
چُبھانا	pierce
چُبھانا	sting
چُبھتا	khuyên
چُبھن	đau
چُبھنا	pierce
چُپ	tiet
چُپّا	silent
چُپّا	thoả
چپات	tát
چپات	slap
چپاتی	mì
چپٹا	phẳng
چپٹا	mức
چپٹا	tầng
چپٹا	cấp
چپٹا	nhật
چپٹا	chính
چِپٹا	dính
چِپٹا	sticky
چِپٹانا	keo
چِپٹانا	nhẩn
چِپٹانا	hug
چِپٹانا	ôm
چِپٹانا	kẹp
چِپٹانا	siết
چِپٹانا	kiem
چِپٹانا	patch
چِپٹنا	lòi
چِپٹنا	stick
چِپٹنا	hug
چِپٹنا	ôm
چِپٹنا	kẹp
چِپٹنا	siết
چِپٹنا	kiem
چِپٹنا	nhẩn
چپٹی	phẳng
چِپِچپا	dính
چِپِچپا	sticky
چِپِچپا	gummy
چپّخ	núm
چپّخ	gầy
چپّخ	nghiêng
چپّخ	mỏng
چپّخ	gầy
چپّخ	thin
چپراسی	messenger
چپڑ	low
چپڑ	thấp
چپڑ	base
چپڑا	lac
چپڑا	phẳng
چُپڑا	nhờn
چُپڑا	nhờn
چُپڑا	mịn
چُپڑا	mượt
چُپڑا	ẩm
چپڑاؤُ	shameless
چپڑاؤُ	dép
چپڑاؤُ	giày
چپڑنا	thoát
چپڑنا	escape
چُپڑنا	grease
چُپڑنا	mỡ
چُپڑنا	bơ
چپقلش	hàng
چُپکا	sly
چُپکا	silent
چُپکا	thoả
چِپکانا	keo
چِپکانا	dán
چِپکانا	dã
چِپکانا	lòi
چِپکانا	stick
چِپکن	bond
چِپکنا	lòi
چِپکنا	stick
چِپکُو	keo
چِپکواں	dính
چِپکواں	sticky
چُپکی	tiet
چپل	brutal
چپل	biến
