parme	پارما
interactions	تعاملات
racheté	شعبات
estimation	برآورد
estimation	تخمین
estimation	برآورد
estimation	تخمین
denver	دنور
composantes	قطعات
composantes	اجزای
autobiographie	خودزندگینامه
autobiographie	زندگینامه
vaincre	تسخیر
vaincre	فتح
vaincre	غلبه
vaincre	شکست
nazaire	نزر
morning	صبح
morning	بامداد
calculs	محاسبه
calculs	محاسبات
présentateur	مجری
yang	یانگ
jill	جیل
ombres	سایه
ombres	شادو
masses	توده
aimer	علاقه
aimer	دوست
aimer	عشق
aimer	عشقی
aimer	عاشق
aimer	معشوق
aimer	دوستدار
riga	ریگا
peloton	جوخه
fantômes	شبح
fantômes	گوست
fantômes	روح
fantômes	ارواح
fantômes	اشباح
joindre	پیوست
joindre	پیوستن
joindre	بپیوندید
joindre	پیوستن
contreforts	کوهپایه
normands	نورمن
détaillé	مفصل
rebelle	شورشی
rebelle	یاغی
rebelle	طغیان
rebelle	سرکش
honoraire	افتخاری
assemblage	مجلس
assemblage	مجمع
assemblage	محفل
commémorative	یادبودی
abou	ابو
abou	ابو
ambition	بلندپروازی
arrivés	رسیدن
arrivés	آمد
arrivés	رسید
pov	pov
infection	عفونت
infection	عفونتهای
infection	آلودگی
infection	عفونت
distincts	متمایز
gabon	گابن
tester	آزمون
tester	آزمایش
tester	تست
tester	آزمون
tester	آزمودن
tester	آزمایش
tester	تست
she	اون
she	او
danoise	دانمارکی
danoise	دانمارک
rhétorique	بلاغت
tracy	تریسی
