хлеб	roti
голод	lapar
голод	hunger
алтарь	altar
алтарь	mezbah
страсти	semangat
страсти	passion
страсти	gairah
антропологии	antropologi
товарищи	kamerad
отменил	membatalkan
отменил	dibatalkan
слушателей	pendengar
сет	tetapkan
сет	set
сет	setel
сет	atur
сет	seth
роже	roger
общаться	berkomunikasi
толщина	ketebalan
билет	tiket
билет	ticket
билет	karcis
диски	cakram
диски	velg
диски	pelek
диски	disk
диски	diska
диски	kandar
диски	drive
автоматическая	automatic
автоматическая	otomatis
распад	perincian
распад	rincian
распад	pembusukan
распад	putus
распад	pembubaran
распад	disintegrasi
восточное	oriental
восточное	timur
восточное	eastern
похороны	pemakaman
похороны	penguburan
похороны	pemakaman
хабаровск	khabarovsk
крыши	atap
крыши	atap
крыши	roof
эмили	emily
потребность	membutuhkan
потребность	perlukan
потребность	perlu
потребность	kebutuhan
потребность	need
потребность	butuh
бег	running
бег	berjalan
бег	lari
бег	menjalankan
бег	berlari
бег	joging
бег	jogging
крещение	baptis
крещение	baptisan
крещение	pembaptisan
крещение	pembaptisan
тов	tov
карен	karen
новичок	newbie
новичок	pemula
новичок	rookie
песнь	lagu
песнь	song
рауль	raoul
эсперанто	esperanto
соколова	sokolova
скала	scala
скала	batuan
скала	batu
скала	rock
