heller	heller
sorte	sort
sorte	sordi
jüngsten	noorim
jüngsten	hiljutine
jüngsten	hiljutised
diktatur	diktatuuri
diktatur	diktatuur
lehrerin	instruktor
lehrerin	juhendaja
lehrerin	kooliõpetaja
lehrerin	õpetaja
nase	nina
nase	ninna
finanzen	rahaline
finanzen	finants
finanzen	rahalised
finanzen	rahastada
finanzen	rahandus
finanzen	rahandus
vorgänge	protsessid
jungfrau	neitsi
jungfrau	neitsi
jungfrau	neiu
marsch	marsh
marsch	märts
fresken	fresko
brooklyn	brooklyn
brooklyn	brooklyni
tel	tel
herder	herder
doppelte	topelt
doppelte	klooni
doppelte	kahene
heine	heine
teilchen	osakesed
teilchen	osakeste
teilchen	osakesed
teilchen	osake
kong	kong
gedeckt	hõlmatud
gedeckt	kattis
gedeckt	kaetud
achtung	lugupidamine
achtung	austus
achtung	tähelepanu
achtung	hoiatus
spendete	annetatud
betriebssystem	tegutsevate
salon	salong
salon	salongis
buddhismus	budism
sauer	sauer
sauer	vihane
sauer	hapu
sauer	vihane
zufall	võimalus
zufall	chance
zufall	suvaline
zufall	juhuslik
zufall	avarii
zufall	õnnetus
zufall	kokkusattumus
jay	jay
suite	sviiti
massive	massiivne
kommend	tulekul
kommend	tulemas
kommend	tuleb
salz	soola
salz	sool
monaco	monaco
guillaume	guillaume
export	eksport
export	ekspordi
export	eksporditakse
export	eksportivate
kollege	kolleeg
kollege	kolleegi
portugiesische	portugali
future	tulevikku
future	tulevik
kommende	eelseisva
kommende	tulevaste
helen	helen
bretagne	brittany
söhnen	pojad
railroad	raudtee
entfernte	kauge
entfernte	eemaldati
entfernte	eemaldatud
entfernte	pult
volumen	ruumala
volumen	maht
volumen	helitugevus
volumen	köide
volumen	mahud
volumen	maht
betreten	sisenemine
betreten	sisestamine
betreten	sisesta
betreten	sisene
betreten	enter
normandie	normandie
normandie	normandia
larry	larry
ghana	ghana
himmelfahrt	ülestõus
yale	yale
administrativ	halduslikult
regierungen	valitsus
besserung	täiustamine
besserung	paranemine
besserung	parandamine
estnischen	eesti
wilden	wild
wilden	metsik
wilden	metslased
wilden	wilden
wilden	metslane
deep	sügav
deep	deep
deep	sügavale
beruflichen	ametialane
manhattan	manhattanil
manhattan	manhattan
manhattan	manhattani
talsperre	tamm
talsperre	veehoidla
volleyball	võrkpall
sortiert	sorteerimine
sortiert	sorditud
urlaub	puhkus
urlaub	pühal
urlaub	puhkus
urlaub	pühi
urlaub	pühad
neffe	vennapoeg
neffe	õepoeg
plural	mitmuses
sportlichen	sportlik
sportlichen	sportlik
baptiste	baptiste
julie	julie
dreht	pöörleb
dreht	pöörab
inspiriert	inspireeritud
inspiriert	inspireerib
inspiriert	inspire
rafael	rafael
metro	metroo
metro	metro
regina	regina
feind	vaenlane
feind	vaenlane
feind	vaenlased
schriftliche	kirjutatud
schriftliche	kirjalik
schriftliche	kirjutanud
niedergang	vähenemine
niedergang	langus
klage	tegevus
klage	võte
klage	toiming
klage	kaebus
fortschritt	edusammud
fortschritt	edasiminek
fortschritt	progress
fortschritt	edenemine
teich	tiigi
teich	tiik
teich	tiiki
teich	tiigid
untersuchte	uuritud
untersuchte	uuritud
endgültige	lõplik
track	pala
track	raja
track	rada
track	rööbastee
dachau	dachau
sms	sms
anatomie	anatoomia
strauss	kimp
strauss	strauss
leere	tühjus
leere	tühjus
leere	tühi
leere	tühjad
leere	tühi
raketen	raketid
raketen	raketid
raketen	rakette
raketen	rakett
steuer	tüüri
steuer	maks
steuer	maksud
bull	pulli
bull	pull
bull	bull
bull	härg
irene	irene
aussterben	väljasurnud
aussterben	väljasuremise
aussprache	hääldus
aussprache	arutelu
aussprache	debatt
aussprache	arutelud
perry	perry
aufgeben	hüljata
aufgeben	välju
aufgeben	alistu
aufgeben	loobumine
aufgeben	hülgamine
aufgeben	loobumine
synthese	sünteesi
vermieden	väldib
vermieden	vältinud
montag	esmaspäeviti
montag	esmaspäeval
montag	esmaspäev
kurve	kõver
goldener	golden
goldener	kuldsed
goldener	kuldne
rettung	lunastus
rettung	päästmine
rettung	päästa
rettung	pääste
fotografiert	pildistas
fotografiert	pildistatud
ems	ems
empfänger	vastuvõtjate
empfänger	saaja
empfänger	vastuvõtja
empfänger	saaja
iucn	iucn
kaiserliche	keiserlik
konsequent	järjekindlalt
konsequent	järjepidevalt
konsequent	järjepidev
konsequent	järjekindel
erläuterung	seletus
erläuterung	selgitus
erläuterung	selgitused
edith	edith
edith	édith
gewerkschaften	ametiühingud
gewerkschaften	liidud
tokyo	tokyo
beton	betoonist
beton	konkreetseid
beton	betooni
santo	santo
playoffs	play
holen	tõmbamine
holen	tõmbamine
holen	saa
jünger	noorem
jünger	nooremad
jünger	jüngrid
gotische	gooti
südwestlichen	edela
bois	bois
glücklich	õnnelikult
glücklich	vedas
glücklich	lucky
glücklich	õnneseen
glücklich	õnnelik
glücklich	veab
glücklich	õnnelik
demokraten	demokraadid
demokraten	demokraat
termin	tähtpäev
termin	tähtaeg
termin	kokkusaamine
termin	nimetamine
anbieten	paku
anbieten	pakkumine
anbieten	pakkuda
rakete	raketid
rakete	rakette
rakete	rakett
rakete	rakett
spezifische	konkreetne
spezifische	spetsiifilised
spezifische	konkreetsete
spezifische	spetsiifiline
ausgleich	hüvitis
ausgleich	hüvitamine
ausgleich	tasakaalustamise
ausgleich	tasakaalustamine
ausgleich	tasakaalustavad
ausgleich	nihe
ausgleich	kompenseerida
wallace	wallace
schnellste	kiireim
schnellste	kiireim
kapital	pealinn
kapital	kapital
unverständlich	arusaamatu
verwechselt	segaduses
abschaffung	kaotati
helena	helena
helena	helen
anwesend	olevik
anwesend	kingitus
moses	mooses
moses	moses
champion	tšempion
champion	tšempion
singapur	singapuri
singapur	singapuris
pablo	pablo
baut	ehitab
mülheim	mülheim
toulouse	toulouse
verlegung	üleviimine
verlegung	ülekandmine
verlegung	ülekanne
verlegung	üleandmine
verlegung	ümberpaigutamine
nordöstlichen	kirde
neunten	üheksanda
neunten	üheksas
lyriker	luuletaja
lyriker	poeet
lyriker	poeedid
muslime	moslemid
muslime	moslem
muslime	moslemi
stille	vaikne
stille	vaikimine
stille	vaikus
angeblichen	väidetava
angeblichen	väidetav
tatsächlichen	faktilist
tatsächlichen	tegelik
miles	miles
miles	miili
christlich	christian
christlich	kristlane
ellen	ellen
fell	kukkus
fell	karvad
fell	karusnaha
fell	karv
sternen	staarid
sternen	tähed
sternen	tähtede
arno	arno
namensgeber	nimekaim
argumenten	väited
argumenten	argumendid
bemerkungen	märkused
bemerkungen	märkus
bemerkungen	märkmed
bemerkungen	märkused
bemerkungen	tähelepanekud
bemerkungen	vaatlused
bemerkungen	kommentaarid
bemerkungen	märkused
cleveland	cleveland
sinnlos	mõttetud
sinnlos	mõttetu
sinnlos	kasutu
sinnlos	kasutud
sinnlos	mõttetu
santos	santos
komponiert	koosneb
geografische	geograafiline
geografische	geograafilised
geografische	geograafiline
geografische	geograafilised
gefangene	vangi
gefangene	kinnipeetav
gefangene	vang
gefangene	vangistuses
gefangene	vange
gefangene	vangid
gefangene	kinnipeetavate
geiger	viiuldaja
geiger	geiger
aufrecht	püsti
freud	freud
minor	alaealine
qualitativ	kvalitatiivselt
qualitativ	kvalitatiivne
qualitativ	kvalitatiivsed
god	jumal
situationen	olukordi
situationen	olukorrad
kontrolliert	kontrollitud
kontrolliert	kontrollitud
kontrolliert	kontrollitav
kontrolliert	kontrollitud
piper	piper
bemühen	püüdlema
besuchern	külastajad
besuchern	külalised
besuchern	külastaja
besuchern	külaline
algerien	alžiir
algerien	alžeeria
algerien	alžeeria
kanzler	kantsler
provence	provence
kanonen	kahurid
kanonen	püssid
kanonen	relvad
kanonen	kahur
verwaltungsgemeinschaft	valeri
verwaltungsgemeinschaft	valerie
streitigkeiten	vaidlused
streitigkeiten	vaidluse
streitigkeiten	vaidlus
erhob	rose
erhob	roos
erhob	roosi
kenneth	kenneth
durchgehend	järjekindlalt
durchgehend	järjepidevalt
franziska	francesca
franziska	frances
newton	newton
aufführungen	esitus
katastrophe	katastroofide
katastrophe	katastroofiline
katastrophe	häda
katastrophe	katastroof
katastrophe	katastroofi
katastrophe	katastroof
weiterbildung	koolitus
weiterbildung	koolitused
weiterbildung	väljaõpe
weiterbildung	treeningud
weiterbildung	haridus
weiterbildung	jätkamine
weiterbildung	jätkuvad
formulierungen	sõnastuse
formulierungen	sõnastus
charaktere	märgid
charaktere	tegelased
torhüter	väravavaht
lords	isandad
neutralität	neutraalsuse
neutralität	erapooletus
after	pärast
ignaz	ignaz
ignaz	ignatius
true	tõene
true	tõsi
wohnhäuser	elamu
qualitätssicherung	kvaliteet
automatische	automaat
automatische	automaatsed
automatische	automaatne
quartett	quartet
flandern	flandria
flandern	flaami
viola	viola
bristol	bristol
namibia	namiibia
gottesdienst	kummardavad
bergwerk	minu
bergwerk	kaevandused
bergwerk	miinid
verteilen	levinud
verteilen	levis
verteilen	levik
verteilen	jaotada
verteilen	jaotatud
salomon	salomon
salomon	solomon
salomon	saalomoni
greifen	haare
greifen	haara
litt	kannatanud
litt	kannatas
erika	erica
negativen	negatiivne
negativen	negatiivsed
lauten	nomineeritud
lauten	valjult
lauten	valju
konvention	konventsiooni
konvention	konventsioon
tatsächliche	tegelik
haase	haase
abwarten	ootan
abwarten	ootel
abwarten	ootamine
abwarten	ootame
abwarten	oodake
abwarten	oota
but	aga
but	kuid
atlantik	atlandi
atlantik	atlantic
wettbewerben	võistlused
grundstein	nurgakivi
pont	pont
geburtsdatum	sünniaeg
geburtsdatum	sünnipäeva
geburtsdatum	sünnipäev
zusammenbruch	kokkuvarisemine
draußen	väljaspool
draußen	väljas
draußen	välitingimustes
draußen	õues
draußen	välja
draußen	väljas
draußen	out
marina	marina
gehalt	palk
gehalt	töötasu
gehalt	sisu
gehalt	sisaldus
gehalt	palgad
sauber	puhas
sauber	puhtaks
sauber	puhtad
düren	düren
forstwirtschaft	metsanduse
forstwirtschaft	metsandus
forstwirtschaft	metsad
forstwirtschaft	mets
forstwirtschaft	metsa
ideologie	ideoloogia
herzogin	hertsoginna
harrison	harrisoni
harrison	harrison
diana	diana
handschrift	käekiri
handschrift	käekirja
handschrift	käsikiri
handschrift	käsikirja
ron	ron
landwirt	talunikud
landwirt	talupidajad
landwirt	põllumajandustootjate
landwirt	farmer
mehrzahl	enamus
mehrzahl	mitmuses
regierungszeit	valitsemisaeg
heilig	püha
heilig	pühal
nordwestlichen	northwesterni
geholfen	aitasid
geholfen	aitas
geholfen	aidanud
sorge	muret
sorge	mure
sorge	muretse
malaysia	malaisia
malaysia	malaisias
augustus	augustus
strahlung	radiatsiooni
strahlung	radiatsioon
strahlung	kiirgus
eintragung	kirje
eintragung	sissekanne
eintragung	sisenemine
eintragung	registreerimine
vera	vera
substanzen	ained
internen	sise
internen	sisemised
internen	sisemine
alexandria	alexandria
ergänzungen	täiendab
ergänzungen	täiendused
ergänzungen	täiendused
psychiatrie	psühhiaatria
psychiatrie	psühhiaatrilised
abends	õhtust
abends	õhtu
abends	õhtused
abends	õhtune
ohren	kõrv
ohren	kõrva
ohren	kõrvu
ohren	kõrvad
ruft	kõned
ruft	kutsub
ruft	helistamine
bösen	kurjus
bösen	kurja
bösen	kuri
bösen	õel
trennt	eraldab
vergleichbare	võrreldav
vergleichbare	võrreldavad
bush	bush
bush	põõsas
belastung	koormus
belastung	laadi
belastung	laadimine
belastung	tüve
belastung	tüvi
belastung	stress
belastung	stressist
belastung	stressi
belastung	koormus
belastung	koorem
verbundene	seotud
verbundene	seostatud
verbundene	ühendatud
verbundene	seonduv
verbundene	seotud
umfassend	põhjaliku
umfassend	kõikehõlmav
umfassend	ulatuslikud
umfassend	ulatuslik
umfassend	ammendav
variiert	varieerub
vorherige	eelnev
vorherige	eelmised
vorherige	varasem
vorherige	eelmine
bordeaux	bordeaux
erscheinungsbild	välimus
elite	eliit
realen	reaalne
realen	ehtne
realen	tõeline
elias	elias
elias	elia
astronomen	astronoomid
astronomen	astronoom
hochwasser	üleujutused
hochwasser	üleujutus
hochwasser	üleujutused
hochwasser	üleujutuste
hochwasser	üleujutus
vertraut	tuttav
vertraut	usaldusväärne
vertraut	usaldatud
vertraut	usaldusväärsed
vertraut	usaldab
erleben	kogemus
erleben	kogemused
abwesenheit	puuduvad
abwesenheit	puudub
abwesenheit	puudumine
gerichtshof	tribunal
gerichtshof	kohus
bibliographie	bibliograafia
rallye	ralli
abb	abb
abb	joonis
kraus	kraus
bezahlen	maksa
pädagogischen	pedagoogilist
gemahlin	naise
gemahlin	naine
einstein	einstein
motivation	motivatsioon
motivation	motivatsiooni
ungeeignet	sobimatu
ungeeignet	kõlbmatuks
ungeeignet	sobimatu
ungeeignet	kõlbmatu
ungeeignet	kohatu
ungeeignet	sobimatu
ungeeignet	ebasobiv
apostel	apostel
islamische	islami
islamische	islam
finnische	soome
spalten	veerud
spalten	jagamine
singer	singer
singer	laulja
widmen	pühendatud
widmen	pühendunud
widmen	pühendades
widmen	pühendada
aufsicht	ülevaataja
aufsicht	järelvalve
aufsicht	järelevalve
aufsicht	järelevalve
middle	keskmine
feder	sulg
feder	pen
feder	pliiats
orthodoxe	õigeusu
ausgegeben	emiteeritud
ausgegeben	väljastatud
ausgegeben	kulutatud
gewährt	antud
eurovision	eurovisiooni
gutachten	arvamused
gutachten	nõustamise
gutachten	arvamus
festgehalten	hoitud
festgehalten	kinnipeetud
vermerkt	märkis
bock	bock
prima	prima
winkler	winkler
match	sobivus
match	match
repräsentiert	esindas
repräsentiert	esindatud
repräsentiert	esindab
repräsentiert	esindavad
repräsentiert	esindab
repräsentiert	esindav
erneuerung	uuendamine
erneuerung	pikendamine
entzogen	tühistatud
firefox	firefox
colin	colin
phasen	etapid
phasen	etapid
kombiniert	kombineerimine
kombiniert	kombineerida
kombiniert	kombineeritud
stärksten	tugevaim
brecht	brecht
olga	olga
italiener	itaallased
italiener	pitsat
italiener	pitsa
italiener	pizza
italiener	itaalia
prägte	vermitud
gewährleisten	tagada
gewährleisten	tagama
industrielle	tööstusliku
industrielle	tööstus
industrielle	tööstuslik
industrielle	töösturid
industrielle	tööstur
het	het
attentat	mõrvamine
gezeichnet	joonistatud
gezeichnet	tõmmatud
gezeichnet	märgitud
gezeichnet	tellitud
gefühle	emotsioon
gefühle	emotsioonid
gefühle	emotsiooni
gefühle	tunne
gefühle	emotsioonid
gefühle	tundeid
gefühle	tunded
atlantic	atlandi
atlantic	atlantic
steffen	kathryn
steffen	ronald
steffen	freddy
sozialistische	sotsialistid
sozialistische	sotsialistliku
sozialistische	sotsialistlik
verweise	viited
verweise	lingid
anhang	liide
anhang	lisa
schulden	võlad
schulden	kohustused
schulden	võlg
schulden	võla
barth	barth
nebel	udu
nebel	udu
nebel	udukogu
carmen	carmen
codex	codex
codex	koodeks
kommunalen	communal
kommunalen	omavalitsuste
turniere	turniiridel
turniere	turniiri
turniere	turniir
überlebenden	ellujäänuid
überlebenden	ellujäänud
überlebenden	ellujäämine
überlebenden	ellujääja
überlebenden	ellujäänu
gesichtet	märgatud
gesichtet	nähtud
kirchturm	kirikutorn
endgültigen	lõplik
león	leóni
león	leon
caesar	caesar
