ruud	ruud
equivalent	rovnocenná
equivalent	ekvivalentní
equivalent	rovnocenný
equivalent	rovnocenné
trofee	trofej
presenteren	dárek
presenteren	přítomnost
presenteren	přítomen
philipp	philipp
reptielen	plaz
reptielen	plazi
darts	šipky
voel	cítit
sponsor	sponzora
sponsor	sponzor
sponsor	patron
noordwest	northwestern
noordwest	severozápadní
noordwest	severozápadním
noordwest	severozápadní
zero	nulová
zero	zero
zero	nuly
zero	nula
georganiseerde	organizovaná
georganiseerde	organizovaný
georganiseerde	organizované
georganiseerde	organizovaná
georganiseerde	organizovaný
georganiseerde	organizované
riga	riga
hughes	hughes
ligue	ligue
plastic	plastové
plastic	plast
plastic	plasty
eduardo	eduardo
ángel	ángel
tan	tan
basketbal	basket
basketbal	basketbal
elvis	elvis
elvis	elvise
giant	obr
giant	obří
lanka	lanky
welsh	welsh
anastasia	anastasia
chief	náčelník
geconfronteerd	čelila
geconfronteerd	čelil
geconfronteerd	konfrontoval
zuidwest	jihozápadní
zuidwest	jihozápad
zuidwest	jihozápadní
zuidwest	jihozápad
overgeplaatst	převedeny
overgeplaatst	přeložen
overgeplaatst	převedené
omringende	okolní
giftig	toxické
giftig	toxická
giftig	toxický
giftig	jedovatý
giftig	jedovatá
giftig	jedovaté
jubileum	jubilejní
jubileum	výročí
edge	hraně
edge	okraj
edge	edge
bulletin	bulletinu
bulletin	zpravodaj
bulletin	věstník
augusta	augusta
forten	pevnosti
belegering	obléhání
belegering	obležení
sullivan	sullivan
sullivan	sullivanová
crystal	crystal
crystal	křišťálové
crystal	krystal
betrouwbaar	důvěryhodný
betrouwbaar	důvěryhodné
betrouwbaar	spolehlivé
betrouwbaar	spolehlivá
betrouwbaar	spolehlivý
betrouwbaar	spolehlivá
betrouwbaar	spolehlivé
betrouwbaar	spolehlivý
betrouwbaar	spolehlivě
blanke	běloch
gestaakt	přerušeno
nauwkeurig	přesné
nauwkeurig	přesná
nauwkeurig	přesný
utah	utahu
orléans	orleans
orléans	orléans
kruistocht	výpravách
moselle	moselle
valle	valle
voorgedragen	nominován
passeren	projít
passeren	přihrávka
passeren	průsmyk
passeren	pass
drive	řídit
drive	drive
mick	mick
kempen	kempen
malcolm	malcolm
malcolm	malcolma
kapitaal	kapitál
vangt	zachycuje
vangt	zachytí
straatsburg	štrasburku
maatregel	opatření
maatregel	změřit
kast	skříňky
kast	skříň
kast	šatna
kast	skříň
kast	skříně
mijnen	miny
mijnen	doly
eed	přísahu
eed	přísahou
eed	přísaha
lyceum	lyceum
touw	lano
touw	lana
touw	provaz
joey	joeyho
joey	joey
limited	omezeno
limited	omezený
limited	omezené
limited	omezená
decreet	dekrety
decreet	vyhlášky
decreet	vyhláška
url	url
bevestigen	potvrzuji
bevestigen	potvrzení
bevestigen	potvrdit
michail	michail
braun	braun
isabelle	isabelle
fernand	fernand
gekroond	korunován
brandon	brandon
trinidad	trinidad
machtige	mocná
machtige	mocný
koren	sbory
bepaling	ustanovení
bepaling	poskytování
bepaling	odhodlání
bepaling	stanovení
bepaling	určení
bepaling	určování
worstelaar	zápasník
mathieu	mathieu
crazy	blázen
crazy	šílený
crazy	šílená
crazy	bláznivý
imago	obrázek
imago	image
imago	obraz
kinshasa	kinshasa
matthias	matthias
grotten	jeskyně
grotten	jeskyní
afval	odpad
afval	odpadu
afval	odpady
afval	plýtvání
afval	odpad
afval	odpadky
afval	smetí
afval	odpad
afval	odpadky
afval	smetí
afval	odpad
afval	odpady
eagles	eagles
eagles	orli
hansson	hansson
rechters	rozhodčí
rechters	porotci
rechters	soudců
rechters	soudci
trots	pýcha
trots	hrdost
trots	pyšný
trots	hrdá
trots	pyšná
trots	hrdí
trots	hrdý
roeien	veslování
roeien	řadě
roeien	řada
roeien	řádek
nood	potřebovat
nood	potřebuji
nood	potřebují
nood	potřeba
aankoop	nákupu
aankoop	koupě
aankoop	nákup
aankoop	zakoupit
aankoop	nákup
aankoop	pořízení
aankoop	získávání
aankoop	akvizice
aankoop	získání
aankoop	nabytí
aankoop	nákup
aankoop	nákupy
marsh	marsh
sao	dsp
sao	sao
mare	mare
toegepaste	uplatňována
lucie	lucie
orientalis	orientalis
schans	rampu
alba	alba
jackie	jackie
wii	wii
peckham	peckham
verwondingen	zranění
verwondingen	poranění
proza	prózu
gladde	hladce
gladde	hladká
gladde	hladký
gladde	hladké
gladde	slick
browser	prohlížeč
vuurtoren	majáku
vuurtoren	maják
dierentuin	zoo
bewoning	obsazenost
bewoning	osídlení
geïdentificeerd	identifikovány
geïdentificeerd	identifikován
geïdentificeerd	identifikoval
geïdentificeerd	zjištěná
geïdentificeerd	identifikována
avant	avant
jans	jans
geluiden	zvuky
geluiden	zní
geluiden	zvuky
burton	burton
begrijpt	chápe
begrijpt	rozumí
evangelische	evangelické
geschorst	pozastavena
geschorst	suspendován
geschorst	pozastaveno
hero	hero
hero	hrdina
meesters	masters
meesters	mistři
meesters	mistrů
meesters	mistry
verwerven	získat
verwerven	nabýt
saxofoon	saxofon
saxofoon	saxofon
botten	kosti
botten	kostí
botten	kosti
botten	kost
botten	kostí
botten	bone
voorkwam	zabráněno
voorkwam	zabránilo
paralympische	paralympijské
fiche	čip
fiche	chip
vietnamese	vietnamské
collegiale	collegiate
goal	cíl
goal	gól
goal	branky
familienaam	příjmení
spijt	litovat
spijt	lítost
spijt	lituje
spijt	výčitky
spijt	lítost
kristallen	crystal
kristallen	křišťálové
kristallen	krystal
kristallen	krystaly
alliance	spojenectví
alliance	aliance
loew	loew
jens	jens
genezen	vyléčit
genezen	vyléčení
genezen	vyléčit
genezen	lék
genezen	vyléčil
genezen	hojení
genezen	uzdravení
genezen	léčení
genezen	vyléčil
apparaten	spotřebiče
apparaten	přístroje
apparaten	zařízení
radioactief	radioaktivní
besliste	rozhodnuto
besliste	rozhodl
besliste	rozhodli
besliste	rozhodla
sahara	sahaře
elektronica	elektronika
elektronica	elektroniky
onderging	podstoupil
hel	hel
hel	peklo
content	obsahu
content	obsah
ronnie	ronnieho
ronnie	ronnie
gebed	modlitba
gebed	modliteb
gebed	modlitby
gebed	modlitbu
gebed	modlitba
madison	madison
walsh	walsh
vensters	windows
vensters	okna
vensters	oken
earl	earl
earl	earle
maag	žaludeční
maag	žaludek
maag	břicho
maag	žaludku
maarschalk	maršál
getest	testovány
aantonen	prokazující
aantonen	demonstrovat
hagedissen	ještěrky
hagedissen	ještěrka
haïti	haiti
alinea	paragraf
alinea	odstavec
alinea	odstavce
stijlen	styly
schelp	shell
norte	norte
lutherse	luterán
vitamine	vitamín
freddy	freddy
freddy	freddyho
routes	trasy
richards	richards
sally	sally
jake	jake
jake	jaka
inname	příjem
inname	požití
vereiste	požadavek
vereiste	požadované
vereiste	požadováno
vereiste	vyžadováno
jungle	džungli
jungle	džungle
bicolor	bicolor
vernield	zničeno
vernield	zničen
vernield	zničena
cercle	cercle
ist	tho
ist	ist
naoorlogse	poválečné
onderwijzer	učitel
onderwijzer	učitelka
onderwijzer	učiteli
offensief	urážlivý
offensief	urážlivé
offensief	útočný
third	třetí
oosterse	orientální
eugene	eugene
jeremy	jeremy
jeremy	jeremyho
hobby	hobby
hobby	koníček
toneelstukken	hraje
qatar	kataru
geïntegreerd	integrovaná
geïntegreerd	integrovaný
geïntegreerd	integrované
nationalistische	nacionalistické
nationalistische	nacionalistické
pauline	pauline
beweringen	nároky
beweringen	tvrzení
beweringen	pohledávky
beweringen	obvinění
beweringen	tvrzení
vita	vita
rivaal	soupeř
branden	požáry
branden	ohně
branden	hořet
branden	spálit
branden	pálení
branden	hořící
branden	hoří
crash	havárie
crash	krach
trilogie	trilogii
winnares	vítězem
winnares	výherce
winnares	vítěze
winnares	vítěz
trappen	schodů
trappen	schody
trappen	schodiště
rijkdom	bohatství
rijkdom	bohatství
dmitri	dmitri
dmitri	dimitri
punk	punk
plakken	pasta
plakken	pasty
plakken	vložit
schoten	výstřely
schoten	střelba
schoten	střílet
schoten	zastřelení
schoten	střelba
schoten	střílení
schoten	střelba
schoten	výstřely
jodendom	judaismus
gematigde	mírná
gematigde	mírné
gematigde	středně
gematigde	mírný
schaken	šachy
affinis	affinis
koppeling	spojku
koppeling	spojky
koppeling	spojka
koppeling	link
koppeling	odkaz
koppeling	souvislost
koppeling	spojovací
dynamo	dynamo
dynamo	alternátor
komiek	komiks
komiek	comic
komiek	komické
komiek	komik
weergeven	zobrazení
weergeven	displej
weergeven	zobrazit
weergeven	ukázat
weergeven	zobrazit
weergeven	představení
weergeven	show
rijders	ovladače
rijders	řidiče
rijders	řidiči
rijders	jezdci
rijders	jezdce
conventies	úmluvy
conventies	úmluv
conventies	konvence
broeders	bratry
broeders	bratři
vierkant	náměstí
vierkant	čtverec
impuls	impuls
impuls	impulsní
genieten	užívá
genieten	užíváme
close	uzavřít
close	zavřít
close	blízko
mercury	rtuť
mercury	mercury
mercury	rtuti
mercury	merkur
cannes	cannes
ellis	ellis
josh	joshe
josh	josh
rusten	odpočívá
rusten	odpočinku
rusten	odpočinek
rusten	odpočívej
vergezeld	doprovázen
supercup	superpohár
giacomo	giacomo
