βοηθώντας	helpen
λοίμωξη	besmetting
λοίμωξη	infecties
εμίλ	emile
εμίλ	émile
εμίλ	emil
απόπειρες	pogingen
τηλέφωνο	telefoon
τηλέφωνο	telefoon
επαρκή	toereikend
επαρκή	adequate
επαρκή	adequaat
επαρκή	voldoende
επαρκή	voldoende
επαρκή	toereikend
εβραϊκά	hebreeuws
ασυνήθιστο	ongewoon
ασυνήθιστο	ongebruikelijk
ασυνήθιστο	ongewone
ασυνήθιστο	ongebruikelijke
ασυνήθιστο	soms
ασυνήθιστο	ongewoon
έγκυος	zwangere
έγκυος	zwanger
έγκυος	drachtige
κριμαία	krim
λάνκαστερ	lancaster
σύμμαχος	bondgenoot
σύμμαχος	ally
καθίσματα	zitplaatsen
καθίσματα	zetels
καθίσματα	stoelen
καθίσματα	zitplaatsen
χαρτοφυλακίου	portefeuille
χαρτοφυλακίου	portfolio
διανέμεται	verspreid
διανέμεται	gedistribueerd
διανέμεται	uitgedeeld
διανέμεται	verdeeld
διασποράς	cluster
άρνολντ	arnold
σπόρους	zaad
σπόρους	zaden
σπόρους	zaaigoed
αρχιεπισκοπή	aartsbisdom
μπέιζμπολ	baseball
μπέιζμπολ	honkbal
κατέθεσε	getuigde
επεκτάσεις	uitbreidingen
επεκτάσεις	extensies
επεκτάσεις	verlengingen
τζιμπουτί	djibouti
επίτευγμα	prestatie
επίτευγμα	prestatie
πιστεύοντας	geloven
αντιτορπιλικό	vernietiger
αντιτορπιλικό	destroyer
όψεις	zijden
όψεις	zijkanten
όψεις	kanten
τζούνιορ	junior
φεγγάρι	maan
φεγγάρι	moon
συνήθης	gebruikelijke
συνήθης	gebruikelijk
τηλεπικοινωνιών	telecommunicatie
δημιουργική	creatief
δημιουργική	creatieve
μπενφίκα	benfica
στεφάνι	hoepel
στεφάνι	krans
κουν	khun
κουν	kun
κουν	kuhn
σκληρότητα	wreedheden
σκληρότητα	wreedheid
σκληρότητα	hardheid
ανοικοδόμηση	herbouwen
ανοικοδόμηση	wederopbouw
ανοικοδόμηση	heropbouw
ανοικοδόμηση	wederopbouw
ανοικοδόμηση	heropbouw
ανοικοδόμηση	reconstructie
μότσαρτ	mozart
στρατηγούς	generaals
ρένα	rena
εξηγήσεις	toelichtingen
εξηγήσεις	uitleg
αλμπέρτο	alberto
πληρωμή	betaal
πληρωμή	betalen
πληρωμή	betaling
ξενοφών	xenophon
λύσει	oplossen
υπόσχεση	belofte
υπόσχεση	beloven
υπόσχεση	beloof
υπόσχεση	belofte
υπόσχεση	gelofte
τουβαλού	tuvalu
τόνγκα	tonga
μπροστινό	front
μπροστινό	voorkant
μπροστινό	voorzijde
φόρου	belasting
φόρου	belastingen
βερόνα	verona
πάρκερ	parker
γερουσιαστές	senatoren
ενωμένη	united
ενωμένη	verenigde
ενωμένη	verenigd
κινητά	mobile
κινητά	mobiel
λίθιο	lithium
διάβασε	lezen
διάβασε	gelezen
διάβασε	lees
στάλθηκαν	verstuurd
στάλθηκαν	verzonden
στάλθηκαν	gestuurd
θουκυδίδης	thucydides
αρχίζοντας	beginnend
ανάρτηση	vering
ανάρτηση	suspensie
ανάρτηση	schorsing
ανάρτηση	opschorting
μετράει	telt
μετράει	tellen
ελπίδες	hoop
ελπίδες	hoopt
φάλαγγα	falanx
φάλαγγα	konvooi
δέσμη	bundel
εξερευνητής	verkenner
εξερευνητής	explorer
εξερευνητής	ontdekker
εξερευνητής	ontdekkingsreiziger
άντον	anton
λισαβόνας	lissabon
αστικές	urban
αστικές	stedelijk
αστικές	stedelijke
λευκάδα	lefkada
αποσπάσει	afleiden
ορατή	zichtbaar
ορατή	zichtbare
συναισθηματική	emotioneel
συναισθηματική	emotionele
συναισθηματική	sentimentele
συναισθηματική	sentimenteel
πείνα	hongersnood
πείνα	honger
πιθανότητας	waarschijnlijkheid
ενδιαφέρονται	geïnteresseerd
ενδιαφέρονται	interesse
χειρισμό	afhandeling
χειρισμό	hantering
χέρμπερτ	herbert
σεμινάρια	seminaries
σεμινάρια	seminars
ύψη	hoogten
ύψη	hoogtes
ύψη	heights
μπόμπι	bobby
πρίγκιπες	prinsen
πρίγκιπες	princes
ομάρ	omar
μπορντό	bordeaux
μπορντό	bourgogne
μπορντό	bourgondië
απόφοιτος	afstuderen
απόφοιτος	afgestudeerd
απόφοιτος	afgestudeerde
τζέισον	jason
καταλανικά	catalaanse
καταλανικά	catalaans
αυτόνομο	autonoom
αυτόνομο	autonome
αιτιολογία	motivering
αιτιολογία	rechtvaardiging
μεθάνιο	methaan
τάκη	taki
ανάμειξη	mengen
ανάμειξη	vermenging
ανάμειξη	menging
ανάμειξη	mengen
ανάμειξη	mixen
ανάμειξη	vermenging
ανάμειξη	menging
απόρριψη	afwijzingen
απόρριψη	verwerping
απόρριψη	afwijzing
απόρριψη	verwijdering
απόρριψη	ontslaan
απόρριψη	afgewezen
απόρριψη	verworpen
απόρριψη	afgekeurd
απόρριψη	geweigerd
απόρριψη	weggooien
ζητήθηκε	aangevraagd
ζητήθηκε	aangevraagde
ζητήθηκε	verzocht
ζητήθηκε	gevraagd
ζητήθηκε	opgevraagd
ζητήθηκε	gevraagde
επαμεινώνδας	epaminondas
ισπανούς	spanjaarden
παράδοξο	paradox
παράδοξο	paradoxaal
παράδοξο	paradoxale
παράδοξο	paradoxaal
οχτώ	acht
οχτώ	eight
αγοράστηκε	aangekocht
αγοράστηκε	ingekocht
αγοράστηκε	gekocht
αγοράστηκε	aangeschaft
αγοράστηκε	gekochte
αγοράστηκε	kocht
αγοράστηκε	gekocht
κέιμπριτζ	cambridge
μεταλλικά	metalen
μεταλλικά	metal
μεταλλικά	metaal
μεταλλικά	metalen
μεταλλικά	metallic
κεμάλ	kemal
προτείνεται	aanrader
προτείνεται	aanbevolen
προτείνεται	aangeraden
εφαρμόστηκε	toegepast
εφαρμόστηκε	toegepaste
εφαρμόστηκε	uitgevoerd
εφαρμόστηκε	geïmplementeerd
σύντροφος	partner
σύντροφος	kameraad
σύντροφος	metgezel
γονίδια	genen
ακραίες	extreme
ακραίες	extreem
τούρκου	turku
έτοιμο	ready
έτοιμο	gereed
έτοιμο	klaar
συνεχίζονται	voortzetten
συνεχίζονται	doorgaan
μπερνάρ	bernard
ραψωδία	rhapsody
ψυχική	paranormaal
ψυχική	psychische
ψυχική	helderziende
ψυχική	mentaal
ψυχική	mentale
ψυχική	geestelijk
ψυχική	geestelijke
πρόωρα	voortijdig
πρόωρα	prematuur
πρόωρα	voortijdig
πρόωρα	voorbarig
συνθέτουν	componeren
ενήλικα	volwassen
ενήλικα	volwassenen
ενήλικα	adult
ενήλικα	volwassene
λογότυπα	logos
καταστρέφει	vernietigt
γαμπρός	bruidegom
γαμπρός	bruidegom
σομαλία	somalië
σεμπάστιαν	sebastian
σεμπάστιαν	sebastiaan
χορηγός	sponsoring
χορηγός	sponsoren
χορηγός	gesponsord
χορηγός	gesponsorde
χορηγός	sponsor
χορηγός	sponsoren
αντιστοιχία	match
ντόπιοι	inboorlingen
διέλευση	oversteken
διέλευση	overschrijden
διέλευση	oversteek
διέλευση	transit
διέλευση	doorreis
διέλευση	doorvoer
μερίδιο	deel
μερίδιο	delen
ουγκάντα	oeganda
γόνος	spawn
γόνος	scion
σχεδιάσει	gepland
σχεδιάσει	geplande
πυρετό	koorts
αποκαλύψει	onthullen
αποκαλύψει	onthult
αποκαλύψει	openbaren
ζάχαρη	suikers
ζάχαρη	suiker
παράγραφο	paragraaf
παράγραφο	alinea
διευθέτηση	vereffening
διευθέτηση	nederzetting
διευθέτηση	schikking
διευθέτηση	afwikkeling
χρησιμοποίηση	gebruiken
χρησιμοποίηση	gebruik
βέρνερ	werner
εξαφανίστηκε	verdwenen
εξαφανίστηκε	verdween
αντίστροφη	achteruit
αντίστροφη	omgekeerde
αντίστροφη	omkeren
αντίστροφη	omgekeerd
μάνο	mano
ενέπνευσε	inspirerend
ενέπνευσε	bezield
ενέπνευσε	geïnspireerd
ενέπνευσε	geïnspireerde
δικαστές	magistraten
δικαστές	rechters
ράλι	rally
συγγένεια	affiniteit
συγγένεια	verwantschap
συγγένεια	verwantschap
τζουζέπε	giuseppe
μπρούνο	bruno
δημόσιος	publiek
δημόσιος	openbaar
αυτόχθονες	inheems
αυτόχθονες	inheemse
άλλως	anders
ποινικό	misdadiger
ποινικό	misdadig
ποινικό	crimineel
όγδοη	achtste
δημιουργίες	creaties
υποδιαίρεση	onderverdeling
υποδιαίρεση	onderafdeling
ρέμπραντ	rembrandt
αντιπροσωπεία	delegeren
αντιπροσωπεία	delegatie
πιανίστας	pianist
ικανότητας	competentie
ικανότητας	bekwaamheid
συναδέλφους	collegae
λεφτά	geld
υπολογισμός	berekening
υπολογισμός	berekenen
υπολογισμός	berekeningen
υπολογισμός	bereken
υπολογισμός	berekenen
κουρτ	kurt
πελάτη	klant
πελάτη	afnemer
πελάτη	client
πελάτη	klant
πελάτη	opdrachtgever
πελάτη	cliënt
δείχνοντας	wijzend
επιγράμματα	epigrammen
έκκληση	beroep
ευρωπαίων	europeanen
διαχωρισμού	scheiding
διαχωρισμού	afscheiding
υγρή	vochtige
υγρή	vochtig
υγρή	vloeistof
υγρή	vloeibaar
υγρή	vloeibare
υγρή	natte
υγρή	nat
διαγράμματα	grafieken
διαγράμματα	diagrammen
διαγράμματα	diagrammen
κλωντ	claude
απαγωγή	ontvoering
απαγωγή	kidnapping
απαγωγή	ontvoering
απαγωγή	kidnappen
απαγωγή	ontvoering
απαγωγή	ontvoeren
απαγωγή	kidnappen
απαγωγή	ontvoerde
απαγωγή	gekidnapt
απαγωγή	ontvoerd
ζάμπια	zambia
ενεργοποίηση	activatie
ενεργοποίηση	activering
ενεργοποίηση	activeren
ενεργοποίηση	inschakelen
ενεργοποίηση	activeren
μηχανικά	mechanisch
μηχανικά	mechanisch
μηχανικά	mechanische
σεπτέμβρη	september
διακριτικά	insigne
διακριτικά	insignes
διακριτικά	discrete
διακριτικά	discreet
διακριτικά	discreet
καμπύλες	bochten
καμπύλες	rondingen
διαβάστε	lezen
διαβάστε	gelezen
διαβάστε	lees
καλλιεργούνται	gegroeid
καλλιεργούνται	gekweekt
ξίφος	degen
ξίφος	zwaard
αισθήσεις	zintuigen
έσωσε	gered
έσωσε	bewaard
έσωσε	opgeslagen
καινοτομία	innovaties
καινοτομία	innovatie
καινοτομία	vernieuwing
φορτία	zendingen
φορτία	laadt
φορτία	lasten
παράδεισο	hemel
παράδεισο	hemels
παράδεισο	heaven
παράδεισο	paradijs
παράδεισο	paradise
βαρσοβία	warschau
εκδηλώνεται	manifesteren
χωράφια	velden
χωράφια	fields
χωράφια	akkers
ντίζελ	dieselolie
ντίζελ	diesel
υπουργούς	ministers
ευγενία	eugenia
κατηγορεί	beschuldigt
διάσημοι	beroemde
διάσημοι	beroemd
διάσημοι	beroemdheid
διάσημοι	beroemdheden
διάσημοι	celebrity
διάσημοι	bekendheid
διάσημοι	beroemdheden
δαπάνη	uitgaven
αρκαδία	arcadia
στοιχειώδη	elementaire
στοιχειώδη	elementair
παρουσιαστής	presentator
παρουσιαστής	presentatrice
παρουσιαστής	organisator
παρουσιαστής	gastheer
παρουσιαστής	host
ψηλότερη	groter
ψηλότερη	langer
ψηλότερη	langste
ψηλότερη	hoogste
αϊτή	haïti
εξάρτηση	afhankelijkheid
εξάρτηση	afhankelijkheid
κώδικες	codes
κώδικες	gedragscodes
γκάνα	ghana
κλίντον	clinton
κρατήρες	kraters
διακριτικό	onderscheidend
διακριτικό	token
διακριτικό	discrete
διακριτικό	discreet
λιμνών	meren
ύφεση	recessie
ύφεση	kwijtschelding
ύφεση	remissie
ύφεση	kwijtgescholden
εξαφανιστεί	verdwijnen
εύνοια	gunsten
εύνοια	gunst
ιππότη	ridder
χαρακτηρίζουν	karakteriseren
αλβανοί	albanese
αλβανοί	albanees
αλβανοί	albanezen
χειρότερο	slechtste
χειρότερο	slechtst
χειρότερο	ergste
χειρότερο	erger
χειρότερο	slechter
βάθη	diepten
ύλες	materialen
ύλες	materiaal
οπίσθια	billen
οπίσθια	achterste
οπίσθια	achterkant
οπίσθια	achteraan
οπίσθια	achterhoede
οπίσθια	achterzijde
κλοντ	claude
γένοβα	genua
ράιαν	ryan
ισχυρότερη	krachtiger
ισχυρότερη	sterker
νουβέλα	roman
επιβεβαιώνει	bevestigt
πρίνσιπε	príncipe
ράπερ	rapper
κάθειρξη	opsluiting
δημογραφικά	demografie
δημογραφικά	demografisch
δημογραφικά	demografische
άουσβιτς	auschwitz
γουέλς	wells
γουέλς	putten
ενδιάμεση	tussentijds
ενδιάμεση	tussentijdse
ενδιάμεση	interim
ενδιάμεση	tussentijdse
ενδιάμεση	intermediaire
ενδιάμεση	intermediair
κόσοβο	kosovo
φθόριο	fluor
χείλος	lip
χείλος	brink
χέρσελ	hershel
χέρσελ	herschel
μελίνα	melina
σκαρφάλωσε	beklimmen
σκαρφάλωσε	klim
σκαρφάλωσε	klimmen
παραδοθεί	geleverd
παραδοθεί	geleverde
παραδοθεί	bezorgd
παραδοθεί	afgeleverd
μασαχουσέτης	massachusetts
περιγράφηκε	beschreven
περιγράφηκε	beschreef
περιγράφηκε	omschreven
περιβάλλει	omringt
ποιητικό	poëtische
ποιητικό	poëtisch
μαχαίρι	mes
συνήθειες	gewoonten
συνήθειες	gewoontes
επενδύσεων	investering
επενδύσεων	investeringen
επενδύσεων	investeren
μόντε	monte
τραγουδά	zingt
προσδιορίζει	specificeert
προσδιορίζει	specificeren
προσδιορίζει	identificeert
προσδιορίζει	specificeren
φωτισμού	verlichting
φωτισμού	belichting
φωτισμού	verlichting
σκυλιά	honden
κακός	slechte
κακός	bad
κακός	slecht
εικασία	vermoeden
εικασία	gissen
εικασία	aanname
εικασία	veronderstelling
εικασία	speculeren
εικασία	speculatie
εικασία	speculaties
ξένος	buitenlander
ξένος	vreemdeling
ξένος	vreemdeling
ξένος	vreemde
ξένος	buitenlands
ρόουζ	rose
ρόουζ	roos
προστατεύεται	beschermde
προστατεύεται	beschermd
μίσιγκαν	michigan
ψηλό	tall
υποχρεωτικά	verplichte
υποχρεωτικά	verplicht
υποχρεωτικά	verplichte
υποχρεωτικά	verplicht
λιντς	leeds
λιντς	lynch
λιντς	linz
καταλαβαίνει	begrijpt
σύνθετη	composiet
σύνθετη	samengesteld
σύνθετη	samengestelde
σύνθετη	complexe
σύνθετη	complex
σύνθετη	ingewikkeld
δίδυμα	tweeling
δίδυμα	tweelingen
προορισμός	bestemming
επαναλαμβάνεται	herhaalde
επαναλαμβάνεται	herhaald
κηλίδες	vlekken
κηλίδες	vlekken
κηλίδες	plekken
κηλίδες	spots
φοίνικας	feniks
φοίνικας	phoenix
ανέμους	winden
ανέμους	wind
σάμιουελ	samuel
αμνηστία	amnestie
αμνηστία	amnesty
προσφέρθηκε	aangeboden
ισλαμική	islamitische
ισλαμική	islamitisch
εχθροί	vijanden
γυρισμάτων	filmen
κλάσμα	fractie
αναψυχής	recreatief
αναψυχής	recreatieve
αναψυχής	ontspanning
αναψυχής	recreatie
αναψυχής	vermaak
νεα	nieuw
νεα	nieuwe
νεα	nieuwsberichten
νεα	nieuws
βιθυνίας	bithynië
καινοτομίες	innovaties
καινοτομίες	innovatie
καινοτομίες	vernieuwing
καινοτομίες	innovaties
καινοτομίες	vernieuwingen
καινοτομίες	nieuwigheden
απαγορεύτηκε	verbannen
απαγορεύτηκε	verboden
σταματά	stopt
σταματά	haltes
νόρμαν	norman
κτήματα	landgoederen
βαλουά	valois
μετοχές	voorraden
μετοχές	voorraad
μετοχές	aandelen
επαναστάσεις	omwentelingen
επαναστάσεις	revoluties
νύμφες	nimfen
κάλπες	polls
κάλπες	opiniepeilingen
κάλπες	peilingen
περιμένω	wachtende
περιμένω	afwachten
περιμένω	wachten
κάθεται	zit
στέκεται	standing
στέκεται	staande
στέκεται	staand
στέκεται	stands
βαρωνία	baronie
κλάους	klaus
αριστοκρατία	aristocratie
αριστοκρατία	adel
γενέθλια	verjaardagen
γενέθλια	verjaardag
γενέθλια	jarig
υπηρετεί	serveert
περίληψη	samenvatting
αμφιβολίες	twijfels
αμφιβολίες	twijfelen
αμφιβολίες	twijfel
ευριπίδης	euripides
πυκνή	dichte
ατυχήματα	ongevallen
ατυχήματα	ongelukken
μάγια	maia
μάγια	maya
μάγια	maja
θανάτους	sterfte
θανάτους	sterfgevallen
εργαζόμενοι	werkers
εργαζόμενοι	werkenden
εργαζόμενοι	arbeiders
εργαζόμενοι	werknemers
εργαζόμενοι	medewerkers
εργαζόμενοι	werknemers
επανέλαβε	herhalen
επανέλαβε	herhaal
επανέλαβε	herhaling
επιμονή	volharding
επιμονή	doorzettingsvermogen
επιμονή	volharding
επιμονή	doorzettingsvermogen
επιμονή	vasthoudendheid
επιμονή	persistentie
επιμονή	aandringen
λούκα	luca
λούκα	lucca
λούκα	luka
καμβά	canvas
καμβά	doek
φρέντερικ	frederic
φρέντερικ	frédéric
φρέντερικ	frederik
φρέντερικ	frederick
μανία	fury
μανία	razernij
μανία	manie
λιμνοθάλασσα	lagune
ακολουθίες	sequenties
ψυχολογική	psychologische
ψυχολογική	psychologisch
ρόζα	rosa
οσμάν	osman
επιδιώκει	nastreeft
λεπτομερή	gedetailleerd
λεπτομερή	gedetailleerde
τυρί	kaas
κίτρινη	gele
κίτρινη	geel
γρήγορο	snel
γρήγορο	vasten
γρήγορο	snelle
γρήγορο	fast
συντομογραφίες	afkortingen
ανοχή	verdraagzaamheid
ανοχή	tolerantie
αποδέχεται	accepteert
αποδέχεται	aanvaardt
μπατίστα	batista
ισχυρότερο	sterkst
ισχυρότερο	sterksten
ισχυρότερο	sterkste
ερωτικό	erotische
ερωτικό	erotisch
άπω	distale
καταχώρηση	binnenkomst
καταχώρηση	vermelding
καταχώρηση	inschrijven
καταχώρηση	inschrijving
καταχώρηση	registratie
μέλι	schat
μέλι	honing
μέλι	mellie
τόλκιν	tolkien
βίνσεντ	vincent
προϋποθέτει	veronderstelt
ναρκωτικά	drugs
διάβρωση	corrosie
διάβρωση	erosie
διάβρωση	uitholling
αρμένιοι	armeniërs
τζόρτζια	georgië
τζόρτζια	georgia
αυξάνονται	toenemend
αυξάνονται	toenemende
άλας	zout
κατάρα	vloek
κατάρα	vervloeken
κατάρα	vloeken
καταδρομικό	kruiser
καταδρομικό	cruiser
ενέδρα	hinderlaag
πατριάρχες	patriarchen
μετανάστευσαν	gemigreerd
μετανάστευσαν	emigreerde
σπόροι	zaad
σπόροι	zaden
σπόροι	zaaigoed
σπόροι	zaden
σπόροι	zaaigoed
σπόροι	zaad
σπόροι	zaaizaad
ονομαστική	beoordeeld
ονομαστική	beoordeelde
ονομαστική	nominaal
ονομαστική	gewaardeerd
ονομαστική	nominale
ονομαστική	nominaal
υποδοχής	gastvrij
υποδοχής	verwelkoming
υποδοχής	verwelkomen
υποδοχής	organisator
υποδοχής	gastheer
υποδοχής	host
παρτιζάν	partizan
βαθμιαία	geleidelijk
βαθμιαία	geleidelijke
βαθμιαία	geleidelijk
σκύλος	hond
σκύλος	hondje
θεραπείες	remedies
θεραπείες	rechtsmiddelen
θεραπείες	behandelingen
θεραπείες	therapieën
ομολογία	biecht
ομολογία	biechten
ομολογία	bekentenis
καθολικοί	katholieken
καθολικοί	katholieke
καθολικοί	katholiek
ισοδύναμο	equivalent
ισοδύναμο	gelijkwaardige
ισοδύναμο	gelijkwaardig
εθνικοί	onderdanen
εθνικοί	staatsburgers
χόρχε	jorge
σώθηκε	gered
σώθηκε	bewaard
σώθηκε	opgeslagen
ειδικότητα	specificiteit
ειδικότητα	specialiteit
ειδικότητα	specialisme
ειδικότητα	specialiteit
ειδικότητα	specialisme
κοσμική	seculiere
κοσμική	kosmische
κοσμική	kosmisch
κοσμική	wereldse
σο	shaw
τύραννος	tiran
μάργκαρετ	margaret
μάργκαρετ	margaretha
δοχείο	vaartuig
δοχείο	container
νίγηρα	niger
θωρηκτό	slagschip
θωρηκτό	oorlogsschip
σηματοδότησε	gesignaleerde
σηματοδότησε	gemarkeerde
σηματοδότησε	gemarkeerd
σηματοδότησε	gemerkt
σηματοδότησε	gekenmerkt
συμπλήρωμα	supplement
συμπλήρωμα	toeslag
συμπλήρωμα	aanvulling
καθοριστική	beslissend
καθοριστική	beslissende
καθοριστική	doorslaggevend
αγιος	heilige
χρήμα	geld
διηπειρωτικό	transcontinentale
φέγενορντ	feyenoord
μόδα	kleding
μόδα	mode
τουρκμενιστάν	turkmenistan
γράψω	schrijven
γράψω	schrijf
μετς	metz
μετς	mets
δολοφόνος	moordenaar
δολοφόνος	killer
δολοφόνος	moordenaar
δολοφόνος	moordenaar
δολοφόνος	huurmoordenaar
ωραίο	mooi
ωραίο	lekker
ωραίο	fijn
ωραίο	leuk
ωραίο	nice
συμβολίζουν	symboliseren
μπάρμπαρα	barbara
λίτρα	liter
λίτρα	liters
φωτισμό	belichting
φωτισμό	verlichting
αργό	argon
αργό	langzame
αργό	traag
αργό	langzaam
παραμύθι	tale
παραμύθι	verhaal
παραμύθι	sprookje
απασχόλησης	tewerkstelling
απασχόλησης	werkgelegenheid
λιμένας	bakboord
λιμένας	haven
λιμένας	poort
διαθεσιμότητα	beschikbaarheid
αποτίμηση	waardering
αποτίμηση	taxatie
αποτίμηση	waardebepaling
τροπικό	tropisch
τροπικό	tropische
εκλειπτική	ecliptica
θειικό	sulfaat
φθορά	draag
φθορά	wear
φθορά	dragen
φθορά	slijtage
φθορά	verslechtering
φθορά	achteruitgang
καταλύτη	katalysator
καταλύτη	katalysatoren
βόλφγκανγκ	wolfgang
ηλικίες	leeftijden
συναίσθημα	emoties
συναίσθημα	emotie
συναίσθημα	voelen
συναίσθημα	gevoel
συναίσθημα	sentiment
γουιάνα	guyana
φυσιολογία	fysiologie
αλβανικά	albanese
αλβανικά	albanees
αντιτορπιλικά	destroyers
αποκλεισμού	uitsluiting
αποκλεισμού	uitsluiten
συγκομιδή	oogst
συγκομιδή	oogsten
συγκομιδή	oogst
συγκομιδή	oogsten
βελτιωθεί	verbeterde
βελτιωθεί	verbeterd
μπέλα	bella
προοδευτικό	vooruitstrevend
προοδευτικό	progressieve
προοδευτικό	progressief
ύπνο	slapen
ύπνο	slaap
συντηρητική	conservatief
συντηρητική	conservatieve
κόρδοβα	córdoba
κόρδοβα	cordoba
προβλέψεις	projecties
προβλέψεις	prognoses
προβλέψεις	voorspellingen
προβλέψεις	ramingen
προβλέψεις	prognoses
προβλέψεις	voorspellingen
διαλέκτους	dialecten
βούλγαρος	bulgaarse
βούλγαρος	bulgaars
αναπνοή	adem
αναπνοή	ademhalen
αναπνοή	ademhaling
αναπνοή	ademen
αναπνοή	ademhaling
θρίαμβος	triomf
πειραματική	experimenteel
κοιλότητα	holte
ανασκαφή	opgraving
ανασκαφή	graven
ανασκαφή	dig
ανασκαφή	graaf
γεια	hallo
γεια	hello
καρποί	vruchten
καρποί	fruit
καρποί	vrucht
καρποί	nuts
καρποί	moeren
καρποί	noten
καρποί	vruchten
καρποί	fruit
άνεμοι	winden
άνεμοι	wind
ρωμαίο	romeo
στοκ	voorraad
στοκ	stock
διαμονή	accommodatie
θανάσιμα	dodelijke
θανάσιμα	dodelijk
ανταποκρίνεται	reageren
ανταποκρίνεται	reageert
πυροβόλο	wapen
πυροβόλο	vuurwapen
πάθη	passies
κεραίες	antennes
κεραίες	antennes
κεραίες	antennes
παρτίδα	partij
παρτίδα	batch
παρτίδα	loet
παρτίδα	kavel
παρτίδα	lot
ανταγωνισμός	concurrentie
ανταγωνισμός	mededinging
ανταγωνισμός	competitie
συμφέρον	belangstelling
συμφέρον	rente
συμφέρον	belang
συμφέρον	interesse
οδήγηση	rijden
οδήγηση	drive
οδήγηση	rijd
οδήγηση	rijden
οδήγηση	rijdend
οδήγηση	autorijden
διαγωνισμούς	competities
διαγωνισμούς	wedstrijden
ορμή	momentum
γουάιτ	wyatt
δημοκρατίες	democratieën
δημοκρατίες	republieken
αναβίωση	heropleving
αναβίωση	opleving
περιορισμοί	beperkingen
περιορισμοί	restricties
περιορισμοί	beperkingen
περιορισμοί	restricties
περιορισμοί	beperkingen
δυσαρέσκεια	ontevredenheid
δυσαρέσκεια	ongenoegen
δυσαρέσκεια	onvrede
δυσαρέσκεια	wrok
δυσαρέσκεια	rancune
δυσαρέσκεια	ontevredenheid
δυσαρέσκεια	onvrede
λουτρό	bad
εφικτό	haalbaarheid
εφικτό	uitvoerbaarheid
εφικτό	haalbaar
εφικτό	haalbare
εφικτό	haalbaar
εφικτό	haalbare
ουγγρική	hongaarse
ουγγρική	hongaars
εξάμηνο	semester
διόδωρος	diodoros
καστ	gegoten
καστ	cast
καστ	gips
θεωρητικό	theoretische
θεωρητικό	theoretisch
σενεγάλη	senegal
σκοράρει	scoort
σκοράρει	scores
χιτώνα	tuniek
οργανωμένο	georganiseerd
οργανωμένο	georganiseerde
οργανωμένο	georganiseerd
οργανωμένο	georganiseerde
νίκολας	nicolaas
νίκολας	nicholas
κυκλώματα	circuits
κυκλώματα	schakelingen
αντιληπτό	waargenomen
αποκλεισμός	uitsluiting
αποκλεισμός	uitsluiten
αποκλεισμός	ban
αποκλεισμός	verbod
αποκλεισμός	verbieden
φάντασμα	ghost
φάντασμα	geest
φάντασμα	spook
φάντασμα	phantom
φάντασμα	fantoom
φάντασμα	spook
κράματα	legeringen
κυριάρχησε	gedomineerd
κυριάρχησε	overheerst
μιλώντας	sprekend
μιλώντας	spreken
μπέρναρντ	bernard
παρομοίως	evenzo
παρομοίως	evenzo
εγκυκλοπαιδική	encyclopedisch
νάνοι	dwergen
νάνοι	dwergen
νάνοι	dwergen
αιτήματα	aanvragen
αιτήματα	verzoeken
αιτήματα	eisen
φανταστική	fantastische
φανταστική	fantastisch
αφαιρεί	verwijdert
ορκίζεται	zweert
απόσυρση	intrekking
απόσυρση	terugtrekken
απόσυρση	terugtrekking
σιδηρόδρομος	spoorlijnen
σιδηρόδρομος	spoorwegen
σιδηρόδρομος	spoorweg
σιδηρόδρομος	spoorwegen
σιδηρόδρομος	spoor
σιδηρόδρομος	spoorwegen
χλώριο	chloor
ασβέστιο	calcium
κοσμά	cosmas
προγραμματιστεί	geprogrammeerde
προγραμματιστεί	geprogrammeerd
φορούσε	droegen
φορούσε	droeg
μαυσωλείο	mausoleum
ράλλης	rallis
χθες	gisteren
χθες	gister
ποικίλει	varieert
κροατών	kroaten
ελευσίνα	eleusis
ατμοσφαιρική	atmosferische
βροχοπτώσεις	regenval
βροχοπτώσεις	neerslag
εγκυκλοπαίδειες	encyclopedieën
διπλός	dubbel
διπλός	dubbele
διπλός	tweepersoons
διπλός	verdubbelen
διπλός	double
χοροί	danst
ύπατος	consul
ραντ	rand
ραντ	rudd
δέκατη	tenth
δέκατη	tiende
επιθυμητή	gewenst
επιθυμητή	gewenste
επιθυμητή	gewenst
επιθυμητή	wenselijke
επιθυμητή	wenselijk
σίδηρο	strijkijzer
σίδηρο	ijzer
βιολογική	biologische
βιολογική	biologisch
ιδανική	ideal
ιδανική	ideaal
τσάι	thee
περιφερειών	streken
φλάνδρα	vlaanderen
πειραματικά	experimenteel
όγδοο	achtste
πρωτοβουλίες	initiatieven
ασυνήθιστα	ongewoon
ασυνήθιστα	ongebruikelijk
ασυνήθιστα	ongewone
ασυνήθιστα	ongebruikelijke
αφίσες	posters
αφίσες	affiches
πρέσβη	ambassadeur
νάπολι	napoli
νάπολι	napels
σοπράνο	soprano
σοπράνο	sopraan
σοπράνο	sopranos
δάνεια	leningen
νετρονίων	neutronen
πρωτεΐνη	eiwitten
πρωτεΐνη	proteïnen
πρωτεΐνη	eiwit
πρωτεΐνη	proteïne
ερμιόνη	hermelien
συλλογικά	collectief
συλλογικά	collectief
συλλογικά	collectieve
