그리스인	grieķi
서른	trīsdesmit
레오폴드	leopolds
덩컨	dankans
국민의회	parlaments
추출	ieguve
추출	ekstrakcijas
추출	ekstrakcija
추출	iegūšana
추출	ekstrakts
추출	izraksts
추출	izraksta
추출	ekstrakcijas
트랙터	traktorus
트랙터	traktori
트랙터	traktors
트랙터	traktora
주민들	rezidenti
주민들	iedzīvotāji
나누기	dalījums
나누기	sadalīt
나누기	dalīt
존스턴	džonstona
데비	devi
데비	debija
규범	normas
규범	norma
규범	norm
플로이드	floyd
망가니즈	mangāna
봉쇄	blokādi
봉쇄	blokāde
마감	termiņi
마감	termiņš
배달	piegāde
배달	piegādes
배달	piegādāt
배달	nogādāt
배달	piegādes
식별자	identifikators
식별자	identifikatori
옥상	jumts
세그먼트	segmenti
세그먼트	segmentiem
세그먼트	segmentus
세그먼트	segments
헬스	vingrošanas
헬스	veselības
헬스	veselību
헬스	veselība
페인트	zīmēt
페인트	krāsas
베이커리	maizes
살롱	salonos
살롱	salons
우월	pārākums
토후국	emirātā
카탈로그	katalogos
카탈로그	katalogi
카탈로그	katalogu
카탈로그	katalogs
카탈로그	katalogā
종교개혁	reformation
채색	krāsaino
탄성	elastība
탄성	elastīgi
탄성	elastīga
탄성	elastīgā
웨버	weber
웨버	vebers
스플릿	dalījums
스플릿	sadalīt
반주	pavadījums
허니	medu
허니	mīļā
허니	medus
구독	parakstīties
구독	pierakstīties
구독	parakstīšanās
구독	pieraksts
실링	šiliņiem
실링	schilling
실링	šiliņš
쟈니	džonijs
최적화된	optimizēta
모리타니	mauritānijas
모리타니	mauritānijas
슬럼프	krituma
채우기	uzpildes
채우기	pildījums
채우기	aizpildīt
루벤	rubens
안내서	rokasgrāmata
안내서	rokasgrāmata
안내서	ceļvedis
멘토	padomdevējs
멘토	vadītājai
권위주의	autoritārisms
권위주의	autoritāru
냉장고	ledusskapja
냉장고	ledusskapis
냉장고	saldētavas
오웬	ouens
전염병	mēri
전염병	mēris
찬양	uzslavas
찬양	uzslavu
감비아	gambija
루퍼트	rupert
브라우닝	browning
광대	klauns
왈츠	valsis
하녀	kalponēm
타오	tao
인종차별	rasisms
할리	harley
명왕성	pluto
도우미	palīgs
그레나다	grenādas
트램	tramvaju
트램	tramvajs
트램	tramvaju
트램	tramvaju
트램	tramvaja
트램	tramvajs
와우	wow
카르멘	karmena
트레버	trevors
꽃잎	ziedlapiņas
그로텐디크	grotendīks
위상수학	topoloģija
망상	mānija
망상	maldi
오디세이	odisejā
사진기	fotoaparāta
사진기	kamera
사진기	fotoaparātu
사진기	kameru
솔직한	godīgs
솔직한	godīgi
접두어	prefikss
힐스	pakalni
수리남	surinama
수리남	surinamas
밀크	piens
저마늄	germānija
전형	tipiska
전형	raksturīgi
전형	tipiski
전형	raksturīgs
전형	tipiskas
전형	tipisks
